और	ve	और	ve		CONJ
शहर	şehir	शहर	şehir	N;NOM;MASC;SG;3	
शहर	kentler	शहर	kent	N;NOM;MASC;SG;3	N;NOM;PL;3
शहर	şehirler	शहर	şehir	N;NOM;MASC;SG;3	N;NOM;PL;3
शहर	şehirleri	शहर	şehir	N;NOM;MASC;SG;3	N;NOM;PL;3
बार	barlar	बार	bar	N;NOM;FEM;SG;3	N;NOM;PL;3
बार	çubuklar	बार	çubuk	N;NOM;FEM;SG;3	N;NOM;PL;3
बार	parmaklıklar	बार	parmaklık	N;NOM;FEM;SG;3	N;NOM;PL;3
बार	çubuk	बार	çubuk	N;NOM;FEM;SG;3	
बार	times	बार	times	N;NOM;FEM;SG;3	
बार	zamanlar	बार	zaman	N;NOM;FEM;SG;3	N;NOM;PL;3
लगभग	nerdeyse	लगभग	nerdeyse	PART	
लगभग	neredeyse	लगभग	neredeyse	PART	
लगभग	yaklaşık	लगभग	yaklaşık	PART	
फिल्म	film	फिल्म	film	N;NOM;FEM;SG;3	
फिल्म	film	फिल्म	film	N;NOM;FEM;SG;3	
यहाँ	burada	यहाँ	bura	PRO;NOM	N;ESS;SG;3
यहाँ	burda	यहाँ	bura	PRO;NOM	N;ESS;SG;3
प्रसिद्ध	meşhur	प्रसिद्ध	meşhur	ADJ	
प्रसिद्ध	tanınmış	प्रसिद्ध	tanı	ADJ	V;PFV;NFH;IND;SG;3;POS;PST;PASS
विकास	kalkınma	विकास	kalkın	N;NOM;MASC;SG;3	
विकास	geliştirme	विकास	geliş	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
विकास	gelişme	विकास	geliş	N;NOM;MASC;SG;3	
विकास	gelişim	विकास	geliş	N;NOM;MASC;SG;3	
विकास	büyüme	विकास	büyü	N;NOM;MASC;SG;3	
विकास	büyümek	विकास	büyü	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
केवल	yalnızca	केवल	yalnızca	PART	ADV
केवल	sadece	केवल	sadece	PART	ADV
देश	ülke	देश	ülke	N;NOM;MASC;SG;3	
देश	vatan	देश	vat	N;NOM;MASC;SG;3	
देश	ulus	देश	ulus	N;NOM;MASC;SG;3	
देश	ülkeler	देश	ülke	N;NOM;MASC;SG;3	N;NOM;PL;3
देश	ülkelere	देश	ülke	N;NOM;MASC;SG;3	N;DAT;PL;3
देश	ülkeleri	देश	ülke	N;NOM;MASC;SG;3	N;ACC;PL;3
अलग	ayrılmış	अलग	ayrıl	ADJ	
अलग	ayrıldı	अलग	ayrıl	ADJ	V;PFV;IND;SG;3;POS;PST
अलग	farkli	अलग	farkli	ADJ	
अलग	değişik	अलग	değişik	ADJ	
अलग	ayırın	अलग	ayır	ADJ	V;PFV;IMP;PL;2;POS;PRS
अलग	ayri	अलग	ayri	ADJ	
विशेष	ayrıcalıklı	विशेष	ayrıcalıklı	ADJ;NOM	N;NOM;SG;3
विशेष	ozel	विशेष	ozel	ADJ;NOM	
विशेष	özeldir	विशेष	özel	ADJ;NOM	
कभी	hic	कभी	hic	PRO	
कभी	hiç	कभी	hiç	PRO	ADV
दी	verildi	दे	ver	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST;PASS
दी	verilmiş	दे	ver	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;NFH;IND;SG;3;POS;PST;PASS
दी	verilen	दे	ver	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
पृष्ठ	sayfaya	पृष्ठ	sayfa	N;NOM;MASC;SG;3	N;DAT;SG;3
पृष्ठ	sayfa	पृष्ठ	sayf	N;NOM;MASC;SG;3	
पृष्ठ	sayfada	पृष्ठ	sayfa	N;NOM;MASC;SG;3	N;ESS;SG;3
पृष्ठ	sayfayı	पृष्ठ	sayfa	N;NOM;MASC;SG;3	N;ACC;SG;3
पृष्ठ	sayfaları	पृष्ठ	sayfa	N;NOM;MASC;SG;3	N;ACC;PL;3
पृष्ठ	sayfalar	पृष्ठ	sayfa	N;NOM;MASC;SG;3	N;NOM;PL;3
माना	mana	मान	mana	V;PFV;MASC;SG;V.PTCP;ACT	
माना	güya	मान	güya	V;PFV;MASC;SG;V.PTCP;ACT	
माना	sözde	मान	söz	V;PFV;MASC;SG;V.PTCP;ACT	
शब्द	kelime	शब्द	kelim	N;NOM;MASC;SG;3	
शब्द	laf	शब्द	laf	N;NOM;MASC;SG;3	
शब्द	söz	शब्द	söz	N;NOM;MASC;SG;3	
शब्द	sözcük	शब्द	sözcük	N;NOM;MASC;SG;3	
शब्द	kelimeler	शब्द	kelime	N;NOM;MASC;SG;3	N;NOM;PL;3
शब्द	sözcükler	शब्द	sözcük	N;NOM;MASC;SG;3	N;NOM;PL;3
शब्द	sözler	शब्द	söz	N;NOM;MASC;SG;3	N;NOM;PL;3
शब्द	kelime	शब्द	kelim	N;NOM;MASC;SG;3	
फिर	öyleyse	फिर	öyleyse	ADV	
फिर	ozaman	फिर	oza	ADV	
तीन	three	तीन	three	NUM	
पुरस्कार	ödüller	पुरस्कार	ödül	N;NOM;MASC;SG;3	N;NOM;PL;3
पुरस्कार	ödül	पुरस्कार	ödül	N;NOM;MASC;SG;3	
पुरस्कार	ödülleri	पुरस्कार	ödül	N;NOM;MASC;SG;3	N;NOM;PL;3
पुरस्कार	ödül	पुरस्कार	ödül	N;NOM;MASC;SG;3	
पुरस्कार	ödülü	पुरस्कार	ödül	N;NOM;MASC;SG;3	N;ACC;SG;3
पुरस्कार	ödül	पुरस्कार	ödül	N;NOM;MASC;SG;3	
पुरस्कार	ödülü	पुरस्कार	ödül	N;NOM;MASC;SG;3	N;ACC;SG;3
पुरस्कार	ödüller	पुरस्कार	ödül	N;NOM;MASC;SG;3	N;NOM;PL;3
पुरस्कार	ödül	पुरस्कार	ödül	N;NOM;MASC;SG;3	
पुरस्कार	ödülleri	पुरस्कार	ödül	N;NOM;MASC;SG;3	N;NOM;PL;3
पुरस्कार	ödüller	पुरस्कार	ödül	N;NOM;MASC;SG;3	N;NOM;PL;3
पुरस्कार	ödül	पुरस्कार	ödül	N;NOM;MASC;SG;3	
पुरस्कार	ödülleri	पुरस्कार	ödül	N;NOM;MASC;SG;3	N;NOM;PL;3
पुरस्कार	ödül	पुरस्कार	ödül	N;NOM;MASC;SG;3	
पुरस्कार	ödülü	पुरस्कार	ödül	N;NOM;MASC;SG;3	N;ACC;SG;3
लेख	makaleler	लेख	makale	N;NOM;MASC;SG;3	N;NOM;PL;3
लेख	yazılar	लेख	yazı	N;NOM;MASC;SG;3	N;NOM;PL;3
लेख	tez	लेख	tez	N;NOM;MASC;SG;3	
लेख	tezi	लेख	tez	N;NOM;MASC;SG;3	
लेख	yazı	लेख	yazı	N;NOM;MASC;SG;3	
जिसे	kimi	जो	kimi	PRO;SG;3	PRO;NOM;SG;3
जिसे	kime	जो	kim	PRO;SG;3	PRO;DAT;SG;3
अब	şimdi	अब	şimdi	PRO;NOM	ADV
अब	simdi	अब	simdi	PRO;NOM	
दौरान	esnasında	दौरान	esna	ADV;NOM;MASC;SG;3	N;ESS;SG;3
दौरान	sırasında	दौरान	sıra	ADV;NOM;MASC;SG;3	N;ESS;SG;3
अमेरिका	amerika	अमेरिका	amerik	PROPN;NOM;MASC;SG;3	
अमेरिका	america	अमेरिका	america	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
मंदिर	temple	मंदिर	temp	N;NOM;MASC;SG;3	PROPN;NOM;SG;3
अलावा	ilave	अलावा	ilave	ADP	
अलावा	ek	अलावा	ek	ADP	
अलावा	ayrı	अलावा	ayrı	ADP	ADJ
वार्ता	konuşuyor	वार्ता	konuş	N;NOM;FEM;SG;3	V;PROG;IND;SG;3;POS;INFM;PRS
वार्ता	konuşur	वार्ता	konuş	N;NOM;FEM;SG;3	
दक्षिण	güney	दक्षिण	güney	PROPN;NOM;MASC;SG;3	
दक्षिण	güneye	दक्षिण	güne	PROPN;NOM;MASC;SG;3	N;DAT;SG;3
स्थल	mekanı	स्थल	mekan	N;NOM;MASC;SG;3	N;ACC;SG;3
स्थल	mekan	स्थल	mekan	N;NOM;MASC;SG;3	
स्थल	mekân	स्थल	mekân	N;NOM;MASC;SG;3	
विभिन्न	çeşitli	विभिन्न	çeşitli	ADJ	
विभिन्न	çeşitli	विभिन्न	çeşitli	ADJ	
इतिहास	tarihi	इतिहास	tarih	N;NOM;MASC;SG;3	
इतिहास	geçmiş	इतिहास	geç	N;NOM;MASC;SG;3	
लिया	alınmış	ले	al	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;NFH;IND;POS;PST;PASS
लिया	alındı	ले	al	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST;PASS
लिया	alınan	ले	al	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
लिया	alınır	ले	al	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PASS
फ़िल्म	film	फ़िल्म	film	N;NOM;FEM;SG;3	
फ़िल्म	film	फ़िल्म	film	N;NOM;FEM;SG;3	
क्योंकि	cünkü	क्योंकि	cünkü	CONJ	
क्योंकि	çünkü	क्योंकि	çünkü	CONJ	CONJ
पास	pas	पास	pas	ADV;NOM;MASC;SG;3	
पास	geçiş	पास	geçiş	ADV;NOM;MASC;SG;3	
विस्तृत	ayrıntılı	विस्तृत	ayrıntılı	ADJ	
विस्तृत	detaylı	विस्तृत	detaylı	ADJ	
विस्तृत	ayrıntılı	विस्तृत	ayrıntılı	ADJ	
विस्तृत	ilerlemiş	विस्तृत	ilerle	ADJ	V;PFV;NFH;IND;SG;3;POS;PST
विस्तृत	ileri	विस्तृत	ileri	ADJ	
विस्तृत	gelişmiş	विस्तृत	geliş	ADJ	V;PFV;NFH;IND;POS;PST;V.PTCP
दिन	gündüz	दिन	gündüz	N;NOM;MASC;SG;3	
दिन	gun	दिन	gun	N;NOM;MASC;SG;3	
दिन	gündüz	दिन	gündüz	N;NOM;MASC;SG;3	
दिन	günler	दिन	gün	N;NOM;MASC;SG;3	N;NOM;PL;3
दिन	günlerden	दिन	gün	N;NOM;MASC;SG;3	N;AT+ABL;PL;3
दिन	günleri	दिन	gün	N;NOM;MASC;SG;3	N;ACC;PL;3
दिन	günlerce	दिन	günlerce	N;NOM;MASC;SG;3	ADV
कृषि	tarım	कृषि	tarım	N;NOM;FEM;SG;3	
कृषि	tarımsal	कृषि	tarımsal	N;NOM;FEM;SG;3	
शुरू	başladık	शुरू	başla	N;NOM;MASC;SG;3	V;PFV;IND;PL;1;POS;PST
शुरू	başladı	शुरू	başla	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PST
शुरू	başladım	शुरू	başla	N;NOM;MASC;SG;3	V;PFV;IND;SG;1;POS;PST
शुरू	başlayın	शुरू	başla	N;NOM;MASC;SG;3	V;PFV;IMP;PL;2;POS;PRS
शुरू	başla	शुरू	başla	N;NOM;MASC;SG;3	
शुरू	başlasın	शुरू	başla	N;NOM;MASC;SG;3	V;PFV;IMP;SG;3;POS;PRS
व्यक्ति	şahıs	व्यक्ति	şahıs	N;NOM;MASC;SG;3	
व्यक्ति	kişiye	व्यक्ति	kişi	N;NOM;MASC;SG;3	N;DAT;SG;3
व्यक्ति	kisi	व्यक्ति	kisi	N;NOM;MASC;SG;3	
व्यक्ति	bireysel	व्यक्ति	bireysel	N;NOM;MASC;SG;3	
व्यक्ति	birey	व्यक्ति	birey	N;NOM;MASC;SG;3	
उनका	onların	वह	o	PRO;MASC;SG;3;FORM	PRO;GEN;PL;3
उनका	onlarin	वह	o	PRO;MASC;SG;3;FORM	
विज्ञान	fen	विज्ञान	fen	N;NOM;MASC;SG;3	
विज्ञान	bilimsel	विज्ञान	bilimsel	N;NOM;MASC;SG;3	ADJ
सदस्य	üye	सदस्य	üye	N;NOM;MASC;PL;3	
सदस्य	abone	सदस्य	abone	N;NOM;MASC;PL;3	
सदस्य	üye	सदस्य	üye	N;NOM;MASC;PL;3	
हालांकि	gerçi	हालांकि	gerçi	CONJ	
हालांकि	gerçi	हालांकि	gerçi	CONJ	
सिंह	singh	सिंह	singh	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
सिंह	aslan	सिंह	aslan	PROPN;NOM;MASC;SG;3	
सिंह	leo	सिंह	leo	PROPN;NOM;MASC;SG;3	
अनेक	birkaçı	अनेक	birkaçı	DET	PRO;NOM;PL;3
अनेक	çoklu	अनेक	çoklu	DET	
यहां	burada	यहाँ	bura	PRO;NOM	N;ESS;SG;3
यहां	burda	यहाँ	bura	PRO;NOM	N;ESS;SG;3
संख्या	rakam	संख्या	rakam	N;NOM;FEM;SG;3	
संख्या	numara	संख्या	numar	N;NOM;FEM;SG;3	
संख्या	sayı	संख्या	say	N;NOM;FEM;SG;3	
संख्या	numaralar	संख्या	numara	N;NOM;FEM;SG;3	N;NOM;PL;3
संख्या	sayılar	संख्या	say	N;NOM;FEM;SG;3	N;NOM;PL;3
संख्या	rakamlar	संख्या	rakam	N;NOM;FEM;SG;3	N;NOM;PL;3
संख्या	numaraları	संख्या	numara	N;NOM;FEM;SG;3	N;ACC;PL;3
अपना	sizin	अपना	siz	PRO;NOM;MASC;SG	PRO;GEN;PL;2
अपना	senin	अपना	sen	PRO;NOM;MASC;SG	PRO;GEN;SG;2
बात	konuş	बात	konuş	N;NOM;FEM;SG;3	
बात	konuşmak	बात	konuş	N;NOM;FEM;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
बात	talk	बात	talk	N;NOM;FEM;SG;3	
बात	konuşma	बात	konuş	N;NOM;FEM;SG;3	
साहित्य	edebiyatı	साहित्य	edebiyat	N;NOM;MASC;SG;3	N;ACC;SG;3
शिक्षा	harç	शिक्षा	harç	N;NOM;FEM;SG;3	
दिल्ली	delhi	दिल्ली	delhi	PROPN;NOM;FEM;SG;3	PROPN;NOM;SG;3
धर्म	din	धर्म	din	N;NOM;MASC;SG;3	
धर्म	dinin	धर्म	din	N;NOM;MASC;SG;3	N;GEN;SG;3
धर्म	dini	धर्म	din	N;NOM;MASC;SG;3	
धर्म	dinleri	धर्म	din	N;NOM;MASC;SG;3	N;NOM;PL;3
धर्म	dinler	धर्म	dinle	N;NOM;MASC;SG;3	
धर्म	dharma	धर्म	dharma	N;NOM;MASC;SG;3	
मूल	köken	मूल	kök	N;NOM;MASC;SG;3	
मूल	kökeni	मूल	köken	N;NOM;MASC;SG;3	N;ACC;SG;3
मूल	orijinal	मूल	orijinal	N;NOM;MASC;SG;3	
मूल	yerli	मूल	yerli	N;NOM;MASC;SG;3	
मूल	orijinal	मूल	orijinal	N;NOM;MASC;SG;3	
मूल	özgün	मूल	özgün	N;NOM;MASC;SG;3	
मूल	orjinal	मूल	orjinal	N;NOM;MASC;SG;3	
मूल	aslı	मूल	aslı	N;NOM;MASC;SG;3	
मूल	temel	मूल	temel	N;NOM;MASC;SG;3	ADJ
तब	öyleyse	तब	öyleyse	PRO;NOM	
तब	ozaman	तब	oza	PRO;NOM	
तब	sonra	तब	sonra	PRO;NOM	ADV
बना	yapılmış	बन	yap	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
बना	yapıldı	बन	yap	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST;PASS
कोड	şifre	कोड	şifre		N;NOM;SG;3
कोड	şifreler	कोड	şifre		N;NOM;PL;3
कोड	kodlar	कोड	kod		N;NOM;PL;3
कोड	kodları	कोड	kod		N;ACC;PL;3
संयुक्त	birleşik	संयुक्त	birleşik	PROPN;NOM;MASC;SG;3	
संयुक्त	birlik	संयुक्त	birlik	PROPN;NOM;MASC;SG;3	
संयुक्त	united	संयुक्त	united	PROPN;NOM;MASC;SG;3	
संयुक्त	birleşmiş	संयुक्त	birleş	PROPN;NOM;MASC;SG;3	
संयुक्त	kombine	संयुक्त	kombine	PROPN;NOM;MASC;SG;3	
संयुक्त	müşterek	संयुक्त	müşterek	PROPN;NOM;MASC;SG;3	
संयुक्त	sarma	संयुक्त	sarma	PROPN;NOM;MASC;SG;3	
संयुक्त	eklem	संयुक्त	eklem	PROPN;NOM;MASC;SG;3	
जुलाई	temmuz	जुलाई	temmuz	PROPN;NOM;FEM;SG;3	
युद्ध	savas	युद्ध	savas	N;NOM;MASC;SG;3	
युद्ध	war	युद्ध	war	N;NOM;MASC;SG;3	
युद्ध	savas	युद्ध	savas	N;NOM;MASC;SG;3	
नदी	nehri	नदी	nehir	N;NOM;FEM;SG;3	N;ACC;SG;3
नदी	river	नदी	riv	N;NOM;FEM;SG;3	PROPN;NOM;SG;3
नदी	nehir	नदी	nehir	N;NOM;FEM;SG;3	
नदी	irmak	नदी	irmak	N;NOM;FEM;SG;3	
वाला	vala	वाला	vala	ADP;NOM;MASC;SG	
काल	gergin	काल	gergin	N;NOM;MASC;SG;3	
काल	ara	काल	ara	N;NOM;MASC;SG;3	
काल	arayın	काल	ara	N;NOM;MASC;SG;3	V;PFV;IMP;PL;2;POS;PRS
काल	çağrı	काल	çağrı	N;NOM;MASC;SG;3	
काल	arama	काल	ara	N;NOM;MASC;SG;3	
काल	adet	काल	adet	N;NOM;MASC;SG;3	
काल	nokta	काल	nokta	N;NOM;MASC;SG;3	
काल	dönem	काल	dön	N;NOM;MASC;SG;3	
वर्षों	yıllarca	वर्ष	yıllarca	N;NOM;MASC;PL;3	ADV
वर्षों	yıllardır	वर्ष	yıl	N;NOM;MASC;PL;3	V;IPFV;IND;PL;3;POS
वर्षों	yılların	वर्ष	yıl	N;NOM;MASC;PL;3	N;GEN;PL;3
वर्षों	seneler	वर्ष	sene	N;NOM;MASC;PL;3	
स्टेशन	karakol	स्टेशन	karakol	N;NOM;MASC;SG;3	
स्टेशन	istasyonu	स्टेशन	ista	N;NOM;MASC;SG;3	N;ACC;SG;3
स्टेशन	istasyon	स्टेशन	istasyon	N;NOM;MASC;SG;3	
स्टेशन	istasyonlar	स्टेशन	istasyon	N;NOM;MASC;SG;3	N;NOM;PL;3
स्टेशन	istasyonları	स्टेशन	ista	N;NOM;MASC;SG;3	N;ACC;PL;3
बड़े	büyük	बडा	büyük	ADJ;NOM;MASC;PL	
बड़े	big	बडा	big	ADJ;NOM;MASC;PL	
बड़े	buyuk	बडा	buyuk	ADJ;NOM;MASC;PL	
बड़े	büyük	बडा	büyük	ADJ;NOM;MASC;PL	
बड़े	kocaman	बडा	kocaman	ADJ;NOM;MASC;PL	
जनवरी	ocak	जनवरी	ocak	PROPN;NOM;FEM;SG;3	
मध्य	merkezi	मध्य	merkez		N;ACC;SG;3
मध्य	merkezi	मध्य	merkez		N;ACC;SG;3
मध्य	center	मध्य	center		N;NOM;SG;3
मध्य	medyan	मध्य	medyan		N;NOM;SG;3
राजा	raja	राजा	raja	N;NOM;MASC;SG;3	
राजा	kral	राजा	kral	N;NOM;MASC;SG;3	
राजा	king	राजा	king	N;NOM;MASC;SG;3	
प्रथम	öncelikle	प्रथम	öncelik	ADJ	N;INS;SG;3
प्रथम	önce	प्रथम	önce	ADJ	
प्रथम	ilk	प्रथम	ilk	ADJ	
प्रथम	once	प्रथम	once	ADJ	
विश्वविद्यालय	üniversiteler	विश्वविद्यालय	üniversite	N;NOM;MASC;SG;3	N;NOM;PL;3
विश्वविद्यालय	üniversite	विश्वविद्यालय	üniversite	N;NOM;MASC;SG;3	
विश्वविद्यालय	üniversite	विश्वविद्यालय	üniversite	N;NOM;MASC;SG;3	
विश्वविद्यालय	university	विश्वविद्यालय	university	N;NOM;MASC;SG;3	PROPN;NOM;SG;3
जून	jun	जून	jun	PROPN;NOM;MASC;SG;3	
जून	joon	जून	joon	PROPN;NOM;MASC;SG;3	
जून	june	जून	ju	PROPN;NOM;MASC;SG;3	
जून	haziran	जून	haziran	PROPN;NOM;MASC;SG;3	
उसकी	onunki	वह	onunki	PRO;FEM;SG;3	
उसकी	onun	वह	o	PRO;FEM;SG;3	PRO;GEN;SG;3
उसकी	onun	वह	o	PRO;FEM;SG;3	PRO;GEN;SG;3
उसकी	onu	वह	o	PRO;FEM;SG;3	PRO;ACC;SG;3
मार्च	mar	मार्च	mar	PROPN;NOM;MASC;SG;3	
मार्च	mart	मार्च	mart	PROPN;NOM;MASC;SG;3	
मार्च	marş	मार्च	marş	PROPN;NOM;MASC;SG;3	
मार्च	yürüyüş	मार्च	yürüyüş	PROPN;NOM;MASC;SG;3	
बन	poğaça	बन	poğaç	V;ACT	N;NOM;SG;3
बन	çörek	बन	çörek	V;ACT	
बन	bun	बन	bun	V;ACT	
बनी	tavşancık	बन	tavşancık	V;PFV;FEM;SG;V.PTCP;ACT	
बनी	bunny	बन	bunny	V;PFV;FEM;SG;V.PTCP;ACT	
बनी	tavşan	बन	tavşan	V;PFV;FEM;SG;V.PTCP;ACT	
अर्थ	anlamı	अर्थ	anlam		N;ACC;SG;3
अप्रैल	apr	अप्रैल	apr	PROPN;NOM;MASC;SG;3	
अप्रैल	nişan	अप्रैल	nişan	PROPN;NOM;MASC;SG;3	
अप्रैल	nisan	अप्रैल	nisan	PROPN;NOM;MASC;SG;3	
महत्वपूर्ण	önemlidir	महत्वपूर्ण	önemli	ADJ	
महत्वपूर्ण	önemli	महत्वपूर्ण	önemli	ADJ	
महत्वपूर्ण	kritik	महत्वपूर्ण	kritik	ADJ	
महत्वपूर्ण	eleştirel	महत्वपूर्ण	eleştirel	ADJ	
प्रामाणिक	otantik	प्रामाणिक	otantik	ADJ;NOM	N;NOM;SG;3
प्रामाणिक	hakiki	प्रामाणिक	hakiki	ADJ;NOM	
आप	seni	आप	sen	PRO;NOM;SG;2;FORM	PRO;ACC;SG;2
आप	siz	आप	siz	PRO;NOM;SG;2;FORM	PRO;NOM;PL;2
अक्टूबर	ekim	अक्टूबर	ekim	PROPN;NOM;MASC;SG;3	
अक्टूबर	ekim	अक्टूबर	ekim	PROPN;NOM;MASC;SG;3	
समूह	cemaat	समूह	cemaat	N;NOM;MASC;SG;3	
समूह	gurup	समूह	gur	N;NOM;MASC;SG;3	
समूह	grup	समूह	grup	N;NOM;MASC;SG;3	
समूह	grubu	समूह	grup	N;NOM;MASC;SG;3	
समूह	gruplar	समूह	grup	N;NOM;MASC;SG;3	N;NOM;PL;3
समूह	grupları	समूह	grup	N;NOM;MASC;SG;3	N;ACC;PL;3
वर्तमान	güncel	वर्तमान	güncel	N;NOM;MASC;SG;3	
वर्तमान	akım	वर्तमान	akım	N;NOM;MASC;SG;3	
वर्तमान	şimdiki	वर्तमान	şimdiki	N;NOM;MASC;SG;3	
वर्तमान	mevcut	वर्तमान	mevcut	N;NOM;MASC;SG;3	
वर्तमान	şimdiki	वर्तमान	şimdiki	N;NOM;MASC;SG;3	
वर्तमान	mevcut	वर्तमान	mevcut	N;NOM;MASC;SG;3	
अध्ययन	çalışmak	अध्ययन	çalış	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
अध्ययन	çalış	अध्ययन	çalış	N;NOM;MASC;SG;3	
अध्ययन	çalışma	अध्ययन	çalış	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
अध्ययन	çalışmalar	अध्ययन	çalış	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
अध्ययन	çalışmaları	अध्ययन	çalış	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
विभाग	bölüm	विभाग	bölüm	N;NOM;MASC;SG;3	
विभाग	departmanı	विभाग	departman	N;NOM;MASC;SG;3	N;ACC;SG;3
विभाग	bölüm	विभाग	bölüm	N;NOM;MASC;SG;3	
विभाग	division	विभाग	divi	N;NOM;MASC;SG;3	
विभाग	bölünme	विभाग	böl	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
विभाग	bölümler	विभाग	bölüm	N;NOM;MASC;SG;3	N;NOM;PL;3
आम	mango	आम	mango	ADJ	
आम	yaygın	आम	yaygın	ADJ	
स्थिति	statü	स्थिति	stat	N;NOM;FEM;SG;3	
स्थिति	mevki	स्थिति	mevki	N;NOM;FEM;SG;3	
स्थिति	pozisyon	स्थिति	pozisyon	N;NOM;FEM;SG;3	
स्थिति	state	स्थिति	state	N;NOM;FEM;SG;3	
स्थिति	eyalet	स्थिति	eyalet	N;NOM;FEM;SG;3	
स्थिति	condition	स्थिति	condition	N;NOM;FEM;SG;3	
स्थिति	şart	स्थिति	şart	N;NOM;FEM;SG;3	
स्थिति	koşul	स्थिति	koşul	N;NOM;FEM;SG;3	
प्रभाव	çarpışma	प्रभाव	çarpış	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
प्रभाव	etki	प्रभाव	etki	N;NOM;MASC;SG;3	
प्रभाव	çarpma	प्रभाव	çarp	N;NOM;MASC;SG;3	
प्रभाव	darbe	प्रभाव	darbe	N;NOM;MASC;SG;3	
प्रभाव	etkileri	प्रभाव	etki	N;NOM;MASC;SG;3	N;ACC;PL;3
प्रभाव	efekt	प्रभाव	efekt	N;NOM;MASC;SG;3	
प्रभाव	etkiler	प्रभाव	etkile	N;NOM;MASC;SG;3	
प्रभाव	etkiler	प्रभाव	etkile	N;NOM;MASC;SG;3	
प्रभाव	efekt	प्रभाव	efekt	N;NOM;MASC;SG;3	
प्रभाव	etki	प्रभाव	etki	N;NOM;MASC;SG;3	
आदर्श	idealizm	आदर्श	idealizm	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
आदर्श	ideal	आदर्श	ideal	PROPN;NOM;MASC;SG;3	
आदर्श	idol	आदर्श	idol	PROPN;NOM;MASC;SG;3	
साल	yıllarca	साल	yıllarca	N;NOM;MASC;SG;3	ADV
साल	yıllardır	साल	yıl	N;NOM;MASC;SG;3	V;IPFV;IND;PL;3;POS
साल	yıllar	साल	yıl	N;NOM;MASC;SG;3	N;NOM;PL;3
