skapande	creación	skapande	creación	ADJ;NOM;PRS;V.PTCP	N
amazing	sorprendente	amazing	sorprendente	N;NOM;INDF;NEUT;SG	ADJ
amazing	abraiante	amazing	abraiante	N;NOM;INDF;NEUT;SG	ADV
amazing	o	amazing	o	N;NOM;INDF;NEUT;SG	DET
amazing	marabilloso	amazing	marabilloso	N;NOM;INDF;NEUT;SG	ADJ
damerna	señoritas	dam	señoritar	N;NOM;DEF;MASC+FEM;PL	V
damerna	as	dam	o	N;NOM;DEF;MASC+FEM;PL	DET
enhetligt	uniforme	enhetlig	uniforme	ADJ;NOM;INDF;NEUT;SG	N
lukt	a	lukt	o	N;NOM;INDF;MASC+FEM;SG	DET
lukt	ulir	lukt	ulir	N;NOM;INDF;MASC+FEM;SG	V
lukt	cheira	lukt	cheira	N;NOM;INDF;MASC+FEM;SG	V
lukt	ules	lukt	ul	N;NOM;INDF;MASC+FEM;SG	PROPN
diagram	gráfico	diagram	gráfico	N;NOM;INDF;NEUT;SG	ADJ
diagram	gráfica	diagram	gráfico	N;NOM;INDF;NEUT;SG	ADJ
diagram	gráfica	diagram	gráfico	N;NOM;INDF;NEUT;SG	ADJ
diagram	amosa	diagram	amosar	N;NOM;INDF;NEUT;SG	V
diagram	gráfico	diagram	gráfico	N;NOM;INDF;NEUT;SG	ADJ
upplopp	raciais	upplopp	racial	N;NOM;INDF;NEUT;SG	ADJ
avlidne	falecido	avlidne	falecer	N;NOM;DEF;MASC+FEM;SG	V
kappa	o	kappa	o	N;NOM;INDF;MASC+FEM;SG	DET
buller	son	buller	ser	N;NOM;INDF;NEUT;SG	V
plikt	deber	plikt	deber	N;NOM;INDF;MASC+FEM;SG	V
plikt	obriga	plikt	obrigar	N;NOM;INDF;MASC+FEM;SG	V
plikt	de	plikt	de	N;NOM;INDF;MASC+FEM;SG	ADP
plikt	co	plikt	co	N;NOM;INDF;MASC+FEM;SG	PROPN
daglig	día	daglig	día	ADJ;NOM;INDF;MASC+FEM;SG	N
daglig	diariamente	daglig	diariamente	ADJ;NOM;INDF;MASC+FEM;SG	ADV
daglig	cotiá	daglig	cotián	ADJ;NOM;INDF;MASC+FEM;SG	N
daglig	diario	daglig	diario	ADJ;NOM;INDF;MASC+FEM;SG	N
krossa	por	kross	por	V;IMP;FIN;ACT	ADP
krossa	toliño	kross	toliño	V;IMP;FIN;ACT	PROPN
mercy	misericordioso	mercy	misericordioso	N;NOM;INDF;MASC+FEM;SG	ADJ
moraliskt	moral	moralisk	moral	ADJ;NOM;INDF;NEUT;SG	N
moraliskt	a	moralisk	o	ADJ;NOM;INDF;NEUT;SG	DET
moraliskt	vontade	moralisk	vontade	ADJ;NOM;INDF;NEUT;SG	N
strejk	¡	strejk	¡	N;NOM;INDF;MASC+FEM;SG	
strejk	que	strejk	que	N;NOM;INDF;MASC+FEM;SG	PRO
strejk	empece	strejk	empecer	N;NOM;INDF;MASC+FEM;SG	V
shot	disparou	shot	disparar	N;NOM;INDF;MASC+FEM;SG	V
bassett	bassett	bassett	bassett	PROPN;NOM	PROPN
onkel	tonton	onkel	tontor	N;NOM;INDF;MASC+FEM;SG	PROPN
dyr	caro	dy	caro	ADJ;NOM;INDF;MASC+FEM;SG	N
dyr	cara	dy	cara	ADJ;NOM;INDF;MASC+FEM;SG	N
medborgarna	citizens	medborgare	citizens	N;NOM;DEF;MASC+FEM;PL	PROPN
medborgarna	os	medborgare	o	N;NOM;DEF;MASC+FEM;PL	DET
gissa	que	giss	que	V;IMP;FIN;ACT	PRO
trend	coa	trend	coar	N;NOM;INDF;MASC+FEM;SG	V
miljontals	de	miljontal	de	N;GEN;INDF;NEUT;PL	ADP
helgdag	de	helgdag	de	N;NOM;INDF;MASC+FEM;SG	ADP
honung	meu	honung	meu	N;NOM;INDF;MASC+FEM;SG	DET
honung	ben	honung	ben	N;NOM;INDF;MASC+FEM;SG	ADV
sov	durmiches	sov	durmiches	V;IMP;FIN;ACT	N
sov	sono	sov	sono	V;IMP;FIN;ACT	N
sov	durme	sov	durme	V;IMP;FIN;ACT	N
shake	a	shake	o	N;NOM;INDF;MASC+FEM;SG	DET
slagsmål	contra	slagsmål	contra	N;NOM;INDF;NEUT;SG	ADP
slagsmål	loitar	slagsmål	loitar	N;NOM;INDF;NEUT;SG	V
slagsmål	loitamos	slagsmål	loitar	N;NOM;INDF;NEUT;SG	V
slagsmål	pelexar	slagsmål	pelexar	N;NOM;INDF;NEUT;SG	V
slagsmål	combater	slagsmål	combater	N;NOM;INDF;NEUT;SG	V
realistisk	realistas	realistisk	realista	ADJ;NOM;INDF;MASC+FEM;SG	N
sämst	peores	dålig	peor	ADV;RL	ADJ
sämst	peor	dålig	peor	ADV;RL	N
tech	tecnolóxica	tech	tecnolóxico	PROPN;NOM	ADJ
tech	tecnolóxicas	tech	tecnolóxico	PROPN;NOM	ADJ
transparent	transparentes	transparent	transparente	ADJ;NOM;INDF;MASC+FEM;SG	N
fingrarna	os	fingrare	o	N;NOM;DEF;MASC+FEM;PL	DET
medgav	mañá	medgav	mañá	V;IND;PST;FIN;ACT	ADV
beröm	gábote	beröm	gábote	N;NOM;INDF;NEUT;SG	PROPN
beröm	teu	beröm	teu	N;NOM;INDF;NEUT;SG	DET
kollektivt	colectivo	kollektiv	colectivo	ADJ;NOM;INDF;NEUT;SG	N
win	gañar	pi	gañar	N;NOM;INDF;NEUT;SG	V
fotografera	fotografía	fotografera	fotografía	V;IMP;FIN;ACT	N
fotografera	foto	fotografera	foto	V;IMP;FIN;ACT	N
stoppar	parada	stoppa	parado	V;IND;PRS;FIN;ACT	N
stoppar	paradas	stoppa	parado	V;IND;PRS;FIN;ACT	N
stoppar	se	stoppa	se	V;IND;PRS;FIN;ACT	CONJ
fisket	pescar	fiske	pescar	N;NOM;DEF;NEUT;SG	V
behållit	a	behålla	o	V;V.CVB;ACT	DET
behållit	non	behålla	non	V;V.CVB;ACT	PART
indokina	indochina	indokin	indochina	PROPN;NOM	N
smoke	fumar	smok	fumar	N;NOM;INDF;NEUT;SG	V
smoke	para	smok	para	N;NOM;INDF;NEUT;SG	ADP
destiny	destino	destiny	destino	PROPN;NOM	N
destiny	o	destiny	o	PROPN;NOM	DET
pekade	recomendáronme	peka	recomendáronme	V;IND;PST;FIN;ACT	PROPN
förberedelser	para	förberedelse	para	N;NOM;INDF;MASC+FEM;PL	ADP
förberedelser	a	förberedelse	o	N;NOM;INDF;MASC+FEM;PL	DET
förberedelser	preparar	förberedelse	preparar	N;NOM;INDF;MASC+FEM;PL	V
profet	profeta	prof	profeta	N;NOM;INDF;MASC+FEM;SG	V
inbjuden	convidei	inbjuda	convidir	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	PROPN
inbjuden	a	inbjuda	o	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	DET
inbjuden	invitamos	inbjuda	invetar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
inbjuden	invitoume	inbjuda	invitoume	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
inbjuden	invitado	inbjuda	invitado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
inbjuden	convidado	inbjuda	convidar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
inbjuden	convidou	inbjuda	convidar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
aktör	operadora	aktör	operador	N;NOM;INDF;MASC+FEM;SG	ADJ
finansiell	financeira	finansiell	financeiro	N;NOM;INDF;MASC+FEM;SG	ADJ
robbins	robbins	robbi	robbin	PROPN;NOM	PROPN
nuförtiden	hoxe	nuförtid	hoxe	N;NOM;DEF;MASC+FEM;SG	ADV
vertikalt	verticais	vertikal	vertical	ADJ;NOM;INDF;NEUT;SG	N
vertikalt	vertical	vertikal	vertical	ADJ;NOM;INDF;NEUT;SG	N
förtjust	seu	förtjust	seu	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	DET
förtjust	afecto	förtjust	afecto	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N
förtjust	encantado	förtjust	encantar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
visuell	visual	visuell	visual	N;NOM;INDF;MASC+FEM;SG	ADJ
visuell	visuais	visuell	visual	N;NOM;INDF;MASC+FEM;SG	ADJ
gravitation	a	gravitation	o	N;NOM;INDF;MASC+FEM;SG	DET
evig	eterna	evig	eterno	ADJ;NOM;INDF;MASC+FEM;SG	N
likartade	parecido	likartad	parecer	ADJ;NOM;PL	N
återger	o	återge	o	V;IND;PRS;FIN;ACT	DET
kår	de	kå	de	N;NOM;INDF;MASC+FEM;SG	ADP
potentiellt	potencial	potentiell	potencial	ADJ;NOM;INDF;NEUT;SG	N
djurpark	zoolóxico	djurpark	zoolóxico	N;NOM;INDF;MASC+FEM;SG	ADJ
polly	polly	polly	polly	N;NOM;INDF;MASC+FEM;SG	PROPN
opinion	que	opinion	que	N;NOM;INDF;MASC+FEM;SG	PRO
opinion	a	opinion	o	N;NOM;INDF;MASC+FEM;SG	DET
överlag	xeral	överlag	xeral	ADV	ADJ
överlag	para	överlag	para	ADV	ADP
överlag	todo	överlag	todo	ADV	DET
leende	sorrir	leende	sorrir	N;NOM;INDF;NEUT;SG	V
leende	sorrí	leende	sorrí	N;NOM;INDF;NEUT;SG	V
leende	sorrindo	leende	sorrir	N;NOM;INDF;NEUT;SG	V
överförd	transferido	överförd	transferer	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
överförd	trasladado	överförd	trasladado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
belastning	carguen	belastning	carguen	N;NOM;INDF;MASC+FEM;SG	V
förstörd	destruídos	förstöra	destruír	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
förstörd	destruíron	förstöra	destruír	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
förstörd	destruído	förstöra	destruír	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
förstörd	con	förstöra	con	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADP
förstörd	destruírono	förstöra	destruírono	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	PROPN
förstörd	destruír	förstöra	destruír	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
hemlösa	sen	hemlös	sen	ADJ;NOM;PL	ADP
hemlösa	teito	hemlös	teito	ADJ;NOM;PL	N
undervisar	ensino	undervisa	ensino	V;IND;PRS;FIN;ACT	N
riskera	riscos	riskera	risco	V;IMP;FIN;ACT	N
riskera	risco	riskera	risco	V;IMP;FIN;ACT	N
riskera	perigo	riskera	perigo	V;IMP;FIN;ACT	N
riskera	en	riskera	en	V;IMP;FIN;ACT	ADP
fallande	a	fallande	o	ADJ;NOM;PRS;V.PTCP	DET
fallande	namorarse	fallande	namorarse	ADJ;NOM;PRS;V.PTCP	V
fallande	caendo	fallande	caendo	ADJ;NOM;PRS;V.PTCP	V
fallande	derrube	fallande	derrubir	ADJ;NOM;PRS;V.PTCP	N
fallande	ardendo	fallande	arder	ADJ;NOM;PRS;V.PTCP	V
travel	viaxar	travel	viaxar	N;NOM;INDF;NEUT;SG	V
travel	viaxa	travel	viaxa	N;NOM;INDF;NEUT;SG	V
burit	a	burit	o	V;V.CVB;ACT	DET
burit	cabo	burit	cabo	V;V.CVB;ACT	N
salvatore	salvatore	salvatore	salvatore	PROPN;NOM	N
blockerar	mazás	blockera	mazás	V;IND;PRS;FIN;ACT	N
blockerar	de	blockera	de	V;IND;PRS;FIN;ACT	ADP
genen	xenéticas	gen	xenético	N;NOM;DEF;MASC+FEM;SG	ADJ
genen	xen	gen	xen	N;NOM;DEF;MASC+FEM;SG	PROPN
kontroller	controla	kontroll	controlar	N;NOM;INDF;MASC+FEM;PL	V
bollar	as	bolla	o	N;NOM;INDF;MASC+FEM;PL	DET
reparationer	reparar	reparation	reparar	N;NOM;INDF;MASC+FEM;PL	V
spädbarn	os	spädbarn	o	N;NOM;INDF;NEUT;PL	DET
regissera	directa	regissera	directo	V;IMP;FIN;ACT	ADJ
trovärdig	confianza	trovärdig	confianza	ADJ;NOM;INDF;MASC+FEM;SG	N
raúl	raúl	raúl	raúl	PROPN;NOM	PROPN
klä	traxes	klä	traxe	V;IMP;FIN;ACT	N
klä	roupa	klä	roupa	V;IMP;FIN;ACT	N
dixie	dixie	dixie	dixie	PROPN;NOM	PROPN
welt	welt	welt	welt	PROPN;NOM	PROPN
utmaning	desafiar	utmaning	desafiar	N;NOM;INDF;MASC+FEM;SG	V
städa	limpa	städ	limpo	V;IMP;FIN;ACT	ADJ
städa	limpo	städ	limpo	V;IMP;FIN;ACT	ADJ
fantastisk	abraiante	fantastisk	abraiante	ADJ;NOM;INDF;MASC+FEM;SG	ADV
fantastisk	o	fantastisk	o	ADJ;NOM;INDF;MASC+FEM;SG	DET
fantastisk	asombroso	fantastisk	asombroso	ADJ;NOM;INDF;MASC+FEM;SG	N
dragning	debuxar	dragning	debuxar	N;NOM;INDF;MASC+FEM;SG	V
dragning	que	dragning	que	N;NOM;INDF;MASC+FEM;SG	PRO
dragning	os	dragning	o	N;NOM;INDF;MASC+FEM;SG	DET
dragning	absorber	dragning	absorber	N;NOM;INDF;MASC+FEM;SG	V
dragning	debuxaría	dragning	debuxar	N;NOM;INDF;MASC+FEM;SG	V
arbetslösa	no	arbetslös	no	ADJ;NOM;PL	V
arbetslösa	paro	arbetslös	paro	ADJ;NOM;PL	N
arbetslösa	parados	arbetslös	parado	ADJ;NOM;PL	N
arbetslösa	aumento	arbetslös	aumento	ADJ;NOM;PL	N
utforma	deseño	utforma	deseño	V;IMP;FIN;ACT	N
utforma	a	utforma	o	V;IMP;FIN;ACT	DET
lab	no	lab	no	N;NOM;INDF;NEUT;SG	V
hatar	odio	hata	odio	V;IND;PRS;FIN;ACT	N
hatar	os	hata	o	V;IND;PRS;FIN;ACT	DET
hatar	o	hata	o	V;IND;PRS;FIN;ACT	DET
hatar	a	hata	o	V;IND;PRS;FIN;ACT	DET
brud	unha	brud	un	N;NOM;INDF;MASC+FEM;SG	DET
gertrude	gertrude	gertrude	gertrude	N;NOM;INDF;MASC+FEM;SG	PROPN
högen	de	hög	de	N;NOM;DEF;MASC+FEM;SG	ADP
högen	da	hög	da	N;NOM;DEF;MASC+FEM;SG	V
kärl	sanguíneos	kärl	sanguíneo	N;NOM;INDF;NEUT;SG	ADJ
fångade	prisioneiro	fånga	prisioneiro	V;NOM;PL;PST;V.PTCP	N
självklar	fixo	självklar	facer	ADJ;NOM;INDF;MASC+FEM;SG	V
spridit	se	spridit	se	V;V.CVB;ACT	CONJ
näsa	o	näsa	o	N;NOM;INDF;MASC+FEM;SG	DET
näsa	no	näsa	no	N;NOM;INDF;MASC+FEM;SG	V
endera	ou	endera	ou	N;NOM;INDF;MASC+FEM;SG	CONJ
endera	tampouco	endera	tampouco	N;NOM;INDF;MASC+FEM;SG	ADV
referera	a	referera	o	V;IMP;FIN;ACT	DET
referera	refírense	referera	refírense	V;IMP;FIN;ACT	PROPN
åklagaren	fiscal	åklagare	fiscal	N;NOM;DEF;MASC+FEM;SG	ADJ
sken	fluorescente	sken	fluorescente	N;NOM;INDF;NEUT;SG	ADJ
industriellt	industrial	industriell	industrial	ADJ;NOM;INDF;NEUT;SG	N
moralisk	moral	moralisk	moral	ADJ;NOM;INDF;MASC+FEM;SG	N
moralisk	a	moralisk	o	ADJ;NOM;INDF;MASC+FEM;SG	DET
moralisk	vontade	moralisk	vontade	ADJ;NOM;INDF;MASC+FEM;SG	N
shower	demostra	showa	demostrar	N;NOM;INDF;MASC+FEM;PL	V
kanonen	sobre	kano	sobre	N;NOM;DEF;MASC+FEM;SG	ADP
kanonen	os	kano	o	N;NOM;DEF;MASC+FEM;SG	DET
kanonen	artillaría	kano	artillar	N;NOM;DEF;MASC+FEM;SG	V
associerade	asociados	associera	asociar	ADJ;NOM;PL;PST;V.PTCP	V
associerade	coa	associera	coar	ADJ;NOM;PL;PST;V.PTCP	V
associerade	asociado	associera	asociar	ADJ;NOM;PL;PST;V.PTCP	V
missnöjd	infeliz	missnöjd	infeliz	ADJ;NOM;INDF;MASC+FEM;SG	N
målsättning	obxectiva	målsättning	obxectivo	N;NOM;INDF;MASC+FEM;SG	ADJ
talande	falando	tala	falar	ADJ;NOM;PRS;V.PTCP	V
talande	de	tala	de	ADJ;NOM;PRS;V.PTCP	ADP
talande	falar	tala	falar	ADJ;NOM;PRS;V.PTCP	V
talande	a	tala	o	ADJ;NOM;PRS;V.PTCP	DET
talande	falo	tala	falar	ADJ;NOM;PRS;V.PTCP	N
talande	con	tala	con	ADJ;NOM;PRS;V.PTCP	ADP
talande	falar	tala	falar	ADJ;NOM;PRS;V.PTCP	V
talande	falando	tala	falar	ADJ;NOM;PRS;V.PTCP	V
utmana	reto	utman	reto	V;IMP;FIN;ACT	N
utmana	desafío	utman	desafío	V;IMP;FIN;ACT	N
förlopp	segue	förlopp	seguir	N;NOM;INDF;NEUT;SG	V
smälter	fusión	smälta	fusión	V;IND;PRS;FIN;ACT	N
kollektiva	colectivo	kollektiv	colectivo	ADJ;NOM;PL	N
innehas	reunión	inneha	reunión	V;IND;PRS;FIN;PASS	N
innehas	mans	inneha	man	V;IND;PRS;FIN;PASS	N
innehas	hoxe	inneha	hoxe	V;IND;PRS;FIN;PASS	ADV
archie	archie	archie	archie	PROPN;NOM	PROPN
ministern	cabinet	minister	cabinet	N;NOM;DEF;MASC+FEM;SG	PROPN
ministern	o	minister	o	N;NOM;DEF;MASC+FEM;SG	DET
valar	as	val	o	N;NOM;INDF;MASC+FEM;PL	DET
majoren	principais	major	principal	N;NOM;DEF;MASC+FEM;SG	ADJ
majoren	importante	major	importante	N;NOM;DEF;MASC+FEM;SG	ADJ
majoren	maior	major	maior	N;NOM;DEF;MASC+FEM;SG	ADJ
dragen	afogado	drag	afogado	N;NOM;DEF;MASC+FEM;SG	V
laddat	cargada	laddad	cargar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
bjuda	a	bjuda	o	V;IMP;FIN;ACT	DET
copenhagen	de	copenhagen	de	N;NOM;DEF;MASC+FEM;SG	ADP
copenhagen	copenhaguen	copenhagen	copenhaguen	N;NOM;DEF;MASC+FEM;SG	V
copenhagen	copenhague	copenhagen	copenhague	N;NOM;DEF;MASC+FEM;SG	PROPN
lampor	as	lampa	o	N;NOM;INDF;MASC+FEM;PL	DET
lampor	apaguen	lampa	apaguír	N;NOM;INDF;MASC+FEM;PL	V
talmannen	o	talman	o	N;NOM;DEF;MASC+FEM;SG	DET
lantbruk	a	lantbruk	o	N;NOM;INDF;NEUT;SG	DET
lantbruk	a	lantbruk	o	N;NOM;INDF;NEUT;SG	DET
quo	quo	quo	quo	N;NOM;INDF;MASC+FEM;SG	PROPN
fashion	a	fashion	o	N;NOM;INDF;MASC+FEM;SG	DET
