iranian	پشتو	iranian	پشتو	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
pacientul	صابر	pacient	صابر	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
pacientul	ضابط	pacient	ضابط	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
pacientul	انگیزنے	pacient	انگیزنے	N;DEF;MASC;SG	V;NFIN
musculare	پٹّھا	muscular	پٹّھ	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
musculare	قوت.	muscular	قوت.	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
musculare	پٹّھا.	muscular	پٹّھا.	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
musculare	مچھلی.	muscular	مچھلی.	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
musculare	پٹّھا	muscular	پٹّھ	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
musculare	عضلہ	muscular	عضلہ	ADJ;INDF;FEM;PL	
musculare	قوت.	muscular	قوت.	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
musculare	پٹّھا.	muscular	پٹّھا.	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
musculare	مچھلی.	muscular	مچھلی.	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
mutare	جنبش	mutare	جنبش	N;INDF;FEM;SG	
mutare	حرکت	mutare	حرکت	N;INDF;FEM;SG	N;NOM;MASC;SG;3
impun	فرض	impune	فرض	V;IND;PL;3;PRS;FIN	N;NOM;MASC;SG;3
impun	جمانا.	impune	جمانا.	V;IND;PL;3;PRS;FIN	PROPN;NOM;MASC;SG;3
savage	قدیم	savag	قدیم	PROPN	ADJ
savage	اکّھڑ	savag	اکّھڑ	PROPN	PROPN;NOM;MASC;SG;3
savage	ظالم	savag	ظالم	PROPN	N;NOM;MASC;SG;3
savage	خونخوار	savag	خونخوار	PROPN	
savage	ظالمانہ	savag	ظالمانہ	PROPN	ADJ
savage	قدرتی	savag	قدرتی	PROPN	ADJ
savage	ناآراستہ	savag	ناآراستہ	PROPN	PROPN;NOM;MASC;SG;3
savage	صحرائی	savag	صحرائی	PROPN	ADJ
savage	قدیم	savag	قدیم	PROPN	ADJ
savage	اکّھڑ	savag	اکّھڑ	PROPN	PROPN;NOM;MASC;SG;3
savage	ظالم	savag	ظالم	PROPN	N;NOM;MASC;SG;3
savage	خونخوار	savag	خونخوار	PROPN	
savage	جنگلی	savag	جنگلی	PROPN	ADJ
savage	ظالمانہ	savag	ظالمانہ	PROPN	ADJ
savage	قدرتی	savag	قدرتی	PROPN	ADJ
savage	ناآراستہ	savag	ناآراستہ	PROPN	PROPN;NOM;MASC;SG;3
savage	صحرائی	savag	صحرائی	PROPN	ADJ
valul	جھومنا	val	جھوم	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
valul	موج.	val	موج.	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
valul	حرارت	val	حرارت	N;DEF;MASC;SG	N;NOM;MASC;SG;3
valul	(	val	(	N;DEF;MASC;SG	
valul	جھلانا.	val	جھلاناؤ	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
valul	پانی.	val	پانی.	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
valul	جھومنا	val	جھوم	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
valul	لہر	val	لہر	N;DEF;MASC;SG	N;NOM;MASC;SG;3
valul	موج.	val	موج.	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
valul	حرارت	val	حرارت	N;DEF;MASC;SG	N;NOM;MASC;SG;3
valul	(	val	(	N;DEF;MASC;SG	
valul	جھلانا.	val	جھلاناؤ	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
valul	پانی.	val	پانی.	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
directiva	ہدایتی	directivă	ہدایتی	N;DEF;FEM;SG	ADJ;NOM
atmosferice	سماوی	atmosferic	سماوی	ADJ;INDF;FEM;PL	
trist	حقیر	trist	حقیر	ADJ;INDF;MASC;SG	N;NOM;MASC;SG;3
trist	المناک	trist	المناک	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
trist	مدّھم	trist	مدّھم	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
trist	حقیر	trist	حقیر	ADJ;INDF;MASC;SG	N;NOM;MASC;SG;3
trist	المناک	trist	المناک	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
trist	مدّھم	trist	مدّھم	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
pine	رینجھنا.	pine	رینجھنا.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
temporare	وقتی	temporare	وقتی	ADJ;INDF;FEM;PL	N;NOM;MASC;SG;3
pensionare	(	pensionară	(	N;INDF;FEM;PL	
pensionare	سبکدوشی	pensionară	سبکدوش	N;INDF;FEM;PL	N;NOM;MASC;SG;3
monstru	راکشس.	monstru	راکشس.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
tranziția	عبور	tranziție	عبور	N;DEF;FEM;SG	N;NOM;MASC;SG;3
decompresie	ردّفشار	decompresie	ردّفشار	N;INDF;FEM;SG	N;NOM;MASC;SG;3
ante	شرط	ante	شرط		N;NOM;FEM;SG;3
recital	ترتیل.	recital	ترتیل.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
recital	(	recital	(	N;INDF;MASC;SG	
arunca	پھرکی	arunca	پھرکی	V;IND;SG;3;IPFV;FIN	PROPN;NOM;MASC;SG;3
arunca	سایہ	arunca	سایہ	V;IND;SG;3;IPFV;FIN	PROPN;NOM;MASC;SG;3
arunca	بحساب	arunca	بحساب	V;IND;SG;3;IPFV;FIN	
arunca	در	arunca	در	V;IND;SG;3;IPFV;FIN	
arunca	منعقدکرنا.	arunca	منعقدکرنا.	V;IND;SG;3;IPFV;FIN	ADJ
arunca	پھرکی	arunca	پھرکی	V;IND;SG;3;IPFV;FIN	PROPN;NOM;MASC;SG;3
arunca	سایہ	arunca	سایہ	V;IND;SG;3;IPFV;FIN	PROPN;NOM;MASC;SG;3
arunca	بحساب	arunca	بحساب	V;IND;SG;3;IPFV;FIN	
arunca	در	arunca	در	V;IND;SG;3;IPFV;FIN	
arunca	منعقدکرنا.	arunca	منعقدکرنا.	V;IND;SG;3;IPFV;FIN	ADJ
finit	جمع	finit	جمع	ADJ;INDF;MASC;SG	N;NOM;MASC;SG;3
fashion	وتیرہ	fashion	وتیرہ	N;INDF;MASC;SG	
shopping	خریداہواسامان	shopping	خریداہواسامان	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
jurat	پنچ.	jurat	پنچ.	ADJ;INDF;MASC;SG	
pianul	کومل.	pian	کومل.	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
pianul	مدّھم	pian	مدّھم	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
epidemie	جنگ	epidemie	جنگ	N;INDF;FEM;SG	N;NOM;FEM;SG;3
epidemie	بارزہ.	epidemie	بارزہ.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
epidemie	وبا	epidemie	وبا	N;INDF;FEM;SG	N;NOM;MASC;SG;3
epidemie	وبائی	epidemie	وبائی	N;INDF;FEM;SG	ADJ
prezentul	انعام	prezent	انعام	N;DEF;MASC;SG	N;NOM;MASC;SG;3
prezentul	سوجھنا.	prezent	سوجھنا	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
prezentul	ملانا	prezent	ملا	N;DEF;MASC;SG	V;MASC;SG;NFIN;ACT
prezentul	(	prezent	(	N;DEF;MASC;SG	
prezentul	تحفہ	prezent	تحفہ	N;DEF;MASC;SG	N;NOM;MASC;SG;3
prezentul	عطیہ	prezent	عطیہ	N;DEF;MASC;SG	N;NOM;MASC;SG;3
prezentul	دکھانا.	prezent	دکھان	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
prezentul	حاضر.	prezent	حاضر.	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
prezentul	پیشکش.	prezent	پیشکش.	N;DEF;MASC;SG	N;NOM;MASC;SG;3
unificare	ملانا	unificare	ملا	N;INDF;FEM;SG	V;MASC;SG;NFIN;ACT
unificare	اتحاد	unificare	اتحاد	N;INDF;FEM;SG	N;NOM;MASC;SG;3
familiar	قریبی	familiar	قریبی	ADV	ADJ
familiar	مانوس	familiar	مانوس	ADV	ADJ
familiar	شناسا	familiar	شناسا	ADV	PROPN;NOM;MASC;SG;3
familiar	آگاہ	familiar	آگاہ	ADV	ADJ
pack	بھرتی	pack	بھر	N;INDF;MASC;SG	V;IPFV;FEM;SG;V.PTCP;ACT
pack	خصوصاً	pack	خصوصاً	N;INDF;MASC;SG	ADV
pack	(	pack	(	N;INDF;MASC;SG	
pack	گلّہ	pack	گلّہ	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
pack	لپیٹنا.	pack	لپیٹنا.	N;INDF;MASC;SG	V;SG;NFIN;ACT
pack	بنڈل	pack	بنڈل	N;INDF;MASC;SG	
pack	مٹّھا	pack	مٹّھ	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
pack	ٹکڑی	pack	ٹکڑی	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
pack	غول	pack	غول	N;INDF;MASC;SG	
pack	ٹولا	pack	ٹولا	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
pack	گروہ.	pack	گروہ.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
pack	پیکٹ	pack	پیکٹ	N;INDF;MASC;SG	
alcoolice	شرابی.	alcoolic	شرابی.	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
abilitate	قدرت	abilitate	قدرت	N;INDF;FEM;SG	N;NOM;MASC;SG;3
abilitate	لیاقت	abilitate	لیاقت	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
abilitate	ذہانت	abilitate	ذہانت	N;INDF;FEM;SG	N;NOM;MASC;SG;3
abilitate	قابلیت	abilitate	قابلیت	N;INDF;FEM;SG	N;NOM;MASC;SG;3
abilitate	استعداد	abilitate	استعداد	N;INDF;FEM;SG	N;NOM;MASC;SG;3
sumar	رسمی	sumar	رسمی	N;INDF;MASC;SG	ADJ
rezistă	روکنا.	rezista	روکنا.	V;IND;SG;3;PST;FIN	V;PL;FIN;ACT
grămadă	مخمل	grămadă	مخمل	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
grămadă	تودہ.	grămadă	تودہ.	N;INDF;FEM;SG	
grămadă	in	grămadă	in	N;INDF;FEM;SG	
grămadă	on	grămadă	on	N;INDF;FEM;SG	
grămadă	اون.	grămadă	اون.	N;INDF;FEM;SG	
rebeliune	سرکشی.	rebeliune	سرکشی.	N;INDF;FEM;SG	N;NOM;MASC;SG;3
rebeliune	بغاوت	rebeliune	بغاوت	N;INDF;FEM;SG	N;NOM;MASC;SG;3
rebeliune	سرکشی.	rebeliune	سرکشی.	N;INDF;FEM;SG	N;NOM;MASC;SG;3
cardiace	قلبی.	cardiac	قلبی.	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
wilder	بھٹکانا	wilder	بھٹکا	PROPN	V;MASC;SG;NFIN;ACT
reflecta	upon	reflecta	upon	V;IND;SG;3;IPFV;FIN	PROPN;NOM;MASC;SG;3
reflecta	how	reflecta	how	V;IND;SG;3;IPFV;FIN	PROPN;NOM;MASC;SG;3
reflecta	on	reflecta	on	V;IND;SG;3;IPFV;FIN	
gunoi	گھٹیا	gunoi	گھٹیا	N;INDF;MASC;SG	ADJ
plagiat	انتحال	plagia	انتحال	N;INDF;MASC;SG	
stereo	بیّن.	stereo	بیّن.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
stereo	مجسّم	stereo	مجسّم	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
abate	کمزور	abate	کمزور	V;IND;SG;3;PRS;FIN	ADJ
dam	روکنا	da	روک		V;NFIN
dam	پشتہ.	da	پشتہ.		PROPN;NOM;MASC;SG;3
suspendarea	تعطل	suspendare	تعطل	N;DEF;FEM;SG	N;NOM;MASC;SG;3
suspendarea	معطلی	suspendare	معطلی	N;DEF;FEM;SG	ADJ
suspendarea	التوا.	suspendare	التوا.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
etichetă	کارڈ	etichetă	کارڈ	N;INDF;FEM;SG	N;NOM;MASC;SG;3
etichetă	چٹھی	etichetă	چٹھی	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
etichetă	چپکانا	etichetă	چپکا	N;INDF;FEM;SG	V;MASC;SG;V.PTCP;ACT
etichetă	اٹکانا.	etichetă	اٹکان	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
etichetă	پتہ	etichetă	پتہ	N;INDF;FEM;SG	N;NOM;MASC;SG;3
etichetă	چٹ	etichetă	چٹ	N;INDF;FEM;SG	N;NOM;MASC;SG;3
distinsă	مشہور.	distinge	مشہور.	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
secetă	تشنگی	secetă	تشنگی	N;INDF;FEM;SG	N;NOM;MASC;SG;3
secetă	خشکی.	secetă	خشکی.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
secetă	سوکھا.	secetă	سوکھا.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
secetă	یبوست	secetă	یبوست	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
arca	پیٹی.	arca	پیٹی.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
arca	صندوق	arca	صندوق	N;DEF;FEM;SG	N;NOM;MASC;SG;3
inutilă	فضول	inutil	فضول	ADJ;INDF;FEM;SG	N;NOM;MASC;SG;3
inutilă	نکمّا	inutil	نکمیا	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
inutilă	بیکار	inutil	بیکار	ADJ;INDF;FEM;SG	
mască	شمامہ	mască	شمامہ	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
mască	face-pack	mască	face-pack	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
mască	بہروپ	mască	بہروپ	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
mască	آڑبننا.	mască	آڑبننا.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
mască	بھپارا	mască	بھپارا	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
mască	بناوٹ	mască	بناوٹ	N;INDF;FEM;SG	N;NOM;MASC;SG;3
mască	مقنع.	mască	مقنع.	N;INDF;FEM;SG	ADJ
mască	سوانگ	mască	سوانگ	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
mască	دھوکا.	mască	دھوکا.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
salve	خطا	salv	خطا	N;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
salve	کوتاہی	salv	کوتاہی	N;INDF;FEM;PL	N;NOM;MASC;SG;3
salve	انا	salv	انا	N;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
salve	نقص	salv	نقص	N;INDF;FEM;PL	N;NOM;MASC;SG;3
deșeuri	فالتو	deșeu	فالتو	N;INDF;FEM;PL	N;NOM;MASC;SG;3
deșeuri	ویرانہ	deșeu	ویرانہ	N;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
deșeuri	بیکار	deșeu	بیکار	N;INDF;FEM;PL	
deșeuri	پھکنا.	deșeu	پھکنا.	N;INDF;FEM;PL	
deșeuri	فضلہ	deșeu	فضلہ	N;INDF;FEM;PL	N;NOM;MASC;SG;3
deșeuri	ناکارہ	deșeu	ناکارہ	N;INDF;FEM;PL	ADJ
deșeuri	اسراف	deșeu	اسراف	N;INDF;FEM;PL	N;NOM;MASC;SG;3
deșeuri	بیابان.	deșeu	بیابان.	N;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
deșeuri	بربادی.	deșeu	بربادی.	N;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
deșeuri	گھلاؤ	deșeu	گھلاؤ	N;INDF;FEM;PL	
deșeuri	ضیاع	deșeu	ضیاع	N;INDF;FEM;PL	N;NOM;MASC;SG;3
deșeuri	فرسودگی	deșeu	فرسودگی	N;INDF;FEM;PL	ADJ
urechea	سماعت	ureche	سماعت	N;DEF;FEM;SG	N;NOM;MASC;SG;3
urechea	اذن	ureche	اذن	N;DEF;FEM;SG	
urechea	توجہ.	ureche	توجہ.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
fecioară	سنبلہ	fecior	سنبلہ		PROPN;NOM;MASC;SG;3
fecioară	کورا/کوری	fecior	کورا/کوری		N;NOM;MASC;SG;3
fecioară	راہبہ	fecior	راہبہ		N;NOM;MASC;SG;3
fecioară	اچھوتی.	fecior	اچھوتی		PROPN;NOM;MASC;SG;3
fecioară	ناری	fecior	ناری		PROPN;NOM;MASC;SG;3
fecioară	کنواری.	fecior	کنواری.		PROPN;NOM;MASC;SG;3
fecioară	بھولا	fecior	بھولا		V;PFV;MASC;SG;V.PTCP;ACT
fecioară	انیلی-	fecior	انیلی-		PROPN;NOM;MASC;SG;3
fecioară	کورا/کوری	fecior	کورا/کوری		N;NOM;MASC;SG;3
fecioară	راہبہ	fecior	راہبہ		N;NOM;MASC;SG;3
fecioară	اچھوتی.	fecior	اچھوتی		PROPN;NOM;MASC;SG;3
fecioară	ناری	fecior	ناری		PROPN;NOM;MASC;SG;3
fecioară	کنواری.	fecior	کنواری.		PROPN;NOM;MASC;SG;3
fecioară	بھولا	fecior	بھولا		V;PFV;MASC;SG;V.PTCP;ACT
fecioară	انیلی-	fecior	انیلی-		PROPN;NOM;MASC;SG;3
fecioară	دوشیزہ	fecior	دوشیزہ		PROPN;NOM;MASC;SG;3
interdicția	ممانعت	interdicție	ممانعت	N;DEF;FEM;SG	N;NOM;MASC;SG;3
pass	lay	pass	lay	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
pass	پھیرنا	pass	پھیر	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
pass	گزرنا	pass	گزر	N;INDF;MASC;SG	V;MASC;SG;NFIN;ACT
pass	down	pass	down	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
creste	قد	creste	قد	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
creste	مرتبے	creste	مرتبہ	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
creste	پختہ	creste	پختہ	V;IND;SG;3;PRS;FIN	ADJ
creste	بونا	creste	بونا	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
creste	اُگنا	creste	اُگنا	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
creste	ہویدا	creste	ہو	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
creste	فزوں	creste	فزہ	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL;3
creste	اپجنا.	creste	اپجنا.	V;IND;SG;3;PRS;FIN	
creste	نمو	creste	نمو	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
creste	بالغ.	creste	بالغ.	V;IND;SG;3;PRS;FIN	
creste	پھل	creste	پھل	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
creste	گدرایا	creste	گدرایا	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
creste	پیدا	creste	پیدا	V;IND;SG;3;PRS;FIN	ADJ
creste	حجم	creste	حجم	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
creste	قد	creste	قد	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
creste	مرتبے	creste	مرتبہ	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
creste	پختہ	creste	پختہ	V;IND;SG;3;PRS;FIN	ADJ
creste	بونا	creste	بونا	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
creste	اُگنا	creste	اُگنا	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
creste	ہویدا	creste	ہو	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
creste	فزوں	creste	فزہ	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL;3
creste	اپجنا.	creste	اپجنا.	V;IND;SG;3;PRS;FIN	
creste	نمو	creste	نمو	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
creste	بالغ.	creste	بالغ.	V;IND;SG;3;PRS;FIN	
creste	پھل	creste	پھل	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
creste	گدرایا	creste	گدرایا	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
creste	پیدا	creste	پیدا	V;IND;SG;3;PRS;FIN	ADJ
creste	حجم	creste	حجم	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
celular	چھدرا.	celular	چھدرا.	ADJ;INDF;MASC;SG	
vulnerabilă	عاجز	vulnerabil	عاجز	ADJ;INDF;FEM;SG	N;NOM;MASC;SG;3
membrana	جھلّی	membrană	جھلّی	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
membrana	غشا.	membrană	غشا.	N;DEF;FEM;SG	
lily	شلجمی.	lily	شلجمی.	PROPN	PROPN;NOM;MASC;SG;3
desemnarea	القاب	desemnare	القاب	N;DEF;FEM;SG	N;NOM;MASC;SG;3
desemnarea	نام	desemnare	نام	N;DEF;FEM;SG	N;NOM;MASC;SG;3
recomandări	سفارش	recomandare	سفارش	N;INDF;FEM;PL	N;NOM;MASC;SG;3
sally	دھاوا.	sally	دھاوا.	N;INDF;MASC;SG	
sally	یورش	sally	یورش	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sugar	شکرریزی.	sugar	شکرریزی.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sugar	دُلارا	sugar	دُلارا	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sugar	پیارا	sugar	پیارا	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
sugar	خوشامد.	sugar	خوشامد.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sugar	شکرریزی.	sugar	شکرریزی.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sugar	دُلارا	sugar	دُلارا	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sugar	پیارا	sugar	پیارا	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
sugar	خوشامد.	sugar	خوشامد.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
regulată	ثقہ	regulat	ثقہ	ADJ;INDF;FEM;SG	N;NOM;MASC;SG;3
regulată	منضبط.	regulat	منضبط.	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
regulată	مثالی-	regulat	مثالی-	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
regulată	ہموار-	regulat	مےں	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
admitere	اعتراف	admitere	اعتراف	N;INDF;FEM;SG	N;NOM;MASC;SG;3
discutii	مباحثہ	discut	مباحثہ	N;INDF;FEM;PL	N;NOM;MASC;SG;3
discutii	گفتگو	discut	گفتگو	N;INDF;FEM;PL	N;NOM;MASC;SG;3
discutii	مباحثہ	discut	مباحثہ	N;INDF;FEM;PL	N;NOM;MASC;SG;3
discutii	گفتگو	discut	گفتگو	N;INDF;FEM;PL	N;NOM;MASC;SG;3
discutii	بحث	discut	بحث	N;INDF;FEM;PL	N;NOM;MASC;SG;3
recomand	(	recomanda	(	V;IND;SG;1;PRS;FIN	
solubil	سلجھایا	solubil	سلجھا	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
solubil	سمجھایا	solubil	سمجھ	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
himalaya	ہمالیائی.	himalaya	ہمالیائی	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
membrană	جھلّی	membrană	جھلّی	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
membrană	غشا.	membrană	غشا.	N;INDF;FEM;SG	
discipol	مُرید	discipol	مُرید	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
discipol	چیلا	discipol	چیلا	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
discipol	مُرید	discipol	مُرید	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
buzunar	منّا	buzunar	منّا	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
lupin	گلابی	lupin	گلابی	N;INDF;MASC;SG	ADJ;NOM
lupin	ارغوانی	lupin	ارغوانی	N;INDF;MASC;SG	ADJ
arunce	پٹکنا	arunce	پٹک	V;SBJV;3;PRS;FIN	PROPN;NOM;MASC;SG;3
netedă	(	neted	(	ADJ;INDF;FEM;SG	
netedă	over	neted	over	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
netedă	یکسار	neted	یکسار	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
netedă	جھرّیوں	neted	جھریی	ADJ;INDF;FEM;SG	N;ACC;MASC;PL;3
netedă	down	neted	down	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
netedă	دھچکے	neted	دھچکا	ADJ;INDF;FEM;SG	V;MASC;SG;V.PTCP;ACT
netedă	چکنا.	neted	چکنا.	ADJ;INDF;FEM;SG	
netedă	مؤدب	neted	مؤدب	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
netedă	(	neted	(	ADJ;INDF;FEM;SG	
netedă	over	neted	over	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
netedă	یکسار	neted	یکسار	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
netedă	جھرّیوں	neted	جھریی	ADJ;INDF;FEM;SG	N;ACC;MASC;PL;3
netedă	down	neted	down	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
netedă	دھچکے	neted	دھچکا	ADJ;INDF;FEM;SG	V;MASC;SG;V.PTCP;ACT
netedă	چکنا.	neted	چکنا.	ADJ;INDF;FEM;SG	
netedă	مؤدب	neted	مؤدب	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
iugoslav	سلافی.	iugoslav	سلافی.	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
posta	کھپرا	postă	کھپرا	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
posta	زرہ	postă	زرہ	N;DEF;FEM;SG	
neutre	آزاد.	neutru	آزاد.	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
neutre	ہلکا	neutru	ہلکا	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
neutre	بھورا	neutru	بھورا	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
vulpea	لُومڑ	vulpe	لُومڑ	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
vulpea	عّیار	vulpe	عّیار	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
furios	چلاتا	furios	چلا	ADJ;INDF;MASC;SG	V;IPFV;MASC;SG;V.PTCP;ACT
furios	بنکارتا	furios	بنکارتا	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
furios	برہم.	furios	برہم.	ADJ;INDF;MASC;SG	
matrix	سانچا	matrix	سانچا	N;INDF;MASC;SG	
paisprezece	xiv	paisprezece	xiv	NUM;PL	PROPN;NOM;MASC;SG;3
paisprezece	xiv	paisprezece	xiv	NUM;PL	PROPN;NOM;MASC;SG;3
triplu	تین	triplu	تین	ADJ;INDF;MASC;SG	NUM
triplu	تگنا.	triplu	تگنا.	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
