और	dan	और	dan		CONJ
संयुक्त	berpadu	संयुक्त	berpadu	PROPN;NOM;MASC;SG;3	V;SG;ACT
संयुक्त	kombinasi	संयुक्त	kombinasi	PROPN;NOM;MASC;SG;3	N;SG
संयुक्त	dikombinasikan	संयुक्त	dikombinasikan	PROPN;NOM;MASC;SG;3	V;SG;PASS
संयुक्त	gabungan	संयुक्त	gabungan	PROPN;NOM;MASC;SG;3	N;SG
संयुक्त	joint	संयुक्त	joint	PROPN;NOM;MASC;SG;3	PROPN
संयुक्त	sendi	संयुक्त	sendi	PROPN;NOM;MASC;SG;3	N;SG
जुलाई	juli	जुलाई	juli	PROPN;NOM;FEM;SG;3	N;SG
युद्ध	battle	युद्ध	battle	N;NOM;MASC;SG;3	PROPN
युद्ध	war	युद्ध	war	N;NOM;MASC;SG;3	PROPN
नदी	sungai	नदी	sungai	N;NOM;FEM;SG;3	PROPN;SG
नदी	river	नदी	river	N;NOM;FEM;SG;3	PROPN
वाला	vala	वाला	vala	ADP;NOM;MASC;SG	
काल	tegang	काल	tegang	N;NOM;MASC;SG;3	ADJ;SG
काल	menegangkan	काल	mentegangkan	N;NOM;MASC;SG;3	V;SG;ACT
काल	panggil	काल	panggil	N;NOM;MASC;SG;3	V;SG;ACT
काल	call	काल	call	N;NOM;MASC;SG;3	PROPN
ऐसे	such	ऐसा	such	PRO;NOM;MASC;SG	PROPN
वर्षों	tahun	वर्ष	tahun	N;NOM;MASC;PL;3	N;SG
प्रति	per	प्रति	per		ADP
बड़े	besar	बडा	besar	ADJ;NOM;MASC;PL	ADJ;SG
बड़े	big	बडा	big	ADJ;NOM;MASC;PL	PROPN
बड़े	besar	बडा	besar	ADJ;NOM;MASC;PL	ADJ;SG
जनवरी	januari	जनवरी	januari	PROPN;NOM;FEM;SG;3	N;SG
मध्य	central	मध्य	central		PROPN
मध्य	tengah	मध्य	tengah		PROPN;SG
मध्य	pusat	मध्य	pusat		N;SG
मध्य	sentral	मध्य	sentral		N;SG
मध्य	upt	मध्य	upt		PROPN
मध्य	tengah	मध्य	tengah		PROPN;SG
मध्य	pusat	मध्य	pusat		N;SG
मध्य	center	मध्य	center		PROPN
मध्य	median	मध्य	median		N;SG
मध्य	middle	मध्य	middle		PROPN
मध्य	pertengahan	मध्य	pertengahan		N;SG
मध्य	tengah	मध्य	tengah		PROPN;SG
राजा	raja	राजा	raja	N;NOM;MASC;SG;3	PROPN;SG
राजा	radja	राजा	radja	N;NOM;MASC;SG;3	PROPN
राजा	raja	राजा	raja	N;NOM;MASC;SG;3	PROPN;SG
राजा	king	राजा	king	N;NOM;MASC;SG;3	PROPN
प्रथम	pertama	प्रथम	pertama	ADJ	NUM
प्रथम	duluan	प्रथम	duluan	ADJ	
प्रथम	dulu	प्रथम	dulu	ADJ	N
प्रथम	first	प्रथम	first	ADJ	PROPN
विश्वविद्यालय	universitas	विश्वविद्यालय	universitas	N;NOM;MASC;SG;3	PROPN;SG
विश्वविद्यालय	universitas	विश्वविद्यालय	universitas	N;NOM;MASC;SG;3	PROPN;SG
विश्वविद्यालय	university	विश्वविद्यालय	university	N;NOM;MASC;SG;3	PROPN
जून	jun	जून	jun	PROPN;NOM;MASC;SG;3	
जून	juni	जून	juni	PROPN;NOM;MASC;SG;3	N;SG
उसकी	his	वह	his	PRO;FEM;SG;3	PROPN
उसकी	her	वह	her	PRO;FEM;SG;3	PROPN
मार्च	mar	मार्च	mar	PROPN;NOM;MASC;SG;3	
मार्च	march	मार्च	march	PROPN;NOM;MASC;SG;3	PROPN
मार्च	maret	मार्च	maret	PROPN;NOM;MASC;SG;3	N;SG
बन	bun	बन	bun	V;ACT	PROPN
बनी	kelinci	बन	kelinci	V;PFV;FEM;SG;V.PTCP;ACT	N
बनी	bunny	बन	bunny	V;PFV;FEM;SG;V.PTCP;ACT	PROPN
अर्थ	arti	अर्थ	arti		N;SG
अर्थ	artinya	अर्थ	arti		N;SG
अर्थ	makna	अर्थ	makna		N;SG
अर्थ	artha	अर्थ	artha		PROPN
अप्रैल	apr	अप्रैल	apr	PROPN;NOM;MASC;SG;3	PROPN
अप्रैल	april	अप्रैल	april	PROPN;NOM;MASC;SG;3	PROPN;SG
महत्वपूर्ण	jga	महत्वपूर्ण	jga	ADJ	PROPN
महत्वपूर्ण	kritis	महत्वपूर्ण	kritis	ADJ	PROPN;SG
प्रामाणिक	autentik	प्रामाणिक	autentik	ADJ;NOM	N;SG
प्रामाणिक	otentik	प्रामाणिक	otentik	ADJ;NOM	N;SG
प्रामाणिक	authentic	प्रामाणिक	authentic	ADJ;NOM	PROPN
आप	you	आप	you	PRO;NOM;SG;2;FORM	PROPN
आप	kau	आप	kau	PRO;NOM;SG;2;FORM	PRO;SG;2;INFM
आप	kamu	आप	kamu	PRO;NOM;SG;2;FORM	PRO;SG;2;INFM
किए	coa	कर	coa	V;PFV;MASC;PL;V.PTCP;ACT	PROPN
किए	koa	कर	koa	V;PFV;MASC;PL;V.PTCP;ACT	PROPN
अक्टूबर	oktober	अक्टूबर	oktober	PROPN;NOM;MASC;SG;3	PROPN;SG
अक्टूबर	okt	अक्टूबर	okt	PROPN;NOM;MASC;SG;3	
अक्टूबर	oct	अक्टूबर	oct	PROPN;NOM;MASC;SG;3	
समूह	kelompokkan	समूह	kelompokkan	N;NOM;MASC;SG;3	V;SG;ACT
वर्तमान	current	वर्तमान	current	N;NOM;MASC;SG;3	PROPN
वर्तमान	skrg	वर्तमान	skrg	N;NOM;MASC;SG;3	PROPN
वर्तमान	sajikan	वर्तमान	sajikan	N;NOM;MASC;SG;3	V;SG;ACT
वर्तमान	hadir	वर्तमान	hadir	N;NOM;MASC;SG;3	V;SG;ACT
वर्तमान	present	वर्तमान	present	N;NOM;MASC;SG;3	PROPN
अध्ययन	belajar	अध्ययन	belajar	N;NOM;MASC;SG;3	V;SG
अध्ययन	belajar	अध्ययन	belajar	N;NOM;MASC;SG;3	V;SG
विभाग	division	विभाग	division	N;NOM;MASC;SG;3	PROPN
आम	mango	आम	mango	ADJ	PROPN
आम	mangga	आम	mangga	ADJ	N
आम	common	आम	common	ADJ	PROPN
स्थिति	state	स्थिति	state	N;NOM;FEM;SG;3	PROPN
स्थिति	pgn	स्थिति	pgn	N;NOM;FEM;SG;3	PROPN
प्रभाव	impact	प्रभाव	impact	N;NOM;MASC;SG;3	PROPN
प्रभाव	berdampak	प्रभाव	berdampak	N;NOM;MASC;SG;3	V;SG;ACT
आदर्श	idealisme	आदर्श	idealisme	PROPN;NOM;MASC;SG;3	N
आदर्श	ideal	आदर्श	ideal	PROPN;NOM;MASC;SG;3	ADJ;SG
आदर्श	idola	आदर्श	idola	PROPN;NOM;MASC;SG;3	N
आदर्श	idol	आदर्श	idol	PROPN;NOM;MASC;SG;3	N
साल	year	साल	year	N;NOM;MASC;SG;3	PROPN
पहली	pertama	पहला	pertama	ADJ;NOM;FEM;SG	NUM
पहली	duluan	पहला	duluan	ADJ;NOM;FEM;SG	
पहली	dulu	पहला	dulu	ADJ;NOM;FEM;SG	N
पहली	first	पहला	first	ADJ;NOM;FEM;SG	PROPN
संगीत	sangeet	संगीत	sangeet	N;NOM;MASC;SG;3	PROPN
संगीत	music	संगीत	music	N;NOM;MASC;SG;3	PROPN
अमेरिकी	american	अमेरिकी	american	PROPN;NOM;SG;3	PROPN
अमेरिकी	amerika	अमेरिकी	amerika	PROPN;NOM;SG;3	PROPN;SG
सेवा	service	सेवा	service	N;NOM;FEM;SG;3	PROPN
सेवा	servis	सेवा	servis	N;NOM;FEM;SG;3	PROPN;SG
बनाने	making	बना	making	V;MASC;NFIN;ACT	PROPN
बनाने	penggali	बना	pengali	V;MASC;NFIN;ACT	N;SG
आज	today	आज	today	N;NOM;MASC;SG;3	PROPN
स्थापित	didirikan	स्थापित	didirikan	ADJ	V;SG;PASS
स्थापित	dipasang	स्थापित	dipasang	ADJ	V;SG;PASS
स्थापित	diinstal	स्थापित	diinstal	ADJ	V;SG;PASS
स्थापित	terpasang	स्थापित	terpasang	ADJ	V;SG;PASS
स्थापित	terinstal	स्थापित	terinstal	ADJ	V;SG;PASS
स्थापित	didirikan	स्थापित	didirikan	ADJ	V;SG;PASS
स्थापित	mendirikan	स्थापित	mendirikan	ADJ	V;SG;ACT
उच्च	high	उच्च	high		PROPN
उच्च	tinggi	उच्च	tinggi		ADJ;SG
उच्च	luhur	उच्च	luhur		N
चाहिए	harus	चाहिए	harus	V;ACT	ADV;SG;ACT
चाहिए	haruskah	चाहिए	harus	V;ACT	ADV
काफी	cukup	काफी	cukup	DET	ADV
बड़ी	big	बडा	big	ADJ;NOM;FEM;SG	PROPN
चार	four	चार	four	NUM	PROPN
शक	meragukan	शक	menragukan	N;NOM;MASC;SG;3	V;SG;ACT
शक	ragukan	शक	ragukan	N;NOM;MASC;SG;3	V;SG;ACT
शक	ragu	शक	ragu	N;NOM;MASC;SG;3	ADJ;SG
शक	saka	शक	saka	N;NOM;MASC;SG;3	PROPN
प्रभा	prabha	प्रभा	prabha		PROPN
प्रभा	pera	प्रभा	pera		PROPN
श्री	shree	श्री	shree	N;NOM;MASC;SG;3	PROPN
श्री	sri	श्री	sri	N;NOM;MASC;SG;3	PROPN
उदाहरण	instance	उदाहरण	instance	N;NOM;MASC;SG;3	PROPN
उसका	his	वह	his	PRO;MASC;SG;3	PROPN
उसका	her	वह	her	PRO;MASC;SG;3	PROPN
ले	take	ले	take	V;ACT	PROPN
स्थापना	install	स्थापना	install	N;NOM;FEM;SG;3	PROPN
स्थापना	instal	स्थापना	instal	N;NOM;FEM;SG;3	PROPN
कंपनी	company	कंपनी	company	N;NOM;FEM;SG;3	PROPN
अधिकांश	kebanyakan	अधिकांश	kebanyakan	CONJ	DET;SG
अधिकांश	paling	अधिकांश	paling	CONJ	ADV
अधिकांश	kebanyakan	अधिकांश	kebanyakan	CONJ	DET;SG
सामाजिक	social	सामाजिक	social	PROPN;NOM;SG;3	PROPN
सामाजिक	sosial	सामाजिक	sosial	PROPN;NOM;SG;3	N;SG
प्रत्येक	setiap	प्रत्येक	setiap	DET	DET
प्रत्येक	every	प्रत्येक	every	DET	PROPN
प्रत्येक	setiap	प्रत्येक	setiap	DET	DET
प्रत्येक	tiap	प्रत्येक	tiap	DET	DET
प्रत्येक	each	प्रत्येक	each	DET	PROPN
बड़ा	big	बड़ा	big	ADJ;NOM;MASC;SG	PROPN
बड़ा	greater	बड़ा	greater	ADJ;NOM;MASC;SG	PROPN
बनाया	made	बना	made	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
बनाया	dibuat	बना	dibuat	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
बनाया	tercipta	बना	tercipta	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
बनाया	dibuat	बना	dibuat	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
जारी	dilanjutkan	जारी	dilanjutkan	ADJ	V;SG;PASS
जारी	berkelanjutan	जारी	berkelanjutan	ADJ	V;SG;ACT
जारी	lanjutan	जारी	lanjutan	ADJ	N;SG
जारी	berlangsung	जारी	berlangsung	ADJ	V;SG;ACT
जारी	berkelanjutan	जारी	berkelanjutan	ADJ	V;SG;ACT
जारी	diterbitkan	जारी	diterbitkan	ADJ	V;SG;PASS
जारी	dikeluarkan	जारी	dikeluarkan	ADJ	V;SG;PASS
जबकि	sambil	जबकि	sambil	CONJ	
जबकि	sementara	जबकि	sementara	CONJ	CONJ
जबकि	selagi	जबकि	selagi	CONJ	
चित्र	picture	चित्र	picture	N;NOM;MASC;SG;3	PROPN
चित्र	pictures	चित्र	pictures	N;NOM;MASC;SG;3	PROPN
इससे	dari	यह	dari	PRO;SG;3	ADP
सरकारी	pemerintahan	सरकारी	penperintahan	ADJ;NOM	N;SG
सरकारी	official	सरकारी	official	ADJ;NOM	PROPN
सरकारी	pemerintah	सरकारी	penperintah	ADJ;NOM	N;SG
सरकारी	pemerintahan	सरकारी	penperintahan	ADJ;NOM	N;SG
जहां	mana	जहाँ	mana	PRO;NOM	ADP;SG
जहां	dimana	जहाँ	dimana	PRO;NOM	ADV
देशों	negara	देश	negara	N;ACC;MASC;PL;3	N;SG
जल	water	जल	water	N;NOM;MASC;SG;3	PROPN
रखा	dipertahankan	रख	dipertahankan	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
विचार	idea	विचार	idea	N;NOM;MASC;SG;3	PROPN
विचार	pikir	विचार	pikir	N;NOM;MASC;SG;3	
विचार	berpikir	विचार	berpikir	N;NOM;MASC;SG;3	V;SG;ACT
छोटे	small	छोटा	small	ADJ;NOM;MASC;PL	PROPN
छोटे	kecil	छोटा	kecil	ADJ;NOM;MASC;PL	ADJ;SG
छोटे	little	छोटा	little	ADJ;NOM;MASC;PL	PROPN
छोटे	kecil	छोटा	kecil	ADJ;NOM;MASC;PL	ADJ;SG
छोटे	sedikit	छोटा	sedikit	ADJ;NOM;MASC;PL	ADV;SG
छोटे	beraktifitas	छोटा	beraktifitas	ADJ;NOM;MASC;PL	V;SG;ACT
ऊपर	top	ऊपर	top	ADV;NOM;MASC;SG;3	ADJ;SG
ऊपर	puncak	ऊपर	puncak	ADV;NOM;MASC;SG;3	N;SG
ऊपर	teratas	ऊपर	teratas	ADV;NOM;MASC;SG;3	ADJ;RL;SG
ऊपर	diatas	ऊपर	diatas	ADV;NOM;MASC;SG;3	ADP;SG;PASS
आधारित	based	आधारित	based	ADJ	PROPN
आधारित	didasarkan	आधारित	didasarkan	ADJ	V;SG;PASS
आधारित	berbasis	आधारित	berbasis	ADJ	V;SG;ACT
आधारित	berdasarkan	आधारित	berdasarkan	ADJ	ADP;SG;ACT
पानी	water	पानी	water	N;NOM;MASC;SG;3	PROPN
सामान्य	umum	सामान्य	umum	N;NOM;MASC;SG;3	ADJ;SG
सामान्य	common	सामान्य	common	N;NOM;MASC;SG;3	PROPN
सामान्य	biasa	सामान्य	biasa	N;NOM;MASC;SG;3	ADJ;SG
सामान्य	normal	सामान्य	normal	N;NOM;MASC;SG;3	ADJ;SG
आगे	forward	आगे	forward	ADV;NOM;MASC;SG;3	PROPN
आगे	maju	आगे	maju	ADV;NOM;MASC;SG;3	V;SG;ACT
आगे	teruskan	आगे	teruskan	ADV;NOM;MASC;SG;3	V;SG;ACT
आगे	forward	आगे	forward	ADV;NOM;MASC;SG;3	PROPN
आगे	maju	आगे	maju	ADV;NOM;MASC;SG;3	V;SG;ACT
कुल	total	कुल	total	DET	N;SG
कुल	totalnya	कुल	total	DET	N;SG
कुल	agregat	कुल	agregat	DET	N;SG
कुल	total	कुल	total	DET	N;SG
एक्स्प्रेस	ekspres	एक्स्प्रेस	ekspres	V;PFV;FEM;SG;V.PTCP;ACT	N;SG
एक्स्प्रेस	express	एक्स्प्रेस	express	V;PFV;FEM;SG;V.PTCP;ACT	PROPN
पुलिस	police	पुलिस	police	N;NOM;FEM;SG;3	PROPN
वर्ग	kategori	वर्ग	kategori	N;NOM;MASC;SG;3	PROPN;SG
वर्ग	square	वर्ग	square	N;NOM;MASC;SG;3	PROPN
वर्ग	class	वर्ग	class	N;NOM;MASC;SG;3	PROPN
शरीर	body	शरीर	body	N;NOM;MASC;SG;3	PROPN
शरीर	buh	शरीर	buh	N;NOM;MASC;SG;3	PROPN
अंग्रेजी	inggris	अंग्रेजी	inggris	PROPN;NOM;FEM;SG;3	PROPN;SG
अंग्रेजी	indonesian	अंग्रेजी	indonesian	PROPN;NOM;FEM;SG;3	PROPN
अंग्रेजी	english	अंग्रेजी	english	PROPN;NOM;FEM;SG;3	N
माध्यम	sedang	माध्यम	sedang	N;NOM;MASC;SG;3	ADV
मानव	human	मानव	human	N;NOM;MASC;SG;3	PROPN
पाकिस्तान	pakistan	पाकिस्तान	pakistan	PROPN;NOM;MASC;SG;3	PROPN
हर	har	हर	har	DET	
हर	setiap	हर	setiap	DET	DET
हर	every	हर	every	DET	PROPN
हर	hur	हर	hur	DET	PROPN
अतिरिक्त	serep	अतिरिक्त	serep	N;NOM;MASC;SG;3	PROPN
अतिरिक्त	extra	अतिरिक्त	extra	N;NOM;MASC;SG;3	PROPN
पिता	bapa	पिता	bapa	N;NOM;MASC;SG;3	PROPN
समाज	society	समाज	society	N;NOM;MASC;SG;3	PROPN
उत्पन्न	dihasilkan	उत्पन्न	dihasilkan	ADJ	V;SG;PASS
नीचे	turun	नीचे	turun	ADV;NOM;MASC;SG;3	V;SG;ACT
नीचे	down	नीचे	down	ADV;NOM;MASC;SG;3	PROPN
नीचे	turunkan	नीचे	turunkan	ADV;NOM;MASC;SG;3	V;SG;ACT
नीचे	dibawah	नीचे	dibawah	ADV;NOM;MASC;SG;3	ADP;SG;PASS
नीचे	bawah	नीचे	bawah	ADV;NOM;MASC;SG;3	N;SG
नीचे	terbawah	नीचे	terbawah	ADV;NOM;MASC;SG;3	ADP;RL;SG
नीचे	bottom	नीचे	bottom	ADV;NOM;MASC;SG;3	PROPN
दुनिया	world	दुनिया	world	N;NOM;FEM;SG;3	PROPN
हिंदी	hindi	हिंदी	hindi	PROPN;NOM;FEM;SG;3	PROPN
दे	give	दे	give	V;FIN;ACT	PROPN
सभा	gathering	सभा	gathering	N;NOM;FEM;SG;3	PROPN
सभा	mengumpulkan	सभा	menkumpulkan	N;NOM;FEM;SG;3	V;SG;ACT
सभा	kumpul	सभा	kumpul	N;NOM;FEM;SG;3	PROPN
सभा	sabha	सभा	sabha	N;NOM;FEM;SG;3	PROPN
परिवार	family	परिवार	family	N;NOM;MASC;SG;3	PROPN
रंग	color	रंग	color	N;NOM;MASC;SG;3	PROPN
रंग	berwarna	रंग	berwarna	N;NOM;MASC;SG;3	V;SG;ACT
रंग	colors	रंग	colors	N;NOM;MASC;SG;3	PROPN
रंग	colour	रंग	colour	N;NOM;MASC;SG;3	PROPN
बाहर	keluar	बाहर	keluar	ADV;NOM;MASC;SG;3	V;SG;ACT
बाहर	outdoor	बाहर	outdoor	ADV;NOM;MASC;SG;3	N
बाहर	luar	बाहर	luar	ADV;NOM;MASC;SG;3	ADJ;SG
बाहर	diluar	बाहर	diluar	ADV;NOM;MASC;SG;3	ADP;SG;PASS
बाहर	outdoor	बाहर	outdoor	ADV;NOM;MASC;SG;3	N
बाहर	keluar	बाहर	keluar	ADV;NOM;MASC;SG;3	V;SG;ACT
बाहर	out	बाहर	out	ADV;NOM;MASC;SG;3	PROPN
खेल	mainkan	खेल	mainkan	N;NOM;MASC;SG;3	V;SG;ACT
खेल	bermain	खेल	bermain	N;NOM;MASC;SG;3	V;SG;ACT
खेल	main	खेल	main	N;NOM;MASC;SG;3	PROPN
खेल	sports	खेल	sports	N;NOM;MASC;SG;3	PROPN
खेल	games	खेल	games	N;NOM;MASC;SG;3	PROPN
खेल	sport	खेल	sport	N;NOM;MASC;SG;3	PROPN
क्षेत्रों	area	क्षेत्र	area	N;ACC;MASC;PL;3	N;SG
जहाँ	mana	जहाँ	mana	PRO;NOM	ADP;SG
जहाँ	dimana	जहाँ	dimana	PRO;NOM	ADV
समान	homogen	समान	homogen		ADJ;SG
समान	same	समान	same		PROPN
समान	serupa	समान	serupa		ADJ;SG
समान	mirip	समान	mirip		ADJ;SG
सितंबर	september	सितंबर	september	PROPN;NOM;MASC;SG;3	N;SG
दूर	far	दूर	far	ADV;NOM;MASC;SG;3	PROPN
दूर	jauh	दूर	jauh	ADV;NOM;MASC;SG;3	ADJ;SG
दूर	jauh	दूर	jauh	ADV;NOM;MASC;SG;3	ADJ;SG
दूर	away	दूर	away	ADV;NOM;MASC;SG;3	PROPN
दूर	menjauh	दूर	menjauh	ADV;NOM;MASC;SG;3	V;SG;ACT
दूर	jauh	दूर	jauh	ADV;NOM;MASC;SG;3	ADJ;SG
शक्ति	power	शक्ति	power	N;NOM;FEM;SG;3	PROPN
शक्ति	sakti	शक्ति	sakti	N;NOM;FEM;SG;3	PROPN
ब्रिटिश	britania	ब्रिटिश	britania	PROPN;NOM;MASC;SG;3	PROPN
ब्रिटिश	british	ब्रिटिश	british	PROPN;NOM;MASC;SG;3	PROPN
कला	arts	कला	arts	N;NOM;FEM;SG;3	PROPN
कला	art	कला	art	N;NOM;FEM;SG;3	PROPN
घर	home	घर	home	N;NOM;MASC;SG;3	PROPN
घर	pulang	घर	pulang	N;NOM;MASC;SG;3	V;SG;ACT
घर	beranda	घर	beranda	N;NOM;MASC;SG;3	
घर	house	घर	house	N;NOM;MASC;SG;3	PROPN
संस्कृत	sansekerta	संस्कृत	sansekerta		N
प्रकाशित	publikasikan	प्रकाशित	publikasikan	ADJ	V
प्रकाशित	terbitkan	प्रकाशित	terbitkan	ADJ	V;SG;PASS
प्रकाशित	dipublikasikan	प्रकाशित	dipublikasikan	ADJ	V;SG;PASS
प्रकाशित	diterbitkan	प्रकाशित	diterbitkan	ADJ	V;SG;PASS
प्रकाशित	terbitkan	प्रकाशित	terbitkan	ADJ	V;SG;PASS
मई	may	मई	may	PROPN;NOM;FEM;SG;3	PROPN
मई	mei	मई	mei	PROPN;NOM;FEM;SG;3	PROPN;SG
सेना	sena	सेना	sena	N;NOM;FEM;SG;3	PROPN
सेना	army	सेना	army	N;NOM;FEM;SG;3	PROPN
पार्टी	party	पार्टी	party	N;NOM;FEM;SG;3	PROPN
पार्टी	berpesta	पार्टी	berpesta	N;NOM;FEM;SG;3	V;SG;ACT
पार्टी	berpesta	पार्टी	berpesta	N;NOM;FEM;SG;3	V;SG;ACT
हम	hum	हम	hum	PRO;NOM;PL;1	PROPN
रेलवे	railway	रेलवे	railway	N;NOM;MASC;SG;3	PROPN
पश्चिम	maghrib	पश्चिम	maghrib	PROPN;NOM;MASC;SG;3	PROPN
पश्चिम	barat	पश्चिम	barat	PROPN;NOM;MASC;SG;3	N;SG
पश्चिम	west	पश्चिम	west	PROPN;NOM;MASC;SG;3	PROPN
अंत	akhiri	अंत	akhiri	N;NOM;MASC;SG;3	V;SG;ACT
अंत	end	अंत	end	N;NOM;MASC;SG;3	PROPN
पूरी	keseluruhan	पूरा	keseluruhan	ADJ;NOM;FEM;SG	PRO
पूरी	whole	पूरा	whole	ADJ;NOM;FEM;SG	PROPN
बिना	tanpa	बिना	tanpa	PART	ADP
क्या	what	क्या	what	PRO	PROPN
अगस्त	august	अगस्त	august	PROPN;NOM;MASC;SG;3	
अगस्त	agustus	अगस्त	agustus	PROPN;NOM;MASC;SG;3	N;SG
अगस्त	agu	अगस्त	agu	PROPN;NOM;MASC;SG;3	PROPN
अगस्त	aug	अगस्त	aug	PROPN;NOM;MASC;SG;3	
अगस्त	agustus	अगस्त	agustus	PROPN;NOM;MASC;SG;3	N;SG
विकसित	dikembangkan	विकसित	dikembangkan	ADJ	V;SG;PASS
विकसित	mengembangkan	विकसित	menkembangkan	ADJ	V;SG;ACT
विकसित	berevolusi	विकसित	berevolusi	ADJ	V;SG;ACT
प्रदर्शन	tampilkan	प्रदर्शन	tampilkan	N;NOM;MASC;SG;3	V;SG;ACT
ऐसी	such	ऐसा	such	PRO;NOM;FEM;SG	PROPN
मार्ग	way	मार्ग	way	N;NOM;MASC;SG;3	PROPN
ज्ञान	knowledge	ज्ञान	knowledge	N;NOM;MASC;SG;3	PROPN
लगा	dirasakan	लगा	dirasakan	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
दिसम्बर	desember	दिसम्बर	desember	PROPN;NOM;MASC;SG;3	N;SG
दिसम्बर	december	दिसम्बर	december	PROPN;NOM;MASC;SG;3	PROPN
दिसम्बर	desember	दिसम्बर	desember	PROPN;NOM;MASC;SG;3	N;SG
दिसम्बर	dec	दिसम्बर	dec	PROPN;NOM;MASC;SG;3	
प्रदर्शित	diunggulkan	प्रदर्शित	diunggulkan	ADJ	V;SG;PASS
