sejler	voile	sejle	voile	V;IND;PRS;FIN;ACT	N;FEM;SG
skyder	tir	skyde	tir	V;IND;PRS;FIN;ACT	N;MASC;SG
præsenterede	présentée	præsentere	présenter	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
præsenterede	présenté	præsentere	présenter	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
dekoreret	décorées	dekorere	décoré	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
dekoreret	décorés	dekorere	décorer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
bin	bin	bin	bin		
bin	poubelle	bin	poubelle		N;FEM;SG
floyd	floyd	floyd	floyd		PROPN
hegn	clôtures	hegn	clôture	N;INDF;NEUT;SG	N;FEM;PL
hegn	clôtures	hegn	clôture	N;INDF;NEUT;SG	N;FEM;PL
hegn	clôtures	hegn	clôture	N;INDF;NEUT;SG	N;FEM;PL
liège	liège	liège	liège		PROPN
liège	liège	liège	liège		PROPN
lilla	violette	lilla	violette		N;FEM;SG
lilla	pourpre	lilla	pourpre		ADJ;FEM;SG
lilla	violet	lilla	violet		N;MASC;SG
massiv	massifs	massiv	massif	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
massiv	massif	massiv	massif	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
massiv	massives	massiv	massif	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
bros	bros	bros	bros		PROPN
groft	rude	groft	rude	ADV	ADJ;MASC;SG
groft	bruts	groft	brut	ADV	ADJ;MASC;PL
groft	grossier	groft	grossier	ADV	ADJ;MASC;SG
groft	grossiers	groft	grossier	ADV	ADJ;MASC;PL
groft	grossière	groft	grossier	ADV	ADJ;FEM;SG
krydset	traversé	kryds	traverser	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP
overdrev	exagéré	overdrev	exagérer	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP
overdrev	exagérée	overdrev	exagérer	N;INDF;NEUT;SG	V;FEM;SG;PST;V.PTCP
overdrev	exagérées	overdrev	exagéré	N;INDF;NEUT;SG	V;FEM;PL;PST;V.PTCP
ledsaget	accompagnées	ledsag	accompagner	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
ledsaget	accompagnés	ledsag	accompagner	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
iowa	iowa	iowa	iowa		PROPN
drager	dragons	drage	dragon	V;IND;PRS;FIN;ACT	N;MASC;PL
butler	butler	butle	butler	N;INDF;MASC+FEM;SG	PROPN
kaos	kaos	kaos	kaos	N;INDF;NEUT;SG	PROPN
marina	marina	marina	marina	N;INDF;MASC+FEM;SG	PROPN
kvaliteten	qualite	kvalitet	qualite	N;DEF;MASC+FEM;SG	ADJ;FEM;SG
cfg	cfg	cfg	cfg		N;MASC;SG
teknikken	technique	teknik	technique	N;DEF;MASC+FEM;SG	ADJ;MASC;SG
pablo	pablo	pablo	pablo		PROPN
split	diviser	split	diviser		V;NFIN
split	scinder	split	scinder		V;NFIN
split	split	split	split		N;MASC;SG
split	scission	split	scission		N;FEM;SG
hangarskibe	porteurs	hangarskib	porteur	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
johnston	johnston	johnston	johnston	N;INDF;MASC+FEM;SG	PROPN
begrænsninger	restriction	begrænsning	restriction	N;INDF;MASC+FEM;PL	N;FEM;SG
begrænsninger	limitation	begrænsning	limitation	N;INDF;MASC+FEM;PL	N;FEM;SG
begrænsninger	limite	begrænsning	limite	N;INDF;MASC+FEM;PL	N;FEM;SG
gaver	présente	gave	présent	N;INDF;MASC+FEM;PL	ADJ;FEM;SG
oplevelse	expériences	oplevelse	expérience	N;INDF;MASC+FEM;SG	N;FEM;PL
mystiske	mystérieux	mystisk	mystérieux	ADJ;PL	ADJ;MASC;SG
mystiske	mystérieuse	mystisk	mystérieux	ADJ;PL	ADJ;FEM;SG
mystiske	mystique	mystisk	mystique	ADJ;PL	ADJ;MASC;SG
mystiske	mystic	mystisk	mystic	ADJ;PL	PROPN
mystiske	mystique	mystisk	mystique	ADJ;PL	ADJ;MASC;SG
massakren	massacrer	massakr	massacrer	N;DEF;MASC+FEM;SG	V;NFIN
massakren	massacres	massakr	massacre	N;DEF;MASC+FEM;SG	N;MASC;PL
paradise	paradisiaque	paradis	paradisiaque	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
paradise	paradise	paradis	paradiser	N;INDF;MASC+FEM;SG	PROPN
sri	sri	sri	sri	PROPN	PROPN
filosofisk	philosophique	filosofisk	philosophique	ADV	ADJ;MASC;SG
filosofisk	philosophiques	filosofisk	philosophique	ADV	ADJ;MASC;PL
glade	joyeux	glad	joyeux	ADJ;PL	ADJ;MASC;SG
glade	heureux	glad	heureux	ADJ;PL	ADJ;MASC;SG
glade	heureuse	glad	heureux	ADJ;PL	ADJ;FEM;SG
glade	joyeuse	glad	joyeux	ADJ;PL	ADJ;FEM;SG
krater	cratères	krate	cratère	N;INDF;NEUT;SG	N;MASC;PL
bestilt	commandées	bestille	commander	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
bestilt	commandés	bestille	commander	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
cola	coke	cola	coke		N;MASC;SG
cola	cocaïne	cola	cocaïne		N;FEM;SG
cola	coca	cola	coca		N;MASC;SG
cola	cola	cola	cola		N;MASC;SG
overlay	superposition	overlay	superposition		N;FEM;SG
queens	reines	que	reine	N;GEN;DEF;MASC+FEM;SG	N;FEM;PL
moser	moser	mose	moser	N;INDF;MASC+FEM;PL	PROPN
afsluttende	finition	afslutte	finition	V;PRS;V.PTCP	N;FEM;SG
afsluttende	parachèvement	afslutte	parachèvement	V;PRS;V.PTCP	N;MASC;SG
afsluttende	finitions	afslutte	finition	V;PRS;V.PTCP	N;FEM;PL
afsluttende	clôture	afslutte	clôture	V;PRS;V.PTCP	N;FEM;SG
afsluttende	fermeture	afslutte	fermeture	V;PRS;V.PTCP	N;FEM;SG
afsluttende	définitif	afslutte	définitif	V;PRS;V.PTCP	ADJ;MASC;SG
afsluttende	finale	afslutte	finale	V;PRS;V.PTCP	N;FEM;SG
afsluttende	final	afslutte	final	V;PRS;V.PTCP	ADJ;MASC;SG
afsluttende	définitive	afslutte	définitif	V;PRS;V.PTCP	ADJ;FEM;SG
emilie	émilie	emilie	émilie		PROPN
emilie	emilie	emilie	emilier		N;FEM;SG
utah	utah	utah	utah		PROPN
joint	joint	joint	joindre		V;MASC;SG;PST;V.PTCP
ondt	diaboliques	ondt	diabolique	ADV	ADJ;MASC;PL
ondt	evil	ondt	evil	ADV	PROPN
ondt	diabolique	ondt	diabolique	ADV	ADJ;MASC;SG
ondt	blessé	ondt	blesser	ADV	V;MASC;SG;PST;V.PTCP
ondt	blessée	ondt	blessé	ADV	V;FEM;SG;PST;V.PTCP
ondt	blesser	ondt	blesser	ADV	V;NFIN
ondt	cruels	ondt	cruel	ADV	ADJ;MASC;PL
ondt	cruelle	ondt	cruelle	ADV	ADJ;FEM;SG
ondt	cruel	ondt	cruel	ADV	ADJ;MASC;SG
ondt	cruelles	ondt	cruel	ADV	ADJ;FEM;PL
fattig	pauvres	fattig	pauvre	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
juliane	juliane	juliane	julian	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
funktionen	fonctions	funktion	fonction	N;DEF;MASC+FEM;SG	N;FEM;PL
funktionen	caractéristique	funktion	caractéristique	N;DEF;MASC+FEM;SG	ADJ;FEM;SG
mainsnak	mainsnak	mainsnak	mainsnak		PROPN
dagmar	dagmar	dagmar	dagmar	N;INDF;MASC+FEM;SG	PROPN
avanceret	avancés	avanceret	avancé	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
avanceret	avancées	avanceret	avancée	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
avanceret	avancée	avanceret	avancé	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
udsatte	différés	udsat	différer	ADJ;PL	V;MASC;PL;PST;V.PTCP
udsatte	reportée	udsat	reporter	ADJ;PL	V;FEM;SG;PST;V.PTCP
udsatte	reportés	udsat	reporter	ADJ;PL	V;MASC;PL;PST;V.PTCP
udsatte	reporté	udsat	reporter	ADJ;PL	V;MASC;SG;PST;V.PTCP
udsatte	différé	udsat	différer	ADJ;PL	V;MASC;SG;PST;V.PTCP
udsatte	reportée	udsat	reporter	ADJ;PL	V;FEM;SG;PST;V.PTCP
udsatte	reporté	udsat	reporter	ADJ;PL	V;MASC;SG;PST;V.PTCP
udsatte	reportés	udsat	reporter	ADJ;PL	V;MASC;PL;PST;V.PTCP
udsatte	différé	udsat	différer	ADJ;PL	V;MASC;SG;PST;V.PTCP
udsatte	vulnérable	udsat	vulnérable	ADJ;PL	ADJ;MASC;SG
craig	craig	craig	craig		PROPN
varieret	variée	variere	varié	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
varieret	variées	variere	varié	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL
varieret	variés	variere	varié	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
stjernen	etoiles	stjerne	etoile	N;DEF;MASC+FEM;SG	N;FEM;PL
stjernen	étoiles	stjerne	étoile	N;DEF;MASC+FEM;SG	N;FEM;PL
bonn	bonn	bonn	bonn	PROPN	PROPN
smal	étroits	smal	étroit	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
smal	étroites	smal	étroit	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
mekaniske	mécanique	mekanisk	mécanique	ADJ;PL	ADJ;MASC;SG
litterær	littéraires	litterær	littéraire	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
fylde	réapprovisionnement	fylde	réapprovisionnement	V;NFIN;ACT	N;MASC;SG
fylde	remplissage	fylde	remplissage	V;NFIN;ACT	N;MASC;SG
dokumentar	documentaires	dokumentar	documentaire	N;INDF;NEUT;SG	ADJ;MASC;PL
farvande	waters	farvand	water	N;INDF;NEUT;PL	PROPN
gener	nuisance	gen	nuisance	N;INDF;NEUT;PL	N;FEM;SG
generaler	généraux	general	général	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
understøtter	soutiens	understøtte	soutien	V;IND;PRS;FIN;ACT	N;MASC;PL
understøtter	supports	understøtte	support	V;IND;PRS;FIN;ACT	N;MASC;PL
flytning	bouger	flytning	bouger	N;INDF;MASC+FEM;SG	V;NFIN
flytning	déménager	flytning	déménager	N;INDF;MASC+FEM;SG	V;NFIN
flytning	mouvements	flytning	mouvement	N;INDF;MASC+FEM;SG	N;MASC;PL
mexicansk	mexicaines	mexicansk	mexicain	ADJ;INDF;SG	ADJ;FEM;PL
mexicansk	mexicains	mexicansk	mexicain	ADJ;INDF;SG	ADJ;MASC;PL
dtu	dtu	dtu	dtu	N;INDF;NEUT;SG	PROPN
gottlieb	gottlieb	gottlie	gottlieb	N;INDF;MASC+FEM;SG	PROPN
jung	jeong	jung	jeong		PROPN
jung	jung	jung	jung		PROPN
sheffield	sheffield	sheffield	sheffield		PROPN
offensiven	offensif	offensiv	offensif	N;DEF;MASC+FEM;SG	ADJ;MASC;SG
offensiven	offensive	offensiv	offensif	N;DEF;MASC+FEM;SG	ADJ;FEM;SG
offensiven	offensant	offensiv	offrir	N;DEF;MASC+FEM;SG	ADJ;MASC;SG
truman	truman	truman	truman		PROPN
harbor	harbor	harbor	harbor		PROPN
påstande	assertion	påstande	assertion	N;INDF;MASC+FEM;PL	N;FEM;SG
riges	reich	rig	reich	ADJ;GEN	N;MASC;SG
deutschen	deutschen	deutschen	deutschen	N;INDF;MASC+FEM;SG	PROPN
crystal	cristal	crystal	cristal		N;MASC;SG
crystal	cristalline	crystal	cristallin		ADJ;FEM;SG
crystal	cristaux	crystal	cristal		N;MASC;PL
crystal	crystal	crystal	crystal		N;MASC;SG
homo	homo	homo	homo		PROPN
malcolm	malcolm	malcolm	malcolm		PROPN
perfekt	parfaits	perfekt	parfait	ADJ;INDF;SG	ADJ;MASC;PL
perfekt	parfaites	perfekt	parfait	ADJ;INDF;SG	ADJ;FEM;PL
fugtige	humide	fugtig	humide	ADJ;PL	ADJ;MASC;SG
fugtige	moelleux	fugtig	moelleux	ADJ;PL	ADJ;MASC;SG
fugtige	moite	fugtig	moite	ADJ;PL	ADJ;MASC;SG
fugtige	humide	fugtig	humide	ADJ;PL	ADJ;MASC;SG
cat	chats	cat	chat		N;MASC;PL
cat	félin	cat	félin		N;MASC;SG
cat	chatte	cat	chatte		N;FEM;SG
cat	chat	cat	chat		N;MASC;SG
cat	cat	cat	cat		
sild	hareng	sild	hareng	N;INDF;MASC+FEM;PL	N;MASC;SG
persisk	persique	persisk	persique	ADJ;INDF;SG	N;MASC;SG
persisk	perse	persisk	perse	ADJ;INDF;SG	PROPN
persisk	perses	persisk	perse	ADJ;INDF;SG	N;MASC;PL
persisk	persan	persisk	persan	ADJ;INDF;SG	N;MASC;SG
forudsætning	prémisses	forudsætning	prémisse	N;INDF;MASC+FEM;SG	N;FEM;PL
wanderers	wanderers	wandere	wanderer	N;INDF;MASC+FEM;SG	N;MASC;PL
commonwealth	commonwealth	commonwealth	commonwealth		N;MASC;SG
kunstig	artificiels	kunstig	artificiel	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
kunstig	artificielles	kunstig	artificiel	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
dos	dos	dos	dos		N;MASC;SG
oregon	oregon	oregon	oregon		PROPN
bordeaux	bordeaux	bordeaux	bordeau		N;MASC;PL
earl	earl	earl	earl		PROPN
earl	comte	earl	comte		N;MASC;SG
bæres	usées	bære	user	V;IND;PRS;FIN;PASS	V;FEM;PL;PST;V.PTCP
bæres	portés	bære	porter	V;IND;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
bæres	portées	bære	portée	V;IND;PRS;FIN;PASS	V;FEM;PL;PST;V.PTCP
bæres	usé	bære	user	V;IND;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
bæres	porté	bære	porter	V;IND;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
salling	salling	salling	salling	N;INDF;MASC+FEM;SG	PROPN
mistanke	soupçons	mistanke	soupçon	N;INDF;MASC+FEM;SG	N;MASC;PL
mistanke	suspicions	mistanke	suspicien	N;INDF;MASC+FEM;SG	N;FEM;PL
mistanke	suspecte	mistanke	suspect	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
mistanke	suspects	mistanke	suspect	N;INDF;MASC+FEM;SG	N;MASC;PL
mistanke	suspectes	mistanke	suspect	N;INDF;MASC+FEM;SG	ADJ;FEM;PL
mistanke	présumés	mistanke	présumer	N;INDF;MASC+FEM;SG	V;MASC;PL;PST;V.PTCP
mistanke	soupçonnée	mistanke	soupçonner	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
mistanke	suspecté	mistanke	suspecter	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
mistanke	soupçonné	mistanke	soupçonner	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
mistanke	soupçons	mistanke	soupçon	N;INDF;MASC+FEM;SG	N;MASC;PL
digitalt	numériquement	digitalt	numériquement	ADJ;INDF;NEUT;SG	ADV
digitalt	numériques	digitalt	numérique	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
antager	supposez	antage	supposer	V;IND;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
paradis	paradisiaque	paradis	paradisiaque	N;INDF;NEUT;SG	ADJ;MASC;SG
paradis	paradise	paradis	paradiser	N;INDF;NEUT;SG	PROPN
dinesen	dinesen	dinesen	dinesen	N;DEF;MASC+FEM;SG	N;FEM;PL
svømmer	natation	svømme	natation	V;IND;PRS;FIN;ACT	N;FEM;SG
svømmer	baignade	svømme	baignade	V;IND;PRS;FIN;ACT	N;FEM;SG
svømmer	nageur	svømme	nageur	V;IND;PRS;FIN;ACT	N;MASC;SG
helikoptere	hélicoptère	helikopter	hélicoptère	N;INDF;MASC+FEM;PL	N;MASC;SG
afgrænset	définis	afgrænse	définir	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
afgrænset	définies	afgrænse	définir	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
afgrænset	délimitées	afgrænse	délimiter	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
afgrænset	délimités	afgrænse	délimiter	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
afgrænset	délimitées	afgrænse	délimiter	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
afgrænset	délimitées	afgrænse	délimiter	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
moderat	modérées	moderat	modéré	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
moderat	modérés	moderat	modéré	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
moderat	moyennement	moderat	moyennement	ADJ;INDF;MASC+FEM;SG	ADV
moderat	modérément	moderat	modérément	ADJ;INDF;MASC+FEM;SG	ADV
malling	malling	malling	malling		PROPN
brændende	brûlure	brænde	brûlure	V;PRS;V.PTCP	N;FEM;SG
brændende	gravure	brænde	gravure	V;PRS;V.PTCP	N;FEM;SG
friends	amies	friends	amie	V;PRS;V.PTCP	N;FEM;PL
friends	amis	friends	ami	V;PRS;V.PTCP	N;MASC;PL
dedikeret	dédiés	dedikere	dédier	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
gemt	cachés	gemme	cacher	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
gemt	masqués	gemme	masquer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
gemt	sauvés	gemme	sauver	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
gemt	enregistrés	gemme	enregistrer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
tang	tang	tang	tang	N;INDF;MASC+FEM;SG	PROPN
tang	algues	tang	algue	N;INDF;MASC+FEM;SG	N;FEM;PL
opretter	crée	oprette	créer	V;IND;PRS;FIN;ACT	V;FEM;SG;PST;V.PTCP
opretter	créez	oprette	créer	V;IND;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
opretter	crée	oprette	créer	V;IND;PRS;FIN;ACT	V;FEM;SG;PST;V.PTCP
opretter	créatrice	oprette	créateur	V;IND;PRS;FIN;ACT	N;FEM;SG
opretter	créateur	oprette	créateur	V;IND;PRS;FIN;ACT	N;MASC;SG
midterste	middle	midter	middle	ADJ;DEF;RL	PROPN
midterste	milieu	midter	milieu	ADJ;DEF;RL	N;MASC;SG
forkerte	faux	forkert	faux	ADJ;PL	ADJ;MASC;SG
forkerte	tort	forkert	tort	ADJ;PL	N;MASC;SG
forkerte	mal	forkert	mal	ADJ;PL	ADV
forkerte	erroné	forkert	erroné	ADJ;PL	V;MASC;SG;PST;V.PTCP
affald	déchets	affald	déchet	N;INDF;NEUT;SG	N;MASC;PL
affald	gaspillages	affald	gaspillage	N;INDF;NEUT;SG	N;MASC;PL
affald	déchets	affald	déchet	N;INDF;NEUT;SG	N;MASC;PL
suzuki	suzuki	suzuki	suzuki		PROPN
jelena	jelena	jelena	jelena		PROPN
taktik	tactique	taktik	tactique	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
taktik	tactiques	taktik	tactique	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
taktik	tactique	taktik	tactique	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
medina	médina	medina	médina		N;FEM;SG
medina	medina	medina	medina		PROPN
medina	médine	medina	médine		PROPN
konrad	konrad	konrad	konrad		PROPN
filmet	filmés	film	filmer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
filmet	filmées	film	filmer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
arkiveret	archivées	arkivere	archiver	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
arkiveret	archivés	arkivere	archiver	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
arkiveret	déposées	arkivere	déposer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
rocky	rocheux	rocky	rocheux	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
rocky	rocky	rocky	rocky	N;INDF;MASC+FEM;SG	PROPN
larsson	larsson	larsson	larsson		PROPN
footballdatabase	footballdatabase	footballdatabase	footballdatabase	N;INDF;MASC+FEM;SG	PROPN
afviser	rejetés	afvise	rejeter	V;IND;PRS;FIN;ACT	V;MASC;PL;PST;V.PTCP
afviser	rebuts	afvise	rebut	V;IND;PRS;FIN;ACT	N;MASC;PL
olof	olof	olof	olof	PROPN	PROPN
wulff	wulff	wulff	wulff		PROPN
anseelse	renommée	anseelse	renommer	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
smed	forgeron	smide	forgeron	V;IND;PST;FIN;ACT	N;MASC;SG
absolutte	absolue	absolutte	absolu	ADJ;PL	ADJ;FEM;SG
absolutte	absolu	absolutte	absolu	ADJ;PL	ADJ;MASC;SG
aske	cendres	aske	cendre	N;INDF;NEUT;SG	N;FEM;PL
aske	cendres	aske	cendre	N;INDF;NEUT;SG	N;FEM;PL
aske	ash	aske	ash	N;INDF;NEUT;SG	
davies	davies	davie	davie		PROPN
sår	plaies	sår	plaie	N;INDF;NEUT;SG	N;FEM;PL
sår	blessures	sår	blessure	N;INDF;NEUT;SG	N;FEM;PL
trine	trine	trine	trine		N;MASC;SG
trine	kate	trine	kate		N;FEM;SG
alliancen	alliances	alliance	alliance	N;DEF;MASC+FEM;SG	N;FEM;PL
identificeret	identifiées	identificere	identifier	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
identificeret	identifiés	identificere	identifier	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
money	monnaie	money	monnaie		N;FEM;SG
money	argent	money	argent		N;MASC;SG
knut	knut	knut	knut		PROPN
leeds	leeds	leeds	leed		PROPN
protein	protéines	protein	protéine	N;INDF;NEUT;SG	N;FEM;PL
protein	protéique	protein	protéique	N;INDF;NEUT;SG	ADJ;MASC;SG
protein	protéines	protein	protéine	N;INDF;NEUT;SG	N;FEM;PL
netværket	réseaux	netværk	réseau	N;DEF;NEUT;SG	N;MASC;PL
roberto	roberto	roberto	roberto		N;MASC;SG
genetisk	génétiquement	genetisk	génétiquement	ADJ;INDF;SG	ADV
genetisk	génétiques	genetisk	génétique	ADJ;INDF;SG	ADJ;MASC;PL
tømmer	bois	tømme	bois	N;INDF;MASC+FEM;PL	N;MASC;SG
intellektuelle	intellectuels	intellektuel	intellectuel	ADJ;PL	N;MASC;PL
intellektuelle	intellectuelle	intellektuel	intellectuel	ADJ;PL	ADJ;FEM;SG
intellektuelle	intellectuel	intellektuel	intellectuel	ADJ;PL	ADJ;MASC;SG
intellektuelle	intellectuels	intellektuel	intellectuel	ADJ;PL	N;MASC;PL
rangering	manœuvres	rangering	manœuvre	N;INDF;MASC+FEM;SG	N;FEM;PL
hellig	sacrées	hellig	sacré	ADJ;INDF;MASC+FEM;SG	V;FEM;PL;PST;V.PTCP
hellig	sacrée	hellig	sacrer	ADJ;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
hellig	sacré	hellig	sacrer	ADJ;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
hellig	sacrés	hellig	sacré	ADJ;INDF;MASC+FEM;SG	V;MASC;PL;PST;V.PTCP
tempo	pace	tempo	pace	N;INDF;NEUT;SG	PROPN
ibm	ibm	ibm	ibm	N;INDF;MASC+FEM;SG	PROPN
vang	vang	vang	vang	N;INDF;NEUT;SG	PROPN
udtrykt	exprimées	udtrykke	exprimer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
udtrykt	exprimés	udtrykke	exprimer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
terminal	terminaux	terminal	terminal	N;INDF;MASC+FEM;SG	N;MASC;PL
berkeley	berkeley	berkeley	berkeley		PROPN
indkomst	revenu	indkomst	revenir	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
indkomst	revenus	indkomst	revenu	N;INDF;MASC+FEM;SG	N;MASC;PL
björn	björn	björn	björn	N;INDF;NEUT;SG	PROPN
faldne	tombés	falden	tomber	ADJ;PL	V;MASC;PL;PST;V.PTCP
faldne	tombée	falden	tomber	ADJ;PL	V;FEM;SG;PST;V.PTCP
faldne	déchu	falden	déchoir	ADJ;PL	V;MASC;SG;PST;V.PTCP
faldne	déchus	falden	déchoir	ADJ;PL	V;MASC;PL;PST;V.PTCP
faldne	tombé	falden	tomber	ADJ;PL	V;MASC;SG;PST;V.PTCP
forever	forever	foreve	forever	N;INDF;MASC+FEM;SG	PROPN
perron	plate	perron	plat	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
perron	plateformes	perron	plateforme	N;INDF;MASC+FEM;SG	N;FEM;PL
omar	omar	omar	omar	PROPN	PROPN
rikke	rikke	rikke	rikke	N;INDF;MASC+FEM;SG	PROPN
blok	bloquer	blok	bloquer	N;INDF;MASC+FEM;SG	V;NFIN
blok	block	blok	block	N;INDF;MASC+FEM;SG	PROPN
spænder	boucles	spænde	boucle	V;IND;PRS;FIN;ACT	N;FEM;PL
klinisk	clinique	klinisk	clinique	ADV	ADJ;FEM;SG
klinisk	cliniques	klinisk	clinique	ADV	ADJ;MASC;PL
allmusic	allmusic	allmusic	allmusic	N;INDF;NEUT;SG	PROPN
manuskripter	manuscrits	manuskript	manuscrit	N;INDF;NEUT;PL	V;MASC;PL;PST;V.PTCP
koppel	koppel	koppel	koppel	N;INDF;MASC+FEM;SG	PROPN
pligt	devoir	pligt	devoir	N;INDF;MASC+FEM;SG	V;NFIN
gult	jaunes	gult	jaune	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
frekvens	fréquences	frekve	fréquence	N;INDF;MASC+FEM;SG	N;FEM;PL
opad	ascendante	opad	ascendant	ADV	ADJ;FEM;SG
opad	croissant	opad	croissant	ADV	N;MASC;SG
opad	grandissant	opad	grandir	ADV	V;PRS;V.PTCP
opad	ascendant	opad	ascendant	ADV	V;PRS;V.PTCP
opad	croissants	opad	croissant	ADV	N;MASC;PL
airways	airways	airway	airway		PROPN
maksimalt	maximale	maksimalt	maximal	ADV	ADJ;FEM;SG
maksimalt	maximal	maksimalt	maximal	ADV	ADJ;MASC;SG
maksimalt	maximales	maksimalt	maximal	ADV	ADJ;FEM;PL
maksimalt	maximum	maksimalt	maximum	ADV	ADJ;MASC;SG
hør	lin	høre	lin	V;IMP	N;MASC;SG
defensiv	défensives	defensiv	défensif	N;INDF;MASC+FEM;SG	ADJ;FEM;PL
defensiv	défensive	defensiv	défensif	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
defensiv	défensif	defensiv	défensif	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
patienten	patiente	patient	patient	N;DEF;MASC+FEM;SG	ADJ;FEM;SG
patienten	patients	patient	patient	N;DEF;MASC+FEM;SG	N;MASC;PL
hannibal	hannibal	hannibal	hannibal	N;INDF;MASC+FEM;SG	PROPN
købes	achat	købe	achat	V;IND;PRS;NFIN;PASS	N;MASC;SG
købes	achetez	købe	acheter	V;IND;PRS;NFIN;PASS	V;IMP;PL;2;PRS;FIN
købes	achetée	købe	acheter	V;IND;PRS;NFIN;PASS	V;FEM;SG;PST;V.PTCP
