scandal	scandales	scandal	scandale	N;INDF;MASC;SG	N;MASC;PL
executa	exécute	executa	exécuter	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
ecuador	équateur	ecuador	équateur	PROPN	N;MASC;SG
ecuador	equateur	ecuador	equateur	PROPN	N;MASC;SG
bull	bull	bull	bull	N;INDF;MASC;SG	PROPN
bull	taureaux	bull	taureau	N;INDF;MASC;SG	N;MASC;PL
kenya	kenya	kenya	kenya	PROPN	PROPN
ingropat	enfoui	ingropa	enfouir	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
ingropat	inhumé	ingropa	inhumer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
ingropat	enterré	ingropa	enterrer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
ingropat	enterrés	ingropa	enterrer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
ingropat	enterrée	ingropa	enterrer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
ingropat	enfoui	ingropa	enfouir	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
ingropat	inhumé	ingropa	inhumer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
ingropat	enterré	ingropa	enterrer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
ingropat	enterrés	ingropa	enterrer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
ingropat	enterrée	ingropa	enterrer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
biblie	biblique	biblie	biblique	N;INDF;FEM;SG	ADJ;MASC;SG
fabricat	fabriqués	fabrica	fabriquer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
fabricat	fabriqué	fabrica	fabriquer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
fabricat	fabriqué	fabrica	fabriquer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
fabricat	fabriquées	fabrica	fabriquer	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
fabricat	fabriquée	fabrica	fabriquer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
fabricat	fabriqués	fabrica	fabriquer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
durere	douleurs	durere	douleur	N;INDF;FEM;SG	N;FEM;PL
recomandat	recommandés	recomandat	recommander	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
recomandat	conseillé	recomandat	conseiller	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
recomandat	recommandée	recomandat	recommander	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
recomandat	recommandé	recomandat	recommander	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
recomandat	recommandées	recomandat	recommander	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
lucrand	travaillant	lucrand	travailler	N;INDF;MASC;SG	V;PRS;V.PTCP
lucrand	travailler	lucrand	travailler	N;INDF;MASC;SG	V;NFIN
taiwan	taiwan	taiwan	taiwan	PROPN	PROPN
taiwan	taïwan	taiwan	taïwan	PROPN	PROPN
dramatica	dramatiques	dramatică	dramatique	ADJ;DEF;FEM;SG	ADJ;MASC;PL
populata	peuplée	populat	peupler	ADJ;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
populata	peuplés	populat	peupler	ADJ;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
populata	peuplé	populat	peupler	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
populata	peuplées	populat	peuplé	ADJ;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
tereza	teresa	tereza	teresa	N;DEF;FEM;SG	PROPN
tereza	theresa	tereza	theresa	N;DEF;FEM;SG	PROPN
culex	culex	culex	culex		N;MASC;SG
dex	dex	dex	dex	N;INDF;MASC;SG	PROPN
semnata	signées	semnată	signée	N;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
semnata	signée	semnată	signer	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
semnata	signé	semnată	signer	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
semnata	signés	semnată	signer	N;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
baptiste	baptiste	baptiste	baptiste	N;INDF;FEM;PL	N;MASC;SG
emisa	émis	emis	émettre	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
emisa	émises	emis	émettre	ADJ;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
emisa	délivrés	emis	délivrer	ADJ;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
emisa	émise	emis	émettre	ADJ;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
emisa	délivré	emis	délivrer	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
emisa	émises	emis	émettre	ADJ;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
emisa	émise	emis	émettre	ADJ;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
emisa	émis	emis	émettre	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
compusi	composés	compune	composer	N;INDF;MASC;PL	V;MASC;PL;PST;V.PTCP
sovieticii	soviétiques	sovietică	soviétique	N;DEF;MASC;PL	ADJ;MASC;PL
praf	dust	praf	dust	N;INDF;MASC;SG	PROPN
praf	poussières	praf	poussier	N;INDF;MASC;SG	N;FEM;PL
praf	poudres	praf	poudre	N;INDF;MASC;SG	N;FEM;PL
haga	haye	hagă	haye	PROPN	N;FEM;SG
zeus	zeus	zeu	zeus	N;INDF;MASC;SG	PROPN
animat	toon	anima	toon	ADJ;INDF;MASC;SG	PROPN
animat	animées	anima	animer	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
animat	animé	anima	animer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
animat	animés	anima	animé	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
animat	animée	anima	animer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
locuita	habité	locuita	habiter	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
locuita	habitées	locuita	habiter	ADJ;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
locuita	habités	locuita	habité	ADJ;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
locuita	peuplé	locuita	peupler	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
locuita	habitée	locuita	habiter	ADJ;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
semnal	signaux	semnal	signal	N;INDF;MASC;SG	N;MASC;PL
ceas	regardez	ceas	regarder	N;INDF;MASC;SG	V;IMP;PL;2;PRS;FIN
ceas	montre	ceas	montrer	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
ceas	montres	ceas	montre	N;INDF;MASC;SG	N;FEM;PL
ceas	regarder	ceas	regarder	N;INDF;MASC;SG	V;NFIN
ceas	regarde	ceas	regarder	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
ceas	horloges	ceas	horloge	N;INDF;MASC;SG	N;FEM;PL
alfa	alpha	alfa	alpha	N;INDF;MASC	PROPN
alfa	alfa	alfa	alfa	N;INDF;MASC	PROPN
fantastica	fantastiques	fantastică	fantastique	ADJ;DEF;FEM;SG	ADJ;MASC;PL
partener	associé	partener	associer	N;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
partener	associée	partener	associer	N;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
partener	partenaires	partener	partenaire	N;INDF;MASC;SG	N;MASC;PL
amenintare	menaces	amenintare	menace	N;INDF;FEM;SG	N;FEM;PL
amenintare	menaces	amenintare	menace	N;INDF;FEM;SG	N;FEM;PL
viziteaza	visite	vizitează	visite	V;IND;SG;3;IPFV;FIN	N;FEM;SG
viziteaza	visitez	vizitează	visiter	V;IND;SG;3;IPFV;FIN	V;IMP;PL;2;PRS;FIN
vizibil	visible	vizibil	visible	ADV	ADJ;MASC;SG
vizibil	visibles	vizibil	visible	ADV	ADJ;MASC;PL
sporturi	sport	sport	sport	N;INDF;FEM;PL	N;MASC;SG
parker	parker	parker	parker	PROPN	PROPN
liechtenstein	liechtenstein	liechtenstein	liechtenstein	PROPN	N;MASC;SG
discovery	découverte	discovery	découvrir	N;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
discovery	découvertes	discovery	découvrir	N;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
discovery	discovery	discovery	discovery	N;INDF;MASC;SG	PROPN
gasiti	trouver	gasit	trouver		V;NFIN
gasiti	trouvez	gasit	trouver		V;IMP;PL;2;PRS;FIN
dur	bruts	dur	brut	ADJ;INDF;MASC;SG	ADJ;MASC;PL
taiat	cut	taia	cevoir	ADJ;INDF;MASC;SG	PROPN
taiat	couper	taia	couper	ADJ;INDF;MASC;SG	V;NFIN
taiat	coupé	taia	couper	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
taiat	coupez	taia	coupez	ADJ;INDF;MASC;SG	V;IMP;PL;2;PRS;FIN
taiat	coupe	taia	coupe	ADJ;INDF;MASC;SG	N;FEM;SG
chapelle	chapelle	chapellă	chapelle	N;INDF;FEM;PL	N;FEM;SG
chapelle	chappelle	chapellă	chappelle	N;INDF;FEM;PL	N;FEM;SG
peisaj	paysages	peisaj	paysage	N;INDF;MASC;SG	N;MASC;PL
attila	attila	attila	attila	PROPN	PROPN
experiment	expérimenter	experiment	expérimenter	N;INDF;MASC;SG	V;NFIN
finalizata	complété	finalizat	compléter	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
finalizata	terminée	finalizat	terminer	ADJ;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
finalizata	achevés	finalizat	achever	ADJ;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
finalizata	achevé	finalizat	achever	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
finalizata	terminées	finalizat	terminer	ADJ;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
finalizata	terminé	finalizat	terminer	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
vinci	vinci	vinci	vinci	PROPN	PROPN
reptile	reptile	reptă	reptile	N;INDF;FEM;PL	N;MASC;SG
sportul	sportif	sport	sportif	N;DEF;MASC;SG	ADJ;MASC;SG
sportul	sportive	sport	sportif	N;DEF;MASC;SG	ADJ;FEM;SG
aron	aron	aron	aron	PROPN	PROPN
preveni	empêcher	preveni	empêcher		V;NFIN
preveni	prévenir	preveni	prévenir		V;NFIN
won	gagné	won	gagner	PROPN	V;MASC;SG;PST;V.PTCP
won	gagnée	won	gagner	PROPN	V;FEM;SG;PST;V.PTCP
won	gagnées	won	gagnée	PROPN	V;FEM;PL;PST;V.PTCP
won	won	won	won	PROPN	
won	gagnés	won	gagner	PROPN	V;MASC;PL;PST;V.PTCP
reci	rhume	rece	rhume	ADJ;INDF;PL	N;MASC;SG
reci	froide	rece	froid	ADJ;INDF;PL	ADJ;FEM;SG
reci	froid	rece	froid	ADJ;INDF;PL	ADJ;MASC;SG
integrat	intégrée	integrat	intégrer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
integrat	intégrées	integrat	intégrer	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
integrat	intégré	integrat	intégrer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
integrat	intégrés	integrat	intégrer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
fabricate	fabriqués	fabrica	fabriquer	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
fabricate	fabriqué	fabrica	fabriquer	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
fabricate	fabriqué	fabrica	fabriquer	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
fabricate	fabriquées	fabrica	fabriquer	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
fabricate	fabriquée	fabrica	fabriquer	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
fabricate	fabriqués	fabrica	fabriquer	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
roosevelt	roosevelt	roosevelt	roosevel	PROPN	N;MASC;SG
vasili	vassili	vasil	vassili	PROPN	PROPN
aviatie	aéronautique	aviatie	aéronautique	N;INDF;FEM;SG	ADJ;MASC;SG
spanioli	espagnol	spaniol	espagnol	ADJ;INDF;MASC;PL	ADJ;MASC;SG
spanioli	espagnole	spaniol	espagnol	ADJ;INDF;MASC;PL	ADJ;FEM;SG
heinz	heinz	heinz	heinz	PROPN	PROPN
petit	petit	petit	petit	N;INDF;MASC;SG	ADJ;MASC;SG
thompson	thompson	thompson	thompson	PROPN	PROPN
wallace	wallace	wallace	wallace	PROPN	PROPN
beethoven	beethoven	beethoven	beethoven	PROPN	N;MASC;SG
ploaie	pluies	ploaie	pluie	N;INDF;FEM;SG	N;FEM;PL
ploaie	rain	ploaie	rain	N;INDF;FEM;SG	PROPN
bremen	brème	bremen	brème	PROPN	N;MASC;SG
bremen	brême	bremen	brême	PROPN	PROPN
zagora	zagora	zagoră	zagora	PROPN	PROPN
artificial	artificiels	artificial	artificiel	ADV	ADJ;MASC;PL
artificial	artificiel	artificial	artificiel	ADV	ADJ;MASC;SG
artificial	artificielle	artificial	artificiel	ADV	ADJ;FEM;SG
artificial	artificielles	artificial	artificiel	ADV	ADJ;FEM;PL
solara	solaires	solară	solaire	N;DEF;FEM;SG	ADJ;MASC;PL
solara	solaire	solară	solaire	N;DEF;FEM;SG	ADJ;MASC;SG
disponibila	dispo	disponibil	dispo	ADJ;DEF;FEM;SG	INTJ
disponibila	disponibles	disponibil	disponible	ADJ;DEF;FEM;SG	ADJ;MASC;PL
disponibila	dispo	disponibil	dispo	ADJ;DEF;FEM;SG	INTJ
disponibila	disponibles	disponibil	disponible	ADJ;DEF;FEM;SG	ADJ;MASC;PL
reprezentative	représentant	reprezentativ	représentant	ADJ;INDF;FEM;PL	N;MASC;SG
reprezentative	représentante	reprezentativ	représentant	ADJ;INDF;FEM;PL	N;FEM;SG
marino	marino	marină	marino	N;INDF;MASC;SG	PROPN
primita	reçu	primita	recevoir	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
primita	reçues	primita	recevoir	ADJ;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
primita	reçus	primita	recevoir	ADJ;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
primita	reçue	primita	recevoir	ADJ;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
guvernat	régis	guvernat	réger	ADJ;INDF;MASC;SG	PROPN
guvernat	gouvernés	guvernat	gouverner	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
guvernat	gouverné	guvernat	gouverner	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
transmise	transmises	transmis	transmettre	V;IND;SG;3;PST;FIN	V;FEM;PL;PST;V.PTCP
culmea	dorsale	culme	dorsal	N;DEF;FEM;SG	ADJ;FEM;SG
culmea	ridge	culme	ridge	N;DEF;FEM;SG	PROPN
identice	identique	identic	identique	ADJ;INDF;FEM;PL	ADJ;MASC;SG
fotografia	photographique	fotografie	photographique	N;DEF;FEM;SG	ADJ;MASC;SG
locuite	habité	locui	habiter	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
locuite	habitées	locui	habiter	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
locuite	habités	locui	habité	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
locuite	peuplé	locui	peupler	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
locuite	habitée	locui	habiter	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
albrecht	albrecht	albrecht	albrecht	PROPN	PROPN
aia	que	acela	que	PRO;FEM;SG;3	CONJ
datoria	devoir	datorie	devoir	N;DEF;FEM;SG	V;NFIN
aviatiei	aéronautique	aviatie	aéronautique	N;DEF;FEM;SG	ADJ;MASC;SG
rupt	brisé	rupt	briser	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
rupt	broken	rupt	broken	ADJ;INDF;MASC;SG	N;SG
rupt	cassé	rupt	cassé	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
rupt	brisée	rupt	briser	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
rupt	cassée	rupt	casser	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
rupt	déchiré	rupt	déchirer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
rupt	arraché	rupt	arracher	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
rupt	déchirés	rupt	déchirer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
rupt	déchirée	rupt	déchirer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
integrate	intégrée	integra	intégrer	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
integrate	intégrées	integra	intégrer	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
integrate	intégré	integra	intégrer	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
integrate	intégrés	integra	intégrer	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
panama	panama	panamă	panama	PROPN	PROPN
panama	panamá	panamă	panamá	PROPN	PROPN
afc	afc	afc	afc	N	PROPN
utilizari	utilise	utilizare	utiliser	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
supranumit	surnommé	supranumit	surnommer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
supranumit	surnommée	supranumit	surnommer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
nancy	nancy	nancy	nancy	PROPN	PROPN
westfalia	westphalie	westfalia	westphalie	PROPN	PROPN
arkansas	arkansas	arkansas	arkansas	N;INDF;MASC;SG	PROPN
sinteza	synthèses	sinteză	synthèse	N;DEF;FEM;SG	N;FEM;PL
sinteza	synthèses	sinteză	synthèse	N;DEF;FEM;SG	N;FEM;PL
aripa	ailes	aripă	aile	N;DEF;FEM;SG	N;FEM;PL
aripa	ailes	aripă	aile	N;DEF;FEM;SG	N;FEM;PL
cauzele	cause	cauză	cause	N;DEF;FEM;PL	N;FEM;SG
graz	graz	graz	graz	PROPN	PROPN
veniturile	revenu	venit	revenir	N;DEF;FEM;PL	V;MASC;SG;PST;V.PTCP
veniturile	revenu	venit	revenir	N;DEF;FEM;PL	V;MASC;SG;PST;V.PTCP
atomic	atomiques	atomic	atomique	ADJ;INDF;MASC;SG	ADJ;MASC;PL
clinton	clinton	clinton	clinton	PROPN	PROPN
continuand	continuer	continua	continuer	N;INDF;MASC;SG	V;NFIN
continuand	continue	continua	continu	N;INDF;MASC;SG	ADJ;FEM;SG
miercurea	mercredis	miercure	mercredis	N;DEF;FEM;SG	N;MASC;PL
dramatice	spectaculaire	dramatic	spectaculaire	ADJ;INDF;FEM;PL	ADJ;MASC;SG
dramatice	dramatique	dramatic	dramatique	ADJ;INDF;FEM;PL	ADJ;MASC;SG
transmiterea	transmissions	transmitere	transmission	N;DEF;FEM;SG	N;FEM;PL
ralph	ralph	ralph	ralph	PROPN	N;MASC;PL
hunter	hunter	hunter	hunter	N;INDF;MASC;SG	PROPN
armeni	arméniens	armen	arménien	N;INDF;MASC;PL	ADJ;MASC;PL
armeni	arménienne	armen	arménien	N;INDF;MASC;PL	ADJ;FEM;SG
armeni	arménien	armen	arménien	N;INDF;MASC;PL	ADJ;MASC;SG
armeni	arméniens	armen	arménien	N;INDF;MASC;PL	ADJ;MASC;PL
vera	vera	vera	voia	N;DEF;FEM;SG	PROPN
vera	véra	vera	véra	N;DEF;FEM;SG	PROPN
borsod	borsod	borsod	borsod		PROPN
demo	démos	demo	démo	N;INDF;MASC;SG	N;FEM;PL
minima	minimales	minimă	minimal	ADJ;DEF;FEM;SG	ADJ;FEM;PL
minima	minimums	minimă	minimum	ADJ;DEF;FEM;SG	ADJ;MASC;PL
minima	minimes	minimă	minime	ADJ;DEF;FEM;SG	ADJ;MASC;PL
simt	sens	simți	sens	V;IND;PL;3;PRS;FIN	N;MASC;SG
simt	feeling	simți	feeling	V;IND;PL;3;PRS;FIN	N;MASC;SG
simt	sensation	simți	sensation	V;IND;PL;3;PRS;FIN	N;FEM;SG
simt	sentiment	simți	sentiment	V;IND;PL;3;PRS;FIN	N;MASC;SG
datata	datés	datată	dater	ADJ;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
datata	datée	datată	dater	ADJ;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
datata	daté	datată	dater	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
patruns	pénétré	patruns	pénétrer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
cateodata	quelquefois	cateodată	quelquefois		ADV
cateodata	parfois	cateodată	parfois		ADV
utila	utiles	utila	utile	ADJ;DEF;FEM;SG	ADJ;MASC;PL
utila	utiles	utila	utile	ADJ;DEF;FEM;SG	ADJ;MASC;PL
dotat	doté	dota	doter	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
dotat	dotée	dota	doter	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
dotat	doués	dota	doué	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
dotat	douée	dota	douer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
pastrata	préservée	pastrat	préserver	ADJ;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
pastrata	préservé	pastrat	préserver	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
pastrata	conservés	pastrat	conserver	ADJ;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
pastrata	préservés	pastrat	préserver	ADJ;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
pastrata	conservées	pastrat	conserver	ADJ;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
pastrata	préservées	pastrat	préserver	ADJ;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
isabella	isabella	isabella	isabella	N;DEF;FEM;SG	ADJ;FEM;SG
airlines	airlines	airlines	airline	PROPN	N;FEM;PL
transfermarkt	transfermarkt	transfermarkt	transfermarkt	N;INDF;MASC;SG	PROPN
zimbru	zimbru	zimbru	zimbru	N;INDF;MASC;SG	PROPN
abaúj	abaúj	abaúj	abaúj		PROPN
patrat	carrés	patrat	carré	N;INDF;MASC;SG	N;MASC;PL
patrat	carrées	patrat	carrée	N;INDF;MASC;SG	ADJ;FEM;PL
patrat	carrés	patrat	carré	N;INDF;MASC;SG	N;MASC;PL
patrat	carrées	patrat	carrée	N;INDF;MASC;SG	ADJ;FEM;PL
epic	épique	epic	épique	N;INDF;MASC;SG	ADJ;MASC;SG
gratie	grâces	gratie	grâce	N;INDF;FEM;SG	N;FEM;PL
avere	richesses	avere	richesse	N;INDF;FEM;SG	N;FEM;PL
windsor	windsor	windsor	windsor	PROPN	PROPN
fin	nageoire	fin	nageoire	ADV	N;FEM;SG
fin	fin	fin	fin	ADV	N;FEM;SG
birou	bureaux	birou	bureau	N;INDF;MASC;SG	N;MASC;PL
secretul	secrets	secret	secret	N;DEF;MASC;SG	ADJ;MASC;PL
secretul	secret	secret	secret	N;DEF;MASC;SG	ADJ;MASC;SG
secretul	secrète	secret	secret	N;DEF;MASC;SG	ADJ;FEM;SG
aniversare	anniversaires	aniversare	anniversaire	N;INDF;FEM;SG	N;MASC;PL
gonzaga	gonzaga	gonzaga	gonzaga	N;DEF;FEM;SG	PROPN
executata	exécuté	executat	exécuter	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
executata	exécutés	executat	exécuter	N;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
executata	exécutée	executat	exécuter	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
musulmana	musulmans	musulmana	musulman	N;DEF;FEM;SG	N;MASC;PL
musulmana	musulmane	musulmana	musulman	N;DEF;FEM;SG	ADJ;FEM;SG
musulmana	musulman	musulmana	musulman	N;DEF;FEM;SG	ADJ;MASC;SG
rob	rob	rob	rob	N;INDF;MASC;SG	PROPN
rob	cambrioler	rob	cambrioler	N;INDF;MASC;SG	V;NFIN
rob	braquer	rob	braquer	N;INDF;MASC;SG	V;NFIN
concret	concrètes	concret	concret	ADJ;INDF;MASC;SG	ADJ;FEM;PL
concret	béton	concret	béton	ADJ;INDF;MASC;SG	N;MASC;SG
laboratorul	laboratoires	laborator	laboratoire	N;DEF;MASC;SG	N;MASC;PL
maini	mains	maini	main		N;FEM;PL
ala	ala	ala	aller		
decorative	décorative	decorativ	décoratif	ADJ;INDF;FEM;PL	ADJ;FEM;SG
decorative	décoratif	decorativ	décoratif	ADJ;INDF;FEM;PL	ADJ;MASC;SG
constient	conscients	constient	conscient	ADJ;INDF;MASC;SG	ADJ;MASC;PL
constient	conscientes	constient	conscient	ADJ;INDF;MASC;SG	ADJ;FEM;PL
constient	conscients	constient	conscient	ADJ;INDF;MASC;SG	ADJ;MASC;PL
constient	conscientes	constient	conscient	ADJ;INDF;MASC;SG	ADJ;FEM;PL
constient	conscients	constient	conscient	ADJ;INDF;MASC;SG	ADJ;MASC;PL
raluca	raluca	raluca	raluca	N;DEF;FEM;SG	PROPN
sansa	sansa	sansa	sansa	N;DEF;FEM;SG	PROPN
autostrada	autoroutes	autostradă	autoroute	N;DEF;FEM;SG	N;FEM;PL
autostrada	autoroutes	autostradă	autoroute	N;DEF;FEM;SG	N;FEM;PL
autostrada	autoroutes	autostradă	autoroute	N;DEF;FEM;SG	N;FEM;PL
autostrada	autoroutes	autostradă	autoroute	N;DEF;FEM;SG	N;FEM;PL
zemplén	zemplén	zemplén	zemplén		PROPN
mostenire	legacy	mostenire	legacy	N;INDF;FEM;SG	PROPN
mostenire	héritages	mostenire	héritage	N;INDF;FEM;SG	N;MASC;PL
mostenire	legacy	mostenire	legacy	N;INDF;FEM;SG	PROPN
linda	linda	lindă	linda	N;DEF;FEM;SG	PROPN
split	diviser	split	diviser	N;INDF;MASC;SG	V;NFIN
split	scinder	split	scinder	N;INDF;MASC;SG	V;NFIN
lev	lev	lev	lev	PROPN	
colin	colin	colin	colin	PROPN	N;MASC;SG
intentionat	intentionnellement	intentiona	intentionnellement	N;INDF;MASC;SG	ADV
intentionat	intentionnel	intentiona	intentionnel	N;INDF;MASC;SG	ADJ;MASC;SG
intentionat	intentionnelle	intentiona	intentionnel	N;INDF;MASC;SG	ADJ;FEM;SG
intentionat	intentionnels	intentiona	intentionnel	N;INDF;MASC;SG	ADJ;MASC;PL
intentionat	délibérément	intentiona	délibérément	N;INDF;MASC;SG	ADV
intentionat	intentionnellement	intentiona	intentionnellement	N;INDF;MASC;SG	ADV
iulius	julius	iulius	julius	N;INDF;MASC;SG	PROPN
petrolul	huiles	petrol	huile	N;DEF;MASC;SG	N;FEM;PL
egipteana	égyptiens	egiptean	égyptien	ADJ;DEF;FEM;SG	ADJ;MASC;PL
cuneo	cuneo	cunoo	cuneo	N;INDF;SG	PROPN
jakob	jakob	jakob	jakob	PROPN	PROPN
masacrul	massacrer	masacru	massacrer	N;DEF;MASC;SG	V;NFIN
masacrul	massacres	masacru	massacre	N;DEF;MASC;SG	N;MASC;PL
hessa	hesse	hessa	hesse	N;INDF;MASC;SG	PROPN
hessa	hesse	hessa	hesse	N;INDF;MASC;SG	PROPN
