den	το	der	ο	DET;ACC;DEF;MASC;SG	DET;NOM;DEF;NEUT;SG
zweiten	δεύτερο	zweit	δεύτερος	ADJ;NOM;MASC;PL	NUM;NOM;NEUT;SG
zweiten	δεύτερος	zweit	δεύτερος	ADJ;NOM;MASC;PL	NUM;NOM;MASC;SG
zweiten	δεύτερη	zweit	δεύτερος	ADJ;NOM;MASC;PL	NUM;NOM;FEM;SG
seite	side	seit	side	N	
seite	page	seit	page	N	
seite	site	seit	site	N	
februar	φεβρουάριος	februaer	φεβρουάριος	PROPN;NOM;SG	N;NOM;MASC;SG
februar	φεβρουάριο	februaer	φεβρουάριο	PROPN;NOM;SG	N
februar	φεβρουαρίου	februaer	φεβρουάριο	PROPN;NOM;SG	N;GEN;MASC;SG
februar	φεβ	februaer	φεβ	PROPN;NOM;SG	
dessen	ποιανού	der	ποιανός	DET;GEN;MASC;SG	PRO;NOM;MASC;SG;3
dessen	τίνος	der	τίνος	DET;GEN;MASC;SG	PRO;GEN;NEUT;SG;3
dessen	ποιου	der	ποιος	DET;GEN;MASC;SG	DET;NOM;DEF;MASC;SG
soll	shall	sollen	shall	V;IND;SG;3;PRS;FIN	
gab	γκαμπ	geben	γκαμπ	V;IND;SG;3;PST;FIN	
etwas	κάτι	etwas	κάτι	ADV	PRO;NOM;NEUT;SG;3
mich	mich	ich	mich	PRO;ACC;SG;1	
zusammen	μαζι	zusammen	μαζι	ADV	N
allerdings	ωστόσο	allerdings	ωστόσο	ADV	CONJ
allerdings	αλλά	allerdings	αλλά	ADV	CONJ
film	ταινία	falmen	ταινία		N;NOM;FEM;SG
film	ταινια	falmen	ταινιά		N;NOM;FEM;SG
film	μεμβράνη	falmen	μεμβράνη		N;NOM;FEM;SG
film	ταινία	falmen	ταινία		N;NOM;FEM;SG
film	ταινια	falmen	ταινιά		N;NOM;FEM;SG
film	φιλμ	falmen	φιλμ		N;NOM;NEUT;SG
neue	νεα	neu	νέος	ADJ;NOM;FEM;PL	N;NOM;FEM;SG
neue	νέο	neu	νέος	ADJ;NOM;FEM;PL	ADJ;ACC;NEUT;SG
neue	νέος	neu	νέος	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
neue	neue	neu	neue	ADJ;NOM;FEM;PL	
leben	life	leben	life	V;NFIN	
leben	ζωή	leben	ζωή	V;NFIN	N;ACC;FEM;SG
leben	ζωη	leben	ζωη	V;NFIN	N;ACC;FEM;SG
leben	ζωντανά	leben	ζωντανός	V;NFIN	ADV
leben	live	leben	live	V;NFIN	
leben	leben	leben	leben	V;NFIN	
namen	ονομασία	name	ονομασία		N;NOM;FEM;SG
namen	όνομα	name	όνομα		N;NOM;NEUT;SG
namen	ονομα	name	ονομα		N;NOM;NEUT;SG
namen	ονοματα	name	όνομα		N;NOM;NEUT;PL
namen	ονόματα	name	όνομα		N;NOM;NEUT;PL
namen	ονομασίες	name	ονομασία		N;NOM;FEM;PL
bitte	pls	bitte	pls		
bitte	παρακαλώ	bitte	παρακαλώ		N;VOC;FEM;SG
relevanz	συνάφεια	relevanz	συνάφεια	ADJ	N;ACC;FEM;SG
muss	πρέπει	müssen	πρέπει	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
mitglied	μέλος	mitglied	μέλος	ADJ	N;NOM;NEUT;SG
mitglied	βουλευτής	mitglied	βουλευτής	ADJ	N;NOM;MASC;SG
mitglied	μελος	mitglied	μελος	ADJ	N;NOM;NEUT;SG
wegen	επειδή	wegen	επειδή	ADP	CONJ
wegen	γιατί	wegen	γιατί	ADP	CONJ
deren	ποιανού	der	ποιανός	DET;GEN;PL	PRO;NOM;MASC;SG;3
deren	τίνος	der	τίνος	DET;GEN;PL	PRO;GEN;NEUT;SG;3
deren	ποιου	der	ποιος	DET;GEN;PL	DET;NOM;DEF;MASC;SG
viele	παρτίδες	viel	παρτίδα	ADJ;NOM;INDF;PL	N;NOM;FEM;PL
viele	πολλα	viel	πολύς	ADJ;NOM;INDF;PL	ADV
text	κείμενο	Text	κείμενο		N;NOM;NEUT;SG
text	στίχοι	Text	στίχος		N;NOM;MASC;PL
text	στίχους	Text	στίχος		N;ACC;MASC;PL
münchen	μονάχου	münchen	μονάχος	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG
münchen	μόναχο	münchen	μόναχος	PROPN;NOM;NEUT;SG	PROPN;NOM;NEUT;SG
löschen	σαφής	löschen	σαφής	V;NFIN	ADJ;NOM;FEM;SG
löschen	σαφές	löschen	σαφής	V;NFIN	ADJ;NOM;NEUT;SG
löschen	καθαρά	löschen	καθερά	V;NFIN	ADV
löschen	διαγραφή	löschen	διαγραφή	V;NFIN	ADV
löschen	διαγραφή	löschen	διαγραφή	V;NFIN	ADV
löschen	διαγραφή	löschen	διαγραφή	V;NFIN	ADV
zurück	επιστροφή	zurück	επιστροφή	ADV	N;ACC;FEM;SG
zurück	πλάτη	zurück	πλάτος	ADV	N;NOM;FEM;SG
allem	ολα	alle	όλος	PRO;DAT;INDF;NEUT;SG	ADV
allem	όλα	alle	όλος	PRO;DAT;INDF;NEUT;SG	ADJ;NOM;NEUT;PL
friedrich	friedrich	friedrich	friedrich	PROPN;NOM;SG	
friedrich	φρέντερικ	friedrich	φρέντερικ	PROPN;NOM;SG	PROPN;NOM;MASC;SG
saison	εποχιακή	saison	εποχιακός	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
saison	εποχή	saison	εποχή	N;NOM;FEM;SG	N;ACC;FEM;SG
saison	σεζον	saison	σεζον	N;NOM;FEM;SG	
saison	σεζόν	saison	σεζόν	N;NOM;FEM;SG	N;ACC;FEM;SG
neuen	νεα	neu	νέος	ADJ;ACC;MASC;SG	N;NOM;FEM;SG
neuen	νέα	neu	νέος	ADJ;ACC;MASC;SG	ADJ;NOM;NEUT;PL
neuen	νέος	neu	νέος	ADJ;ACC;MASC;SG	ADJ;NOM;MASC;SG
art	τύπου	art	τύπος	N;NOM;FEM;SG	N;GEN;MASC;SG
art	type	art	type	N;NOM;FEM;SG	
stand	στέκονταν	stehen	στέκω	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;3;PST;FIN;PASS
stand	θάλαμος	stehen	θάλαμος	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG
stand	μπουθ	stehen	μπουθ	V;IND;SG;3;PST;FIN	
stand	stand	stehen	stand	V;IND;SG;3;PST;FIN	
diesen	αυτά	dies	αυτός	PRO;ACC;MASC;SG	PRO;NOM;NEUT;PL;3
diesen	αυτές	dies	αυτός	PRO;ACC;MASC;SG	PRO;NOM;FEM;PL;3
diesen	οἱ	dies	οἱ	PRO;ACC;MASC;SG	N
diesen	αυτα	dies	αυτός	PRO;ACC;MASC;SG	PRO;NOM;NEUT;PL;3
würde	αξιοπρέπεια	werden	αξιοπρέπεια	V;SBJV;SG;3;PST;FIN	N;ACC;FEM;SG
politiker	πολιτικά	politik	πολιτικός	ADJ	ADV
politiker	πολιτική	politik	πολιτική	ADJ	N;NOM;FEM;SG
personen	κόσμος	Person	κόσμος	N;NOM;FEM;PL	N;NOM;MASC;SG
personen	ανθρώπους	Person	άνθρωπος	N;NOM;FEM;PL	N;ACC;MASC;PL
titel	παλίρροια	titel	παλίρροια		N;NOM;FEM;SG
titel	ίχνη	titel	ίχνος		N;NOM;NEUT;PL
titel	ράγες	titel	ράγη		N;NOM;FEM;PL
titel	τίτλους	titel	τίτλο		NUM;NOM;MASC;PL
titel	τίτλοι	titel	τίτλος		NUM;NOM;MASC;PL
titel	τίτλος	titel	τίτλος		NUM;NOM;MASC;SG
karl	τσαρλς	karlen	τσαρλς	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
karl	charles	karlen	charles	PROPN;NOM;MASC;SG	
karl	σαρλ	karlen	σαρλ	PROPN;NOM;MASC;SG	
karl	κάρολος	karlen	κάρολος	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
karl	κάρλ	karlen	κάρλ	PROPN;NOM;MASC;SG	
karl	καρλ	karlen	καρλ	PROPN;NOM;MASC;SG	N
karl	karl	karlen	karl	PROPN;NOM;MASC;SG	
gut	πρόστιμο	gut	πρόστιμο	ADJ	N;NOM;NEUT;SG
gut	καλο	gut	καλος	ADJ	ADV
gut	καλά	gut	καλά	ADJ	ADV
gut	καλα	gut	καλά	ADJ	ADV
gut	λοιπόν	gut	λοιπόν	ADJ	ADV
statt	αντ	statt	αντ	ADP	N
nachdem	μετα	nachdem	μετα	CONJ	ADV
nachdem	μετά	nachdem	μετά	CONJ	ADV
familie	οικογενεια	familie	οικογενεια	N;NOM;FEM;SG	N;ACC;FEM;SG
weiter	συνεχίζονται	weiter	συνεχίζω	ADV	V;IPFV;IND;PL;3;PRS;FIN;PASS
weiter	συνέχιση	weiter	συνέχιση	ADV	N;ACC;FEM;SG
weiter	συνεχίζεται	weiter	συνεχίζω	ADV	V;IPFV;IND;SG;3;PRS;FIN;PASS
weiter	συνέχιση	weiter	συνέχιση	ADV	N;ACC;FEM;SG
weiter	συνεχίστε	weiter	συνεχίζω	ADV	V;PFV;IMP;PL;2;FIN;ACT
weiter	συνέχεια	weiter	συνέχεια	ADV	N;ACC;FEM;SG
weiter	συνέχισε	weiter	συνεχίζω	ADV	V;PFV;IND;SG;3;PST;FIN;ACT
weiter	συνεχίζεται	weiter	συνεχίζω	ADV	V;IPFV;IND;SG;3;PRS;FIN;PASS
weiter	συνέχεια	weiter	συνέχεια	ADV	N;ACC;FEM;SG
weiter	συνεχίζεται	weiter	συνεχίζω	ADV	V;IPFV;IND;SG;3;PRS;FIN;PASS
weiter	συνεχίζει	weiter	συνεχίζω	ADV	V;IPFV;IND;SG;3;PRS;FIN;ACT
sohn	γιε	sohnen	για	N;NOM;MASC;SG	
hans	hans	hans	hans	PROPN;NOM;MASC;SG	
hans	χανς	hans	χανς	PROPN;NOM;MASC;SG	
johann	γιόχαν	johann	γίοχας	PROPN;NOM;MASC;SG	
johann	τζων	johann	τζων	PROPN;NOM;MASC;SG	
johann	τζον	johann	τζο	PROPN;NOM;MASC;SG	
johann	john	johann	john	PROPN;NOM;MASC;SG	
johann	ιωάννης	johann	ιωάννης	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
großen	μεγάλο	groß	μεγάλος	ADJ;PL	ADJ;NOM;NEUT;SG
großen	μεγάλη	groß	μεγάλος	ADJ;PL	ADJ;NOM;FEM;SG
großen	μεγάλος	groß	μεγάλος	ADJ;PL	ADJ;NOM;MASC;SG
großen	μεγάλο	groß	μεγάλος	ADJ;PL	ADJ;NOM;NEUT;SG
großen	ταγματάρχης	groß	ταγματάρχης	ADJ;PL	N;NOM;MASC;SG
großen	ταγματάρχη	groß	ταγματάρχης	ADJ;PL	N;ACC;MASC;SG
ins	ins	ins	ins		
bild	φωτογραφια	bild	φωτογραφια		N;NOM;FEM;SG
bild	φωτογραφία	bild	φωτογραφία		N;ACC;FEM;SG
bild	εικόνα	bild	εικόνα		N;NOM;FEM;SG
bild	εικόνα	bild	εικόνα		N;NOM;FEM;SG
bild	εικονα	bild	εικονα		N;NOM;FEM;SG
bild	pic	bild	pic		
bild	φωτό	bild	φωτός		N;ACC;FEM;SG
bild	bild	bild	bild		
nichts	τιποτα	nichts	τιποτα	PRO;INDF	ADV
nichts	ανυπαρξία	nichts	ανυπαρξία	PRO;INDF	N;ACC;FEM;SG
wien	βιέννης	weinen	βιέννης		PROPN;GEN;FEM;SG
wien	βιέννη	weinen	βιέννος		PROPN;ACC;FEM;SG
große	μεγάλο	groß	μεγάλος	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
große	μεγάλη	groß	μεγάλος	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
große	μεγάλος	groß	μεγάλος	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
große	μεγάλο	groß	μεγάλος	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
große	τέλεια	groß	τέλεια	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
große	υπέροχα	groß	υπέροχος	ADJ;NOM;FEM;PL	ADV
denn	επειδή	denn	επειδή	CONJ	CONJ
denn	γιατί	denn	γιατί	CONJ	CONJ
peter	πέτρος	peter	πέτρος	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
peter	πέτρο	peter	πέτρο	PROPN;NOM;MASC;SG	PROPN;ACC;MASC;SG
peter	peter	peter	peter	PROPN;NOM;MASC;SG	
peter	πίτερ	peter	πίτερ	PROPN;NOM;MASC;SG	
peter	πήτερ	peter	πήτερ	PROPN;NOM;MASC;SG	
kommt	ελα	kommen	έλας	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
kommt	έλα	kommen	έλας	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
kommt	έρχομαι	kommen	έρχομαι	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;PASS
kommt	έρχονται	kommen	έρχομαι	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;PASS
menschen	ανθρώπους	menschen	άνθρωπος	N;NOM;PL	N;ACC;MASC;PL
menschen	ανθρώπινα	menschen	ανθρώπινος	N;NOM;PL	ADJ;NOM;NEUT;PL
menschen	ανθρώπινη	menschen	ανθρώπινος	N;NOM;PL	ADJ;NOM;FEM;SG
menschen	άνθρωπος	menschen	άνθρωπος	N;NOM;PL	N;NOM;MASC;SG
menschen	ανθρώπινο	menschen	ανθρώπινος	N;NOM;PL	ADJ;NOM;NEUT;SG
menschen	ανθρωπίνων	menschen	ανθρώπινος	N;NOM;PL	ADJ;GEN;NEUT;PL
menschen	ανθρώπινος	menschen	ανθρώπινος	N;NOM;PL	ADJ;NOM;MASC;SG
menschen	κόσμος	menschen	κόσμος	N;NOM;PL	N;NOM;MASC;SG
menschen	ανθρώπους	menschen	άνθρωπος	N;NOM;PL	N;ACC;MASC;PL
begann	ξεκίνησα	beginnen	ξεκινώ	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;1;PST;FIN;ACT
aufgrund	οφειλόμενη	aufgrund	οφειλόμενος	ADP	ADJ;NOM;FEM;SG
sei	sei	sein	sei	V;SBJV;SG;3;PRS;FIN	
jahrhunderts	αιώνα	jahrhundert	αιώνας	ADV	N;ACC;MASC;SG
jahrhunderts	αιώνας	jahrhundert	αιώνας	ADV	N;NOM;MASC;SG
fall	περίπτωση	fall	περίπτωση	ADV	N;ACC;FEM;SG
fall	υποθεση	fall	υποθεση	ADV	N;NOM;FEM;SG
fall	υπόθεση	fall	υπόθεση	ADV	N;NOM;FEM;SG
fall	φθινόπωρο	fall	φθινόπωρος	ADV	N;NOM;NEUT;SG
fall	πτώση	fall	πτώση	ADV	N;ACC;FEM;SG
wilhelm	ουίλιαμ	wilhelm	ουίλιαμ	PROPN;NOM;MASC;SG	
wilhelm	γουίλιαμ	wilhelm	γουίλιαμ	PROPN;NOM;MASC;SG	
wilhelm	βίλχελμ	wilhelm	βίλχελμ	PROPN;NOM;MASC;SG	
englisch	greek	englisch	greek	ADJ	
englisch	αγγλικα	englisch	αγγλικός	ADJ	ADV
englisch	αγγλικά	englisch	αγγλικός	ADJ	ADV
fünf	five	fünf	five	NUM	
könig	κινγκ	könig	κινγκ	N;NOM;SG	
könig	βασιλιά	könig	βασιλιάς	N;NOM;SG	N;ACC;MASC;SG
könig	king	könig	king	N;NOM;SG	
könig	k	könig	k	N;NOM;SG	
welche	που	welch	που	PRO;NOM;SG	PRO;ACC;NEUT;SG;3
mehrere	πολλαπλές	mehrere	πολλαπλά	PRO;NOM;INDF;PL	ADJ;NOM;FEM;PL
mehrere	πολλαπλή	mehrere	πολλαπλή	PRO;NOM;INDF;PL	ADJ;NOM;FEM;SG
mehrere	πολλαπλά	mehrere	πολλαπλά	PRO;NOM;INDF;PL	ADV
meter	μετρητές	meter	μετρητός	ADV	N;NOM;MASC;PL
meter	μετρητή	meter	μετρητός	ADV	N;NOM;MASC;SG
meter	μετρητής	meter	μετρητής	ADV	N;NOM;MASC;SG
schloss	schloss	schließen	schloss	V;SG	
schloss	κλείδωμα	schließen	κλείδωμα	V;SG	N;NOM;NEUT;SG
schloss	λοκ	schließen	λοκ	V;SG	
schloss	κλειδαριά	schließen	κλειδαριά	V;SG	N;NOM;FEM;SG
schloss	καστρο	schließen	καστρο	V;SG	N;NOM;NEUT;SG
schloss	κάστρο	schließen	κάστρο	V;SG	PROPN;NOM;NEUT;SG
schloss	castle	schließen	castle	V;SG	
schloss	πύργο	schließen	πύργος	V;SG	N;ACC;MASC;SG
schloss	ανάκτορα	schließen	ανάκτορα	V;SG	N;NOM;NEUT;PL
schloss	palace	schließen	palace	V;SG	
schloss	παλάτι	schließen	παλάτι	V;SG	N;NOM;NEUT;SG
gruppe	gruppe	grappe	gruppe	N;NOM;FEM;SG	
gruppe	group	grappe	group	N;NOM;FEM;SG	
gruppe	ομάδα	grappe	ομάδα	N;NOM;FEM;SG	N;ACC;FEM;SG
finden	εύρεση	finden	εύρεση	V;NFIN	N;ACC;FEM;SG
finden	εύρημα	finden	εύρημα	V;NFIN	N;NOM;NEUT;SG
finden	εξεύρεση	finden	εξεύρεση	V;NFIN	N;ACC;FEM;SG
genannt	ονόματι	nennen	ονόματι	V;V.PTCP	N;SG
heinrich	χάινριχ	heinrich	χάινριχ	PROPN;NOM;MASC;SG	
heinrich	ερρίκος	heinrich	ερρίκος	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
heinrich	χένρυ	heinrich	χένρυ	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
heinrich	χένρι	heinrich	χένρι	PROPN;NOM;MASC;SG	
letzten	τελευταίο	letzt	τελευταίος	ADJ;PL	ADJ;NOM;NEUT;SG
letzten	τελευταίος	letzt	τελευταίος	ADJ;PL	ADJ;NOM;MASC;SG
letzten	τελευταια	letzt	τελευταίος	ADJ;PL	V;IPFV;IND;PL;3;PRS;FIN;PASS
letzten	τελευταία	letzt	τελευταία	ADJ;PL	ADV
spielte	έπαιζα	spielen	έπαιζα	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;1;PST;FIN;ACT
spielte	έπαιξα	spielen	δαπαίζω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;1;PST;FIN;ACT
neu	νεα	neu	νέος	ADJ	N;NOM;FEM;SG
neu	neu	neu	neu	ADJ	
john	τζων	john	τζων	PROPN;NOM;MASC;SG	
john	τζον	john	τζο	PROPN;NOM;MASC;SG	
john	john	john	john	PROPN;NOM;MASC;SG	
john	ιωάννης	john	ιωάννης	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
weiteren	περαιτέρω	weit	περαιτέρω	ADJ;ACC;MASC;SG	ADV
gewann	κέρδισα	gewinnen	κέρδισα	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;1;PST;FIN;ACT
gewann	γουόν	gewinnen	γουόν	V;IND;SG;3;PST;FIN	
beispiel	δείγμα	beispiel	δείγμα	ADV	N;NOM;NEUT;SG
beispiel	παράδειγμα	beispiel	παράδειγμα	ADV	N;NOM;NEUT;SG
beispiel	παραδειγμα	beispiel	παραδειγμα	ADV	N;NOM;NEUT;SG
beispiel	παραδείγματα	beispiel	παράδειγμα	ADV	N;NOM;NEUT;PL
usa	ηπα	usa	λπο	PROPN;NOM;MASC;PL	N
recht	σωστό	recht	σωστός	ADV	ADJ;NOM;NEUT;SG
recht	νόμο	recht	νόμος	ADV	N;ACC;MASC;SG
recht	δίκαιο	recht	δίκαιο	ADV	N;NOM;NEUT;SG
recht	νόμος	recht	νόμος	ADV	N;NOM;MASC;SG
bin	μπιν	sein	μπιν	V;IND;SG;2;PRS;FIN	
york	γιορκ	york	γιορκ	PROPN;NOM;NEUT;SG	
york	υόρκη	york	υόρκη	PROPN;NOM;NEUT;SG	PROPN;NOM;FEM;SG
york	york	york	york	PROPN;NOM;NEUT;SG	
paul	παύλος	paul	παύλος	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
paul	paul	paul	paul	PROPN;NOM;MASC;SG	
paul	πωλ	paul	πωλ	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
paul	πολ	paul	πολ	PROPN;NOM;MASC;SG	N
frage	ρώτησε	frage	ρωτώ	N;NOM;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
frage	ρώτα	frage	ρώτα	N;NOM;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
frage	ρωτήστε	frage	ρωτώ	N;NOM;FEM;SG	V;PFV;IND;PL;2;FIN;ACT
frage	ρωτήσω	frage	ρωτώ	N;NOM;FEM;SG	V;PFV;IND;SG;1;FIN;ACT
frage	ζήτα	frage	ζήτα	N;NOM;FEM;SG	V;IPFV;IND;SG;1;PST;FIN;ACT
frage	ερώτηση	frage	ερώτηση	N;NOM;FEM;SG	N;ACC;FEM;SG
insgesamt	συνολο	insgesamt	συνολο	ADV	N;NEUT;SG
insgesamt	σύνολο	insgesamt	σύνολο	ADV	N;NOM;NEUT;SG
insgesamt	σύνολα	insgesamt	σύνολο	ADV	N;NOM;NEUT;PL
kurz	σύντομο	kurz	σύντομο	ADJ	N;NOM;NEUT;SG
kurz	σύντομη	kurz	σύντομος	ADJ	N;NOM;FEM;SG
kurz	σύντομος	kurz	σύντομος	ADJ	N;NOM;MASC;SG
kurz	σύντομος	kurz	σύντομος	ADJ	N;NOM;MASC;SG
kurz	σύντομο	kurz	σύντομο	ADJ	N;NOM;NEUT;SG
kurz	σύντομη	kurz	σύντομος	ADJ	N;NOM;FEM;SG
unternehmen	λόχος	unternehmen	λόχος	N;NOM;NEUT;PL	N;NOM;MASC;SG
unternehmen	εταιρεία	unternehmen	εταιρεία	N;NOM;NEUT;PL	N;NOM;FEM;SG
unternehmen	εταιρία	unternehmen	εταιρία	N;NOM;NEUT;PL	N;NOM;FEM;SG
unternehmen	business	unternehmen	business	N;NOM;NEUT;PL	
verwendet	χρησιμοποιούμενα	verwenden	χρησιμοποιούμενος	V;V.PTCP	ADV
verwendet	χρησιμοποιούμενες	verwenden	χρησιμοποιούμενος	V;V.PTCP	ADJ;NOM;FEM;PL
verwendet	χρήσεις	verwenden	χρήση	V;V.PTCP	N;NOM;FEM;PL
verwendet	χρήσεων	verwenden	χρήση	V;V.PTCP	N;GEN;FEM;PL
verwendet	χρησιμοποιούμενη	verwenden	χρησιμοποιούμενος	V;V.PTCP	ADJ;NOM;FEM;SG
straße	δρόμους	straß	δρόμος	ADJ	N;ACC;MASC;PL
straße	οδοί	straß	οδός	ADJ	N;NOM;FEM;PL
straße	δρόμοι	straß	δρόμος	ADJ	N;NOM;MASC;PL
straße	στριτ	straß	στριτ	ADJ	
straße	οδός	straß	οδός	ADJ	N;NOM;FEM;SG
straße	δρόμος	straß	δρόμος	ADJ	N;NOM;MASC;SG
straße	δρόμους	straß	δρόμος	ADJ	N;ACC;MASC;PL
straße	δρόμοι	straß	δρόμος	ADJ	N;NOM;MASC;PL
straße	οδός	straß	οδός	ADJ	N;NOM;FEM;SG
straße	δρόμος	straß	δρόμος	ADJ	N;NOM;MASC;SG
straße	δρόμο	straß	δρόμος	ADJ	N;ACC;MASC;SG
straße	road	straß	road	ADJ	
rund	περ	rund	περ	ADV	N
rund	στρογγυλό	rund	στρογγυλός	ADV	N;NOM;NEUT;SG
rund	γύρο	rund	γύρος	ADV	N;ACC;MASC;SG
rund	στρογγυλά	rund	στρογγυλά	ADV	N;NOM;NEUT;PL
rund	στρογγυλή	rund	στρογγυλή	ADV	ADJ;NOM;FEM;SG
rund	γύρος	rund	γύρος	ADV	N;NOM;MASC;SG
einfach	απλός	einfach	απλός	ADV	ADJ;NOM;MASC;SG
einfach	απλή	einfach	απλός	ADV	ADJ;NOM;FEM;SG
einfach	απλό	einfach	απλός	ADV	ADJ;NOM;NEUT;SG
einfach	εύκολη	einfach	εύκολος	ADV	ADJ;NOM;FEM;SG
einfach	εύκολο	einfach	εύκολος	ADV	ADJ;NOM;NEUT;SG
datei	φάκελος	datei	φάκελος		N;NOM;MASC;SG
datei	file	datei	file		
datei	αρχείο	datei	αρχείο		N;NOM;NEUT;SG
frau	σύζυγο	frau	σύζυγος	N;NOM;FEM;SG	N;ACC;FEM;SG
land	χωρα	land	χωρα		N;ACC;FEM;SG
land	χώρα	land	χώρα		N;NOM;FEM;SG
land	ξηρά	land	ξηρά		N;NOM;NEUT;PL
land	land	land	land		
land	γη	land	γη		N;NOM;FEM;SG
land	στεριά	land	στεριά		N;NOM;FEM;SG
hatten	είχε	haben	έχω	V;IND;PL;3;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
tod	θάνατος	tod	θάνατος		N;NOM;MASC;SG
tod	θάνατο	tod	θάνατος		N;ACC;MASC;SG
tod	τοντ	tod	τοντ		
tod	θανάτους	tod	θάνατος		N;ACC;MASC;PL
tod	θάνατοι	tod	θάνατος		N;NOM;MASC;PL
arbeit	εργασίες	arbeit	εργασία	N;NOM;FEM;SG	N;NOM;FEM;PL
arbeit	δουλεια	arbeit	δουλεια	N;NOM;FEM;SG	N;ACC;FEM;SG
arbeit	εργατικό	arbeit	εργατικός	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
macht	power	machen	power	V;IND;SG;3;PRS;FIN	
macht	εξουσία	machen	εξουσία	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
macht	δύναμη	machen	δύναμη	V;IND;SG;3;PRS;FIN	N;ACC;FEM;SG
macht	ισχύς	machen	ισχύς	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
paris	paris	paris	paris	PROPN;NOM;NEUT;SG	
paris	πάρις	paris	πάρις	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG
paris	παρίσι	paris	παρίσι	PROPN;NOM;NEUT;SG	PROPN;NOM;NEUT;SG
alles	ολα	alle	όλος	PRO;NOM;INDF;NEUT;SG	ADV
alles	όλα	alle	όλος	PRO;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;PL
alles	ολα	alle	όλος	PRO;NOM;INDF;NEUT;SG	ADV
alles	όλοι	alle	όλος	PRO;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;PL
alles	όλες	alle	όλος	PRO;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;PL
alles	όλα	alle	όλος	PRO;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;PL
alles	alles	alle	alles	PRO;NOM;INDF;NEUT;SG	
landkreis	νομό	landkreis	νομός	N	ADV
führte	led	führen	led	V;IND;SG;3;PST;FIN	
kategorie	κατηγορίες	kategorie	κατηγορία	N;NOM;FEM;SG	N;NOM;FEM;PL
kategorie	κατηγοριες	kategorie	κατηγορία	N;NOM;FEM;SG	N;NOM;FEM;PL
bedeutung	συνάφεια	bedeutung	συνάφεια	ADJ	N;ACC;FEM;SG
bedeutung	σπουδαιότητα	bedeutung	σπουδαιότητα	ADJ	N;ACC;FEM;SG
bedeutung	σημασία	bedeutung	σημασία	ADJ	N;NOM;FEM;SG
bedeutung	έννοια	bedeutung	έννοια	ADJ	N;NOM;FEM;SG
bedeutung	νόημα	bedeutung	νόημα	ADJ	N;NOM;NEUT;SG
bedeutung	εννοώντας	bedeutung	εννοώ	ADJ	V;IPFV;V.CVB;ACT
bedeutung	σημασίες	bedeutung	σημασία	ADJ	N;NOM;FEM;PL
bedeutung	νοήματα	bedeutung	νόημα	ADJ	N;NOM;NEUT;PL
bedeutung	σημασία	bedeutung	σημασία	ADJ	N;NOM;FEM;SG
relevant	συνάφεια	relevant	συνάφεια	ADJ	N;ACC;FEM;SG
bereich	τομέας	bereich	τομέας	ADV	N;NOM;MASC;SG
