ofiarą	áldozat	ofiara	áldozat	N;INS;FEM;SG	N;NOM;SG
pozytywne	pozitívak	pozytywny	pozitív	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
pętli	hurkok	pętla	hurk		N;NOM;PL
pętli	hurok	pętla	hur		N;NOM;SG
historie	történetek	histora	történet	N;NOM;FEM;SG	N;NOM;PL
historie	történeteket	histora	történet	N;NOM;FEM;SG	N;ACC;PL
historie	mesék	histora	mesék	N;NOM;FEM;SG	N;NOM;PL
historie	bejegyzések	histora	bejegyzés	N;NOM;FEM;SG	N;NOM;PL
sheffield	sheffield	sheffield	sheffield	PROPN;NOM;MASC;SG	N;NOM;SG
intensywnie	heves	intensywnie	heves	ADV	
intensywnie	intenzív	intensywnie	intenzív	ADV	
intensywnie	intenzíven	intensywnie	intenzív	ADV	N;ON+ESS;SG
intensywnie	intenzíven	intensywnie	intenzív	ADV	N;ON+ESS;SG
niepełnosprawnych	fogyatékkal	niepełnosprawny	fogyaték	ADJ;GEN;MASC;PL	N;INS;SG
niepełnosprawnych	kikapcsolva	niepełnosprawny	kikapcsolva	ADJ;GEN;MASC;PL	ADV;V.CVB
niepełnosprawnych	fogyatékos	niepełnosprawny	fogyatékos	ADJ;GEN;MASC;PL	ADJ;NOM;SG
niepełnosprawnych	rokkant	niepełnosprawny	rokkan	ADJ;GEN;MASC;PL	
niepełnosprawnych	fogyatékos	niepełnosprawny	fogyatékos	ADJ;GEN;MASC;PL	ADJ;NOM;SG
niepełnosprawnych	mozgássérült	niepełnosprawny	mozgássérül	ADJ;GEN;MASC;PL	V;INDF;IND;SG;3;PST;FIN;ACT
magnus	magnus	magnus	magnus	N;NOM;MASC;SG	
kolejce	sorban	kolejka	sor	N;DAT;FEM;SG	N;IN+ESS;SG
libii	líbia	libić	líb	PROPN;GEN;FEM;SG	N;NOM;SG
fizyka	fizika	fizyk	fizika		N;NOM;SG
sporów	viták	spór	vita		N;NOM;PL
malarzy	festők	malarz	festő	N;ACC;MASC;PL	N;NOM;PL
jeremy	jeremy	jeremć	jeremy	PROPN;NOM;MASC;SG	
nagrobek	sírkő	nagrobek	sírkő	N;ACC;MASC;SG	N;NOM;SG
nagrobek	sír	nagrobek	sír	N;ACC;MASC;SG	N;NOM;SG
nagrobek	sírkő	nagrobek	sírkő	N;ACC;MASC;SG	N;NOM;SG
haiti	haiti	haiti	haiti		N;NOM;SG
haiti	haiti	haiti	haiti		N;NOM;SG
przekształcenia	átalakulások	przekształcenie	átalakulás	N;NOM;NEUT;SG	N;NOM;PL
dłoni	palm	dłoń	palm	N;GEN;FEM;SG	
wiara	faith	wiara	faith	N;NOM;FEM;SG	
wiara	hittel	wiara	hit	N;NOM;FEM;SG	N;INS;SG
wiara	hitet	wiara	hít	N;NOM;FEM;SG	N;ACC;SG
jesień	ősszel	jesień	ősszel		ADV
jesień	esés	jesień	esés		N;NOM;SG
jesień	zuhanás	jesień	zuhanás		N;NOM;SG
jesień	ősszel	jesień	ősszel		ADV
rejestracji	nyilvántartási	rejestracja	nyilvántartási	N;GEN;FEM;SG	ADJ;NOM;SG
rejestracji	nyilvántartásba	rejestracja	nyilvántartás	N;GEN;FEM;SG	N;IN+ALL;SG
rejestracji	regisztráció	rejestracja	regisztráció	N;GEN;FEM;SG	N;NOM;SG
myślenia	gondolkodik	myślenie	gondolkodik	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;INDF;IND;SG;3;PRS;FIN;ACT
myślenia	gondolkodom	myślenie	gondolkodik	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;INDF;IND;SG;1;PRS;FIN;ACT
myślenia	gondolkodó	myślenie	gondolkodó	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
zmiennych	változók	zmienny	változó	ADJ;GEN;MASC;PL	N;NOM;PL
prześladowań	üldöztetés	prześladowanie	üldöztetés	N;GEN;NEUT;PL	N;NOM;SG
prześladowań	üldözés	prześladowanie	üldözés	N;GEN;NEUT;PL	N;NOM;SG
bezpośredni	direct	bezpośredni	direct		N;NOM;SG
bezpośredni	közvetlenül	bezpośredni	közvetlen		ADJ;FRML;SG
błony	membránok	błon	membrán		N;NOM;PL
głębokie	mély	głęboki	mély	ADJ;NOM;NEUT;SG	
głębokie	mélyreható	głęboki	mélyreható	ADJ;NOM;NEUT;SG	
pieszych	gyalogosok	pieszy	gyalogos		N;NOM;PL
laurent	laurent	laurent	laurent	PROPN;NOM;MASC;SG	
przedstawiona	bemutatott	przedstawić	bemutatott	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
inicjatywa	kezdeményező	inicjatywa	kezdeményező	N;NOM;FEM;SG	
palermo	palermo	palermo	palermo	PROPN;NOM;MASC;SG	
wdowa	özvegy	wdowa	özvegy	N;NOM;FEM;SG	
prywatny	magán	prywatny	maga	ADJ;NOM;MASC;SG	
prywatny	privát	prywatny	priva	ADJ;NOM;MASC;SG	
usuwania	megsemmisítés	usuwać	megsemmisítés	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;SG
gil	gil	gil	gil	PROPN;NOM;MASC;SG	
boliwii	bolíviai	boliwia	bolíviai		ADJ;NOM;SG
wyrażenia	mondatok	wyrażenie	mondat	N;NOM;NEUT;SG	N;NOM;PL
wyrażenia	kifejezéseket	wyrażenie	kifejezés	N;NOM;NEUT;SG	N;ACC;PL
wyrażenia	kifejezések	wyrażenie	kifejezés	N;NOM;NEUT;SG	N;NOM;PL
wyrażenia	kifejezéseket	wyrażenie	kifejezés	N;NOM;NEUT;SG	N;ACC;PL
wyrażenia	kifejezések	wyrażenie	kifejezés	N;NOM;NEUT;SG	N;NOM;PL
edu	edu	edeb	edu		PROPN;NOM;SG
nasion	vetőmag	nasiono	vetőmag		N;NOM;SG
nasion	magvak	nasiono	magv		N;NOM;PL
nasion	magok	nasiono	magok		N;NOM;PL
nasion	vetőmag	nasiono	vetőmag		N;NOM;SG
śródziemnego	mediterrán	śródziemny	mediterra	ADJ;ACC;MASC;SG	
siódme	hetedik	siódmy	hetedik		ADJ;NOM;SG
starsza	idősebbek	stary	idős	ADJ;NOM;CMPR;FEM;SG	N;NOM;PL
porównania	összehasonlítás	porównanie	összehasonlítás	N;NOM;NEUT;SG	
phillips	phillips	phillips	phillips	PROPN;NOM;MASC;SG	
antwerpii	antwerpen	antwerpia	antperp	PROPN;NOM;MASC;SG	N;NOM;SG
münchen	münchen	münchen	münchen	PROPN;NOM;MASC;SG	N;NOM;SG
poczęcia	fogantatás	począć	fogantatás	N;GEN;NEUT;SG	N;NOM;SG
ustaw	szett	ustawa	szett	V;IPFV;IMP;SG;2;FIN;ACT	N;NOM;SG
ustaw	set	ustawa	set	V;IPFV;IMP;SG;2;FIN;ACT	
ustaw	beállítva	ustawa	beállítva	V;IPFV;IMP;SG;2;FIN;ACT	ADV;V.CVB
ustaw	forgatás	ustawa	forgatás	V;IPFV;IMP;SG;2;FIN;ACT	N;NOM;SG
dialog	párbeszédre	dialog	párbeszéd	N;NOM;MASC;SG	N;ON+ALL;SG
palace	palace	palak	palace	N;NOM;MASC;SG	
uwięziony	csapdában	uwięzić	csapda	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;IN+ESS;SG
ogrodzie	kert	ogród	ker	N;DAT;MASC;SG	N;NOM;SG
ogrodzie	kertje	ogród	kert	N;DAT;MASC;SG	N;NOM;SG
ogrodzie	garden	ogród	garden	N;DAT;MASC;SG	
ogrodzie	kertben	ogród	kert	N;DAT;MASC;SG	N;IN+ESS;SG
robertson	robertson	robertson	robertson	PROPN;NOM;MASC;SG	
iwona	yvonne	iwon	yvonne	PROPN;NOM;FEM;SG	
galaktyk	galaxisok	galaktyk	galaxisok	N;GEN;MASC;PL	N;NOM;PL
wiosna	tavasz	wiosna	tavasz		N;NOM;SG
rządowe	kormány	rządowy	kormány	ADJ;NOM;NEUT;SG	N;NOM;SG
rządowe	kormányzat	rządowy	kormányzat	ADJ;NOM;NEUT;SG	N;NOM;SG
śpiewa	ének	śpiewać	én	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG
śpiewa	éneklés	śpiewać	éneklés	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG
przekonany	meggyőzte	przekonany	meggyőz	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
kaliber	kaliber	kaliber	kaliber		N;NOM;SG
bibliotekę	könyvtári	biblioteka	könyvtári	N;ACC;FEM;SG	N;NOM;SG
bibliotekę	könyvtár	biblioteka	Könyvtár	N;ACC;FEM;SG	N;NOM;SG
bibliotekę	könyvtárban	biblioteka	könyvtár	N;ACC;FEM;SG	N;IN+ESS;SG
moritz	moritz	moritz	moritz	V;IPFV;IND;SG;PRS;FIN;ACT	
orbitę	pályára	orbić	pálya	N;ACC;FEM;SG	N;ON+ALL;SG
mohamed	mohamed	mohamed	mohamed	N;NOM;MASC;SG	
ciężki	heavy	ciężki	heavy	ADJ;NOM;MASC;SG	
ciężki	súlyos	ciężki	súlyos	ADJ;NOM;MASC;SG	
ciężki	nehéz	ciężki	nehéz	ADJ;NOM;MASC;SG	
zarejestrowany	bejegyzett	zarejestrować	bejegyzett	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zarejestrowany	regisztrált	zarejestrować	regisztrált	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zarejestrowany	nyilvántartott	zarejestrować	nyilvántartott	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zarejestrowany	rögzített	zarejestrować	rögzített	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zarejestrowany	rögzítve	zarejestrować	rögzítve	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;SG
zarejestrowany	regisztrált	zarejestrować	regisztrált	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zarejestrowany	nyilvántartott	zarejestrować	nyilvántartott	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
child	gyermek	child	gyermek		N;NOM;SG
child	gyermeke	child	gyermeke		N;NOM;SG
child	gyermekem	child	gyermekem		N;NOM;SG
child	gyerek	child	gyerek		N;NOM;SG
podejścia	megközelítések	podejść	megközelítés	N;GEN;NEUT;SG	N;NOM;PL
podejścia	megközelítése	podejść	megközelítés	N;GEN;NEUT;SG	N;NOM;SG
podejścia	megközelítés	podejść	megközelítés	N;GEN;NEUT;SG	N;NOM;SG
okładki	fedezze	okładka	fedez	N;ACC;FEM;PL	V;DEF;IMP;SG;3;PRS;FIN;ACT
okładki	címlap	okładka	címlap	N;ACC;FEM;PL	CONJ
okładki	fedezni	okładka	fedez	N;ACC;FEM;PL	V;NFIN;ACT
okładki	fedő	okładka	fedő	N;ACC;FEM;PL	N;NOM;SG
okładki	borító	okładka	borító	N;ACC;FEM;PL	N;NOM;SG
okładki	borító	okładka	borító	N;ACC;FEM;PL	N;NOM;SG
okładki	takaró	okładka	takaró	N;ACC;FEM;PL	N;NOM;SG
podmiot	figyelemmel	podmiot	figyelem	N;NOM;MASC;SG	N;INS;SG
volley	sortűz	volley	sortűz		N;NOM;SG
rzymian	rómaiak	rzymianin	római		N;NOM;PL
zaproszony	meghívott	zaprosić	meghívott	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zaproszony	meghívva	zaprosić	meghívva	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADV;V.CVB
zbiorowe	kollektív	zbiorowy	kollektív	ADJ;NOM;NEUT;SG	
reprezentujący	képviselni	reprezentować	képvisel	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;NFIN;ACT
reprezentujący	képviseletében	reprezentować	képviselet	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	N;IN+ESS;SG
wież	tornyok	wież	torny	N;GEN;FEM;PL	N;NOM;PL
współpracownik	társult	współpracownik	társul	N;NOM;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
lokomotywy	mozdonyok	lokomotywa	mozdony	N;ACC;FEM;PL	N;NOM;PL
lokomotywy	mozdony	lokomotywa	mozdony	N;ACC;FEM;PL	N;NOM;SG
zagrzeb	zágráb	zagrzeb	zágráb	PROPN;NOM;MASC;SG	N;NOM;SG
bibliotek	könyvtárak	bibliotek	könyvta	N;GEN;FEM;PL	N;NOM;PL
tomáš	tomáš	tomry	tomáš	PROPN;NOM;MASC;SG	PROPN;NOM;SG
skamieniałości	kövületek	skamieniałość	kövület	N;ACC;FEM;PL	N;NOM;PL
księżniczki	királylány	księżniczka	királylány	N;GEN;FEM;SG	N;NOM;SG
księżniczki	hercegnő	księżniczka	hercegnő	N;GEN;FEM;SG	N;NOM;SG
księżniczki	hercegnők	księżniczka	herceg	N;GEN;FEM;SG	N;NOM;PL
techniczna	műszaki	techniczny	műszaki	ADJ;NOM;FEM;SG	N;NOM;SG
świadomość	eszméletét	świadomość	eszmélet	N;NOM;FEM;SG	N;ACC;SG
miles	mérföld	miles	mérföld		N;NOM;SG
utrata	veszteségek	utratać	veszteség	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL
utrata	veszteség	utratać	veszteség	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG
zatwierdzony	hitelesített	zatwierdzić	hitelesít	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zatwierdzony	engedélyezett	zatwierdzić	engedélyezett	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zatwierdzony	jóváhagyott	zatwierdzić	jóváhagyott	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
potocki	potocki	potocka	potocki	PROPN;NOM;MASC;SG	
michelle	michelle	michelle	michelle	PROPN;NOM;FEM;SG	N;NOM;SG
baden	baden	baden	baden		PROPN;NOM;SG
przestępstwa	bűncselekmények	przestępstwo	bűncselekmény	N;NOM;NEUT;SG	N;NOM;PL
przestępstwa	jogsértések	przestępstwo	jogsértés	N;NOM;NEUT;SG	N;NOM;PL
przestępstwa	bűncselekmények	przestępstwo	bűncselekmény	N;NOM;NEUT;SG	N;NOM;PL
przestępstwa	bűnök	przestępstwo	bűnök	N;NOM;NEUT;SG	N;NOM;PL
przestępstwa	bűncselekmények	przestępstwo	bűncselekmény	N;NOM;NEUT;SG	N;NOM;PL
jutro	holnap	jutro	holnap	ADV	
ostre	sharp	ostry	sharp		N;NOM;SG
ostre	fűszeres	ostry	fűszeres		N;NOM;SG
ostre	akut	ostry	akut		N;NOM;SG
luftwaffe	luftwaffe	luftwaffe	luftwaffe		N;NOM;SG
szybkość	sebesség	szybkość	sebesség	N;ACC;FEM;SG	N;NOM;SG
szybkość	fordulatszám	szybkość	fordulatszám	N;ACC;FEM;SG	N;NOM;SG
szybkość	gyorsaság	szybkość	gyorsaság	N;ACC;FEM;SG	N;NOM;SG
podgatunki	alfaj	podgatunka	alfaj	N;NOM;MASC;PL	N;NOM;SG
pytań	kérdés	pytanie	kérdés	N;GEN;NEUT;PL	N;NOM;SG
pytań	kérdéseket	pytanie	kérdés	N;GEN;NEUT;PL	N;ACC;PL
pytań	kérdések	pytanie	kérdés	N;GEN;NEUT;PL	N;NOM;PL
software	szoftverek	softwary	szoftver		N;NOM;PL
software	szoftver	softwary	szoftver		N;NOM;SG
zatopiony	elsüllyedt	zatopić	elsüllyed	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zatopiony	süllyedt	zatopić	süllyed	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zatopiony	elsüllyedt	zatopić	elsüllyed	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zatopiony	beesett	zatopić	beesett	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
wiktorii	viktória	wiktoria	viktória	N;GEN;FEM;SG	N;NOM;SG
wiktorii	victoria	wiktoria	victoria	N;GEN;FEM;SG	N;NOM;SG
sandra	sandra	sandra	sand	PROPN;NOM;FEM;SG	
wyroby	termék	wyrób	termék	N;NOM;MASC;PL	N;NOM;SG
wyroby	termékeket	wyrób	termék	N;NOM;MASC;PL	N;ACC;PL
strategii	stratégiák	strategia	stratégia	N;GEN;FEM;SG	N;NOM;PL
strategii	stratégia	strategia	stratégia	N;GEN;FEM;SG	N;NOM;SG
strategii	stratégiát	strategia	stratégia	N;GEN;FEM;SG	N;ACC;SG
emmy	emmy	emmy	emmy	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN;NOM;SG
nadzoru	felügyelet	nadzór	felügyelet	N;GEN;MASC;SG	N;NOM;SG
nadzoru	felügyelet	nadzór	felügyelet	N;GEN;MASC;SG	N;NOM;SG
nadzoru	megfigyelés	nadzór	megfigyelés	N;GEN;MASC;SG	N;NOM;SG
nadzoru	felügyeleti	nadzór	felügyeleti	N;GEN;MASC;SG	ADJ;NOM;SG
satelitarne	műholdas	satelitarny	műholdas	ADJ;NOM;NEUT;SG	
satelitarne	műhold	satelitarny	műhold	ADJ;NOM;NEUT;SG	N;NOM;SG
zabawy	móka	zabawa	móka	N;ACC;FEM;SG	N;NOM;SG
zabawy	szórakozás	zabawa	szórakozás	N;ACC;FEM;SG	N;NOM;SG
tajemnicy	titoktartás	tajemnica	titoktartás	N;GEN;FEM;SG	N;NOM;SG
operatora	operátor	operator	operátor	N;ACC;MASC;SG	N;NOM;SG
operatora	kezelő	operator	kezelő	N;ACC;MASC;SG	ADJ;NOM;SG
operatora	üzemeltető	operator	üzemeltető	N;ACC;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
ćwiczeń	gyakorlatokat	ćwiczenie	gyakorlat	N;GEN;NEUT;PL	N;ACC;PL
ćwiczeń	gyakorlatok	ćwiczenie	gyakorlat	N;GEN;NEUT;PL	N;NOM;PL
nico	nico	nico	nico		N;NOM;SG
przeznaczenia	végzet	przeznaczenie	végzet	N;GEN;NEUT;SG	N;NOM;SG
przeznaczenia	sors	przeznaczenie	sors	N;GEN;NEUT;SG	N;NOM;SG
przeznaczenia	végzet	przeznaczenie	végzet	N;GEN;NEUT;SG	N;NOM;SG
przeznaczenia	sors	przeznaczenie	sors	N;GEN;NEUT;SG	N;NOM;SG
łuk	arch	łuk	arch	N;NOM;MASC;SG	
poprawnie	helyesen	poprawnie	helyes	ADV	ADJ;FRML;SG
lucie	lucie	luto	lucie	PROPN;NOM;FEM;SG	PROPN;NOM;SG
atlancie	atlanta	atlant	atlan	N;DAT;MASC;SG	
atlancie	atlantában	atlant	atlanta	N;DAT;MASC;SG	N;IN+ESS;SG
atlancie	atlantai	atlant	atlant	N;DAT;MASC;SG	N;NOM;SG
smoka	sárkány	smoka	sárkány	N;ACC;MASC;SG	N;NOM;SG
smoka	dragon	smoka	dragon	N;ACC;MASC;SG	
opisano	leírt	opisać	leírt	V;PFV;IND;0;PST;FIN;ACT	
kwatera	kabinjába	kwater	kabin	N;NOM;FEM;SG	N;IN+ALL;SG
tajne	titok	tajny	titok		N;NOM;SG
tajne	titkosított	tajny	titkosított		V;INDF;IND;SG;3;PST;FIN;ACT
julius	julius	julius	julius	PROPN;NOM;MASC;SG	
ciepło	hőség	ciepło	hőség		N;NOM;SG
ciepło	hő	ciepło	hő		N;NOM;SG
ciepło	fűtés	ciepło	fűtés		N;NOM;SG
alexandre	alexandre	alexandre	alexand	N;NOM;MASC;SG	N;ON+ALL;SG
aniołów	angyalok	anioł	angyal	N;GEN;MASC;PL	N;NOM;PL
wycofanie	visszavonásáról	wycofać	visszavonás	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
gość	látogatói	gość	látogató	V;IPFV;IND;SG;PST;FIN;ACT	N;NOM;PL
gość	látogató	gość	látogató	V;IPFV;IND;SG;PST;FIN;ACT	ADJ;NOM;SG
gość	fickó	gość	fickó	V;IPFV;IND;SG;PST;FIN;ACT	
gość	guy	gość	guy	V;IPFV;IND;SG;PST;FIN;ACT	
gość	pasi	gość	pasi	V;IPFV;IND;SG;PST;FIN;ACT	N;NOM;SG
gość	srác	gość	srác	V;IPFV;IND;SG;PST;FIN;ACT	N;NOM;SG
gość	vendég	gość	vendég	V;IPFV;IND;SG;PST;FIN;ACT	N;NOM;SG
fale	hullám	fala	hullám	N;NOM;FEM;PL	N;NOM;SG
fale	hullám	fala	hullám	N;NOM;FEM;PL	N;NOM;SG
statut	alapszabály	statut	alapszabály	N;NOM;MASC;SG	
dochodów	jövedelem	dochód	jövedel	N;GEN;MASC;PL	N;NOM;SG
dochodów	bevétel	dochód	bevétel	N;GEN;MASC;PL	N;NOM;SG
dochodów	jövedelmek	dochód	jövedelem	N;GEN;MASC;PL	N;NOM;PL
dochodów	bevételek	dochód	bevétel	N;GEN;MASC;PL	N;NOM;PL
dochodów	jövedelme	dochód	jövedelem	N;GEN;MASC;PL	N;NOM;SG
strażnik	őrző	strażnik	őrző	N;NOM;MASC;SG	
szerokiej	tág	szeroki	tág	ADJ;GEN;FEM;SG	
szerokiej	széles	szeroki	széles	ADJ;GEN;FEM;SG	N;NOM;SG
dyplomatyczne	diplomata	dyplomatyczny	diplomata	ADJ;NOM;NEUT;SG	N;NOM;SG
too	is	too	is		CONJ
podyplomowe	posztgraduális	podyplomowy	posztgraduális	ADJ;NOM;NEUT;SG	N;NOM;SG
wbc	wbc	wbiąć	wbc		N;NOM;SG
berkeley	berkeley	berkeley	berkeley	N;NOM;MASC;SG	
rydze	riga	ryda	riga		PROPN;NOM;SG
wiarę	hitem	wiara	hít	N;ACC;FEM;SG	N;NOM;SG
wiarę	faith	wiara	faith	N;ACC;FEM;SG	
wiarę	hit	wiara	hi	N;ACC;FEM;SG	N;NOM;SG
wiarę	hittel	wiara	hit	N;ACC;FEM;SG	N;INS;SG
kostki	bokája	kostka	boka		N;NOM;SG
kostki	boka	kostka	boka		N;NOM;SG
kostki	boka	kostka	boka		N;NOM;SG
kostki	kockák	kostka	kocka		N;NOM;PL
rozbudowa	meghosszabbítás	rozbudowy	meghosszabbítás		N;NOM;SG
rozbudowa	kiterjesztés	rozbudowy	kiterjesztés		N;NOM;SG
rozbudowa	kiterjesztése	rozbudowy	kiterjesztés		N;NOM;SG
rozbudowa	bővítés	rozbudowy	bővítés		N;NOM;SG
rozbudowa	bővülő	rozbudowy	bővülő		ADJ;NOM;SG
rozbudowa	terjeszkedés	rozbudowy	terjeszkedés		N;NOM;SG
rozbudowa	bővítés	rozbudowy	bővítés		N;NOM;SG
nowoczesne	modern	nowoczesny	modern	ADJ;NOM;NEUT;SG	
nowoczesne	korszerű	nowoczesny	korszerű	ADJ;NOM;NEUT;SG	
analogicznie	hasonlóképpen	analogicznie	hasonlóképpen	ADV	
analogicznie	hasonlóan	analogicznie	hasonló	ADV	ADJ;FRML;SG
emily	emily	emil	emily	V;IPFV;IND;SG;PRS;FIN;ACT	
ostateczny	végső	ostateczny	végső	ADJ;NOM;MASC;SG	
ostateczny	végleges	ostateczny	végleges	ADJ;NOM;MASC;SG	
ostateczny	záró	ostateczny	záró	ADJ;NOM;MASC;SG	N;NOM;SG
ostateczny	utolsó	ostateczny	utolsó	ADJ;NOM;MASC;SG	
ostateczny	végső	ostateczny	végső	ADJ;NOM;MASC;SG	
clinton	clinton	clinton	clint	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;SG
czwartek	csütörtökön	czwartek	csütörtök	N;NOM;MASC;SG	N;ON+ESS;SG
czwartek	csütörtök	czwartek	csütört	N;NOM;MASC;SG	
eduard	eduard	eduard	eduard	PROPN;NOM;MASC;SG	
ukraińców	ukránok	ukrainiec	ukrán	N;ACC;MASC;PL	N;NOM;PL
nauczanie	tanít	nauczanie	tanít	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;INDF;IND;SG;3;PRS;FIN;ACT
nauczanie	tanítani	nauczanie	tanít	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN;ACT
nauczanie	tanítás	nauczanie	tanítás	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
rejestr	regisztrálj	rejestr	regisztrál	N;NOM;MASC;SG	V;DEF;IMP;SG;1;PRS;FIN;ACT
holowania	vontató	holować	vontató	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;SG
karpaty	kárpátok	karpata	kárpa		N;NOM;PL
koch	koch	koch	koch	PROPN;NOM;MASC;SG	
rzadkie	ritka	rzadki	ritka	ADJ;NOM;NEUT;SG	
syntezy	szintézis	syntez	szintézis		N;NOM;SG
doradca	tanácsadó	doradca	tanácsadó	N;NOM;MASC;SG	ADJ;NOM;SG
doradca	tanácsadó	doradca	tanácsadó	N;NOM;MASC;SG	ADJ;NOM;SG
doradca	tanácsadó	doradca	tanácsadó	N;NOM;MASC;SG	ADJ;NOM;SG
doradca	tanácsadó	doradca	tanácsadó	N;NOM;MASC;SG	ADJ;NOM;SG
uderzył	ütés	uderzyć	ütés	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;NOM;SG
uderzył	találat	uderzyć	találat	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;NOM;SG
audi	audi	audia	audi		PROPN;NOM;SG
oskarżenia	vád	oskarżenie	vád	N;NOM;NEUT;PL	
oskarżenia	állításokat	oskarżenie	állítás	N;NOM;NEUT;PL	N;ACC;PL
rejs	cruise	rejs	cruise	N;NOM;MASC;SG	
arabii	arábia	arabia	arabia	PROPN;GEN;FEM;SG	N;NOM;SG
panie	hölgyek	pan	hölyy		N;NOM;PL
panie	hölgyeim	pan	hölgyeim		N;NOM;PL
kong	kong	kong	kong	PROPN;NOM;MASC;SG	
tradycję	tradíció	tradycja	tradíció	N;ACC;FEM;SG	N;NOM;SG
tradycję	hagyomány	tradycja	hagyomány	N;ACC;FEM;SG	N;NOM;SG
cali	centi	cala	cent		N;NOM;SG
cali	hüvelyk	cala	hüvely		N;NOM;SG
edgar	edgar	edgar	edgar	PROPN;NOM;MASC;SG	
jensen	jensen	jensen	jens	PROPN;NOM;MASC;SG	
fia	fia	fia	fia		N;NOM;SG
przegrana	legyőzni	przegrać	legyőz	N;NOM;FEM;SG	V;NFIN;ACT
przegrana	elveszíteni	przegrać	elveszít	N;NOM;FEM;SG	V;NFIN;ACT
przegrana	veszíteni	przegrać	veszít	N;NOM;FEM;SG	V;NFIN;ACT
potomków	leszármazottai	potomek	le+származott	N;ACC;MASC;PL	N;NOM;PL
potomków	leszármazottai	potomek	le+származott	N;ACC;MASC;PL	N;NOM;PL
england	anglia	england	anglia		N;NOM;SG
england	angliai	england	angliai		ADJ;NOM;SG
sprzeczne	ellentmondásos	sprzeczny	ellentmondásos		ADJ;NOM;SG
renata	renata	renata	renata	PROPN;NOM;FEM;SG	
zasadnicza	alapvető	zasadniczy	alapvető	ADJ;NOM;FEM;SG	
asystenta	asszisztens	asystent	asszisztens	N;ACC;MASC;SG	N;NOM;SG
asystenta	segéd	asystent	segéd	N;ACC;MASC;SG	
podkategorii	alkategóriák	podkategoria	alkategória	N;GEN;FEM;SG	N;NOM;PL
