aus	aus	aus	aus		N;MASC;SG
moderat	moderada	moderat	moderar	ADJ;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP
malling	malling	malling	malling		N;MASC;SG
brændende	queima	brænde	queima	V;PRS;V.PTCP	N;FEM;SG
friends	friends	friends	friend	V;PRS;V.PTCP	N;MASC;SG
friends	amigos	friends	amigo	V;PRS;V.PTCP	N;MASC;PL
friends	amigas	friends	amiga	V;PRS;V.PTCP	N;FEM;PL
dedikeret	dedicados	dedikere	dedicar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
gemt	escondidos	gemme	esconder	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
gemt	salvo	gemme	salvar	V;INDF;SG;PST;V.PTCP	ADV
gemt	salva	gemme	salvar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
gemt	salvos	gemme	salvo	V;INDF;SG;PST;V.PTCP	N;MASC;PL
gemt	guardados	gemme	guardar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
oplyste	lit	oplyse	lit	V;IND;PST;FIN;ACT	N;MASC;SG
tang	algas	tang	alga	N;INDF;MASC+FEM;SG	N;FEM;PL
tang	pinças	tang	pinça	N;INDF;MASC+FEM;SG	N;FEM;PL
opretter	crie	oprette	criar	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
opretter	criação	oprette	criação	V;IND;PRS;FIN;ACT	N;FEM;SG
opretter	criador	oprette	criador	V;IND;PRS;FIN;ACT	N;MASC;SG
opretter	criadora	oprette	criadora	V;IND;PRS;FIN;ACT	ADJ;FEM;SG
midterste	meados	midter	meado	ADJ;DEF;RL	N;MASC;PL
midterste	meio	midter	meio	ADJ;DEF;RL	ADV
midterste	middle	midter	middle	ADJ;DEF;RL	N;MASC;SG
forkerte	errado	forkert	errar	ADJ;PL	V;MASC;SG;V.PTCP
forkerte	errada	forkert	errar	ADJ;PL	V;FEM;SG;V.PTCP
affald	resíduos	affald	resíduo	N;INDF;NEUT;SG	N;MASC;PL
affald	desperdícios	affald	desperdício	N;INDF;NEUT;SG	N;MASC;PL
affald	resíduos	affald	resíduo	N;INDF;NEUT;SG	N;MASC;PL
suzuki	suzuki	suzuki	suzuki		N;MASC;SG
jelena	jelena	jelena	jelena		N;FEM;SG
taktik	tácticas	taktik	táctico	N;INDF;MASC+FEM;SG	N;MASC;PL
taktik	táticas	taktik	tática	N;INDF;MASC+FEM;SG	N;FEM;PL
medina	medina	medina	medina		N;MASC;SG
munden	bocas	mund	boca	N;DEF;MASC+FEM;SG	N;FEM;PL
konrad	konrad	konrad	konrad		N;MASC;SG
kæmpet	lutaram	kæmpe	lutar	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;FIN
filmet	filmados	film	filmar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
arkiveret	arquivadas	arkivere	arquivar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
arkiveret	arquivados	arkivere	arquivar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
larsson	larsson	larsson	larsson		N;MASC;SG
edith	edite	edith	edite	N;INDF;MASC+FEM;SG	V;SBJV;SG;3;PRS;FIN
olof	olof	olof	olof	PROPN	N;MASC;SG
wulff	wulff	wulff	wulff		N;MASC;SG
smed	ferreiro	smide	ferreiro	V;IND;PST;FIN;ACT	N;MASC;SG
absolutte	absoluta	absolutte	absoluto	ADJ;PL	N;FEM;SG
absolutte	absoluto	absolutte	absoluto	ADJ;PL	ADJ;MASC;SG
absolutte	absolutos	absolutte	absoluto	ADJ;PL	N;MASC;PL
aske	cinzas	aske	cinza	N;INDF;NEUT;SG	N;FEM;PL
aske	cinzas	aske	cinza	N;INDF;NEUT;SG	N;FEM;PL
davies	davies	davie	davie		N;MASC;PL
sår	ferida	sår	ferir	N;INDF;NEUT;SG	V;FEM;SG;V.PTCP
sår	chagas	sår	chaga	N;INDF;NEUT;SG	N;FEM;PL
sår	ferimentos	sår	ferimento	N;INDF;NEUT;SG	N;MASC;PL
sår	feridas	sår	ferir	N;INDF;NEUT;SG	V;FEM;PL;V.PTCP
trine	trine	trine	trine		N;MASC;SG
trine	kate	trine	kate		N;FEM;SG
identificeret	identificadas	identificere	identificar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
identificeret	identificados	identificere	identificar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
afskediget	dispensados	afskedige	dispensar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
money	dinheiro	money	dinheiro		N;MASC;SG
money	money	money	money		N;MASC;SG
money	grana	money	grana		N;FEM;SG
knut	knut	knut	knut		N;MASC;SG
leeds	leeds	leeds	leed		N;MASC;SG
protein	proteínas	protein	proteína	N;INDF;NEUT;SG	N;FEM;PL
protein	proteínas	protein	proteína	N;INDF;NEUT;SG	N;FEM;PL
klipper	rocks	klippe	rock	N;INDF;MASC+FEM;PL	N;MASC;SG
roberto	roberto	roberto	roberto		N;MASC;SG
genetisk	geneticamente	genetisk	geneticamente	ADJ;INDF;SG	ADV
genetisk	genética	genetisk	genético	ADJ;INDF;SG	N;FEM;SG
genetisk	genético	genetisk	genético	ADJ;INDF;SG	N;MASC;SG
genetisk	genéticos	genetisk	genético	ADJ;INDF;SG	N;MASC;PL
intellektuelle	intelectuais	intellektuel	intelectual	ADJ;PL	N;MASC;PL
intellektuelle	intelectual	intellektuel	intelectual	ADJ;PL	ADJ;MASC;SG
intellektuelle	intelectuais	intellektuel	intelectual	ADJ;PL	N;MASC;PL
hellig	sagrado	hellig	sagrado	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
hellig	sagrados	hellig	sagrado	ADJ;INDF;MASC+FEM;SG	N;MASC;PL
hellig	sagrada	hellig	sagrada	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
udtrykt	expressos	udtrykke	esprimir	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
udtrykt	expressas	udtrykke	esprimir	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
terminal	terminais	terminal	terminal	N;INDF;MASC+FEM;SG	N;MASC;PL
berkeley	berkeley	berkeley	berkeley		N;MASC;SG
indkomst	rendimentos	indkomst	rendimento	N;INDF;MASC+FEM;SG	N;MASC;PL
indkomst	receitas	indkomst	receita	N;INDF;MASC+FEM;SG	N;FEM;PL
indkomst	proveitos	indkomst	proveito	N;INDF;MASC+FEM;SG	N;MASC;PL
indkomst	rendimentos	indkomst	rendimento	N;INDF;MASC+FEM;SG	N;MASC;PL
björn	björn	björn	björn	N;INDF;NEUT;SG	PROPN;MASC;SG
faldne	caído	falden	cair	ADJ;PL	V;MASC;SG;V.PTCP
faldne	caída	falden	caída	ADJ;PL	V;FEM;SG;V.PTCP
faldne	caídos	falden	cair	ADJ;PL	V;MASC;PL;V.PTCP
tegneserie	quadrinhos	tegneserie	quadrinho	N;INDF;MASC+FEM;SG	N;MASC;PL
tegneserie	cômico	tegneserie	cômico	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
bedrifter	holdings	bedrifter	holdings	N;INDF;MASC+FEM;PL	N;FEM;SG
forever	eternamente	foreve	eternamente	N;INDF;MASC+FEM;SG	ADV
omar	omar	omar	omar	PROPN	N;MASC;SG
blok	bloquear	blok	bloquear	N;INDF;MASC+FEM;SG	V;NFIN
spænder	fivelas	spænde	fivela	V;IND;PRS;FIN;ACT	N;FEM;PL
klinisk	clínico	klinisk	clínico	ADV	N;MASC;SG
klinisk	clínicas	klinisk	clínica	ADV	N;FEM;PL
klinisk	clínica	klinisk	clínica	ADV	N;FEM;SG
pligt	obrigações	pligt	obrigação	N;INDF;MASC+FEM;SG	N;FEM;PL
onsdag	quarta	onsdag	quarto	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
gult	amarelos	gult	amarelo	ADJ;INDF;NEUT;SG	N;MASC;PL
gult	amarela	gult	amarela	ADJ;INDF;NEUT;SG	N;FEM;SG
frekvens	frequências	frekve	frequência	N;INDF;MASC+FEM;SG	N;FEM;PL
opad	ascendente	opad	ascendente	ADV	ADJ;MASC;SG
opad	ascendentes	opad	ascendente	ADV	N;MASC;PL
opad	ascendente	opad	ascendente	ADV	ADJ;MASC;SG
airways	airways	airway	airway		N;MASC;PL
maksimalt	máximo	maksimalt	máximo	ADV	N;MASC;SG
maksimalt	máxima	maksimalt	grande	ADV	N;FEM;SG
hør	linho	høre	linho	V;IMP	N;MASC;SG
defensiv	defensivo	defensiv	defensivo	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
defensiv	defensivos	defensiv	defensivo	N;INDF;MASC+FEM;SG	N;MASC;PL
patienten	pacientes	patient	paciente	N;DEF;MASC+FEM;SG	N;MASC;PL
patienten	doente	patient	doente	N;DEF;MASC+FEM;SG	ADJ;MASC;SG
købes	compra	købe	compra	V;IND;PRS;NFIN;PASS	N;FEM;SG
købes	buy	købe	buy	V;IND;PRS;NFIN;PASS	N;MASC;SG
købes	compre	købe	compre	V;IND;PRS;NFIN;PASS	V;SBJV;SG;3;PRS;FIN
købes	comprou	købe	comprar	V;IND;PRS;NFIN;PASS	V;IND;SG;3;PST;FIN
købes	comprei	købe	comprar	V;IND;PRS;NFIN;PASS	V;IND;SG;1;PST;FIN
købes	comprou	købe	comprar	V;IND;PRS;NFIN;PASS	V;IND;SG;3;PST;FIN
forbeholdt	reservadas	forbeholde	reservar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
forbeholdt	reservados	forbeholde	reservar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
indvandring	migrações	indvandring	migração	N;INDF;MASC+FEM;SG	N;FEM;PL
hjalmar	hjalmar	hjalmar	hjalmar		N;MASC;SG
helte	heroes	helt	heroes	N;INDF;MASC+FEM;PL	N;MASC;SG
salvador	salvador	salvador	salvador		N;MASC;SG
duke	duque	duke	duque		N;MASC;SG
duke	duke	duke	duke		N;MASC;SG
mønt	moedas	mønt	moeda	N;INDF;MASC+FEM;SG	N;FEM;PL
isaac	isaac	isaac	isaac		N;MASC;SG
forhandle	negociação	forhandle	negociação	V;NFIN;ACT	N;FEM;SG
forhandle	negociações	forhandle	negociação	V;NFIN;ACT	N;FEM;PL
seværdigheder	vistas	seværdighed	vestir	N;INDF;MASC+FEM;PL	V;FEM;PL;V.PTCP
lis	liz	lis	liz		N;FEM;SG
lis	lis	lis	lis		N;MASC;SG
pour	pour	pour	pour		N;MASC;SG
indtjening	ganhos	indtjening	ganho	N;INDF;MASC+FEM;SG	N;MASC;PL
tyk	grossa	tyk	grosso	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
tyk	grosso	tyk	grosso	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
genoptaget	retomados	genoptage	retomar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
påvirkede	influenciou	påvirke	influenciar	V;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
påvirkede	influenciada	påvirke	influenciar	V;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
påvirkede	influenciado	påvirke	influenciar	V;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
påvirkede	afetado	påvirke	afetar	V;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
påvirkede	afetada	påvirke	afetado	V;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
påvirkede	afectado	påvirke	afectar	V;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
grafik	gráficos	grafik	gráfico	N;INDF;MASC+FEM;SG	N;MASC;PL
grafik	gráficos	grafik	gráfico	N;INDF;MASC+FEM;SG	N;MASC;PL
forældet	obsoleta	forælde	obsoleto	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
forældet	obsoleto	forælde	obsoleto	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
forældet	obsoleta	forælde	obsoleto	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
forældet	obsoletos	forælde	obsoleto	V;INDF;SG;PST;V.PTCP	N;MASC;PL
forældet	obsoletas	forælde	obsoleto	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL
forældet	obsoleto	forælde	obsoleto	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
fantasi	fantasias	fantasi	fantasia	N;INDF;MASC+FEM;SG	N;FEM;PL
farvel	adeus	farvel	adeus	N;INDF;NEUT;SG	INTJ
farvel	adeus	farvel	adeus	N;INDF;NEUT;SG	INTJ
farvel	adeus	farvel	adeus	N;INDF;NEUT;SG	INTJ
specialiserede	especializado	specialisere	especializar	V;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
specialiserede	especializada	specialisere	especializar	V;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
specialiserede	especializado	specialisere	especializar	V;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
specialiserede	especializada	specialisere	especializar	V;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
geologisk	geológico	geologisk	geológico	ADV	ADJ;MASC;SG
geologisk	geológica	geologisk	geológico	ADV	ADJ;FEM;SG
geologisk	geológicas	geologisk	geológico	ADV	N;FEM;PL
jin	jin	jin	jin		N;MASC;SG
vandret	horizontalmente	vandret	horizontalmente	V;INDF;SG;PST;V.PTCP	ADV
vandret	horizontal	vandret	horizontal	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
vandret	horizontais	vandret	horizontal	V;INDF;SG;PST;V.PTCP	N;MASC;PL
homoseksuelle	gays	homoseksuel	gay	ADJ;PL	N;MASC;PL
homoseksuelle	homossexuais	homoseksuel	homossexual	ADJ;PL	N;MASC;PL
homoseksuelle	homossexual	homoseksuel	homossexual	ADJ;PL	ADJ;MASC;SG
homoseksuelle	homossexuais	homoseksuel	homossexual	ADJ;PL	N;MASC;PL
ukrainsk	ucraniana	ukrainsk	ucraniano	ADJ;INDF;SG	N;FEM;SG
ukrainsk	ucranianos	ukrainsk	ucraniano	ADJ;INDF;SG	N;MASC;PL
ukrainsk	ucraniano	ukrainsk	ucraniano	ADJ;INDF;SG	N;MASC;SG
tanzania	tanzânia	tanzania	tanzânia		N;FEM;SG
miguel	miguel	miguel	miguel		N;MASC;SG
usikker	inseguros	usikker	inseguro	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
usikker	incertas	usikker	incerto	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
usikker	inseguros	usikker	inseguro	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
clinton	clinton	clinton	clinton		N;MASC;SG
reagerer	reaja	reagere	reajar	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
uddrag	extratos	uddrag	extrato	N;INDF;NEUT;SG	N;MASC;PL
uddrag	extractos	uddrag	extrato	N;INDF;NEUT;SG	N;MASC;PL
uddrag	excertos	uddrag	excerto	N;INDF;NEUT;SG	N;MASC;PL
uddrag	extrair	uddrag	extrair	N;INDF;NEUT;SG	V;NFIN
uddrag	trechos	uddrag	trecho	N;INDF;NEUT;SG	N;MASC;PL
uddrag	excertos	uddrag	excerto	N;INDF;NEUT;SG	N;MASC;PL
rimelig	fair	rimelig	fair	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
rimelig	feira	rimelig	feira	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
rimelig	razoáveis	rimelig	razoável	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
lander	terras	land	terra	V;IND;PRS;FIN;ACT	N;FEM;PL
lander	länder	land	länder	V;IND;PRS;FIN;ACT	N;MASC;PL
lander	lander	land	lander	V;IND;PRS;FIN;ACT	N;FEM;SG
lander	desembarque	land	desembarque	V;IND;PRS;FIN;ACT	N;MASC;SG
lander	aterragem	land	aterragem	V;IND;PRS;FIN;ACT	N;FEM;SG
lander	pouso	land	pouso	V;IND;PRS;FIN;ACT	N;MASC;SG
lander	land	land	land	V;IND;PRS;FIN;ACT	N;MASC;SG
lander	terrenos	land	terreno	V;IND;PRS;FIN;ACT	N;MASC;PL
lander	terras	land	terra	V;IND;PRS;FIN;ACT	N;FEM;PL
lander	terra	land	terra	V;IND;PRS;FIN;ACT	N;FEM;SG
kids	crianças	kids	criança	N;INDF;NEUT;SG	N;FEM;PL
kids	filhos	kids	filho	N;INDF;NEUT;SG	N;MASC;PL
kids	miúdos	kids	miúdo	N;INDF;NEUT;SG	N;MASC;PL
hang	hung	hænge	hung	V;IMP	N;MASC;SG
hang	forca	hænge	forca	V;IMP	N;FEM;SG
hang	enforcamento	hænge	enforcamento	V;IMP	N;MASC;SG
ålborg	aalborg	ålborg	aalborg		N;MASC;SG
ioc	coi	ioc	coi	PROPN	N;MASC;SG
mai	mai	mai	mai		N;MASC;SG
fjerner	remoção	fjerne	remoção	V;IND;PRS;FIN;ACT	N;FEM;SG
metadata	metadados	metadata	metadar	N;INDF;NEUT;SG	N;MASC;PL
altona	altona	altona	altona	PROPN	N;MASC;SG
udrustet	equipados	udruste	equipar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
udrustet	equipadas	udruste	equipar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
tænkning	pensando	tænkning	pensar	N;INDF;MASC+FEM;SG	V;V.MSDR
tænkning	pensar	tænkning	pensar	N;INDF;MASC+FEM;SG	V;NFIN
village	vila	villag	vila		N;FEM;SG
village	aldeia	villag	aldeia		N;FEM;SG
straffe	penalidade	straffe	penalidade	N;INDF;MASC+FEM;PL	N;FEM;SG
straffe	penalização	straffe	penalização	N;INDF;MASC+FEM;PL	N;FEM;SG
straffe	sanção	straffe	sanção	N;INDF;MASC+FEM;PL	N;FEM;SG
straffe	pena	straffe	pena	N;INDF;MASC+FEM;PL	N;FEM;SG
straffe	punir	straffe	punir	N;INDF;MASC+FEM;PL	V;NFIN
straffe	castigar	straffe	castigar	N;INDF;MASC+FEM;PL	V;NFIN
straffe	punição	straffe	punição	N;INDF;MASC+FEM;PL	N;FEM;SG
straffe	castigo	straffe	castigo	N;INDF;MASC+FEM;PL	N;MASC;SG
raw	raw	raw	raw		N;MASC;SG
raw	crua	raw	crua		N;FEM;SG
raw	cru	raw	cru		N;MASC;SG
psykiske	psicológico	psykisk	psicológico	ADJ;PL	ADJ;MASC;SG
psykiske	psicológica	psykisk	psicológico	ADJ;PL	ADJ;FEM;SG
psykiske	mental	psykisk	mental	ADJ;PL	N;MASC;SG
psykiske	mentais	psykisk	mental	ADJ;PL	N;MASC;PL
georgien	georgia	georgi	georgia	PROPN	N;FEM;SG
georgien	geórgia	georgi	geórgia	PROPN	N;FEM;SG
krigere	warriors	krig	warrior	N;INDF;MASC+FEM;PL	N;MASC;SG
kommercielt	comerciais	kommercielt	comercial	ADV	N;MASC;PL
kommercielt	comercial	kommercielt	comercial	ADV	ADJ;MASC;SG
ørkenen	desertos	ørken	deserto	N;DEF;MASC+FEM;SG	N;MASC;PL
monroe	monroe	monroe	monroe		N;MASC;SG
ssr	ssr	ssr	ssr	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
gibraltar	gibraltar	gibraltar	gibraltar	ADJ;INDF;SG	N;MASC;SG
kristina	kristina	kristina	kristina		N;FEM;SG
pittsburgh	pittsburgh	pittsburgh	pittsburgh		N;MASC;SG
dawn	alvorada	dawn	alvorada	N;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP
gennemsnitlig	média	gennemsnitlig	média	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
mile	milha	mil	milha		N;FEM;SG
bristol	bristol	bristol	bristol		N;MASC;SG
grundstof	elementos	grundstof	elemento	N;INDF;NEUT;SG	N;MASC;PL
blokere	bloqueio	blok	bloqueio	V;NFIN;ACT	N;MASC;SG
blokere	bloqueio	blok	bloqueio	V;NFIN;ACT	N;MASC;SG
blokere	bloco	blok	bloco	V;NFIN;ACT	N;MASC;SG
blokere	block	blok	block	V;NFIN;ACT	N;MASC;SG
rimeligt	razoavelmente	rimelig	razoavelmente	ADJ;INDF;NEUT;SG	ADV
rimeligt	fair	rimelig	fair	ADJ;INDF;NEUT;SG	N;MASC;SG
rimeligt	feira	rimelig	feira	ADJ;INDF;NEUT;SG	N;FEM;SG
rimeligt	razoáveis	rimelig	razoável	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
distance	distâncias	distance	distância	N;INDF;MASC+FEM;SG	N;FEM;PL
stab	esfaquear	stab	esfaquear	N;INDF;MASC+FEM;SG	V;NFIN
stab	facadas	stab	facada	N;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP
forberedt	preparadas	forberede	preparar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
forberedt	preparados	forberede	preparar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
negativt	negativa	negativt	negativa	ADV	N;FEM;SG
negativt	negativas	negativt	negativo	ADV	ADJ;FEM;PL
negativt	negativos	negativt	negativo	ADV	N;MASC;PL
negativt	negativo	negativt	negativo	ADV	ADJ;MASC;SG
efterladte	sobreviventes	efterlade	sobrevivente	V;PL;PST;V.PTCP	N;MASC;PL
kompliceret	complexas	kompliceret	complexo	ADJ;INDF;SG	ADJ;FEM;PL
kompliceret	complexos	kompliceret	complexo	ADJ;INDF;SG	ADJ;MASC;PL
kompliceret	complicados	kompliceret	complicar	ADJ;INDF;SG	V;MASC;PL;V.PTCP
kompliceret	complicado	kompliceret	complicar	ADJ;INDF;SG	V;MASC;SG;V.PTCP
kompliceret	complicadas	kompliceret	complicado	ADJ;INDF;SG	V;FEM;PL;V.PTCP
kompliceret	complicou	kompliceret	complicar	ADJ;INDF;SG	V;IND;SG;3;PST;FIN
kompliceret	complicada	kompliceret	complicar	ADJ;INDF;SG	V;FEM;SG;V.PTCP
ghana	gana	ghana	gana	PROPN	N;FEM;SG
østlig	orientais	østlig	oriental	ADJ;INDF;MASC+FEM;SG	N;MASC;PL
østlig	leste	østlig	leste	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
østlig	eastern	østlig	eastern	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
sejlads	navegar	sejlads	navegar	N;INDF;MASC+FEM;SG	V;NFIN
orienteret	orientados	orientere	orientar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
orienteret	orientadas	orientere	orientar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
orienteret	informados	orientere	informar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
oplyst	iluminadas	oplyse	iluminar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
oplyst	iluminados	oplyse	iluminar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
oplyst	informados	oplyse	informar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
oplyst	lit	oplyse	lit	V;INDF;SG;PST;V.PTCP	N;MASC;SG
oplyst	iluminados	oplyse	iluminar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
oplyst	iluminados	oplyse	iluminar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
gemme	save	gemme	save	V;NFIN;ACT	N;MASC;SG
gemme	salve	gemme	salve	V;NFIN;ACT	N;FEM;SG
serv	sirva	serv	servir	N;INDF;MASC+FEM;SG	V;SBJV;SG;3;PRS;FIN
serv	servir	serv	servir	N;INDF;MASC+FEM;SG	V;NFIN
serv	serve	serv	servir	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
serv	servi	serv	servir	N;INDF;MASC+FEM;SG	V;FIN
mon	seg	mon	segunda-feira	ADV	N;MASC;SG
mon	mon	mon	mon	ADV	N;MASC;SG
mon	maravilha	mon	maravilha	ADV	N;FEM;SG
mon	wonder	mon	wonder	ADV	N;MASC;SG
lily	lily	lily	lily		N;FEM;SG
lily	lilly	lily	lilly		N;MASC;SG
lily	lírio	lily	lírio		N;MASC;SG
lily	lili	lily	lili		N;FEM;SG
medie	media	medie	media	N;INDF;NEUT;SG	N;MASC;PL
medie	médio	medie	médio	N;INDF;NEUT;SG	ADJ;MASC;SG
medie	meio	medie	meio	N;INDF;NEUT;SG	ADV
gene	genes	gene	gene	N;INDF;MASC+FEM;SG	N;MASC;PL
holte	holte	holte	holtar	PROPN	N;MASC;SG
styr	orientar	styr	orientar	N;INDF;NEUT;SG	V;NFIN
fester	fester	fest	fester	N;INDF;MASC+FEM;PL	N;MASC;SG
håkon	haakon	håkon	haakon		N;MASC;SG
overlevet	sobreviveram	overleve	sobreviver	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;FIN
bøde	multas	bøde	multa	N;INDF;MASC+FEM;SG	N;FEM;PL
beholder	recipiente	beholde	recipiente	V;IND;PRS;FIN;ACT	N;MASC;SG
beholder	contentores	beholde	contentor	V;IND;PRS;FIN;ACT	N;MASC;PL
beholder	contentor	beholde	contentor	V;IND;PRS;FIN;ACT	N;MASC;SG
mallorca	maiorca	mallorca	maiorca		N;MASC;SG
dogg	dogg	dogg	dogg		N;MASC;SG
madonna	madonna	madonna	madonna		N;FEM;SG
skinner	skinner	skinne	skinner	V;IND;PRS;FIN;ACT	N;MASC;SG
skinner	carris	skinne	carri	V;IND;PRS;FIN;ACT	N;MASC;SG
skinner	trilhos	skinne	trilho	V;IND;PRS;FIN;ACT	N;MASC;PL
hjort	veados	hjort	veado		N;MASC;PL
hjort	veado	hjort	veado		N;MASC;SG
hjort	cervo	hjort	cervo		N;MASC;SG
rapporteret	comunicados	rapportere	comunicado	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
stabile	estável	stabil	estável	ADJ;PL	ADJ;MASC;SG
stabile	estábulo	stabil	estábulo	ADJ;PL	N;MASC;SG
regnede	chovia	regne	chover	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
internt	internas	internt	interno	ADV	N;FEM;PL
internt	internos	internt	interno	ADV	N;MASC;PL
internt	interno	internt	interno	ADV	ADJ;MASC;SG
internt	interna	internt	interno	ADV	ADJ;FEM;SG
betjent	cop	betjene	cop	ADJ;INDF;SG	N;MASC;SG
betjent	agente	betjene	agente	ADJ;INDF;SG	N;MASC;SG
betjent	policial	betjene	policial	ADJ;INDF;SG	N;MASC;SG
horne	horne	horne	horne		N;MASC;SG
identiske	idêntica	identisk	idêntico	ADJ;PL	ADJ;FEM;SG
identiske	idêntico	identisk	idêntico	ADJ;PL	ADJ;MASC;SG
udtrykke	express	udtrykke	express	V;NFIN;ACT	N;MASC;SG
hvile	repouso	hvile	repouso	V;NFIN;ACT	N;MASC;SG
hvile	resto	hvile	resto	V;NFIN;ACT	N;MASC;SG
hvile	descanso	hvile	descanso	V;NFIN;ACT	N;MASC;SG
metaller	metal	metal	metal	N;INDF;NEUT;PL	N;MASC;SG
tilskud	subsídios	tilskud	subsídio	N;INDF;NEUT;SG	N;MASC;PL
tilskud	subvenções	tilskud	subvenção	N;INDF;NEUT;SG	N;FEM;PL
tilskud	subsídios	tilskud	subsídio	N;INDF;NEUT;SG	N;MASC;PL
tilskud	bolsas	tilskud	bolsa	N;INDF;NEUT;SG	N;FEM;PL
tilskud	subvenções	tilskud	subvenção	N;INDF;NEUT;SG	N;FEM;PL
gorm	gorm	gorm	gorm		N;MASC;SG
maskinen	maquinas	maskine	maquina	N;DEF;MASC+FEM;SG	N;FEM;PL
tynd	skinny	tynd	skinny	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
tynd	magra	tynd	magro	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
tynd	finos	tynd	fino	ADJ;INDF;MASC+FEM;SG	N;MASC;PL
tynd	magra	tynd	magro	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
cook	cook	cook	cook		N;MASC;SG
cook	cozinhar	cook	cozinhar		V;NFIN
