политехнический	politehnični	политехнический	politehničen	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
разрешено	dovoljeno	разрешить	dovoljen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
разрешено	dovoljen	разрешить	dovoljen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
разрешено	dovoljeno	разрешить	dovoljen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
разрешено	dovoljen	разрешить	dovoljen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
разрешено	dovoljeno	разрешить	dovoljen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
разрешено	dovoljen	разрешить	dovoljen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
разрешено	pooblaščen	разрешить	pooblaščen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
разрешено	pooblaščeni	разрешить	pooblaščen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
гражданские	civilno	гражданский	civilen	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
гражданские	civilna	гражданский	civilen	ADJ;NOM;PL	ADJ;NOM;FEM;SG
гражданские	civilno	гражданский	civilen	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
гражданские	civilni	гражданский	civilen	ADJ;NOM;PL	ADJ;NOM;MASC;SG
гражданские	civilist	гражданский	civilist	ADJ;NOM;PL	N;NOM;MASC;SG
гражданские	civilna	гражданский	civilen	ADJ;NOM;PL	ADJ;NOM;FEM;SG
гражданские	civiliste	гражданский	civilist	ADJ;NOM;PL	N;ACC;MASC;PL
гражданские	civilisti	гражданский	civilist	ADJ;NOM;PL	N;NOM;MASC;PL
марино	marino	марино	marina	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
александров	aleksandrov	александр	aleksandrov	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
яковлев	jakovljev	яковлев	jakovlj	N;ANIM;NOM;MASC;SG	N;GEN;MASC;PL
богдан	bogdan	богданин	bogdan	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
функционирования	delovanje	функционирование	delovanje	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
низкая	nizko	низкий	nizko	ADJ;NOM;FEM;SG	ADV
низкая	nizke	низкий	nizek	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
завершено	končano	завершить	končan	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
завершено	zaključene	завершить	zaključen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
завершено	izpolnjeno	завершить	izpolnjen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
завершено	končana	завершить	končan	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
завершено	zaključena	завершить	zaključen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
завершено	končano	завершить	končan	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
завершено	končana	завершить	končan	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
франс	francijo	франс	francija	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
индейцы	indijancev	индеец	indijanec	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
польшу	poljsko	польша	poljski	N;INAN;ACC;FEM;SG	ADJ;NOM;NEUT;SG
польшу	poljski	польша	poljski	N;INAN;ACC;FEM;SG	ADJ;NOM;DEF;MASC;SG
польшу	poljska	польша	poljski	N;INAN;ACC;FEM;SG	ADJ;NOM;FEM;SG
толщиной	debelo	толщина	debel	N;INAN;INS;FEM;SG	ADV
толщиной	debel	толщина	debel	N;INAN;INS;FEM;SG	ADJ;NOM;INDF;MASC;SG
толщиной	gosto	толщина	gost	N;INAN;INS;FEM;SG	ADV
толщиной	debela	толщина	debela	N;INAN;INS;FEM;SG	ADJ;NOM;FEM;SG
достоинство	dostojanstva	достоинство	dostojanstvo	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
верующих	vernikov	верующий	vernik	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
верующих	verniki	верующий	vernik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
верующих	zvesto	верующий	zvesto	N;ANIM;ACC;MASC;PL	ADV
верующих	zvesta	верующий	zvest	N;ANIM;ACC;MASC;PL	N;NOM;FEM;SG
верующих	zvest	верующий	zvest	N;ANIM;ACC;MASC;PL	ADJ;NOM;INDF;MASC;SG
верующих	zvesti	верующий	zvesti	N;ANIM;ACC;MASC;PL	ADJ;NOM;MASC;PL
пустыни	puščava	пустыня	puščava	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
пустыни	puščavi	пустыня	puščava	N;INAN;NOM;FEM;PL	N;DAT;FEM;SG
оборона	obrambno	оборона	obramben	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
оборона	obrambna	оборона	obramben	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
оборона	obrambne	оборона	obramben	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;PL
оборона	obrambni	оборона	obramben	N;INAN;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
аллен	allen	аллен	allen	N;ANIM;NOM;MASC;SG	
снята	odvzeta	снять	odvzet	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
снята	umaknjeni	снять	umaknjen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
снята	umaknjena	снять	umaknjen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
снята	odvzeto	снять	odvzeto	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
упомянуть	omenjen	упомянуть	omenjen	V;PFV;NFIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
пещера	jamo	пещера	jama	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
кабардино	kabardino	кабардин	kabardina	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
снимаю	snemanje	снимать	snemanje	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;NEUT;SG
гости	obiskovalce	гость	obiskovalec	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
обнаружена	odkrite	обнаружить	odkriti	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL
обнаружена	odkrita	обнаружить	odkriti	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
обнаружена	odkrili	обнаружить	odkriti	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;PFV;MASC;PL;V.PTCP
обнаружена	odkrit	обнаружить	odkrit	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
обнаружена	odkrite	обнаружить	odkriti	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL
обнаружена	ugotovljena	обнаружить	ugotovljen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
обнаружена	odkrita	обнаружить	odkriti	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
южные	južna	южный	južen	ADJ;NOM;PL	ADJ;NOM;FEM;SG
южные	južno	южный	južen	ADJ;NOM;PL	ADV
южные	južni	южный	južen	ADJ;NOM;PL	ADJ;NOM;MASC;SG
афганистан	afganistanu	афганистан	afganistan	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
перри	perry	перрь	perry	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
обслуживание	storitve	обслуживание	storitev	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
обслуживание	storitve	обслуживание	storitev	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
религиозный	verske	религиозный	verski	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
религиозный	verskega	религиозный	verski	ADJ;NOM;MASC;SG	ADJ;GEN;NEUT;SG
сортов	sorte	сорт	sorta	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
вероятности	verjetnosti	вероятность	verjetnost	N;INAN;NOM;FEM;SG	N;GEN;FEM;PL
степанов	stepanov	степан	stepan	N;ANIM;NOM;MASC;SG	N;GEN;MASC;PL
банки	banks	банк	banks	N;INAN;NOM;MASC;PL	
банки	bankam	банк	banka	N;INAN;NOM;MASC;PL	N;DAT;FEM;PL
банки	bankah	банк	banka	N;INAN;NOM;MASC;PL	N;ESS;FEM;PL
патриархата	patriarhat	патриархат	patriarhat	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
используемый	uporabljen	использовать	uporabljen	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
используемый	uporabljena	использовать	uporabljen	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
используемый	uporabljeno	использовать	uporabljeno	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
используемый	uporabljene	использовать	uporabljen	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
используемый	uporabljeni	использовать	uporabljen	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
настоящие	resničen	настоящий	resničen	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
настоящие	resnično	настоящий	resnično	ADJ;NOM;PL	ADV
настоящие	resnična	настоящий	resničen	ADJ;NOM;PL	ADJ;NOM;FEM;SG
настоящие	prava	настоящий	pravi	ADJ;NOM;PL	ADJ;NOM;FEM;SG
настоящие	realno	настоящий	realen	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
настоящие	verodostojna	настоящий	verodostojen	ADJ;NOM;PL	ADJ;NOM;FEM;SG
настоящие	pristen	настоящий	pristen	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
настоящие	pristno	настоящий	pristen	ADJ;NOM;PL	ADV
настоящие	verodostojno	настоящий	verodostojen	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
тяжёлый	težki	тяжёлый	težek	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
тяжёлый	težke	тяжёлый	težek	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
сорок	forty	сорок	forty	NUM;NOM	N;NOM;MASC;SG
ларри	larry	ларри	larry	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
запретить	ban	запретить	ban	V;PFV;NFIN;ACT	N;NOM;MASC;SG
запретить	prepoved	запретить	prepoved	V;PFV;NFIN;ACT	N;NOM;FEM;SG
запретить	prepovedi	запретить	prepoved	V;PFV;NFIN;ACT	N;NOM;FEM;SG
крыша	strehe	крыша	streha	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
крыша	streho	крыша	streha	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
промышленный	industrijske	промышленный	industrijski	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
уэст	zahodna	уэст	zahoden	PART	ADJ;NOM;FEM;SG
уэст	zahod	уэст	zahod	PART	N;NOM;MASC;SG
уэст	zahodno	уэст	zahodno	PART	ADV
атмосферу	ozračje	атмосфера	ozračje	N;INAN;ACC;FEM;SG	N;NOM;NEUT;SG
атмосферу	atmosfera	атмосфера	atmosfer	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
атмосферу	vzdušje	атмосфера	vzdušje	N;INAN;ACC;FEM;SG	N;NOM;NEUT;SG
добавления	dodatkov	добавление	dodatek	N;INAN;NOM;NEUT;PL	N;GEN;MASC;PL
сложный	kompleks	сложный	kompleks	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
лат	lat	латинский	lato		N;NOM;MASC;SG
мастерство	veščine	мастерство	veščina	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
сущность	bistva	сущность	bistvo	N;INAN;NOM;FEM;SG	N;GEN;NEUT;SG
приоритет	prednostno	приоритет	prednostno	N;INAN;NOM;MASC;SG	ADV
кратко	kratek	кратко	kratek	ADV	ADJ;NOM;INDF;MASC;SG
боли	bolečino	боль	bolečina	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
боли	bolečina	боль	bolečina	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
уолтер	walterja	уолтер	walter	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
посредничества	posredovanje	посредничество	posredovanje	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
серый	gray	серый	gray	ADJ;NOM;MASC;SG	
серый	sive	серый	siv	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
серый	grey	серый	grey	ADJ;NOM;MASC;SG	
филармонии	filharmoniji	филармония	filharmonija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
точность	natančnosti	точность	natančnost	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
заявляет	razglasi	заявлять	razglasiti	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
белки	beljakovin	белок	beljakovina	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
белки	protein	белок	protein	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
белки	beljakovin	белок	beljakovina	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
мяса	meso	мясо	meso	N;INAN;GEN;NEUT;SG	N;NOM;NEUT;SG
мяса	mesni	мясо	mesen	N;INAN;GEN;NEUT;SG	ADJ;NOM;MASC;SG
свадьбы	porok	свадьба	porok	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
свадьбы	poroka	свадьба	poroka	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
свадьбы	poroko	свадьба	poroka	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
ранение	poškodbe	ранение	poškodba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
ранение	rane	ранение	ran	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
ранение	rano	ранение	ran	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
орловская	orjol	орловский	orjol	ADJ;NOM;FEM;SG	
подразумевает	implicitna	подразумевать	impliciten	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;FEM;SG
пенсильвания	pensilvaniji	пенсильвание	pensilvanija	N;INAN;NOM;NEUT;PL	N;DAT;FEM;SG
цепь	verigo	цепь	veriga	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
цепь	verige	цепь	veriga	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
видна	vidno	видный	vidno	ADJ;FEM;SG	ADV
видна	vidni	видный	viden	ADJ;FEM;SG	ADJ;NOM;MASC;PL
пруд	ribniku	пруд	ribnik	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
звёздный	stellar	звёздный	stellar	ADJ;NOM;MASC;SG	
пятой	petič	пятый	petič	ADJ;INS;FEM;SG	ADV
пятой	peta	пятый	peti	ADJ;INS;FEM;SG	ADJ;NOM;FEM;SG
пятой	peto	пятый	peti	ADJ;INS;FEM;SG	ADJ;ACC;NEUT;SG
пятой	peti	пятый	peti	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG
делегации	delegacij	делегация	delegacija	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
умершего	umrli	умереть	umreti	V;PFV;GEN;MASC;SG;PST;V.PTCP;ACT	V;PFV;MASC;PL;V.PTCP
длиннее	dlje	длинный	dolgo	ADJ;CMPR	ADV;CMPR
заменены	zamenjana	заменить	zamenjan	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
заменены	nadomeščen	заменить	nadomeščen	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
эксперименты	poskuse	эксперимент	poskus	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
эксперименты	eksperimentiranje	эксперимент	eksperimentiranje	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
гражданина	državljan	гражданин	državljan	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
гражданина	meščan	гражданин	meščan	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
флоренции	florence	флоренция	florenca	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
занят	zaseden	занять	zaseden	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
занят	zaposlen	занять	zaposlen	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
занят	zasedeno	занять	zaseden	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
занят	zasedena	занять	zaseden	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
занят	zaposlena	занять	zaposlen	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
баз	baze	база	baza	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
добровольцев	prostovoljci	доброволец	prostovoljec	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
добровольцев	prostovoljec	доброволец	prostovoljec	N;ANIM;ACC;MASC;PL	N;NOM;MASC;SG
рождение	rojstva	рождение	rojstvo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
рождение	rojstev	рождение	rojstvo	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;PL
рождение	rojstva	рождение	rojstvo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
отменить	preklic	отменить	preklic	V;PFV;NFIN;ACT	N;NOM;MASC;SG
винтовки	pušk	винтовка	pušk	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
самостоятельный	avtonomne	самостоятельный	avtonomen	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
самостоятельный	samostojno	самостоятельный	samostojen	ADJ;NOM;MASC;SG	ADV
доски	deski	доска	deska	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
отступить	umik	отступить	umik	V;PFV;NFIN;ACT	N;NOM;MASC;SG
очевидна	očitno	очевидный	očitno	ADJ;FEM;SG	ADV
существо	wesen	существо	wesen	N;INAN;NOM;NEUT;SG	
открытая	odprto	открыть	odprt	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
принесли	pripeljan	принести	pripeljan	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
принесли	prinesel	принести	prinesti	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
единство	enotnosti	единство	enotnost	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
восьмой	osmica	восьмой	osmica	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
восьмой	osem	восьмой	osem	ADJ;NOM;MASC;SG	NUM;NOM;PL
восьмой	osmi	восьмой	osmi	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
восьмой	eighth	восьмой	eighth	ADJ;NOM;MASC;SG	
восьмой	osmo	восьмой	osmi	ADJ;NOM;MASC;SG	ADJ;ACC;NEUT;SG
столкновение	spopada	столкновение	spopadati	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
батарея	baterijo	батарея	baterija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
батарея	baterije	батарея	baterija	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
оценил	ocenjeno	оценить	ocenjen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
оценил	nazivna	оценить	naziven	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;FEM;SG
оценил	ocenjen	оценить	ocenjen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
оценил	ocenjeni	оценить	ocenjen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
оценил	cenjeni	оценить	cenjen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
оценил	cenjena	оценить	cenjen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
оценил	cenil	оценить	ceniti	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
топливо	goriva	топливо	gorivo	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
топливо	goriva	топливо	gorivo	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
зенит	zenith	зенить	zeniti	N;INAN;NOM;MASC;SG	
снятие	dvigi	снятие	dviga	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
купил	kupljen	купить	kupljen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
купил	kupljene	купить	kupljen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
купил	kupljeno	купить	kupljen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
купил	kupljena	купить	kupljen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
купил	kupljen	купить	kupljen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
купил	kupljene	купить	kupljen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
купил	kupljeno	купить	kupljen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
купил	kupljena	купить	kupljen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
срочно	nujna	срочно	nujen	ADV	ADJ;NOM;FEM;SG
срочно	nujen	срочно	nujen	ADV	ADJ;NOM;INDF;MASC;SG
срочно	nujni	срочно	nujen	ADV	ADJ;NOM;MASC;SG
похожие	podoben	похожий	podoben	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
похожие	podobna	похожий	podoben	ADJ;NOM;PL	ADJ;NOM;FEM;SG
похожие	podobnih	похожий	podoben	ADJ;NOM;PL	ADJ;GEN;MASC;PL
похожие	podobno	похожий	podoben	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
врачи	zdravnikov	врач	zdravnik	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
врачи	zdravnike	врач	zdravnik	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
глубину	globina	глубина	globina	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
галактики	galaksij	галактика	galaksija	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
собирать	zbiranje	собирать	zbiranje	V;IPFV;NFIN;ACT	N;NOM;NEUT;SG
павловна	pavlovna	павловна	pavloven	N;ANIM;NOM;FEM;SG	ADJ;NOM;FEM;SG
мюллер	müller	мюллер	müller	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
мостов	mostove	мост	mostov	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
мостов	mostovi	мост	mostov	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
миллион	milijoni	миллион	milijon	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
миллион	milijonov	миллион	milijon	N;INAN;NOM;MASC;SG	N;GEN;MASC;PL
экспериментов	eksperimentiranje	эксперимент	eksperimentiranje	N;INAN;GEN;MASC;PL	N;NOM;NEUT;SG
комнаты	sob	комната	sob	N;INAN;NOM;FEM;PL	N;ACC;MASC;SG
сократить	zmanjšanje	сократить	zmanjšanje	V;PFV;NFIN;ACT	N;NOM;NEUT;SG
сократить	rez	сократить	rez	V;PFV;NFIN;ACT	N;NOM;MASC;SG
раскопки	izkopavanje	раскопка	izkopavanje	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
корпорация	korporacijo	корпорация	korporacija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
вершина	apex	вершина	apex	N;INAN;NOM;FEM;SG	
перестал	ustavljen	перестать	ustavljen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
победителей	zmagovalcev	победитель	zmagovalec	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
победителей	zmagovalci	победитель	zmagovalec	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
борисов	borisov	борис	boris	N;ANIM;NOM;MASC;SG	N;GEN;MASC;PL
землетрясения	potres	землетрясение	potres	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
колоний	kolonije	колония	kolonija	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
христиане	christian	христианин	christian	N;ANIM;NOM;MASC;PL	PROPN;NOM;MASC;SG
христиане	krščanski	христианин	krščanski	N;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;SG
христиане	kristjan	христианин	kristjan	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
христиане	kristjane	христианин	kristjan	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
христиане	kristjanov	христианин	kristjan	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
тыл	zadaj	тыл	zadaj	N;INAN;NOM;MASC;SG	
кипр	ciper	кипр	ciper	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
кипр	cipru	кипр	ciper	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
мифы	mitov	миф	mit	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
судьбу	usoda	судьба	usoda	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
судьбу	usoda	судьба	usoda	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
глубины	globin	глубина	globina	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
глубины	globina	глубина	globina	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
огпу	ogpu	огпа	ogp	N;INAN;NOM;MASC;SG	
ногу	noga	нога	nog	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
ногу	stopalo	нога	stopalo	N;INAN;ACC;FEM;SG	N;NOM;NEUT;SG
ногу	noga	нога	nog	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
