der	на	der	на	DET;NOM;DEF;MASC;SG	ADP;ACC
kirche	церквах	kirche	церква		N;INAN;ESS;FEM;PL
kirche	храми	kirche	храм		N;INAN;NOM;MASC;PL
kirche	церков	kirche	церков		N;INAN;GEN;FEM;PL
kirche	церква	kirche	церква		N;INAN;NOM;FEM;SG
kirche	костел	kirche	костел		N;INAN;NOM;MASC;SG
juni	червня	juni	червень	PROPN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
juni	червні	juni	червень	PROPN;NOM;MASC;SG	ADV
juni	червень	juni	червень	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
konnte	зміг	können	змогти	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
konnte	могла	können	могти	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN
konnte	змогли	können	змогти	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
konnte	вдалось	können	вдатися	V;IND;SG;3;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN
konnte	міг	können	могти	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
april	apr	april	apr	PROPN;NOM;MASC;SG	
april	квітень	april	квітень	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
april	квітня	april	квітень	PROPN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
april	квітні	april	квітний	PROPN;NOM;MASC;SG	ADV
september	вересня	september	вересень	PROPN;SG	N;INAN;GEN;MASC;SG
september	вересні	september	вересень	PROPN;SG	ADV
september	вересень	september	вересень	PROPN;SG	N;INAN;NOM;MASC;SG
september	сет	september	сет	PROPN;SG	
september	sep	september	sep	PROPN;SG	
selbst	навіть	selbst	навіть	ADV	PART
selbst	даже	selbst	даже	ADV	
selbst	власна	selbst	власний	ADV	ADJ;NOM;FEM;SG
selbst	власний	selbst	власний	ADV	ADJ;NOM;MASC;SG
selbst	себе	selbst	себе	ADV	PRO;ACC;REFL
selbst	собі	selbst	себе	ADV	PRO;DAT;REFL
selbst	собою	selbst	себе	ADV	PRO;INS;REFL
selbst	виступили	selbst	виступити	ADV	V;PFV;IND;PL;PST;FIN
selbst	себе	selbst	себе	ADV	PRO;ACC;REFL
selbst	собі	selbst	себе	ADV	PRO;DAT;REFL
selbst	собою	selbst	себе	ADV	PRO;INS;REFL
weitere	далі	weit	далі	ADJ;NOM;FEM;PL	ADV
weitere	більше	weit	більше	ADJ;NOM;FEM;PL	ADV;CMPR
juli	липень	juli	липень	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
juli	липні	juli	липень	PROPN;NOM;MASC;SG	ADV
juli	липня	juli	липень	PROPN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
juli	juli	juli	juli	PROPN;NOM;MASC;SG	
andere	інший	ander	інший	ADJ;NOM;FEM;PL	DET;NOM;MASC;SG
andere	інша	ander	інший	ADJ;NOM;FEM;PL	DET;NOM;FEM;SG
andere	інші	ander	інший	ADJ;NOM;FEM;PL	DET;NOM;PL
andere	інше	ander	інший	ADJ;NOM;FEM;PL	DET;NOM;NEUT;SG
andere	інших	ander	інший	ADJ;NOM;FEM;PL	DET;GEN;PL
andere	інших	ander	інший	ADJ;NOM;FEM;PL	DET;GEN;PL
andere	інші	ander	інший	ADJ;NOM;FEM;PL	DET;NOM;PL
andere	іншими	ander	інший	ADJ;NOM;FEM;PL	DET;INS;PL
okt	жовтня	okt	жовтень		N;INAN;GEN;MASC;SG
feb	лютого	feb	лютий		N;INAN;GEN;MASC;SG
kein	не	kein	не	PRO;NOM;INDF;MASC;SG;NEG	PART;NEG
kein	not	kein	not	PRO;NOM;INDF;MASC;SG;NEG	
geschichte	публікації	geschicht	публікація		N;INAN;NOM;FEM;PL
geschichte	історія	geschicht	історія		N;INAN;NOM;FEM;SG
geschichte	сюжет	geschicht	сюжет		N;INAN;NOM;MASC;SG
geschichte	розповідь	geschicht	розповідь		N;INAN;NOM;FEM;SG
geschichte	публікація	geschicht	публікація		N;INAN;NOM;FEM;SG
geschichte	журнал	geschicht	журнал		N;INAN;NOM;MASC;SG
geschichte	історія	geschicht	історія		N;INAN;NOM;FEM;SG
geschichte	історії	geschicht	історія		N;INAN;NOM;FEM;PL
verlag	verlag	verliegen	verlag	N;NOM;MASC;SG	
verlag	видавців	verliegen	видавець	N;NOM;MASC;SG	N;ANIM;ACC;MASC;PL
apr	apr	apr	apr		
jpg	jpg	jpg	jpg		
dezember	грудень	dezember	грудень	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
dezember	грудня	dezember	грудень	PROPN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
dezember	грудні	dezember	грудний	PROPN;NOM;MASC;SG	ADV
dezember	схилення	dezember	схилення	PROPN;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
dezember	схил	dezember	схила	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
dezember	dec	dezember	dec	PROPN;NOM;MASC;SG	
dez	схилення	dez	схилення		N;INAN;NOM;NEUT;SG
dez	схил	dez	схила		N;INAN;NOM;MASC;SG
dez	dec	dez	dec		
universität	університет	universität	університет	ADJ	N;INAN;NOM;MASC;SG
platz	площа	platz	площа	ADV	N;INAN;NOM;FEM;SG
platz	plaza	platz	plaza	ADV	
platz	плаза	platz	плаз	ADV	N;INAN;NOM;FEM;SG
platz	квадратний	platz	квадратний	ADV	ADJ;NOM;MASC;SG
platz	площа	platz	площа	ADV	N;INAN;NOM;FEM;SG
platz	квадрат	platz	квадрат	ADV	N;INAN;NOM;MASC;SG
platz	місце	platz	місце	ADV	N;INAN;NOM;NEUT;SG
platz	простору	platz	простір	ADV	N;INAN;GEN;MASC;SG
platz	пробіл	platz	пробіл	ADV	N;INAN;NOM;MASC;SG
platz	простір	platz	простір	ADV	N;INAN;NOM;MASC;SG
ihrer	своїх	ihr	свій	DET;NOM;MASC;SG	DET;ANIM;ACC;PL;REFL
ihrer	їхньому	ihr	їхній	DET;NOM;MASC;SG	PRO;DAT;SG;3
ihrer	свої	ihr	свій	DET;NOM;MASC;SG	DET;NOM;PL;REFL
ihrer	твої	ihr	твій	DET;NOM;MASC;SG	DET;NOM;PL;2
ihrer	твоє	ihr	твій	DET;NOM;MASC;SG	DET;ACC;NEUT;SG;2
ihrer	ваші	ihr	ваш	DET;NOM;MASC;SG	DET;NOM;PL;2
ihrer	твої	ihr	твій	DET;NOM;MASC;SG	DET;NOM;PL;2
ihrer	твоє	ihr	твій	DET;NOM;MASC;SG	DET;ACC;NEUT;SG;2
ihrer	ваші	ihr	ваш	DET;NOM;MASC;SG	DET;NOM;PL;2
sep	sep	sepen	sep		
november	листопаді	november	листопад	PROPN	N;INAN;NOM;MASC;SG
november	листопад	november	листопад	PROPN	N;INAN;NOM;MASC;SG
november	листопада	november	листопад	PROPN	N;INAN;GEN;MASC;SG
liste	list	lassen	list	N;NOM;FEM;SG	
liste	переліку	lassen	перелік	N;NOM;FEM;SG	N;INAN;GEN;MASC;SG
kam	прилетіли	kommen	прилетіти	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
kam	kam	kommen	kam	V;IND;SG;3;PST;FIN	
wir	wir	wir	wir	PRO;NOM;PL;1	
jahrhundert	jahrhundert	jahrhundert	jahrhundert	ADJ	
jahrhundert	ст	jahrhundert	ст.	ADJ	N;INAN;NOM;NEUT;SG
jahrhundert	століття	jahrhundert	століття	ADJ	N;INAN;NOM;NEUT;SG
jahrhundert	century	jahrhundert	century	ADJ	
beiden	обоє	beide	обоє	PRO;NOM;INDF;PL	NUM;NOM
beiden	обидва	beide	обидва	PRO;NOM;INDF;PL	NUM;NOM;MASC
beiden	обох	beide	обидва	PRO;NOM;INDF;PL	NUM;ACC
beiden	обидві	beide	обидва	PRO;NOM;INDF;PL	NUM;NOM;FEM
beiden	обом	beide	обоє	PRO;NOM;INDF;PL	
beiden	два	beide	два	PRO;NOM;INDF;PL	NUM;NOM;MASC
beiden	дві	beide	два	PRO;NOM;INDF;PL	NUM;NOM;FEM
beiden	двоє	beide	двоє	PRO;NOM;INDF;PL	NUM;NOM
beiden	двох	beide	два	PRO;NOM;INDF;PL	NUM;ACC
beiden	двійка	beide	двійка	PRO;NOM;INDF;PL	N;INAN;NOM;FEM;SG
vier	четвірка	vier	четвірка	NUM	N;INAN;NOM;FEM;SG
vier	vier	vier	vier	NUM	
zweiten	другий	zweit	другий	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
zweiten	друге	zweit	другий	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
zweiten	друга	zweit	друг	ADJ;NOM;MASC;PL	N;INAN;NOM;FEM;SG
zweiten	секунда	zweit	секунда	ADJ;NOM;MASC;PL	N;INAN;NOM;FEM;SG
seite	збоку	seit	збоку	N	ADV
seite	бічна	seit	бічний	N	ADJ;NOM;FEM;SG
seite	пейдж	seit	пейдж	N	PROPN;ANIM;NOM;MASC;SG
februar	лютому	februaer	лютий	PROPN;NOM;SG	N;INAN;DAT;MASC;SG
februar	лютий	februaer	лютий	PROPN;NOM;SG	ADJ;NOM;MASC;SG
februar	лютого	februaer	лютий	PROPN;NOM;SG	N;INAN;GEN;MASC;SG
februar	лютого	februaer	лютий	PROPN;NOM;SG	N;INAN;GEN;MASC;SG
dessen	чиє	der	чий	DET;GEN;MASC;SG	PRO;INAN;NOM;NEUT;SG
dessen	чиї	der	чий	DET;GEN;MASC;SG	NUM;NOM
dessen	чия	der	чия	DET;GEN;MASC;SG	DET;NOM;FEM;SG
dessen	чий	der	чий	DET;GEN;MASC;SG	DET;NOM;MASC;SG
soll	shall	sollen	shall	V;IND;SG;3;PRS;FIN	
soll	повинен	sollen	повинний	V;IND;SG;3;PRS;FIN	ADJ;NOM;MASC;SG
soll	слід	sollen	слід	V;IND;SG;3;PRS;FIN	ADV
soll	повинно	sollen	повинно	V;IND;SG;3;PRS;FIN	ADV
soll	should	sollen	should	V;IND;SG;3;PRS;FIN	
gab	дали	geben	дати	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
gab	віддали	geben	віддати	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
etwas	божественний	etwas	божественний	ADV	ADJ;NOM;MASC;SG
etwas	щось	etwas	щось	ADV	PRO;INAN;NOM;NEUT;SG
etwas	чимось	etwas	щось	ADV	PRO;INAN;INS;NEUT;SG
mich	собі	ich	себе	PRO;ACC;SG;1	PRO;DAT;REFL
mich	собою	ich	себе	PRO;ACC;SG;1	PRO;INS;REFL
mich	виступили	ich	виступити	PRO;ACC;SG;1	V;PFV;IND;PL;PST;FIN
mich	mich	ich	mich	PRO;ACC;SG;1	
neben	окрім	neben	окрім	ADP	
allerdings	однак	allerdings	однак	ADV	CONJ
allerdings	але	allerdings	але	ADV	CONJ
allerdings	хоча	allerdings	хоча	ADV	CONJ
film	фільм	falmen	фільм		N;INAN;NOM;MASC;SG
film	кіно	falmen	кіно		N;INAN;NOM;NEUT;SG
film	фільм	falmen	фільм		N;INAN;NOM;MASC;SG
film	плівка	falmen	плівка		N;INAN;NOM;FEM;SG
wäre	would	sein	would	V;SBJV;SG;3;PST;FIN	
neue	нове	neu	новий	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
neue	нова	neu	новий	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
neue	новий	neu	новий	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
neue	створити	neu	створити	ADJ;NOM;FEM;PL	V;PFV;NFIN
neue	neue	neu	neue	ADJ;NOM;FEM;PL	
nun	well	nun	well	ADV	
nun	ну	nun	ну	ADV	PART
leben	живі	leben	живий	V;NFIN	ADJ;NOM;PL
leben	життя	leben	життя	V;NFIN	N;INAN;NOM;NEUT;SG
leben	лайф	leben	Лайф	V;NFIN	
leben	фешн	leben	фешн	V;NFIN	
leben	життя	leben	життя	V;NFIN	N;INAN;NOM;NEUT;SG
leben	live	leben	live	V;NFIN	
leben	наживо	leben	наживо	V;NFIN	ADV
leben	трансляція	leben	трансляція	V;NFIN	N;INAN;NOM;FEM;SG
namen	назва	name	назва		N;INAN;NOM;FEM;SG
namen	назви	name	назва		N;INAN;NOM;FEM;PL
namen	імена	name	ім’я		N;INAN;NOM;NEUT;PL
bitte	please	bitte	please		
bitte	прошу	bitte	просити		V;IPFV;IND;SG;1;PRS;FIN
relevanz	відповідність	relevanz	відповідність	ADJ	N;INAN;NOM;FEM;SG
muss	мусить	müssen	мусити	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
muss	має	müssen	мати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
muss	повинен	müssen	повинний	V;IND;SG;3;PRS;FIN	ADJ;NOM;MASC;SG
einige	деякі	einige	деякий	PRO;NOM;INDF;PL	DET;NOM;PL
einige	якесь	einige	якийсь	PRO;NOM;INDF;PL	DET;NOM;NEUT;SG
einige	якийсь	einige	якийсь	PRO;NOM;INDF;PL	DET;NOM;MASC;SG
einige	трохи	einige	трохи	PRO;NOM;INDF;PL	ADV
mitglied	член	mitglied	член	ADJ	N;ANIM;NOM;MASC;SG
mitglied	учасник	mitglied	учасник	ADJ	N;ANIM;NOM;MASC;SG
mitglied	учасника	mitglied	учасник	ADJ	N;ANIM;ACC;MASC;SG
mitglied	члена	mitglied	член	ADJ	N;ANIM;ACC;MASC;SG
wegen	адже	wegen	адже	ADP	CONJ
wegen	бо	wegen	бо	ADP	CONJ
deren	їхнє	der	їхній	DET;GEN;PL	DET;NOM;NEUT;SG;3
deren	їхня	der	їхній	DET;GEN;PL	PRO;NOM;FEM;SG;3
deren	їхні	der	їхній	DET;GEN;PL	DET;NOM;PL;3
deren	їхній	der	їхній	DET;GEN;PL	
deren	чиє	der	чий	DET;GEN;PL	PRO;INAN;NOM;NEUT;SG
deren	чиї	der	чий	DET;GEN;PL	NUM;NOM
deren	чия	der	чия	DET;GEN;PL	DET;NOM;FEM;SG
deren	чий	der	чий	DET;GEN;PL	DET;NOM;MASC;SG
viele	багато	viel	багато	ADJ;NOM;INDF;PL	ADV
viele	багато	viel	багато	ADJ;NOM;INDF;PL	ADV
viele	багатьох	viel	багато	ADJ;NOM;INDF;PL	DET;ACC
text	текстовий	Text	текстовий		ADJ;NOM;MASC;SG
text	текст	Text	текст		N;INAN;NOM;MASC;SG
münchen	мюнхен	münchen	мюнхен	PROPN;NOM;NEUT;SG	PROPN;INAN;NOM;MASC;SG
löschen	чисто	löschen	чисто	V;NFIN	ADV
löschen	вилучення	löschen	вилучення	V;NFIN	N;INAN;NOM;NEUT;SG
löschen	видалення	löschen	видалення	V;NFIN	N;INAN;NOM;NEUT;SG
löschen	вилучення	löschen	вилучення	V;NFIN	N;INAN;NOM;NEUT;SG
löschen	вилучення	löschen	вилучення	V;NFIN	N;INAN;NOM;NEUT;SG
erhielt	отримано	erhalten	отримати	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
erhielt	отримані	erhalten	отриманий	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;PL;V.PTCP;PASS
erhielt	отриманий	erhalten	отриманий	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
erhielt	отримали	erhalten	отримати	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
zurück	повернутися	zurück	повернутися	ADV	V;PFV;NFIN
zurück	повернення	zurück	повернення	ADV	N;INAN;NOM;NEUT;SG
zurück	back	zurück	back	ADV	
zurück	повернулася	zurück	повернутися	ADV	V;PFV;FEM;IND;SG;PST;FIN
zurück	спина	zurück	спина	ADV	N;INAN;NOM;FEM;SG
ort	орт	ort	орт	N;NOM;MASC;SG	
allem	everything	alle	everything	PRO;DAT;INDF;NEUT;SG	
allem	все	alle	все	PRO;DAT;INDF;NEUT;SG	PRO;INAN;NOM;NEUT;SG
allem	усе	alle	усе	PRO;DAT;INDF;NEUT;SG	PRO;INAN;NOM;NEUT;SG
geht	піде	gehen	піти	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN
friedrich	фрідріх	friedrich	фрідрий	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
friedrich	фредерік	friedrich	фредерік	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
ihren	своїх	ihr	свій	DET;ACC;MASC;SG	DET;ANIM;ACC;PL;REFL
ihren	їхньому	ihr	їхній	DET;ACC;MASC;SG	PRO;DAT;SG;3
ihren	свої	ihr	свій	DET;ACC;MASC;SG	DET;NOM;PL;REFL
ihren	їхнє	ihr	їхній	DET;ACC;MASC;SG	DET;NOM;NEUT;SG;3
saison	сезонні	saison	сезонний	N;NOM;FEM;SG	ADJ;NOM;PL
saison	season	saison	season	N;NOM;FEM;SG	
saison	сезону	saison	сезон	N;NOM;FEM;SG	N;INAN;GEN;MASC;SG
neuen	нові	neu	новий	ADJ;ACC;MASC;SG	ADJ;NOM;PL
neuen	нове	neu	новий	ADJ;ACC;MASC;SG	ADJ;NOM;NEUT;SG
neuen	нова	neu	новий	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;SG
neuen	новий	neu	новий	ADJ;ACC;MASC;SG	ADJ;NOM;MASC;SG
neuen	створити	neu	створити	ADJ;ACC;MASC;SG	V;PFV;NFIN
art	добрі	art	добрий	N;NOM;FEM;SG	ADJ;NOM;PL
stand	стояли	stehen	стояти	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;PST;FIN
stand	бут	stehen	бут	V;IND;SG;3;PST;FIN	
stand	стоїмо	stehen	стояти	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;1;PRS;FIN
stand	стенд	stehen	стенд	V;IND;SG;3;PST;FIN	N;INAN;NOM;MASC;SG
stand	stand	stehen	stand	V;IND;SG;3;PST;FIN	
diesen	ці	dies	цей	PRO;ACC;MASC;SG	DET;NOM;PL
würde	гідності	werden	гідність	V;SBJV;SG;3;PST;FIN	N;INAN;GEN;FEM;SG
würde	гідність	werden	гідність	V;SBJV;SG;3;PST;FIN	N;INAN;NOM;FEM;SG
würde	would	werden	would	V;SBJV;SG;3;PST;FIN	
politiker	політика	politik	політика	ADJ	N;INAN;NOM;FEM;SG
politiker	політики	politik	політика	ADJ	N;INAN;NOM;FEM;PL
politiker	політик	politik	політик	ADJ	N;ANIM;NOM;MASC;SG
personen	pax	Person	pax	N;NOM;FEM;PL	
personen	осіб	Person	особа	N;NOM;FEM;PL	N;ANIM;ACC;FEM;PL
personen	народ	Person	народ	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
personen	людей	Person	людина	N;NOM;FEM;PL	N;ANIM;ACC;FEM;PL
titel	приплив	titel	приплити		N;INAN;NOM;MASC;SG
titel	доріжок	titel	доріжка		N;INAN;GEN;FEM;PL
titel	слідкує	titel	слідкувати		V;IPFV;IND;SG;3;PRS;FIN
titel	композиції	titel	композиція		N;INAN;NOM;FEM;PL
titel	доріжки	titel	доріжка		N;INAN;NOM;FEM;PL
titel	сліди	titel	слід		N;INAN;NOM;MASC;PL
titel	заголовки	titel	заголовка		N;INAN;NOM;MASC;PL
titel	назва	titel	назва		N;INAN;NOM;FEM;SG
titel	заголовок	titel	заголовок		N;INAN;NOM;MASC;SG
titel	титул	titel	титул		N;ANIM;NOM;MASC;SG
karl	шарль	karlen	шарль	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
karl	чарльз	karlen	чарльз	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
karl	карл	karlen	карл	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
gut	файно	gut	файно	ADJ	
gut	добре	gut	добре	ADJ	ADV
gut	добре	gut	добре	ADJ	ADV
gut	добре	gut	добре	ADJ	ADV
gut	well	gut	well	ADJ	
gut	ну	gut	ну	ADJ	PART
gut	імхо	gut	імхо	ADJ	ADV
statt	натомість	statt	натомість	ADP	CONJ
daher	отже	daher	отже	ADV	PART
daher	отже	daher	отже	ADV	PART
nachdem	після	nachdem	після	CONJ	ADP;GEN
familie	familie	familie	familie	N;NOM;FEM;SG	
familie	сімейний	familie	сімейний	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
familie	сімейні	familie	сімейний	N;NOM;FEM;SG	ADJ;NOM;PL
familie	fam	familie	fam	N;NOM;FEM;SG	
weiter	продовжуючи	weiter	продовжувати	ADV	V;IPFV;PRS;V.CVB
weiter	продовжуємо	weiter	продовжувати	ADV	V;IPFV;IND;PL;1;PRS;FIN
weiter	продовжувати	weiter	продовжувати	ADV	V;IPFV;NFIN
weiter	продовжити	weiter	продовжити	ADV	V;PFV;NFIN
weiter	продовжуємо	weiter	продовжувати	ADV	V;IPFV;IND;PL;1;PRS;FIN
weiter	тривале	weiter	тривалий	ADV	ADJ;NOM;NEUT;SG
weiter	продовжив	weiter	продовжити	ADV	V;PFV;MASC;IND;SG;PST;FIN
weiter	продовжували	weiter	продовжувати	ADV	V;IPFV;IND;PL;PST;FIN
weiter	продовжується	weiter	продовжуватися	ADV	V;IPFV;IND;SG;3;PRS;FIN
weiter	продовжила	weiter	продовжити	ADV	V;PFV;FEM;IND;SG;PST;FIN
ganz	ganz	ganz	ganz	ADV	
sohn	сину	sohnen	син	N;NOM;MASC;SG	N;ANIM;VOC;MASC;SG
außerdem	окрім	außerdem	окрім	ADV	
hans	ганс	hans	ганс	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
johann	йоганн	johann	йоганн	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
johann	йоган	johann	йоган	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
johann	джон	johann	джон	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
johann	іоанн	johann	іоанно	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
johann	іван	johann	іван	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
großen	велике	groß	великий	ADJ;PL	ADJ;NOM;NEUT;SG
großen	велика	groß	великий	ADJ;PL	ADJ;NOM;FEM;SG
großen	великий	groß	великий	ADJ;PL	ADJ;NOM;MASC;SG
großen	біг	groß	бігти	ADJ;PL	V;IPFV;MASC;IND;SG;PST;FIN
großen	мажор	groß	мажор	ADJ;PL	N;INAN;NOM;FEM;SG
großen	майор	groß	майор	ADJ;PL	N;ANIM;NOM;MASC;SG
bild	picture	bild	picture		
bild	зображення	bild	зображення		N;INAN;NOM;NEUT;SG
bild	картинка	bild	картинка		N;INAN;NOM;FEM;SG
bild	фото	bild	фото		
bild	зображення	bild	зображення		N;INAN;NOM;NEUT;SG
bild	pic	bild	pic		
bild	bild	bild	bild		
nichts	nothing	nichts	nothing	PRO;INDF	
nichts	ніщо	nichts	ніщо	PRO;INDF	PRO;INAN;NOM
nichts	небуття	nichts	небуття	PRO;INDF	N;INAN;NOM;NEUT;SG
nichts	нічого	nichts	ніщо	PRO;INDF	PRO;INAN;GEN
wien	відень	weinen	відень		PROPN;INAN;NOM;MASC;SG
bezeichnet	названої	bezeichnen	названий	V;V.PTCP	ADJ;PFV;GEN;FEM;SG;V.PTCP;PASS
bezeichnet	призначені	bezeichnen	призначений	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
bezeichnet	позначкою	bezeichnen	позначка	V;V.PTCP	N;INAN;INS;FEM;SG
gelöscht	вилучені	löschen	вилучений	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
große	великих	groß	великий	ADJ;NOM;FEM;PL	ADJ;ANIM;ACC;PL
große	велике	groß	великий	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
große	велика	groß	великий	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
große	великий	groß	великий	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
große	біг	groß	бігти	ADJ;NOM;FEM;PL	V;IPFV;MASC;IND;SG;PST;FIN
große	великий	groß	великий	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
große	чудово	groß	чудово	ADJ;NOM;FEM;PL	ADV
große	große	groß	große	ADJ;NOM;FEM;PL	
denn	адже	denn	адже	CONJ	CONJ
denn	бо	denn	бо	CONJ	CONJ
peter	петро	peter	петро	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
peter	пітер	peter	пітер	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
kommt	прибуде	kommen	прибути	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN
kommt	come	kommen	come	V;IND;SG;3;PRS;FIN	
kommt	приходь	kommen	приходити	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN
kommt	приходьте	kommen	приходити	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;PL;2;FIN
kommt	іду	kommen	іти	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN
kommt	coming	kommen	coming	V;IND;SG;3;PRS;FIN	
menschen	людини	menschen	людина	N;NOM;PL	N;ANIM;NOM;FEM;SG
menschen	людина	menschen	людина	N;NOM;PL	N;ANIM;NOM;FEM;SG
menschen	людський	menschen	людський	N;NOM;PL	ADJ;NOM;MASC;SG
menschen	народ	menschen	народ	N;NOM;PL	N;INAN;NOM;MASC;SG
menschen	людей	menschen	людина	N;NOM;PL	N;ANIM;ACC;FEM;PL
begann	почали	beginnen	почати	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
begann	розпочато	beginnen	розпочати	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
begann	почато	beginnen	почато	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;FUT;FIN
jahrhunderts	jahrhunderts	jahrhundert	jahrhunderts	ADV	
jahrhunderts	ст	jahrhundert	ст.	ADV	N;INAN;NOM;NEUT;SG
jahrhunderts	століття	jahrhundert	століття	ADV	N;INAN;NOM;NEUT;SG
jahrhunderts	century	jahrhundert	century	ADV	
fall	регістр	fall	регістр	ADV	N;INAN;NOM;MASC;SG
fall	справа	fall	справа	ADV	N;INAN;NOM;FEM;SG
fall	випадок	fall	випадок	ADV	N;INAN;NOM;MASC;SG
fall	падати	fall	падати	ADV	V;IPFV;NFIN
fall	осінь	fall	осінь	ADV	N;INAN;NOM;FEM;SG
fall	fall	fall	fall	ADV	
fall	падіння	fall	падіння	ADV	N;INAN;NOM;NEUT;SG
wilhelm	вільям	wilhelm	вільям	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
wilhelm	вільгельм	wilhelm	вільгельм	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
danach	після	danach	після	ADV	ADP;GEN
danach	обрядом	danach	обряд	ADV	N;INAN;INS;MASC;SG
könig	кінг	könig	кінг	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG
könig	кеніг	könig	кеніг	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG
welche	яка	welch	який	PRO;NOM;SG	DET;NOM;FEM;SG
welche	чим	welch	що	PRO;NOM;SG	PRO;INAN;INS;NEUT;SG
welche	какой	welch	какой	PRO;NOM;SG	
welche	який	welch	який	PRO;NOM;SG	DET;NOM;MASC;SG
welche	які	welch	який	PRO;NOM;SG	DET;NOM;PL
welche	яке	welch	який	PRO;NOM;SG	DET;NOM;NEUT;SG
welche	яка	welch	який	PRO;NOM;SG	DET;NOM;FEM;SG
