של	shel	של	shel	PART;GEN	N
לב	heart	לב	heart	PROPN	N
לב	lev	לב	le	PROPN	PROPN
שלוש	three	שלוש	tareo	NUM;FEM;SG	N
שלום	shalom	שלום	shalom	PROPN	N;MASC
שלום	pace	שלום	pace	PROPN	N;FEM;SG
שלום	peace	שלום	peace	PROPN	N;MASC
שלום	ciao	שלום	ciao	PROPN	V;IND;SG;3;PRS;FIN
שלום	hello	שלום	hello	PROPN	N;MASC
אזור	zone	אזור	zona	N;MASC;SG	N;FEM;PL
המשחק	game	המשחק	game	PROPN	N
המשחק	gioco	המשחק	gioco	PROPN	N;MASC;SG
המשחק	partita	המשחק	partita	PROPN	N;FEM;SG
המשחק	selvaggina	המשחק	selvaggina	PROPN	N;FEM;SG
האי	isola	האי	isola		N;FEM;SG
האי	hai	האי	avere		V;IND;SG;2;PRS;FIN
סרט	pellicole	סרט	pellicolo	N;MASC;SG	N;FEM;PL
בגלל	perchè	בגלל	perché	ADP	ADV
בגלל	perché	בגלל	perché	ADP	ADV
המפלגה	partito	המפלג	partito	PROPN	N;MASC;SG
המפלגה	party	המפלג	party	PROPN	N;MASC
המפלגה	festa	המפלג	festa	PROPN	N;FEM;SG
בעבר	precedentemente	בעבר	precedentemente		ADV
האחרון	ultima	האחרון	ultimo	PROPN	ADJ;FEM;SG
האחרון	ultimo	האחרון	ultimo	PROPN	ADJ;MASC;SG
האחרון	ultimi	האחרון	ultimo	PROPN	ADJ;MASC;PL
האחרון	ultime	האחרון	ultimo	PROPN	ADJ;FEM;PL
קצר	corti	קצר	corto	ADJ;MASC;SG	N;MASC;PL
קצר	short	קצר	short	ADJ;MASC;SG	N
בהמשך	sotto	בהמשך	sotto		ADP
בר	bar	בר	bar		N;MASC
צבא	militari	צבא	militare	N;MASC;SG	N;PL
צבא	militare	צבא	militare	N;MASC;SG	ADJ;SG
החיים	vita	החיים	vita	ADV	N;FEM;SG
החיים	life	החיים	life	ADV	N
צה	tse	צה	tse		N;MASC;SG
משחק	giocare	משחק	giocare	N;MASC;SG	V;NFIN
ראשי	testa	ראש	testa	N;PSSD;MASC;PL	N;FEM;SG
ראשי	testina	ראש	testina	N;PSSD;MASC;PL	N;FEM;SG
ראשי	capo	ראש	capo	N;PSSD;MASC;PL	N;MASC;SG
ראשי	primario	ראש	primario	N;PSSD;MASC;PL	ADJ;MASC;SG
ראשי	primari	ראש	primario	N;PSSD;MASC;PL	ADJ;MASC;PL
ראשי	primaria	ראש	primario	N;PSSD;MASC;PL	ADJ;FEM;SG
הזמן	tempo	הזמן	tempo		N;MASC;SG
הזמן	time	הזמן	time		N
אברהם	abramo	אברהם	abramo	PROPN	N;MASC;SG
אברהם	abraham	אברהם	abraham	PROPN	N;MASC;SG
אברהם	avraham	אברהם	avraham	PROPN	N;MASC;SG
נבחר	prescelto	נבחר	prescelto	V;MASC;SG;3;PST;MID	ADJ;MASC;SG
נבחר	scelti	נבחר	scegliere	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נבחר	selezionati	נבחר	selezionato	V;MASC;SG;3;PST;MID	ADJ;MASC;PL
נבחר	selezionate	נבחר	selezionato	V;MASC;SG;3;PST;MID	V;PL;PST;V.PTCP
מדי	maddie	מדי	maddie	ADV	N;FEM;SG
מדי	too	מדי	too	ADV	
לרוב	principalmente	ררוב	principalmente		ADV
לרוב	soprattutto	ררוב	soprattutto		ADV
לכן	pertanto	לכן	pertanto	CONJ	ADV
שטח	terreni	שטח	terreno	N;MASC;SG	N;MASC;PL
מאוחר	ritardo	מאוחר	ritardo	ADV	N;MASC;SG
מאוחר	late	מאוחר	lato	ADV	N
מאוחר	tardo	מאוחר	tardo	ADV	ADJ;MASC;SG
דף	pagine	דף	pagina		N;FEM;PL
דף	pagina	דף	pagina		N;FEM;SG
דף	page	דף	pagare		N;FEM;SG
דף	def	דף	dif		N
קולנוע	filmati	קולנוע	filmato	N;MASC;SG	N;MASC;PL
קשר	nodi	קשר	nodo	N;MASC;SG	N;MASC;PL
קודם	primi	קודם	primo	ADV	ADJ;MASC;PL
קודם	primo	קודם	primo	ADV	ADJ;MASC;SG
לצד	laterale	לצד	laterale	ADP	ADJ;SG
לצד	lato	לצד	lato	ADP	N;MASC;SG
לצד	side	לצד	sida	ADP	N
בגיל	invecchiata	בגיל	invecchiare		V;FEM;SG;PST;V.PTCP
בגיל	invecchiato	בגיל	invecchiare		ADJ;MASC;SG
ידוע	conosciuto	ידוע	conoscere	N;MASC;SG	V;MASC;SG;PST;V.PTCP
ידוע	conosciuta	ידוע	conoscere	N;MASC;SG	V;FEM;SG;PST;V.PTCP
ידוע	noto	ידוע	noto	N;MASC;SG	ADJ;MASC;SG
ידוע	noti	ידוע	noto	N;MASC;SG	ADJ;MASC;PL
קטן	piccole	קטן	piccolo	ADJ;MASC;SG	ADJ;FEM;PL
קטן	piccoli	קטן	piccolo	ADJ;MASC;SG	ADJ;MASC;PL
קטן	little	קטן	littla	ADJ;MASC;SG	N
למד	studiati	למד	studiare	V;MASC;SG;3;PST	V;MASC;PL;PST;V.PTCP
למד	studiate	למד	studiare	V;MASC;SG;3;PST	V;FEM;PL;PST;V.PTCP
למד	impara	למד	imparare	V;MASC;SG;3;PST	V;IND;SG;2;PRS;FIN
למד	imparate	למד	imparare	V;MASC;SG;3;PST	V;IND;PL;2;PRS;FIN
ברית	alleanze	ברית	alleanza	N;FEM;SG	N;FEM;PL
ברית	alliance	ברית	alliance	N;FEM;SG	ADJ;FEM;PL
ברית	alleati	ברית	alleato	N;FEM;SG	N;MASC;PL
היהודי	giudeo	היהודי	giudeo	PROPN	N;MASC;SG
היהודי	ebrei	היהודי	ebreo	PROPN	N;MASC;PL
היהודי	ebreo	היהודי	ebreo	PROPN	N;MASC;SG
תשע	nine	תשע	nina	NUM;FEM;SG	N;MASC
ישראלי	israeliano	ישראלי	israeliano	N;MASC;SG	ADJ;MASC;SG
ישראלי	israeliana	ישראלי	israeliano	N;MASC;SG	ADJ;FEM;SG
ישראלי	israeliani	ישראלי	israeliano	N;MASC;SG	N;MASC;PL
שיחק	suonato	שיחק	suonare	PROPN	V;MASC;SG;PST;V.PTCP
שיחק	giocato	שיחק	giocare	PROPN	V;MASC;SG;PST;V.PTCP
שיחק	giocata	שיחק	giocare	PROPN	V;FEM;SG;PST;V.PTCP
שיחק	giocati	שיחק	giocare	PROPN	V;MASC;PL;PST;V.PTCP
מעבר	transizione	מעבר	transizione		N;FEM;SG
מעבר	aldilà	מעבר	aldilà		N;FEM
מעבר	beyond	מעבר	beyond		N;MASC
מעבר	oltre	מעבר	oltre		ADV
מעבר	passaggio	מעבר	passaggio		N;MASC;SG
איך	how	איך	how	ADV	N
זהב	dorata	זהב	dorata	N;MASC;SG	V;FEM;SG;PST;V.PTCP
זהב	dorato	זהב	dorare	N;MASC;SG	ADJ;MASC;SG
מדינה	stato	מדינה	essere	N;FEM;SG	V;MASC;SG;PST;V.PTCP
שונה	shauna	שונה	shauno		N;FEM;SG
שונה	differenti	שונה	differente		ADJ;PL
שונה	differente	שונה	differente		ADJ;SG
שונה	diverse	שונה	diverso		ADJ;FEM;PL
שונה	diversa	שונה	diverso		DET;FEM;SG
שונה	diverso	שונה	diverso		ADJ;MASC;SG
שונה	diversi	שונה	diverso		DET;MASC;PL
שונה	modificata	שונה	modificare		V;FEM;SG;PST;V.PTCP
שונה	modificate	שונה	modificare		V;PL;PST;V.PTCP
שונה	modificati	שונה	modificare		V;MASC;PL;PST;V.PTCP
שונה	modificato	שונה	modificare		V;MASC;SG;PST;V.PTCP
גדולה	large	גדול	large	ADJ;FEM;SG	N;MASC;SG
גדולה	grandi	גדול	grande	ADJ;FEM;SG	ADJ;PL
גדולה	grandi	גדול	grande	ADJ;FEM;SG	ADJ;PL
גדולה	big	גדול	big	ADJ;FEM;SG	N
גדולה	grandezza	גדול	grandezza	ADJ;FEM;SG	N;FEM;SG
קשה	duro	קשה	duro	ADV	ADJ;MASC;SG
קשה	difficile	קשה	difficile	ADV	ADJ;SG
קשה	hard	קשה	hard	ADV	N
קשה	duri	קשה	duro	ADV	ADJ;MASC;PL
קשה	dura	קשה	durare	ADV	V;IND;SG;3;PRS;FIN
קשה	duro	קשה	duro	ADV	ADJ;MASC;SG
קשה	duri	קשה	duro	ADV	ADJ;MASC;PL
קשה	dura	קשה	durare	ADV	V;IND;SG;3;PRS;FIN
קשה	difficile	קשה	difficile	ADV	ADJ;SG
קשה	ardua	קשה	ardua	ADV	ADJ;FEM;SG
קשה	difficili	קשה	difficile	ADV	ADJ;PL
אור	light	אור	light		N
אור	luce	אור	luce		N;FEM;SG
אור	leggero	אור	leggero		ADJ;MASC;SG
אור	leggeri	אור	leggero		ADJ;MASC;PL
אור	leggera	אור	leggero		ADJ;FEM;SG
צבי	cervi	צבי	cervo	PROPN	N;MASC;PL
צבי	cervo	צבי	cervo	PROPN	N;MASC;SG
צבי	gazzella	צבי	gazzella	PROPN	N;FEM;SG
לדוגמה	esempio	לדוגמה	esempio	PROPN	N;MASC;SG
בעברית	ebraica	בעברית	ebraico		ADJ;FEM;SG
בעברית	ebreo	בעברית	ebreo		N;MASC;SG
בעברית	ebraico	בעברית	ebraico		ADJ;MASC;SG
כנגד	contrari	כנגד	contrario	ADP	ADJ;MASC;PL
כנגד	against	כנגד	against	ADP	
קיים	esisteva	קיים	esistere	ADJ;MASC;SG	V;IND;SG;3;IPFV;FIN
קיים	esistiti	קיים	esistere	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
קיים	esistevano	קיים	esistere	ADJ;MASC;SG	V;IND;PL;3;IPFV;FIN
קיים	esistito	קיים	esistere	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
קיים	esisto	קיים	esisto	ADJ;MASC;SG	V;IND;SG;1;PRS;FIN
קיים	esistere	קיים	esistere	ADJ;MASC;SG	V;NFIN
קיים	esistono	קיים	esistere	ADJ;MASC;SG	V;IND;PL;3;PRS;FIN
קיים	esisti	קיים	esistere	ADJ;MASC;SG	V;IND;SG;2;PRS;FIN
קיים	esiste	קיים	esistere	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
קיים	esistente	קיים	esistere	ADJ;MASC;SG	V;SG;PRS;V.PTCP
קיים	esistenti	קיים	esistere	ADJ;MASC;SG	V;PL;PRS;V.PTCP
שלי	shelley	שלי	shelley		N;MASC
שלי	miniera	שלי	miniera		N;FEM;SG
שלי	mine	שלי	mina		N;FEM;PL
שלי	mio	שלי	mio		DET;MASC;SG
שלי	shelly	שלי	shelly		N;FEM
דומה	simile	דומה	simile		ADJ;SG
דומה	simili	דומה	simile		ADJ;PL
דומה	analoga	דומה	analogo		ADJ;FEM;SG
דומה	duma	דומה	duma		N;FEM;SG
דין	preside	דין	preside	PROPN	N;MASC;SG
דין	rettore	דין	rettore	PROPN	N;MASC;SG
דין	dean	דין	deano	PROPN	N;MASC;SG
דין	decano	דין	docare	PROPN	N;MASC;SG
שכן	vicino	שכן	vicino	CONJ	ADV
שכן	vicino	שכן	vicino	CONJ	ADV
שכן	vicina	שכן	vicino	CONJ	ADJ;FEM;SG
שכן	vicini	שכן	vicino	CONJ	ADJ;MASC;PL
ימי	giorni	יום	giorno	PROPN	N;MASC;PL
ימי	giornate	יום	giornata	PROPN	N;FEM;PL
ימי	days	יום	days	PROPN	N
מבין	capire	מבין	capire	ADP	V;NFIN
מבין	comprendere	מבין	comprendere	ADP	V;NFIN
פשוט	simple	פשוט	simple		N;MASC
פשוט	semplici	פשוט	semplice		ADJ;PL
פשוט	semplice	פשוט	semplice		ADJ;SG
פשוט	solo	פשוט	solo		ADV
פשוט	just	פשוט	just		
עבודה	lavorare	עבודה	lavorare	N;FEM;SG	V;NFIN
עבודה	lavori	עבודה	lavoro	N;FEM;SG	N;MASC;PL
עבודה	lavora	עבודה	lavorare	N;FEM;SG	V;IND;SG;3;PRS;FIN
חשוב	importanti	חשוב	importante	ADJ;MASC;SG	ADJ;PL
כיוון	direzione	כיוון	direzione		N;FEM;SG
שלמה	shlomo	שלמה	shlomo	PROPN	N;MASC;SG
שלמה	salomone	שלמה	salomone	PROPN	N;FEM;SG
שלמה	solomon	שלמה	solomon	PROPN	N;MASC;SG
שלמה	intero	שלמה	intero	PROPN	ADJ;MASC;SG
שלמה	interi	שלמה	intero	PROPN	ADJ;MASC;PL
שלמה	intera	שלמה	intero	PROPN	ADJ;FEM;SG
תבנית	formato	תבנית	formare	N;FEM;SG	V;MASC;SG;PST;V.PTCP
אמריקאים	americano	אמריקני	americano	N;MASC;PL	ADJ;MASC;SG
אמריקאים	american	אמריקני	americano	N;MASC;PL	ADJ;FEM;SG
אמריקאים	americana	אמריקני	americano	N;MASC;PL	ADJ;FEM;SG
הפועל	verbi	הפועל	verbo	PROPN	N;MASC;PL
הפועל	verbo	הפועל	verbo	PROPN	N;MASC;SG
הפועל	hapoel	הפועל	hapoel	PROPN	N;MASC;SG
אפריקה	africa	אפריקה	africa	PROPN	N;FEM;SG
נחשב	considerati	נחשב	considerare	V;MASC;SG;V.PTCP;MID	V;MASC;PL;PST;V.PTCP
נחשב	conteggi	נחשב	conteggio	V;MASC;SG;V.PTCP;MID	N;MASC;PL
נחשב	conta	נחשב	contare	V;MASC;SG;V.PTCP;MID	V;IND;SG;3;PRS;FIN
דרום	meridionale	דרום	meridionale	N;MASC;SG	ADJ;SG
דרום	meridionali	דרום	meridionale	N;MASC;SG	ADJ;PL
עלה	foglia	עלה	foglia	V;MASC;SG;3;PST;ACT	N;FEM;SG
עלה	foglie	עלה	foglia	V;MASC;SG;3;PST;ACT	N;FEM;PL
להשתמש	uso	השתמש	uso	V;NFIN	N;MASC;SG
להשתמש	utilizzo	השתמש	utilizzo	V;NFIN	N;MASC;SG
להשתמש	usi	השתמש	uso	V;NFIN	N;MASC;PL
העליון	supremo	העליון	supremo	PROPN	ADJ;MASC;SG
העליון	supreme	העליון	supremo	PROPN	N;FEM;SG
העליון	suprema	העליון	supremo	PROPN	ADJ;FEM;SG
לקראת	verso	לקראת	verso	ADP	N;MASC;SG
בברכה	sinceramente	בברכה	sinceramente		ADV
בברכה	benvenuto	בברכה	benvenire		V;MASC;SG;PST;V.PTCP
בברכה	benvenuti	בברכה	benvenuto		V;MASC;PL;PST;V.PTCP
בברכה	accogliente	בברכה	accogliente		ADJ;SG
בברכה	accoglienti	בברכה	accogliente		ADJ;PL
מין	sesso	מין	sesso		N;MASC;SG
מין	genere	מין	genere		N;MASC;SG
מין	sesso	מין	sesso		N;MASC;SG
מין	sex	מין	sex		N
מין	specie	מין	specie		N;FEM
מין	min	מין	mino		N
לשעבר	ex	לשעבר	ex	ADV	ADJ
אינטרנט	web	אינטרנט	web		N;MASC
אינטרנט	internet	אינטרנט	internet		N
התנועה	traffico	התנועה	traffico	V;MASC;SG;3;PST	N;MASC;SG
הר	montagna	הר	montagna	PROPN	N;FEM;SG
הר	monte	הר	monte	PROPN	N;MASC;SG
הר	montare	הר	montare	PROPN	V;NFIN
הר	monta	הר	monta	PROPN	V;IND;SG;3;PRS;FIN
הרי	enrico	הרי	enrico	CONJ	N;MASC;SG
הרי	harry	הרי	harry	CONJ	N;MASC
למה	why	למה	why	ADV	ADJ;SG
נולדה	born	נולד	borno	V;FEM;SG;3;PST;MID	N;MASC;SG
נולדה	nati	נולד	nascere	V;FEM;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נולדה	nasce	נולד	nascere	V;FEM;SG;3;PST;MID	V;IND;SG;3;PRS;FIN
שערים	gates	שער	gates	N;MASC;PL	N;FEM;SG
שנייה	seconda	שנייה	secondo	NUM;FEM;SG	ADJ;FEM;SG
שנייה	secondo	שנייה	secondo	NUM;FEM;SG	ADJ;MASC;SG
שנייה	secondi	שנייה	secondo	NUM;FEM;SG	N;MASC;PL
שנייה	sec	שנייה	sec	NUM;FEM;SG	ADJ;SG
אמריקה	america	אמריקה	americo	PROPN	ADJ;FEM;SG
ליד	vicino	ליד	vicino	ADP	ADV
שר	char	שר	char	N;MASC;SG	
שר	cantare	שר	cantare	N;MASC;SG	V;NFIN
שר	cantando	שר	cantare	N;MASC;SG	V;V.MSDR
שר	cantano	שר	cantare	N;MASC;SG	V;IND;PL;3;PRS;FIN
סוף	end	None	end	ADV	N;MASC
סוף	fine	None	fine	ADV	N;FEM;SG
כסף	soldi	כסף	soldo	N;MASC;SG	N;MASC;PL
ספרי	racconta	ספר	raccontare	PROPN	V;IND;SG;3;PRS;FIN
תת	sub	תת	sub	ADV	N
נשיא	presidenti	נשיא	presidente	N;MASC;SG	N;MASC;PL
נשיא	presidenti	נשיא	presidente	N;MASC;SG	N;MASC;PL
מוזיקה	musiche	הוזיק	musica	N;FEM;SG	N;FEM;PL
חדשים	novità	חדש	novità	ADJ;MASC;PL	N;FEM
חדשים	nuovo	חדש	nuovo	ADJ;MASC;PL	ADJ;MASC;SG
חדשים	nuova	חדש	nuovo	ADJ;MASC;PL	ADJ;FEM;SG
מצב	stato	מצב	essere	N;MASC;SG	V;MASC;SG;PST;V.PTCP
מצב	condizioni	מצב	condizione	N;MASC;SG	N;FEM;PL
שינוי	cambiare	שינוי	cambiare	N;MASC;SG	V;NFIN
שינוי	cambia	שינוי	cambiare	N;MASC;SG	V;IND;SG;3;PRS;FIN
ביקורת	critiche	ביקורת	critica	N;FEM;SG	N;FEM;PL
אבן	stone	אבן	stone		N
אבן	pietre	אבן	pietra		N;FEM;PL
אבן	pietra	אבן	pietra		N;FEM;SG
שחקן	attori	שחקן	attore	N;MASC;SG	N;MASC;PL
בניגוד	contrariamente	בניגוד	contrariamente	CONJ	ADV
בניגוד	contrario	בניגוד	contrario	CONJ	ADJ;MASC;SG
אמריקאי	americani	אמריקני	americano	ADJ;MASC;SG	N;MASC;PL
חצי	mezzo	חץ	mezzo	N;PSSD;MASC;PL	N;MASC;SG
חצי	mezza	חץ	mezzo	N;PSSD;MASC;PL	ADJ;FEM;SG
הארגון	organizzazione	הארגון	organizzazione	PROPN	N;FEM;SG
הבא	prossimo	הבא	prossimo	PROPN	ADJ;MASC;SG
הבא	prossimi	הבא	prossimo	PROPN	ADJ;MASC;PL
הבא	prossima	הבא	prossimo	PROPN	ADJ;FEM;SG
משפחה	familiari	משפחה	familiare	N;FEM;SG	N;PL
משפחה	familiare	משפחה	familiare	N;FEM;SG	ADJ;SG
במקביל	parallelo	במקביל	parallelo	ADV	N;MASC;SG
במקביל	parallele	במקביל	parallelo	ADV	ADJ;FEM;PL
במקביל	parallelismo	במקביל	parallelismo	ADV	N;MASC;SG
במקביל	paralleli	במקביל	parallelo	ADV	ADJ;MASC;PL
במקביל	parallela	במקביל	parallela	ADV	ADJ;FEM;SG
די	dee	די	di	ADV	N;FEM;PL
מזרח	orientale	מזרח	orientale	N;MASC;SG	ADJ;SG
מזרח	oriente	מזרח	oriente	N;MASC;SG	ADJ;SG
מזרח	orientale	מזרח	orientale	N;MASC;SG	ADJ;SG
מזרח	orientali	מזרח	orientale	N;MASC;SG	N;MASC;PL
מחוץ	fuori	מחוץ	fuori		ADV
מחוץ	esterno	מחוץ	esterno		ADJ;MASC;SG
שבע	seven	שבע	seven	NUM;FEM;SG	N
חי	living	חי	living		N
חי	vivente	חי	vivente		ADJ;SG
חי	vivere	חי	vivere		V;NFIN
חי	vivi	חי	vivo		ADJ;MASC;PL
חי	live	חי	live		N;MASC
חי	vivere	חי	vivere		V;NFIN
חי	vivi	חי	vivo		ADJ;MASC;PL
חי	viva	חי	vivo		ADJ;FEM;SG
חי	vivo	חי	vivo		ADJ;MASC;SG
חי	alive	חי	alivo		N
החוק	legge	החוק	legge		N;FEM;SG
החוק	diritto	החוק	diritto		N;MASC;SG
רוסיה	russia	רוסיה	russia	PROPN	N;FEM;SG
השתתף	partecipa	השתתף	partecipare	V;MASC;SG;3;PST	V;IND;SG;3;PRS;FIN
השתתף	partecipate	השתתף	partecipare	V;MASC;SG;3;PST	V;IND;PL;PST;FIN
חזר	restituiti	חזר	restituire	V;MASC;SG;3;PST	V;MASC;PL;PST;V.PTCP
התיכון	middle	התיכון	middle	PROPN	N
התיכון	medio	התיכון	medio	PROPN	ADJ;MASC;SG
אישים	personalita	אישים	personalitare	N;MASC;PL	N;FEM;SG
גבוהה	alte	גבוה	alto	ADJ;FEM;SG	ADJ;FEM;PL
גבוהה	high	גבוה	high	ADJ;FEM;SG	N
גבוהה	alti	גבוה	alto	ADJ;FEM;SG	ADJ;MASC;PL
רוצה	vuoi	רצה	volere	V;MASC;SG;V.PTCP;ACT	V;IMP;SG;2;PRS;FIN
כהן	cohen	כהן	cohen	PROPN	N;MASC
חופשי	libera	חופשי	libero	PROPN	ADJ;FEM;SG
חופשי	gratis	חופשי	gratis	PROPN	N
חופשי	liberi	חופשי	libero	PROPN	ADJ;MASC;PL
חופשי	libero	חופשי	libero	PROPN	ADJ;MASC;SG
חופשי	free	חופשי	frendere	PROPN	N
חופשי	gratuito	חופשי	gratuito	PROPN	ADJ;MASC;SG
חברות	amicizia	חברה	amicizia	N;FEM;PL	N;FEM;SG
אן	anna	אן	anna	PROPN	N;FEM;SG
אן	anne	אן	anne	PROPN	N;FEM;SG
אן	ann	אן	ann	PROPN	N;FEM;SG
סיים	finiti	סיים	finire	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
סיים	finitura	סיים	finitura	V;MASC;SG;3;PST;ACT	N;FEM;SG
המקום	posto	המקום	posto		N;MASC;SG
המקום	luogo	המקום	luogo		N;MASC;SG
המקום	place	המקום	place		N;MASC
רשת	netti	רשת	netto	N;FEM;SG	N;MASC;PL
רשת	netto	רשת	netto	N;FEM;SG	ADJ;MASC;SG
רקע	sfondi	רקע	sfondo	N;MASC;SG	N;MASC;PL
רקע	antecedenti	רקע	antecedente	N;MASC;SG	N;MASC;PL
רקע	background	רקע	background	N;MASC;SG	ADJ;MASC;SG
הגיעו	arrivato	הגיע	arrivare	V;PL;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הגיעו	arrivata	הגיע	arrivare	V;PL;3;PST;ACT	V;FEM;SG;PST;V.PTCP
דניאל	daniel	דניאל	daniel	PROPN	N;MASC;SG
דניאל	daniele	דניאל	daniela	PROPN	N;MASC;SG
דניאל	danielle	דניאל	daniella	PROPN	N;FEM;PL
איטליה	italy	איטליה	italy	PROPN	N
איטליה	italia	איטליה	italiare	PROPN	ADJ;FEM;SG
צורך	necessario	צורך	necessario	N;MASC;SG	ADJ;MASC;SG
צורך	necessari	צורך	necessario	N;MASC;SG	ADJ;MASC;PL
צורך	necessarie	צורך	necessario	N;MASC;SG	ADJ;FEM;PL
צורך	necessaria	צורך	necessario	N;MASC;SG	ADJ;FEM;SG
חדשה	novità	חדש	novità	ADJ;FEM;SG	N;FEM
חדשה	nuovi	חדש	nuovo	ADJ;FEM;SG	ADJ;MASC;PL
חדשה	nuove	חדש	nuovo	ADJ;FEM;SG	ADJ;FEM;PL
הרביעי	quarta	הרביע	quarto	PROPN	ADJ;FEM;SG
הרביעי	quarto	הרביע	quarto	PROPN	ADJ;MASC;SG
דו	doe	דו	doe	ADV	N;MASC
המרכז	centra	המרכז	centra	PROPN	V;IND;SG;3;PRS;FIN
המרכז	centro	המרכז	centro	PROPN	N;MASC;SG
המרכז	centro	המרכז	centro	PROPN	N;MASC;SG
עשרה	ten	עשרה	ten	NUM;MASC;SG	N
תמיד	always	תמיד	always	ADV	
משתמשים	utenti	השתמש	utente	V;MASC;PL;V.PTCP	N;PL
משתמשים	utilizzatori	השתמש	utilizzatore	V;MASC;PL;V.PTCP	N;MASC;PL
העתיקה	antico	העתיק	antico	V;FEM;SG;3;PST;ACT	ADJ;MASC;SG
העתיקה	antiche	העתיק	antico	V;FEM;SG;3;PST;ACT	ADJ;FEM;PL
העתיקה	antichi	העתיק	antico	V;FEM;SG;3;PST;ACT	ADJ;MASC;PL
העתיקה	antica	העתיק	antico	V;FEM;SG;3;PST;ACT	ADJ;FEM;SG
עליה	her	על	her		ADJ;SG
כלפי	verso	כלפי	verso	ADP	N;MASC;SG
מחקר	studia	מחקר	studiare	N;MASC;SG	V;IND;SG;3;PRS;FIN
מחקר	studiare	מחקר	studiare	N;MASC;SG	V;NFIN
מחקר	ricerche	מחקר	ricerca	N;MASC;SG	N;FEM;PL
כללי	generica	כלל	generico	N;MASC;PL	ADJ;FEM;SG
כללי	generico	כלל	generico	N;MASC;PL	N;MASC;SG
כללי	generiche	כלל	generico	N;MASC;PL	ADJ;FEM;PL
כללי	generici	כלל	generico	N;MASC;PL	ADJ;MASC;PL
כללי	general	כלל	general	N;MASC;PL	N;FEM;SG
כללי	generale	כלל	generale	N;MASC;PL	ADJ;SG
מופיע	compare	הופיע	comparire	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מופיע	appare	הופיע	apparire	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
הבכורה	première	הבכורה	première	PROPN	N;FEM;SG
הבכורה	premiere	הבכורה	premiere	PROPN	N;FEM
ארבע	four	ארבע	four	NUM;FEM;SG	N;MASC;SG
ציון	punteggio	ציון	punteggio	PROPN	N;MASC;SG
ציון	zion	ציון	zion	PROPN	N;MASC
ציון	sion	ציון	sion	PROPN	ADJ;SG
ארבעה	four	ארבעה	four	NUM;MASC;SG	N;MASC;SG
מאיר	illuminante	מאיר	illuminante	PROPN	ADJ;SG
מאיר	meir	מאיר	meir	PROPN	N;MASC;SG
שי	shay	שי	shay		N;SG
שי	shai	שי	sapere		N
שי	shi	שי	sapere		
עשר	ten	עשר	ten	NUM;FEM;SG	N
עבד	lavorate	עבד	lavorare	V;MASC;SG;3;PST	V;FEM;PL;PST;V.PTCP
עבד	lavorati	עבד	lavorato	V;MASC;SG;3;PST	V;MASC;PL;PST;V.PTCP
עבד	schiavo	עבד	schiavo	V;MASC;SG;3;PST	N;MASC;SG
עבד	schiava	עבד	schiavare	V;MASC;SG;3;PST	N;FEM;SG
עבד	slave	עבד	slave	V;MASC;SG;3;PST	N;FEM;PL
סביב	around	סביב	around	ADV	N
גבוה	alte	גבוה	alto	ADJ;MASC;SG	ADJ;FEM;PL
גבוה	high	גבוה	high	ADJ;MASC;SG	N
גבוה	alti	גבוה	alto	ADJ;MASC;SG	ADJ;MASC;PL
נהר	fiume	נהר	fiume	PROPN	N;MASC;SG
המקורי	originale	המקור	originale	PROPN	ADJ;SG
המקורי	original	המקור	original	PROPN	N;SG
המקורי	originali	המקור	originale	PROPN	N;MASC;PL
יודע	know	ידע	know	V;MASC;SG;V.PTCP;ACT	N
הנשיא	presidenti	הנשיא	presidente	PROPN	N;MASC;PL
הנשיא	presidente	הנשיא	presidente	PROPN	N;MASC;SG
פה	here	פה	vero	ADV	
אלכסנדר	alessandro	אלכסנדר	alessandro	PROPN	N;MASC;SG
משמש	albicocche	שימש	albicocca	V;MASC;SG;V.PTCP;ACT	N;FEM;PL
משמש	albicocca	שימש	albicoccare	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
סמל	simboli	סמל	simbolo	N;MASC;SG	N;MASC;PL
סמל	icone	סמל	icone	N;MASC;SG	N;FEM;PL
ראה	vedi	ראה	vedere	V;MASC;SG;3;PST;ACT	V;IMP;SG;2;PRS;FIN
ראה	saw	ראה	essere	V;MASC;SG;3;PST;ACT	N;MASC;SG
ראה	sega	ראה	sega	V;MASC;SG;3;PST;ACT	N;FEM;SG
גביע	trofei	גביע	trofeo	N;MASC;SG	N;MASC;PL
יכולה	possono	יכול	potere	V;FEM;SG;V.PTCP	V;IND;PL;3;PRS;FIN
יכולה	can	יכול	can	V;FEM;SG;V.PTCP	
יכולה	può	יכול	potere	V;FEM;SG;V.PTCP	V;IND;SG;3;PRS;FIN
