right	सही	righta	सही		ADJ
ford	फोर्ड	ford	फोर्ड	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
julija	जुलाई	julij	जुलाई	N;GEN;MASC;SG	PROPN;NOM;FEM;SG;3
julija	यूलिया	julij	यूलिया	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
julija	जूलिया	julij	जूलिया	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
julija	जूलियट	julij	जूलियट	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
jim	जिम	on	जिम	PROPN;NOM;MASC;PL	N;NOM;MASC;SG;3
peter	पीटर	peter	पीटर	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
septembra	सितम्बर	september	सितंबर	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
septembra	सितंबर	september	सितंबर	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
junija	जून	junij	जून	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
janez	जॉन	janez	जॉन	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
mesa	गोश्त	meso	गोश्त	N;GEN;NEUT;SG	
mesa	माँस	meso	माँस	N;GEN;NEUT;SG	N;NOM;MASC;SG;3
mesa	मांस	meso	माँस	N;GEN;NEUT;SG	N;NOM;MASC;SG;3
film	फिल्मी	film	फिल्मी	N;NOM;MASC;SG	ADJ;NOM
oktobra	अक्टूबर	oktober	अक्टूबर	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
oktobra	अक्तूबर	oktober	अक्तूबर	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
vrste	प्रजाति	vrsta	प्रजाति	N;NOM;FEM;PL	N;NOM;FEM;SG;3
vrste	प्रकार	vrsta	प्रकार	N;NOM;FEM;PL	N;NOM;MASC;SG;3
sveta	पवित्र	svet	पवित्र	N;NOM;MASC;SG	ADJ
kako	केसे	kako	केसे	ADV	N;NOM;MASC;SG;3
kako	कैसे	kako	कैसे	ADV	PRO
kako	कैसा	kako	कैसा	ADV	PRO
svetovna	विश्वव्यापी	svetoven	विश्वव्यापी	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
svetovna	दुनिया	svetoven	दुनिया	ADJ;NOM;FEM;SG	N;NOM;FEM;SG;3
svetovna	विश्व	svetoven	विश्व	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
svetovna	जग	svetoven	जग	ADJ;NOM;FEM;SG	
svetovna	संसार	svetoven	संसार	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
svetovna	वैश्विक	svetoven	वैश्विक	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
marca	मार्च	marec	मार्च	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
marca	कूच	marec	कूच	N;GEN;MASC;SG	N;NOM;FEM;SG;3
nahaja	स्थित	nahajati	स्थित	V;IPFV;IND;SG;3;PRS;FIN	ADJ
nahaja	स्तिथ	nahajati	स्तिथ	V;IPFV;IND;SG;3;PRS;FIN	
sin	लाडला	sin	लाडला	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
sin	सोन	sin	सोन	N;NOM;MASC;SG	PROPN;NOM;FEM;SG;3
njihova	उनकी	njihov	वह	DET;NOM;FEM;SG;3	PRO;FEM;SG;3;FORM
njihova	इनकी	njihov	यह	DET;NOM;FEM;SG;3	PRO;FEM;PL;3
njihova	उनका	njihov	वह	DET;NOM;FEM;SG;3	PRO;MASC;SG;3;FORM
njihova	उनके	njihov	वह	DET;NOM;FEM;SG;3	PRO;MASC;SG;3;FORM
pot	पाथ	pot	पाथ	N;NOM;FEM;SG	
vsi	सभी	ves	सब	DET;NOM;MASC;PL	PRO;NOM;3
vsi	सब	ves	सब	DET;NOM;MASC;PL	N;NOM;MASC;SG;3
avgusta	अगस्त	avgust	अगस्त	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
aprila	अप्रैल	april	अप्रैल	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
umrl	मृतक	umreti	मृतक	V;PFV;MASC;SG;V.PTCP	N;NOM;MASC;SG;3
predsednik	राष्ट्रपति	predsednik	राष्ट्रपति	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
večina	अधिकांश	večina	अधिकांश	N;NOM;FEM;SG	CONJ
večina	सर्वाधिक	večina	सर्वाधिक	N;NOM;FEM;SG	ADJ;NOM
večina	मोस्ट	večina	मोस्ट	N;NOM;FEM;SG	
večina	सबसे	večina	सबसे	N;NOM;FEM;SG	ADJ;NOM
generalov	सेनापतियों	general	सेनापती	N;GEN;MASC;PL	N;ACC;MASC;PL;3
velike	बड़ा	velik	बड़ा	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
velike	बड़ी	velik	बडा	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
velike	बड़ा	velik	बड़ा	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
velike	बड़ी	velik	बडा	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
velike	बिग	velik	बिग	ADJ;NOM;FEM;PL	
imela	था	imeti	था	V;IPFV;FEM;SG;V.PTCP	V;MASC;IND;SG;PST;FIN;ACT
uradna	अधिकारी	uraden	अधिकारी	ADJ;NOM;FEM;SG	N;NOM;MASC;PL;3
album	अलबम	album	अलबम	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ampak	परन्तु	ampak	परन्तु	CONJ	
ampak	लेकीन	ampak	लेकीन	CONJ	
ampak	लकिन	ampak	लकिन	CONJ	
novembra	नवंबर	november	नवंबर	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
novembra	नवम्बर	november	नवंबर	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
roman	रोमन	roman	रोमन	N;NOM;MASC;SG	
roman	अनोखा	roman	अनोखा	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
dobil	पाएँ	dobiti	पा	V;PFV;MASC;SG;V.PTCP	V;SBJV;PL;FIN;ACT
števila	संख्या	število	संख्या	N;GEN;NEUT;SG	N;NOM;FEM;SG;3
števila	संख्याएँ	število	संख्या	N;GEN;NEUT;SG	N;NOM;FEM;PL;3
kaj	कया	kaj	कया	PRO;ACC;NEUT;SG	V;SG;FIN;ACT
katero	जिससे	kateri	जो	DET;ACC;NEUT;SG	PRO;SG;3
katere	जिससे	kateri	जो	DET;ACC;FEM;PL	PRO;SG;3
malo	malo	malo	malo	DET	
poti	राहें	pot	राह	N;NOM;FEM;SG	N;NOM;FEM;PL;3
poti	मार्गों	pot	मार्ग	N;NOM;FEM;SG	N;ACC;MASC;PL;3
vode	वाटर	voda	वाटर	N;GEN;FEM;SG	N;NOM;MASC;SG;3
vode	पानी	voda	पानी	N;GEN;FEM;SG	N;NOM;MASC;SG;3
vode	जल	voda	जल	N;GEN;FEM;SG	N;NOM;MASC;SG;3
italijanski	इतालवी	italijanski	इतालवी	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
naslov	शीर्षक	naslov	शीर्षक	N;INAN;ACC;MASC;SG	N;NOM;MASC;SG;3
naslov	पता	naslov	पता	N;INAN;ACC;MASC;SG	N;NOM;MASC;SG;3
znan	ज्ञात	znan	ज्ञात	ADJ;NOM;INDF;MASC;SG;V.PTCP	
mora	जरूर	morati	जरूर	V;IPFV;IND;SG;3;PRS;FIN	ADV
robert	राबर्ट	robert	राबर्ट	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
robert	रॉबर्ट	robert	रॉबर्ट	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
formule	formulae	formeti	formulae	N;NOM;FEM;PL	N;NOM;MASC;SG;3
pisatelj	राइटर	pisatelj	राइटर	N;NOM;MASC;SG	
dni	दिन	dan	दिन	N;ACC;MASC;PL	N;NOM;MASC;SG;3
dni	दिनों	dan	दिन	N;ACC;MASC;PL	N;NOM;MASC;PL;3
močno	मजबूत	močno	मजबूत	ADV	ADJ
močno	मज़बूत	močno	मज़बूत	ADV	CONJ
močno	बलवान	močno	बलवान	ADV	PROPN;NOM;MASC;SG;3
močno	दमदार	močno	दमदार	ADV	PROPN;NOM;MASC;SG;3
močno	शक्तिशाली	močno	शक्तिशाली	ADV	N;NOM;MASC;SG;3
življenja	जीवनदान	življenje	जीवनदान	N;GEN;NEUT;SG	PROPN;NOM;MASC;SG;3
običajno	सामान्य	običajno	सामान्य	ADV	N;NOM;MASC;SG;3
slovensko	स्लोवेनियाई	slovenski	स्लोवेनियाई	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
igrah	गेम्स	igra	गेम्स	N;ESS;FEM;PL	N;NOM;MASC;SG;3
igrah	गेम	igra	गेम	N;ESS;FEM;PL	N;NOM;MASC;SG;3
igrah	खेल	igra	खेल	N;ESS;FEM;PL	N;NOM;MASC;SG;3
začela	शुरू	začeti	शुरू	V;PFV;FEM;SG;V.PTCP	N;NOM;MASC;SG;3
začela	प्रारंभ	začeti	प्रारंभ	V;PFV;FEM;SG;V.PTCP	N;NOM;MASC;SG;3
najprej	प्रथम	najprej	प्रथम	ADV;RL	ADJ
najprej	पहली	najprej	पहला	ADV;RL	ADJ;NOM;FEM;SG
najprej	पहला	najprej	पहला	ADV;RL	ADJ;NOM;MASC;SG
vir	वीर	vir	वीर	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
vir	स्त्रोत	vir	स्त्रोत	N;NOM;MASC;SG	
svet	जग	svet	जग	N;NOM;MASC;SG	
jean	जाँ	jean	जा	PROPN;NOM;MASC;SG	
jean	जां	jean	जा	PROPN;NOM;MASC;SG	V;SG;FIN;ACT
william	विलियम	william	विलियम	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
nove	नया	nov	नया	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
nove	नई	nov	नया	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
angleški	english	angleški	english	ADJ;NOM;MASC;SG	
angleški	अंग्रेज	angleški	अंग्रेज	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
angleški	अंग्रेजी	angleški	अंग्रेजी	ADJ;NOM;MASC;SG	PROPN;NOM;FEM;SG;3
angleški	अंग्रेज़ी	angleški	अंग्रेजी	ADJ;NOM;MASC;SG	PROPN;NOM;FEM;SG;3
politik	राजनेता	politik	राजनेता	N;NOM;MASC;SG	N;NOM;MASC;PL;3
politik	नीतियां	politik	नीति	N;NOM;MASC;SG	N;NOM;FEM;PL;3
politik	नीतियाँ	politik	नीति	N;NOM;MASC;SG	N;NOM;FEM;PL;3
politik	नीतियों	politik	नीति	N;NOM;MASC;SG	N;ACC;FEM;PL;3
vsak	हर	vsak	हर	DET;NOM;MASC;SG	DET
vsak	प्रत्येक	vsak	प्रत्येक	DET;NOM;MASC;SG	DET
vsak	प्रत्येक	vsak	प्रत्येक	DET;NOM;MASC;SG	DET
novi	novi	nov	novi	ADJ;NOM;DEF;MASC;SG	
čez	आरपार	čez	आरपार	ADP;ACC	PROPN;NOM;MASC;SG;3
ruski	रूसी	ruski	रूसी	ADJ;NOM;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
bolezni	बीमारी	bolezen	बीमारी	N;NOM;FEM;PL	N;NOM;FEM;SG;3
bolezni	बीमारी	bolezen	बीमारी	N;NOM;FEM;PL	N;NOM;FEM;SG;3
bolezni	रोगों	bolezen	रोग	N;NOM;FEM;PL	N;ACC;MASC;PL;3
bolezni	विकार	bolezen	विकार	N;NOM;FEM;PL	N;NOM;MASC;SG;3
bolezni	रोग	bolezen	रोग	N;NOM;FEM;PL	N;NOM;MASC;SG;3
bolezni	बीमारी	bolezen	बीमारी	N;NOM;FEM;PL	N;NOM;FEM;SG;3
cerkve	चर्च	cerkev	चर्च	N;NOM;FEM;PL	N;NOM;MASC;SG;3
velik	बड़े	velik	बडा	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;PL
velik	बिग	velik	बिग	ADJ;NOM;INDF;MASC;SG	
san	सान	san	सान	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
san	सैन	san	सैन	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
februarja	फरवरी	februar	फरवरी	N;GEN;MASC;SG	PROPN;NOM;FEM;SG;3
februarja	फ़रवरी	februar	फ़रवरी	N;GEN;MASC;SG	PROPN;NOM;FEM;SG;3
njimi	उनसे	on	वह	PRO;DAT;MASC;PL;3	PRO;SG;3;FORM
njimi	उनके	on	वह	PRO;DAT;MASC;PL;3	PRO;MASC;SG;3;FORM
njimi	उनको	on	वह	PRO;DAT;MASC;PL;3	PRO;SG;3;FORM
njimi	उन्हें	on	वह	PRO;DAT;MASC;PL;3	PRO;SG;3;FORM
njen	उसे	njen	वह	DET;NOM;MASC;SG;3	PRO;SG;3
njen	उसका	njen	वह	DET;NOM;MASC;SG;3	PRO;MASC;SG;3
njen	उसकी	njen	वह	DET;NOM;MASC;SG;3	PRO;FEM;SG;3
njen	उसके	njen	वह	DET;NOM;MASC;SG;3	PRO;MASC;SG;3
oblast	ओब्लास्त	oblast	ओब्लास्त	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
anton	एंटोन	anton	एंटोन	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
klub	क्लबों	klub	क्लब	N;NOM;MASC;SG	N;ACC;MASC;PL;3
slovenskega	स्लोवेनियाई	slovenski	स्लोवेनियाई	ADJ;GEN;NEUT;SG	PROPN;NOM;MASC;SG;3
oče	dad	oče	dad	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
oče	डैड	oče	डैड	N;NOM;MASC;SG	
oče	चचा	oče	चचा	N;NOM;MASC;SG	
oče	father	oče	father	N;NOM;MASC;SG	
toda	परन्तु	toda	परन्तु	CONJ	
toda	लेकीन	toda	लेकीन	CONJ	
toda	लकिन	toda	लकिन	CONJ	
vasi	गावों	vas	गाव	N;GEN;FEM;SG	N;ACC;MASC;PL;3
vasi	गांवों	vas	गांव	N;GEN;FEM;SG	N;NOM;MASC;PL;3
vasi	गांव	vas	गाँव	N;GEN;FEM;SG	N;NOM;MASC;SG;3
vasi	गाँव	vas	गाँव	N;GEN;FEM;SG	N;NOM;MASC;PL;3
list	शीट	list	शीट	N;NOM;MASC;SG	
povprečna	औसत	povprečen	औसत	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
tretji	तृतीय	tretji	तृतीय	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
tretji	तीसरे	tretji	तीसरा	ADJ;NOM;MASC;SG	ADJ;ACC;MASC;SG
zveza	रिश्ते	zveza	रिश्ता	N;NOM;FEM;SG	N;NOM;MASC;PL;3
zveza	संबन्ध	zveza	संबन्ध	N;NOM;FEM;SG	
igral	निभाई	igrati	निभा	V;IPFV;MASC;SG;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
martin	मार्टिन	martin	मार्टिन	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
#dfffdf	#dfffdf	#dfffdf	#dfffdf		N;NOM;MASC;SG;3
nemčija	जर्मनी	nemčija	जर्मनी	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
povprečno	औसत	povprečen	औसत	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
njih	उनसे	on	वह	PRO;GEN;MASC;PL;3	PRO;SG;3;FORM
njih	उनके	on	वह	PRO;GEN;MASC;PL;3	PRO;MASC;SG;3;FORM
njih	उनको	on	वह	PRO;GEN;MASC;PL;3	PRO;SG;3;FORM
njih	उन्हें	on	वह	PRO;GEN;MASC;PL;3	PRO;SG;3;FORM
konec	समाप्त	konec	समाप्त	N;NOM;MASC;SG	ADJ
colspan	colspan	colspan	८तुआठ	N;NOM;MASC;SG	
vrh	उपर	vrh	उपर	N;NOM;MASC;SG	
vrh	ऊपर	vrh	ऊपर	N;NOM;MASC;SG	ADV;NOM;MASC;SG;3
vrh	टॉप	vrh	टॉप	N;NOM;MASC;SG	
vrh	पीक	vrh	पीक	N;NOM;MASC;SG	
mogoče	शायद	mogoč	शायद	ADJ;NOM;NEUT;SG	ADV
mogoče	शायद	mogoč	शायद	ADJ;NOM;NEUT;SG	ADV
mogoče	संभवतः	mogoč	संभवतः	ADJ;NOM;NEUT;SG	ADV
držav	राज्यों	država	राज्य	N;GEN;FEM;PL	N;ACC;MASC;PL;3
držav	राज्यो	država	राज्य	N;GEN;FEM;PL	PROPN;NOM;MASC;SG;3
držav	स्टेट्स	država	स्टेट्स	N;GEN;FEM;PL	N;NOM;MASC;PL;3
držav	राज्य	država	राज्य	N;GEN;FEM;PL	N;NOM;MASC;SG;3
hitro	त्वरित	hitro	त्वरित	ADV	PROPN;NOM;SG;3
hitro	क्विक	hitro	क्विक	ADV	
hitro	तीव्र	hitro	तीव्र	ADV	
hitro	फास्ट	hitro	फास्ट	ADV	
hitro	फ़ास्ट	hitro	फाास्ट	ADV	
hitro	तेज	hitro	तेज	ADV	ADJ
hitro	तेज़	hitro	तेज़	ADV	
imeli	था	imeti	था	V;IPFV;MASC;PL;V.PTCP	V;MASC;IND;SG;PST;FIN;ACT
podatki	सुचना	podatek	सुचना	N;NOM;MASC;PL	N;NOM;FEM;SG;3
podatki	एनोटेशन	podatek	एनोटेशन	N;NOM;MASC;PL	N;NOM;MASC;SG;3
podatki	जानकारी	podatek	जानकारी	N;NOM;MASC;PL	N;NOM;FEM;SG;3
podatki	सूचना	podatek	सूचना	N;NOM;MASC;PL	N;NOM;FEM;SG;3
podatki	आँकड़ा	podatek	आँकडा	N;NOM;MASC;PL	
podatki	डाटा	podatek	डाटा	N;NOM;MASC;PL	N;NOM;MASC;SG;3
podatki	डेटा	podatek	डेटा	N;NOM;MASC;PL	N;NOM;MASC;SG;3
podatki	आंकड़ा	podatek	आंकड़ा	N;NOM;MASC;PL	N;NOM;MASC;SG;3
ženske	औरतों	ženska	औरत	N;NOM;FEM;PL	N;ACC;FEM;PL;3
ženske	महिलाओं	ženska	महिला	N;NOM;FEM;PL	N;ACC;FEM;PL;3
nemško	जर्मन	nemški	जर्मन	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
nemško	जर्मनी	nemški	जर्मनी	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
franc	फ़्रैंक	franc	फारैंक	N;NOM;MASC;SG	
franc	फ्रांसिस	franc	फ्रांसिस	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
srbsko	सर्बियाई	srbski	सर्बियाई	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
britanski	ब्रिटिश	britanski	ब्रिटिश	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
britanski	अंग्रेजों	britanski	अंग्रेज	ADJ;NOM;MASC;SG	N;ACC;MASC;PL;3
david	डेविड	david	डेविड	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
david	दाउद	david	दाउद	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
škof	बिशप	škof	बिशप	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
zveze	रिश्तों	zveza	रिश्ता	N;NOM;FEM;PL	N;ACC;MASC;PL;3
zveze	संबंध	zveza	संबंध	N;NOM;FEM;PL	N;NOM;MASC;SG;3
reke	नदी	reka	नदी	N;NOM;FEM;PL	N;NOM;FEM;SG;3
evropi	यूरोप	evropa	यूरोप	N;DAT;FEM;SG	PROPN;NOM;MASC;SG;3
evropi	यूरोपीय	evropa	यूरोपीय	N;DAT;FEM;SG	PROPN;NOM;SG;3
šolo	विद्यालय	šola	विद्यालय	N;ACC;FEM;SG	N;NOM;MASC;SG;3
šolo	school	šola	school	N;ACC;FEM;SG	N;NOM;MASC;SG;3
šolo	स्कूल	šola	स्कूल	N;ACC;FEM;SG	N;NOM;MASC;SG;3
oblike	पैना	oblika	पैना	N;NOM;FEM;PL	
oblike	आकार	oblika	आकार	N;NOM;FEM;PL	N;NOM;MASC;SG;3
oblike	फ़ॉर्म	oblika	फ़ॉर्म	N;NOM;FEM;PL	ADJ
oblike	आकृति	oblika	आकृति	N;NOM;FEM;PL	N;NOM;FEM;SG;3
oblike	आकार	oblika	आकार	N;NOM;FEM;PL	N;NOM;MASC;SG;3
paul	पाल	pauti	पाल	PROPN;NOM;MASC;SG	
paul	पॉल	pauti	पॉल	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
york	यॉर्क	york	यॉर्क	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
type	क़िस्म	typ	कठिस्म	N;NOM;MASC;SG	
enote	इकाइयों	enota	इकाई	N;NOM;FEM;PL	N;ACC;FEM;PL;3
enote	यूनिट	enota	यूनिट	N;NOM;FEM;PL	N;NOM;FEM;SG;3
enote	इकाई	enota	इकाई	N;NOM;FEM;PL	N;NOM;FEM;SG;3
italija	इटली	italija	इटली	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ljudje	मनुष्यों	človek	मनुष्य	N;NOM;MASC;PL	N;ACC;MASC;PL;3
ljudje	इंसानो	človek	इंसानो	N;NOM;MASC;PL	N;NOM;MASC;SG;3
ljudje	लोगों	človek	लोग	N;NOM;MASC;PL	N;ACC;MASC;PL;3
igre	गेम्स	igra	गेम्स	N;NOM;FEM;PL	N;NOM;MASC;SG;3
igre	गेम	igra	गेम	N;NOM;FEM;PL	N;NOM;MASC;SG;3
igre	खेल	igra	खेल	N;NOM;FEM;PL	N;NOM;MASC;SG;3
znani	ज्ञात	znan	ज्ञात	ADJ;NOM;MASC;PL;V.PTCP	
območje	मण्डल	območje	मण्डल	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
vodi	लीड	voditi	लीड	V;IPFV;IND;SG;3;PRS;FIN	
podobno	समान	podoben	समान	ADJ;NOM;NEUT;SG	
vojaški	मिलिट्री	vojaški	मिलिट्री	ADJ;NOM;MASC;SG	N;NOM;FEM;SG;3
vojaški	सैनिक	vojaški	सैनिक	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
vojaški	फौजी	vojaški	फौजी	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
vojaški	सैन्य	vojaški	सैन्य	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
zadnji	आखरी	zadnji	आखरी	ADJ;NOM;DEF;MASC;SG	
zlasti	विशेषकर	zlasti	विशेषकर	PART	ADV
spletna	ऑनलाइन	spleten	ऑनलाइन	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
com	com	com	com	N;NOM;MASC;SG	
leti	उड़ना	leto	उड़	N;NOM;NEUT;PL	V;MASC;NFIN;ACT
leti	उड़	leto	उड़	N;NOM;NEUT;PL	V;ACT
leti	मक्खी	leto	मक्खी	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
leti	फ़्लाइट	leto	फ़्लाइट	N;NOM;NEUT;PL	N;NOM;FEM;SG;3
prostor	समष्टि	prostor	समष्टि	N;NOM;MASC;SG	
francija	फ्रांस	francija	फ्रांस	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
francija	फ़्रांस	francija	फाररांस	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ustanovljena	संस्थापित	ustanovljen	संस्थापित	ADJ;NOM;FEM;SG;V.PTCP	PROPN;NOM;SG;3
williams	विलियम्स	williams	विलियम्स	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
kopenske	स्थलीय	kopenski	स्थलीय	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
pride	आता	priti	आ	V;PFV;IND;SG;3;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
družine	परिवारों	družina	परिवार	N;NOM;FEM;PL	N;ACC;MASC;PL;3
univerze	विश्वविद्यालय	univerza	विश्वविद्यालय	N;NOM;FEM;PL	N;NOM;MASC;SG;3
univerze	विश्वविद्यालयों	univerza	विश्वविद्यालय	N;NOM;FEM;PL	N;ACC;MASC;PL;3
skupino	ग्रुप	skupina	ग्रुप	N;ACC;FEM;SG	N;NOM;MASC;SG;3
skupino	समूह	skupina	समूह	N;ACC;FEM;SG	N;NOM;MASC;SG;3
središče	केन्द्र	središče	केंद्र	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
središče	केंद्र	središče	केंद्र	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
središče	मध्य	središče	मध्य	N;NOM;NEUT;SG	
središče	बीच	središče	बीच	N;NOM;NEUT;SG	ADV;NOM;MASC;SG;3
središče	केंद्र	središče	केंद्र	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
središče	केन्द्र	središče	केंद्र	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
pet	पालतू	pet	पालतू	NUM;NOM;PL	N;NOM;MASC;SG;3
pet	पालतु	pet	पालतु	NUM;NOM;PL	
živali	जानवर	žival	जानवर	N;NOM;FEM;PL	N;NOM;MASC;SG;3
živali	जानवरों	žival	जानवर	N;NOM;FEM;PL	N;ACC;MASC;PL;3
živali	पशु	žival	पशु	N;NOM;FEM;PL	N;NOM;MASC;SG;3
živali	जानवर	žival	जानवर	N;NOM;FEM;PL	N;NOM;MASC;SG;3
živali	पशु	žival	पशु	N;NOM;FEM;PL	N;NOM;MASC;SG;3
živali	प्राणी	žival	प्राणी	N;NOM;FEM;PL	N;NOM;MASC;SG;3
živali	एनिमल	žival	एनिमल	N;NOM;FEM;PL	
moč	सामर्थ्य	moč	सामर्थ्य	N;NOM;FEM;SG	
potrebno	जरुरी	potreben	जरुरी	ADJ;NOM;NEUT;SG	ADP
znana	ज्ञात	znan	ज्ञात	ADJ;NOM;FEM;SG;V.PTCP	
uporabi	उपयोग	uporaba	उपयोग	N;DAT;FEM;SG	N;NOM;MASC;SG;3
otrok	किड	otrok	किड	N;NOM;MASC;SG	
otrok	बच्चे	otrok	बच्चा	N;NOM;MASC;SG	N;NOM;MASC;PL;3
otrok	चाइल्ड	otrok	चाइल्ड	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
sedaj	अब	sedaj	अब	ADV	PRO;NOM
sedaj	अभी	sedaj	अभी	ADV	PRO;NOM
glavno	मुख्य	glaven	मुख्य	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
glavno	मेन	glaven	मेन	ADJ;NOM;NEUT;SG	
glavno	प्रमुख	glaven	प्रमुख	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
kraljestvo	किंगडम	kraljestvo	किंगडम	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
vrsta	क़िस्म	vrsta	कठिस्म	N;NOM;FEM;SG	
vrsta	प्रजातियां	vrsta	प्रजाति	N;NOM;FEM;SG	N;NOM;FEM;PL;3
položaj	हालात	položaj	हालात	N;NOM;MASC;SG	N;NOM;MASC;PL;3
james	जेम्स	james	जेम्स	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
znanosti	विज्ञान	znanost	विज्ञान	N;GEN;FEM;SG	N;NOM;MASC;SG;3
osebe	व्यक्तियों	oseba	व्यक्ति	N;NOM;FEM;PL	N;ACC;MASC;PL;3
osebe	लोगों	oseba	लोग	N;NOM;FEM;PL	N;ACC;MASC;PL;3
imelo	था	imeti	था	V;IPFV;NEUT;SG;V.PTCP	V;MASC;IND;SG;PST;FIN;ACT
metrov	मीटर	meter	मीटर	N;GEN;MASC;PL	N;NOM;MASC;SG;3
metrov	मीटर	meter	मीटर	N;GEN;MASC;PL	N;NOM;MASC;SG;3
zdaj	अब	zdaj	अब	ADV	PRO;NOM
zdaj	अभी	zdaj	अभी	ADV	PRO;NOM
