dynasti	dynastie	dynasti	dynastie	N;INDF;NEUT;SG	N;NOM;FEM;PL
sub	sub	sub	sub		
fastsat	stanovené	fastsætte	stanovený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
fastsat	opravené	fastsætte	opravený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
hercegovina	hercegovine	hercegovina	hercegovina		N;DAT;FEM;SG
hercegovina	hercegovina	hercegovina	hercegovina		N;NOM;FEM;SG
foretrukne	prednostne	foretrukne	prednostne	ADJ;PL	ADV
foretrukne	uprednostňujú	foretrukne	uprednostňovať	ADJ;PL	V;IPFV;IND;PL;3;POS;PRS;FIN
foretrukne	radšej	foretrukne	rád	ADJ;PL	ADJ;ANIM;NOM;CMPR;MASC;SG
foretrukne	uprednostňuje	foretrukne	uprednostňovať	ADJ;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
amerikaner	americké	amerikaner	americký	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
amerikaner	americká	amerikaner	americký	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
amerikaner	americký	amerikaner	americký	N;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
mandskab	crew	mandskab	crew	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
mandskab	posádky	mandskab	posádka	N;INDF;NEUT;SG	N;NOM;FEM;PL
erkendelse	uznania	erkendelse	uznanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
erkendelse	realizácie	erkendelse	realizácia	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
abel	abel	abel	abel	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
peer	partnerského	peer	partnerský	N;INDF;MASC+FEM;SG	ADJ;GEN;NEUT;SG
helsingfors	helsinkách	helsingfors	helsinky	N;INDF;NEUT;SG	N;GEN;FEM;PL
siddet	sedeli	sidde	sedieť	V;INDF;SG;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
siddet	sat	sidde	sat	V;INDF;SG;PST;V.PTCP	
vindende	víťazné	vinde	víťazný	V;PRS;V.PTCP	ADJ;NOM;NEUT;SG
vindende	výhra	vinde	výhra	V;PRS;V.PTCP	N;NOM;FEM;SG
vindende	výhru	vinde	výhra	V;PRS;V.PTCP	N;ACC;FEM;SG
six	šesť	six	šesť		NUM;NOM;NEUT;SG
six	six	six	six		
six	šiestich	six	šesť		NUM;GEN;MASC;PL
six	šiesti	six	šiesť		NUM;ANIM;NOM;MASC;PL
adrian	adrian	adrian	adrian		PROPN;ANIM;NOM;MASC;SG
svalbard	svalbard	svalbard	svalbard		N;INAN;NOM;MASC;SG
brooklyn	brooklyn	brooklyn	brooklyn	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
brooklyn	brooklyne	brooklyn	brooklyne	N;INDF;MASC+FEM;SG	ADV
discovery	objavenie	discovery	objavenie		N;NOM;NEUT;SG
discovery	objav	discovery	objav		N;INAN;NOM;MASC;SG
lukas	luke	lukas	luka	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
lukas	lukas	lukas	lukas	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
avenue	avenue	avenue	avenue		N;INAN;NOM;MASC;SG
kælenavn	prezývky	kælenavn	prezývka	N;INDF;NEUT;SG	N;NOM;FEM;PL
kid	kid	kid	kid	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
spencer	spencer	spence	spencer	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
berømmelse	fame	berømmelse	fam	N;INDF;MASC+FEM;SG	
born	narodená	born	narodený		ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
born	narodené	born	narodený		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
born	narodený	born	narodený		ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
alter	svätyne	alter	svätyňa	N;INDF;NEUT;SG	N;NOM;FEM;PL
alberto	alberto	alberto	alberto		PROPN;ANIM;NOM;MASC;SG
nansen	nansen	nans	nansen	N;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
logisk	logika	logisk	logika	ADJ;INDF;SG	N;NOM;FEM;SG
logisk	logiky	logisk	logika	ADJ;INDF;SG	N;NOM;FEM;PL
logisk	logiku	logisk	logik	ADJ;INDF;SG	N;ACC;FEM;SG
udgifter	výdavok	udgift	výdavok	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
udstedt	emitované	udstedt	emitovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
udstedt	vydané	udstedt	vydané	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
udstedt	vydávaný	udstedt	vydávaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
udstedt	vydaný	udstedt	vydaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
philipp	philipp	philipp	philipp		PROPN;ANIM;NOM;MASC;SG
erhvervet	nadobudnuté	erhvervet	nadobudnutý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
erhvervet	získaná	erhvervet	získaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
erhvervet	získané	erhvervet	získaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
linket	spojiť	linke	spojiť	N;DEF;NEUT;SG	V;PFV;POS;NFIN
linket	prepojiť	linke	prepojiť	N;DEF;NEUT;SG	V;PFV;POS;NFIN
velegnet	hodilo	velegnet	hodiť	ADJ;INDF;SG	V;IPFV;NEUT;SG;POS;PST;V.PTCP
billigere	lacnejšie	billig	lacne	ADJ;CMPR	ADV;CMPR
himmel	nebesá	himmel	byť	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
himmel	sky	himmel	sky	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
wang	wang	wang	wang		PROPN;ANIM;NOM;MASC;SG
ansvarlige	zodpovedný	ansvarlig	zodpovedný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
ansvarlige	zodpovedné	ansvarlig	zodpovedný	ADJ;PL	ADJ;NOM;NEUT;SG
ansvarlige	zodpovedných	ansvarlig	zodpovedný	ADJ;PL	N;ANIM;GEN;MASC;PL
ansvarlige	zodpovedná	ansvarlig	zodpovedný	ADJ;PL	ADJ;NOM;FEM;SG
redskaber	výstroj	redskab	výstroj	N;INDF;NEUT;PL	N;NOM;FEM;SG
redskaber	výstroja	redskab	výstroj	N;INDF;NEUT;PL	N;INAN;GEN;MASC;SG
redskaber	výstroj	redskab	výstroj	N;INDF;NEUT;PL	N;NOM;FEM;SG
redskaber	výstroja	redskab	výstroj	N;INDF;NEUT;PL	N;INAN;GEN;MASC;SG
redskaber	náradie	redskab	náradie	N;INDF;NEUT;PL	N;NOM;NEUT;SG
biograf	divadla	biograf	divadlo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
blik	eye	blik	eye	N;INDF;NEUT;SG	
blik	okom	blik	oko	N;INDF;NEUT;SG	ADV
greg	grega	greg	grega		PROPN;ANIM;NOM;MASC;SG
greg	greg	greg	greg		PROPN;ANIM;NOM;MASC;SG
roberts	roberts	rober	roberts	N;GEN;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
unger	detská	unge	detský	N;INDF;MASC+FEM;PL	ADJ;NOM;FEM;SG
unger	unger	unge	unger	N;INDF;MASC+FEM;PL	
discogs	discogs	discog	discogs	N;INDF;MASC+FEM;SG	
serbiske	srb	serbisk	srb	ADJ;PL	PROPN;ANIM;NOM;MASC;SG
serbiske	srbská	serbisk	srbský	ADJ;PL	ADJ;NOM;FEM;SG
serbiske	srbskom	serbisk	srbský	ADJ;PL	ADJ;INS;NEUT;SG
serbiske	srbskej	serbisk	srbský	ADJ;PL	ADJ;GEN;FEM;SG
ferie	sviatky	ferie	sviatok	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
ferie	prázdniny	ferie	prázdniny	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
ferie	prázdniny	ferie	prázdniny	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
ferie	dovolenky	ferie	dovolenka	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
ferie	sviatky	ferie	sviatok	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
ferie	dovolenky	ferie	dovolenka	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
freedom	slobody	freedom	sloboda		N;NOM;FEM;PL
freedom	sloboda	freedom	sloboda		N;NOM;FEM;SG
freedom	voľnosť	freedom	voľnosť		N;NOM;FEM;SG
freedom	slobodu	freedom	sloboda		N;ACC;FEM;SG
rex	rex	rex	rex	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
elektronik	elektroniky	elektronik	elektronika	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
cykel	bicyklov	cykel	bicykel	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;PL
botanisk	botanickej	botanisk	botanický	ADV	ADJ;GEN;FEM;SG
polens	poľsko	polen	poľsko	N;GEN;DEF;MASC+FEM;SG	PROPN;NOM;NEUT;SG
huden	kože	huden	koža	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
passager	cestujúcich	passager	cestujúci	N;INDF;MASC+FEM;SG	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
passager	osobná	passager	osobný	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
passager	cestujúci	passager	cestujúci	N;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
passager	pasáže	passager	pasáž	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
pol	pol	pol	pol		NUM;NOM;NEUT;SG
burma	barme	burma	barm		N;DAT;FEM;PL
burma	mjanmarsko	burma	mjanmarsko		N;NOM;NEUT;SG
fattigdom	chudoby	fattigdom	chudoba	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
slægtninge	príbuzné	slægtning	príbuzný	N;INDF;MASC+FEM;PL	ADJ;NOM;NEUT;PL
tchad	čade	tchad	čad	PROPN	N;DAT;FEM;SG
tchad	chad	tchad	chad	PROPN	PROPN;ANIM;NOM;MASC;SG
sammenbrud	zabaliť	sammenbrud	zabaliť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
sammenbrud	zbaliť	sammenbrud	zbaliť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
facto	facto	facto	facto	ADJ;INDF;SG	N;NOM;MASC;SG
konferencen	konferencie	konference	konferencia	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
udpegede	určené	udpege	určený	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
udpegede	určený	udpege	určený	V;IND;PST;FIN;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
depression	depresie	depression	depresie	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
steffen	steffen	steffe	steffen		PROPN;ANIM;NOM;MASC;SG
tænkte	myšlienka	tænke	myšlienka	V;IND;PST;FIN;ACT	N;NOM;FEM;SG
tænkte	myslenia	tænke	myslenie	V;IND;PST;FIN;ACT	N;NOM;NEUT;PL
tænkte	premýšľanie	tænke	premýšľanie	V;IND;PST;FIN;ACT	N;NOM;NEUT;SG
tænkte	myslenie	tænke	myslenie	V;IND;PST;FIN;ACT	N;NOM;NEUT;SG
tænkte	premýšľa	tænke	premýšľa	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
gregorianske	gregoriánsky	gregoriansk	gregoriánsky	ADJ;PL	ADJ;INAN;NOM;MASC;SG
slås	boje	slås	boj	V;NFIN;PASS	N;INAN;NOM;MASC;PL
kold	zima	kold	zima	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kold	chlad	kold	chlad	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
værft	lodenice	værft	lodenica	N;INDF;NEUT;SG	N;NOM;FEM;PL
værft	lodenice	værft	lodenica	N;INDF;NEUT;SG	N;NOM;FEM;PL
tjekkiske	česká	tjekkisk	česká	ADJ;PL	ADJ;NOM;FEM;SG
tjekkiske	české	tjekkisk	český	ADJ;PL	ADJ;NOM;NEUT;SG
tjekkiske	czech	tjekkisk	czech	ADJ;PL	
tjekkiske	český	tjekkisk	český	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
tjekkiske	českého	tjekkisk	český	ADJ;PL	ADJ;ANIM;GEN;MASC;SG
krisen	krízy	kris	kríza	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
palæstinensiske	palestínske	palæstinensisk	palestínsky	ADJ;PL	ADJ;NOM;NEUT;SG
kronet	korunovaný	kron	korunovaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
wiener	wiener	wiener	wiener	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
colin	colin	colin	colin	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
efterretningstjeneste	spravodajská	efterretningstjeneste	spravodajský	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
interwiki	interwiki	interwiki	intergik		N;NOM;FEM;PL
udløste	spustené	udløse	spustený	V;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
udløste	spúšťa	udløse	spúšťa	V;PST;V.PTCP	V;PFV;IND;SG;3;POS;PRS;FIN
udløste	spustený	udløse	spustený	V;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
syriske	sýrskej	syrisk	sýrský	ADJ;PL	ADJ;GEN;FEM;SG
matthias	matej	matthias	matej		PROPN;ANIM;NOM;MASC;SG
matthias	matthias	matthias	matthias		PROPN;ANIM;NOM;MASC;SG
moss	moss	moss	moss		PROPN;NOM;FEM;SG
moss	mach	moss	mach		N;ANIM;NOM;MASC;SG
renovering	rekonštrukcie	renovering	rekonštrukcia	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
face	face	face	faca	N;INDF;NEUT;SG	
bosættelser	zúčtovanie	bosættelse	zúčtovanie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
bosættelser	urovnanie	bosættelse	urovnanie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
kontrolleret	kontrolované	kontrollere	kontrolovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
kontrolleret	skontrolované	kontrollere	skontrolovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
kontrolleret	kontrolovaný	kontrollere	kontrolovaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
kontrolleret	riadený	kontrollere	riadený	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
kontrolleret	kontrolovaných	kontrollere	kontrolovaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
kontrolleret	kontrolované	kontrollere	kontrolovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
kontrolleret	kontrolovaná	kontrollere	kontrolovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
kontrolleret	riadené	kontrollere	riadený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
kontrolleret	overená	kontrollere	overený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
kontrolleret	overený	kontrollere	overený	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
kontrolleret	overené	kontrollere	overený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
break	break	break	break		N;INAN;NOM;MASC;SG
break	zlom	break	zlom		N;INS;NEUT;SG
break	rozbiť	break	rozbiť		V;PFV;POS;NFIN
break	prestávka	break	prestávka		N;NOM;FEM;SG
break	zlomiť	break	zlomiť		V;PFV;POS;NFIN
done	hotová	done	hotový		ADJ;NOM;FEM;SG
done	urobené	done	urobený		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
done	hotové	done	hotový		ADJ;NOM;NEUT;SG
done	hotovo	done	hotovo		ADV
done	vykonané	done	vykonaný		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
done	urobil	done	urobiť		V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
radar	radarové	radar	radarový	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
elias	elias	elias	elias	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
hertz	hertz	hertz	hertz	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
halsen	hrdla	hals	hrdlo	N;DEF;MASC+FEM;SG	N;NOM;NEUT;PL
nancy	nancy	nancy	nanca		PROPN;NOM;FEM;SG
repræsentation	zastúpenia	repræsentation	zastúpenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
glee	glee	gle	glee	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
spirit	duchu	spirit	duch		N;INAN;DAT;MASC;SG
spirit	ducha	spirit	duch		N;INAN;ACC;MASC;SG
spirit	duša	spirit	duša		N;NOM;FEM;SG
spirit	duch	spirit	duch		N;ANIM;NOM;MASC;SG
spirit	spirit	spirit	spirit		PROPN;ANIM;NOM;MASC;SG
fed	odvážne	fed	odvážne	ADJ;INDF;MASC+FEM;SG	ADV
fed	tuku	fed	tuka	ADJ;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
fed	tuk	fed	tuk	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
fed	tuky	fed	tuka	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
fed	fat	fed	fat	ADJ;INDF;MASC+FEM;SG	
iss	iss	iss	iss	N;INDF;NEUT;SG	
tusinder	tisícky	tusinde	tisícky	N;INDF;NEUT;PL	ADV
shepherd	pastier	shepherd	pastier		N;ANIM;NOM;MASC;SG
prøvet	skúšali	prøve	skúšať	V;INDF;SG;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
prøvet	testovaný	prøve	testovaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
prøvet	skúša	prøve	skúša	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
prøvet	testovaná	prøve	testovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
prøvet	testované	prøve	testovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
prøvet	skúšaný	prøve	skúšaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
thompson	thompson	thompson	thompson		PROPN;ANIM;NOM;MASC;SG
daily	denná	daily	denný		ADJ;NOM;FEM;SG
daily	denne	daily	denne		ADV
daily	denný	daily	denný		ADJ;INAN;NOM;MASC;SG
daily	daily	daily	daila		N;NOM;FEM;PL
daily	denné	daily	denný		ADJ;NOM;NEUT;SG
sagn	vysvetlivky	sagn	vysvetlivka	N;INDF;NEUT;SG	N;NOM;FEM;PL
sagn	legendy	sagn	legenda	N;INDF;NEUT;SG	N;NOM;FEM;PL
sagn	legiend	sagn	legenda	N;INDF;NEUT;SG	N;GEN;FEM;PL
sagn	legendy	sagn	legenda	N;INDF;NEUT;SG	N;NOM;FEM;PL
blank	prázdna	blank	prázdno	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG
dårligere	horsie	dårlig	horsieť	ADV;CMPR	
nature	priroda	natur	priroda		N;NOM;FEM;SG
nature	prírodu	natur	príroda		N;ACC;FEM;SG
nature	povaha	natur	povaha		N;NOM;FEM;SG
nature	príroda	natur	príroda		N;NOM;FEM;SG
nature	charakter	natur	charakter		N;INAN;NOM;MASC;SG
aktuelt	aktuálne	aktuel	aktuálny	ADJ;INDF;NEUT;SG	ADV
aktuelt	momentálne	aktuel	momentálne	ADJ;INDF;NEUT;SG	ADV
speed	rýchlosti	speed	rýchlosť		N;NOM;FEM;PL
speed	rýchlosť	speed	rýchlosť		N;NOM;FEM;SG
speed	otáčky	speed	otáčka		N;NOM;FEM;PL
argentinske	argentínska	argentinsk	argentínsky	ADJ;PL	ADJ;NOM;FEM;SG
zagreb	záhreb	zagreb	záhreb		PROPN;INAN;NOM;MASC;SG
tilfældigt	náhodný	tilfældigt	náhodný	ADV	ADJ;ANIM;NOM;MASC;SG
tilfældigt	random	tilfældigt	randý	ADV	N;NOM;MASC;SG
tilfældigt	náhodné	tilfældigt	náhodný	ADV	ADJ;NOM;NEUT;SG
tilfældigt	náhody	tilfældigt	náhod	ADV	N;NOM;FEM;PL
tilfældigt	náhoda	tilfældigt	náhod	ADV	N;NOM;FEM;SG
smart	smart	smart	smart	ADJ;INDF;SG	N;INAN;NOM;MASC;SG
fangenskab	zajatí	fangenskab	zajatie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
fangenskab	zajatí	fangenskab	zajatie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
holding	holding	holding	holding	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
holding	drží	holding	držať	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
turner	turner	turner	turner	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
primitive	primitívne	primitiv	primitívne	ADJ;PL	ADJ;NOM;NEUT;SG
wing	krídlo	wing	krídlo		N;NOM;NEUT;SG
wing	wing	wing	wing		PROPN;ANIM;NOM;MASC;SG
udnævnelse	vymenovaní	udnævnelse	vymenovanie	N;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
udnævnelse	termin	udnævnelse	termin	N;INDF;MASC+FEM;SG	INTJ
nytte	užitočnosť	nytte	užitočnosť	V;NFIN;ACT	N;NOM;FEM;SG
nytte	úžitkové	nytte	úžitkový	V;NFIN;ACT	ADJ;NOM;NEUT;SG
nytte	užitočnosť	nytte	užitočnosť	V;NFIN;ACT	N;NOM;FEM;SG
joan	joan	joan	joan		PROPN;ANIM;NOM;MASC;SG
afhængige	závislé	afhængig	závislý	ADJ;PL	ADJ;NOM;NEUT;SG
afhængige	závislá	afhængig	závislo	ADJ;PL	N;NOM;FEM;SG
afhængige	závislý	afhængig	závislý	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
afhængige	závislá	afhængig	závislo	ADJ;PL	N;NOM;FEM;SG
dirty	špinavá	dirty	špinavý		ADJ;NOM;FEM;SG
dirty	špinavé	dirty	špinavý		ADJ;NOM;NEUT;SG
dirty	špinavý	dirty	špinavý		ADJ;ANIM;NOM;MASC;SG
hud	kože	hud	koža	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
landing	pristátia	landing	pristátiť	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
landing	pristáť	landing	pristáť	N;INDF;MASC+FEM;SG	V;PFV;POS;NFIN
skyder	streľba	skyde	streľba	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
indledning	začatia	indledning	začatiť	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
præsenterede	prezentované	præsentere	prezentovaný	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
præsenterede	predstavené	præsentere	predstavený	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
præsenterede	predložené	præsentere	predložený	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
præsenterede	predkladané	præsentere	predkladaný	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
præsenterede	predstavený	præsentere	predstavený	V;PL;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
dekoreret	zdobené	dekorere	zdobený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
orientering	orientácie	orientering	orientácia	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
bin	bin	bin	bin		PROPN;ANIM;NOM;MASC;SG
bin	kôš	bin	kôš		N;INAN;NOM;MASC;SG
floyd	floyd	floyd	floyd		
hegn	ploty	hegn	plot	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
liège	liège	liège	lijga		N;INAN;NOM;MASC;SG
lilla	fialová	lilla	fialový		ADJ;NOM;FEM;SG
lilla	fialové	lilla	fialový		ADJ;NOM;NEUT;SG
massiv	masívne	massiv	masívne	ADJ;INDF;MASC+FEM;SG	ADV
massiv	massive	massiv	massiva	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bros	bros	bros	bros		PROPN;NOM;FEM;SG
bros	bratia	bros	brat		N;ANIM;NOM;MASC;PL
groft	drsný	groft	drsný	ADV	ADJ;ANIM;NOM;MASC;SG
groft	zhruba	groft	zhruba	ADV	PART
groft	hrubo	groft	hrubo	ADV	N;NOM;FEM;SG
krydset	križovatky	kryds	križovatka	N;DEF;NEUT;SG	N;NOM;FEM;PL
krydset	palce	kryds	palec	N;DEF;NEUT;SG	N;INAN;NOM;MASC;PL
krydset	prekročili	kryds	prekročiť	N;DEF;NEUT;SG	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
overdrev	prehnané	overdrev	prehnaný	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ledsaget	sprevádzaná	ledsag	sprevádzaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
ledsaget	sprevádzané	ledsag	sprevádzaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
iowa	iowa	iowa	iowa		PROPN;ANIM;NOM;MASC;SG
litteraturen	literatúry	litteratur	literatúra	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
gennemgang	preskúmať	gennemgang	preskúmať	N;INDF;MASC+FEM;SG	V;PFV;POS;NFIN
gennemgang	skontrolovať	gennemgang	skontrolovať	N;INDF;MASC+FEM;SG	V;PFV;POS;NFIN
drager	drakov	drage	drak	V;IND;PRS;FIN;ACT	N;INAN;GEN;MASC;PL
butler	butler	butle	butler	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
kaos	kaos	kaos	kaos	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
arrangerede	usporiadané	arrangere	usporiadaný	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
kvaliteten	kvalitné	kvalitet	kvalitný	N;DEF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
kvaliteten	kvality	kvalitet	kvalita	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
sværere	ťažšie	svær	ťažký	ADJ;CMPR	ADV;CMPR
