ve	وال	ve	وَال	CONJ	N;NOM;DEF;SG
on	العشرة	on	عَشَرَة		NUM;NOM;DEF;MASC
on	t	on	t		
on	عشرة	on	عَشَرَة		NUM;MASC
on	عشر	on	عَشَرَة		NUM;MASC
on	العاشرة	on	عَاشِر		ADJ;NOM;DEF;FEM;SG
özel	الحصري	özel	حَصرِيّ	ADJ	
özel	حصري	özel	حِصرِيّ	ADJ	
özel	العرف	özel	عَرف	ADJ	N;NOM;DEF;SG
biri	شخص	biri	شَخص	PRO;NOM;SG;3	N;NOM;INDF;SG
biri	احد	biri	أَحَد	PRO;NOM;SG;3	N;NOM;INDF;SG
biri	احد	biri	أَحَد	PRO;NOM;SG;3	N;NOM;INDF;SG
biri	واحدة	biri	وَاحِد	PRO;NOM;SG;3	ADJ;NOM;INDF;FEM;SG
biri	واحد	biri	وَاحِد	PRO;NOM;SG;3	ADJ;NOM;INDF;MASC;SG
biri	واحده	biri	واحده	PRO;NOM;SG;3	PRO;NOM;MASC;SG;3
vikipedi	ويكيبيديا	vikip	ويكيبيديا		N;NOM;DEF;SG
uzun	الطويل	uzun	طَوِيل	ADJ	
uzun	مددت	uzun	مَدَّد	ADJ	V;PFV;FEM;SG;3;ACT
uzun	مدد	uzun	مُدَّة	ADJ	N;NOM;INDF;SG
uzun	اطول	uzun	أَطوَل	ADJ	
uzun	لونغ	uzun	لُونغ	ADJ	
uzun	الطويل	uzun	طَوِيل	ADJ	
şarkı	غناء	şarkı	غناء		N;NOM;INDF;SG
şarkı	يغني	şarkı	غَنَّى		V;IPFV;MASC;IND;SG;3;FIN;ACT
şarkı	اغني	şarkı	اغني		
şarkı	تغني	şarkı	غَنِيّ		V;IPFV;FEM;IND;SG;3;FIN;ACT
şarkı	الغناء	şarkı	غِنَاء		N;NOM;DEF;SG
şarkı	اغان	şarkı	أَغَان		N;NOM;INDF;PL
şarkı	الاغاني	şarkı	أَغَانِيّ		
şarkı	اغاني	şarkı	اغاني		N;NOM;INDF;PL
şarkı	سونغ	şarkı	سونغ		
şarkı	الاغنيه	şarkı	أَغنِيه		
şarkı	اغنيه	şarkı	اغنيه		
şarkı	الاغنية	şarkı	أَغنِيّ		N;NOM;DEF;SG
şarkı	اغنية	şarkı	أَغنِيّ		N;NOM;INDF;SG
eden	عدن	et	عَدَن	V;PFV;IND;POS;PRS;V.PTCP	N;NOM;INDF;SG
eden	ايدين	et	ايدين	V;PFV;IND;POS;PRS;V.PTCP	
lig	الدوري	lig	دَورِيّ		N;NOM;DEF;SG
lig	دوري	lig	دَورِيّ		
orta	الاوسط	orta	أَوسَط		ADJ;NOM;DEF;MASC;SG
orta	المنتصف	orta	مُنتَصَف		N;NOM;DEF;SG
orta	الوسط	orta	وَسط		N;NOM;DEF;SG
orta	وسط	orta	وَسط		N;NOM;INDF;SG
orta	متوسط	orta	مُتَوَسِّط		ADJ;NOM;INDF;MASC;SG
orta	متوسطة	orta	مُتَوَسِّط		ADJ;NOM;INDF;FEM;SG
orta	المتوسط	orta	مُتَوَسِّط		ADJ;NOM;DEF;MASC;SG
orta	منتصف	orta	مُنتَصَف		N;NOM;INDF;SG
orta	سنتر	orta	سنتر		
orta	المركز	orta	مَركَز		N;NOM;DEF;SG
orta	المنتصف	orta	مُنتَصَف		N;NOM;DEF;SG
orta	الوسط	orta	وَسط		N;NOM;DEF;SG
orta	مركز	orta	مَركَز		N;NOM;INDF;SG
orta	المركز	orta	مَركَز		N;NOM;DEF;SG
orta	مركز	orta	مَركَز		N;NOM;INDF;SG
oyuncu	مشغل	oyuncu	مُشَغِّل		N;NOM;INDF;SG
oyuncu	اللاعب	oyuncu	لَاعِب		N;NOM;DEF;SG
oyuncu	لاعب	oyuncu	لَاعِب		N;NOM;INDF;SG
oyuncu	play	oyuncu	شَضِيف		
oyuncu	الممثل	oyuncu	مُمَثِّل		N;NOM;DEF;SG
oyuncu	فاعل	oyuncu	فَاعِل		ADJ;NOM;INDF;MASC;SG
oyuncu	ممثل	oyuncu	مُمَثِّل		N;NOM;INDF;SG
oyuncu	ممثله	oyuncu	ممثله		PRO;NOM;MASC;SG;3
oyuncu	الممثلة	oyuncu	مُمَثَّل		N;NOM;DEF;SG
oyuncu	ممثلة	oyuncu	مُمَثِّلَة		N;NOM;INDF;SG
geri	متخلفة	geri	مُتَخَلِّف		ADJ;NOM;INDF;FEM;SG
geri	الخلف	geri	خَلَف		N;NOM;DEF;SG
geri	الظهر	geri	ظُهر		N;NOM;DEF;SG
geri	عاد	geri	عَاد		V;PFV;MASC;SG;3;ACT
geri	العودة	geri	عَودَة		N;NOM;DEF;SG
geri	عودة	geri	عَودَة		N;NOM;INDF;SG
geri	ارجع	geri	أَرجَع		V;PFV;MASC;SG;3;ACT
geri	ظهر	geri	ظَهَر		V;PFV;MASC;SG;3;ACT
geri	الوراء	geri	وَرَاء		N;NOM;DEF;SG
mesaj	نصوص	mesaj	نَصّ		N;NOM;INDF;PL
mesaj	نص	mesaj	نَصّ		N;NOM;INDF;SG
mesaj	النص	mesaj	نَصّ		N;NOM;DEF;SG
mesaj	رساله	mesaj	رساله		PRO;NOM;FEM;SG;3
mesaj	الرسالة	mesaj	رِسَالَة		N;NOM;DEF;SG
mesaj	رسالة	mesaj	رِسَالَة		N;NOM;INDF;SG
mesaj	رسائل	mesaj	رِسَالَة		N;NOM;INDF;PL
mesaj	الرسائل	mesaj	رِسَالَة		N;NOM;DEF;PL
elektrik	كهربائية	elektrik	كَهرَبَائِيَّة	N;NOM;SG;3	
elektrik	كهربائية	elektrik	كَهرَبَائِيَّة	N;NOM;SG;3	
ardından	بعدما	ardından	بَعدَمَا	ADV	CONJ
ardından	بعد	ardından	بَعدَ	ADV	ADP;NOM
merkezi	مركزية	merkez	مَركَزِيّ	N;ACC;SG;3	ADJ;NOM;INDF;FEM;SG
merkezi	سنترال	merkez	سنترال	N;ACC;SG;3	
merkezi	الوسطى	merkez	أَوسَط	N;ACC;SG;3	N;NOM;DEF;SG
merkezi	وسط	merkez	وَسط	N;ACC;SG;3	N;NOM;INDF;SG
merkezi	مركزي	merkez	مركزي	N;ACC;SG;3	ADJ;NOM;INDF;MASC;SG
merkezi	سنتر	merkez	سنتر	N;ACC;SG;3	
merkezi	المركز	merkez	مَركَز	N;ACC;SG;3	N;NOM;DEF;SG
merkezi	المنتصف	merkez	مُنتَصَف	N;ACC;SG;3	N;NOM;DEF;SG
merkezi	الوسط	merkez	وَسط	N;ACC;SG;3	N;NOM;DEF;SG
merkezi	مركز	merkez	مَركَز	N;ACC;SG;3	N;NOM;INDF;SG
merkezi	المركز	merkez	مَركَز	N;ACC;SG;3	N;NOM;DEF;SG
merkezi	مركز	merkez	مَركَز	N;ACC;SG;3	N;NOM;INDF;SG
kısa	الاقصر	kısa	أَقصَر	ADJ	
kısa	اقصر	kısa	أَقصَر	ADJ	
kısa	القصير	kısa	قَصِير	ADJ	
kısa	شورت	kısa	شورت	ADJ	
kısa	موجزة	kısa	مُوجَز	ADJ	N;NOM;INDF;SG
kısa	موجز	kısa	مُوجَز	ADJ	N;NOM;INDF;SG
güney	جنوبي	güney	جَنُوبِيّ		ADJ;NOM;INDF;MASC;SG
güney	جنوبية	güney	جَنُوبِيّ		ADJ;NOM;INDF;FEM;SG
güney	جنوب	güney	جَنُوب		N;NOM;INDF;SG
güney	جنوبي	güney	جَنُوبِيّ		ADJ;NOM;INDF;MASC;SG
güney	جنوبا	güney	جَنُوب		N;ACC;INDF;SG
güney	الجنوب	güney	جَنُوب		N;NOM;DEF;SG
güney	جنوب	güney	جَنُوب		N;NOM;INDF;SG
güney	ساوث	güney	سَاوث		
almanya	المانيا	al	أَلمَانِيَا	PROPN;NOM;SG;3	
değil	ليس	değil	لَيس		V;PFV;MASC;SG;3;ACT
değil	لا	değil	لَا		PART
değil	وليس	değil	وليس		
değil	مش	değil	مش		
kuzey	نورث	kuzey	نورث		
kuzey	شمالي	kuzey	شمالي		
kuzey	شمال	kuzey	شَمَال		N;NOM;INDF;SG
kuzey	شمالا	kuzey	شَمَال		N;ACC;INDF;SG
kuzey	الشمال	kuzey	شَمَال		N;NOM;DEF;SG
kuzey	الشمالية	kuzey	شَمَالِيّ		ADJ;NOM;DEF;FEM;SG
kuzey	شمال	kuzey	شَمَال		N;NOM;INDF;SG
kuzey	الشمالي	kuzey	شَمَالِيّ		ADJ;NOM;DEF;MASC;SG
kuzey	شمالي	kuzey	شمالي		
çeşitli	متنوعة	çeşitli	مُتَنَوِّع		ADJ;NOM;INDF;FEM;SG
çeşitli	متنوعة	çeşitli	مُتَنَوِّع		ADJ;NOM;INDF;FEM;SG
çeşitli	التنوع	çeşitli	تَنَوُّع		N;NOM;DEF;SG
çeşitli	تنوع	çeşitli	تَنَوُّع		N;NOM;INDF;SG
çeşitli	المتنوعة	çeşitli	مُتَنَوِّع		ADJ;NOM;DEF;FEM;SG
çeşitli	متنوع	çeşitli	مُتَنَوِّع		ADJ;NOM;INDF;MASC;SG
çeşitli	متنوعة	çeşitli	مُتَنَوِّع		ADJ;NOM;INDF;FEM;SG
çeşitli	شتى	çeşitli	شتى		N;NOM;INDF;SG
açıklama	شرح	açıkla	شَرح	V;PFV;NOM;IND;POS;PRS;V.MSDR	
açıklama	الشرح	açıkla	شَرح	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
açıklama	الشرح	açıkla	شَرح	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
açıklama	شرح	açıkla	شَرح	V;PFV;NOM;IND;POS;PRS;V.MSDR	
açıklama	توضيح	açıkla	تَوضِيح	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;SG
açıklama	التفسير	açıkla	تَفسِير	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
açıklama	تفسير	açıkla	تَفسِير	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;SG
açıklama	تعليل	açıkla	تَعلِيل	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;SG
açıklama	الوصف	açıkla	وَصف	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
team	الفريق	team	فَرِيق		N;NOM;DEF;SG
team	فريق	team	فَرِيق		N;NOM;INDF;SG
ortaya	تكشف	orta	كَشَف	ADJ;DAT;SG;3	V;IPFV;FEM;IND;SG;3;FIN;ACT
bilgileri	in	bilgi	مَثّ	N;ACC;PL;3	
bilgileri	المعلومات	bilgi	مَعلُومَة	N;ACC;PL;3	N;NOM;DEF;PL
bilgileri	معلومات	bilgi	مَعلُومَة	N;ACC;PL;3	N;NOM;INDF;PL
fransa	وفرنسا	fra	وفرنسا	PROPN;NOM;SG;3	
fransa	فرانس	fra	فرَانس	PROPN;NOM;SG;3	
fransa	فرنسا	fra	فَرَنسَا	PROPN;NOM;SG;3	
ingilizce	الانجليزية	ingilizce	إِنجلِيزِيَّة		N;NOM;DEF;SG
ingilizce	انجليزي	ingilizce	أَنجِلِيزِيّ		
ingilizce	انجليزية	ingilizce	إِنجلِيزِيّ		ADJ;NOM;INDF;FEM;SG
ingilizce	الانكليزية	ingilizce	الانكليزية		
ingilizce	بالانكليزية	ingilizce	بَالانكلِيزِيّ		
olmak	كونك	ol	كُونك	V;PFV;NOM;IND;POS;PRS;V.MSDR	
olmak	bein	ol	حَكَّث	V;PFV;NOM;IND;POS;PRS;V.MSDR	
amerika	امريكا	amerik	أَمرِيكَا		
amerika	اميركا	amerik	أَمِيرِكَا		
amerika	امريكا	amerik	أَمرِيكَا		
el	يدا	el	يَد	N;NOM;SG;3	
burada	هنا	bura	هُنَا	N;ESS;SG;3	ADV
gol	ليك	gol	لَيك	N;NOM;SG;3	
gol	لايك	gol	لَايك	N;NOM;SG;3	
gol	اهداف	gol	هَدَف	N;NOM;SG;3	N;NOM;INDF;PL
gol	الاهداف	gol	هَدَف	N;NOM;SG;3	N;NOM;DEF;PL
gol	الغايات	gol	غَايَة	N;NOM;SG;3	N;NOM;DEF;PL
sağlayan	تمكين	sağla	تَمكِين	V;PFV;IND;POS;PRS;V.PTCP	N;NOM;INDF;SG
ana	رئيسية	ana	رَئِيسِيّ		ADJ;NOM;INDF;FEM;SG
ana	الرئيسية	ana	رَئِيسِيّ		ADJ;NOM;DEF;FEM;SG
ana	ana	ana	شَذَا		
ana	ام	ana	إِم		
ana	الام	ana	أُمّ		N;NOM;DEF;SG
suyu	عصير	su	عَصِير	N;ACC;SG;3	N;NOM;INDF;SG
suyu	العصير	su	عَصِير	N;ACC;SG;3	N;NOM;DEF;SG
özellikle	وخاصة	özellikle	وخاصة		N;NOM;INDF;SG
özellikle	خاصة	özellikle	خَاصّ		ADJ;ACC;INDF;FEM;SG
özellikle	خصوصا	özellikle	خُصُوص		N;ACC;INDF;SG
özellikle	بالاخص	özellikle	بالاخص		
özellikle	بالتحديد	özellikle	بِ		N;GEN;DEF;SG
özellikle	تحديدا	özellikle	تَحدِيد		N;ACC;INDF;SG
özellikle	خصوصا	özellikle	خُصُوص		N;ACC;INDF;SG
özellikle	خصيصا	özellikle	خَصِيص		N;ACC;INDF;SG
ilköğretim	ابتدائية	ilköğretim	اِبتِدَائِيّ	N;NOM;SG;3	ADJ;NOM;INDF;FEM;SG
ilköğretim	الابتدائية	ilköğretim	اِبتِدَائِيّ	N;NOM;SG;3	ADJ;NOM;DEF;FEM;SG
ilköğretim	ابتدائي	ilköğretim	اِبتِدَائِيّ	N;NOM;SG;3	N;ACC;INDF;SG
birleşik	موحدة	birleşik	مُوَحَّد		ADJ;NOM;INDF;FEM;SG
birleşik	موحد	birleşik	مُوَحَّد		ADJ;NOM;INDF;MASC;SG
birleşik	متحدين	birleşik	مُتَّحِد		ADJ;ACC;INDF;MASC;PL
birleşik	المتحدة	birleşik	مُتَّحِد		ADJ;NOM;DEF;FEM;SG
birleşik	متحدة	birleşik	مُتَّحِد		ADJ;NOM;INDF;FEM;SG
ödülü	ثواب	ödül	ثَابِيَة	N;ACC;SG;3	N;NOM;INDF;PL
ödülü	الجائزة	ödül	جَائِزَة	N;ACC;SG;3	N;NOM;DEF;SG
ödülü	جائزة	ödül	جَائِزَة	N;ACC;SG;3	N;NOM;INDF;SG
ödülü	الجائزة	ödül	جَائِزَة	N;ACC;SG;3	N;NOM;DEF;SG
ödülü	جائزة	ödül	جَائِزَة	N;ACC;SG;3	N;NOM;INDF;SG
yerine	يستعاض	yer	اِستَعَاض	N;DAT;SG;3	V;IPFV;MASC;IND;SG;3;FIN;ACT
yerine	تستبدل	yer	اِستَبدَل	N;DAT;SG;3	V;IPFV;FEM;IND;SG;3;FIN;ACT
yerine	استبدال	yer	اِستِبدَال	N;DAT;SG;3	N;NOM;INDF;SG
yerine	استبدل	yer	اِستَبدَل	N;DAT;SG;3	V;PFV;MASC;SG;3;ACT
gün	اليوم	gün	يَوم	N;NOM;SG;3	N;ACC;DEF;SG
gün	نهار	gün	نَهَار	N;NOM;SG;3	
geçen	عابر	geç	عابر		ADJ;NOM;INDF;MASC;SG
geçen	تمرير	geç	تَمرِير		N;NOM;INDF;SG
geçen	مرور	geç	مُرُور		N;NOM;INDF;SG
geçen	تمر	geç	مَرّ		V;IPFV;FEM;IND;SG;3;FIN;ACT
doğu	شرقي	doğu	شَرقِيّ		ADJ;NOM;INDF;MASC;SG
doğu	ايست	doğu	أَيسَت		
doğu	شرق	doğu	شَرق		N;NOM;INDF;SG
doğu	الشرق	doğu	شَرق		N;NOM;DEF;SG
doğu	شرقا	doğu	شِرق		N;ACC;INDF;SG
doğu	الشرقية	doğu	شَرقِيّ		ADJ;NOM;DEF;FEM;SG
doğu	شرقي	doğu	شَرقِيّ		ADJ;NOM;INDF;MASC;SG
doğu	شرقية	doğu	شَرقِيّ		ADJ;NOM;INDF;FEM;SG
doğu	الشرقية	doğu	شَرقِيّ		ADJ;NOM;DEF;FEM;SG
doğu	الشرق	doğu	شَرق		N;NOM;DEF;SG
doğu	المشرق	doğu	مَشرِق		N;NOM;DEF;SG
doğu	شرقي	doğu	شَرقِيّ		ADJ;NOM;INDF;MASC;SG
doğu	شرقية	doğu	شَرقِيّ		ADJ;NOM;INDF;FEM;SG
doğu	الشرقية	doğu	شَرقِيّ		ADJ;NOM;DEF;FEM;SG
doğu	شرق	doğu	شَرق		N;NOM;INDF;SG
sabit	ثابت	sabit	ثابت		
sabit	ثبات	sabit	ثَبَات		N;NOM;INDF;SG
sabit	بثبات	sabit	بَثبَة		N;NOM;INDF;SG
sabit	ثابتة	sabit	ثَابِت		ADJ;NOM;INDF;FEM;SG
sabit	مستقر	sabit	مُستَقِرّ		ADJ;NOM;INDF;MASC;SG
sabit	مستقرة	sabit	مُستَقِرّ		ADJ;NOM;INDF;FEM;SG
eğitim	التعليمية	eğitim	تَعلِيمِيّ	N;NOM;SG;3	ADJ;NOM;DEF;FEM;SG
eğitim	تعليمية	eğitim	تَعلِيمِيّ	N;NOM;SG;3	ADJ;NOM;INDF;FEM;SG
eğitim	تربوية	eğitim	تَربَوِيّ	N;NOM;SG;3	ADJ;NOM;INDF;FEM;SG
eğitim	تعليمي	eğitim	تَعلِيمِيّ	N;NOM;SG;3	ADJ;NOM;INDF;MASC;SG
su	الماء	su	مَاء		N;NOM;DEF;SG
su	ماء	su	مَاء		N;NOM;INDF;SG
su	مياه	su	مَاء		N;NOM;INDF;PL
su	المياه	su	مَاء		N;NOM;DEF;PL
sırasında	اثناء	sıra	أَثنَاءَ	N;ESS;SG;3	ADP;ACC
sırasında	خلال	sıra	خِلَالَ	N;ESS;SG;3	ADP;ACC
uluslararası	الدولية	uluslararası	دُوَلِيّ		ADJ;NOM;DEF;FEM;SG
uluslararası	الدولي	uluslararası	دُوَلِيّ		ADJ;NOM;DEF;MASC;SG
uluslararası	دولية	uluslararası	دُوَلِيّ		ADJ;NOM;INDF;FEM;SG
uluslararası	دولي	uluslararası	دُوَلِيّ		ADJ;NOM;INDF;MASC;SG
yaklaşık	حول	yaklaşık	حَولَ		ADP;ACC
yaklaşık	بشان	yaklaşık	بشان		N;NOM;INDF;SG
yaklaşık	بخصوص	yaklaşık	بخصوص		N;NOM;INDF;SG
yaklaşık	عن	yaklaşık	عَن		ADP
yaklaşık	التقريبي	yaklaşık	تَقرِيبِيّ		ADJ;NOM;DEF;MASC;SG
alman	الالمانية	al	أَلمَانِيّ		ADJ;NOM;DEF;FEM;SG
alman	المان	al	أَلمَانِيّ		
alman	الالماني	al	أَلمَانِيّ		ADJ;NOM;DEF;MASC;SG
alman	المانيا	al	أَلمَانِيَا		
alman	الماني	al	أَلمَانِيّ		ADJ;NOM;INDF;MASC;SG
alman	المانية	al	أَلمَانِيّ		ADJ;NOM;INDF;FEM;SG
alman	الالمان	al	أَلمَانِيّ		N;NOM;DEF;PL
alman	المان	al	أَلمَانِيّ		
az	الصغير	az	صَغِير	ADV	
az	قليل	az	قَلِيل	ADV	ADJ;NOM;INDF;MASC;SG
az	القليل	az	قَلِيل	ADV	
az	اقل	az	أَقَلّ	ADV	ADJ;NOM;INDF;MASC;SG
millî	الوطنية	millî	وَطَنِيَّة		N;NOM;DEF;SG
millî	ناشيونال	millî	ناشيونال		
millî	وطنية	millî	وَطَنِيّ		ADJ;NOM;INDF;FEM;SG
millî	وطني	millî	وَطَنِيّ		ADJ;NOM;INDF;MASC;SG
kaynak	المصدر	kaynak	مَصدَر		N;NOM;DEF;SG
kaynak	مصدر	kaynak	مَصدَر		N;NOM;INDF;SG
kaynak	المورد	kaynak	مُوَرِّد		N;NOM;DEF;SG
kaynak	الموارد	kaynak	مَورِد		N;NOM;DEF;PL
kaynak	مورد	kaynak	مُوَرَّد		N;NOM;INDF;SG
kaynak	الموارد	kaynak	مَورِد		N;NOM;DEF;PL
kaynak	موارد	kaynak	مَورِد		N;NOM;INDF;PL
kaynak	لحام	kaynak	لحام		
kaynak	اللحام	kaynak	اللحام		N;NOM;DEF;SG
ali	الي	al	اليّ	PROPN;NOM;SG;3	
ali	علي	al	علي	PROPN;NOM;SG;3	
ali	ali	al	شَضَم	PROPN;NOM;SG;3	
kullanılan	استعمل	kullan	اِستَعمَل	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
kullanılan	استخدم	kullan	اِستَخدَم	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
kullanılan	مستخدم	kullan	مُستَخدَم	V;PFV;IND;POS;PRS;V.PTCP;PASS	N;NOM;INDF;SG
paşa	باشا	paşa	باشا		
ligi	الدوري	ligi	دَورِيّ		N;NOM;DEF;SG
ligi	دوري	ligi	دَورِيّ		
halk	شعوب	halk	شَعب		N;NOM;INDF;PL
halk	الشعوب	halk	شَعب		N;NOM;DEF;PL
halk	الجمهور	halk	جُمهُور		N;NOM;DEF;SG
halk	عام	halk	عَام		N;NOM;INDF;SG
halk	العامة	halk	عَامَّة		N;NOM;DEF;SG
halk	عامة	halk	عَامّ		ADJ;NOM;INDF;FEM;SG
halk	علنية	halk	عَلَنِيّ		ADJ;NOM;INDF;FEM;SG
halk	اشخاص	halk	شَخص		N;NOM;INDF;PL
halk	اناس	halk	اناس		N;NOM;INDF;PL
halk	الاشخاص	halk	شَخص		N;NOM;DEF;PL
halk	الناس	halk	إِنسَان		N;NOM;DEF;PL
halk	ناس	halk	نَاسِي		
tv	تلفاز	tv	تَلفَاز		N;NOM;INDF;SG
tv	التلفاز	tv	تَلَفُّز		N;NOM;DEF;SG
tv	التليفزيون	tv	التليفزيون		
tv	تلفزيون	tv	تِلفِزيُون		N;NOM;INDF;SG
tv	التلفزيون	tv	تِلفِزيُون		N;NOM;DEF;SG
onun	ده	o	دٰهٰ	PRO;GEN;SG;3	
onun	لها	o	لها	PRO;GEN;SG;3	
onun	هي	o	هُوَ	PRO;GEN;SG;3	PRO;NOM;FEM;SG;3
yine	مجددا	yine	مُجَدَّد	ADV	ADJ;ACC;INDF;MASC;SG
yine	ثانية	yine	ثَانِي	ADV	ADJ;NOM;INDF;FEM;SG
yılı	عام	yıl	عَام		N;NOM;INDF;SG
yılı	العام	yıl	عَام		N;NOM;DEF;SG
yılı	السنه	yıl	سَنه		N;NOM;DEF;SG
yılı	سنة	yıl	سَنَة		N;NOM;INDF;SG
yılı	سنه	yıl	سنه		N;NOM;INDF;SG
yılı	السنة	yıl	سَنَة		N;NOM;DEF;SG
telefon	هاتف	telefon	هَاتِف	N;NOM;SG;3	
telefon	تلفون	telefon	تَلَفَّن	N;NOM;SG;3	
telefon	هاتف	telefon	هَاتِف	N;NOM;SG;3	
telefon	تلفون	telefon	تَلَفَّن	N;NOM;SG;3	
telefon	تليفون	telefon	تليفون	N;NOM;SG;3	
yeniden	مجددا	yeniden	مُجَدَّد	ADV	ADJ;ACC;INDF;MASC;SG
yeniden	ثانية	yeniden	ثَانِي	ADV	ADJ;NOM;INDF;FEM;SG
içme	الشرب	iç	شُرب		N;NOM;DEF;SG
içme	شرب	iç	شُرب		N;NOM;INDF;SG
içme	يشرب	iç	شَرَب		V;IPFV;MASC;IND;SG;3;FIN;ACT
içme	تشرب	iç	تَشَرُّب		V;IPFV;MASC;IND;SG;2;FIN;ACT
etki	الاثر	etki	أَثَر		N;NOM;DEF;SG
etki	تاثير	etki	تَأثِير		N;NOM;INDF;SG
etki	التاثير	etki	تَاثِير		N;NOM;DEF;SG
etki	الاصطدام	etki	اِصطِدَام		N;NOM;DEF;SG
etki	النفوذ	etki	نُفُوذ		N;NOM;DEF;SG
etki	تاثير	etki	تَأثِير		N;NOM;INDF;SG
etki	التاثير	etki	تَاثِير		N;NOM;DEF;SG
etki	الاثر	etki	أَثَر		N;NOM;DEF;SG
etki	تاثير	etki	تَأثِير		N;NOM;INDF;SG
etki	التاثير	etki	تَاثِير		N;NOM;DEF;SG
ben	بين	ben	بَينَ	PRO;NOM;SG;1	ADP;ACC
ben	بن	ben	بِن	PRO;NOM;SG;1	PROPN
sezon	موسم	sezon	مَوسِم		N;NOM;INDF;SG
sezon	الموسم	sezon	مَوسِم		N;NOM;DEF;SG
john	جون	john	جُون		
john	يوحنا	john	يوحنا		
albüm	الالبوم	albüm	أَلبُوم		N;NOM;DEF;SG
albüm	البوم	albüm	أَلبُوم		
albüm	البومات	albüm	البومات		N;NOM;DEF;PL
albüm	الالبومات	albüm	أَلبُومَة		N;NOM;DEF;PL
ingiliz	بريطاني	ingiliz	برِيطَانِيّ		ADJ;NOM;INDF;MASC;SG
ingiliz	بريطانيا	ingiliz	برِيطَانِيَا		
ingiliz	بريطانية	ingiliz	برِيطَانِيّ		ADJ;NOM;INDF;FEM;SG
ingiliz	البريطاني	ingiliz	برِيطَانِيّ		N;NOM;DEF;SG
ingiliz	البريطانية	ingiliz	برِيطَانِيّ		ADJ;NOM;DEF;FEM;SG
ingiliz	الانجليزية	ingiliz	إِنجلِيزِيَّة		N;NOM;DEF;SG
ingiliz	انجليزي	ingiliz	أَنجِلِيزِيّ		
ingiliz	انجليزية	ingiliz	إِنجلِيزِيّ		ADJ;NOM;INDF;FEM;SG
ingiliz	الانكليزية	ingiliz	الانكليزية		
ingiliz	بالانكليزية	ingiliz	بَالانكلِيزِيّ		
puan	نقطة	pu	نُقطَة		N;NOM;INDF;SG
puan	بوينت	pu	بوينت		
puan	النقطة	pu	نُقطَة		N;NOM;DEF;SG
puan	تقييم	pu	تَقيِيم		N;NOM;INDF;SG
puan	التقييم	pu	تَقيِيم		N;NOM;DEF;SG
puan	التصنيف	pu	تَصنِيف		N;NOM;DEF;SG
puan	تصنيف	pu	تَصنِيف		N;NOM;INDF;SG
puan	النتيجة	pu	نَتِيجَة		N;NOM;DEF;SG
puan	النقاط	pu	نُقطَة		N;NOM;DEF;PL
puan	نقاط	pu	نُقطَة		N;NOM;INDF;PL
nedeniyle	المستحقة	neden	مُستَحِقّ	N;INS;SG;3	ADJ;NOM;DEF;FEM;SG
nüfus	السكان	nüfus	سَاكِن		N;NOM;DEF;PL
batı	ويست	batı	ويست		
batı	الغرب	batı	غَرب		N;NOM;DEF;SG
batı	غربا	batı	غَرب		N;ACC;INDF;SG
batı	غرب	batı	غَرب		N;NOM;INDF;SG
batı	غربي	batı	غَربِيّ		ADJ;NOM;INDF;MASC;SG
batı	غربي	batı	غَربِيّ		ADJ;NOM;INDF;MASC;SG
batı	غربية	batı	غَربِيّ		ADJ;NOM;INDF;FEM;SG
batı	الغربية	batı	غَربِيّ		ADJ;NOM;DEF;FEM;SG
batı	غرب	batı	غَرب		N;NOM;INDF;SG
altında	تحت	alt	تَحتَ	ADJ;ESS;SG;3	ADP;ACC
tür	النوع	tür	نَوع		N;NOM;DEF;SG
tür	النوع	tür	نَوع		N;NOM;DEF;SG
tür	نوع	tür	نَوع		N;NOM;INDF;SG
tür	الانواع	tür	نَوع		N;NOM;DEF;PL
amerikan	امريكية	amerikan	أَمرِيكِيّ		ADJ;NOM;INDF;FEM;SG
amerikan	امريكيون	amerikan	أَمرِيكِيّ		N;NOM;INDF;PL
amerikan	امريكي	amerikan	أَمرِيكِيّ		ADJ;NOM;INDF;MASC;SG
amerikan	الامريكي	amerikan	أَمرِيكِيّ		N;NOM;DEF;SG
savaş	باتل	savaş	باتل	N;NOM;SG;3	
tekrar	مجددا	tekrar	مُجَدَّد		ADJ;ACC;INDF;MASC;SG
tekrar	ثانية	tekrar	ثَانِي		ADJ;NOM;INDF;FEM;SG
tekrar	كرر	tekrar	كَرَّر		V;PFV;MASC;SG;3;ACT
tekrar	تكرار	tekrar	تَكرَار		N;NOM;INDF;SG
tekrar	الاعادة	tekrar	إِعَادَة		N;NOM;DEF;SG
tekrar	الاعادة	tekrar	إِعَادَة		N;NOM;DEF;SG
