úseky	раздели	úsek	разделя-(се)	N;INAN;NOM;MASC;PL;POS	V;PFV;IMP;SG;2;FIN
oslavy	празненство	oslava	празненство	N;NOM;FEM;PL;POS	N;INDF;NEUT;SG
dallas	далас	dallas	далас	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
čekat	изчакване	čekat	изчакване	V;IPFV;POS;NFIN	N;INDF;NEUT;SG
čekat	чакане	čekat	чакане	V;IPFV;POS;NFIN	N;INDF;NEUT;SG
obytné	жилищна	obytný	жилищен	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
obytné	жилищен	obytný	жилищен	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
zachována	поддържан	zachovaný	поддържам	ADJ;POS;V.PTCP;PASS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
zachována	поддържани	zachovaný	поддържам	ADJ;POS;V.PTCP;PASS	V;IPFV;INDF;PL;V.PTCP;PASS
zachována	поддържана	zachovaný	поддържам	ADJ;POS;V.PTCP;PASS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
haas	хаас	haas	хаас	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
haas	хас	haas	хас	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
fiala	фиала	fiala	фиал	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;SG
arabsky	арабски	arabsky	арабски	ADV;POS	ADJ;INDF;MASC;SG
arabsky	арабска	arabsky	арабски	ADV;POS	ADJ;INDF;FEM;SG
julian	джулиън	julian	джулиън	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
julian	хулиан	julian	хулиан	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
julian	джулиан	julian	джулиан	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
estonsko	естония	estonský	естония	PROPN;NOM;NEUT;SG;POS	PROPN;INDF;FEM;SG
missouri	мисури	missour	мисура	PROPN;NOM;FEM;SG;POS	N;INDF;MASC;SG
zásahy	встъпване	zásah	встъпване	N;INAN;NOM;MASC;PL;POS	N;INDF;NEUT;SG
zásahy	интервенция	zásah	интервенция	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;SG
zásahy	намеса	zásah	намеса	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;SG
viru	вируси	vir	вирус	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;PL
sestavy	рутина	sestava	рутина	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
mlýny	милс	mlýn	милс	N;INAN;NOM;MASC;PL;POS	PROPN;INDF;MASC;SG
ramat	рамат	rama	рама	PROPN;NOM;FEM;SG;POS	N;INDF;MASC;SG
hamburku	хамбург	hamburk	хамбург	PROPN;INAN;GEN;MASC;SG;POS	PROPN;INDF;MASC;SG
kanadská	канадци	kanadský	канадец	ADJ;NOM;FEM;SG;POS	N;INDF;MASC;PL
kanadská	канадец	kanadský	канадец	ADJ;NOM;FEM;SG;POS	N;INDF;MASC;SG
etnicky	етнически	etnicky	етнически	ADV;POS	ADJ;INDF;MASC;SG
konkurenční	конкурентно	konkurenční	конкурентно	ADJ;NOM;MASC;SG;POS	ADV
konkurenční	конкурентни	konkurenční	конкурентен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
konkurenční	конкурентно	konkurenční	конкурентно	ADJ;NOM;MASC;SG;POS	ADV
konkurenční	конкурентни	konkurenční	конкурентен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
transformace	трансформации	transformace	трансформация	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
jonas	джонас	jonas	джонас	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
jonas	йонас	jonas	йонас	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
profesionál	професионални	profesionál	професионален	N;ANIM;NOM;MASC;SG;POS	ADJ;INDF;PL
profesionál	професионална	profesionál	професионален	N;ANIM;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
profesionál	професионален	profesionál	професионален	N;ANIM;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
profesionál	професионално	profesionál	професионално	N;ANIM;NOM;MASC;SG;POS	ADV
inspiroval	вдъхновен	inspirovat	вдъхновен	V;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
inspiroval	вдъхновена	inspirovat	вдъхновя-(се)	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
inspiroval	вдъхновени	inspirovat	вдъхновя-(се)	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
gilles	жил	gilles	жил	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
přeložen	прехвърлен	přeložený	прехвърля-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
přeložen	прехвърлено	přeložený	прехвърля-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
přeložen	прехвърлени	přeložený	прехвърля-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
přeložen	преместен	přeložený	преместя-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
přeložen	прехвърлена	přeložený	прехвърля-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
sdělení	комуникации	sdělení	комуникация	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
sdělení	комуникации	sdělení	комуникация	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
pruh	лейн	pruh	лейн	N;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
oldfield	олдфийлд	oldfield	олдфийлд	N;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
důlní	добив	důlní	добив	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
důlní	минни	důlní	минен	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;PL
ovce	овче	ovce	овче	N;NOM;FEM;PL;POS	N;INDF;NEUT;SG
ovce	овца	ovce	овц	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
krakově	краков	krakově	краков	ADV;POS	PROPN;INDF;MASC;SG
účetní	счетоводители	účetní	счетоводител	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;PL
účetní	счетоводство	účetní	счетоводство	ADJ;NOM;MASC;SG;POS	N;INDF;NEUT;SG
účetní	отчитане	účetní	отчитане	ADJ;NOM;MASC;SG;POS	N;INDF;NEUT;SG
účetní	счетоводител	účetní	счетоводител	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
náboženský	религиозни	náboženský	религиозен	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
náboženský	религиозно	náboženský	религиозен	ADJ;INAN;NOM;MASC;SG;POS	ADV
hluboký	дълбоки	hluboký	дълбок	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
hluboký	дълбоко	hluboký	дълбоко	ADJ;INAN;NOM;MASC;SG;POS	ADV
nesmysl	глупости	nesmysl	глупост	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
nesmysl	безсмислици	nesmysl	безсмислица	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
rozšířená	разширени	rozšířený	разширя-(се)	ADJ;NOM;FEM;SG;POS	V;PFV;INDF;PL;V.PTCP;PASS
rozšířená	разширена	rozšířený	разширя-(се)	ADJ;NOM;FEM;SG;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
rozšířená	удължен	rozšířený	удължа	ADJ;NOM;FEM;SG;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
rozšířená	разширен	rozšířený	разширя-(се)	ADJ;NOM;FEM;SG;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
rozšířená	разширено	rozšířený	разширя-(се)	ADJ;NOM;FEM;SG;POS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
rozšířená	разширена	rozšířený	разширя-(се)	ADJ;NOM;FEM;SG;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
rozšířená	разширени	rozšířený	разширя-(се)	ADJ;NOM;FEM;SG;POS	V;PFV;INDF;PL;V.PTCP;PASS
rozšířená	разширен	rozšířený	разширя-(се)	ADJ;NOM;FEM;SG;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
rozšířená	разширено	rozšířený	разширя-(се)	ADJ;NOM;FEM;SG;POS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
potrubí	тръбопроводи	potrubí	тръбопровод	N;NOM;NEUT;SG;POS	N;INDF;MASC;PL
potrubí	тръбопроводи	potrubí	тръбопровод	N;NOM;NEUT;SG;POS	N;INDF;MASC;PL
potrubí	тръбите	potrubí	тръба	N;NOM;NEUT;SG;POS	N;DEF;FEM;PL
potrubí	тръби	potrubí	тръба	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
zatčení	арестуван	zatčení	арестувам	N;NOM;NEUT;SG;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zatčení	арестувани	zatčení	арестувам	N;NOM;NEUT;SG;POS	V;PFV;INDF;PL;V.PTCP;PASS
zatčení	арести	zatčení	арест	N;NOM;NEUT;SG;POS	N;INDF;MASC;PL
nutná	необходимо	nutný	необходимо	ADJ;NOM;FEM;SG;POS	ADV
nutná	необходими	nutný	необходим	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
frederick	фредерик	frederick	фредерик	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
frederick	фридрих	frederick	фридрих	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
stanovena	установен	stanovený	установя-(се)	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
stanovena	установена	stanovený	установя-(се)	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
stanovena	установени	stanovený	установя-(се)	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
stanovena	установено	stanovený	установя-(се)	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
stanovena	фиксирани	stanovený	фиксирам	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
stanovena	фиксирана	stanovený	фиксирам	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
stanovena	поправен	stanovený	поправя-(се)	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
stanovena	фиксиран	stanovený	фиксирам	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
alpha	алфа	alpha	алфа	PROPN;NOM;MASC;SG;POS	N;INDF;FEM;SG
mercury	живак	mercura	живак	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
mercury	меркурий	mercura	меркурий	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
jet	джет	jet	джет	V;POS;NFIN	N;INDF;MASC;SG
arménie	армения	arménie	армения	PROPN;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
mozek	мозъчен	mozek	мозъчен	N;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
mozek	мозъци	mozek	мозък	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;PL
zločin	престъпления	zločin	престъпление	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;PL
ničení	разрушения	ničení	разрушение	N;NOM;NEUT;SG;POS	N;INDF;NEUT;PL
cache	кеш	cacho	къш	N;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
zveřejnil	публикуван	zveřejnit	публикувам	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zveřejnil	публикувано	zveřejnit	публикувам	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dosáhli	постигнато	dosáhnout	постигна	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dosáhli	достигнат	dosáhnout	достигна	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT	V;PFV;IND;PL;3;PRS;FIN;ACT
dosáhli	достигната	dosáhnout	достигна	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
porýní	рейн	porýnit	рейн	PROPN;NOM;NEUT;SG;POS	N;INDF;MASC;SG
porýní	рейнланд	porýnit	рейнланд	PROPN;NOM;NEUT;SG;POS	N;INDF;MASC;SG
systematicky	системни	systematicky	системен	ADV;POS	ADJ;INDF;PL
unit	поделение	unit	поделение	PROPN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
unit	единица	unit	единица	PROPN;NOM;MASC;SG;POS	N;INDF;FEM;SG
virginia	вирджиния	virginium	вирджиния	PROPN;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
chicagu	чикаго	chicag	чикаго	PROPN;DAT;NEUT;SG;POS	PROPN;INDF;MASC;SG
mořských	морски	mořský	морски	ADJ;ANIM;GEN;MASC;PL;POS	ADJ;INDF;MASC;SG
mořských	пехотинец	mořský	пехотинец	ADJ;ANIM;GEN;MASC;PL;POS	N;INDF;MASC;SG
mořských	морска	mořský	морски	ADJ;ANIM;GEN;MASC;PL;POS	ADJ;INDF;FEM;SG
rfc	rfc	rfc	rfc	PROPN;MASC;SG;POS	N;INDF;MASC;SG
pozemek	земи	pozemek	земя	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
uplatnit	прилагане	uplatnit	прилагане	V;POS;NFIN	N;INDF;NEUT;SG
kongo	конго	kongo	конго	PROPN;NOM;NEUT;SG;POS	PROPN;INDF;MASC;SG
připraven	готови	připravený	готов	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;INDF;PL
ostré	остро	ostrý	остро	ADJ;NOM;NEUT;SG;POS	ADV
ostré	шарп	ostrý	шарп	ADJ;NOM;NEUT;SG;POS	PROPN;INDF;MASC;SG
ostré	остър	ostrý	остър	ADJ;NOM;NEUT;SG;POS	N;INDF;MASC;SG
ostré	остра	ostrý	остър	ADJ;NOM;NEUT;SG;POS	N;INDF;FEM;SG
ostré	остри	ostrý	остър	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
adrian	ейдриън	adrian	ейдриън	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
adrian	ейдриан	adrian	ейдриан	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
adrian	адриан	adrian	адриан	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
dosah	достигнат	dosah	достигна	N;INAN;NOM;MASC;SG;POS	V;PFV;IND;PL;3;PRS;FIN;ACT
dosah	достигне	dosah	достигна	N;INAN;NOM;MASC;SG;POS	V;PFV;IND;SG;3;PST;FIN;ACT
chemický	химикал	chemický	химикал	ADJ;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
sud	sud	sud	sud	N;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
přirozený	натурални	přirozený	натурален	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
přirozený	естествени	přirozený	естествен	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
allmusic	allmusic	allmusic	allmusic	N;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
kyjev	киев	kyjev	киев	PROPN;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
lyon	лайън	lyon	лайън	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
lyon	лион	lyon	лион	PROPN;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
potkal	мет	potkat	мет	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	N;INDF;FEM;SG
zvuky	звучи	zvuk	звуча	N;INAN;NOM;MASC;PL;POS	V;IPFV;IND;SG;3;PRS;FIN;ACT
reed	рийд	reed	рийд	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
reed	рид	reed	рид	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
holt	холт	holt	холт	ADV	PROPN;INDF;FEM;SG
homosexuální	хомосексуалист	homosexuální	хомосексуалист	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
výpočetní	изчислителни	výpočetní	изчислителен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
výpočetní	изчислителни	výpočetní	изчислителен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
marshall	маршал	marshall	маршал	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
marshall	маршъл	marshall	маршъл	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
prezidentských	президентски	prezidentský	президентски	ADJ;GEN;MASC;PL;POS	ADJ;INDF;MASC;SG
bankovní	банкиране	bankovní	банкиране	ADJ;NOM;MASC;SG;POS	N;INDF;NEUT;SG
bankovní	банкови	bankovní	банков	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
bankovní	банк	bankovní	банк	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;SG
bankovní	банката	bankovní	банка	ADJ;NOM;MASC;SG;POS	N;DEF;FEM;SG
bankovní	bank	bankovní	bank	ADJ;NOM;MASC;SG;POS	PROPN;INDF;FEM;SG
bankovní	банка	bankovní	банка	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;SG
jevgenij	евгений	jevgenij	евгений	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
pat	застой	pat	застой	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
pat	безизходица	pat	безизходица	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;SG
pat	пат	pat	пат	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
írán	иран	írán	иран	PROPN;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
jar	буркан	jar	буркам	N;GEN;NEUT;PL;POS	N;INDF;MASC;SG
jar	джар	jar	джар	N;GEN;NEUT;PL;POS	N;INDF;MASC;SG
porazit	ритъм	porazit	ритъм	V;PFV;POS;NFIN	N;INDF;MASC;SG
porazit	победи	porazit	победа	V;PFV;POS;NFIN	N;INDF;FEM;PL
porazit	поражение	porazit	поражение	V;PFV;POS;NFIN	N;INDF;NEUT;SG
emma	ема	emma	еми	N;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
schválen	одобрено	schválený	одобря	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
schválen	одобрен	schválený	одобря	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
schválen	одобрени	schválený	одобря	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
schválen	одобрена	schválený	одобря	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
léky	медицина	lék	медицина	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;SG
léky	лекарство	lék	лекарство	N;INAN;NOM;MASC;PL;POS	N;INDF;NEUT;SG
léky	дрога	lék	дрога	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;SG
ledové	ледено	ledový	ледено	ADJ;NOM;FEM;SG;POS	ADV
pohřební	погребение	pohřební	погребение	ADJ;NOM;MASC;SG;POS	N;INDF;NEUT;SG
pohřební	погребението	pohřební	погребение	ADJ;NOM;MASC;SG;POS	N;DEF;NEUT;SG
drobná	петит	drobný	петит	ADJ;NOM;FEM;SG;POS	N;INDF;MASC;SG
basketbal	баскетболен	basketbal	баскетболен	N;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
zima	студен	zima	студен	N;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
zima	студено	zima	студено	N;NOM;FEM;SG;POS	ADV
zima	студена	zima	студен	N;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
nicole	никол	nicole	никол	PROPN;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
frankfurtu	франкфурт	frankfurt	франкфурт	N;INAN;GEN;MASC;SG;POS	PROPN;INDF;MASC;SG
hnědý	кафяви	hnědý	кафяв	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
hnědý	браун	hnědý	браун	ADJ;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
hnědý	кафяво	hnědý	кафяво	ADJ;INAN;NOM;MASC;SG;POS	ADV
mississippi	мисисипи	mississippe	мисисипя	PROPN;NOM;MASC;SG;POS	N;INDF;MASC;PL
sporné	съмнително	sporný	съмнително	ADJ;NOM;NEUT;SG;POS	ADV
sporné	съмнителни	sporný	съмнителен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
extrémní	крайно	extrémní	крайно	ADJ;NOM;MASC;SG;POS	ADV
extrémní	екстремно	extrémní	екстремно	ADJ;NOM;MASC;SG;POS	ADV
extrémní	екстремни	extrémní	екстремен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
extrémní	крайни	extrémní	краен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
vyvinutý	разработена	vyvinutý	разработя-(се)	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
vyvinutý	разработени	vyvinutý	разработя-(се)	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;PL;V.PTCP;PASS
vyvinutý	разработен	vyvinutý	разработя-(се)	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vyvinutý	развитите	vyvinutý	развия-(се)	ADJ;INAN;NOM;MASC;SG;POS	ADJ;PFV;DEF;PL;V.PTCP;PASS
vyvinutý	развита	vyvinutý	развитам	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
vyvinutý	еволюира	vyvinutý	еволюирам	ADJ;INAN;NOM;MASC;SG;POS	V;IPFV;IND;SG;3;PRS;FIN;ACT
vyvinutý	еволюирали	vyvinutý	еволюирам	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;PL;PST;V.PTCP;ACT
bruntál	брунтал	bruntál	брунтал	PROPN;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
holý	голо	holý	гол	ADJ;ANIM;NOM;MASC;SG;POS	N;INDF;NEUT;SG
holý	голи	holý	гол	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;INDF;PL
ideologie	идеологии	ideologie	идеология	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
école	école	écol	école	PROPN;FEM;SG;POS	PROPN;INDF;NEUT;SG
odhad	оцени	odhad	оценя	N;INAN;NOM;MASC;SG;POS	V;PFV;IMP;SG;2;FIN
odhad	изчислено	odhad	изчисля	N;INAN;NOM;MASC;SG;POS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
odhad	изчислен	odhad	изчисля-(се)	N;INAN;NOM;MASC;SG;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
pacienta	търпелив	pacient	търпелив	N;ANIM;ACC;MASC;SG;POS	ADJ;INDF;MASC;SG
irské	ирландски	irský	ирландски	ADJ;NOM;NEUT;SG;POS	PROPN;INDF;MASC;SG
irské	ирландци	irský	ирландец	ADJ;NOM;NEUT;SG;POS	N;INDF;MASC;PL
irské	ирландско	irský	ирландски	ADJ;NOM;NEUT;SG;POS	ADV
kázání	проповеди	kázání	проповедя	N;NOM;NEUT;SG;POS	N;INDF;MASC;PL
kázání	проповеди	kázání	проповедя	N;NOM;NEUT;SG;POS	N;INDF;MASC;PL
kázání	проповядва	kázání	проповядвам-(се)	N;NOM;NEUT;SG;POS	V;IPFV;IND;SG;3;PRS;FIN;ACT
prázdná	празно	prázdný	празен	ADJ;NOM;FEM;SG;POS	ADV
prázdná	празни	prázdný	празен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
vystupovat	извършване	vystupovat	извършване	V;IPFV;POS;NFIN	N;INDF;NEUT;SG
osa	оси	osa	ося-се	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
osa	оста	osa	остам	N;NOM;FEM;SG;POS	ADV
chybějící	изчезнал	chybějící	изчезна	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
chybějící	липсва	chybějící	липсвам	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
chybějící	липсващи	chybějící	липсвам	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
chybějící	изчезнала	chybějící	изчезна	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
schneider	шнайдер	schneider	шнайдер	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
habsburské	хабсбург	habsburský	хабсбург	ADJ;NOM;NEUT;SG;POS	N;INDF;MASC;SG
paolo	паоло	paolo	паоло	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
paolo	пауло	paolo	пауло	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
výdělek	печалби	výdělek	печалба	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
výdělek	приходи	výdělek	приход	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;PL
výdělek	доходи	výdělek	доход	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;PL
výdělek	печалби	výdělek	печалба	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
nížiny	низинни	nížina	низинен	N;NOM;FEM;PL;POS	ADJ;INDF;PL
nabídka	нежна	nabídka	нежен	N;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
nabídka	нежно	nabídka	нежен	N;NOM;FEM;SG;POS	ADV
nabídka	нежен	nabídka	нежен	N;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
nabídka	предложи	nabídka	предложа	N;NOM;FEM;SG;POS	V;PFV;IND;SG;3;PST;FIN;ACT
bosna	босна	bosna	босна	PROPN;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
leon	лион	leon	лион	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
leon	леон	leon	леон	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
hole	спатия	hůl	спатия	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
heinz	хайнц	heinz	хайнц	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
vlčí	улф	vlčit	улф	ADJ;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
vlčí	уолф	vlčit	уолф	ADJ;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
vlčí	вълк	vlčit	вълк	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
vlčí	вълчо	vlčit	вълчо	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
vlčí	волф	vlčit	волф	ADJ;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
