nie	non	nie	non	PART;NEG	ADV
jedna	una	jeden	uno	ADJ;NOM;FEM;SG	DET;INDF;FEM;SG
jedna	one	jeden	ona	ADJ;NOM;FEM;SG	N;SG
jedna	uno	jeden	uno	ADJ;NOM;FEM;SG	PRO;MASC;SG
wersja	version	wersja	version	N;NOM;FEM;SG	
prawo	right	prawo	right	N;NOM;NEUT;SG	
prawo	giusto	prawo	giusto	N;NOM;NEUT;SG	ADJ;MASC;SG
der	der	der	der		N;MASC;SG
źródła	fonte	źródło	fonte	N;NOM;NEUT;PL	N;FEM;SG
źródła	sorgente	źródło	sorgente	N;NOM;NEUT;PL	N;FEM;SG
wersji	version	wersja	version	N;GEN;FEM;SG	
wersji	versioni	wersja	versione	N;GEN;FEM;SG	N;FEM;PL
zachód	occidentale	zachód	occidentale	N;NOM;MASC;SG	ADJ;SG
wyniki	punteggio	wynik	punteggio	N;NOM;MASC;PL	N;MASC;SG
walki	risse	walka	risso	N;ACC;FEM;SG	N;FEM;PL
walki	combattimenti	walka	combattimento	N;ACC;FEM;SG	N;MASC;PL
walki	combattere	walka	combattere	N;ACC;FEM;SG	V;NFIN
walki	combattimenti	walka	combattimento	N;ACC;FEM;SG	N;MASC;PL
van	van	van	van	PROPN;NOM;MASC;SG	PROPN
van	furgone	van	furgone	PROPN;NOM;MASC;SG	N;MASC;SG
albumu	album	album	album		N;MASC
choć	sebbene	choć	sebbene		CONJ
choć	sebbene	choć	sebbene		CONJ
obszar	zone	obszar	zona	N;NOM;MASC;SG	N;FEM;PL
sędzia	giudica	sędzia	giudicare	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
sędzia	giudicare	sędzia	giudicare	N;NOM;MASC;SG	V;NFIN
działania	azioni	działanie	azione	N;NOM;NEUT;SG	N;FEM;PL
world	mondo	world	mondo		N;MASC;SG
world	world	world	world		N;MASC
prawdopodobnie	probabili	prawdopodobnie	probabile	ADV	ADJ;PL
prawdopodobnie	probabile	prawdopodobnie	probabile	ADV	ADJ;SG
listy	lista	list	lista		N;FEM;SG
listy	elenco	list	elenco		N;MASC;SG
listy	lettere	list	lettera		N;FEM;PL
listy	liste	list	lista		N;FEM;PL
listy	elenchi	list	elenco		N;MASC;PL
ros	ros	ros	ros		N
san	san	san	sano	PROPN;NOM;MASC;SG	PROPN
wschód	orientale	wschód	orientale	N;NOM;MASC;SG	ADJ;SG
wschód	oriente	wschód	oriente	N;NOM;MASC;SG	ADJ;SG
wschód	orientale	wschód	orientale	N;NOM;MASC;SG	ADJ;SG
wschód	orientali	wschód	orientale	N;NOM;MASC;SG	N;MASC;PL
główne	principali	główny	principale	ADJ;NOM;NEUT;SG	ADJ;PL
główne	main	główny	main	ADJ;NOM;NEUT;SG	
wschodniej	orientali	wschodni	orientale	ADJ;GEN;FEM;SG	N;MASC;PL
wschodniej	eastern	wschodni	eastern	ADJ;GEN;FEM;SG	N;SG
muzyka	musiche	muzyka	musica	N;NOM;FEM;SG	N;FEM;PL
powstania	rivolta	powstanie	rivolta		N;FEM;SG
powstania	rivolte	powstanie	rivolgere		V;FEM;PL;PST;V.PTCP
prace	lavoro	praca	lavoro	N;NOM;FEM;PL	N;MASC;SG
prace	lavorare	praca	lavorare	N;NOM;FEM;PL	V;NFIN
prace	lavora	praca	lavorare	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
prace	funziona	praca	funzionare	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
kolei	rail	kolej	rail		N
kolei	rotaia	kolej	rotaia		N;FEM;SG
kolei	ferrovia	kolej	ferrovia		N;FEM;SG
kolei	ferrovie	kolej	ferrovia		N;FEM;PL
kolei	ferrovie	kolej	ferrovia		N;FEM;PL
francuski	francesi	francuski	francese	ADJ;NOM;MASC;SG	N;PL
złoty	golden	złoty	golden		N;MASC;SG
złoty	dorata	złoty	dorata		V;FEM;SG;PST;V.PTCP
złoty	dorato	złoty	dorare		ADJ;MASC;SG
złoty	oro	złoty	oro		N;MASC;SG
złoty	gold	złoty	gold		N
klasy	aule	klasa	aula	N;GEN;FEM;SG	N;FEM;PL
klasy	classi	klasa	classe	N;GEN;FEM;SG	N;FEM;PL
nagroda	ricompense	nagroda	ricompensa	N;NOM;FEM;SG	N;FEM;PL
znany	noto	znany	noto	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG
znany	noti	znany	noto	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;PL
znany	famosi	znany	famoso	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;PL
znany	famosa	znany	famoso	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;FEM;SG
znany	celebre	znany	celebre	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;SG
znany	famose	znany	famoso	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;FEM;PL
znany	famoso	znany	famoso	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG
każdy	tutti	każdy	tutto	DET;NOM;MASC;SG	PRO;MASC;PL
każdy	tutti	każdy	tutto	DET;NOM;MASC;SG	PRO;MASC;PL
każdy	chiunque	każdy	chiunque	DET;NOM;MASC;SG	PRO;SG
każdy	ogni	każdy	ogni	DET;NOM;MASC;SG	DET;SG
każdy	ciascuno	każdy	ciascuno	DET;NOM;MASC;SG	PRO;MASC;SG
każdy	ognuno	każdy	ognuno	DET;NOM;MASC;SG	PRO;MASC;SG
każdy	ogni	każdy	ogni	DET;NOM;MASC;SG	DET;SG
każdy	ciascuna	każdy	ciascuno	DET;NOM;MASC;SG	DET;FEM;SG
text	testo	text	testo		N;MASC;SG
mapa	mappa	mapa	mappa		V;IND;SG;3;PRS;FIN
mapa	cartina	mapa	cartina		N;FEM;SG
raport	segnala	raport	segnalare	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
ani	ani	ani	ani	CONJ	N;MASC;SG
powstał	risorto	powstać	risorto	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG
tutaj	here	tutaj	vero	ADV	
wody	acque	woda	acqua	N;GEN;FEM;SG	N;FEM;PL
drużyny	squadra	drużyna	squadra	N;ACC;FEM;PL	N;FEM;SG
matki	mamme	matka	mamma	N;GEN;FEM;SG	N;FEM;PL
matki	madri	matka	madre	N;GEN;FEM;SG	N;FEM;PL
podział	ripartizione	podziać	ripartizione	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;FEM;SG
podział	division	podziać	division	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;FEM
podział	divisione	podziać	divisione	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;FEM;SG
podział	spalato	podziać	spalato	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG
podział	split	podziać	split	V;PFV;MASC;IND;SG;PST;FIN;ACT	N
xviii	xviii	Fviii	vviio		ADJ;SG
xviii	diciottesima	Fviii	diciottesimo		ADJ;FEM;SG
xviii	diciottesimo	Fviii	diciottesimo		ADJ;MASC;SG
siebie	self	siebie	self	PRO;GEN;REFL	N
siły	forze	siła	forza	N;ACC;FEM;SG	N;FEM;PL
grał	giocati	grać	giocare	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
typ	digita	typ	digitare		V;IMP;SG;2;PRS;FIN
typ	type	typ	typo		N
wiki	wiki	wik	wiki		N;MASC
prezydent	presidenti	prezydent	presidente	N;NOM;MASC;SG	N;MASC;PL
książę	duchi	książę	duchio	N;NOM;MASC;SG	N;MASC;PL
pochodzenia	origini	pochodzić	origine	N;GEN;NEUT;SG	N;FEM;PL
biskup	vescovi	biskup	vescovo	N;NOM;MASC;SG	N;MASC;PL
ego	ego	on	ego		N;MASC;SG
wielki	grandi	wielki	grande	ADJ;NOM;MASC;SG	ADJ;PL
wielki	big	wielki	big	ADJ;NOM;MASC;SG	N
liście	foglie	liść	foglia		N;FEM;PL
km²	km²	kąć	km²		ADJ;SG
ciała	corpi	ciało	corpo	N;GEN;NEUT;SG	N;MASC;PL
ciała	carrozzerie	ciało	carrozzeria	N;GEN;NEUT;SG	N;FEM;PL
stacji	stazioni	stacja	stazione	N;GEN;FEM;SG	N;FEM;PL
nic	nothing	nic	nothing	PRO;GEN;NEUT;SG	N
nic	nulla	nic	nulla	PRO;GEN;NEUT;SG	PRO;SG
nic	niente	nic	niente	PRO;GEN;NEUT;SG	PRO;SG
nic	nic	nic	nic	PRO;GEN;NEUT;SG	N;MASC
rzeki	fiume	rzeka	fiume		N;MASC;SG
rzeki	rivers	rzeka	rivers		N
rzeki	fiumi	rzeka	fiume		N;MASC;PL
gen	gene	gen	gene		N;MASC
gen	gen	gen	gene		N
dobrze	buona	dobrze	buono	ADV	ADJ;FEM;SG
dobrze	brava	dobrze	bravo	ADV	ADJ;FEM;SG
dobrze	bravo	dobrze	bravo	ADV	ADJ;MASC;SG
dobrze	buono	dobrze	buono	ADV	ADJ;MASC;SG
dobrze	bravi	dobrze	bravo	ADV	ADJ;MASC;PL
david	davide	david	davide	PROPN;NOM;MASC;SG	N;SG
budynek	costruire	budynek	costruire	N;NOM;MASC;SG	V;NFIN
wydany	rilasciati	wydać	rilasciare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
wydany	liberati	wydać	liberare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
wydany	rilasciato	wydać	rilasciare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wydany	rilasciata	wydać	rilasciare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
wydany	rilasciati	wydać	rilasciare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
wydany	rilasciato	wydać	rilasciare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wydany	emessi	wydać	emettere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
wydany	rilasciata	wydać	rilasciare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
wydany	emesso	wydać	emettere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
prawie	quasi	prawie	quasi	PART	ADV
prawie	quasi	prawie	quasi	PART	ADV
adam	adamo	adam	adamo	PROPN;NOM;MASC;SG	N;MASC;SG
adam	adam	adam	adam	PROPN;NOM;MASC;SG	N
aktorka	attrici	aktorka	attore	N;NOM;FEM;SG	N;FEM;PL
saint	santa	saint	santo		N;FEM;SG
dom	dom	dom	dom	N;NOM;MASC;SG	
port	porto	port	porto		N;MASC;SG
port	port	port	port		N;MASC
pow	pow	pow	pow		N
zdjęcia	fotografia	zdjęcie	fotografia	N;NOM;NEUT;PL	N;FEM;SG
dyskusji	discussioni	dyskusja	discussione	N;GEN;FEM;SG	N;FEM;PL
dyskusji	discussioni	dyskusja	discussione	N;GEN;FEM;SG	N;FEM;PL
najlepszy	migliori	dobry	migliore	ADJ;NOM;CMPR;MASC;SG	ADJ;CMPR;PL
najlepszy	meglio	dobry	meglio	ADJ;NOM;CMPR;MASC;SG	ADV
najlepszy	best	dobry	best	ADJ;NOM;CMPR;MASC;SG	N
dane	danese	dana	danese	N;NOM;FEM;PL	ADJ;SG
dane	dane	dana	dana	N;NOM;FEM;PL	N;SG
dane	data	dana	dare	N;NOM;FEM;PL	V;FEM;SG;PST;V.PTCP
dziś	today	dziś	today	ADV	N;MASC
tom	tom	tom	tom		N
podziału	condividere	podział	condividere	N;GEN;MASC;SG	V;NFIN
obrony	difesa	obrona	difesa		N;FEM;SG
obrony	difesa	obrona	difesa		N;FEM;SG
grand	grand	grand	grand		N;MASC
zmiany	cambiare	zmiana	cambiare	N;ACC;FEM;PL	V;NFIN
zmiany	cambiamento	zmiana	cambiamento	N;ACC;FEM;PL	N;MASC;SG
zmiany	variazione	zmiana	variazione	N;ACC;FEM;PL	N;FEM;SG
zmiany	cambia	zmiana	cambiare	N;ACC;FEM;PL	V;IND;SG;3;PRS;FIN
brązowy	brown	brązowy	brown	ADJ;NOM;MASC;SG	N;MASC
brązowy	marrone	brązowy	marrone	ADJ;NOM;MASC;SG	N;MASC;SG
brązowy	marroni	brązowy	marrone	ADJ;NOM;MASC;SG	N;MASC;PL
ostatni	ultimi	ostatni	ultimo	ADJ;NOM;MASC;SG	ADJ;MASC;PL
ostatni	ultime	ostatni	ultimo	ADJ;NOM;MASC;SG	ADJ;FEM;PL
bieg	ingranaggi	bieg	ingranaggio	N;NOM;MASC;SG	N;MASC;PL
kolor	colori	kolor	colore	N;NOM;MASC;SG	N;MASC;PL
pobliżu	vicino	pobliże	vicino	N;ACC;NEUT;SG	ADV
zawiera	contengono	zawierać	contenere	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
czasem	talvolta	czas	talvolta	N;INS;MASC;SG	ADV
nowa	novità	nowy	novità		N;FEM
nowa	nuovi	nowy	nuovo		ADJ;MASC;PL
nowa	nuovo	nowy	nuovo		ADJ;MASC;SG
nowa	nuove	nowy	nuovo		ADJ;FEM;PL
nowa	nuova	nowy	nuovo		ADJ;FEM;SG
nowa	nowa	nowy	nowa		N;MASC
prof	prof	prof	prof		N;MASC
działacz	attivisti	działacz	attivista	N;NOM;MASC;SG	N;MASC;PL
najczęściej	most	często	most	ADV;RL	
rzecz	thing	rzecz	thing		N
art	arte	art	arte		N;FEM;SG
ochrony	protezione	ochrona	protezione		N;FEM;SG
łodzi	imbarcazioni	łódź	imbarcazione		N;FEM;PL
łodzi	barche	łódź	barca		N;FEM;PL
łodzi	lodz	łódź	lodz		N;MASC;SG
łodzi	barca	łódź	barca		N;FEM;SG
łodzi	łódź	łódź	łódź		N;MASC
rodzina	familiari	rodzina	familiare	N;NOM;FEM;SG	N;PL
rodzina	familiare	rodzina	familiare	N;NOM;FEM;SG	ADJ;SG
tadeusz	thaddeus	tadeusz	thaddeus	PROPN;NOM;MASC;SG	N;MASC
tadeusz	tadeusz	tadeusz	tadeusz	PROPN;NOM;MASC;SG	N;MASC;SG
coś	something	coś	something	PRO;NOM;NEUT;SG	N
postać	personaggi	postać	personaggio	N;NOM;FEM;SG	N;MASC;PL
postać	caratteri	postać	carattere	N;NOM;FEM;SG	N;MASC;PL
czterech	four	cztery	four	NUM;ACC;MASC;PL	N;MASC;SG
góry	montagna	góra	montagna	N;NOM;FEM;PL	N;FEM;SG
góry	góry	góra	góry	N;NOM;FEM;PL	N;MASC;SG
góry	montagna	góra	montagna	N;NOM;FEM;PL	N;FEM;SG
paweł	paolo	paweł	paolo	PROPN;NOM;MASC;SG	N;MASC;SG
paweł	paweł	paweł	paweł	PROPN;NOM;MASC;SG	N;MASC;SG
paweł	pawel	paweł	pawel	PROPN;NOM;MASC;SG	N;MASC;SG
paweł	pavel	paweł	pavel	PROPN;NOM;MASC;SG	N;MASC;SG
droga	carissimi	droga	caro	N;NOM;FEM;SG	ADJ;AB;MASC;PL
droga	cara	droga	caro	N;NOM;FEM;SG	ADJ;FEM;SG
droga	caro	droga	caro	N;NOM;FEM;SG	ADJ;MASC;SG
droga	cari	droga	caro	N;NOM;FEM;SG	ADJ;MASC;PL
droga	costosi	droga	costoso	N;NOM;FEM;SG	ADJ;MASC;PL
droga	costose	droga	costoso	N;NOM;FEM;SG	ADJ;FEM;PL
droga	costosa	droga	costoso	N;NOM;FEM;SG	ADJ;FEM;SG
droga	costoso	droga	costoso	N;NOM;FEM;SG	ADJ;MASC;SG
michael	michele	michael	michele	PROPN;NOM;MASC;SG	N;MASC;SG
michael	michael	michael	michael	PROPN;NOM;MASC;SG	N;MASC;SG
michael	michela	michael	michela	PROPN;NOM;MASC;SG	N;FEM;SG
odległości	distanze	odległość	distanza	N;GEN;FEM;SG	N;FEM;PL
odległości	distanze	odległość	distanza	N;GEN;FEM;SG	N;FEM;PL
stanisława	stanislao	stanisławy	stanislao		N;MASC;SG
los	los	los	los	N;NOM;MASC;SG	PROPN
los	fato	los	fare	N;NOM;MASC;SG	ADJ;MASC;SG
anna	anna	anna	anna	PROPN;NOM;FEM;SG	N;FEM;SG
anna	anne	anna	anne	PROPN;NOM;FEM;SG	N;FEM;SG
anna	anna	anna	anna	PROPN;NOM;FEM;SG	N;FEM;SG
xvi	xvi	xvi	sedicesimo		ADJ;SG
michał	michał	michać	michał	PROPN;NOM;MASC;SG	N;MASC;SG
michał	michal	michać	michal	PROPN;NOM;MASC;SG	N;MASC;SG
michał	michele	michać	michele	PROPN;NOM;MASC;SG	N;MASC;SG
michał	michael	michać	michael	PROPN;NOM;MASC;SG	N;MASC;SG
michał	michela	michać	michela	PROPN;NOM;MASC;SG	N;FEM;SG
srebrny	argento	srebrny	argento		N;MASC;SG
srebrny	silver	srebrny	silvere		N
partia	lotti	partia	lotto	N;NOM;FEM;SG	N;MASC;PL
powrócił	restituiti	powrócić	restituire	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
pomocy	aiuti	pomoc	aiuto	N;GEN;FEM;SG	N;MASC;PL
pomocy	aiutare	pomoc	aiutare	N;GEN;FEM;SG	V;NFIN
józefa	giuseppe	józef	giuseppo		N;MASC;SG
józefa	joseph	józef	joseph		N;MASC;SG
niektóre	alcune	niektóry	alcuno	DET;NOM;MASC;SG	DET;FEM;PL
niektóre	some	niektóry	some	DET;NOM;MASC;SG	
niektóre	alcuni	niektóry	alcuno	DET;NOM;MASC;SG	PRO;MASC;PL
wzrost	aumentate	wzrost	aumentare	N;NOM;MASC;SG	V;FEM;PL;PST;V.PTCP
wzrost	aumenta	wzrost	aumentare	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
wzrost	aumentare	wzrost	aumentare	N;NOM;MASC;SG	V;NFIN
nigdy	never	nigdy	never	ADV	
krzysztof	christopher	krzysztof	christopher	PROPN;NOM;MASC;SG	N;MASC;SG
krzysztof	cristoforo	krzysztof	cristoforo	PROPN;NOM;MASC;SG	N;MASC;SG
krzysztof	krzysztof	krzysztof	krzysztof	PROPN;NOM;MASC;SG	N;MASC;SG
university	università	universit	università		N;FEM
stanów	stati	stan	essere	N;GEN;MASC;PL	V;MASC;PL;PST;V.PTCP
nauki	scienze	nauka	scienza		N;FEM;PL
nauki	scienza	nauka	scienza		N;FEM;SG
wybrany	scelto	wybrać	scegliere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wybrany	scelti	wybrać	scegliere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
wybrany	selezionato	wybrać	selezionato	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wybrany	selezionati	wybrać	selezionato	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;PL
wybrany	selezionate	wybrać	selezionato	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PL;PST;V.PTCP
wybrany	selezionata	wybrać	selezionato	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
wielka	grandi	wielki	grande	ADJ;NOM;FEM;SG	ADJ;PL
wielka	big	wielki	big	ADJ;NOM;FEM;SG	N
wielka	wielka	wielki	wielka	ADJ;NOM;FEM;SG	N;MASC;SG
wielka	grand	wielki	grand	ADJ;NOM;FEM;SG	N;MASC
edycji	modifiche	edycja	modifica	N;GEN;FEM;SG	N;FEM;PL
temu	fà	to	fare	PRO;DAT;NEUT;SG	V;IND;SG;3;PRS;FIN
temu	fa	to	fare	PRO;DAT;NEUT;SG	V;IND;SG;3;PRS;FIN
marek	marche	marek	marca	PROPN;NOM;MASC;SG	N;FEM;PL
marek	marchi	marek	marchio	PROPN;NOM;MASC;SG	N;MASC;PL
marek	marek	marek	marek	PROPN;NOM;MASC;SG	N;MASC
marek	marcus	marek	marcus	PROPN;NOM;MASC;SG	N;MASC;SG
marek	marco	marek	marco	PROPN;NOM;MASC;SG	N;MASC;SG
marek	marks	marek	marks	PROPN;NOM;MASC;SG	N
marek	marchi	marek	marchio	PROPN;NOM;MASC;SG	N;MASC;PL
drogi	carissimi	droga	caro		ADJ;AB;MASC;PL
drogi	cara	droga	caro		ADJ;FEM;SG
drogi	caro	droga	caro		ADJ;MASC;SG
drogi	cari	droga	caro		ADJ;MASC;PL
drogi	strade	droga	strada		N;FEM;PL
drogi	strada	droga	strada		N;FEM;SG
drogi	road	droga	road		N;MASC;SG
drogi	costosi	droga	costoso		ADJ;MASC;PL
drogi	costose	droga	costoso		ADJ;FEM;PL
drogi	costosa	droga	costoso		ADJ;FEM;SG
drogi	costoso	droga	costoso		ADJ;MASC;SG
mam	got	mieć	got	V;IPFV;IND;SG;1;PRS;FIN;ACT	
badania	studio	badanie	studio	N;NOM;NEUT;PL	N;MASC;SG
badania	studia	badanie	studiare	N;NOM;NEUT;PL	V;IND;SG;3;PRS;FIN
badania	studiare	badanie	studiare	N;NOM;NEUT;PL	V;NFIN
badania	collaudo	badanie	collaudo	N;NOM;NEUT;PL	N;MASC;SG
badania	ricerca	badanie	ricerca	N;NOM;NEUT;PL	N;FEM;SG
szczególnie	sopratutto	szczególnie	sopratutto	ADV	ADJ;MASC;SG
george	giorgio	george	giorgio		N;MASC;SG
niemcy	tedeschi	niemiec	tedesco	PROPN;NOM;MASC;PL	N;MASC;PL
niemcy	tedesco	niemiec	tedesco	PROPN;NOM;MASC;PL	ADJ;MASC;SG
niemcy	germania	niemiec	germania	PROPN;NOM;MASC;PL	N;FEM;SG
piosenki	canto	piosenka	canto	N;ACC;FEM;PL	N;MASC;SG
piosenki	canzone	piosenka	canzone	N;ACC;FEM;PL	N;FEM;SG
człowieka	umane	człowiek	umano	N;ACC;MASC;SG	ADJ;FEM;PL
człowieka	umano	człowiek	umano	N;ACC;MASC;SG	ADJ;MASC;SG
człowieka	umani	człowiek	umano	N;ACC;MASC;SG	ADJ;MASC;PL
człowieka	umana	człowiek	umano	N;ACC;MASC;SG	ADJ;FEM;SG
kolejnych	consecutivo	kolejny	consecutivo	ADJ;GEN;MASC;PL	ADJ;MASC;SG
kolejnych	consecutiva	kolejny	consecutivo	ADJ;GEN;MASC;PL	ADJ;FEM;SG
zwłaszcza	particolarmente	zwłaszcza	particolarmente	PART	ADV
zwłaszcza	sopratutto	zwłaszcza	sopratutto	PART	ADJ;MASC;SG
zwłaszcza	soprattutto	zwłaszcza	soprattutto	PART	ADV
zwłaszcza	specialmente	zwłaszcza	specialmente	PART	ADV
oznacza	mezzi	oznaczać	mezzo	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
brytyjski	british	brytyjski	british	ADJ;NOM;MASC;SG	N;MASC
brytyjski	inglesi	brytyjski	inglese	ADJ;NOM;MASC;SG	N;PL
brytyjski	britannici	brytyjski	britannico	ADJ;NOM;MASC;SG	ADJ;MASC;PL
poznań	poznan	poznanie	poznan		N;FEM;SG
poznań	poznań	poznanie	poznań		N;MASC;SG
uss	uss	usies	uss	PROPN;NOM;MASC;SG	N;FEM
zawsze	always	zawsze	always	ADV	
kazimierz	kazimierz	kazimierz	kazimierz	PROPN;NOM;MASC;SG	N;MASC;SG
kazimierz	casimir	kazimierz	casimir	PROPN;NOM;MASC;SG	N;MASC;SG
cały	interi	cały	intero	ADJ;NOM;MASC;SG	ADJ;MASC;PL
min	min	mina	mino		N
przeciw	contrari	przeciw	contrario		ADJ;MASC;PL
przeciw	against	przeciw	against		
przeciw	contro	przeciw	contro		ADP
województwo	voivodato	województwo	volvodare	N;NOM;NEUT;SG	ADJ;MASC;SG
henryk	henryk	henryk	henryk	PROPN;NOM;MASC;SG	N;MASC
henryk	enrico	henryk	enrico	PROPN;NOM;MASC;SG	N;MASC;SG
angielski	inglese	angielski	inglese	ADJ;NOM;MASC;SG	N;SG
angielski	inglesi	angielski	inglese	ADJ;NOM;MASC;SG	N;PL
angielski	english	angielski	english	ADJ;NOM;MASC;SG	N
reżyseria	diretto	reżyser	diretto		ADJ;MASC;SG
nadal	nadal	nadal	nadal	ADV	N;MASC;SG
nadal	still	nadal	still	ADV	
james	giacomo	james	giacomo	PROPN;NOM;MASC;SG	N;MASC;SG
james	james	james	james	PROPN;NOM;MASC;SG	N;SG
william	guglielmo	williać	guglielmo	PROPN;NOM;MASC;SG	N;MASC;SG
william	william	williać	william	PROPN;NOM;MASC;SG	N;MASC;SG
koło	ruote	koło	ruota	N;NOM;NEUT;SG	N;FEM;PL
północ	settentrionale	północ	settentrionale	N;NOM;FEM;SG	ADJ;SG
zasługi	meriti	zasługa	merito	N;ACC;FEM;SG	N;MASC;PL
des	des	des	des		
scenariusz	scenari	scenariusz	scenario	N;ACC;MASC;SG	N;MASC;PL
drugie	secondi	drugi	secondo	ADJ;NOM;NEUT;SG	N;MASC;PL
główny	principali	główny	principale	ADJ;NOM;MASC;SG	ADJ;PL
główny	main	główny	main	ADJ;NOM;MASC;SG	
główny	preside	główny	preside	ADJ;NOM;MASC;SG	N;MASC;SG
katolicki	cattolici	katolicki	cattolico	ADJ;NOM;MASC;SG	N;MASC;PL
raczej	piuttosto	raczej	piuttosto	PART	ADV
niestandardowe	custom	upandardowy	custom	ADJ;NOM;NEUT;SG	N
niestandardowe	personalizzati	upandardowy	personalizzato	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
włoski	italiani	włoski	italiano		N;MASC;PL
włoski	italiana	włoski	italiano		ADJ;FEM;SG
włoski	italiano	włoski	italiano		ADJ;MASC;SG
wspólnie	together	wspólnie	together	ADV	N
zwykle	tipicamente	zwykle	tipicamente		ADV
zwykle	soliti	zwykle	solito		ADJ;MASC;PL
zwykle	usuale	zwykle	usuale		ADJ;SG
zwykle	solito	zwykle	solito		N;MASC;SG
premier	premier	premier	premier		N;MASC
wrocław	breslavia	wrocław	breslavia		N;FEM;SG
wrocław	wrocław	wrocław	wrocław		N;MASC
wrocław	breslavia	wrocław	breslavia		N;FEM;SG
role	ruolo	role	ruolo	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;SG
role	ruoli	role	ruolo	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;PL
przejścia	transizioni	przejście	transizione		N;FEM;PL
przejścia	transizione	przejście	transizione		N;FEM;SG
większości	most	większość	most	N;GEN;FEM;SG	
kariery	carriere	kariera	carriera	N;GEN;FEM;SG	N;FEM;PL
city	città	city	città		N;FEM
wydania	edizioni	wydać	edizione	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;FEM;PL
wydania	rilascia	wydać	rilasciare	N;PFV;GEN;NEUT;SG;POS;V.MSDR	V;IND;SG;3;PRS;FIN
firmy	azienda	firma	azienda	N;NOM;FEM;PL	N;FEM;SG
firmy	compagnia	firma	compagnia	N;NOM;FEM;PL	N;FEM;SG
tomasz	tomasz	tomasz	tomasz	PROPN;NOM;MASC;SG	N;MASC;SG
tomasz	thomas	tomasz	thomas	PROPN;NOM;MASC;SG	N;MASC;SG
tomasz	tommaso	tomasz	tommaso	PROPN;NOM;MASC;SG	N;MASC;SG
republiki	repubblica	republika	repubblica		N;FEM;SG
tysięcy	mille	tysiąc	mille	N;ACC;MASC;PL	NUM
liczne	numerosi	liczny	numeroso	ADJ;NOM;NEUT;SG	DET;MASC;PL
liczne	numerose	liczny	numeroso	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
wyspy	isole	wyspa	isola		N;FEM;PL
