din	f	din	!	ADP;ACC	
general	اللواء	general	لِوَاء	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
general	جنرال	general	جنرال	ADJ;INDF;MASC;SG	
general	الجنرال	general	جِنِرَال	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
razboi	الحرب	razboi	حَرب	N;INDF;MASC;SG	N;NOM;DEF;SG
razboi	الحرب	razboi	حَرب	N;INDF;MASC;SG	N;NOM;DEF;SG
peste	مكه	peste	مٰكه	ADP;ACC	N;NOM;INDF;SG
peste	سمكة	peste	سُمكَة	ADP;ACC	N;NOM;INDF;SG
peste	السمك	peste	سَمَك	ADP;ACC	N;NOM;DEF;SG
peste	فيش	peste	فَيشَ	ADP;ACC	
peste	سمك	peste	سَمَك	ADP;ACC	
peste	الاسماك	peste	سَمَك	ADP;ACC	N;NOM;DEF;SG
romana	روماني	romană	رُومَانِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
romana	الروماني	romană	رُومَانِيّ	N;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
romana	رومانيا	romană	رُومَانِيَا	N;DEF;FEM;SG	
romana	الرومانية	romană	رُومَانِيّ	N;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
romana	روماني	romană	رُومَانِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
romana	رومان	romană	رُومَان	N;DEF;FEM;SG	
romana	الروماني	romană	رُومَانِيّ	N;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
romana	الرومانية	romană	رُومَانِيّ	N;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
afla	تتعلم	afla	تَعَلَّم	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;IND;SG;2;FIN;ACT
afla	التعلم	afla	تَعَلُّم	V;IND;SG;3;IPFV;FIN	N;NOM;DEF;SG
afla	تعلموا	afla	تَعَلَّم	V;IND;SG;3;IPFV;FIN	V;PFV;MASC;PL;3;ACT
inceput	بدات	incepe	بَدَأ	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
inceput	بدا	incepe	بَدَا	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
inceput	بداية	incepe	بِدَايَة	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
inceput	البداية	incepe	بِدَايَة	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
iii	ثالثا	trei	ثَالِث	NUM;SG	ADJ;ACC;INDF;MASC;SG
iii	iii	trei	مُثَّة	NUM;SG	
duce	ديوك	duce	دَيك	V;IND;SG;3;PRS;FIN	
duce	دوق	duce	دَوق	V;IND;SG;3;PRS;FIN	
roman	روماني	roman	رُومَانِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
roman	الروماني	roman	رُومَانِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
roman	رومانيا	roman	رُومَانِيَا	N;INDF;MASC;SG	
roman	الرومانية	roman	رُومَانِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
roman	روماني	roman	رُومَانِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
roman	رومان	roman	رُومَان	N;INDF;MASC;SG	
roman	الروماني	roman	رُومَانِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
roman	الرومانية	roman	رُومَانِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
provincia	مقاطعة	provincie	مُقَاطَعَة	N;DEF;FEM;SG	N;NOM;INDF;SG
provincia	المحافظة	provincie	مُحَافَظَة	N;DEF;FEM;SG	N;NOM;DEF;SG
provincia	الاقليم	provincie	إِقلِيم	N;DEF;FEM;SG	
provincia	محافظة	provincie	مُحَافَظَة	N;DEF;FEM;SG	N;NOM;INDF;SG
provincia	اقليم	provincie	اقليم	N;DEF;FEM;SG	
provincia	المقاطعة	provincie	مُقَاطَعَة	N;DEF;FEM;SG	N;NOM;DEF;SG
existand	موجود	existand	مَوجُود		ADJ;NOM;INDF;MASC;SG
existand	قائم	existand	قَائِم		ADJ;NOM;INDF;MASC;SG
vedere	عرض	vedere	عَرض	N;INDF;FEM;SG	N;NOM;INDF;SG
vedere	منظر	vedere	مُنَظِّر	N;INDF;FEM;SG	N;NOM;INDF;SG
vedere	اعرض	vedere	أَعرَض	N;INDF;FEM;SG	
wikipedia	ويكيبيديا	wikipedia	ويكيبيديا	N;DEF;FEM;SG	N;NOM;DEF;SG
specie	الانواع	specie	نَوع	N;INDF;FEM;SG	N;NOM;DEF;PL
punct	دوت	punct	دَوت	N;INDF;MASC;SG	
punct	بوينت	punct	بوينت	N;INDF;MASC;SG	
punct	النقطة	punct	نُقطَة	N;INDF;MASC;SG	N;NOM;DEF;SG
stat	الولاية	stat	وِلَايَة	N;INDF;MASC;SG	N;NOM;DEF;SG
stat	الحالة	stat	حَالَة	N;INDF;MASC;SG	N;NOM;DEF;SG
stat	الدولة	stat	دَولَة	N;INDF;MASC;SG	N;NOM;DEF;SG
unite	المتحدة	unit	مُتَّحِد	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
unite	متحدة	unit	مُتَّحِد	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
moldova	مولدوفا	moldova	مُولدُوفَا	PROPN	
file	الالسنة	filă	أَلسَنَة	N;INDF;FEM;PL	N;NOM;DEF;SG
atunci	بعدها	atunci	بعدها	ADV	PRO;NOM;MASC;SG;3
atunci	ثم	atunci	ثُمَّ	ADV	CONJ
atunci	اذا	atunci	إِذَا	ADV	CONJ
aceste	هؤلاء	acest	هٰذَا	DET;FEM;PL;3	DET;NOM;MASC;PL
aceste	هذه	acest	هٰذَا	DET;FEM;PL;3	DET;NOM;FEM;SG
secolul	قرن	secol	قَرن	N;DEF;MASC;SG	N;NOM;INDF;SG
secolul	القرن	secol	قَرن	N;DEF;MASC;SG	N;NOM;DEF;SG
una	احد	unul	أَحَد	PRO;FEM;SG;3	N;NOM;INDF;SG
una	واحدة	unul	وَاحِد	PRO;FEM;SG;3	ADJ;NOM;INDF;FEM;SG
una	واحد	unul	وَاحِد	PRO;FEM;SG;3	ADJ;NOM;INDF;MASC;SG
una	واحده	unul	واحده	PRO;FEM;SG;3	PRO;NOM;MASC;SG;3
aceasta	هذا	acesta	هٰذَا	PRO;FEM;SG;3	DET;NOM;MASC;SG
aceasta	هذه	acesta	هٰذَا	PRO;FEM;SG;3	DET;NOM;FEM;SG
life	الحياة	life	حَيَاة		N;NOM;DEF;SG
life	الحياه	life	حِيَاه		N;NOM;DEF;SG
life	حياة	life	حَيَاة		N;NOM;INDF;SG
life	lif	life	قَثحَة		
resedinta	الاقامة	resedinta	إِقَامَة	N;DEF;FEM;SG	N;NOM;DEF;SG
resedinta	اقامة	resedinta	إِقَامَة	N;DEF;FEM;SG	N;NOM;INDF;SG
resedinta	الاقامة	resedinta	إِقَامَة	N;DEF;FEM;SG	N;NOM;DEF;SG
resedinta	اقامة	resedinta	إِقَامَة	N;DEF;FEM;SG	N;NOM;INDF;SG
resedinta	الاقامة	resedinta	إِقَامَة	N;DEF;FEM;SG	N;NOM;DEF;SG
resedinta	اقامة	resedinta	إِقَامَة	N;DEF;FEM;SG	N;NOM;INDF;SG
orasul	المدينه	oras	المدينه	N;DEF;MASC;SG	
orasul	مدينة	oras	مَدِينَة	N;DEF;MASC;SG	N;NOM;INDF;SG
orasul	المدينة	oras	مَدِينَة	N;DEF;MASC;SG	N;NOM;DEF;SG
orasul	سيتي	oras	سِيتِي	N;DEF;MASC;SG	
orasul	تاون	oras	تَاون	N;DEF;MASC;SG	
orasul	بلدة	oras	بَلدَة	N;DEF;MASC;SG	N;NOM;INDF;SG
orasul	المدينة	oras	مَدِينَة	N;DEF;MASC;SG	N;NOM;DEF;SG
orasul	البلدة	oras	بَلدَة	N;DEF;MASC;SG	N;NOM;DEF;SG
orasul	المدينه	oras	المدينه	N;DEF;MASC;SG	
orasul	مدينة	oras	مَدِينَة	N;DEF;MASC;SG	N;NOM;INDF;SG
orasul	المدينة	oras	مَدِينَة	N;DEF;MASC;SG	N;NOM;DEF;SG
orasul	سيتي	oras	سِيتِي	N;DEF;MASC;SG	
tot	كلهم	tot	كلهم	PRO;MASC;SG;3	
tot	كله	tot	كٰلِهَ	PRO;MASC;SG;3	
tot	جميع	tot	جَمِيع	PRO;MASC;SG;3	N;NOM;INDF;SG
tot	كل	tot	كُلّ	PRO;MASC;SG;3	N;NOM;INDF;SG
tot	الكل	tot	كُلّ	PRO;MASC;SG;3	
tot	لسه	tot	لسه	PRO;MASC;SG;3	
chiar	حتي	chiar	حَتَّى	ADV	
facut	صنعت	face	صَنَع	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;PASS
facut	صنع	face	صَنَع	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
facut	جعل	face	جَعَل	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
cunoscute	المعروفة	cunoscut	مَعرُوف	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
cunoscute	معلوم	cunoscut	مَعلُوم	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
cunoscute	معروف	cunoscut	مَعرُوف	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
cunoscute	معروفة	cunoscut	مَعرُوف	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
cunoscute	المعروف	cunoscut	مَعرُوف	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;MASC;SG
film	الفيلم	film	فِيلم	N;INDF;MASC;SG	N;NOM;DEF;SG
film	الفلم	film	فَلَّم	N;INDF;MASC;SG	N;NOM;DEF;SG
film	الفيلم	film	فِيلم	N;INDF;MASC;SG	N;NOM;DEF;SG
vorbitori	متكلمون	vorbitor	مُتَكَلِّم	N;INDF;MASC;PL	ADJ;NOM;INDF;MASC;PL
vorbitori	المتكلمين	vorbitor	مُتَكَلِّم	N;INDF;MASC;PL	ADJ;ACC;DEF;MASC;PL
vorbitori	المتحدثون	vorbitor	مُتَحَدِّث	N;INDF;MASC;PL	N;NOM;DEF;PL
vorbitori	المتكلمون	vorbitor	مُتَكَلِّم	N;INDF;MASC;PL	ADJ;NOM;DEF;MASC;PL
date	المواعيد	dată	مِيعَاد	N;INDF;FEM;PL	N;NOM;DEF;PL
date	التواريخ	dată	تَورِيخ	N;INDF;FEM;PL	N;NOM;DEF;PL
date	البيانات	dată	بَيَان	N;INDF;FEM;PL	N;NOM;DEF;PL
trebuie	لازم	trebui	لَازِم	V;IND;3;PRS;FIN	
cunoscuta	المعروفة	cunoscuta	مَعرُوف	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
cunoscuta	معلوم	cunoscuta	مَعلُوم	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
cunoscuta	معروف	cunoscuta	مَعرُوف	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
cunoscuta	معروفة	cunoscuta	مَعرُوف	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
cunoscuta	المعروف	cunoscuta	مَعرُوف	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
mari	الكبير	mare	كَبِير	ADJ;INDF;PL	ADJ;NOM;DEF;MASC;SG
mari	كبيرة	mare	كَبِير	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
mari	كبيره	mare	كبيره	ADJ;INDF;PL	
mari	كبير	mare	كَبِير	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
mari	البحار	mare	بَحَّار	ADJ;INDF;PL	N;NOM;DEF;SG
zile	الايام	zi	يَوم	N;INDF;FEM;PL	N;NOM;DEF;PL
fata	واجهة	fată	وَاجِهَة	N;DEF;FEM;SG	N;NOM;INDF;SG
fata	جبهة	fată	جَبهَة	N;DEF;FEM;SG	N;NOM;INDF;SG
fata	الجبهة	fată	جَبهَة	N;DEF;FEM;SG	N;NOM;DEF;SG
fata	وجه	fată	وَجَّه	N;DEF;FEM;SG	V;PFV;MASC;SG;3;ACT
fata	واجه	fată	وَاجَه	N;DEF;FEM;SG	V;PFV;MASC;SG;3;ACT
fata	الوجه	fată	وَجه	N;DEF;FEM;SG	N;NOM;DEF;SG
fata	وجه	fată	وَجَّه	N;DEF;FEM;SG	V;PFV;MASC;SG;3;ACT
fata	واجه	fată	وَاجَه	N;DEF;FEM;SG	V;PFV;MASC;SG;3;ACT
fata	الوجه	fată	وَجه	N;DEF;FEM;SG	N;NOM;DEF;SG
fata	فتاة	fată	فَتَاة	N;DEF;FEM;SG	N;NOM;INDF;SG
fata	البنت	fată	بَنت	N;DEF;FEM;SG	N;NOM;DEF;SG
fata	بنت	fată	بَنَى	N;DEF;FEM;SG	V;PFV;FEM;SG;3;ACT
fata	الفتاة	fată	فَتَاة	N;DEF;FEM;SG	N;NOM;DEF;SG
fata	وجه	fată	وَجَّه	N;DEF;FEM;SG	V;PFV;MASC;SG;3;ACT
fata	واجه	fată	وَاجَه	N;DEF;FEM;SG	V;PFV;MASC;SG;3;ACT
fata	الوجه	fată	وَجه	N;DEF;FEM;SG	N;NOM;DEF;SG
fata	فتاة	fată	فَتَاة	N;DEF;FEM;SG	N;NOM;INDF;SG
fata	البنت	fată	بَنت	N;DEF;FEM;SG	N;NOM;DEF;SG
fata	بنت	fată	بَنَى	N;DEF;FEM;SG	V;PFV;FEM;SG;3;ACT
fata	الفتاة	fată	فَتَاة	N;DEF;FEM;SG	N;NOM;DEF;SG
fata	وجه	fată	وَجَّه	N;DEF;FEM;SG	V;PFV;MASC;SG;3;ACT
fata	واجه	fată	وَاجَه	N;DEF;FEM;SG	V;PFV;MASC;SG;3;ACT
fata	الوجه	fată	وَجه	N;DEF;FEM;SG	N;NOM;DEF;SG
fata	وجه	fată	وَجَّه	N;DEF;FEM;SG	V;PFV;MASC;SG;3;ACT
fata	واجه	fată	وَاجَه	N;DEF;FEM;SG	V;PFV;MASC;SG;3;ACT
fata	الوجه	fată	وَجه	N;DEF;FEM;SG	N;NOM;DEF;SG
club	النادي	club	نَادِي	N;INDF;MASC;SG	N;NOM;DEF;SG
club	نادى	club	نَادِي	N;INDF;MASC;SG	
club	نادي	club	نادي	N;INDF;MASC;SG	
club	كلوب	club	كلوب	N;INDF;MASC;SG	
componente	المكونات	componentă	مُكَوِّن	N;INDF;FEM;PL	N;NOM;DEF;PL
componente	العناصر	componentă	عُنصُر	N;INDF;FEM;PL	N;NOM;DEF;PL
est	شرقي	est	شَرقِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
est	ايست	est	أَيسَت	N;INDF;MASC;SG	
est	الشرق	est	شَرق	N;INDF;MASC;SG	N;NOM;DEF;SG
est	الشرقية	est	شَرقِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
nou	جدد	nou	جَدَّد	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
nou	الجديد	nou	جَدِيد	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
ales	مختار	ales	مختار	ADV	
ales	المختار	ales	المختار	ADV	
ioan	جون	ioan	جُون	PROPN	
ioan	يوحنا	ioan	يوحنا	PROPN	
ion	ايون	ion	إِين	N;INDF;MASC;SG	
rusa	روسي	rusa	رُوسِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
rusa	روسية	rusa	رُوسِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
rusa	الروسية	rusa	رُوسِيّ	N;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
rusa	روسيا	rusa	رُوسِيَا	N;DEF;FEM;SG	
rusa	الروسي	rusa	رُوسِيّ	N;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
rusa	روسي	rusa	رُوسِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
rusa	روسية	rusa	رُوسِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
rusa	الروسية	rusa	رُوسِيّ	N;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
rusa	روسيا	rusa	رُوسِيَا	N;DEF;FEM;SG	
rusa	الروسي	rusa	رُوسِيّ	N;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
isbn	isbn	isbn	مُصَثَّه		V;PFV;FEM;SG;3;ACT
populatia	السكان	populatie	سَاكِن	N;DEF;FEM;SG	N;NOM;DEF;PL
populatia	السكان	populatie	سَاكِن	N;DEF;FEM;SG	N;NOM;DEF;PL
doi	اثنان	doi	اِثنَان	NUM;MASC;PL	N;NOM;INDF;SG
acelasi	نفس	acelasi	نَفس	DET;MASC;SG;3	N;NOM;PSSD;SG
acelasi	نفسه	acelasi	نفسه	DET;MASC;SG;3	PRO;NOM;MASC;SG;3
membru	العضو	membru	عُضو	N;INDF;MASC;SG	N;NOM;DEF;SG
numit	سميت	numit	سَمَّى	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;PASS
numit	مسمى	numit	مُسَمَّى	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
numit	دعا	numit	دَعَا	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
numit	اتصلت	numit	اِتَّصَل	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
descrisa	وصفت	descrisa	وَصَف	ADJ;DEF;FEM;SG	V;PFV;FEM;SG;3;PASS
oficial	الرسمي	oficial	رَسمِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
oficial	مسؤول	oficial	مَسؤُول	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
nici	ولا	nici	وَلّ	ADV	CONJ
impotriva	ضد	impotriva	ضِدَّ	N;DEF;FEM;SG	ADP;ACC
impotriva	ضد	impotriva	ضِدَّ	N;DEF;FEM;SG	ADP;ACC
impotriva	ضد	impotriva	ضِدَّ	N;DEF;FEM;SG	ADP;ACC
desi	بالرغم	desi	بِ		N;NOM;DEF;SG
desi	ديزي	desi	دِيزِي		
desi	بالرغم	desi	بِ		N;NOM;DEF;SG
desi	بالرغم	desi	بِ		N;NOM;DEF;SG
saint	سانت	saint	سَان	N;INDF;MASC;SG	
saint	القديس	saint	قِدِّيس	N;INDF;MASC;SG	N;NOM;DEF;SG
impreuna	سويا	impreuna	سُويَا		
impreuna	سوية	impreuna	سُوِيّ		
impreuna	معا	impreuna	مَعًا		
impreuna	سويا	impreuna	سُويَا		
impreuna	سوية	impreuna	سُوِيّ		
impreuna	معا	impreuna	مَعًا		
impreuna	سويا	impreuna	سُويَا		
impreuna	سوية	impreuna	سُوِيّ		
impreuna	معا	impreuna	مَعًا		
specia	الانواع	specie	نَوع	N;DEF;FEM;SG	N;NOM;DEF;PL
vest	ويست	vest	ويست	N;INDF;MASC;SG	
vest	الغرب	vest	غَرب	N;INDF;MASC;SG	N;NOM;DEF;SG
vest	غربي	vest	غَربِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
vest	غربي	vest	غَربِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
vest	غربية	vest	غَربِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
vest	الغربية	vest	غَربِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
italia	ايطاليا	italia	إِيطَالِيَا	PROPN	
putin	الصغير	putin	صَغِير		
putin	قليل	putin	قَلِيل		ADJ;NOM;INDF;MASC;SG
putin	القليل	putin	قَلِيل		
putin	بوتن	putin	بوتن		
putin	بوتين	putin	بُوتِين		
inca	لسه	inca	لسه		
inca	لسه	inca	لسه		
descoperit	اكتشفت	descoperit	اِكتَشَف	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
inainte	للامام	inainte	لَلَام		
inainte	الامام	inainte	إِمَام		N;NOM;DEF;SG
inainte	قبل	inainte	قَبلَ		ADP;ACC
inainte	للامام	inainte	لَلَام		
inainte	الامام	inainte	إِمَام		N;NOM;DEF;SG
inainte	قبل	inainte	قَبلَ		ADP;ACC
lemn	وود	lemn	وَودَ	N;INDF;MASC;SG	
lemn	الخشب	lemn	خَشَب	N;INDF;MASC;SG	N;NOM;DEF;SG
lemn	الحطب	lemn	حَطب	N;INDF;MASC;SG	N;NOM;DEF;SG
noi	جديد	eu	جَدِيد	PRO;PL;1	ADJ;NOM;INDF;MASC;SG
noi	جدد	eu	جَدَّد	PRO;PL;1	V;PFV;MASC;SG;3;ACT
noi	جديدة	eu	جَدِيد	PRO;PL;1	ADJ;NOM;INDF;FEM;SG
noi	الجديد	eu	جَدِيد	PRO;PL;1	ADJ;NOM;DEF;MASC;SG
nicolae	نيكولاس	nicolae	نيكولاس	PROPN	
nicolae	نيكولاي	nicolae	نيكولاي	PROPN	
nationala	الوطنية	national	وَطَنِيَّة	N;DEF;FEM;SG	N;NOM;DEF;SG
nationala	ناشيونال	national	ناشيونال	N;DEF;FEM;SG	
nationala	وطنية	national	وَطَنِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
nationala	وطني	national	وَطَنِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
nationala	الوطنية	national	وَطَنِيَّة	N;DEF;FEM;SG	N;NOM;DEF;SG
nationala	ناشيونال	national	ناشيونال	N;DEF;FEM;SG	
nationala	وطنية	national	وَطَنِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
nationala	وطني	national	وَطَنِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
statele	دول	stat	دَولَة	N;DEF;FEM;PL	N;NOM;INDF;PL
statele	الولايات	stat	وِلَايَة	N;DEF;FEM;PL	N;NOM;DEF;PL
statele	الدول	stat	دَولَة	N;DEF;FEM;PL	N;NOM;DEF;PL
drept	مباشرة	drept	مُبَاشَرَة		N;NOM;INDF;SG
drept	مستقيم	drept	مُستَقِيم		
mod	مود	mod	مود	N;INDF;MASC;SG	
mod	النمط	mod	نَمَط	N;INDF;MASC;SG	N;NOM;DEF;SG
mod	الوضع	mod	وَضع	N;INDF;MASC;SG	N;NOM;DEF;SG
mod	mo	mod	فُتّ	N;INDF;MASC;SG	
american	امريكيون	american	أَمرِيكِيّ	ADJ;INDF;MASC;SG	N;NOM;INDF;PL
american	الامريكي	american	أَمرِيكِيّ	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
prezent	الحاضر	prezent	حَاضِر	N;INDF;MASC;SG	
prezent	الحالي	prezent	حَالِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
casa	المنزل	casă	مَنزِل	N;DEF;FEM;SG	N;NOM;DEF;SG
casa	منزل	casă	مَنزِل	N;DEF;FEM;SG	N;NOM;INDF;SG
casa	هاوس	casă	هاوس	N;DEF;FEM;SG	
casa	البيت	casă	بَيت	N;DEF;FEM;SG	N;NOM;DEF;SG
casa	المنزل	casă	مَنزِل	N;DEF;FEM;SG	N;NOM;DEF;SG
casa	منزل	casă	مَنزِل	N;DEF;FEM;SG	N;NOM;INDF;SG
casa	هاوس	casă	هاوس	N;DEF;FEM;SG	
casa	البيت	casă	بَيت	N;DEF;FEM;SG	N;NOM;DEF;SG
casa	المنزل	casă	مَنزِل	N;DEF;FEM;SG	N;NOM;DEF;SG
casa	الوطن	casă	وَطَن	N;DEF;FEM;SG	N;NOM;DEF;SG
casa	منزل	casă	مَنزِل	N;DEF;FEM;SG	N;NOM;INDF;SG
casa	البيت	casă	بَيت	N;DEF;FEM;SG	N;NOM;DEF;SG
acestea	هؤلاء	acesta	هٰذَا	PRO;FEM;PL;3	DET;NOM;MASC;PL
acestea	هذه	acesta	هٰذَا	PRO;FEM;PL;3	DET;NOM;FEM;SG
categorie	الفئة	categorie	فِئَة	N;INDF;FEM;SG	N;NOM;DEF;SG
categorie	فئة	categorie	فِئَة	N;INDF;FEM;SG	N;NOM;INDF;SG
text	نصوص	text	نَصّ	N;INDF;MASC;SG	N;NOM;INDF;PL
text	النص	text	نَصّ	N;INDF;MASC;SG	N;NOM;DEF;SG
cluj	cluj	cluj	cluj	PROPN	
bine	خير	bine	خَير	ADV	ADJ;NOM;INDF;MASC;SG
bine	الخير	bine	خَير	ADV	N;NOM;DEF;SG
bine	طيب	bine	طيب	ADV	
bine	جيد	bine	جَيِّد	ADV	ADJ;NOM;INDF;MASC;SG
bine	بخير	bine	بخير	ADV	
bine	حسن	bine	حسن	ADV	
bine	حسنا	bine	حسنا	ADV	ADJ;ACC;INDF;MASC;SG
http	http	http	أَطقَم	N	
articole	المقالات	articol	المقالات	N;INDF;FEM;PL	N;NOM;DEF;PL
articole	الاصناف	articol	إِصنَاف	N;INDF;FEM;PL	N;NOM;DEF;PL
articole	البنود	articol	بَند	N;INDF;FEM;PL	N;NOM;DEF;PL
articole	العناصر	articol	عُنصُر	N;INDF;FEM;PL	N;NOM;DEF;PL
alexandru	الكسندر	alexandru	أَلِكسَندر	PROPN	
alexandru	اليكساندر	alexandru	اليكساندر	PROPN	
alexandru	الكساندر	alexandru	كُسَانُدر	PROPN	
alexandru	الاسكندر	alexandru	الاسكندر	PROPN	N;NOM;DEF;SG
unele	البعض	unul	بَعض	PRO;FEM;PL;3	N;NOM;DEF;SG
unele	بعض	unul	بَعض	PRO;FEM;PL;3	N;NOM;INDF;SG
milioane	مليون	milion	مِليُون	NUM;INDF;FEM;PL	NUM;NOM;INDF;SG
milioane	المليون	milion	مِليُون	NUM;INDF;FEM;PL	NUM;NOM;DEF;SG
milioane	مليونا	milion	مِليُون	NUM;INDF;FEM;PL	NUM;ACC;INDF;SG
milioane	الملايين	milion	مِليُون	NUM;INDF;FEM;PL	NUM;NOM;DEF;PL
milioane	ملايين	milion	مِليُون	NUM;INDF;FEM;PL	NUM;NOM;INDF;PL
apa	الماء	apă	مَاء	N;DEF;FEM;SG	N;NOM;DEF;SG
apa	ماء	apă	مَاء	N;DEF;FEM;SG	N;NOM;INDF;SG
apa	مياه	apă	مَاء	N;DEF;FEM;SG	N;NOM;INDF;PL
apa	المياه	apă	مَاء	N;DEF;FEM;SG	N;NOM;DEF;PL
apa	الماء	apă	مَاء	N;DEF;FEM;SG	N;NOM;DEF;SG
apa	ماء	apă	مَاء	N;DEF;FEM;SG	N;NOM;INDF;SG
apa	مياه	apă	مَاء	N;DEF;FEM;SG	N;NOM;INDF;PL
apa	المياه	apă	مَاء	N;DEF;FEM;SG	N;NOM;DEF;PL
tara	بلد	tară	بَلَد	N;DEF;FEM;SG	N;NOM;INDF;SG
tara	البلاد	tară	بَلَد	N;DEF;FEM;SG	N;NOM;DEF;PL
tara	بلاد	tară	بَلَد	N;DEF;FEM;SG	N;NOM;INDF;PL
tara	البلد	tară	بَلَد	N;DEF;FEM;SG	N;NOM;DEF;SG
tara	بلد	tară	بَلَد	N;DEF;FEM;SG	N;NOM;INDF;SG
tara	البلاد	tară	بَلَد	N;DEF;FEM;SG	N;NOM;DEF;PL
tara	بلاد	tară	بَلَد	N;DEF;FEM;SG	N;NOM;INDF;PL
tara	البلد	tară	بَلَد	N;DEF;FEM;SG	N;NOM;DEF;SG
tara	بلد	tară	بَلَد	N;DEF;FEM;SG	N;NOM;INDF;SG
tara	البلاد	tară	بَلَد	N;DEF;FEM;SG	N;NOM;DEF;PL
tara	بلاد	tară	بَلَد	N;DEF;FEM;SG	N;NOM;INDF;PL
tara	البلد	tară	بَلَد	N;DEF;FEM;SG	N;NOM;DEF;SG
tara	تارا	tară	تارا	N;DEF;FEM;SG	
tara	بلد	tară	بَلَد	N;DEF;FEM;SG	N;NOM;INDF;SG
tara	البلاد	tară	بَلَد	N;DEF;FEM;SG	N;NOM;DEF;PL
