חנקן	nitróxeno	חנקן	nitróxeno	PROPN	N
בישופ	bispo	בישופ	bispo	PROPN	N
דחיפה	presionar	דחיפה	presionar	N;FEM;SG	V
גאים	orgullosa	גאים	orgullosa	V;MASC;PL;V.PTCP;ACT	ADJ
גאים	orgullosos	גאים	orgulloso	V;MASC;PL;V.PTCP;ACT	ADJ
גאים	de	גאים	de	V;MASC;PL;V.PTCP;ACT	ADP
גאים	orgulloso	גאים	orgulloso	V;MASC;PL;V.PTCP;ACT	ADJ
גאים	fachendoso	גאים	fachendoso	V;MASC;PL;V.PTCP;ACT	ADJ
בעיטה	unha	בעיטה	un	N;FEM;SG	DET
בעיטה	dáme	בעיטה	dáme	N;FEM;SG	V
בעיטה	una	בעיטה	unir	N;FEM;SG	V
בעיטה	botar	בעיטה	botar	N;FEM;SG	V
קרפנטר	carpinteiro	קרפנטר	carpinteiro	PROPN	N
האמינה	que	האמין	que	V;FEM;SG;3;PST;ACT	PRO
משקר	está	משקר	estar	V;MASC;SG;V.PTCP;ACT	V
משקר	mentes	משקר	mente	V;MASC;SG;V.PTCP;ACT	N
משקר	páramo	משקר	páramo	V;MASC;SG;V.PTCP;ACT	N
ייעוד	destino	ייעוד	destino		N
ייעוד	o	ייעוד	o		DET
אשמים	culpable	אשם	culpable	N;MASC;PL	ADJ
אשמים	culpábel	אשם	culpábel	N;MASC;PL	ADJ
המשמרת	de	המשמרת	de	PROPN	ADP
המשמרת	quenda	המשמרת	quenda	PROPN	N
רצפה	andar	רצפה	andar	N;FEM;SG	V
פייק	pike	פייק	pikir	PROPN	PROPN
נתקע	que	נתקע	que	V;MASC;SG;3;PST;MID	PRO
מקצוען	profesionais	מקצוען	profesional	PROPN	N
מקצוען	profesional	מקצוען	profesional	PROPN	ADJ
מקצוען	un	מקצוען	un	PROPN	DET
מכסף	silver	מכסף	silver	N;MASC;SG	PROPN
הום	fogar	הום	fogar		N
הום	casa	הום	casa		N
הום	á	הום	á		N
הום	na	הום	na		N
אחותי	irmá	אחותי	irmán	V;SG;1;PST;ACT	N
אחותי	a	אחותי	o	V;SG;1;PST;ACT	DET
חשופה	exposto	חשוף	expor	ADJ;FEM;SG	V
חשופה	á	חשוף	á	ADJ;FEM;SG	N
לשפוך	derramamento	שפך	derramamento	V;NFIN;ACT	N
הוואנה	habana	הוואנה	habano	PROPN	N
הוואנה	da	הוואנה	da	PROPN	V
אצילי	nobre	אצילי	nobre	PROPN	N
מזדהה	identificalos	זידה	identificalo	V;MASC;SG;V.PTCP	N
מזדהה	identifiques	זידה	identifique	V;MASC;SG;V.PTCP	N
מזדהה	que	זידה	que	V;MASC;SG;V.PTCP	PRO
האסם	granxa	האסם	granxa	PROPN	N
פרוטסטנטי	protestante	פרוטסטנטי	protestante	PROPN	ADJ
טריליון	de	טריליון	de	N;MASC;SG	ADP
נואשות	desesperadamente	נואשה	desesperadamente	N;FEM;PL	ADV
נואשות	desesperado	נואשה	desesperar	N;FEM;PL	V
נואשות	e	נואשה	e	N;FEM;PL	CONJ
מוחות	cerebro	מוח	cerebro		N
מוחות	cerebros	מוח	cerebro		N
מוחות	os	מוח	o		DET
מוחות	mente	מוח	mente		N
מוחות	mentes	מוח	mente		N
מוחות	as	מוח	o		DET
מוחות	nas	מוח	nas		PROPN
דניאלס	daniels	דניאלס	daniels	PROPN	PROPN
השקעת	investimos	השקעה	investir	N;PSSD;FEM;SG	V
מוניטור	monitor	מוניטור	monitor	PROPN	N
מצייר	debuxo	צייר	debuxo	V;MASC;SG;V.PTCP;ACT	N
רעיה	muller	רעיה	muller	PROPN	N
רעיה	esposa	רעיה	esposa	PROPN	N
רעיה	dona	רעיה	don	PROPN	N
צג	monitor	צג	monitor	PROPN	N
איירה	ira	איירה	ir	PROPN	N
פיילוט	piloto	פיילוט	piloto	PROPN	N
לתחזק	a	התזקק	o	V;NFIN;ACT	DET
ווילסון	wilson	וילססון	wilson	PROPN	PROPN
מתווך	indicador	התווך	indicador		N
מתווך	representante	התווך	representante		N
קנאי	ciumento	קנאי	ciumento	PROPN	N
קנאי	celosa	קנאי	celosar	PROPN	ADJ
לצעוק	berro	צעק	berro	V;NFIN;ACT	N
באדי	amigo	באדי	amigo	PROPN	N
באדי	colega	באדי	colego	PROPN	N
באדי	compañeiro	באדי	compañeiro	PROPN	N
ישועה	exército	ישוע	exército	PROPN	N
ישועה	de	ישוע	de	PROPN	ADP
ישועה	salvacionista	ישוע	salvacionista	PROPN	N
ישועה	salvación	ישוע	salvación	PROPN	N
גאס	gus	גאס	gus	PROPN	PROPN
קלייד	clyde	קלייד	clydar	PROPN	PROPN
אותנטי	é	אותנטי	ser	ADJ;MASC;SG	V
לעשן	cigarros	עישן	cigarro	V;NFIN;ACT	N
קליעים	as	קליע	o	N;MASC;PL	DET
הודתה	mañá	הודה	mañá	V;FEM;SG;3;PST;ACT	ADV
רוץ	correr	רוץ	correr	PROPN	V
רוץ	corre	רוץ	currir	PROPN	V
הרייטינג	cualificacións	הרייטינג	cualificación	PROPN	N
הרייטינג	as	הרייטינג	o	PROPN	DET
הרייטינג	avaliacións	הרייטינג	avaliación	PROPN	N
שמלות	vestidos	שמלה	vestido	N;FEM;PL	V
זרק	o	זרק	o	V;MASC;SG;3;PST;ACT	DET
הסרה	se	הסרה	se	N;FEM;SG	CONJ
הסרה	e	הסרה	e	N;FEM;SG	CONJ
הסרה	quitar	הסרה	quitar	N;FEM;SG	V
הסרה	quitamos	הסרה	quitar	N;FEM;SG	V
נקנה	merqueino	נקנה	merqueino	V;MASC;SG;3;PST;MID	N
נקנה	merqueille	נקנה	merqueille	V;MASC;SG;3;PST;MID	PROPN
פוקוס	centre	פוקוס	centrar	PROPN	PROPN
פוקוס	centrarse	פוקוס	centrarse	PROPN	PROPN
פוקוס	centramos	פוקוס	centrar	PROPN	V
פוקוס	centrarme	פוקוס	centrarme	PROPN	V
פוקוס	foco	פוקוס	foco	PROPN	N
פוקוס	focalizar	פוקוס	focalizar	PROPN	V
סטוארט	stuart	סטוארט	stuart	PROPN	V
סטוארט	estuardo	סטוארט	estuardo	PROPN	N
ריבונית	soberanas	ריבוני	soberano	ADV	ADJ
ריבונית	soberana	ריבוני	soberano	ADV	ADJ
קטי	cathy	קטי	cathy	PROPN	PROPN
הבדידות	fica	הבדידות	ficar	N;FEM;SG	V
הבדידות	illado	הבדידות	illar	N;FEM;SG	V
עצמכם	mesmos	עצמו	mesmo	PRO;PL;1;REFL	DET
מתבגרים	os	התבגר	o	V;MASC;PL;V.PTCP	DET
מתבגרים	adolescentes	התבגר	adolescente	V;MASC;PL;V.PTCP	N
פידל	fidel	פידל	fidel	PROPN	PROPN
הדבק	pegar	הדבק	pegar		V
וולי	wally	וולי	wally	PROPN	PROPN
אודם	ruby	אודם	ruby		PROPN
קוסמית	cósmico	קוסמי	cósmico	ADV	ADJ
סוציולוג	sociólogo	סוציולוג	sociólogo	PROPN	N
סוציולוג	toma	סוציולוג	toma	PROPN	N
סינקלייר	sinclair	סינקלייר	sinclair	PROPN	PROPN
הצג	amosar	הצג	amosar		V
הצג	espectáculo	הצג	espectáculo		N
הצג	vista	הצג	vista		N
הצג	opinión	הצג	opinión		N
הצג	punto	הצג	punto		N
הצג	visión	הצג	visión		N
בטלה	improdutivo	בטל	improdutivo	N;FEM;SG	ADJ
אנונימית	anónimos	אנונימי	anónir	ADV	N
דיויד	david	דיויד	david	PROPN	PROPN
לחלום	soño	חלם	soño	V;NFIN;ACT	N
לחלום	soños	חלם	soño	V;NFIN;ACT	N
לחלום	con	חלם	con	V;NFIN;ACT	ADP
מבולבל	confuso	מבולבל	confuso	ADJ;MASC;SG	N
פל	caeu	פל	caeu		V
פל	namorou	פל	namorar		V
פל	caín	פל	caín		PRO
פל	adormeceu	פל	adormecer		V
סומן	marcados	סומן	marcar	PROPN	V
קוקטייל	cóctel	קוקטייל	cóctel	PROPN	N
נעול	pechada	נעול	pechada	PROPN	V
נעול	con	נעול	con	PROPN	ADP
נעול	empechar	נעול	empechar	PROPN	V
הסתיר	escondín	הסתיר	esconder	V;MASC;SG;3;PST	PROPN
קראי	lin	קראי	lin	PROPN	V
קראי	ler	קראי	ler	PROPN	V
קראי	leo	קראי	lear	PROPN	PROPN
קראי	le	קראי	le	PROPN	PROPN
קארד	carta	קארד	carta	PROPN	N
קארד	tarxeta	קארד	tarxeta	PROPN	N
קארד	de	קארד	de	PROPN	ADP
קארד	unha	קארד	un	PROPN	DET
קארד	documento	קארד	documento	PROPN	N
רוע	mal	רוע	mal		ADV
רוע	malo	רוע	malo		PROPN
רוע	malvado	רוע	malvado		ADJ
רוע	maldade	רוע	maldade		N
רוע	malvados	רוע	malvado		ADJ
התנצל	desculpas	התנצל	desculpa	V;MASC;SG;3;PST	N
מושלמים	perfecto	הושלם	perfecto	V;MASC;PL;V.PTCP;PASS	ADJ
מושלמים	perfecta	הושלם	perfecto	V;MASC;PL;V.PTCP;PASS	ADJ
מושלמים	perfectos	הושלם	perfecto	V;MASC;PL;V.PTCP;PASS	N
סטנד	pé	סטנד	pé	PROPN	N
מזומנים	diñeiro	מזומן	diñeiro	V;MASC;PL;V.PTCP;PASS	N
מזומנים	en	מזומן	en	V;MASC;PL;V.PTCP;PASS	ADP
מזומנים	efectivo	מזומן	efectivo	V;MASC;PL;V.PTCP;PASS	ADJ
מזומנים	contado	מזומן	contado	V;MASC;PL;V.PTCP;PASS	ADJ
מזומנים	cartos	מזומן	carto	V;MASC;PL;V.PTCP;PASS	N
מזומנים	suficiente	מזומן	suficiente	V;MASC;PL;V.PTCP;PASS	ADJ
מזומנים	cobro	מזומן	cobro	V;MASC;PL;V.PTCP;PASS	N
הקציר	colleita	הקציר	colleita	V;MASC;SG;3;PST;ACT	N
קפוא	xeado	קפוא	xear		N
חשבה	que	חשב	que	V;FEM;SG;3;PST	PRO
שימושיות	para	שימושיות	para	ADJ;FEM;PL	ADP
מפחיד	medo	הפחיד	medo	V;MASC;SG;V.PTCP;ACT	N
מפחיד	aterrador	הפחיד	aterrador	V;MASC;SG;V.PTCP;ACT	N
מפחיד	terrorífico	הפחיד	terrorífico	V;MASC;SG;V.PTCP;ACT	N
תשכח	o	שכח	o	V;MASC;SG;1;FUT;ACT	DET
