xenio	genial	xenio	genial	N	ADJ;MASC;SG
mineral	ore	mineral	ore	N	V;SBJV;SG;3;PRS;FIN
andabas	tu	andaba	tu	N	INTJ
andabas	você	andaba	você	N	PRO;NOM;SG;3
andabas	vc	andaba	vc	N	PRO;NOM;MASC;SG;3
andabas	sido	andaba	ser	N	V;MASC;SG;V.PTCP
andabas	estavam	andaba	estar	N	V;IND;PL;3;IPFV;FIN
andabas	foram	andaba	ser	N	V;IND;PL;3;PST;FIN
andabas	eram	andaba	ser	N	V;IND;PL;3;IPFV;FIN
andabas	tenha	andaba	ter	N	V;SBJV;SG;3;PRS;FIN
andabas	ter	andaba	ter	N	V;NFIN
geoffrey	godofredo	geoffrey	godofredo	PROPN	N;MASC;SG
geoffrey	geoffrey	geoffrey	geoffrey	PROPN	N;MASC;SG
cantaba	sing	cantar	sing	V	N;MASC;SG
cantaba	sang	cantar	sang	V	N;MASC;SG
tróuxenche	trouxeram	tróuxenche	trouxer	PROPN	V;IND;PL;3;FIN
tróuxenche	trouxe	tróuxenche	trazer	PROPN	V;IND;SG;3;PST;FIN
tróuxenche	trazido	tróuxenche	trazer	PROPN	V;MASC;SG;V.PTCP
tróuxenche	tu	tróuxenche	tu	PROPN	INTJ
tróuxenche	você	tróuxenche	você	PROPN	PRO;NOM;SG;3
tróuxenche	vc	tróuxenche	vc	PROPN	PRO;NOM;MASC;SG;3
armadas	armada	armado	armar	N	V;FEM;SG;V.PTCP
armadas	armados	armado	armar	N	V;MASC;PL;V.PTCP
armadas	armado	armado	armar	N	V;MASC;SG;V.PTCP
foches	fiz	foche	fazer	N	V;IND;SG;1;PST;FIN
foches	did	foche	dider	N	PROPN;MASC;SG
foches	fê	foche	fazer	N	V;IND;SG;3;PST;FIN
foches	fez	foche	fazer	N	V;IND;SG;3;PST;FIN
foches	tu	foche	tu	N	INTJ
foches	você	foche	você	N	PRO;NOM;SG;3
foches	vc	foche	vc	N	PRO;NOM;MASC;SG;3
fodidos	são	foder	ser	N	V;IND;PL;3;PRS;FIN
fodidos	estão	foder	estar	N	V;IND;PL;3;PRS;FIN
fodidos	sao	foder	sao	N	V;IND;PL;3;PRS;FIN
dámo	dê	dámo	dar		V;SBJV;SG;3;PRS;FIN
dámo	dar	dámo	dar		V;NFIN
dámo	dá	dámo	dar		V;IND;SG;3;PRS;FIN
willett	willett	willett	willett	PROPN	N;MASC;SG
mátao	mate	mátao	mate	PROPN	V;SBJV;SG;3;PRS;FIN
mátao	kill	mátao	kill	PROPN	N;MASC;SG
mátao	matem	mátao	matar	PROPN	V;SBJV;PL;3;PRS;FIN
mátao	matar	mátao	matar	PROPN	V;NFIN
mátao	mata	mátao	matar	PROPN	N;FEM;SG
mátao	ele	mátao	ele	PROPN	PRO;NOM;MASC;SG;3
ianqui	americano	ianqui	americano	PROPN	N;MASC;SG
ianqui	americanos	ianqui	americano	PROPN	N;MASC;PL
ianqui	american	ianqui	american	PROPN	N;MASC;SG
ianqui	americana	ianqui	americana	PROPN	N;FEM;SG
detido	presos	deter	preso	V	N;MASC;PL
shirley	shirley	shirley	shirley	PROPN	N;MASC;SG
claude	cláudia	claude	cláudia	PROPN	N;FEM;SG
claude	claude	claude	claude	PROPN	N;MASC;SG
ping	ping	ping	ping	PROPN	N;MASC;SG
fodendo	com	foder	com	V	ADP
barricada	barricada	barricar	barricada	V	N;FEM;SG
jerry	jerry	jerry	jerry	PROPN	N;MASC;SG
guaraná	guaraná	guarar	guaraná	V	N;MASC;SG
takami	takami	takami	takami	PROPN	N;MASC;PL
cui	cui	cui	cui	PROPN	N;MASC;SG
téñote	got	téñote	got	PROPN	N;MASC;SG
private	privada	private	privado	PROPN	ADJ;FEM;SG
private	privado	private	privado	PROPN	ADJ;MASC;SG
private	private	private	private	PROPN	N;MASC;SG
cbi	iwc	cbi	iwc	PROPN	N;MASC;SG
mormont	mormont	mormont	mormont	PROPN	N;MASC;SG
ángeles	los	ángele	eles	N	PRO;ACC;MASC;PL;3
jazz	jazz	jazz	jazz	PROPN	N;MASC;SG
tocamos	play	tocar	play	V	N;MASC;SG
finanzas	finanças	finanzas	finanças	PROPN	N;FEM;PL
incribles	amazing	incrible	amazing	ADJ	N;MASC;SG
má	ruim	má	ruim	N	ADJ;MASC;SG
má	mau	má	mau	N	ADJ;MASC;SG
má	má	má	má	N	ADJ;FEM;SG
hans	hans	haber	haver	PROPN	N;MASC;SG
gráfica	tabela	gráfico	tabela	ADJ	N;FEM;SG
gráfica	gráfico	gráfico	gráfico	ADJ	N;MASC;SG
gráfica	gráfico	gráfico	gráfico	ADJ	N;MASC;SG
gráfica	grafo	gráfico	grafo	ADJ	N;MASC;SG
estudamos	estudo	estudar	estudo	V	N;MASC;SG
sabia	sábia	sabia	sábio	V	ADJ;FEM;SG
sabia	sábios	sabia	sábio	V	N;MASC;PL
sabia	wise	sabia	wise	V	N;MASC;SG
sabia	sábias	sabia	sábio	V	N;FEM;PL
sabia	sábio	sabia	sábio	V	N;MASC;SG
noventa	ninety	noventa	ninety	NUM	N;MASC;SG
ollade	olhe	ollade	olhar	ADV	V;SBJV;SG;3;PRS;FIN
ollade	olha	ollade	olhar	ADV	V;IND;SG;3;PRS;FIN
existía	estava	existir	estar	V	V;IND;SG;3;IPFV;FIN
existía	tava	existir	tavo	V	V;IND;SG;1;IPFV;FIN
existía	foi	existir	foi	V	ADV
existía	ai	existir	ai	V	INTJ
existía	ali	existir	ali	V	ADV
existía	aí	existir	aí	V	ADV
existía	lá	existir	lá	V	ADV
seguise	ainda	seguir	ainda	V	ADV
seguise	estava	seguir	estar	V	V;IND;SG;3;IPFV;FIN
seguise	tava	seguir	tavo	V	V;IND;SG;1;IPFV;FIN
seguise	foi	seguir	foi	V	ADV
seguise	take	seguir	take	V	N;MASC;SG
sos	alone	se	alone	PROPN	N;MASC;SG
sos	sozinha	se	sozinha	PROPN	N;FEM;SG
sos	sozinho	se	sozinho	PROPN	ADJ;MASC;SG
sos	sozinhos	se	sozinho	PROPN	ADJ;MASC;PL
sos	própria	se	próprio	PROPN	DET;FEM;SG
sos	own	se	own	PROPN	PROPN;MASC;SG
sos	próprio	se	próprio	PROPN	ADJ;MASC;SG
collelo	pega	collelo	pegar	N	V;IND;SG;3;PRS;FIN
collelo	levar	collelo	levar	N	V;NFIN
collelo	pegue	collelo	pegar	N	V;SBJV;SG;3;PRS;FIN
collelo	toma	collelo	tomar	N	V;IND;SG;3;PRS;FIN
collelo	leve	collelo	levar	N	V;SBJV;SG;3;PRS;FIN
collede	pega	colleder	pegar	PROPN	V;IND;SG;3;PRS;FIN
collede	levar	colleder	levar	PROPN	V;NFIN
collede	take	colleder	take	PROPN	N;MASC;SG
collede	pegue	colleder	pegar	PROPN	V;SBJV;SG;3;PRS;FIN
collede	toma	colleder	tomar	PROPN	V;IND;SG;3;PRS;FIN
collede	leve	colleder	levar	PROPN	V;SBJV;SG;3;PRS;FIN
coñecedes	don	coñecede	don	V	PROPN;MASC;SG
adoitan	eles	adoitar	eles	V	PRO;NOM;MASC;PL;3
adoitan	elas	adoitar	ele	V	PRO;NOM;FEM;PL;3
adoitan	geralmente	adoitar	geralmente	V	ADV
adoitan	normalmente	adoitar	normalmente	V	ADV
adoitan	habitualmente	adoitar	habitualmente	V	ADV
adoitan	usualmente	adoitar	usualmente	V	ADV
ducias	dezenas	ducia	dezena	N	DET;MASC;PL
táboa	quebrou	táboa	quebrar	N	V;IND;SG;3;PST;FIN
táboa	partiu	táboa	partir	N	V;IND;SG;3;PST;FIN
myriad	miríade	myriad	miríade	PROPN	N;FEM;SG
errada	errado	errada	errar	ADJ	V;MASC;SG;V.PTCP
errada	errada	errada	errar	ADJ	V;FEM;SG;V.PTCP
inesperado	inesperada	inesperar	inesperado	V	ADJ;FEM;SG
inesperado	inesperados	inesperar	inesperado	V	ADJ;MASC;PL
inesperado	inesperadas	inesperar	inesperado	V	ADJ;FEM;PL
inesperado	inesperado	inesperar	inesperado	V	ADJ;MASC;SG
deunos	dei	deuno	dar	N	V;IND;SG;1;PST;FIN
deunos	deu	deuno	dar	N	V;IND;SG;3;PST;FIN
madrugada	manhã	madrugar	manhã	V	N;FEM;SG
madrugada	morning	madrugar	morning	V	N;MASC;SG
baratos	barato	barato	barato	N	ADJ;MASC;SG
corporal	body	corporal	body	ADJ	N;MASC;SG
corporal	corpo	corporal	corpo	ADJ	N;MASC;SG
fainos	faça	faino	fazer	N	V;SBJV;SG;3;PRS;FIN
positiva	positivos	positivo	positivo	ADJ	N;MASC;PL
harvard	harvard	harvard	harvard	V	N;MASC;SG
seriamente	sério	seriamente	sério	ADV	ADJ;MASC;SG
pides	tu	peder	tu	V	INTJ
pides	você	peder	você	V	PRO;NOM;SG;3
pides	vc	peder	vc	V	PRO;NOM;MASC;SG;3
axudas	ajude	axuda	ajude	N	V;SBJV;SG;3;PRS;FIN
axudas	ajudar	axuda	ajudar	N	V;NFIN
deixara	esquerdo	deixar	esquerdo	V	N;MASC;SG
deixara	left	deixar	left	V	N;MASC;SG
deixara	esquerda	deixar	esquerda	V	N;FEM;SG
rematan	end	rematar	end	V	N;MASC;SG
rematan	final	rematar	final	V	N;MASC;SG
rematan	fim	rematar	fim	V	N;MASC;SG
amarelos	amarelo	amarelo	amarelo	N	ADJ;MASC;SG
racial	racial	racial	racial	ADJ	N;MASC;SG
racial	raciais	racial	racial	ADJ	N;MASC;PL
racial	raça	racial	raça	ADJ	N;FEM;SG
racial	corrida	racial	corrida	ADJ	N;FEM;SG
racial	race	racial	race	ADJ	N;MASC;SG
racial	racialmente	racial	racialmente	ADJ	ADV
sinxelos	simples	sinxelo	simples	N	ADJ;MASC;SG
deberan	deveriam	deber	dever	V	V;COND;PL;3;FIN
refiro	média	referir	média	V	N;FEM;SG
africana	africana	africano	africano	ADJ	N;FEM;SG
africana	africanos	africano	africano	ADJ	N;MASC;PL
africana	africano	africano	africano	ADJ	N;MASC;SG
sábese	qualquer	sábese	qualquer	V	DET;FEM;SG
atrapar	catch	atrapar	catch	V	N;MASC;SG
atrapar	capturas	atrapar	captura	V	N;FEM;PL
atrapar	captura	atrapar	captura	V	N;FEM;SG
morrían	eles	morrer	eles	V	PRO;NOM;MASC;PL;3
morrían	elas	morrer	ele	V	PRO;NOM;FEM;PL;3
existente	existindo	existente	existir	ADJ	V;V.MSDR
electrónica	eletrônica	electrónico	eletrônico	ADJ	N;FEM;SG
electrónica	electrónica	electrónico	electrónica	ADJ	N;FEM;SG
electrónica	eletrônicos	electrónico	eletrônico	ADJ	N;MASC;PL
electrónica	eletrônico	electrónico	eletrônico	ADJ	N;MASC;SG
debuxar	empate	debuxar	empate	V	N;MASC;SG
debuxar	sorteio	debuxar	sorteio	V	N;MASC;SG
debuxar	desenho	debuxar	desenho	V	N;MASC;SG
desesperada	desespero	desesperar	desespero	V	N;MASC;SG
desesperada	son	desesperar	son	V	N;MASC;SG
desesperada	filho	desesperar	filho	V	N;MASC;SG
nathaniel	nathaniel	nathaniel	nathaniel	PROPN	N;MASC;SG
biolóxico	biológicas	biolóxico	biológico	ADJ	N;FEM;PL
abren	open	abren	open	V	N;MASC;SG
caio	caio	caio	caio	V	N;MASC;SG
caio	caius	caio	cais	V	N;MASC;SG
texas	texas	texa	texa	PROPN	N;MASC;SG
bici	mota	bici	mota	PROPN	N;MASC;SG
bici	moto	bici	moto	PROPN	N;FEM;SG
bici	bike	bici	bike	PROPN	N;FEM;SG
bici	bicicleta	bici	bicicleta	PROPN	N;FEM;SG
admito	admitir	admito	admitir	ADV	V;NFIN
admito	admita	admito	admitir	ADV	V;SBJV;SG;3;PRS;FIN
admito	admite	admito	admitir	ADV	V;IND;SG;3;PRS;FIN
foxe	away	foxe	away	V	N;MASC;SG
minte	mentiroso	minte	mentiroso	V	ADJ;MASC;SG
minte	mentira	minte	mentira	V	N;FEM;SG
minte	lie	minte	lie	V	N;MASC;SG
hail	granizo	hail	granizo	PROPN	N;FEM;SG
hail	salve	hail	salve	PROPN	N;FEM;SG
dixéronlle	contada	dixéronlle	contar	PROPN	V;FEM;SG;V.PTCP
dixéronlle	eles	dixéronlle	eles	PROPN	PRO;NOM;MASC;PL;3
dixéronlle	elas	dixéronlle	ele	PROPN	PRO;NOM;FEM;PL;3
atopen	eles	atopar	eles	V	PRO;NOM;MASC;PL;3
atopen	elas	atopar	ele	V	PRO;NOM;FEM;PL;3
cambialo	mudar	cambialo	mudar	PROPN	V;NFIN
cambialo	mudança	cambialo	mudança	PROPN	N;FEM;SG
cambialo	mudanças	cambialo	mudança	PROPN	N;FEM;PL
cambialo	troco	cambialo	troco	PROPN	N;MASC;SG
construir	build	construir	build	V	N;MASC;SG
construir	construção	construir	construção	V	N;FEM;SG
construir	edifício	construir	edifício	V	N;MASC;SG
construir	prédio	construir	prédio	V	N;MASC;SG
tiveran	eles	ter	eles	V	PRO;NOM;MASC;PL;3
tiveran	elas	ter	ele	V	PRO;NOM;FEM;PL;3
usala	uso	usalar	uso	V	N;MASC;SG
usala	utilização	usalar	utilização	V	N;FEM;SG
normalidade	normalmente	normalidade	normalmente	N	ADV
encantaríame	amor	encantaríame	amor	V	N;MASC;SG
encantaríame	love	encantaríame	love	V	N;MASC;SG
lembrades	lembrar	lembrade	lembrar	N	V;NFIN
lembrades	tu	lembrade	tu	N	INTJ
lembrades	você	lembrade	você	N	PRO;NOM;SG;3
lembrades	vc	lembrade	vc	N	PRO;NOM;MASC;SG;3
willie	willy	willie	willy	PROPN	N;MASC;SG
willie	willie	willie	willie	PROPN	N;MASC;SG
dick	pila	dick	pila	PROPN	N;FEM;SG
dick	dick	dick	dick	PROPN	N;MASC;SG
howard	howard	howard	howard	PROPN	N;MASC;SG
golpear	strike	golpear	strike	V	N;MASC;SG
golpear	greve	golpear	greve	V	N;FEM;SG
contactar	contacto	contactar	contacto	V	N;MASC;SG
contactar	contato	contactar	contato	V	N;MASC;SG
preocúpame	preocupe	preocúpame	preocupe	PROPN	V;SBJV;SG;3;PRS;FIN
comparar	compare	comparar	comparar	V	N;MASC;PL
manexar	alça	manexar	alça	V	N;FEM;SG
española	castelhano	español	castelhano	ADJ	N;MASC;SG
española	espanhola	español	espanhola	ADJ	N;FEM;SG
española	espanhóis	español	espanhol	ADJ	N;MASC;PL
española	espanhol	español	espanhol	ADJ	N;MASC;SG
durmía	sono	durmía	sono	V	N;MASC;SG
élle	cuidados	élle	cuidado	V	N;MASC;PL
élle	cuidado	élle	cuidado	V	N;MASC;SG
élle	care	élle	care	V	N;MASC;SG
élle	ela	élle	ela	V	PRO;NOM;FEM;SG;3
élle	she	élle	she	V	N;MASC;SG
élle	don	élle	don	V	PROPN;MASC;SG
empezaron	eles	empezar	eles	V	PRO;NOM;MASC;PL;3
empezaron	elas	empezar	ele	V	PRO;NOM;FEM;PL;3
ocuparme	pega	ocuparme	pegar	PROPN	V;IND;SG;3;PRS;FIN
ocuparme	levar	ocuparme	levar	PROPN	V;NFIN
ocuparme	take	ocuparme	take	PROPN	N;MASC;SG
ocuparme	pegue	ocuparme	pegar	PROPN	V;SBJV;SG;3;PRS;FIN
ocuparme	toma	ocuparme	tomar	PROPN	V;IND;SG;3;PRS;FIN
ocuparme	leve	ocuparme	levar	PROPN	V;SBJV;SG;3;PRS;FIN
ocuparme	cuidados	ocuparme	cuidado	PROPN	N;MASC;PL
ocuparme	cuidado	ocuparme	cuidado	PROPN	N;MASC;SG
ocuparme	care	ocuparme	care	PROPN	N;MASC;SG
atópanse	são	atópanse	ser	PROPN	V;IND;PL;3;PRS;FIN
atópanse	estão	atópanse	estar	PROPN	V;IND;PL;3;PRS;FIN
atópanse	sao	atópanse	sao	PROPN	V;IND;PL;3;PRS;FIN
atópanse	are	atópanse	are	PROPN	N;MASC;SG
fósemos	foram	fósemo	ser	V	V;IND;PL;3;PST;FIN
fósemos	eram	fósemo	ser	V	V;IND;PL;3;IPFV;FIN
sabiades	fiz	sabiar	fazer	N	V;IND;SG;1;PST;FIN
sabiades	did	sabiar	dider	N	PROPN;MASC;SG
sabiades	fê	sabiar	fazer	N	V;IND;SG;3;PST;FIN
sabiades	fez	sabiar	fazer	N	V;IND;SG;3;PST;FIN
sabiades	conheça	sabiar	conhecer	N	V;SBJV;SG;3;PRS;FIN
sabiades	saiba	sabiar	saber	N	V;SBJV;SG;3;PRS;FIN
sabiades	sei	sabiar	saber	N	V;IND;SG;1;PRS;FIN
sabiades	sabe	sabiar	saber	N	V;IND;SG;3;PRS;FIN
sabiades	tu	sabiar	tu	N	INTJ
sabiades	você	sabiar	você	N	PRO;NOM;SG;3
sabiades	vc	sabiar	vc	N	PRO;NOM;MASC;SG;3
deitados	mentir	deitado	mentir	N	V;NFIN
deitados	deitada	deitado	deitar	N	V;FEM;SG;V.PTCP
deitados	deitado	deitado	deitar	N	V;MASC;SG;V.PTCP
deitados	mentiroso	deitado	mentiroso	N	ADJ;MASC;SG
razas	chover	raza	chover	N	V;NFIN
cambiará	will	cambiar	will	V	N;MASC;SG
cambiará	vontade	cambiar	vontade	V	N;FEM;SG
cambiará	mudança	cambiar	mudança	V	N;FEM;SG
cambiará	mudanças	cambiar	mudança	V	N;FEM;PL
cambiará	troco	cambiar	troco	V	N;MASC;SG
descuberta	descoberta	descuberta	descoberta	V	N;FEM;SG
descuberta	descoberta	descuberta	descoberta	V	N;FEM;SG
descuberta	discovery	descuberta	discovery	V	N;MASC;SG
voluntario	voluntariado	voluntario	voluntariado	N	V;MASC;SG;V.PTCP
voluntario	voluntária	voluntario	voluntário	N	ADJ;FEM;SG
ímoslle	deixe	ímoslle	deixar	PROPN	V;SBJV;SG;3;PRS;FIN
ímoslle	deixa	ímoslle	deixar	PROPN	V;IND;SG;3;PRS;FIN
ímoslle	aqui	ímoslle	aqui	PROPN	ADV
pódesme	pode	pódesme	poder	ADV	V;IND;SG;3;PRS;FIN
pódesme	podem	pódesme	poder	ADV	V;IND;PL;3;PRS;FIN
pódesme	lata	pódesme	lata	ADV	N;FEM;SG
pódesme	can	pódesme	can	ADV	N;MASC;SG
pódesme	tu	pódesme	tu	ADV	INTJ
pódesme	você	pódesme	você	ADV	PRO;NOM;SG;3
pódesme	vc	pódesme	vc	ADV	PRO;NOM;MASC;SG;3
estarías	tu	estar	tu	V	INTJ
estarías	você	estar	você	V	PRO;NOM;SG;3
estarías	vc	estar	vc	V	PRO;NOM;MASC;SG;3
desesperado	desespero	desesperar	desespero	V	N;MASC;SG
superar	over	superar	over	V	N;MASC;SG
convén	por	convir	por	V	ADP
convén	para	convir	para	V	ADP
cambiamos	mudança	cambiar	mudança	V	N;FEM;SG
cambiamos	mudanças	cambiar	mudança	V	N;FEM;PL
cambiamos	troco	cambiar	troco	V	N;MASC;SG
entendedes	tu	entendede	tu	V	INTJ
entendedes	você	entendede	você	V	PRO;NOM;SG;3
entendedes	vc	entendede	vc	V	PRO;NOM;MASC;SG;3
terminou	over	terminar	over	V	N;MASC;SG
alimenta	semente	alimentar	semente	V	N;FEM;SG
alimenta	sementes	alimentar	semente	V	N;FEM;PL
hoxendía	hj	hoxender	hj	N	V;IND;SG;1;PRS;FIN
hoxendía	hoje	hoxender	hoje	N	ADV
creador	criadora	creador	criadora	N	ADJ;FEM;SG
naturais	naturais	natural	natural	ADJ	N;MASC;PL
caendo	down	caendo	down	V	N;MASC;SG
lavadora	lavar	lavador	lavar	N	V;NFIN
deixará	tu	deixar	tu	V	INTJ
deixará	você	deixar	você	V	PRO;NOM;SG;3
deixará	vc	deixar	vc	V	PRO;NOM;MASC;SG;3
comezos	cedo	comezo	cedo	N	ADV
crearon	eles	crear	eles	V	PRO;NOM;MASC;PL;3
crearon	elas	crear	ele	V	PRO;NOM;FEM;PL;3
viran	visto	vir	ver	V	PROPN;MASC;SG;V.PTCP
