категория	kategorien	категория	kategori	N;INDF;FEM;SG	N;DEF;MASC;SG
брат	broren	брат	bror	N;INDF;MASC;SG	N;DEF;MASC;SG
работа	jobben	работа	jobb	N;INDF;FEM;SG	N;DEF;MASC;SG
работа	arbeide	работа	arbeide	N;INDF;FEM;SG	V;NFIN
работа	jobbe	работа	jobbe	N;INDF;FEM;SG	V;NFIN
работа	jobber	работа	jobbe	N;INDF;FEM;SG	N;INDF;FEM;PL
голове	mål	гол	mål	N;INDF;MASC;PL	N;INDF;NEUT;SG
голове	goals	гол	goal	N;INDF;MASC;PL	N;INDF;SG
голове	målene	гол	mål	N;INDF;MASC;PL	N;DEF;FEM;PL
остров	øya	остров	øy	N;INDF;MASC;SG	N;DEF;FEM;SG
председател	presidenten	председател	president	N;INDF;MASC;SG	N;DEF;MASC;SG
председател	ordstyrer	председател	ordstyre	N;INDF;MASC;SG	N;INDF;FEM;PL
среща	møtes	среща	møta	N;INDF;FEM;SG	V;IND;PRS;FIN
среща	møt	среща	møte	N;INDF;FEM;SG	V;IMP;FIN
среща	møteplassen	среща	møteplass	N;INDF;FEM;SG	N;DEF;MASC;SG
групи	band	група	band	N;INDF;FEM;PL	N;INDF;NEUT;SG
групи	gruppene	група	gruppe	N;INDF;FEM;PL	N;DEF;FEM;PL
информация	informasjonen	информация	informasjon	N;INDF;FEM;SG	N;DEF;MASC;SG
информация	opplysninger	информация	opplysninger	N;INDF;FEM;SG	N;INDF;FEM;PL
нови	ny	нов	ny	ADJ;INDF;PL	ADJ;INDF;SG
нови	nyhet	нов	nyh	ADJ;INDF;PL	N;INDF;MASC;SG
нови	new	нов	new	ADJ;INDF;PL	N;INDF;SG
нови	nytt	нов	ny	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
пъти	brette	път	brette	N;MASC	N;INDF;MASC;SG
пъти	folder	път	folde	N;MASC	N;INDF;MASC;PL
пъти	tidspunkter	път	tidspunkt	N;MASC	N;INDF;FEM;PL
пъти	tider	път	tid	N;MASC	N;INDF;FEM;PL
пъти	tidene	път	tid	N;MASC	N;DEF;FEM;PL
пъти	ganger	път	gange	N;MASC	N;INDF;MASC;PL
пъти	times	път	time	N;MASC	N;GEN;INDF;MASC;SG
цел	aim	цел	aim	N;INDF;FEM;SG	NUM
цел	hensikt	цел	hensikt	N;INDF;FEM;SG	ADJ;INDF;NEUT;SG
цел	målsettingen	цел	målsetting	N;INDF;FEM;SG	N;DEF;MASC;SG
цел	målet	цел	mål	N;INDF;FEM;SG	N;DEF;NEUT;SG
участие	delta	участие	delta	N;INDF;NEUT;SG	V;NFIN
войната	krig	война	krig	N;DEF;FEM;SG	N;INDF;MASC;SG
османската	osmanske	османски	osmansk	ADJ;DEF;FEM;SG	ADJ;PL
никола	nicolas	никол	nicol	PROPN;INDF;MASC;SG	N
никола	nicholas	никол	nichol	PROPN;INDF;MASC;SG	N
никола	nikola	никол	nikola	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
никола	nicola	никол	nicol	PROPN;INDF;MASC;SG	N
море	havet	море	hav	N;INDF;NEUT;SG	N;DEF;NEUT;SG
пловдив	plovdiv	пловдив	plovdiv	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
отбора	lag	отбор	lag	N;DEF;MASC;SG	N;INDF;NEUT;SG
отбора	team	отбор	team	N;DEF;MASC;SG	N;INDF;NEUT;SG
списък	listen	списък	list	N;INDF;MASC;SG	N;DEF;MASC;SG
историята	historikk	история	historikk	N;DEF;FEM;SG	N;INDF;MASC;SG
историята	history	история	history	N;DEF;FEM;SG	N;INDF;NEUT;SG
историята	historie	история	historie	N;DEF;FEM;SG	N;INDF;FEM;SG
култура	kulturen	култура	kultur	N;INDF;FEM;SG	N;DEF;MASC;SG
всяка	every	всеки	every	DET;FEM;SG	N
всяка	hver	всеки	hver	DET;FEM;SG	
всяка	hvert	всеки	hvert	DET;FEM;SG	
всяка	hver	всеки	hver	DET;FEM;SG	
всяка	hvert	всеки	hvert	DET;FEM;SG	
същата	same	същ	same	ADJ;DEF;FEM;SG	DET;DEF
същата	samme	същ	samme	ADJ;DEF;FEM;SG	N;INDF;NEUT;SG
известни	kjent	известен	kjent	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
известни	berømt	известен	berømme	ADJ;INDF;PL	ADJ;INDF;SG
статия	artikkelen	статия	artikkel	N;INDF;FEM;SG	N;DEF;MASC;SG
територията	territorium	територия	territorium	N;DEF;FEM;SG	N;INDF;NEUT;SG
повечето	most	повече	most	ADV;DEF;PL	N;INDF;FEM;SG
повечето	meste	повече	mykje	ADV;DEF;PL	ADJ;DEF;RL
повечето	mest	повече	mykje	ADV;DEF;PL	ADJ;INDF;RL
друг	andre	друг	annan	ADJ;INDF;MASC;SG	DET;PL
друг	annet	друг	annet	ADJ;INDF;MASC;SG	N;INDF;NEUT;SG
друг	annen	друг	annen	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
джон	john	джон	john	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
малки	lite	малък	lite	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
малки	small	малък	small	ADJ;INDF;PL	N;INDF;NEUT;SG
малки	smått	малък	liten	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
малки	liten	малък	liten	ADJ;INDF;PL	ADJ;INDF;MASC;SG
малки	lille	малък	lilje	ADJ;INDF;PL	N;INDF;MASC;SG
малки	lite	малък	lite	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
малки	liten	малък	liten	ADJ;INDF;PL	ADJ;INDF;MASC;SG
вероятно	trolig	вероятно	trolig	ADV	ADJ;INDF;NEUT;SG
вероятно	sikkert	вероятно	sikker	ADV	ADJ;INDF;NEUT;SG
вероятно	antakelig	вероятно	antakelig	ADV	N;INDF;MASC;SG
вероятно	antagelig	вероятно	antagelig	ADV	ADJ;INDF;NEUT;SG
организация	organisasjonen	организация	organisasjon	N;INDF;FEM;SG	N;DEF;MASC;SG
организация	organisasjonen	организация	organisasjon	N;INDF;FEM;SG	N;DEF;MASC;SG
договор	traktaten	договор	traktat	N;INDF;MASC;SG	N;DEF;MASC;SG
север	nordover	север	nordov	N;INDF;MASC;SG	ADP
север	north	север	north	N;INDF;MASC;SG	PROPN
север	nord	север	nord	N;INDF;MASC;SG	ADP
васил	vasil	вася-(се)	vasil	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
изток	east	изток	eest	N;INDF;MASC;SG	PROPN
четири	four	четири	four	NUM;INDF;PL	N
испания	spania	испания	spanie	PROPN;INDF;FEM;SG	PROPN
особено	især	особено	især	ADV	N;INDF;NEUT;SG
особено	spesielt	особено	spesiell	ADV	ADJ;INDF;NEUT;SG
особено	spesiellt	особено	spesiell	ADV	ADJ;INDF;NEUT;SG
особено	særlig	особено	særlig	ADV	ADJ;INDF;NEUT;SG
особено	især	особено	især	ADV	N;INDF;NEUT;SG
особено	spesielt	особено	spesiell	ADV	ADJ;INDF;NEUT;SG
особено	spesiellt	особено	spesiell	ADV	ADJ;INDF;NEUT;SG
особено	særlig	особено	særlig	ADV	ADJ;INDF;NEUT;SG
човек	personen	човек	person	N;INDF;MASC;SG	N;DEF;MASC;SG
човек	menneskelig	човек	menneskelig	N;INDF;MASC;SG	ADJ;INDF;NEUT;SG
човек	mannen	човек	mann	N;INDF;MASC;SG	N;DEF;MASC;SG
общо	totalt	общо	total	ADV	ADJ;INDF;NEUT;SG
общо	totale	общо	total	ADV	ADJ;PL
общо	total	общо	total	ADV	ADJ;INDF;SG
треньор	trener	треньор	trene	N;INDF;MASC;SG	N;INDF;MASC;PL
треньор	trainer	треньор	traine	N;INDF;MASC;SG	N;INDF;FEM;PL
треньор	trener	треньор	trene	N;INDF;MASC;SG	N;INDF;MASC;PL
отбори	lagene	отбор	lage	N;INDF;MASC;PL	N;DEF;FEM;PL
отбори	teamene	отбор	team	N;INDF;MASC;PL	N;INDF;MASC;SG
отбори	team	отбор	team	N;INDF;MASC;PL	N;INDF;NEUT;SG
рим	rome	рим	rome	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
рим	roma	рим	rom	PROPN;INDF;MASC;SG	PROPN
управление	kontroller	управление	kontrollere	N;INDF;NEUT;SG	N;INDF;FEM;PL
управление	kontrollerer	управление	kontrollere	N;INDF;NEUT;SG	V;IND;PRS;FIN
управление	kontrollene	управление	kontrolle	N;INDF;NEUT;SG	N;DEF;FEM;PL
хората	mennesker	хора	menneske	N;DEF	N;INDF;MASC;SG
хората	personer	хора	person	N;DEF	N;INDF;FEM;PL
хората	personar	хора	person	N;DEF	N;INDF;MASC;PL
хората	folk	хора	folk	N;DEF	N;INDF;NEUT;PL
видове	art	вид	art	N;INDF;MASC;PL	N;INDF;MASC;SG
живота	liv	живот	liv	N;DEF;MASC;SG	N;INDF;NEUT;SG
живота	life	живот	life	N;DEF;MASC;SG	N;INDF;MASC;SG
стефан	stefan	стефан	stefan	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
стефан	stephan	стефан	stephan	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
тип	skriv	тип	skrive	N;INDF;MASC;SG	V;IMP;FIN
тип	typen	тип	type	N;INDF;MASC;SG	N;DEF;MASC;SG
военни	militæret	военен	militær	ADJ;INDF;PL	N;DEF;NEUT;SG
военни	militær	военен	militær	ADJ;INDF;PL	ADJ;INDF;SG
изчезване	forsvinner	изчезване	forsvinner	N;INDF;NEUT;SG	V;IND;PRS;FIN
изчезване	flyktige	изчезване	flyktig	N;INDF;NEUT;SG	ADJ;PL
изчезване	forsvinner	изчезване	forsvinner	N;INDF;NEUT;SG	V;IND;PRS;FIN
изчезване	forsvinningen	изчезване	forsvinning	N;INDF;NEUT;SG	N;DEF;MASC;SG
вида	vida	вид	vid	N;DEF;MASC;SG	N;INDF;MASC;SG
съвет	kommunestyret	съвет	kommunestyre	N;INDF;MASC;SG	N;DEF;NEUT;SG
свързани	assosiert	свържа	assosiere	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
свързани	relatert	свържа	relatere	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
свързани	relaterte	свържа	relatere	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PL;V.PTCP
свързани	koblet	свържа	kobl	V;PFV;INDF;PL;V.PTCP;PASS	N;DEF;NEUT;SG
свързани	tilkoblet	свържа	tilkobet	V;PFV;INDF;PL;V.PTCP;PASS	N;DEF;NEUT;SG
свързани	sammenkoblet	свържа	sammenkobl	V;PFV;INDF;PL;V.PTCP;PASS	N;DEF;NEUT;SG
свързани	tilknyttet	свържа	tilknytte	V;PFV;INDF;PL;V.PTCP;PASS	N;DEF;NEUT;SG
свързани	knyttet	свържа	knytt	V;PFV;INDF;PL;V.PTCP;PASS	N;DEF;NEUT;SG
свързани	lenket	свържа	lank	V;PFV;INDF;PL;V.PTCP;PASS	N;DEF;NEUT;SG
свързани	koblet	свържа	kobl	V;PFV;INDF;PL;V.PTCP;PASS	N;DEF;NEUT;SG
римски	roman	римски	roman	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
христо	hristo	христо	hristo	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
кръг	rundt	кръг	rundt	N;INDF;MASC;SG	ADP
кръг	rund	кръг	rund	N;INDF;MASC;SG	ADJ;INDF;SG
кръг	runden	кръг	runde	N;INDF;MASC;SG	N;DEF;MASC;SG
карта	kortet	карта	kort	N;INDF;FEM;SG	N;DEF;NEUT;SG
англия	england	англия	england	PROPN;INDF;FEM;SG	N;INDF;NEUT;SG
нов	nyhet	нов	nyh	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
нов	nye	нов	ny	ADJ;INDF;MASC;SG	ADJ;PL
нов	new	нов	new	ADJ;INDF;MASC;SG	N;INDF;SG
неговата	hans	мой	hans	DET;DEF;FEM;SG;3	PRO;NEUT;SG
неговата	sin	мой	sin	DET;DEF;FEM;SG;3	PRO;MASC;SG
песни	sanger	песен	sanger	N;INDF;FEM;PL	N;INDF;MASC;SG
песни	songs	песен	song	N;INDF;FEM;PL	N;INDF;NEUT;SG
втори	sekund	втори	sekund	ADJ;INDF;MASC;SG	N;INDF;NEUT;SG
втори	andre	втори	annan	ADJ;INDF;MASC;SG	DET;PL
втори	second	втори	second	ADJ;INDF;MASC;SG	N
множество	flere	множество	flere	N;INDF;NEUT;SG	
политика	retningslinjene	политика	retningslinje	N;INDF;FEM;SG	N;DEF;FEM;PL
политика	retningslinjer	политика	retningslinje	N;INDF;FEM;SG	N;INDF;FEM;PL
стара	old	стар	old	ADJ;INDF;FEM;SG	
стара	gammel	стар	gammel	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
стара	gamle	стар	gammal	ADJ;INDF;FEM;SG	ADJ;PL
форма	formen	форма	form	N;INDF;FEM;SG	N;DEF;MASC;SG
форма	skjemaet	форма	skjema	N;INDF;FEM;SG	N;DEF;NEUT;SG
семейството	familie	семейство	familie	N;DEF;NEUT;SG	N;INDF;MASC;SG
семейството	slekt	семейство	slekkje	N;DEF;NEUT;SG	N;INDF;FEM;SG
съпруга	kona	съпруга	kone	N;INDF;FEM;SG	N;DEF;FEM;SG
втора	sekund	втори	sekund	ADJ;INDF;FEM;SG	N;INDF;NEUT;SG
втора	andre	втори	annan	ADJ;INDF;FEM;SG	DET;PL
втора	second	втори	second	ADJ;INDF;FEM;SG	N
район	distriktet	район	distrikt	N;INDF;MASC;SG	N;DEF;NEUT;SG
район	området	район	område	N;INDF;MASC;SG	N;DEF;NEUT;SG
близо	nære	близо	nær	ADV	ADJ;PL
близо	lukk	близо	lukk	ADV	N;INDF;NEUT;SG
близо	lukke	близо	lukke	ADV	N;INDF;FEM;SG
близо	nær	близо	nær	ADV	ADJ;INDF;SG
близо	close	близо	close	ADV	N
близо	nært	близо	nær	ADV	ADJ;INDF;NEUT;SG
близо	near	близо	near	ADV	N;INDF;MASC;SG
близо	nær	близо	nær	ADV	ADJ;INDF;SG
варна	varna	варна	varne	PROPN;INDF;FEM;SG	N;DEF;NEUT;SG
награди	utmerkelser	награда	utmerkelse	N;INDF;FEM;PL	N;INDF;MASC;SG
награди	utdelingen	награда	utdeling	N;INDF;FEM;PL	N;DEF;MASC;SG
награди	awards	награда	Award	N;INDF;FEM;PL	N;INDF;MASC;SG
награди	utmerkelse	награда	utmerkelse	N;INDF;FEM;PL	N;INDF;MASC;SG
награди	premier	награда	premie	N;INDF;FEM;PL	N;INDF;MASC;SG
немски	tysk	немски	tysk	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
вода	vann	вода	vinne	N;INDF;FEM;SG	V;IND;PST;FIN
първоначално	opprinnelig	първоначално	opprinnelig	ADV	ADJ;INDF;NEUT;SG
първоначално	innledende	първоначално	innledende	ADV	N;INDF;MASC;SG
карл	karl	карл	karl	PROPN;INDF;MASC;SG	N;MASC
карл	karl	карл	karl	PROPN;INDF;MASC;SG	N;MASC
карл	carl	карл	carl	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
свят	verdens	свят	verd	N;INDF;MASC;SG	N;GEN;DEF;MASC;SG
свят	verden	свят	verden	N;INDF;MASC;SG	
николай	nikolaj	николай	nikolaj	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
николай	nikolai	николай	nikolai	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
николай	nicolai	николай	nicolai	PROPN;INDF;MASC;SG	N;MASC
николай	nikolaj	николай	nikolaj	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
скоро	snart	скоро	snar	ADV	ADJ;INDF;NEUT;SG
скоро	soon	скоро	soon	ADV	N;INDF;SG
западна	west	западна	west	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
западна	vest	западна	vest	ADJ;INDF;FEM;SG	ADP
западна	vesten	западна	vest	ADJ;INDF;FEM;SG	N;DEF;MASC;SG
западна	vest	западна	vest	ADJ;INDF;FEM;SG	ADP
западна	vestlige	западна	vestlig	ADJ;INDF;FEM;SG	ADJ;PL
западна	western	западна	western	ADJ;INDF;FEM;SG	N
войски	troppene	войска	troppe	N;INDF;FEM;PL	N;DEF;FEM;PL
живее	lives	живея	lives	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
избран	valgt	избера	velg	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
избран	utvalgte	избера	utvalg	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PL
избран	utvalgt	избера	utvalg	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG
избран	valgt	избера	velg	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
избран	utvalgte	избера	utvalg	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PL
избран	utvalgt	избера	utvalg	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG
марк	marc	марк	marc	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
марк	marker	марк	marker	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
марк	merk	марк	merk	PROPN;INDF;MASC;SG	V;IMP;FIN
марк	mark	марк	mark	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
запад	vest	запад	vest	N;INDF;MASC;SG	ADP
запад	vesten	запад	vest	N;INDF;MASC;SG	N;DEF;MASC;SG
революционер	revolusjonære	революционер	revolusjonær	N;INDF;MASC;SG	ADJ;PL
революционер	revolusjonerende	революционер	revolusjonerende	N;INDF;MASC;SG	ADJ;PL;V.PTCP
уебсайт	nettstedet	уебсайт	nettsted	N;INDF;MASC;SG	N;DEF;NEUT;SG
земята	jord	земя	jord	N;DEF;FEM;SG	N;INDF;FEM;SG
връзка	koble	връзка	koble	N;INDF;FEM;SG	V;IMP;FIN
връзка	forholdet	връзка	forhold	N;INDF;FEM;SG	N;DEF;NEUT;SG
италиански	italiener	италиански	italiene	ADJ;INDF;MASC;SG	N;INDF;MASC;PL
италиански	italienske	италиански	italiensk	ADJ;INDF;MASC;SG	ADJ;PL
италиански	italiensk	италиански	italiensk	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
създава	opprettes	създавам	opprettes	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
москва	moscow	москва	moscow	PROPN;INDF;FEM;SG	N
москва	moskva	москва	moskve	PROPN;INDF;FEM;SG	N;INDF;NEUT;SG
как	hvordan	как	hvordan	ADV	N;INDF;MASC;SG
как	how	как	how	ADV	N;INDF;SG
китай	kina	китай	Kina	N;INDF;MASC;SG	PROPN
великобритания	storbritannia	великобритания	storbritanni	PROPN;INDF;FEM;SG	N;INDF;MASC;SG
свети	hellige	свет	hellige	N;INDF;MASC;SG	ADJ;PL
кариера	karrieren	кариера	karriere	N;INDF;FEM;SG	N;DEF;MASC;SG
кариера	karrierer	кариера	karriere	N;INDF;FEM;SG	N;INDF;FEM;PL
кариера	steinbruddet	кариера	steinbrudd	N;INDF;FEM;SG	N;DEF;NEUT;SG
лига	liga	лига	lige	N;INDF;FEM;SG	ADJ;INDF;SG;V.PTCP
лига	liga	лига	lige	N;INDF;FEM;SG	ADJ;INDF;SG;V.PTCP
роман	romersk	роман	romersk	N;INDF;MASC;SG	ADJ;INDF;SG
политически	politisk	политически	politisk	ADV	ADJ;INDF;NEUT;SG
америка	amerika	америка	amerika	PROPN;INDF;FEM;SG	N;INDF;MASC;SG
америка	america	америка	america	PROPN;INDF;FEM;SG	N;INDF;MASC;SG
другите	andre	друг	annan	ADJ;DEF;PL	DET;PL
произход	proveniens	произход	proveni	N;INDF;MASC;SG	N;GEN;DEF;MASC;SG
произход	opprinnelsen	произход	opprinnels	N;INDF;MASC;SG	N;DEF;MASC;SG
точка	elementet	точка	element	N;INDF;FEM;SG	N;DEF;NEUT;SG
фридрих	friedrich	фридрих	friedrich	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
фридрих	frederick	фридрих	frederick	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
сърбия	serbia	сърбия	serbi	PROPN;INDF;FEM;SG	N;INDF;MASC;SG
първо	første	първо	første	ADV	ADJ;DEF;SG
първо	forst	първо	forst	ADV	N;INDF;MASC;SG
първо	first	първо	first	ADV	N
предимно	hovedsakelig	предимно	hovedsakelig	ADV	N;INDF;FEM;SG
предимно	hovedsaklig	предимно	hovedsaklig	ADV	ADJ;INDF;NEUT;SG
предимно	hovedsakelig	предимно	hovedsakelig	ADV	N;INDF;FEM;SG
предимно	mest	предимно	mykje	ADV	ADJ;INDF;RL
предимно	overveiende	предимно	overveiende	ADV	ADJ;INDF;SG
силно	høylytt	силно	høylytt	ADV	N;INDF;MASC;SG
силно	høyt	силно	høyt	ADV	N;INDF;NEUT;SG
силно	høgt	силно	høg	ADV	ADJ;INDF;NEUT;SG
силно	sterk	силно	sterk	ADV	ADJ;INDF;SG
силно	strong	силно	strong	ADV	N;INDF;MASC;SG
силно	sterke	силно	sterk	ADV	ADJ;PL
силно	sterkt	силно	sterk	ADV	ADJ;INDF;NEUT;SG
силно	hard	силно	hard	ADV	ADJ;INDF;SG
силно	vanskeleg	силно	vanskeleg	ADV	ADJ;INDF;NEUT;SG
силно	hardt	силно	hard	ADV	ADJ;INDF;NEUT;SG
силно	vanskelig	силно	vanskelig	ADV	ADJ;INDF;NEUT;SG
писатели	forfattere	писател	forfattere	N;INDF;MASC;PL	V;NFIN
годината	årsmodell	година	årsmodell	N;DEF;FEM;SG	N;INDF;MASC;SG
годината	år	година	år	N;DEF;FEM;SG	N;INDF;NEUT;SG
михаил	mikhail	михаил	mikhail	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
михаил	mihail	михаил	mihail	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
членове	medlemmene	член	medlem	N;INDF;MASC;PL	N;DEF;MASC;PL
всичко	everything	всеки	everything	PRO;NOM;NEUT;SG	N;INDF;FEM;SG
всичко	alt	всеки	alt	PRO;NOM;NEUT;SG	PRO;NEUT;SG;3
всичко	allting	всеки	allting	PRO;NOM;NEUT;SG	N;INDF;FEM;SG
всичко	alle	всеки	alle	PRO;NOM;NEUT;SG	PRO;PL;3
всичко	alt	всеки	alt	PRO;NOM;NEUT;SG	PRO;NEUT;SG;3
всичко	all	всеки	all	PRO;NOM;NEUT;SG	DET;MASC;SG
включително	inklusiv	включително	inklusiv	ADV	N;INDF;MASC;SG
включително	deriblant	включително	deriblant	ADV	N;INDF;NEUT;SG
включително	inklusive	включително	inklusiv	ADV	ADJ;PL
включително	inkludert	включително	inkludere	ADV	ADJ;INDF;SG;V.PTCP
такива	slikt	такъв	slikt	DET;PL	PRO;NEUT;SG;3
такива	slik	такъв	slik	DET;PL	ADV
такива	sådan	такъв	sådan	DET;PL	N;INDF;MASC;SG
българско	bulgarsk	български	bulgarsk	ADV	N;INDF;MASC;SG
българско	bulgarske	български	bulgarsk	ADV	ADJ;PL
възраст	alderen	възраст	alder	N;INDF;FEM;SG	N;DEF;MASC;SG
комитет	komiteen	комитет	komité	N;INDF;MASC;SG	N;DEF;MASC;SG
добър	flinke	добър	flink	ADJ;INDF;MASC;SG	ADJ;PL
езици	språk	език	språk	N;INDF;MASC;PL	N;INDF;NEUT;SG
държави	landene	държава	land	N;INDF;FEM;PL	N;DEF;FEM;PL
държави	land	държава	land	N;INDF;FEM;PL	N;INDF;NEUT;SG
бързо	kjapt	бързо	kjapp	ADV	ADJ;INDF;NEUT;SG
бързо	raskt	бързо	rask	ADV	ADJ;INDF;NEUT;SG
бързо	kjapp	бързо	kjapp	ADV	N;INDF;MASC;SG
бързо	rask	бързо	rask	ADV	ADJ;INDF;SG
бързо	kjapp	бързо	kjapp	ADV	N;INDF;MASC;SG
бързо	raskt	бързо	rask	ADV	ADJ;INDF;NEUT;SG
бързо	rask	бързо	rask	ADV	ADJ;INDF;SG
бързо	hurtig	бързо	hurtig	ADV	ADJ;INDF;NEUT;SG
бързо	raske	бързо	rask	ADV	ADJ;PL
бързо	fort	бързо	fort	ADV	ADJ;INDF;NEUT;SG
сега	now	сега	now	ADV	N;INDF;MASC;SG
ссср	sovjet	ссср	sovjet	PROPN;INDF;MASC;SG	N;DEF;NEUT;SG
ссср	sovjetunionen	ссср	sovjetunion	PROPN;INDF;MASC;SG	N;DEF;MASC;SG
учи	studie	уча-(се)	studium	V;IPFV;IMP;SG;2;FIN	N;INDF;MASC;SG
битката	kamp	битка	kamp	N;DEF;FEM;SG	N;INDF;MASC;SG
ред	bestille	ред	bestille	N;INDF;MASC;SG	V;NFIN
турция	tyrkia	турция	tyrki	PROPN;INDF;FEM;SG	N;INDF;NEUT;SG
