die	на	die	на	DET;DEF	ADP
londen	london	londen	london		PROPN;INDF;MASC;SG
londen	лондон	londen	лондон		PROPN;INDF;MASC;SG
reeks	серии	reeks	серия	N;SG	N;INDF;FEM;PL
belangrikste	първична	belangrik	първичен		ADJ;INDF;FEM;SG
belangrikste	първични	belangrik	първичен		ADJ;INDF;PL
belangrikste	първичен	belangrik	първичен		ADJ;INDF;MASC;SG
belangrikste	първично	belangrik	първичен		ADV
speel	игра	speel	игра	V;PRS	N;INDF;FEM;SG
speel	възпроизвеждане	speel	възпроизвеждане	V;PRS	N;INDF;NEUT;SG
speel	свирене	speel	свирене	V;PRS	N;INDF;NEUT;SG
wel	еее	wel	ее	ADV	INTJ
bou	изграждане	bou	изграждане	V;PRS	N;INDF;NEUT;SG
gelei	led	lei	led	V;PST;V.PTCP	N;INDF;NEUT;SG
gegee	дадена	gee	даден	V;PST;V.PTCP	ADJ;INDF;FEM;SG
gegee	дадено	gee	даден	V;PST;V.PTCP	ADV
streek	регионален	streek	регионален	N;SG	ADJ;INDF;MASC;SG
streek	регионално	streek	регионален	N;SG	ADV
streek	регионални	streek	регионален	N;SG	ADJ;INDF;PL
streek	регионална	streek	регионален	N;SG	ADJ;INDF;FEM;SG
gesien	видян	gesien	видя-(се)		V;PFV;INDF;MASC;SG;V.PTCP;PASS
gesien	виждал	gesien	виждам-(се)		V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
gesien	видяна	gesien	видя-(се)		V;PFV;INDF;FEM;SG;V.PTCP;PASS
gesien	видяно	gesien	видя-(се)		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
mees	повечето	baie	повече	ADV;RL	ADV;DEF;PL
jan	ян	jan	ян		PROPN;INDF;MASC;SG
jan	джан	jan	джан		PROPN;INDF;MASC;SG
grond	почви	grond	почва	N;SG	N;INDF;FEM;PL
grond	почва	grond	почвам-(се)	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
grond	земи	grond	земя	N;SG	N;INDF;FEM;PL
spesies	вид	spesie	вид	N;PL	N;INDF;MASC;SG
png	png	png	png	V;PRS	N;INDF;NEUT;SG
gedoen	готово	doen	готов	V;PST;V.PTCP	ADV
george	джордж	georg	джордж		PROPN;INDF;MASC;SG
iii	ііі	iii	ііі		ADJ;INDF;MASC;SG
iii	iii	iii	iii		ADJ;INDF;MASC;SG
meter	метър	meter	метър		N;INDF;MASC;SG
meter	метра	meter	метър		N;DEF;MASC;SG
meter	метри	meter	метър		N;INDF;MASC;PL
meter	метри	meter	метър		N;INDF;MASC;PL
historiese	историческо	histories	исторически	ADJ;NOM	ADV
historiese	историческо	histories	исторически	ADJ;NOM	ADV
nederland	нидерландия	nederland	нидерланд		N;INDF;FEM;SG
nederland	нидерландски	nederland	нидерландски		ADJ;INDF;MASC;SG
nederland	холандия	nederland	холандия		PROPN;INDF;FEM;SG
span	тийм	span	тийм	N;SG	N;INDF;MASC;PL
span	team	span	team	N;SG	PROPN;INDF;MASC;SG
frans	френско	frans	френски		ADV
frans	французи	frans	француга		N;INDF;MASC;PL
frans	френска	frans	френски		ADJ;INDF;FEM;SG
frans	френски	frans	френски		ADJ;INDF;MASC;SG
frans	французин	frans	французин		N;INDF;MASC;SG
gewen	уон	wen	уон	V;PST;V.PTCP	N;INDF;MASC;SG
japan	япония	japan	япония	PROPN;SG	N;INDF;FEM;SG
oorlede	умрял	oorlede	умра		V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
oorlede	умряла	oorlede	умра		V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
militêre	военно	militêr	военен	ADJ;NOM	ADV
paul	пол	paul	пол		N;INDF;MASC;SG
paul	паул	paul	паул		PROPN;INDF;MASC;SG
veroorsaak	причинявайки	veroorsaak	причинявам	V;PRS	ADV
veroorsaak	причиняване	veroorsaak	причиняване	V;PRS	N;INDF;NEUT;SG
ontdek	открие	ontdek	открия-(се)	V;PRS	V;PFV;IMP;SG;2;PST;FIN
ontdek	откриване	ontdek	откриване	V;PRS	N;INDF;NEUT;SG
oorspronklike	оригинал	oorspronklik	оригинал	ADJ;NOM	N;INDF;MASC;SG
oorspronklike	оригинално	oorspronklik	оригинален	ADJ;NOM	ADV
katolieke	католическо	katoliek	католически	ADJ;NOM	ADV
katolieke	католик	katoliek	католик	ADJ;NOM	N;INDF;MASC;SG
katolieke	католици	katoliek	католик	ADJ;NOM	N;INDF;MASC;PL
katolieke	католичка	katoliek	католичка	ADJ;NOM	N;INDF;FEM;SG
keiser	императорът	keiser	император		N;DEF;MASC;SG
keiser	император	keiser	император		N;INDF;MASC;SG
keiser	императора	keiser	император		N;DEF;MASC;SG
artikels	раздели	artikel	разделя-(се)	N;PL	V;PFV;IMP;SG;2;FIN
sowel	двете	sowel	два	CONJ	NUM;DEF;FEM;PL
sowel	еее	sowel	ее	CONJ	INTJ
goed	добър	goed	добър		ADJ;INDF;MASC;SG
goed	добро	goed	добър		ADV
goed	добре	goed	добре		ADV
goed	еее	goed	ее		INTJ
wet	act	wet	act	N;SG	PROPN;INDF;MASC;SG
beide	двете	beide	два		NUM;DEF;FEM;PL
goeie	добър	goed	добър		ADJ;INDF;MASC;SG
goeie	добро	goed	добър		ADV
goeie	добре	goed	добре		ADV
val	капка	val	капка	V;PRS	N;INDF;FEM;SG
val	есента	val	есен	V;PRS	N;DEF;FEM;SG
val	падане	val	падане	V;PRS	N;INDF;NEUT;SG
val	есен	val	есен	V;PRS	N;INDF;FEM;SG
vsa	сащ	vsa	сащ		PROPN;INDF;MASC;PL
vsa	usa	vsa	usa		PROPN;INDF;MASC;SG
hendrik	хендрик	hendrik	хендрик		PROPN;INDF;MASC;SG
beheer	контролиране	beheer	контролиране	V;PRS	N;INDF;NEUT;SG
beheer	контрол	beheer	контрол	V;PRS	N;INDF;MASC;SG
http	http	http	http		N;INDF;MASC;SG
terug	назад	terug	назад	ADP	ADV
terug	обратно	terug	обратно	ADP	ADV
terug	гръб	terug	гръб	ADP	N;INDF;MASC;SG
min	мин	min	минута	DET	N;INDF;FEM;PL
min	min	min	min	DET	PROPN;INDF;MASC;SG
verkies	услуга	verkies	услуга	V;PRS	N;INDF;FEM;SG
voormalige	бивш	voormalig	бивш	ADJ;NOM	N;INDF;MASC;SG
park	парк	park	парк		N;INDF;MASC;SG
park	park	park	park		ADJ
grens	гранична	grens	граничен	N;SG	ADJ;INDF;FEM;SG
data	данни	data	данна	N;SG	N;INDF;FEM;PL
jong	млада	jonk	млад		ADJ;INDF;FEM;SG
jong	младо	jonk	млад		N;INDF;NEUT;SG
jong	млади	jonk	млад		ADJ;INDF;PL
jong	йънг	jonk	йънг		PROPN;INDF;MASC;SG
jong	млад	jonk	млад		ADJ;INDF;MASC;SG
noorde	северно	noord	северно		ADV
noorde	север	noord	север		N;INDF;MASC;SG
noorde	северна	noord	северен		ADJ;INDF;FEM;SG
buite	отвън	buite	отвън	ADP	ADV
buite	навън	buite	навън	ADP	ADV
buite	открито	buite	открито	ADP	ADV
buite	външен	buite	външен	ADP	ADJ;INDF;MASC;SG
invloed	влияние	invloed	влияние	V;PRS	N;INDF;NEUT;SG
diens	услуги	diens	услуга	N;SG	N;INDF;FEM;PL
blou	сини	blou	син		ADJ;INDF;PL
blou	блу	blou	блу		N;INDF;MASC;SG
blou	синьо	blou	син		ADV
blou	син	blou	син		N;INDF;MASC;SG
blou	синя	blou	син		ADJ;INDF;FEM;SG
blou	расте	blou	раста		V;IPFV;IND;SG;3;PRS;FIN;ACT
blou	растат	blou	раста		V;IPFV;IND;PL;3;PRS;FIN;ACT
blou	мъгла	blou	мъгла		N;INDF;FEM;SG
noordelike	североизток	noordelik	североизток	ADJ;NOM	N;INDF;MASC;SG
noordelike	северен	noordelik	северен	ADJ;NOM	N;INDF;MASC;SG
vind	намиране	vind	намиране	V;PRS	N;INDF;NEUT;SG
vind	намери	vind	намеря-(се)	V;PRS	V;PFV;IND;SG;3;PST;FIN;ACT
verkiesing	изборите	verkiesing	избор	N;SG	N;DEF;MASC;PL
verkiesing	избори	verkiesing	избор	N;SG	N;INDF;MASC;PL
verbind	връзка	verbind	връзка	V;PRS	N;INDF;FEM;SG
verbind	свързване	verbind	свързване	V;PRS	N;INDF;NEUT;SG
griekse	гръцки	grieks	гръцки	N;SG	ADJ;INDF;MASC;SG
griekse	гръцко	grieks	гръцко	N;SG	ADV
griekse	гръцка	grieks	гръцки	N;SG	ADJ;INDF;FEM;SG
behoort	принадлежи	behoort	принадлежа	V;PRS	V;IPFV;IND;SG;3;PRS;FIN;ACT
behoort	принадлежат	behoort	принадлежа	V;PRS	V;IPFV;IND;PL;3;PRS;FIN;ACT
sterre	спаркс	sterr	спаркс	N;PL	N;INDF;MASC;SG
natal	натал	natal	натал	PROPN;SG	PROPN;INDF;MASC;SG
jou	вашият	jou	ваш	PRO;ACC;SG;2	DET;DEF;MASC;SG;2
jou	твоят	jou	тоя	PRO;ACC;SG;2	DET;DEF;MASC;SG;1
jou	твоя	jou	твоя	PRO;ACC;SG;2	DET;DEF;FEM;SG;2
jou	твоята	jou	твой	PRO;ACC;SG;2	DET;DEF;FEM;SG;1
slag	сражения	slag	сражение	N;SG	N;INDF;NEUT;PL
slag	битки	slag	битка	N;SG	N;INDF;FEM;PL
slag	битките	slag	битка	N;SG	N;DEF;FEM;PL
deelstaat	държавно	deelstaat	държавен	N;SG	ADV
son	сън	son	сън	V;PRS	N;INDF;MASC;SG
son	слънце	son	слънце	V;PRS	N;INDF;NEUT;SG
help	помощ	help	помощ	V;PRS	N;INDF;FEM;SG
want	защото	want	защото	CONJ	ADV
voltooi	завършена	voltooi	завърша		V;PFV;INDF;FEM;SG;V.PTCP;PASS
voltooi	завършени	voltooi	завърша		V;PFV;INDF;PL;V.PTCP;PASS
voltooi	завършен	voltooi	завърша		V;PFV;INDF;MASC;SG;V.PTCP;PASS
voltooi	завършено	voltooi	завърша		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
voltooi	завърши	voltooi	завърша		V;PFV;IND;SG;3;PST;FIN;ACT
voltooi	довърши	voltooi	довърша-(се)		V;PFV;IMP;SG;2;FIN
voltooi	довърша	voltooi	довърша-(се)		V;PFV;IND;SG;3;PST;FIN;ACT
voltooi	готово	voltooi	готов		ADV
voltooi	направено	voltooi	направя-(се)		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
voltooi	сторено	voltooi	сторя-(се)		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
voltooi	пълна	voltooi	пълен		ADJ;INDF;FEM;SG
voltooi	пълно	voltooi	пълен		ADV
voltooi	завършен	voltooi	завърша		V;PFV;INDF;MASC;SG;V.PTCP;PASS
voltooi	пълен	voltooi	пълен		ADJ;INDF;MASC;SG
voltooi	завършено	voltooi	завърша		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
kilometer	километри	kilometer	километър	N;SG	N;INDF;MASC;PL
kilometer	километри	kilometer	километър	N;SG	N;INDF;MASC;PL
stelsel	системни	stelsel	системен	N;SG	ADJ;INDF;PL
raad	съвети	raad	съвет	N;SG	N;INDF;MASC;PL
gebly	живели	gebly	живея		V;IPFV;INDF;PL;IPFV;V.PTCP;ACT
gebly	живял	gebly	живея		V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
klub	club	klub	club	N;SG	PROPN;INDF;MASC;SG
ster	звезден	ster	звезден	N;SG	ADJ;INDF;MASC;SG
almal	всички	almal	всеки	PRO	PRO;NOM;PL
almal	всичко	almal	всеки	PRO	PRO;NOM;NEUT;SG
almal	всички	almal	всеки	PRO	PRO;NOM;PL
almal	всеки	almal	всеки	PRO	PRO;NOM;MASC;SG
australië	австралия	australië	австралия		PROPN;INDF;FEM;SG
skakel	връзка	skakel	връзка	V;PRS	N;INDF;FEM;SG
skakel	линк	skakel	линк	V;PRS	N;INDF;MASC;SG
skakel	повикване	skakel	повикване	V;PRS	N;INDF;NEUT;SG
skakel	обаждане	skakel	обаждане	V;PRS	N;INDF;NEUT;SG
skakel	хипервръзка	skakel	хипервръзка	V;PRS	N;INDF;FEM;SG
lyk	изглежда	lyk	изглежда		V;IPFV;IND;SG;3;PRS;FIN;ACT
york	йорк	york	йорк		PROPN;INDF;MASC;SG
generaal	обща	generaal	общ	N;SG	ADJ;INDF;FEM;SG
generaal	общи	generaal	общ	N;SG	ADJ;INDF;PL
sint	синт	sint	синт		ADJ
loop	разходка	loop	разходка	V;PRS	N;INDF;FEM;SG
loop	ходене	loop	ходене	V;PRS	N;INDF;NEUT;SG
antieke	древен	antiek	древен	ADJ;NOM	N;INDF;MASC;SG
antieke	древно	antiek	древно	ADJ;NOM	ADV
musiek	music	musiek	music		PROPN;INDF;MASC;SG
musiek	музиката	musiek	музика		N;DEF;FEM;SG
musiek	музика	musiek	музика		N;INDF;FEM;SG
willem	вилем	willem	вилем		N;INDF;MASC;SG
willem	уилям	willem	уилям		N;INDF;MASC;SG
rooms	стаите	room	стая		N;DEF;FEM;PL
rooms	стаи	room	стая		N;INDF;FEM;PL
verkry	придобит	verkry	придобит	V;PRS	N;INDF;MASC;SG
verkry	придобие	verkry	придобие	V;PRS	V;PFV;IND;SG;3;PST;FIN;ACT
william	уилям	william	уилям		N;INDF;MASC;SG
verkoop	продаване	verkoop	продаване	V;PRS	N;INDF;NEUT;SG
verkoop	продажба	verkoop	продажба	V;PRS	N;INDF;FEM;SG
voël	бърд	voël	бърд	N;SG	PROPN;INDF;MASC;SG
sjina	порцелан	sjina	порцелам	PROPN;SG	N;INDF;MASC;SG
sjina	китай	sjina	китай	PROPN;SG	N;INDF;MASC;SG
sjina	чайна	sjina	чаен	PROPN;SG	N;INDF;FEM;SG
dien	служи	dien	служа		V;IPFV;IND;SG;3;PRS;FIN;ACT
james	джеймс	jame	джеймс		PROPN;INDF;MASC;SG
italië	италия	italië	италия		PROPN;INDF;FEM;SG
duits	германец	duits	германец		N;INDF;MASC;SG
duits	германски	duits	германски		ADJ;INDF;MASC;SG
duits	немски	duits	немски		ADJ;INDF;MASC;SG
duits	немска	duits	немски		ADJ;INDF;FEM;SG
duits	германска	duits	германски		ADJ;INDF;FEM;SG
lei	олово	lei	олово	V;PRS	N;INDF;NEUT;SG
gestel	задаване	stel	задаване	V;PST;V.PTCP	N;INDF;NEUT;SG
gestel	комплект	stel	комплект	V;PST;V.PTCP	N;INDF;MASC;SG
gestel	набор	stel	набор	V;PST;V.PTCP	N;INDF;MASC;SG
eerder	вместо	eerder	вместо		ADP
verloor	изгубено	verloor	изгубя-(се)	V;PRS	ADV
verloor	изгубени	verloor	изгубен	V;PRS	ADJ;INDF;PL
verloor	изгубена	verloor	изгубя-(се)	V;PRS	ADJ;INDF;FEM;SG
verloor	загубен	verloor	загубен	V;PRS	N;INDF;MASC;SG
verloor	загуби	verloor	загуба	V;PRS	N;INDF;FEM;PL
verloor	изгубен	verloor	изгубен	V;PRS	ADJ;INDF;MASC;SG
sewe	седма	sewe	седми	NUM	ADJ;INDF;FEM;SG
handel	търговия	handel	търговия	V;PRS	N;INDF;FEM;SG
handel	търговско	handel	търговски	V;PRS	ADV
oorspronklik	оригинални	oorspronklik	оригинален	ADV	ADJ;INDF;PL
oorspronklik	оригинал	oorspronklik	оригинал	ADV	N;INDF;MASC;SG
oorspronklik	оригинална	oorspronklik	оригинален	ADV	ADJ;INDF;FEM;SG
oorspronklik	оригинален	oorspronklik	оригинален	ADV	ADJ;INDF;MASC;SG
voorbeeld	примерна	voorbeeld	примерна-(се)	N;SG	ADJ;INDF;FEM;SG
sterf	умри	sterf	умра	V;PRS	INTJ
nederlands	холандец	nederlands	холандец		N;INDF;MASC;SG
nederlands	нидерландски	nederlands	нидерландски		ADJ;INDF;MASC;SG
nederlands	дъч	nederlands	дъч		PROPN;INDF;MASC;SG
nederlands	холандски	nederlands	холандски		ADJ;INDF;MASC;SG
verskil	разликата	verskil	разлика	V;PRS	N;DEF;FEM;SG
verskil	разлика	verskil	разлика	V;PRS	N;INDF;FEM;SG
sentraal	централен	sentraal	централен	ADV	ADJ;INDF;MASC;SG
sentraal	централа	sentraal	централа	ADV	N;INDF;FEM;SG
sentraal	централни	sentraal	централен	ADV	ADJ;INDF;PL
sentraal	централна	sentraal	централен	ADV	ADJ;INDF;FEM;SG
oppervlakte	зона	oppervlak	зона	N;PL	N;INDF;FEM;SG
oppervlakte	площ	oppervlak	площ	N;PL	N;INDF;FEM;SG
oppervlakte	област	oppervlak	област	N;PL	N;INDF;FEM;SG
oppervlakte	район	oppervlak	район	N;PL	N;INDF;MASC;SG
bevestig	потвърждение	bevestig	потвърждение	V;PRS	N;INDF;NEUT;SG
bevestig	потвърждаване	bevestig	потвърждаване	V;PRS	N;INDF;NEUT;SG
bevestig	потвърди	bevestig	потвърдя	V;PRS	V;PFV;IND;SG;3;PST;FIN;ACT
crystal	кристъл	crystal	кристъл		N;INDF;MASC;SG
crystal	кристална	crystal	кристален		ADJ;INDF;FEM;SG
crystal	кристал	crystal	кристал		N;INDF;MASC;SG
crystal	кристално	crystal	кристално		ADV
bepaal	решително	bepaal	решително	V;PRS	ADV
bepaal	решителна	bepaal	решителен	V;PRS	ADJ;INDF;FEM;SG
bepaal	решителен	bepaal	решителен	V;PRS	ADJ;INDF;MASC;SG
indiese	индианец	indies	индианец		N;INDF;MASC;SG
indiese	индиец	indies	индиец		N;INDF;MASC;SG
indiese	индийско	indies	индийски		ADV
indiese	индийски	indies	индийски		ADJ;INDF;MASC;SG
indiese	индийска	indies	индийски		ADJ;INDF;FEM;SG
lughawe	бункер	lughawe	бункер	PROPN;SG	N;INDF;MASC;SG
lughawe	летището	lughawe	летище	PROPN;SG	N;DEF;NEUT;SG
lughawe	летище	lughawe	летище	PROPN;SG	N;INDF;NEUT;SG
louis	louis	louis	louis		PROPN;INDF;MASC;SG
louis	луи	louis	луя		N;INDF;MASC;SG
louis	луис	louis	луис		PROPN;INDF;MASC;SG
vertoon	разкриване	vertoon	разкриване	V;PRS	N;INDF;NEUT;SG
vertoon	разкрие	vertoon	разкрия-(се)	V;PRS	V;PFV;IND;SG;3;PST;FIN;ACT
vertoon	показване	vertoon	показване	V;PRS	N;INDF;NEUT;SG
colspan	colspan	colspan	colspan	PART	NUM;INDF;PL
lig	светло	lig	светло	V;PRS	ADV
lig	светлина	lig	светлина	V;PRS	N;INDF;FEM;SG
lig	светлината	lig	светлина	V;PRS	N;DEF;FEM;SG
punt	дот	punt	дот	N;SG	N;INDF;MASC;PL
kant	ръба	kant	ръб		N;DEF;MASC;SG
kant	ръб	kant	ръб		N;INDF;MASC;SG
kant	страна	kant	страна		N;INDF;FEM;SG
kant	страничен	kant	страничен		ADJ;INDF;MASC;SG
betrokke	сгодени	betrek	сгодя	ADJ;NOM	V;PFV;INDF;PL;V.PTCP;PASS
betrokke	ангажирани	betrek	ангажирам	ADJ;NOM	V;PFV;INDF;PL;V.PTCP;PASS
betrokke	сгодена	betrek	сгодя	ADJ;NOM	V;PFV;INDF;FEM;SG;V.PTCP;PASS
wou	издирван	wil	издирвам	V;PST;FIN	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
wou	търсен	wil	търсен	V;PST;FIN	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
rome	рим	rome	рим		PROPN;INDF;MASC;SG
reg	закон	reg	закон		N;INDF;MASC;SG
prof	проф	prof	проф		N;INDF;MASC;SG
elizabeth	елизабет	elizabeth	елизабет		N;INDF;FEM;SG
parys	парис	parys	парис		N;INDF;MASC;SG
parys	париж	parys	париж		PROPN;INDF;MASC;SG
openbare	публично	openbaar	публично	ADJ;NOM	ADV
openbare	обществено	openbaar	обществен	ADJ;NOM	ADV
oud	стари	oud	стар	ADV	ADJ;INDF;PL
oud	стар	oud	стар	ADV	ADJ;INDF;MASC;SG
oud	стара	oud	стар	ADV	ADJ;INDF;FEM;SG
beskikbaar	наличен	beskikbaar	наличен	ADV	ADJ;INDF;MASC;SG
beskikbaar	налични	beskikbaar	наличен	ADV	ADJ;INDF;PL
beskikbaar	налична	beskikbaar	наличен	ADV	ADJ;INDF;FEM;SG
sentrale	централно	sentraal	централен	N;SG	ADV
sentrale	централен	sentraal	централен	N;SG	ADJ;INDF;MASC;SG
sentrale	централни	sentraal	централен	N;SG	ADJ;INDF;PL
sentrale	централна	sentraal	централен	N;SG	ADJ;INDF;FEM;SG
totale	общо	totaal	общо	N;SG	ADV
totale	общ	totaal	общ	N;SG	ADJ;INDF;MASC;SG
totale	обща	totaal	общ	N;SG	ADJ;INDF;FEM;SG
behaal	постижение	behaal	постижение	V;PRS	N;INDF;NEUT;SG
behaal	постижения	behaal	постижение	V;PRS	N;INDF;NEUT;PL
behaal	постигането	behaal	постигане	V;PRS	N;DEF;NEUT;SG
bied	оферта	bied	оферта	V;PRS	N;INDF;FEM;SG
bied	офертата	bied	оферта	V;PRS	N;DEF;FEM;SG
bied	предложение	bied	предложение	V;PRS	N;INDF;NEUT;SG
