категория	kategorin	категория	kategori	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
държава	statliga	държава	statlig	N;INDF;FEM;SG	ADJ;NOM;PL
държава	statligt	държава	statlig	N;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
двете	båda	два	båda	NUM;DEF;FEM;PL	PRO;DEF;PL
двете	både	два	både	NUM;DEF;FEM;PL	CONJ
обикновено	brukar	обикновено	bruka	ADV	V;IND;PRS;FIN;ACT
обикновено	oftast	обикновено	ofta	ADV	ADV;RL
обикновено	typiskt	обикновено	typisk	ADV	ADJ;NOM;INDF;NEUT;SG
големи	large	голям	large	ADJ;INDF;PL	N;NOM;INDF;MASC+FEM;SG
големи	stor	голям	stor	ADJ;INDF;PL	ADJ;NOM;INDF;MASC+FEM;SG
големи	stort	голям	stor	ADJ;INDF;PL	ADJ;NOM;INDF;NEUT;SG
големи	big	голям	big	ADJ;INDF;PL	N;NOM;INDF;NEUT;SG
големи	stor	голям	stor	ADJ;INDF;PL	ADJ;NOM;INDF;MASC+FEM;SG
големи	stort	голям	stor	ADJ;INDF;PL	ADJ;NOM;INDF;NEUT;SG
деца	kids	дете	kida	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
петър	petrus	петър	petrus	PROPN;INDF;MASC;SG	PROPN;NOM
петър	peter	петър	peter	PROPN;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
петър	petar	петър	peta	PROPN;INDF;MASC;SG	V;IMP;FIN;ACT
сили	powers	сила	pow	N;INDF;FEM;PL	PROPN;NOM
дължина	längden	дължина	längd	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
албум	albumet	албум	album	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
гръцки	grek	гръцки	grek	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
гръцки	grekiska	гръцки	grekisk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
дни	dagarna	ден	dag	N;INDF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
дни	days	ден	days	N;INDF;MASC;PL	N;NOM;INDF;NEUT;SG
съюз	unionen	съюз	union	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
съюз	alliansen	съюз	allians	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
политик	politiker	политик	politik	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
работа	arbeta	работа	arbeta	N;INDF;FEM;SG	V;IMP;FIN;ACT
работа	jobba	работа	jobba	N;INDF;FEM;SG	V;IMP;FIN;ACT
голове	mål	гол	mål	N;INDF;MASC;PL	N;NOM;INDF;NEUT;SG
голове	goals	гол	goal	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;SG
остров	ön	остров	ön	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
председател	president	председател	president	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
председател	ordföranden	председател	ordförande	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
председател	talmannen	председател	talman	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
среща	träffas	среща	träffa	N;INDF;FEM;SG	V;NFIN;PASS
среща	mötas	среща	möta	N;INDF;FEM;SG	V;NFIN;PASS
среща	möt	среща	möt	N;INDF;FEM;SG	V;IMP;FIN;ACT
среща	möts	среща	möta	N;INDF;FEM;SG	V;IND;PRS;FIN;PASS
среща	träffa	среща	träffa	N;INDF;FEM;SG	V;IMP;FIN;ACT
среща	mötet	среща	möte	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
среща	mötesplatsen	среща	mötesplats	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
групи	band	група	band	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
групи	grupperna	група	grupp	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
информация	upplysningar	информация	upplysning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
информация	uppgifter	информация	uppgift	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
нови	ny	нов	ny	ADJ;INDF;PL	ADJ;NOM;INDF;MASC+FEM;SG
нови	nyhet	нов	nyhet	ADJ;INDF;PL	N;NOM;INDF;MASC+FEM;SG
нови	nytt	нов	ny	ADJ;INDF;PL	ADJ;NOM;INDF;NEUT;SG
пъти	vik	път	vik	N;MASC	N;NOM;INDF;MASC+FEM;SG
пъти	vika	път	vika	N;MASC	V;IMP;FIN;ACT
пъти	veck	път	veck	N;MASC	N;NOM;INDF;NEUT;SG
пъти	gånger	път	gång	N;MASC	N;NOM;INDF;MASC+FEM;PL
пъти	tider	път	tid	N;MASC	N;NOM;INDF;MASC+FEM;PL
пъти	tiderna	път	tid	N;MASC	N;NOM;DEF;MASC+FEM;PL
пъти	times	път	tim	N;MASC	PROPN;NOM
пъти	ggr	път	gå	N;MASC	N;NOM;INDF;NEUT;SG
писател	skribent	писател	skribent	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
писател	författare	писател	författare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
херцог	duke	херцог	duke	N;INDF;MASC;SG	PROPN;NOM
министър	ministern	министър	minister	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
цел	sikta	цел	sikta	N;INDF;FEM;SG	V;IMP;FIN;ACT
цел	objektivt	цел	objektiv	N;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
цел	målet	цел	måle	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
цел	target	цел	targ	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
участие	deltaga	участие	delta	N;INDF;NEUT;SG	V;IMP;FIN;ACT
участие	delta	участие	delta	N;INDF;NEUT;SG	V;IMP;FIN;ACT
войната	kriga	война	krig	N;DEF;FEM;SG	V;IMP;FIN;ACT
войната	krig	война	krig	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
войната	war	война	war	N;DEF;FEM;SG	V;IMP;FIN;ACT
османската	ottomanska	османски	ottomansk	ADJ;DEF;FEM;SG	ADJ;NOM;PL
никола	nicolas	никол	nicola	PROPN;INDF;MASC;SG	PROPN;NOM
никола	nikola	никол	nikol	PROPN;INDF;MASC;SG	PROPN;NOM
никола	nicola	никол	nicol	PROPN;INDF;MASC;SG	PROPN;NOM
море	havet	море	hav	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
пловдив	plovdiv	пловдив	plovdiv	PROPN;INDF;MASC;SG	PROPN;NOM
отбора	lag	отбор	lag	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
отбора	team	отбор	team	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
историята	historia	история	historia	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
историята	historik	история	historik	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
брой	greve	брой	grev	N;INDF;MASC;SG	PROPN;NOM
брой	räkna	брой	räkna	N;INDF;MASC;SG	V;IMP;FIN;ACT
култура	kulturen	култура	kultur	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
култура	kulturens	култура	kultur	N;INDF;FEM;SG	N;GEN;DEF;MASC+FEM;SG
всяка	vardera	всеки	vardera	DET;FEM;SG	PRO;DEF;SG
същата	samma	същ	samma	ADJ;DEF;FEM;SG	DET;INDF
същата	detsamma	същ	densamma	ADJ;DEF;FEM;SG	PRO;DEF;NEUT;SG
известни	känd	известен	känd	ADJ;INDF;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
известни	känt	известен	känd	ADJ;INDF;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
известни	berömt	известен	beröma	ADJ;INDF;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
известни	berömd	известен	berömd	ADJ;INDF;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
известни	känd	известен	känd	ADJ;INDF;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
статия	artikeln	статия	artikel	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
територията	territorier	територия	territorium	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
територията	territorium	територия	territorium	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
регион	regionen	регион	region	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
повечето	most	повече	most	ADV;DEF;PL	N;NOM;INDF;MASC+FEM;SG
повечето	mest	повече	mycket	ADV;DEF;PL	ADV;RL
редактор	redigerare	редактор	rediger	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
разположен	ligger	разположа-(се)	ligga	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;IND;PRS;FIN;ACT
разположен	lokaliserad	разположа-(се)	lokaliserad	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
разположен	belägen	разположа-(се)	belägen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
разположен	lokaliserat	разположа-(се)	lokalisera	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
разположен	belägen	разположа-(се)	belägen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
разположен	beläget	разположа-(се)	belägen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;NOM;DEF;NEUT;SG
друг	övriga	друг	övrig	ADJ;INDF;MASC;SG	ADJ;NOM;PL
друг	andra	друг	annan	ADJ;INDF;MASC;SG	PRO;INDF;PL
друг	annat	друг	annan	ADJ;INDF;MASC;SG	PRO;INDF;NEUT;SG
джон	johannes	джон	johan	PROPN;INDF;MASC;SG	PROPN;NOM
джон	john	джон	john	PROPN;INDF;MASC;SG	PROPN;NOM
джон	johan	джон	joha	PROPN;INDF;MASC;SG	PROPN;NOM
малки	small	малък	small	ADJ;INDF;PL	N;NOM;INDF;NEUT;SG
малки	litet	малък	litet	ADJ;INDF;PL	ADV
малки	liten	малък	liten	ADJ;INDF;PL	ADJ;NOM;INDF;MASC+FEM;SG
малки	little	малък	littal	ADJ;INDF;PL	N;NOM;INDF;MASC+FEM;SG
малки	lilla	малък	liten	ADJ;INDF;PL	ADJ;NOM;DEF;SG
малки	litet	малък	litet	ADJ;INDF;PL	ADV
малки	liten	малък	liten	ADJ;INDF;PL	ADJ;NOM;INDF;MASC+FEM;SG
футболист	fotbollsspelare	футболист	fotbollsspelare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
организация	organisationen	организация	organisation	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
организация	organisationen	организация	organisation	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
договор	kontraktet	договор	kontrakt	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
договор	fördraget	договор	fördrag	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
север	norra	север	norra	N;INDF;MASC;SG	ADJ;NOM;DEF;SG
север	norrut	север	norrut	N;INDF;MASC;SG	ADV
север	nord	север	nord	N;INDF;MASC;SG	PROPN;NOM
васил	vasil	вася-(се)	vasil	PROPN;INDF;MASC;SG	PROPN;NOM
изток	östra	изток	östra	N;INDF;MASC;SG	ADJ;NOM;DEF;SG
изток	österut	изток	österut	N;INDF;MASC;SG	ADV
изток	östra	изток	östra	N;INDF;MASC;SG	ADJ;NOM;DEF;SG
изток	östlig	изток	östlig	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
испания	spanien	испания	spani	PROPN;INDF;FEM;SG	PROPN;NOM
разположено	ligger	разположа-(се)	ligga	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;IND;PRS;FIN;ACT
разположено	lokaliserad	разположа-(се)	lokaliserad	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
разположено	belägen	разположа-(се)	belägen	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
разположено	lokaliserat	разположа-(се)	lokalisera	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
разположено	belägen	разположа-(се)	belägen	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
разположено	beläget	разположа-(се)	belägen	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	N;NOM;DEF;NEUT;SG
човек	personen	човек	person	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
човек	mänskliga	човек	mänsklig	N;INDF;MASC;SG	ADJ;NOM;PL
човек	mänsklig	човек	mänsklig	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
човек	mänskligt	човек	mänsklig	N;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
човек	mannen	човек	man	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
човек	människan	човек	människa	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
човек	man	човек	man	N;INDF;MASC;SG	PRO;NOM;INDF;MASC+FEM;SG
състав	sammansättningen	състав	sammansättning	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
общо	total	общо	total	ADV	ADJ;NOM;INDF;MASC+FEM;SG
общо	totala	общо	total	ADV	ADJ;NOM;PL
общо	summa	общо	summa	ADV	N;NOM;INDF;MASC+FEM;SG
треньор	utbildare	треньор	utbildare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
треньор	tränaren	треньор	tränare	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
отбори	arbetslag	отбор	arbetslag	N;INDF;MASC;PL	N;NOM;INDF;NEUT;SG
отбори	lag	отбор	lag	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;SG
отбори	team	отбор	team	N;INDF;MASC;PL	N;NOM;INDF;NEUT;SG
рим	rome	рим	rome	PROPN;INDF;MASC;SG	PROPN;NOM
рим	rom	рим	rom	PROPN;INDF;MASC;SG	PROPN;NOM
статии	artiklarna	статия	artikel	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
управление	kontroller	управление	kontroll	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
литература	litteraturen	литература	litteratur	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
дейност	aktiviteten	дейност	aktivitet	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
цар	kungen	цар	kung	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
цар	tsar	цар	tsa	N;INDF;MASC;SG	PROPN;NOM
хората	människor	хора	människa	N;DEF	N;NOM;INDF;MASC+FEM;PL
хората	personer	хора	person	N;DEF	N;NOM;INDF;MASC+FEM;PL
хората	folk	хора	folk	N;DEF	N;NOM;INDF;NEUT;PL
хората	people	хора	people	N;DEF	N;NOM;INDF;MASC+FEM;SG
видове	djurart	вид	djur	N;INDF;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
видове	art	вид	art	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;SG
живота	life	живот	life	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
живота	livstid	живот	livstid	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
живота	liv	живот	liv	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
стефан	stefan	стефан	stefan	PROPN;INDF;MASC;SG	PROPN;NOM
стефан	stephan	стефан	stephan	PROPN;INDF;MASC;SG	PROPN;NOM
военни	militären	военен	militär	ADJ;INDF;PL	N;NOM;DEF;MASC+FEM;SG
военни	militär	военен	militär	ADJ;INDF;PL	N;NOM;INDF;MASC+FEM;SG
военни	militärt	военен	militär	ADJ;INDF;PL	ADJ;NOM;INDF;NEUT;SG
военни	militärer	военен	militär	ADJ;INDF;PL	N;NOM;INDF;MASC+FEM;PL
изчезване	utrotas	изчезване	utrota	N;INDF;NEUT;SG	V;NFIN;PASS
изчезване	försvinner	изчезване	försvinna	N;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
изчезване	försvinna	изчезване	försvinna	N;INDF;NEUT;SG	V;IMP;FIN;ACT
изчезване	försvinner	изчезване	försvinna	N;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
изчезване	försvinna	изчезване	försvinna	N;INDF;NEUT;SG	V;IMP;FIN;ACT
изчезване	försvinnanden	изчезване	försvinnande	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
изчезване	försvinnande	изчезване	försvinna	N;INDF;NEUT;SG	ADJ;NOM;PRS;V.PTCP
изчезване	försvinnandet	изчезване	försvinnande	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
вида	vida	вид	vid	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
шампион	mästaren	шампион	mästare	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
съвет	råd	съвет	råd	N;INDF;MASC;SG	N;NOM;INDF;NEUT;PL
съвет	tipsa	съвет	tips	N;INDF;MASC;SG	V;IMP;FIN;ACT
съвет	rådets	съвет	råd	N;INDF;MASC;SG	N;GEN;DEF;NEUT;SG
съвет	rådet	съвет	råd	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
свързани	associerade	свържа	associera	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
свързани	associerat	свържа	associerad	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
свързани	associerad	свържа	associerad	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
свързани	relaterad	свържа	relaterad	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
свързани	relaterat	свържа	relatera	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
свързани	släkt	свържа	släkt	V;PFV;INDF;PL;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
свързани	närstående	свържа	närstående	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM
свързани	relaterade	свържа	relatera	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
свързани	anslutet	свържа	ansluta	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
свързани	ansluten	свържа	ansluta	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
свързани	anslutna	свържа	ansluta	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
свързани	länkade	свържа	länka	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
свързани	kopplade	свържа	koppla	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
свързани	länkat	свържа	länka	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
свързани	länkad	свържа	länkad	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
исторически	historiska	исторически	historisk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
исторически	historiska	исторически	historisk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
римски	roman	римски	roman	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
римски	romerska	римски	romersk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
христо	hristo	христо	hristo	PROPN;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
кръг	cirklar	кръг	cirkla	N;INDF;MASC;SG	N;NOM;INDF;NEUT;PL
кръг	cirkeln	кръг	cirkel	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
кръг	avrunda	кръг	avrunda	N;INDF;MASC;SG	V;IMP;FIN;ACT
кръг	rund	кръг	rund	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
кръг	runt	кръг	runt	N;INDF;MASC;SG	ADV
кръг	runda	кръг	rund	N;INDF;MASC;SG	ADJ;NOM;PL
карта	kartlägga	карта	kartlägga	N;INDF;FEM;SG	V;IMP;NFIN;ACT
карта	kartan	карта	karta	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
карта	kort	карта	kort	N;INDF;FEM;SG	ADV
карта	kortet	карта	kort	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
англия	england	англия	england	PROPN;INDF;FEM;SG	PROPN;NOM
нов	nyhet	нов	nyhet	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
нов	nya	нов	ny	ADJ;INDF;MASC;SG	ADJ;NOM;PL
неговата	hans	мой	han	DET;DEF;FEM;SG;3	PRO;DEF
втори	sekund	втори	sekund	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
втори	andra	втори	annan	ADJ;INDF;MASC;SG	PRO;INDF;PL
множество	multipla	множество	multipla	N;INDF;NEUT;SG	ADJ;NOM;PL
множество	flera	множество	flera	N;INDF;NEUT;SG	PRO;INDF;PL
политика	policyn	политика	policyn	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
политика	politiker	политика	politik	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
стара	gamla	стар	gammal	ADJ;INDF;FEM;SG	ADJ;NOM;PL
форма	bilda	форма	bilda	N;INDF;FEM;SG	V;IMP;FIN;ACT
семейството	familj	семейство	familj	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
семейството	family	семейство	family	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
семейството	släkt	семейство	släkt	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
съпруга	frun	съпруга	fru	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
втора	sekund	втори	sekund	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
втора	andra	втори	annan	ADJ;INDF;FEM;SG	PRO;INDF;PL
район	regionen	район	region	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
район	distriktet	район	distrikt	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
район	valdistrikt	район	valdistrikt	N;INDF;MASC;SG	N;NOM;INDF;NEUT;PL
район	området	район	område	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
музика	musikåret	музика	musikår	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
близо	stänga	близо	stänga	ADV	V;IMP;NFIN;ACT
близо	stäng	близо	stäng	ADV	V;IMP;FIN;ACT
първенство	mästerskapet	първенство	mästerskap	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
варна	varna	варна	vare	PROPN;INDF;FEM;SG	V;IMP;FIN;ACT
манастир	klostret	манастир	klostret	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
манастир	kloster	манастир	kloster	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
манастир	klostret	манастир	klostret	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
манастир	kloster	манастир	kloster	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
средата	mid	среда	mid	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
награди	awards	награда	acard	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
немски	tyska	немски	tysk	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
първоначално	inledningsvis	първоначално	inledningsvis	ADV	N;NOM;INDF;MASC+FEM;SG
първоначално	ursprungligt	първоначално	ursprunglig	ADV	ADJ;NOM;INDF;NEUT;SG
първоначално	initial	първоначално	initial	ADV	N;NOM;INDF;MASC+FEM;SG
първоначално	ursprunglig	първоначално	ursprunglig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
първоначално	inledande	първоначално	inledande	ADV	ADJ;NOM;PRS;V.PTCP
карл	karl	карл	karl	PROPN;INDF;MASC;SG	PROPN;NOM
карл	carl	карл	carl	PROPN;INDF;MASC;SG	PROPN;NOM
свят	världen	свят	värld	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
николай	nikolaj	николай	nikolaj	PROPN;INDF;MASC;SG	PROPN;NOM
николай	nikolai	николай	nikolai	PROPN;INDF;MASC;SG	PROPN;NOM
николай	nikolaj	николай	nikolaj	PROPN;INDF;MASC;SG	PROPN;NOM
николай	nicolai	николай	nicolai	PROPN;INDF;MASC;SG	PROPN;NOM
николай	nikolaj	николай	nikolaj	PROPN;INDF;MASC;SG	PROPN;NOM
николай	nikolai	николай	nikolai	PROPN;INDF;MASC;SG	PROPN;NOM
административен	administrativa	административен	administrativ	ADJ;INDF;MASC;SG	ADJ;NOM;PL
западна	västra	западна	onstra	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;SG
западна	väst	западна	väst	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
западна	väster	западна	väster	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
западна	västerut	западна	västerut	ADJ;INDF;FEM;SG	ADV
западна	västra	западна	onstra	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;SG
войски	trupp	войска	trupp	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
избран	utvald	избера	utvälja	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
избран	valda	избера	välja	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
избран	utvalda	избера	utvalja	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
избран	vald	избера	välja	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
избран	utvalt	избера	utvälta	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
избран	valt	избера	välja	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
избран	utvald	избера	utvälja	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
избран	valda	избера	välja	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
избран	utvalda	избера	utvalja	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
избран	vald	избера	välja	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
избран	markerade	избера	markera	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;NOM;PL;PST;V.PTCP
избран	markerad	избера	markerad	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
марк	marc	марк	marc	PROPN;INDF;MASC;SG	PROPN;NOM
марк	markera	марк	markera	PROPN;INDF;MASC;SG	V;IMP;FIN;ACT
