especializada	špecializovaných	especializado	špecializovaný	ADJ;FEM;SG;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
entregado	doručila	entregado	doručiť	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
entregado	vzdal	entregado	vzdať	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
entregado	vzdali	entregado	vzdať	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
etiopía	etiópske	etiopía	etiópsky	N;FEM;SG	ADJ;NOM;NEUT;SG
dick	kokot	dick	kokot	PROPN	N;ANIM;NOM;MASC;SG
jefferson	jefferson	jefferson	jefferson	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
celeste	celeste	celeste	celest	ADJ;SG	N;NOM;FEM;SG
palermo	palermo	palermo	palermo		N;INAN;NOM;MASC;SG
asientos	sedenie	asiento	sedenie	N;MASC;PL	N;NOM;NEUT;SG
falsa	fake	falso	fak	ADJ;FEM;SG	INTJ
tribunales	dvor	tribunal	dvor	N;MASC;PL	N;INAN;NOM;MASC;SG
tribunales	súd	tribunal	súd	N;MASC;PL	N;INAN;NOM;MASC;SG
bond	bond	bond	bond	N;SG	PROPN;ANIM;NOM;MASC;SG
cerdo	bravčové	cerdo	bravčový	N;MASC;SG	ADJ;NOM;NEUT;SG
cerdo	ošípaných	cerdo	ošípaný	N;MASC;SG	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
cerdo	ošípané	cerdo	ošípaný	N;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
cerdo	svine	cerdo	sviňa	N;MASC;SG	N;NOM;FEM;PL
danés	dánskych	danés	dánsky	N;MASC;SG	ADJ;GEN;MASC;PL
danés	dánske	danés	dánsky	N;MASC;SG	ADJ;NOM;NEUT;SG
danés	dánska	danés	dánsky	N;MASC;SG	ADJ;NOM;FEM;SG
danés	dánsky	danés	dánsky	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
danés	dane	danés	daň	N;MASC;SG	N;NOM;FEM;PL
ring	ring	ring	ring	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
fiebre	horúčky	fiebre	horúčka	N;FEM;SG	N;NOM;FEM;PL
geometría	geometrie	geometría	geometrie	N;FEM;SG	N;NOM;FEM;PL
geometría	geometrické	geometría	geometrický	N;FEM;SG	ADJ;NOM;NEUT;SG
pink	pink	pink	pink	N;SG	PROPN;ANIM;NOM;MASC;SG
pink	ružové	pink	ružový	N;SG	ADJ;NOM;NEUT;SG
pink	ružový	pink	ružový	N;SG	ADJ;ANIM;NOM;MASC;SG
pink	ružová	pink	ružový	N;SG	ADJ;NOM;FEM;SG
hoteles	hotel	hotel	hotel	N;MASC;PL	N;INAN;NOM;MASC;SG
hoteles	hotela	hotel	hotel	N;MASC;PL	N;INAN;GEN;MASC;SG
hoteles	hoteli	hotel	hotel	N;MASC;PL	N;INAN;ESS;MASC;SG
blas	bert	bla	bert	PROPN	PROPN;ANIM;NOM;MASC;SG
blas	blas	bla	blas	PROPN	PROPN;ANIM;NOM;MASC;SG
blas	blaise	bla	blaisa	PROPN	N;ANIM;NOM;MASC;SG
bull	bull	bull	bull	N;SG	PROPN;ANIM;NOM;MASC;SG
derrotas	prehru	derrota	prehra	N;FEM;PL	N;ACC;FEM;SG
derrotas	porážka	derrota	porážka	N;FEM;PL	N;NOM;FEM;SG
derrotas	poraziť	derrota	poraziť	N;FEM;PL	V;PFV;POS;NFIN
derrotas	prehra	derrota	prehra	N;FEM;PL	N;NOM;FEM;SG
derrotas	porážku	derrota	porážka	N;FEM;PL	N;ACC;FEM;SG
macizo	pevný	macizo	pevný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
macizo	pevné	macizo	pevný	N;MASC;SG	ADJ;NOM;NEUT;SG
macizo	tuhé	macizo	tuhý	N;MASC;SG	N;INAN;NOM;MASC;PL
macizo	pevná	macizo	pevný	N;MASC;SG	ADJ;NOM;FEM;SG
neil	neil	neil	neiť	PROPN	PROPN;ANIM;NOM;MASC;SG
documentales	dokument	documental	dokument	N;MASC;PL	N;INAN;NOM;MASC;SG
documentales	dokumentárne	documental	dokumentárne	N;MASC;PL	ADJ;NOM;NEUT;SG
libia	líbya	libia	líby	ADJ;FEM;SG	N;NOM;FEM;SG
libia	líbya	libia	líby	ADJ;FEM;SG	N;NOM;FEM;SG
collins	collins	collin	collins	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
silvia	sylvie	silvia	sylví	N;FEM;SG	PROPN;NOM;FEM;SG
inmaculada	immaculate	inmaculado	immaculat	ADJ;FEM;SG;V.PTCP	N;NOM;FEM;SG
desafío	vyzvať	desafío	vyzvať	N;MASC;SG	V;PFV;POS;NFIN
determinados	isté	determinado	istý	ADJ;MASC;PL;V.PTCP	DET;NOM;NEUT;SG
determinados	istí	determinado	istý	ADJ;MASC;PL;V.PTCP	DET;ANIM;NOM;MASC;PL
determinados	určité	determinado	určitý	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG
emi	emi	emi	em	PROPN	PROPN;ANIM;NOM;MASC;SG
normandía	normandie	normandía	normandie	N;FEM;SG	N;NOM;NEUT;PL
temporalmente	dočasné	temporalmente	dočasný	ADV	ADJ;NOM;NEUT;SG
temporalmente	dočasný	temporalmente	dočasný	ADV	ADJ;INAN;NOM;MASC;SG
temporalmente	dočasná	temporalmente	dočasný	ADV	ADJ;NOM;FEM;SG
ánimo	nálady	ánimo	nálada	N;MASC;SG	N;NOM;FEM;PL
acusaciones	obvinenie	acusación	obvinenie	N;FEM;PL	N;NOM;NEUT;SG
acusaciones	obvinení	acusación	obvinenie	N;FEM;PL	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
prieto	prieto	prieto	prieto	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
oso	bear	oso	bear	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
nat	nat	nat	nat	N	PROPN;ANIM;NOM;MASC;SG
via	via	via	via		PROPN;NOM;FEM;SG
via	prostredníctvom	via	prostredníctvom		ADP;GEN
via	cez	via	cez		ADP;ACC
rivadavia	rivadavia	rivadavia	rivadaviť	ADJ;FEM;SG;V.PTCP	N;ANIM;NOM;MASC;SG
aproximación	pristupovať	aproximación	pristupovať	N;FEM;SG	V;IPFV;POS;NFIN
mirada	pozri	mirada	pozrieť	N;FEM;SG	V;PFV;IMP;SG;2;POS;FIN
mirada	pozrite	mirada	pozrieť	N;FEM;SG	V;PFV;IMP;PL;2;POS;FIN
poblados	dedín	poblado	dedina	ADJ;MASC;PL;V.PTCP	N;GEN;FEM;PL
poblados	dediny	poblado	dedina	ADJ;MASC;PL;V.PTCP	N;NOM;FEM;PL
poblados	obce	poblado	obec	ADJ;MASC;PL;V.PTCP	N;NOM;FEM;PL
departamental	departementov	departamental	departement	ADJ;SG	N;ANIM;GEN;MASC;PL
plumas	perie	pluma	preriť	N;FEM;PL	N;NOM;NEUT;SG
cerrar	uzavretie	cerrar	uzavretie	V;NFIN	N;NOM;NEUT;SG
cerrar	zatvorenie	cerrar	zatvorenie	V;NFIN	N;NOM;NEUT;SG
cerrar	zatváranie	cerrar	zatváranie	V;NFIN	N;NOM;NEUT;SG
molino	mill	molino	mill	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
tronco	log	tronco	log	N;MASC;SG	
nativo	native	nativo	nativa	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
cook	kuchárka	cook	kuchárka	PROPN	N;NOM;FEM;SG
cook	cook	cook	cook	PROPN	PROPN;ANIM;NOM;MASC;SG
cook	kuchár	cook	kuchár	PROPN	N;ANIM;NOM;MASC;SG
cook	variť	cook	variť	PROPN	V;IPFV;POS;NFIN
eeuu	usa	eeuu	usa	PROPN	
anatomía	anatómie	anatomía	anatómia	N;FEM;SG	N;NOM;FEM;PL
escribiendo	písania	escribir	písanie	V;V.MSDR	N;NOM;NEUT;PL
escribiendo	písanie	escribir	písanie	V;V.MSDR	N;NOM;NEUT;SG
escribiendo	písanie	escribir	písanie	V;V.MSDR	N;NOM;NEUT;SG
denis	denis	denis	denis	PROPN	PROPN;ANIM;NOM;MASC;SG
anunciado	oznámil	anunciado	oznámiť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
anunciado	oznámila	anunciado	oznámiť	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
anunciado	oznámili	anunciado	oznámiť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
mató	zabitý	matar	zabitý	V;IND;SG;3;PST;FIN	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
mató	zabili	matar	zabiť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
futbol	futbalový	futbol	futbalový	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
futbol	futbalové	futbol	futbalový	N;MASC;SG	ADJ;NOM;NEUT;SG
futbol	futbalový	futbol	futbalový	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
futbol	futbalové	futbol	futbalový	N;MASC;SG	ADJ;NOM;NEUT;SG
estonia	estónska	estonia	estónsky	N;FEM;SG	PROPN;NOM;FEM;SG
estonia	estónske	estonia	estónsky	N;FEM;SG	ADJ;NOM;NEUT;SG
estonia	estónska	estonia	estónsky	N;FEM;SG	PROPN;NOM;FEM;SG
estonia	estónsko	estonia	estónsko	N;FEM;SG	PROPN;NOM;NEUT;SG
bacterias	baktéria	bacteria	baktérium	N;FEM;PL	N;NOM;FEM;SG
ilegal	ilegálne	ilegal	ilegálny	ADJ;SG	ADV
ilegal	protiprávne	ilegal	protiprávne	ADJ;SG	ADV
escocés	škótov	escocés	škót	N;MASC;SG	N;ANIM;GEN;MASC;PL
escocés	škótskej	escocés	škótsky	N;MASC;SG	ADJ;GEN;FEM;SG
escocés	škótsku	escocés	škótsky	N;MASC;SG	ADV
crecer	rastúce	crecer	rastúci	V;NFIN	ADJ;NOM;NEUT;SG
crecer	pestovanie	crecer	pestovanie	V;NFIN	N;NOM;NEUT;SG
crecer	rastúci	crecer	rastúci	V;NFIN	ADJ;INAN;NOM;MASC;SG
sismo	zemetrasenia	sismo	zemetrasenie	N;MASC;SG	N;NOM;NEUT;PL
luchas	bojuje	lucha	bojovať	N;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
helena	helen	heleno	helen	N;FEM;SG	PROPN;NOM;FEM;SG
radios	vysielačka	radio	vysielačka	N;FEM;PL	N;NOM;FEM;SG
radios	rádio	radio	rádio	N;FEM;PL	N;NOM;NEUT;SG
radios	radio	radio	radio	N;FEM;PL	N;NOM;NEUT;SG
miércoles	streda	miércoles	streda	N	PROPN;ANIM;NOM;MASC;SG
side	strana	sedir	strana		N;NOM;FEM;SG
side	bočný	sedir	bočný		ADJ;ANIM;NOM;MASC;SG
side	side	sedir	sideť		INTJ
lunar	lunárny	lunar	lunárny	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
capturar	zachytenie	capturar	zachytenie	V;NFIN	N;NOM;NEUT;SG
capturar	zachytávanie	capturar	zachytávanie	V;NFIN	N;NOM;NEUT;SG
defecto	štandardný	defecto	štandardný	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
defecto	štandardné	defecto	štandardný	N;MASC;SG	ADJ;NOM;NEUT;SG
defecto	zlyhania	defecto	zlyhanie	N;MASC;SG	N;NOM;NEUT;PL
defecto	predvolené	defecto	predvolený	N;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
defecto	štandardná	defecto	štandardný	N;MASC;SG	ADJ;NOM;FEM;SG
sud	lds	sud	lds		PROPN;ANIM;NOM;MASC;SG
sud	sud	sud	sud		N;INAN;NOM;MASC;SG
viajeros	cestujúcich	viajero	cestujúci	N;MASC;PL	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
viajeros	cestujúci	viajero	cestujúci	N;MASC;PL	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
sobrevivir	prežívanie	sobrevivir	prežívanie	V;NFIN	N;NOM;NEUT;SG
sobrevivir	prežitie	sobrevivir	prežitie	V;NFIN	N;NOM;NEUT;SG
sobrevivir	prežitie	sobrevivir	prežitie	V;NFIN	N;NOM;NEUT;SG
consideradas	zvážil	considerar	zvážiť	ADJ;FEM;PL;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
consideradas	považovať	considerar	považovať	ADJ;FEM;PL;V.PTCP	V;IPFV;POS;NFIN
consideradas	posudzované	considerar	posudzovaný	ADJ;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
escasos	skromné	escaso	skromný	PRO;MASC;PL	ADJ;NOM;NEUT;SG
adolescentes	teen	adolescente	teen	N;PL	PROPN;NOM;MASC;SG
adolescentes	dospievajúci	adolescente	dospievajúci	N;PL	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;ACT
adolescentes	teenage	adolescente	teenaga	N;PL	N;NOM;MASC;SG
adolescentes	dospievajúci	adolescente	dospievajúci	N;PL	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;ACT
adolescentes	dospievajúcich	adolescente	dospievajúci	N;PL	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
adolescentes	dospievajúcich	adolescente	dospievajúci	N;PL	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
adolescentes	mladistvých	adolescente	mladistvý	N;PL	ADJ;ANIM;GEN;MASC;PL
adolescentes	dospievajúci	adolescente	dospievajúci	N;PL	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;ACT
habituales	obvyklý	habitual	obvyklý	ADJ;PL	ADJ;INAN;NOM;MASC;SG
habituales	zvyčajný	habitual	zvyčajný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
habituales	obvyklé	habitual	obvyklý	ADJ;PL	ADJ;NOM;NEUT;SG
habituales	zvyčajne	habitual	zvyčajne	ADJ;PL	ADV
brooklyn	brooklyn	brookly	brooklyn	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
brooklyn	brooklyne	brookly	brooklyne	N;MASC;SG	ADV
impedir	zamedzenie	impedir	zamedzenie	V;NFIN	N;NOM;NEUT;SG
solidaridad	solidarity	solidaridad	solidarita	N;FEM;SG	N;NOM;FEM;PL
gard	gard	gard	gard	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
evans	evans	evan	evans	PROPN	PROPN;ANIM;NOM;MASC;SG
accesible	cenovo	accesible	cenovo	ADJ;SG	ADV
aporte	vstupné	aporte	vstupný	N;MASC;SG	ADJ;NOM;NEUT;SG
georg	georg	georg	georg	PROPN	PROPN;ANIM;NOM;MASC;SG
certificados	certifikáty	certificado	certifikát	ADJ;MASC;PL;V.PTCP	N;INAN;NOM;MASC;PL
certificados	osvedčenia	certificado	osvedčenie	ADJ;MASC;PL;V.PTCP	N;NOM;NEUT;PL
certificados	potvrdenia	certificado	potvrdenie	ADJ;MASC;PL;V.PTCP	N;NOM;NEUT;PL
certificados	osvedčený	certificado	osvedčený	ADJ;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG
certificados	certifikované	certificado	certifikovaný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
certificados	osvedčené	certificado	osvedčený	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
certificados	certifikovaný	certificado	certifikovaný	ADJ;MASC;PL;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
renacentista	renesancie	renacentista	renesancie	ADJ;SG	N;NOM;FEM;PL
adrián	adrian	adrián	adrian	PROPN	PROPN;ANIM;NOM;MASC;SG
head	head	head	head	N	PROPN;NOM;FEM;SG
gallo	gallo	gallo	gallo	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
nuestras	naše	nuestro	náš	DET;FEM;PL;1	DET;NOM;NEUT;SG;1
nuestras	náš	nuestro	náš	DET;FEM;PL;1	DET;INAN;NOM;MASC;SG;1
nuestras	naša	nuestro	náš	DET;FEM;PL;1	DET;NOM;FEM;SG;1
nuestras	nase	nuestro	nas	DET;FEM;PL;1	PROPN;ANIM;NOM;MASC;SG
ivan	ivan	ivar	ivan	PROPN	PROPN;ANIM;NOM;MASC;SG
ivan	ivana	ivar	ivana	PROPN	PROPN;ANIM;NOM;MASC;SG
matthew	matthew	matthew	matthew	PROPN	PROPN;ANIM;NOM;MASC;SG
matthew	matúš	matthew	matúš	PROPN	PROPN;ANIM;NOM;MASC;SG
parlamentarias	parlamentné	parlamentario	parlamentný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
parlamentarias	parlamentná	parlamentario	parlamentný	ADJ;FEM;PL	ADJ;NOM;FEM;SG
parlamentarias	parlamentný	parlamentario	parlamentný	ADJ;FEM;PL	ADJ;ANIM;NOM;MASC;SG
parlamentarias	poslanci	parlamentario	poslanec	ADJ;FEM;PL	N;ANIM;NOM;MASC;PL
parlamentarias	mps	parlamentario	mps	ADJ;FEM;PL	
parlamentarias	poslanci	parlamentario	poslanec	ADJ;FEM;PL	N;ANIM;NOM;MASC;PL
salomón	salomon	salomón	salomon	PROPN	N;INAN;NOM;MASC;SG
salomón	solomon	salomón	solomon	PROPN	PROPN;ANIM;NOM;MASC;SG
nbc	nbc	nbc	nbc	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
exportación	exportovať	exportación	exportovať	N;FEM;SG	V;IPFV;POS;NFIN
colectiva	kolektív	colectivo	kolektie	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG
susana	susannah	susano	susannah	N;FEM;SG	
susana	susan	susano	susan	N;FEM;SG	PROPN;NOM;FEM;SG
hambre	hladný	hambre	hladný	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
residuos	odpad	residuo	odpad	N;MASC;PL	N;INAN;NOM;MASC;SG
residuos	plytvanie	residuo	plytvanie	N;MASC;PL	N;NOM;NEUT;SG
square	štvorcový	square	štvorcový	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
square	štvorcových	square	štvorcový	N;MASC;SG	ADJ;GEN;MASC;PL
amy	amy	amy	amy	N;FEM;SG	PROPN;NOM;FEM;SG
prohibición	ban	prohibición	ban	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
prohibición	zakázať	prohibición	zakázať	N;FEM;SG	V;PFV;POS;NFIN
autovía	diaľnice	autovía	diaľnica	N;FEM;SG	N;NOM;FEM;PL
notablemente	menovite	notablemente	menovit	ADV	N;ANIM;NOM;MASC;PL
dean	dekan	dear	dekan	PROPN	N;ANIM;NOM;MASC;SG
dean	deana	dear	deana	PROPN	N;ANIM;ACC;MASC;SG
dean	dean	dear	dean	PROPN	PROPN;ANIM;NOM;MASC;SG
leonor	eleanor	leonor	eleanor	N;FEM;SG	PROPN;NOM;FEM;SG
escudos	štít	escudo	štít	N;MASC;PL	N;INAN;NOM;MASC;SG
operar	prevádzkové	operar	prevádzkový	V;NFIN	ADJ;NOM;NEUT;SG
operar	prevádzková	operar	prevádzkový	V;NFIN	ADJ;NOM;FEM;SG
terapia	terapie	terapia	terapia	N;FEM;SG	N;NOM;FEM;PL
instalado	inštalovať	instalado	inštalovať	ADJ;MASC;SG;V.PTCP	V;IPFV;POS;NFIN
famosas	slávny	famoso	slávny	ADJ;FEM;PL	ADJ;ANIM;NOM;MASC;SG
famosas	slávni	famoso	slávňa	ADJ;FEM;PL	N;ANIM;NOM;MASC;PL
famosas	slávne	famoso	slávny	ADJ;FEM;PL	N;NOM;MASC;PL
famosas	slávna	famoso	slávny	ADJ;FEM;PL	ADJ;NOM;FEM;SG
barro	bahna	barro	bahno	N;MASC;SG	N;NOM;NEUT;PL
barro	blata	barro	blat	N;MASC;SG	N;NOM;NEUT;PL
barro	hliny	barro	hlina	N;MASC;SG	N;NOM;FEM;PL
barro	clay	barro	clay	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
banca	banky	banca	banka	N;FEM;SG	N;NOM;FEM;PL
banca	bank	banca	bank	N;FEM;SG	
banca	banková	banca	bankový	N;FEM;SG	ADJ;NOM;FEM;SG
únicas	jedinečný	único	jedinečný	ADJ;FEM;PL	ADJ;INAN;NOM;MASC;SG
únicas	unikátne	único	unikátny	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
únicas	jedinečné	único	jedinečný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
únicas	jedinečná	único	jedinečný	ADJ;FEM;PL	ADJ;NOM;FEM;SG
únicas	unikátny	único	unikátny	ADJ;FEM;PL	ADJ;INAN;NOM;MASC;SG
stuttgart	stuttgart	stuttgart	stuttgart	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
edificación	budovy	edificación	budova	N;FEM;SG	N;NOM;FEM;PL
riesgos	nebezpečenstvo	riesgo	nebezpečenstvo	N;MASC;PL	N;NOM;NEUT;SG
riesgos	riskovať	riesgo	riskovať	N;MASC;PL	V;IPFV;POS;NFIN
riesgos	riziko	riesgo	riziko	N;MASC;PL	N;NOM;NEUT;SG
riesgos	risk	riesgo	risk	N;MASC;PL	N;INAN;NOM;MASC;SG
eco	eko	eco	eko		
eco	echo	eco	echo		N;INAN;NOM;MASC;SG
seguramente	určite	seguramente	určite	ADV	PART
seguramente	isto	seguramente	isto	ADV	PART
never	nikdy	never	nikdy	N	ADV
apellidos	priezvisko	apellido	priezvisko	N;MASC;PL	N;NOM;NEUT;SG
class	triedy	clas	trieda	N;FEM;SG	N;NOM;FEM;PL
decenas	desiatok	decena	desiatok	N;FEM;PL	NUM;NOM;NEUT;SG
decenas	desiatok	decena	desiatok	N;FEM;PL	NUM;NOM;NEUT;SG
campana	bell	campana	bell	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
húmedo	vlhko	húmedo	vlhko	ADJ;MASC;SG	N;NOM;NEUT;SG
hospitales	nemocnici	hospital	nemocnica	N;MASC;PL	N;DAT;FEM;SG
hospitales	nemocnica	hospital	nemocnica	N;MASC;PL	N;NOM;FEM;SG
morelos	morelos	morelo	morelos	N;MASC;PL	N;NOM;NEUT;SG
leal	verní	leal	verný	ADJ;SG	ADJ;ANIM;NOM;MASC;PL
leal	leal	leal	leať	ADJ;SG	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
terroristas	teroristu	terrorista	terorista	N;PL	N;ANIM;ACC;MASC;SG
terroristas	terorista	terrorista	terorista	N;PL	N;ANIM;NOM;MASC;SG
visuales	vizuálne	visual	vizuálny	ADJ;PL	ADV
visuales	vizuálna	visual	vizuálny	ADJ;PL	ADJ;NOM;FEM;SG
visuales	vizuálny	visual	vizuálny	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
guido	guido	guido	guido	PROPN	N;ANIM;NOM;MASC;SG
detención	zatknúť	detención	zatknúť	N;FEM;SG	V;PFV;POS;NFIN
detención	zatknutý	detención	zatknutý	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
detención	zadržania	detención	zadržanie	N;FEM;SG	N;NOM;NEUT;PL
inversiones	investovanie	inversión	investovanie	N;FEM;PL	N;NOM;NEUT;SG
inversiones	investícia	inversión	investícia	N;FEM;PL	N;NOM;FEM;SG
inversiones	investovanie	inversión	investovanie	N;FEM;PL	N;NOM;NEUT;SG
lloyd	lloyd	lloyd	lloyd	PROPN	PROPN;ANIM;NOM;MASC;SG
mercancías	tovaru	mercancía	tovar	N;FEM;PL	N;INAN;GEN;MASC;SG
mercancías	tovar	mercancía	tovar	N;FEM;PL	N;INAN;NOM;MASC;SG
mercancías	nákladné	mercancía	nákladný	N;FEM;PL	ADJ;NOM;NEUT;SG
mercancías	nákladná	mercancía	nákladný	N;FEM;PL	ADJ;NOM;FEM;SG
mercancías	náklad	mercancía	náklad	N;FEM;PL	N;INAN;NOM;MASC;SG
mercancías	tovaru	mercancía	tovar	N;FEM;PL	N;INAN;GEN;MASC;SG
mercancías	tovar	mercancía	tovar	N;FEM;PL	N;INAN;NOM;MASC;SG
construye	zostavenia	construir	zostavenie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
ten	desiatej	tener	desiaty	V;IND;SG;2;PRS;FIN	ADJ;GEN;FEM;SG
ten	desať	tener	desať	V;IND;SG;2;PRS;FIN	NUM;NOM;NEUT;SG
jennifer	jennifer	jennifer	jennifer	N;FEM;SG	PROPN;NOM;FEM;SG
agregar	pridávanie	agregar	pridávanie	V;NFIN	N;NOM;NEUT;SG
agregar	pridanie	agregar	pridanie	V;NFIN	N;NOM;NEUT;SG
marinas	mariňák	marina	mariňák	N;FEM;PL	N;ANIM;NOM;MASC;SG
marinas	morské	marina	morský	N;FEM;PL	ADJ;NOM;NEUT;SG
marinas	morských	marina	morský	N;FEM;PL	ADJ;GEN;MASC;PL
marinas	námorník	marina	námorník	N;FEM;PL	N;ANIM;NOM;MASC;SG
marinas	marine	marina	marin	N;FEM;PL	N;NOM;FEM;SG
marinas	morský	marina	morský	N;FEM;PL	ADJ;ANIM;NOM;MASC;SG
tela	tkaniny	tela	tkanina	N;FEM;SG	N;NOM;FEM;PL
tela	textílie	tela	textília	N;FEM;SG	N;NOM;FEM;PL
ataca	útokmi	atacar	útok	V;IND;SG;3;PRS;FIN	N;INAN;INS;MASC;PL
ataca	útoky	atacar	útok	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL
ataca	útokov	atacar	útok	V;IND;SG;3;PRS;FIN	N;INAN;GEN;MASC;PL
ataca	útok	atacar	útok	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
serra	serra	ser	serra	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
refugiados	utečenec	refugiado	utečenec	N;MASC;PL	N;ANIM;NOM;MASC;SG
refugiados	utečenca	refugiado	utečenec	N;MASC;PL	N;ANIM;ACC;MASC;SG
marcel	marcela	marcel	marcieť	PROPN	N;ANIM;NOM;MASC;SG
marcel	marcel	marcel	marcieť	PROPN	N;ANIM;NOM;MASC;SG
mancomunidad	spoločenstva	mancomunidad	spoločenstvo	N;FEM;SG	N;NOM;NEUT;PL
dylan	dylan	dylar	dylan	PROPN	PROPN;ANIM;NOM;MASC;SG
harold	harold	harold	harold	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
almagro	almagro	almagro	almagro	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
revisar	revízia	revisar	revízia	V;NFIN	N;NOM;FEM;SG
revisar	preskúmanie	revisar	preskúmanie	V;NFIN	N;NOM;NEUT;SG
brothers	brothers	brothers	brothers	N;MASC;PL	N;NOM;MASC;SG
potter	potter	potter	potter	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
robo	krádeže	robo	krádeže	N;MASC;SG	N;NOM;FEM;PL
robo	robo	robo	robo	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
robo	lúpeže	robo	lúpež	N;MASC;SG	N;NOM;FEM;PL
robo	kradnúť	robo	kradnúť	N;MASC;SG	V;IPFV;POS;NFIN
robo	ukradnúť	robo	ukradnúť	N;MASC;SG	V;PFV;POS;NFIN
vecina	sused	vecino	sused	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG
vecina	suseda	vecino	sused	ADJ;FEM;SG	N;ANIM;ACC;MASC;SG
vecina	susedka	vecino	susedka	ADJ;FEM;SG	N;NOM;FEM;SG
vecina	sused	vecino	sused	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG
vecina	susedka	vecino	susedka	ADJ;FEM;SG	N;NOM;FEM;SG
