den	на	den	на	PRO;DEF;MASC+FEM;SG	ADP;ACC
annat	інших	annan	інший	PRO;INDF;NEUT;SG	DET;GEN;PL
edt	edt	edt	edt	NUM;NOM	
största	найбільшу	stor	найбільший	ADJ;NOM;DEF;RL	ADJ;ACC;RL;FEM;SG
största	найбільший	stor	найбільший	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;MASC;SG
största	greatest	stor	greatest	ADJ;NOM;DEF;RL	
största	найбільшим	stor	найбільший	ADJ;NOM;DEF;RL	ADJ;INS;RL;NEUT;SG
största	найбільших	stor	найбільший	ADJ;NOM;DEF;RL	ADJ;GEN;RL;PL
skulle	would	skola	would	V;IND;PST;FIN;ACT	
denna	цей	denna	цей	PRO;DEF;MASC+FEM;SG	DET;NOM;MASC;SG
denna	ця	denna	цей	PRO;DEF;MASC+FEM;SG	DET;NOM;FEM;SG
from	побожний	from	побожний	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
tropiskt	тропічні	tropisk	тропічний	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;PL
hill	пагорб	hill	пагірб	PROPN;NOM	N;INAN;NOM;MASC;SG
hill	хілл	hill	хілл	PROPN;NOM	
hill	hill	hill	hill	PROPN;NOM	
hill	гілл	hill	гілл	PROPN;NOM	
flera	декілька	flera	декілька	PRO;INDF;PL	DET;NOM
flera	декілька	flera	декілька	PRO;INDF;PL	DET;NOM
periodiskt	періодично	periodisk	періодично	ADJ;NOM;INDF;NEUT;SG	ADV
nord	північна	nord	північний	PROPN;NOM	ADJ;NOM;FEM;SG
nord	норт	nord	норт	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
nord	північний	nord	північний	PROPN;NOM	ADJ;NOM;MASC;SG
nord	північ	nord	північ	PROPN;NOM	N;INAN;NOM;FEM;SG
nord	nord	nord	nord	PROPN;NOM	
stockholm	стокгольм	stockholm	стокголь	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
alla	усі	all	увесь	PRO;INDF;PL	DET;NOM;PL
alla	всі	all	весь	PRO;INDF;PL	DET;NOM;PL
alla	все	all	все	PRO;INDF;PL	PRO;INAN;NOM;NEUT;SG
alla	всіх	all	всі	PRO;INDF;PL	PRO;ANIM;ACC
alla	всім	all	всі	PRO;INDF;PL	PRO;ANIM;DAT
alla	усіх	all	увесь	PRO;INDF;PL	DET;GEN;PL
alla	усі	all	увесь	PRO;INDF;PL	DET;NOM;PL
alla	усім	all	усе	PRO;INDF;PL	PRO;INAN;INS;NEUT;SG
alla	всіх	all	всі	PRO;INDF;PL	PRO;ANIM;ACC
samma	збігається	samma	збігатися	DET;INDF	V;IPFV;IND;SG;3;PRS;FIN
samma	однаковий	samma	однаковий	DET;INDF	ADJ;NOM;MASC;SG
samma	однакові	samma	однаковий	DET;INDF	ADJ;NOM;PL
samma	same	samma	same	DET;INDF	
samma	самий	samma	самий	DET;INDF	DET;NOM;MASC;SG;REFL
senare	потому	sen	потому	ADV;CMPR	
olika	different	olik	different	ADJ;NOM;PL	
olika	інше	olik	інший	ADJ;NOM;PL	DET;NOM;NEUT;SG
olika	різних	olik	різний	ADJ;NOM;PL	ADJ;ACC;PL
point	точку	point	точка	N;NOM;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
point	point	point	point	N;NOM;INDF;MASC+FEM;SG	
nya	нове	ny	новий	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
nya	нова	ny	новий	ADJ;NOM;PL	ADJ;NOM;FEM;SG
nya	новий	ny	новий	ADJ;NOM;PL	ADJ;NOM;MASC;SG
nya	створити	ny	створити	ADJ;NOM;PL	V;PFV;NFIN
island	ісландія	island	ісландія	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
island	ісландії	island	ісландія	PROPN;NOM	PROPN;INAN;GEN;FEM;SG
dock	однак	dock	однак	ADV	CONJ
sjön	озера	sjö	озеро	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
tidigare	колишні	tidig	колишній	ADV;CMPR	ADJ;NOM;PL
tidigare	колишній	tidig	колишній	ADV;CMPR	ADJ;NOM;MASC;SG
tidigare	попереднє	tidig	попередній	ADV;CMPR	ADJ;NOM;NEUT;SG
tidigare	попередні	tidig	попередній	ADV;CMPR	ADJ;NOM;PL
tidigare	попередній	tidig	попередній	ADV;CMPR	ADJ;NOM;MASC;SG
tidigare	попередня	tidig	попередній	ADV;CMPR	ADJ;NOM;FEM;SG
brasilien	бразилії	brasili	бразилія	PROPN;NOM	PROPN;INAN;GEN;FEM;SG
brasilien	бразилія	brasili	бразилія	PROPN;NOM	N;INAN;NOM;FEM;SG
brasilien	бразильська	brasili	бразильський	PROPN;NOM	ADJ;NOM;FEM;SG
colombia	колумбія	colombia	колумбія	PROPN;NOM	N;INAN;NOM;FEM;SG
colombia	колумбії	colombia	колумбій	PROPN;NOM	PROPN;INAN;GEN;FEM;SG
colombia	колумбія	colombia	колумбія	PROPN;NOM	N;INAN;NOM;FEM;SG
socken	парафії	socken	парафія	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
sina	своїх	sig	свій	PRO;DEF;PL	DET;ANIM;ACC;PL;REFL
sina	їхньому	sig	їхній	PRO;DEF;PL	PRO;DAT;SG;3
sina	свої	sig	свій	PRO;DEF;PL	DET;NOM;PL;REFL
sina	їхнє	sig	їхній	PRO;DEF;PL	DET;NOM;NEUT;SG;3
spanien	іспанію	spani	іспанія	PROPN;NOM	N;INAN;ACC;FEM;SG
spanien	іспанія	spani	іспанія	PROPN;NOM	N;INAN;NOM;FEM;SG
spanien	іспанії	spani	іспанія	PROPN;NOM	PROPN;INAN;GEN;FEM;SG
mount	гора	mount	гора	PROPN;NOM	N;INAN;NOM;FEM;SG
mount	маунт	mount	маунт	PROPN;NOM	
mount	монтувати	mount	монтувати	PROPN;NOM	V;IPFV;NFIN
mount	монтування	mount	монтування	PROPN;NOM	N;INAN;NOM;NEUT;SG
kom	come	komma	come	V;IMP;FIN;ACT	
kom	приїхала	komma	приїхати	V;IMP;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
kom	приїхав	komma	приїхати	V;IMP;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
kom	прилетіли	komma	прилетіти	V;IMP;FIN;ACT	V;PFV;IND;PL;PST;FIN
kom	зайшла	komma	зайти	V;IMP;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
kom	прийшло	komma	прийти	V;IMP;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN
kom	прийшов	komma	прийти	V;IMP;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
stora	великих	stor	великий	ADJ;NOM;PL	ADJ;ANIM;ACC;PL
stora	велике	stor	великий	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
stora	велика	stor	великий	ADJ;NOM;PL	ADJ;NOM;FEM;SG
stora	великий	stor	великий	ADJ;NOM;PL	ADJ;NOM;MASC;SG
stora	біг	stor	бігти	ADJ;NOM;PL	V;IPFV;MASC;IND;SG;PST;FIN
stora	stora	stor	stora	ADJ;NOM;PL	
basen	базова	bas	базовий	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
basen	основою	bas	основа	N;NOM;DEF;MASC+FEM;SG	N;INAN;INS;FEM;SG
basen	базовий	bas	базовий	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
tre	тре	tre	тре	NUM;NOM	
tre	втрьох	tre	втріх	NUM;NOM	N;ANIM;NOM;MASC;PL
tre	трійка	tre	трійка	NUM;NOM	N;INAN;NOM;FEM;SG
shift	shift	shift	shift	N;NOM;INDF;MASC+FEM;SG	
algeriet	алжиру	algeri	алжира	N;NOM;DEF;NEUT;SG	PROPN;INAN;GEN;MASC;SG
algeriet	алжир	algeri	алжир	N;NOM;DEF;NEUT;SG	PROPN;INAN;NOM;MASC;SG
dessa	ці	denna	цей	PRO;DEF;PL	DET;NOM;PL
dessa	ті	denna	той	PRO;DEF;PL	DET;NOM;PL
dessa	тих	denna	той	PRO;DEF;PL	DET;GEN;PL
dessa	тими	denna	той	PRO;DEF;PL	DET;INS;PL
chile	чилі	chile	чиль	PROPN;NOM	PROPN;INAN;NOM;NEUT;SG
kongo	конго	kongo	конго	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
öst	східна	öst	східний	N	ADJ;NOM;FEM;SG
öst	східної	öst	східний	N	ADJ;GEN;FEM;SG
öst	східні	öst	східний	N	ADJ;NOM;PL
region	ділянку	region	ділянка	N;NOM;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
von	фон	von	фон	PROPN;NOM	
wat	ват	wat	ват	N;NOM;INDF;MASC+FEM;SG	
släkte	generation	släkte	generation	N;NOM;INDF;NEUT;SG	
släkte	ставлять	släkte	ставити	N;NOM;INDF;NEUT;SG	V;IPFV;IND;PL;3;PRS;FIN
släkte	породи	släkte	порода	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
släkte	айстрових	släkte	айстровий	N;NOM;INDF;NEUT;SG	ADJ;ACC;PL
västlig	західні	västlig	західний	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
blir	стануть	bli	стати	V;IND;PRS;FIN;ACT	V;PFV;IND;PL;3;FUT;FIN
blir	стане	bli	стати	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN
samhällen	громад	samhälle	громада	N;NOM;INDF;NEUT;PL	N;INAN;GEN;FEM;PL
samhällen	товариств	samhälle	товариство	N;NOM;INDF;NEUT;PL	N;INAN;GEN;NEUT;PL
lite	lite	lite	lite	ADV	
öppet	відкрито	öppen	відкрито	ADV	V;PFV;IND;0;FIN
öppet	відкрити	öppen	відкрити	ADV	V;PFV;NFIN
öppet	відкрита	öppen	відкритий	ADV	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
öppet	відкрито	öppen	відкрито	ADV	V;PFV;IND;0;FIN
öppet	відкриті	öppen	відкритий	ADV	ADJ;PFV;NOM;PL;V.PTCP;PASS
öppet	відкритий	öppen	відкритий	ADV	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
öppet	прозоре	öppen	прозорий	ADV	ADJ;NOM;NEUT;SG
öppet	прозорі	öppen	прозорий	ADV	ADJ;NOM;PL
öppet	прозора	öppen	прозорий	ADV	ADJ;NOM;FEM;SG
öppet	прозорий	öppen	прозорий	ADV	ADJ;NOM;MASC;SG
innan	перед	innan	перед	CONJ	ADP;INS
innan	before	innan	before	CONJ	
fram	front	fram	front	ADV	
fram	передні	fram	передній	ADV	ADJ;NOM;PL
fram	фронт	fram	фронт	ADV	N;INAN;NOM;MASC;SG
fram	передній	fram	передній	ADV	ADJ;NOM;MASC;SG
canberra	канберра	canberra	канберр	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
mål	цілі	mål	цілий	N;NOM;INDF;NEUT;SG	ADJ;NOM;PL
mål	голи	mål	голий	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
bosnien	боснія	bosnie	босній	N;NOM;INDF;MASC+FEM;SG	PROPN;INAN;NOM;FEM;SG
bosnien	боснії	bosnie	босній	N;NOM;INDF;MASC+FEM;SG	PROPN;INAN;GEN;FEM;SG
afghanistan	афганістану	afghanistan	афганістан	N;NOM;DEF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
afghanistan	афганістан	afghanistan	афганістан	N;NOM;DEF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG
john	джон	john	джон	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
john	іоанн	john	іоанно	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
john	іван	john	іван	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
hercegovina	герцеговини	hercegovin	герцеговина	N;NOM;INDF;MASC+FEM;SG	PROPN;INAN;GEN;FEM;SG
hercegovina	герцеговина	hercegovin	герцеговина	N;NOM;INDF;MASC+FEM;SG	PROPN;INAN;NOM;FEM;SG
administrativ	адміністративні	administrativ	адміністративний	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
nordöstra	східного	nordöstra	східний	ADJ;NOM;DEF;SG	ADJ;GEN;MASC;SG
bara	лише	bara	лише	ADV	PART
bara	тільки	bara	тільки	ADV	PART
bara	просто	bara	просто	ADV	PART
ska	повинен	skola	повинний	V;IND;PRS;FIN;ACT	ADJ;NOM;MASC;SG
ska	слід	skola	слід	V;IND;PRS;FIN;ACT	ADV
ska	повинно	skola	повинно	V;IND;PRS;FIN;ACT	ADV
ska	should	skola	should	V;IND;PRS;FIN;ACT	
ska	ска	skola	ско	V;IND;PRS;FIN;ACT	PROPN;INAN;NOM;MASC;SG
ska	shall	skola	shall	V;IND;PRS;FIN;ACT	
ontario	онтаріо	ontario	онтаріо	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
carl	карл	carl	карл	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
församling	парафії	församling	парафія	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
församling	прихожан	församling	прихожан	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;PL
församling	зборів	församling	збір	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;PL
församling	збори	församling	збори	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM
río	ріо	río	ріо	N	
land	країни	land	країна	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
land	кантрі	land	кантрі	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
dess	свої	den	свій	PRO;DEF	DET;NOM;PL;REFL
amerikansk	американець	amerikansk	американець	ADJ;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
amerikansk	американські	amerikansk	американський	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
amerikansk	американської	amerikansk	американський	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;GEN;FEM;SG
helsingfors	гельсінкі	helsingfors	гельсінка	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
några	дехто	någon	дехто	DET;INDF;PL	PRO;ANIM;NOM
några	якесь	någon	якийсь	DET;INDF;PL	DET;NOM;NEUT;SG
några	якийсь	någon	якийсь	DET;INDF;PL	DET;NOM;MASC;SG
några	трохи	någon	трохи	DET;INDF;PL	ADV
kommer	воля	komma	воля	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
kommer	буде	komma	бути	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;FUT;FIN
kommer	будуть	komma	бути	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;3;FUT;FIN
kommer	come	komma	come	V;IND;PRS;FIN;ACT	
kommer	приходь	komma	приходити	V;IND;PRS;FIN;ACT	V;IPFV;IMP;SG;2;FIN
kommer	приходьте	komma	приходити	V;IND;PRS;FIN;ACT	V;IPFV;IMP;PL;2;FIN
kommer	coming	komma	coming	V;IND;PRS;FIN;ACT	
exempel	прикладу	exempel	приклад	N;NOM;INDF;NEUT;SG	ADV
exempel	приклади	exempel	приклад	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
någon	нікому	någon	ніхто	PRO;INDF;MASC+FEM;SG	PRO;ANIM;DAT
någon	нікого	någon	ніхто	PRO;INDF;MASC+FEM;SG	PRO;ANIM;ACC
någon	якісь	någon	якийсь	PRO;INDF;MASC+FEM;SG	DET;NOM;PL
gräsmarker	луки	gräsmark	лук	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
gräsmarker	степах	gräsmark	степ	V;IND;PRS;FIN;ACT	N;INAN;ESS;MASC;PL
saint	святий	saint	святий	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
saint	saint	saint	saint	N;NOM;INDF;MASC+FEM;SG	
saint	сен	saint	сен	N;NOM;INDF;MASC+FEM;SG	
något	дещо	någon	дещо	PRO;INDF;NEUT;SG	ADV
något	божественний	någon	божественний	PRO;INDF;NEUT;SG	ADJ;NOM;MASC;SG
något	трошки	någon	трошки	PRO;INDF;NEUT;SG	ADV
något	трохи	någon	трохи	PRO;INDF;NEUT;SG	ADV
något	дещо	någon	дещо	PRO;INDF;NEUT;SG	ADV
san	сан	san	сан	PROPN;NOM	
stor	великі	stor	великий	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
stor	великих	stor	великий	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;ACC;PL
stor	великі	stor	великий	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
stor	біг	stor	бігти	ADJ;NOM;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN
ingen	жодного	ingen	жодний	PRO;INDF;MASC+FEM;SG	DET;GEN;MASC;SG
ingen	відсутнє	ingen	відсутній	PRO;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
ingen	немає	ingen	немати	PRO;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;NEG;PRS;FIN
ingen	жодних	ingen	жодний	PRO;INDF;MASC+FEM;SG	DET;GEN;PL
ingen	відсутній	ingen	відсутній	PRO;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
kallt	холодні	kallt	холодний	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;PL
kallt	холод	kallt	холод	ADJ;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
kallt	холодно	kallt	холодно	ADJ;NOM;INDF;NEUT;SG	ADV
jawa	jawa	jawa	jawa	NUM;NOM	
varit	був	vara	бути	V;V.CVB;ACT	V;IPFV;MASC;IND;SG;PST;FIN
varit	було	vara	бути	V;V.CVB;ACT	V;IPFV;NEUT;IND;SG;PST;FIN
varit	були	vara	бути	V;V.CVB;ACT	V;IPFV;IND;PL;PST;FIN
får	вівця	få	узвце	V;IND;PRS;FIN;ACT	N;ANIM;NOM;FEM;SG
får	вівці	få	вівця	V;IND;PRS;FIN;ACT	N;ANIM;NOM;FEM;PL
får	вівцями	få	уівця	V;IND;PRS;FIN;ACT	N;ANIM;INS;MASC;PL
naturlig	натуральні	naturlig	натуральний	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
naturlig	природні	naturlig	природний	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
mest	більшість	mycket	більшість	ADV;RL	N;INAN;NOM;FEM;SG
webbplats	сайті	pebbplats	сайт	N;NOM;INDF;MASC+FEM;SG	N;INAN;DAT;MASC;SG
ger	віддавали	ge	віддавати	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;PST;FIN
ger	ger	ge	ger	V;IND;PRS;FIN;ACT	
mosaik	мозаїка	mosaik	мозаїка	ADJ;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
team	команди	team	команда	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
började	почато	börja	почато	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN
hela	вистачить	hel	вистачити	ADJ;NOM;DEF;SG	V;PFV;IND;SG;3;FUT;FIN
hela	цілу	hel	цілий	ADJ;NOM;DEF;SG	ADJ;ACC;FEM;SG
gör	займаюся	göra	займатися	V;IMP;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN
gör	make	göra	make	V;IMP;FIN;ACT	
honom	постане	han	постане	PRO;ACC;DEF;MASC+FEM;SG	V;PFV;IND;SG;3;FUT;FIN
honom	йому	han	він	PRO;ACC;DEF;MASC+FEM;SG	PRO;DAT;MASC;SG;3
honom	ним	han	він	PRO;ACC;DEF;MASC+FEM;SG	PRO;INS;MASC;SG;3
nordvästra	northwestern	nordvästra	northwestern	ADJ;NOM;DEF;SG	
angola	анголи	angola	ангол	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
vad	яка	vad	який	PRO;INDF;NEUT;SG	DET;NOM;FEM;SG
columbia	колумбія	columbia	колумбія	PROPN;NOM	N;INAN;NOM;FEM;SG
tyskland	німеччини	tyskland	німеччина	PROPN;NOM	PROPN;INAN;GEN;FEM;SG
tyskland	німеччині	tyskland	німеччина	PROPN;NOM	PROPN;INAN;DAT;FEM;SG
tyskland	німеччина	tyskland	німеччина	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
tyskland	німеччину	tyskland	німеччина	PROPN;NOM	PROPN;INAN;ACC;FEM;SG
svg	svg	svg	svg	N;NOM;INDF;MASC+FEM;SG	
distrikt	райони	distrikt	район	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
distrikt	нохія	distrikt	нохій	N;NOM;INDF;NEUT;SG	PROPN;INAN;NOM;FEM;SG
fuktigt	вологого	fuktig	вологий	ADJ;NOM;INDF;NEUT;SG	ADJ;GEN;MASC;SG
fuktigt	школярем	fuktig	школяр	ADJ;NOM;INDF;NEUT;SG	N;INAN;INS;MASC;SG
fuktigt	вологе	fuktig	вологий	ADJ;NOM;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
fuktigt	волога	fuktig	вологий	ADJ;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
fyra	четвірка	fyra	четвірка	NUM;NOM	N;INAN;NOM;FEM;SG
mexiko	мексики	mexiko	мексик	PROPN;NOM	PROPN;INAN;GEN;FEM;SG
mexiko	мексиці	mexiko	мексика	PROPN;NOM	PROPN;INAN;DAT;FEM;SG
mexiko	мексика	mexiko	мексик	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
london	лондонський	london	лондонський	PROPN;NOM	ADJ;NOM;MASC;SG
london	london	london	london	PROPN;NOM	
london	лондон	london	лондон	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
används	використана	använda	використаний	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
används	використані	använda	використаний	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;PL;V.PTCP;PASS
början	початки	början	початок	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
vann	вон	vann	вона	V;IND;PST;FIN;ACT	
går	піде	gå	піти	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN
hur	як	hur	як	ADV	CONJ
barn	дітям	barn	дитина	N;NOM;INDF;NEUT;PL	N;ANIM;DAT;FEM;PL
barn	дітьми	barn	дитина	N;NOM;INDF;NEUT;PL	N;ANIM;INS;FEM;PL
barn	дітлахи	barn	дітлах	N;NOM;INDF;NEUT;PL	N;ANIM;INS;MASC;PL
barn	дітьми	barn	дитина	N;NOM;INDF;NEUT;PL	N;ANIM;INS;FEM;PL
barn	дітей	barn	дитина	N;NOM;INDF;NEUT;PL	N;ANIM;ACC;FEM;PL
barn	дитя	barn	дитя	N;NOM;INDF;NEUT;PL	N;INAN;NOM;NEUT;SG
barn	дитяче	barn	дитячий	N;NOM;INDF;NEUT;PL	ADJ;NOM;NEUT;SG
barn	дитяча	barn	дитячий	N;NOM;INDF;NEUT;PL	ADJ;NOM;FEM;SG
barn	дитина	barn	дитина	N;NOM;INDF;NEUT;PL	N;ANIM;NOM;FEM;SG
barn	нащадок	barn	нащадок	N;NOM;INDF;NEUT;PL	N;ANIM;NOM;MASC;SG
ekonomiska	економічне	ekonomisk	економічний	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
ekonomiska	економічна	ekonomisk	економічний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
ekonomiska	економічний	ekonomisk	економічний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
ekonomiska	корупцію	ekonomisk	корупція	ADJ;NOM;PL	N;INAN;ACC;FEM;SG
dem	їм	de	вони	PRO;ACC;DEF;PL	PRO;DAT;PL;3
dem	комплектів	de	комплект	PRO;ACC;DEF;PL	N;INAN;GEN;MASC;PL
både	обоє	både	обоє	CONJ	NUM;NOM
både	обидва	både	обидва	CONJ	NUM;NOM;MASC
både	обох	både	обидва	CONJ	NUM;ACC
både	обидві	både	обидва	CONJ	NUM;NOM;FEM
både	обом	både	обоє	CONJ	
övrigt	інший	övrigt	інший	ADJ;NOM;INDF;NEUT;SG	DET;NOM;MASC;SG
övrigt	інша	övrigt	інший	ADJ;NOM;INDF;NEUT;SG	DET;NOM;FEM;SG
övrigt	інші	övrigt	інший	ADJ;NOM;INDF;NEUT;SG	DET;NOM;PL
övrigt	інше	övrigt	інший	ADJ;NOM;INDF;NEUT;SG	DET;NOM;NEUT;SG
övrigt	інших	övrigt	інший	ADJ;NOM;INDF;NEUT;SG	DET;GEN;PL
övrigt	різні	övrigt	різний	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;PL
artikel	статтю	artikel	стаття	N;NOM;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
england	англія	england	англія	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
hennes	her	hon	her	PRO;DEF	
argentina	аргентині	argentin	аргентина	N;NOM;INDF;MASC+FEM;SG	N;INAN;DAT;FEM;SG
argentina	аргентина	argentin	аргентин	N;NOM;INDF;MASC+FEM;SG	PROPN;INAN;NOM;FEM;SG
argentina	аргентини	argentin	аргентина	N;NOM;INDF;MASC+FEM;SG	PROPN;INAN;NOM;FEM;SG
mountain	гірський	mountai	гірський	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
mountain	гірська	mountai	гірський	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
grekland	греції	grekland	греція	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
grekland	греція	grekland	греція	PROPN;NOM	N;INAN;NOM;FEM;SG
deras	своїх	de	свій	PRO;DEF	DET;ANIM;ACC;PL;REFL
deras	свої	de	свій	PRO;DEF	DET;NOM;PL;REFL
deras	їхнє	de	їхній	PRO;DEF	DET;NOM;NEUT;SG;3
deras	їхнє	de	їхній	PRO;DEF	DET;NOM;NEUT;SG;3
deras	їхні	de	їхній	PRO;DEF	DET;NOM;PL;3
deras	їхній	de	їхній	PRO;DEF	
distriktet	нохія	distrikt	нохій	N;NOM;DEF;NEUT;SG	PROPN;INAN;NOM;FEM;SG
dam	жіночі	dam	жіночий	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
karl	шарль	karl	шарль	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
karl	чарльз	karl	чарльз	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
karl	карл	karl	карл	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
skådespelare	акторів	skådespelare	актор	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;PL
skådespelare	актори	skådespelare	актор	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;PL
personer	осіб	person	особа	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;FEM;PL
personer	народ	person	народ	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
personer	людей	person	людина	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;FEM;PL
bli	стануть	bli	стати	V;IMP;FIN;ACT	V;PFV;IND;PL;3;FUT;FIN
bli	стають	bli	ставати	V;IMP;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
endast	лише	endast	лише	ADV	PART
endast	тільки	endast	тільки	ADV	PART
danmark	данія	danmark	данія	PROPN;NOM	ADJ;PFV;NOM;SG;V.PTCP;PASS
danmark	данії	danmark	данія	PROPN;NOM	ADJ;PFV;GEN;FEM;SG;V.PTCP;PASS
