diana	diana	dian	dian		N;INDF;FEM;SG
evlat	gutten	evlat	gutt		N;DEF;MASC;SG
evlat	sønn	evlat	sønn		N;INDF;MASC;SG
evlat	son	evlat	son		N;INDF;MASC;SG
string	streng	string	streng		ADJ;INDF;SG
gündelik	uformell	gündelik	uformell		ADJ;INDF;SG
gündelik	uformelt	gündelik	uformelt		ADJ;INDF;NEUT;SG
gündelik	uformelle	gündelik	uformell		ADJ;PL
gündelik	casual	gündelik	casual		N;INDF;SG
gündelik	avslappet	gündelik	avslapp		N;INDF;NEUT;SG
çaldı	stjal	çal	stjal	V;PFV;IND;SG;3;POS;PST	N;INDF;MASC;SG
üretir	genererer	üretir	generere	V;IPFV;IND;SG;3;POS;CAUS	V;IND;PRS;FIN
üretir	produserer	üretir	produsere	V;IPFV;IND;SG;3;POS;CAUS	V;IND;PRS;FIN
kızılderilileri	indianere	kızılderili	indianere	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC;SG
kızılderilileri	indere	kızılderili	indere	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC;SG
kızılderilileri	indianerne	kızılderili	indianerne	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC;SG
mar	mar	mar	mar		N;INDF;MASC;SG
çevik	smidig	çevik	smidig		ADJ;INDF;SG
basılmış	trykte	basıl	trykkje	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;PL;V.PTCP
basılmış	trykt	basıl	trykkje	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
bach	bach	bach	bach		N;INDF;MASC;SG
orantılı	proporsjonal	orantılı	proporsjonal		N;INDF;MASC;SG
gurur	pride	gurur	pride		N;INDF;MASC;SG
gurur	stolthet	gurur	stolthet		N;INDF;NEUT;SG
gurur	hovmod	gurur	hovmod		N;INDF;NEUT;SG
gurur	proud	gurur	proud		N
gurur	stolt	gurur	stolt		ADJ;INDF;SG
gurur	stolte	gurur	stolt		ADJ;PL
başlıyor	starts	başla	starts	V;PROG;IND;SG;3;POS;INFM;PRS	N;INDF
kesintisiz	uforstyrret	kesintisiz	uforstyrre	ADJ	N;DEF;NEUT;SG
kesintisiz	uavbrutt	kesintisiz	uavbrutt	ADJ	N;INDF;MASC;SG
edmund	edmund	ed	edmund		N;INDF;MASC;SG
andronikos	andronikos	andronikos	andronikos		N;INDF;MASC;SG
ziyareti	besøker	ziyaret	besøke	N;ACC;SG;3	V;IND;PRS;FIN
sergio	sergio	sergio	sergio		N;INDF;MASC;SG
delil	bevis	delil	bevis		N;INDF;NEUT;SG
delil	beviset	delil	bevis		N;DEF;NEUT;SG
delil	bevis	delil	bevis		N;INDF;NEUT;SG
delil	bevismateriale	delil	bevismateriale		N;INDF;MASC;SG
kentler	kents	kent	kents	N;NOM;PL;3	N;INDF;MASC;SG
izole	isolasjon	izole	isolasjon		N;INDF;MASC;SG
izole	isolere	izole	isolere		V;NFIN
izole	isolerer	izole	isolere		V;IND;PRS;FIN
izole	isolerte	izole	isolere		ADJ;PL;V.PTCP
izole	isolert	izole	isolere		ADJ;INDF;SG;V.PTCP
senatör	senator	senatör	senator		N;INDF;MASC;SG
tiger	tiger	tiger	tiger		N;INDF;MASC;SG
turbo	turbo	turbo	turbo		N;INDF;NEUT;SG
olgun	modenhet	olgun	modenh		N;INDF;MASC;SG
olgun	moden	olgun	moden		ADJ;INDF;SG
olgun	modne	olgun	modne		ADJ;PL
olgun	ripe	olgun	ripe		N;INDF;NEUT;SG
olgun	moden	olgun	moden		ADJ;INDF;SG
olgun	modent	olgun	modent		ADJ;INDF;NEUT;SG
olgun	modne	olgun	modne		ADJ;PL
kendimi	myself	kendi	myself	PRO;ACC;SG;1;REFL	N;INDF;MASC;SG
topal	halt	topal	halt		N;INDF;MASC;SG
topal	gimp	topal	gimp		N;INDF;NEUT;SG
topal	teit	topal	teit		N;INDF;MASC;SG
kabuğu	shell	kabuk	shell	N;NOM;SG;3	PROPN
suzuki	suzuki	suzuki	suzuki		N;INDF;MASC;SG
toplandı	samlet	topla	saml	V;PFV;IND;SG;3;POS;PST;PASS	N;DEF;NEUT;SG
toplandı	samlet	topla	saml	V;PFV;IND;SG;3;POS;PST;PASS	N;DEF;NEUT;SG
fischer	fischer	fischer	fischer	PROPN;NOM;SG;3	N;INDF;MASC;SG
ayrık	diskret	ayrık	diskret		N;INDF;MASC;SG
honduras	honduras	honduras	hondur	PROPN;NOM;SG;3	N;INDF;MASC;SG
cesaret	guts	cesaret	guts		N;INDF;MASC;SG
cesaret	mot	cesaret	mot		ADP
cesaret	våg	cesaret	våg		N;INDF;MASC;SG
cesaret	tør	cesaret	tør		V;IND;PRS;FIN
cesaret	våge	cesaret	våge		N;INDF;NEUT;SG
cesaret	tapperhet	cesaret	tapperh		N;INDF;NEUT;SG
bristol	bristol	bristol	bristol	PROPN;NOM;SG;3	N;INDF;MASC;SG
giles	giles	gil	giles		N;INDF;MASC;SG
endişe	angst	endiş	angst		N;INDF;MASC;SG
endişe	engstelse	endiş	engstelse		N;INDF;MASC;SG
endişe	bekymret	endiş	bekymre		N;DEF;NEUT;SG
endişe	urolig	endiş	urolig		ADJ;INDF;NEUT;SG
endişe	bekymret	endiş	bekymre		N;DEF;NEUT;SG
endişe	urolig	endiş	urolig		ADJ;INDF;NEUT;SG
endişe	bekymringer	endiş	bekymringer		N;INDF;FEM;PL
endişe	bekymring	endiş	bekymring		N;INDF;FEM;SG
schmidt	schmidt	schmidt	schmid		N;INDF;MASC;SG
sánchez	sánchez	sánchez	sánchez	PROPN;NOM;SG;3	N
çoğul	flertall	çoğul	flertall		N;INDF;NEUT;SG
vicente	vicente	vicen	vicent	PROPN;NOM;SG;3	N;INDF;MASC;SG
öğle	lunch	öğle	lunch		N;INDF;MASC;SG
öğle	lunsj	öğle	lunsj		N;INDF;MASC;SG
öğle	noon	öğle	noon		N
pistons	stempler	pistons	stemple		N;INDF;FEM;PL
pen	penn	pen	panne		N;INDF;NEUT;SG
durur	stopper	dur	stoppe	V;IPFV;IND;SG;3;POS	N;INDF;FEM;PL
durur	stanser	dur	stanse	V;IPFV;IND;SG;3;POS	N;INDF;MASC;PL
storm	uvær	stor	uvær		N;INDF;MASC;SG
storm	storm	stor	storm		N;INDF;MASC;SG
kaş	øyenbryn	kaş	øyenbryn		N;INDF;MASC;SG
kaş	kas	kaş	kas		N;INDF;SG
kaş	muskel	kaş	muskel		N;INDF;MASC;SG
kaş	muskler	kaş	muskle		N;INDF;FEM;PL
kaş	øyenbryn	kaş	øyenbryn		N;INDF;MASC;SG
gabler	gabler	gab	gable		N;INDF;FEM;SG
herodot	herodot	herodot	herodot		N;INDF;MASC;SG
köfte	kjøttboller	köft	kjøttbolle	N;NOM;SG;3	N;INDF;FEM;PL
köfte	kjøttkaker	köft	kjøttkake	N;NOM;SG;3	N;INDF;FEM;PL
salzburg	salzburg	salzburg	salzburg	PROPN;NOM;SG;3	N;INDF;MASC;SG
leicester	leicester	leicester	leicester	PROPN;NOM;SG;3	N;INDF;FEM;SG
ward	ward	ward	ward		PROPN
taşkent	tasjkent	taşkent	tasjkent	PROPN;NOM;SG;3	N;INDF;MASC;SG
won	vinnes	won	vinnas		N;INDF;NEUT;SG
won	vunnet	won	vunn		N;DEF;NEUT;SG
won	won	won	won		N
won	vant	won	venje		N;INDF;MASC;SG
nepal	nepal	nepal	nepal	PROPN;NOM;SG;3	N;INDF;NEUT;SG
nepal	nepalsk	nepal	nepalsk	PROPN;NOM;SG;3	N;INDF;MASC;SG
mezhep	cult	mezhep	cul		N;INDF
sao	sao	sao	sao	PROPN;NOM;SG;3	N;INDF;MASC;SG
parantez	parantes	parantez	parantes		N;INDF;NEUT;SG
parantez	parentes	parantez	parentes		N;INDF;NEUT;SG
şerit	lane	şerit	lane		N;INDF;MASC;SG
şerit	kjørefelt	şerit	kjørefelt		N;INDF;NEUT;SG
şerit	lanes	şerit	lane		N;INDF;MASC;SG
şerit	stripe	şerit	stripe		N;INDF;FEM;SG
şerit	strip	şerit	strip		N;INDF;NEUT;SG
zevk	fornøyelse	zevk	fornøyelse		N;INDF;MASC;SG
zevk	glede	zevk	glede		N;INDF;FEM;SG
zevk	nytelse	zevk	nytelse		N;INDF;MASC;SG
zevk	glede	zevk	glede		N;INDF;FEM;SG
zevk	nytelse	zevk	nytelse		N;INDF;MASC;SG
bird	fugl	bird	fugl		N;INDF;MASC;SG
bird	bird	bird	bird		N
atıp	rant	at	rant	V;PFV;IND;POS;PRS;V.CVB	N;INDF;MASC;SG
atıp	klaging	at	klaging	V;PFV;IND;POS;PRS;V.CVB	N;INDF;FEM;SG
waters	waters	waters	waters		N;INDF;MASC;SG
waters	farvann	waters	farvann		N;INDF;MASC;SG
jeremy	jeremy	jeremy	jeremy		N;INDF;MASC;SG
atın	kast	at	kast		N;INDF;NEUT;SG
atın	sleng	at	slå		N;INDF;MASC;SG
atın	slenger	at	slenge		V;IND;PRS;FIN
atın	kaste	at	kaste		N;INDF;NEUT;SG
kopyası	kopi	kopya	kopi		N;INDF;MASC;SG
kopyası	kopier	kopya	kopier		N;INDF;MASC;SG
keşfetti	oppdaget	keşfet	oppdag	V;PFV;IND;SG;3;POS;PST	N;DEF;NEUT;SG
bennett	bennett	bennett	bennett		N;INDF;MASC;SG
tanı	diagnostisk	tan	diagnostisk	N;NOM;SG;3	ADJ;INDF;NEUT;SG
sirius	sirius	sirius	sirius		ADJ;INDF;SG
nakliye	frakt	nakil	frakt		N;INDF;MASC;SG
nakliye	frakt	nakil	frakt		N;INDF;MASC;SG
nakliye	shipping	nakil	shipping		N;INDF;MASC;SG
nakliye	transport	nakil	transport		N;INDF;MASC;SG
sektör	sektor	sektör	sektor		N;INDF;MASC;SG
sektör	industri	sektör	industri		N;INDF;MASC;SG
sektör	bransje	sektör	bransje		N;INDF;MASC;SG
kıyamet	armageddon	kıyamet	armageddon		N;INDF;MASC;SG
kıyamet	apokalypse	kıyamet	apokalypse		N;INDF;MASC;SG
kıyamet	apokalypsen	kıyamet	apokalyps		N;DEF;MASC;SG
kepler	kepler	kep	keple	N;NOM;PL;3	N;INDF;MASC;SG
toros	toros	toros	toros		N;INDF;MASC;SG
yem	feed	ye	feed		N;INDF;MASC;SG
yem	mate	ye	mate		V;IMP;NFIN
yem	agn	ye	agn		N;INDF;MASC;SG
yem	åte	ye	åte		N;INDF;NEUT;SG
terörist	terrorist	terörist	terrorist		N;INDF;MASC;SG
terörist	terrorister	terörist	terrorister		N;INDF;MASC;SG
ahlaki	moralsk	ahlaki	moralsk		ADJ;INDF;NEUT;SG
tabur	bataljonen	tabur	bataljon		N;DEF;MASC;SG
tabur	bataljon	tabur	bataljon		N;INDF;MASC;SG
bulgular	funn	bulgu	funn	N;NOM;PL;3	N;INDF;NEUT;SG
senfonik	symfonisk	senfonik	symfonisk		ADJ;INDF;NEUT;SG
kostüm	kostyme	kostüm	kostyme		N;INDF;NEUT;SG
kostüm	kostymet	kostüm	kostym		N;DEF;NEUT;SG
kostüm	kostymer	kostüm	kostyme		N;INDF;NEUT;SG
weber	weber	weber	weber		N;INDF;FEM;SG
weber	webber	weber	webber		N;INDF;MASC;SG
tavır	innstilling	tavır	innstilling		N;INDF;FEM;SG
tavır	attitude	tavır	attitude		N;INDF;MASC;SG
tavır	holdningen	tavır	holdning		N;DEF;MASC;SG
tavır	holdning	tavır	holdning		N;INDF;FEM;SG
pasif	passiv	pasif	passiv		ADJ;INDF;SG
pasif	passivt	pasif	passiv		ADJ;INDF;NEUT;SG
pasif	inaktivt	pasif	inaktiv		ADJ;INDF;NEUT;SG
pasif	inaktive	pasif	inaktiv		ADJ;PL
pasif	inaktiv	pasif	inaktiv		ADJ;INDF;SG
anlık	forbigående	anlık	forbigående		ADJ;INDF;NEUT;SG
anlık	øyeblikkelige	anlık	øyeblikkelig		ADJ;PL
anlık	umiddelbar	anlık	umiddelbar		ADJ;INDF;SG
anlık	øyeblikkelig	anlık	øyeblikkelig		N;INDF;MASC;SG
anlık	øyeblikk	anlık	øyeblikk		N;INDF;MASC;SG
solist	solist	solist	solist		N;INDF;MASC;SG
mode	modus	mode	modus		N;INDF;NEUT;SG
mode	mode	mode	mode		N;INDF;MASC;SG
gür	fyldig	gür	fyldig		ADJ;INDF;NEUT;SG
gür	frodig	gür	frodig		ADJ;INDF;SG
gür	gur	gür	gur		N;INDF;MASC;SG
gür	buskete	gür	buskete		ADJ;INDF;SG
fourier	fourier	fourier	fourie		N;INDF;FEM;SG
buyuk	big	buyuk	big		N;INDF;SG
buyuk	store	buyuk	stor		ADJ;PL
buyuk	stor	buyuk	stor		ADJ;INDF;SG
buyuk	stort	buyuk	stor		ADJ;INDF;NEUT;SG
oturum	session	oturum	session		N;INDF;SG
oturum	sesjon	oturum	sesjon		N;INDF;MASC;SG
oturum	økt	oturum	økt		N;INDF;FEM;SG
oymak	skjære	oy	skjære		V;IMP;FIN
arkası	bak	arka	bak	N;NOM;SG;3	ADP
harper	harper	harper	harpe		N;INDF;FEM;PL
tamamıyla	helt	tamam	helt	ADJ;INS;SG;3	N;INDF;MASC;SG
tamamıyla	helt	tamam	helt	ADJ;INS;SG;3	N;INDF;MASC;SG
result	blob	result	blob		N;INDF;MASC;SG
teatro	teatro	teatro	teatro	PROPN;NOM;SG;3	N;INDF;MASC;SG
yaratıcısı	skaper	yaratıcı	skape	N;NOM;SG;3	V;IND;PRS;FIN
maiden	jomfru	maiden	jomfru		N;INDF;FEM;SG
maiden	maiden	maiden	maid		N;DEF;MASC;SG
şikago	chicago	şikago	chicago		N
arşivlenmiş	arkivert	arşivle	arkivere	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
arşivlenmiş	arkiverte	arşivle	arkivere	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;PL;V.PTCP
curtis	curtis	curtis	curtis		N;INDF;MASC;SG
alba	alba	alba	albe	PROPN;NOM;SG;3	N
ayrılık	atskillelse	ayrılık	atskillelse	N;NOM;SG;3	ADJ;INDF;SG
louisiana	louisiana	loui	louisian	PROPN;NOM;SG;3	N;INDF;MASC;SG
istekleri	henvendelser	istek	henvendelse	N;ACC;PL;3	N;INDF;NEUT;SG
cümleler	fraser	cümle	frase	N;NOM;PL;3	N;INDF;NEUT;SG
thomson	thomson	thomson	thomson		N;INDF;MASC;SG
döngü	karusell	döngü	karusell		N;INDF;MASC;SG
döngü	sløyfe	döngü	sløyfe		N;INDF;FEM;SG
döngü	loop	döngü	loop		N;INDF;MASC;SG
döngü	syklus	döngü	syklus		N;INDF;MASC;SG
uçaklar	fly	uçak	fly	N;NOM;PL;3	N;INDF;NEUT;SG
uçaklar	fly	uçak	fly	N;NOM;PL;3	N;INDF;NEUT;SG
atılmış	forkastet	at	forkast	V;PFV;NFH;IND;SG;3;POS;PST;PASS	N;DEF;NEUT;SG
atılmış	kastes	at	kastes	V;PFV;NFH;IND;SG;3;POS;PST;PASS	N;INDF;MASC;SG
atılmış	kasta	at	kaste	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;NEUT;SG;V.PTCP
atılmış	kastet	at	kast	V;PFV;NFH;IND;SG;3;POS;PST;PASS	N;DEF;NEUT;SG
atılmış	slengt	at	slenge	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;NEUT;SG;V.PTCP
atılmış	dumpa	at	dumpe	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;NEUT;SG;V.PTCP
atılmış	dumpet	at	dumpe	V;PFV;NFH;IND;SG;3;POS;PST;PASS	N;DEF;NEUT;SG
atılmış	droppet	at	dropp	V;PFV;NFH;IND;SG;3;POS;PST;PASS	N;DEF;NEUT;SG
atılmış	utvist	at	utvise	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;SG;V.PTCP
lucius	lucius	lucius	lucius		N
lynch	lynch	lynch	lynch		N;INDF;MASC;SG
odaları	rom	oda	rom	N;ACC;PL;3	N;INDF;NEUT;SG
sergei	sergei	sergei	sergei		N;INDF;MASC;SG
sergei	sergej	sergei	sergej		N;INDF;MASC;SG
tekne	båt	tekne	båt		N;INDF;MASC;SG
tekne	båt	tekne	båt		N;INDF;MASC;SG
aus	aus	aus	aus		N;INDF;SG
klein	klein	kle	klein		N;INDF;NEUT;SG
sıralı	sekvensiell	sıralı	sekvensiell		ADJ;INDF;NEUT;SG
sıralı	sekvens	sıralı	sekvens		N;INDF;MASC;SG
ita	ita	ita	ita		N;INDF;SG
komşuları	naboer	komşu	nabo	ADJ;NOM;PL;3	N;INDF;FEM;PL
komşuları	naboene	komşu	nabo	ADJ;NOM;PL;3	N;DEF;FEM;PL
komşuları	naboer	komşu	nabo	ADJ;NOM;PL;3	N;INDF;FEM;PL
gezgin	vandrer	gezgin	vandre	N;NOM;SG;3	N;INDF;MASC;PL
tuzlu	salte	tuzlu	salt		N;INDF;NEUT;SG
tuzlu	salt	tuzlu	salt		N;INDF;NEUT;SG
adayları	nominerte	aday	nominere	N;NOM;PL;3	ADJ;PL;V.PTCP
mesele	problem	mesele	problem		N;INDF;NEUT;PL
oğul	sønn	oğul	sønn		N;INDF;MASC;SG
oğul	son	oğul	son		N;INDF;MASC;SG
nine	nana	nine	nane		N;INDF;MASC;SG
nine	besta	nine	beste		N;INDF;FEM;SG
nine	bestemor	nine	bestemor		N;INDF;FEM;SG
elmalı	eple	el	eple		N;INDF;NEUT;SG
elmalı	apple	el	apple		N;INDF;MASC;SG
ifadeleri	utsagn	ifade	utsagn	N;ACC;PL;3	N;INDF;NEUT;SG
ifadeleri	uttalelser	ifade	uttalelser	N;ACC;PL;3	N;INDF;NEUT;SG
zeka	intelligence	zeka	intelligence		N
zeka	intelligens	zeka	intelligens		N;INDF;MASC;SG
zeka	etterretning	zeka	etterretning		N;INDF;FEM;SG
zeka	wit	zeka	wit		N
zeka	vidd	zeka	vidd		N;INDF;MASC;SG
sınıflar	klasserom	sınıf	klasserom	N;NOM;PL;3	N;INDF;NEUT;SG
gibson	gibson	gibson	gibson		N;INDF;MASC;SG
porter	porter	porter	porter		N;INDF;MASC;SG
batum	batumi	batum	batumi		N;INDF;MASC;SG
girişimleri	initiativer	girişim	initiativ	N;ACC;PL;3	N;INDF;NEUT;SG
girişimleri	forsøk	girişim	forsøk	N;ACC;PL;3	N;INDF;NEUT;SG
buldum	funnet	bul	finne	V;PFV;IND;SG;1;POS;PST	N;DEF;NEUT;SG
buldum	funne	bul	finne	V;PFV;IND;SG;1;POS;PST	ADJ;INDF;NEUT;SG;V.PTCP
nantes	nantes	nantes	nantes	PROPN;NOM;SG;3	N;INDF;MASC;SG
musevi	jødisk	musevi	jødisk		ADJ;INDF;SG
musevi	jødiske	musevi	jødisk		ADJ;PL
nat	nat	nat	nat		N;INDF;NEUT;SG
antonius	antony	antonius	antony		N;INDF;MASC;SG
antonius	antonius	antonius	antonius		N;INDF;MASC;SG
spider	edderkopp	spider	edderkopp		N;INDF;MASC;SG
spider	edderkoppen	spider	edderkopp		N;DEF;MASC;SG
spider	spider	spider	spider		N;INDF;FEM;SG
flüt	fløyte	flüt	fløyte		N;INDF;FEM;SG
flüt	fløyter	flüt	fløyte		N;INDF;FEM;PL
harap	knust	harap	knuse		ADJ;INDF;NEUT;SG;V.PTCP
salı	tirsdag	salı	tirsdag		N;INDF;MASC;SG
salı	tue	salı	tue		N;INDF;MASC;SG
atmak	kaster	at	kaste	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;PL
bölük	skvadron	bölük	skvadron		N;INDF;MASC;SG
bölük	skvadronen	bölük	skvadron		N;DEF;MASC;SG
bölük	firma	bölük	firme		N;INDF;NEUT;SG
bölük	selskap	bölük	selskap		N;INDF;NEUT;SG
bölük	kompani	bölük	kompani		N;INDF;NEUT;SG
bölük	bedrift	bölük	bedrift		N;INDF;FEM;SG
bölük	avdeling	bölük	avdeling		N;INDF;FEM;SG
bölük	squad	bölük	squad		N;INDF;MASC;SG
bölük	troppen	bölük	tropp		N;DEF;MASC;SG
bismarck	bismarck	bismarck	bismarck	PROPN;NOM;SG;3	N
tayfun	tyfon	tayfun	tyfon		N;INDF;MASC;SG
molekül	molekylær	molekül	molekylær	N;NOM;SG;3	ADJ;INDF;SG
molekül	molekyler	molekül	molekyle	N;NOM;SG;3	N;INDF;FEM;PL
madencilik	gruvearbeider	madencilik	gruvearbeide	N;NOM;SG;3	N;INDF;FEM;PL
papaz	presten	papaz	prest		N;DEF;MASC;SG
papaz	priest	papaz	priast		N;INDF;MASC;SG
papaz	prest	papaz	prest		N;INDF;MASC;SG
papaz	pastor	papaz	pastor		N;INDF;MASC;SG
con	con	con	con	INTJ	N
edwin	edwin	et	edwin		N;INDF;MASC;SG
queens	dronninger	queens	dronninger	PROPN;NOM;SG;3	N;INDF;FEM;PL
queens	queens	queens	que	PROPN;NOM;SG;3	N;GEN;DEF;MASC;SG
yayıldı	spre	yay	spre	V;PFV;IND;SG;3;POS;PST;PASS	V;IMP;FIN
terminal	terminal	terminal	terminal		N;INDF;MASC;SG
terminal	terminalen	terminal	terminale		N;DEF;MASC;SG
terminal	terminaler	terminal	terminale		N;INDF;NEUT;SG
bilişsel	kognitiv	bilişsel	kognitiv		N;INDF;MASC;SG
bilişsel	kognitive	bilişsel	kognitiv		ADJ;PL
yanma	forbrenning	yan	forbrenning		N;INDF;FEM;SG
yanma	brenner	yan	brenner		V;IND;PRS;FIN
yanma	brennende	yan	brennende		N;INDF;NEUT;SG
yanma	burning	yan	burning		N;INDF;FEM;SG
yanma	brenning	yan	brenning		N;INDF;FEM;SG
diger	andre	diger	annan		DET;PL
diger	annet	diger	annet		N;INDF;NEUT;SG
diger	annen	diger	annen		N;INDF;MASC;SG
diger	andre	diger	annan		DET;PL
fiil	verb	fiil	verb		N;INDF;NEUT;SG
ima	ima	ima	ima		N;INDF;NEUT;SG
ima	antyder	ima	antyder		V;IND;PRS;FIN
ima	antyde	ima	antyde		N;INDF;NEUT;SG
ima	implisert	ima	implisere		ADJ;INDF;SG;V.PTCP
ima	underforstått	ima	underforstå		ADJ;INDF;SG;V.PTCP
çekmiş	krympet	çek	krympe	V;PFV;NFH;IND;SG;3;POS;PST	N;DEF;NEUT;SG
owen	owen	owen	owen	PROPN;NOM;SG;3	PROPN
sophie	sophie	sophie	sophie		N;INDF;FEM;SG
muazzam	fab	muazzam	fab		N;INDF;MASC;SG
magazin	ukeblad	magazin	ukeblad		N;INDF;NEUT;SG
magazin	blad	magazin	blad		N;INDF;NEUT;SG
magazin	magasin	magazin	magasin		N;INDF;NEUT;SG
magazin	magasiner	magazin	magasin		N;INDF;MASC;PL
magazin	tidsskrifter	magazin	tidsskrift		N;INDF;FEM;PL
magazin	blader	magazin	blade		N;INDF;MASC;PL
tüketim	forbruk	tüket	forbruk		N;INDF;NEUT;SG
saraybosna	sarajevo	saraybo	sarajevo	PROPN;NOM;SG;3	N;INDF;MASC;SG
azalma	reduksjon	azal	reduksjon		N;INDF;MASC;SG
azalma	reduser	azal	redus		N;INDF;FEM;SG
azalma	minsk	azal	minsk		N;INDF;MASC;SG
azalma	nedgang	azal	nedgang		N;INDF;MASC;SG
azalma	redusere	azal	redusere		V;NFIN
dosyalar	arkiv	dosya	arkiv	N;NOM;PL;3	N;INDF;NEUT;SG
tara	tara	tara	tare		N;INDF;FEM;SG
tara	skanning	tara	skanning		N;INDF;FEM;SG
tara	skanne	tara	skane		N;INDF;FEM;SG
tara	scan	tara	scan		N;INDF;MASC;SG
oya	stemmer	oya	stemme		N;INDF;FEM;PL
gauss	gauss	gauss	gauss		N;INDF;MASC;SG
lori	lori	None	lor		N;INDF;MASC;SG
basılı	trykte	basılı	trykkje		ADJ;PL;V.PTCP
basılı	trykt	basılı	trykkje		ADJ;INDF;NEUT;SG;V.PTCP
mercimek	linser	mercimek	linser	N;NOM;SG;3	N;INDF;FEM;PL
atıfta	refererer	atıf	referere	N;ESS;SG;3	V;IND;PRS;FIN
jam	syltetøy	jam	syltetøy		N;INDF;NEUT;SG
jam	jam	jam	jam		N;INDF;MASC;SG
düzenle	redigere	düzen	redigere	N;INS;SG;3	V;NFIN
düzenle	rediger	düzen	redig	N;INS;SG;3	N;INDF;MASC;PL
düzenle	modifisere	düzen	modifisere	N;INS;SG;3	V;NFIN
dağıstan	dagestan	dağıs	dagestan		N;INDF;MASC;SG
mantıksal	logikk	mantıksal	logikk	ADJ	N;INDF;MASC;SG
morrison	morrisons	morrison	morrisons		N;INDF;MASC;SG
morrison	morrison	morrison	morrison		N;INDF;MASC;SG
atomik	atomic	atomik	atomic	ADJ	N;INDF
tuzla	tuzla	tuz	tuzle		N;DEF;NEUT;SG
yannis	ioannis	yannis	ioannis	PROPN;NOM;SG;3	N;INDF;MASC;SG
bölünmüş	delt	böl	dele	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
bölünmüş	splittet	böl	splitt	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;DEF;NEUT;SG
bölünmüş	split	böl	split	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N
bölünmüş	delt	böl	dele	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
crown	krone	crown	krone		N;INDF;FEM;SG
mineral	mineral	mineral	mineral		N;INDF;NEUT;SG
mineral	mineraler	mineral	mineral		N;INDF;FEM;PL
eşdeğer	tilsvarer	eşdeğer	tilsvare		V;IND;PRS;FIN
tuğla	murstein	tuğ	murstein		N;INDF;MASC;SG
tuğla	brick	tuğ	brick		N;INDF;NEUT;SG
tuğla	murstein	tuğ	murstein		N;INDF;MASC;SG
ekşi	surt	ekşi	sur		ADJ;INDF;NEUT;SG
ekşi	sure	ekşi	sure		ADJ;PL
bitişik	tilstøtende	bitişik	tilstøtende		N;INDF;MASC;SG
brandenburg	brandenburg	brandenburg	brandenburg	PROPN;NOM;SG;3	N;DEF;MASC;SG
milton	milton	milton	milton	PROPN;NOM;SG;3	N;INDF;NEUT;SG
kap	kap	kap	kap		N
kap	beholder	kap	beholder		V;IND;PRS;FIN
kap	container	kap	contain		N;INDF;MASC;SG
lois	lois	lois	lois		N;INDF;MASC;SG
saçma	tøys	saç	tøys		N;INDF;MASC;SG
saçma	tøv	saç	tøve		N;INDF;MASC;SG
saçma	tullball	saç	tullball		N;INDF;MASC;SG
saçma	tull	saç	tull		N;INDF;NEUT;SG
saçma	nonsens	saç	nonsens		N;INDF;MASC;SG
saçma	tåpelig	saç	tåpelig		ADJ;INDF;NEUT;SG
saçma	latterlig	saç	latterlig		ADJ;INDF;NEUT;SG
saçma	absurde	saç	absurd		ADJ;PL
saçma	absurd	saç	absurd		ADJ;INDF;NEUT;SG
tate	tate	tate	tate		N;INDF;MASC;SG
bakkal	matvarer	bakkal	matvare		N;INDF;FEM;PL
bakkal	dagligvarer	bakkal	dagligvare		N;INDF;FEM;PL
bakkal	kolonial	bakkal	kolonial		ADJ;INDF;SG
bakkal	dagligvarebutikk	bakkal	dagligvarebutikk		N;INDF;MASC;SG
finaller	finalen	final	finale	N;NOM;PL;3	N;DEF;MASC;SG
maliyet	kostnader	maliyet	kostnad	N;NOM;SG;3	N;INDF;MASC;PL
maliyet	kosta	maliyet	koste	N;NOM;SG;3	ADJ;INDF;NEUT;SG;V.PTCP
maliyet	kostnader	maliyet	kostnad	N;NOM;SG;3	N;INDF;MASC;PL
muhasebe	regnskap	muhasebe	regnskap		N;INDF;MASC;SG
muhasebe	revisor	muhasebe	revisor		N;INDF;MASC;SG
