של	shel	של	shel	PART;GEN	N;INDF;SG
צרפת	frankrike	צרפת	frankrike	PROPN	N;INDF;NEUT;SG
צרפת	france	צרפת	france	PROPN	N
הרבה	tomter	הרבה	tomter	ADV	N;INDF;FEM;PL
הרבה	mangt	הרבה	mangt	ADV	N;INDF;MASC;SG
הרבה	many	הרבה	many	ADV	N
הרבה	mangen	הרבה	mang	ADV	N;DEF;MASC;SG
הרבה	mange	הרבה	mange	ADV	ADJ;PL
הרבה	mye	הרבה	mye	ADV	N;INDF;MASC;SG
נמצא	funnet	נמצא	finne	V;MASC;SG;V.PTCP;MID	N;DEF;NEUT;SG
נמצא	funne	נמצא	finne	V;MASC;SG;V.PTCP;MID	ADJ;INDF;NEUT;SG;V.PTCP
טוב	flinke	טוב	flink	ADJ;MASC;SG	ADJ;PL
אי	øya	אי	øy	ADV	N;DEF;FEM;SG
אי	island	אי	island	ADV	N;INDF;NEUT;SG
אי	øy	אי	øy	ADV	N;INDF;FEM;SG
ילדים	kids	ילד	kids	N;MASC;PL	N;INDF;MASC;SG
ילדים	kidsa	ילד	kidse	N;MASC;PL	N;INDF;MASC;SG
ילדים	unger	ילד	unger	N;MASC;PL	N;INDF;MASC;SG
שלושה	tre	שלושה	tre	NUM;MASC;SG	NUM;PL
שלושה	three	שלושה	three	NUM;MASC;SG	N
הגיע	ankom	הגיע	ankom	V;MASC;SG;3;PST;ACT	N;INDF;MASC;SG
הגיע	kommet	הגיע	komme	V;MASC;SG;3;PST;ACT	
הגיע	ankommet	הגיע	ankom	V;MASC;SG;3;PST;ACT	N;DEF;NEUT;SG
אירופה	europe	אירופה	europe	PROPN	N;INDF;MASC;SG
אירופה	europa	אירופה	europa	PROPN	N;DEF;NEUT;SG
אירופה	europa	אירופה	europa	PROPN	N;DEF;NEUT;SG
אירופה	europeiske	אירופה	europeisk	PROPN	ADJ;PL
אירופה	europeisk	אירופה	europeisk	PROPN	ADJ;INDF;SG
אירופה	european	אירופה	european	PROPN	N;INDF;MASC;SG
המלך	konge	המלך	konge		N;INDF;MASC;SG
המלך	dobbelseng	המלך	dobbelseng		N;INDF;NEUT;SG
כמעט	almost	כמעט	almost	ADV	N
מיליון	million	מיליון	million	NUM;MASC;SG	N;INDF;MASC;SG
יצחק	isaac	יצחק	isaac	PROPN	N;INDF;MASC;SG
יצחק	isak	יצחק	isak	PROPN	N;INDF;MASC;SG
יצחק	yitzhak	יצחק	yitzhak	PROPN	N;INDF;MASC;SG
האלבום	album	האלבום	album	PROPN	N;INDF;NEUT;SG
האלבום	albumet	האלבום	album	PROPN	N;DEF;NEUT;SG
יוסף	joseph	יוסף	joseph	PROPN	N;INDF;NEUT;SG
יוסף	josef	יוסף	josef	PROPN	N;INDF;MASC;SG
יוסף	yosef	יוסף	yosef	PROPN	N;INDF;MASC;SG
נפטר	avdød	נפטר	avdød	V;MASC;SG;3;PST;MID	N;INDF;MASC;SG
נפטר	avdøde	נפטר	avdøde	V;MASC;SG;3;PST;MID	N;INDF;MASC;SG
הלהקה	band	הלהקה	band	PROPN	N;INDF;NEUT;SG
תוכנית	planlegge	תוכנית	planlegge	N;FEM;SG	V;NFIN
בתי	dotter	בית	dotter	PROPN	N;INDF;FEM;SG
בתי	datter	בית	datter	PROPN	N;INDF;FEM;SG
בתי	daughter	בית	daughter	PROPN	N;INDF;MASC;SG
בתי	dattera	בית	datter	PROPN	N;DEF;FEM;SG
בתי	datteren	בית	datter	PROPN	N;DEF;MASC;SG
נראה	looks	נראה	looks	V;MASC;SG;V.PTCP;MID	N
לגבי	angående	לגבי	angående	ADP	N;INDF;MASC;SG
לגבי	omtrent	לגבי	omtrent	ADP	ADV
וב	webb	וב	webb		PROPN
פעם	once	פעם	once	ADV	N;INDF
משתמש	brukeren	השתמש	bruker	V;MASC;SG;V.PTCP	N;DEF;MASC;SG
קיבל	mottatte	קיבל	motta	V;MASC;SG;3;PST;ACT	N;INDF;FEM;SG
קיבל	mottatt	קיבל	motta	V;MASC;SG;3;PST;ACT	ADJ;INDF;NEUT;SG;V.PTCP
קיבל	godtatt	קיבל	godta	V;MASC;SG;3;PST;ACT	ADJ;INDF;NEUT;SG;V.PTCP
קיבל	godtas	קיבל	godta	V;MASC;SG;3;PST;ACT	N;INDF;MASC;SG
קיבל	akseptert	קיבל	akseptere	V;MASC;SG;3;PST;ACT	ADJ;INDF;SG;V.PTCP
קיבל	godkjent	קיבל	godkjenne	V;MASC;SG;3;PST;ACT	ADJ;INDF;NEUT;SG;V.PTCP
קיבל	aksepterte	קיבל	akseptere	V;MASC;SG;3;PST;ACT	ADJ;PL;V.PTCP
עקב	hæl	None	hæl	CONJ	N;INDF;MASC;SG
עקב	hælen	None	hæl	CONJ	N;DEF;MASC;SG
נשים	kvinnfolk	איש	kvinnfolk	N;FEM;PL	N;INDF;NEUT;SG
מונה	monet	מנה	monet		N;DEF;NEUT;SG
מונה	mona	מנה	mone		N;INDF;FEM;SG
במיוחד	især	במיוחד	især	ADV	N;INDF;NEUT;SG
במיוחד	spesielt	במיוחד	spesiell	ADV	ADJ;INDF;NEUT;SG
במיוחד	spesiellt	במיוחד	spesiell	ADV	ADJ;INDF;NEUT;SG
במיוחד	særlig	במיוחד	særlig	ADV	ADJ;INDF;NEUT;SG
במיוחד	især	במיוחד	især	ADV	N;INDF;NEUT;SG
במיוחד	spesielt	במיוחד	spesiell	ADV	ADJ;INDF;NEUT;SG
במיוחד	spesiellt	במיוחד	spesiell	ADV	ADJ;INDF;NEUT;SG
במיוחד	særlig	במיוחד	særlig	ADV	ADJ;INDF;NEUT;SG
האימפריה	empire	האימפריה	empire	PROPN	N;INDF;MASC;SG
האימפריה	imperiet	האימפריה	imperium	PROPN	N;DEF;NEUT;SG
האימפריה	keiserdømmet	האימפריה	keiserdøm	PROPN	N;DEF;NEUT;SG
האימפריה	imperium	האימפריה	imperium	PROPN	N;INDF;NEUT;SG
עדיין	forsatt	עדיין	forsitje	ADV	N;INDF;MASC;SG
עדיין	fremdeles	עדיין	fremdeles	ADV	N;INDF;MASC;SG
עדיין	fortsatt	עדיין	fortsatt	ADV	ADJ;INDF;NEUT;SG
מים	vann	מים	vinne	N;MASC;PL	V;IND;PST;FIN
ניו	neo	ניו	neo	PROPN	N
נכון	høyre	נכון	høyre	ADJ;MASC;SG	V;NFIN
נכון	true	נכון	tru	ADJ;MASC;SG	N;INDF;NEUT;SG
נכון	sanne	נכון	sann	ADJ;MASC;SG	ADJ;PL
החלה	begynt	החל	begynne	V;FEM;SG;3;PST;ACT	ADJ;INDF;NEUT;SG;V.PTCP
חיפה	haifa	חיפה	haife	PROPN	N;INDF;MASC;SG
העונה	sesong	העונה	sesong	ADV	N;INDF;MASC;SG
העונה	sesongen	העונה	sesong	ADV	N;DEF;MASC;SG
העונה	årstid	העונה	årstid	ADV	N;INDF;FEM;SG
יעקב	jacob	יעקב	jacob	PROPN	N;INDF;MASC;SG
יעקב	jakob	יעקב	jakob	PROPN	N;INDF;MASC;SG
יעקב	jakob	יעקב	jakob	PROPN	N;INDF;MASC;SG
יעקב	jakov	יעקב	jakov	PROPN	N;INDF;MASC;SG
אינה	ina	אינו	ina	V;FEM;SG;3;NEG;V.PTCP	N;INDF;NEUT;SG
אינה	inna	אינו	innan	V;FEM;SG;3;NEG;V.PTCP	N;INDF;MASC;SG
מדינות	land	מדינה	land	N;FEM;PL	N;INDF;NEUT;SG
הבית	hjemme	הבית	hjemme	ADV	
הבית	heime	הבית	heime	ADV	ADP
הבית	hjem	הבית	hjem	ADV	N;INDF;NEUT;SG
הבית	hjemmet	הבית	hjem	ADV	N;DEF;NEUT;SG
הבית	home	הבית	home	ADV	N;INDF;NEUT;SG
הבית	house	הבית	house	ADV	N;INDF;MASC;SG
הבית	huset	הבית	hus	ADV	N;DEF;NEUT;SG
הבית	hus	הבית	hus	ADV	N;INDF;NEUT;SG
תודה	takk	תודה	takk	PROPN	N;INDF;FEM;SG
לב	heart	לב	hear	PROPN	N
לב	hjerte	לב	hjerte	PROPN	N;INDF;NEUT;SG
לב	hjertet	לב	hjerte	PROPN	N;DEF;NEUT;SG
לב	lev	לב	la	PROPN	N;INDF;MASC;SG
מפקד	commander	מפקד	commander	N;MASC;SG	N;INDF;MASC;PL
שלוש	tre	שלוש	tre	NUM;FEM;SG	NUM;PL
שלוש	three	שלוש	three	NUM;FEM;SG	N
שלום	shalom	שלום	shalom	PROPN	N
שלום	peace	שלום	peace	PROPN	N
שלום	freden	שלום	fred	PROPN	N;DEF;MASC;SG
שלום	fred	שלום	fred	PROPN	N;INDF;MASC;SG
שלום	heisann	שלום	heisann	PROPN	N;INDF;MASC;SG
שלום	hallo	שלום	hallo	PROPN	N;INDF;MASC;SG
שלום	hello	שלום	hello	PROPN	N;INDF;NEUT;SG
פעמים	times	פעם	time	N;FEM;PL	N;GEN;INDF;MASC;SG
קבוצות	teamene	קבוצה	team	N;FEM;PL	N;INDF;MASC;SG
קבוצות	team	קבוצה	team	N;FEM;PL	N;INDF;NEUT;SG
המשחק	spill	המשחק	spill	PROPN	N;INDF;NEUT;SG
המשחק	kampstart	המשחק	kampstart	PROPN	N;INDF;MASC;SG
המשחק	game	המשחק	game	PROPN	N
האי	øya	האי	øy		N;DEF;FEM;SG
האי	island	האי	island		N;INDF;NEUT;SG
האי	øy	האי	øy		N;INDF;FEM;SG
האי	hai	האי	hai		N;INDF;MASC;SG
בגלל	because	בגלל	because	ADP	N;INDF;SG
בגלל	fordi	בגלל	fordi	ADP	CONJ
המפלגה	parti	המפלג	parti	PROPN	N;INDF;NEUT;SG
המפלגה	fest	המפלג	fest	PROPN	N;INDF;MASC;SG
המפלגה	feste	המפלג	feste	PROPN	N;INDF;NEUT;SG
המפלגה	party	המפלג	party	PROPN	N;INDF;NEUT;SG
בעבר	tidligere	בעבר	tidligere		N;INDF;FEM;SG
האחרון	siste	האחרון	sist	PROPN	ADJ;DEF;SG
האחרון	sist	האחרון	sist	PROPN	ADV
האתר	nettsted	האתר	nettsted		N;INDF;NEUT;SG
האתר	nettside	האתר	nettside		N;INDF;FEM;SG
האתר	nettstedet	האתר	nettsted		N;DEF;NEUT;SG
קצר	kort	קצר	kort	ADJ;MASC;SG	N;INDF;NEUT;SG
קצר	short	קצר	shor	ADJ;MASC;SG	N;INDF;SG
קצר	korte	קצר	kort	ADJ;MASC;SG	ADJ;PL
קצר	kortfattet	קצר	kortfatt	ADJ;MASC;SG	N;DEF;NEUT;SG
ימים	days	יום	days	N;MASC;PL	N;INDF;MASC;SG
בהמשך	nedenfor	בהמשך	nedenfor		
בהמשך	below	בהמשך	below		N;INDF;SG
בהמשך	under	בהמשך	under		ADP
בר	bar	בר	bere		V;IND;PST;FIN
צבא	militær	צבא	militær	N;MASC;SG	ADJ;INDF;SG
צבא	militære	צבא	militær	N;MASC;SG	ADJ;PL
החיים	liv	החיים	liv	ADV	N;INDF;NEUT;SG
החיים	livet	החיים	liv	ADV	N;DEF;NEUT;SG
החיים	life	החיים	life	ADV	N;INDF;MASC;SG
הפך	ble	הפך	ble	V;MASC;SG;3;PST	
צה	tse	צה	ti		N;INDF;MASC;SG
משחק	spiller	משחק	spille	N;MASC;SG	V;IND;PRS;FIN
משחק	spiler	משחק	spile	N;MASC;SG	N;INDF;FEM;PL
ראשי	hode	ראש	hode	N;PSSD;MASC;PL	N;INDF;MASC;SG
ראשי	hodet	ראש	hod	N;PSSD;MASC;PL	N;DEF;NEUT;SG
ראשי	head	ראש	head	N;PSSD;MASC;PL	N;INDF;NEUT;SG
ראשי	høvding	ראש	høvding	N;PSSD;MASC;PL	N;INDF;FEM;SG
ראשי	primære	ראש	primær	N;PSSD;MASC;PL	ADJ;PL
ראשי	primærvalg	ראש	primærvalg	N;PSSD;MASC;PL	N;INDF;NEUT;SG
ראשי	primær	ראש	primær	N;PSSD;MASC;PL	N;INDF;MASC;SG
הזמן	tid	הזמן	tid		N;INDF;FEM;SG
הזמן	klokkeslett	הזמן	klokkeslett		N;INDF;FEM;SG
הזמן	gang	הזמן	gang		N;INDF;MASC;SG
למעשה	egentlig	למעשה	egentlig	ADV	ADJ;INDF;NEUT;SG
למעשה	faktisk	למעשה	faktisk	ADV	ADJ;INDF;NEUT;SG
אברהם	abraham	אברהם	abraham	PROPN	N;INDF;MASC;SG
אברהם	avraham	אברהם	avraham	PROPN	N;INDF;MASC;SG
נבחר	valgt	נבחר	velg	V;MASC;SG;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
נבחר	utvalgte	נבחר	utvalg	V;MASC;SG;3;PST;MID	ADJ;PL
נבחר	utvalgt	נבחר	utvalg	V;MASC;SG;3;PST;MID	ADJ;INDF;NEUT;SG
נבחר	valgt	נבחר	velg	V;MASC;SG;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
נבחר	utvalgte	נבחר	utvalg	V;MASC;SG;3;PST;MID	ADJ;PL
נבחר	utvalgt	נבחר	utvalg	V;MASC;SG;3;PST;MID	ADJ;INDF;NEUT;SG
מדי	maddie	מדי	maddie	ADV	N;INDF;MASC;SG
מדי	too	מדי	too	ADV	N
לרוב	hovedsakelig	ררוב	hovedsakelig		N;INDF;FEM;SG
לרוב	mest	ררוב	mykje		ADJ;INDF;RL
לכן	derfor	לכן	derfor	CONJ	ADV
מאוחר	sen	מאוחר	sen	ADV	N;INDF;MASC;SG
מאוחר	seint	מאוחר	sein	ADV	ADJ;INDF;NEUT;SG
מאוחר	sein	מאוחר	sein	ADV	N;INDF;MASC;SG
מאוחר	sent	מאוחר	senje	ADV	N;INDF;MASC;SG
דף	siden	דף	siden		
דף	sida	דף	side		N;DEF;FEM;SG
דף	side	דף	side		N;INDF;FEM;SG
דף	page	דף	page		N;INDF;MASC;SG
דף	def	דף	def		N
קולנוע	filmer	קולנוע	film	N;MASC;SG	N;INDF;FEM;PL
פני	penny	פנים	penny	N;PL	N;INDF;MASC;SG
קודם	første	קודם	første	ADV	ADJ;DEF;SG
קודם	forst	קודם	forst	ADV	N;INDF;MASC;SG
קודם	first	קודם	first	ADV	N
עיר	town	עיר	town	N;FEM;SG	PROPN
לצד	sida	לצד	side	ADP	N;DEF;FEM;SG
לצד	side	לצד	side	ADP	N;INDF;FEM;SG
ידוע	kjente	ידוע	kjent	N;MASC;SG	ADJ;PL
ידוע	kjent	ידוע	kjent	N;MASC;SG	ADJ;INDF;NEUT;SG
הופעות	konserter	הופעה	konserter	N;FEM;PL	N;INDF;NEUT;SG
קטן	small	קטן	small	ADJ;MASC;SG	N;INDF;NEUT;SG
קטן	små	קטן	liten	ADJ;MASC;SG	ADJ;PL
קטן	lille	קטן	lilje	ADJ;MASC;SG	N;INDF;MASC;SG
למד	studert	למד	studere	V;MASC;SG;3;PST	ADJ;INDF;SG;V.PTCP
למד	learn	למד	learn	V;MASC;SG;3;PST	N;INDF;MASC;SG
למד	lære	למד	lære	V;MASC;SG;3;PST	N;INDF;FEM;SG
למד	lær	למד	lær	V;MASC;SG;3;PST	N;INDF;NEUT;SG
ברית	allierte	ברית	alliere	N;FEM;SG	ADJ;PL;V.PTCP
היהודי	jøde	היהודי	jøde	PROPN	N;INDF;MASC;SG
תשע	ni	תשע	ni	NUM;FEM;SG	NUM;PL
תשע	nine	תשע	nine	NUM;FEM;SG	N;INDF;MASC;SG
פחות	færre	פחות	få	ADV	ADJ;CMPR
פחות	færre	פחות	få	ADV	ADJ;CMPR
פחות	less	פחות	less	ADV	
פחות	mindre	פחות	liten	ADV	ADJ;CMPR
ישראלי	israelske	ישראלי	israelsk	N;MASC;SG	ADJ;PL
ישראלי	israelsk	ישראלי	israelsk	N;MASC;SG	ADJ;INDF;SG
שיחק	spilte	שיחק	spilte	PROPN	V;IND;PST;FIN
שיחק	spilt	שיחק	spile	PROPN	N;INDF;NEUT;SG
מעבר	overgangen	מעבר	overgang		N;DEF;MASC;SG
מעבר	overgang	מעבר	overgang		N;INDF;MASC;SG
מעבר	hinsides	מעבר	hinsides		N;INDF;MASC;SG
מעבר	bortenfor	מעבר	bortenfor		N;DEF;MASC;SG
מעבר	beyond	מעבר	beyond		N
מעבר	utover	מעבר	utover		ADP
מעבר	passasje	מעבר	passasje		N;INDF;MASC;SG
איך	hvordan	איך	hvordan	ADV	N;INDF;MASC;SG
איך	how	איך	how	ADV	N;INDF;SG
גרסאות	versjoner	גרסה	versjon	N;FEM;PL	N;INDF;MASC;SG
זהב	gylne	זהב	gyle	N;MASC;SG	ADJ;PL
עולם	verden	עולם	verden	N;MASC;SG	
מדינה	delstater	מדינה	delstater	N;FEM;SG	N;INDF;MASC;PL
מדינה	state	מדינה	state	N;FEM;SG	PROPN
ארגון	organiserer	ארגון	organisere	N;MASC;SG	V;IND;PRS;FIN
ארגון	organisere	ארגון	organisere	N;MASC;SG	V;NFIN
לכתוב	skrive	כתב	skrive	V;NFIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
לכתוב	skriving	כתב	skriving	V;NFIN;ACT	N;INDF;FEM;SG
שונה	shauna	שונה	shauna		N;INDF;NEUT;SG
שונה	annerledes	שונה	annerledes		N;INDF;MASC;SG
שונה	ulike	שונה	ulik		ADJ;PL
שונה	forskjellige	שונה	forskjellig		ADJ;PL
שונה	forskjellig	שונה	forskjellig		ADJ;INDF;NEUT;SG
שונה	modifisert	שונה	modifisere		ADJ;INDF;SG;V.PTCP
שונה	endret	שונה	endre		N;INDF;NEUT;SG
גדולה	large	גדול	larg	ADJ;FEM;SG	N
גדולה	big	גדול	big	ADJ;FEM;SG	N;INDF;SG
גדולה	store	גדול	stor	ADJ;FEM;SG	ADJ;PL
גדולה	storhet	גדול	storha	ADJ;FEM;SG	N;INDF;MASC;SG
קשה	hard	קשה	hard	ADV	ADJ;INDF;SG
קשה	vanskeleg	קשה	vanskeleg	ADV	ADJ;INDF;NEUT;SG
קשה	hardt	קשה	hard	ADV	ADJ;INDF;NEUT;SG
קשה	vanskelig	קשה	vanskelig	ADV	ADJ;INDF;NEUT;SG
קשה	tøffe	קשה	tøff	ADV	ADJ;PL
קשה	tøff	קשה	tøff	ADV	ADJ;INDF;SG
קשה	tøft	קשה	tøfr	ADV	N;INDF;NEUT;SG
קשה	vanskelige	קשה	vanskelig	ADV	ADJ;PL
קשה	vanskelig	קשה	vanskelig	ADV	ADJ;INDF;NEUT;SG
אור	lys	אור	lys		N;INDF;NEUT;SG
צבי	zvi	צבי	zvi	PROPN	N
צבי	hjort	צבי	hjort	PROPN	N;INDF;MASC;SG
צבי	hjortedyr	צבי	hjortedyr	PROPN	N;INDF;NEUT;SG
צבי	rådyr	צבי	rådyr	PROPN	N;INDF;NEUT;SG
צבי	gazelle	צבי	gazelle	PROPN	ADJ;PL
לדוגמה	eksempel	לדוגמה	eksempel	PROPN	N;INDF;NEUT;SG
בעברית	hebraisk	בעברית	hebraisk		N;INDF;MASC;SG
קיים	eksisterte	קיים	eksistere	ADJ;MASC;SG	V;IND;PST;FIN
קיים	fantes	קיים	fantes	ADJ;MASC;SG	N;INDF;NEUT;SG
קיים	finnes	קיים	finnan	ADJ;MASC;SG	
קיים	eksistere	קיים	eksistere	ADJ;MASC;SG	V;IMP;NFIN
קיים	eksisterer	קיים	eksistere	ADJ;MASC;SG	V;IND;PRS;FIN
קיים	finnes	קיים	finnan	ADJ;MASC;SG	
קיים	eksisterer	קיים	eksistere	ADJ;MASC;SG	V;IND;PRS;FIN
קיים	eksisterende	קיים	eksisterende	ADJ;MASC;SG	N;INDF;MASC;SG
שלי	shelley	שלי	shelley		N;INDF;FEM;SG
שלי	mitt	שלי	min		PRO;NEUT;SG
שלי	gruve	שלי	gruve		N;INDF;FEM;SG
שלי	mine	שלי	min		PRO;PL
שלי	min	שלי	min		PRO;MASC;SG
שלי	shelly	שלי	shelly		N;INDF;MASC;SG
דומה	lignende	דומה	lignende		N;INDF;MASC;SG
דומה	liknende	דומה	liknende		ADJ;INDF;NEUT;SG
דומה	duma	דומה	dum		N;INDF;NEUT;SG
דין	dekanus	דין	dekanus	PROPN	N;INDF;MASC;SG
דין	dean	דין	dean	PROPN	PROPN
שכן	nabo	שכן	nabo	CONJ	N;INDF;MASC;SG
שכן	naboen	שכן	nabo	CONJ	N;DEF;MASC;SG
שכן	nabo	שכן	nabo	CONJ	N;INDF;MASC;SG
שכן	naboen	שכן	nabo	CONJ	N;DEF;MASC;SG
ימי	dager	יום	dag	PROPN	N;INDF;FEM;PL
ימי	dagene	יום	dag	PROPN	N;DEF;FEM;PL
ימי	days	יום	days	PROPN	N;INDF;MASC;SG
מבין	forstår	מבין	forstå	ADP	V;IND;PRS;FIN
מבין	forstå	מבין	forstå	ADP	V;NFIN
מבין	skjønner	מבין	skjønne	ADP	V;IND;PRS;FIN
נקרא	kalles	נקרא	kalles	V;MASC;SG;3;PST;MID	N;INDF;MASC;SG
נקרא	ringt	נקרא	ringe	V;MASC;SG;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
נקרא	kalt	נקרא	kalle	V;MASC;SG;3;PST;MID	ADJ;INDF;NEUT;SG
פשוט	enkelt	פשוט	enkel		ADJ;INDF;NEUT;SG
פשוט	enkle	פשוט	enkel		ADJ;PL
פשוט	enkel	פשוט	enkel		ADJ;INDF;SG
פשוט	berre	פשוט	berre		ADV
פשוט	akkurat	פשוט	akkurat		ADV
פשוט	bare	פשוט	bare		ADV
פשוט	nettopp	פשוט	nettopp		ADV
פשוט	just	פשוט	just		N;INDF;MASC;SG
עבודה	arbeide	עבודה	arbeide	N;FEM;SG	V;NFIN
עבודה	jobbe	עבודה	jobbe	N;FEM;SG	V;NFIN
עבודה	jobber	עבודה	jobbe	N;FEM;SG	N;INDF;FEM;PL
כיוון	retning	כיוון	retning		N;INDF;FEM;SG
כיוון	retningen	כיוון	retning		N;DEF;MASC;SG
שלמה	shlomo	שלמה	shlomo	PROPN	N;INDF;MASC;SG
שלמה	salomon	שלמה	salomon	PROPN	N;INDF;MASC;SG
שלמה	solomon	שלמה	solomon	PROPN	N;INDF;MASC;SG
שלמה	salomo	שלמה	salomo	PROPN	N;INDF;MASC;SG
שלמה	helhet	שלמה	helh	PROPN	N;INDF;SG
שלמה	hel	שלמה	hel	PROPN	N
שלמה	whole	שלמה	whole	PROPN	N
אמריקאים	amerikanske	אמריקני	amerikansk	N;MASC;PL	ADJ;PL
אמריקאים	amerikansk	אמריקני	amerikansk	N;MASC;PL	ADJ;INDF;SG
אמריקאים	amerikanerne	אמריקני	amerikanern	N;MASC;PL	ADJ;PL
אמריקאים	amerikanere	אמריקני	amerikanere	N;MASC;PL	N;INDF;MASC;SG
הפועל	verb	הפועל	verb	PROPN	N;INDF;NEUT;SG
הפועל	hapoel	הפועל	hapoel	PROPN	N;INDF;MASC;SG
אפריקה	afrika	אפריקה	afrika	PROPN	N;INDF;NEUT;SG
נחשב	vurdert	נחשב	vurdere	V;MASC;SG;V.PTCP;MID	ADJ;INDF;SG;V.PTCP
נחשב	teller	נחשב	teller	V;MASC;SG;V.PTCP;MID	N;INDF;MASC;SG
דרום	sørlige	דרום	sørlig	N;MASC;SG	ADJ;PL
דרום	søndre	דרום	søndre	N;MASC;SG	ADJ;CMPR
דרום	sør	דרום	sør	N;MASC;SG	ADP
דרום	south	דרום	south	N;MASC;SG	PROPN
אולי	kansje	אולי	kansje	ADV	N;INDF;MASC;SG
עלה	leaf	עלה	leaf	V;MASC;SG;3;PST;ACT	N;INDF;MASC;SG
עלה	blad	עלה	blad	V;MASC;SG;3;PST;ACT	N;INDF;NEUT;SG
לקבל	aksepter	קיבל	aksepter	V;NFIN;ACT	N;INDF;NEUT;SG
לקבל	hent	קיבל	hente	V;NFIN;ACT	N;INDF;MASC;SG
לקבל	få	קיבל	få	V;NFIN;ACT	ADJ;PL
לקבל	get	קיבל	get	V;NFIN;ACT	
להשתמש	bruk	השתמש	bruk	V;NFIN	N;INDF;MASC;SG
להשתמש	bruken	השתמש	bruk	V;NFIN	N;DEF;MASC;SG
העליון	supreme	העליון	supreme	PROPN	N;INDF;MASC;SG
בברכה	oppriktig	בברכה	oppriktig		ADJ;INDF;NEUT;SG
בברכה	velkommen	בברכה	velkommen		N;INDF;MASC;SG
בברכה	imøtekommende	בברכה	imøtekommende		N;INDF;MASC;SG
בברכה	innbydende	בברכה	innbydende		N;INDF;NEUT;SG
מין	kjønn	מין	kjønn		N;INDF;NEUT;SG
מין	sex	מין	sex		N;INDF;MASC;SG
מין	art	מין	art		N;INDF;MASC;SG
מין	arter	מין	arter		N;INDF;FEM;PL
מין	min	מין	min		PRO;MASC;SG
לשעבר	tidligere	לשעבר	tidligere	ADV	N;INDF;FEM;SG
כזה	slikt	כזה	slikt		PRO;NEUT;SG;3
כזה	slik	כזה	slik		ADV
כזה	sådan	כזה	sådan		N;INDF;MASC;SG
כזה	slike	כזה	slik		DET;PL
אינטרנט	web	אינטרנט	web		N
אינטרנט	nett	אינטרנט	nett		ADV
אינטרנט	internett	אינטרנט	internett		N;INDF;NEUT;SG
אינטרנט	internet	אינטרנט	intern		N;DEF;NEUT;SG
נקודות	poeng	נקודה	poeng	N;FEM;PL	N;INDF;NEUT;SG
שירים	sanger	שיר	sanger	N;MASC;PL	N;INDF;MASC;SG
שירים	songs	שיר	song	N;MASC;PL	N;INDF;NEUT;SG
התנועה	vikeplikt	התנועה	vikeplikt	V;MASC;SG;3;PST	N;INDF;MASC;SG
התנועה	trafikk	התנועה	trafikk	V;MASC;SG;3;PST	N;INDF;MASC;SG
התנועה	trafikken	התנועה	trafikk	V;MASC;SG;3;PST	N;DEF;MASC;SG
הר	fjell	הר	fjell	PROPN	N;INDF;NEUT;SG
הר	mountain	הר	mountain	PROPN	N;INDF;NEUT;SG
הר	fjellet	הר	fjell	PROPN	N;DEF;NEUT;SG
הר	mount	הר	mount	PROPN	N;INDF;NEUT;SG
הרי	harry	הרי	harry	CONJ	N;INDF;MASC;SG
למה	hvorfor	למה	hvorfor	ADV	
למה	why	למה	why	ADV	N
נולדה	born	נולד	barn	V;FEM;SG;3;PST;MID	N;INDF;NEUT;PL
נולדה	født	נולד	føde	V;FEM;SG;3;PST;MID	ADJ;INDF;SG;V.PTCP
שמות	navn	שם	navn	N;MASC;PL	N;INDF;NEUT;SG
יחסית	relativt	יחסית	relativ	ADV	ADJ;INDF;NEUT;SG
שערים	gates	שער	gate	N;MASC;PL	N;INDF;MASC;SG
שערים	porter	שער	porter	N;MASC;PL	N;INDF;MASC;SG
שערים	portaler	שער	portale	N;MASC;PL	N;INDF;NEUT;SG
שערים	mål	שער	mål	N;MASC;PL	N;INDF;NEUT;SG
שערים	goals	שער	goal	N;MASC;PL	N;INDF;SG
מערכות	systems	מערכת	systems	N;FEM;PL	N;INDF;SG
מערכות	system	מערכת	system	N;FEM;PL	N;INDF;NEUT;SG
שנייה	sekund	שנייה	sekund	NUM;FEM;SG	N;INDF;NEUT;SG
שנייה	andre	שנייה	annan	NUM;FEM;SG	DET;PL
שנייה	second	שנייה	second	NUM;FEM;SG	N
שנייה	sek	שנייה	sek	NUM;FEM;SG	N;INDF;NEUT;SG
שנייה	sec	שנייה	sec	NUM;FEM;SG	N
ליצור	oppretter	יצר	oppretter	V;NFIN;ACT	N;INDF;MASC;SG
ליצור	opprett	יצר	opprett	V;NFIN;ACT	N;INDF;MASC;SG
אמריקה	amerika	אמריקה	amerika	PROPN	N;INDF;MASC;SG
אמריקה	america	אמריקה	america	PROPN	N;INDF;MASC;SG
ליד	nært	ליד	nær	ADP	ADJ;INDF;NEUT;SG
ליד	near	ליד	near	ADP	N;INDF;MASC;SG
ליד	nær	ליד	nær	ADP	ADJ;INDF;SG
שר	cher	שר	che	N;MASC;SG	PROPN
סוף	avslutt	None	avslutt	ADV	N;INDF;MASC;SG
