strasbourg	strasbourg	strasbourg	strasbourg	N;INDF;MASC;SG	PROPN;NOM
mostenirea	arv	mostenire	arv	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
oslo	oslo	oslo	oslo	PROPN	PROPN;NOM
turner	turners	turner	turn	PROPN	N;GEN;INDF;MASC+FEM;PL
turner	turner	turner	turner	PROPN	PROPN;NOM
adaugate	tillagt	adauga	tillägga	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
adaugate	tillagd	adauga	tillagd	ADJ;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
adaugate	tillsatt	adauga	tillsatt	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
aripi	wings	aripă	Wing	N;INDF;FEM;PL	PROPN;NOM
golf	golfen	golf	golf	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
interzisa	förbjudna	interzisa	förbjuden	N;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
interzisa	förbjuden	interzisa	förbjuden	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
interzisa	förbjudet	interzisa	förbjuden	N;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
interzisa	förbjudna	interzisa	förbjuden	N;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
interzisa	förbjuden	interzisa	förbjuden	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
interzisa	förbjudet	interzisa	förbjuden	N;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
numirea	förordnande	numire	förordnande	N;DEF;FEM;SG	ADJ;NOM;PRS;V.PTCP
numirea	möte	numire	möte	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
numirea	utnämning	numire	utnämning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
numirea	tillsättning	numire	tillsättning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
contactul	kontakt	contact	kontakt	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
contactul	kontakta	contact	kontakta	N;DEF;MASC;SG	V;IMP;FIN;ACT
java	java	javă	jav	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
alexandre	alexandre	alexandre	alexandre	PROPN	N;NOM;INDF;NEUT;SG
siberia	sibirien	siberie	sibirien	N;DEF;FEM;SG	PROPN;NOM
inspector	kommissarien	inspector	kommissari	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
inspector	inspektören	inspector	inspektör	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
ocean	oceanen	ocean	ocean	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
ocean	havet	ocean	hav	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
claudia	claudia	claudie	claudi	PROPN	N;NOM;INDF;MASC+FEM;SG
placut	gillade	placut	gilla	N;INDF;MASC;SG	V;IND;PST;FIN;ACT
placut	gillat	placut	gilla	N;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
placut	omtyckt	placut	omtyckt	N;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
placut	behaglig	placut	behaglig	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
placut	behagligt	placut	behaglig	N;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
evans	evans	evans	evans	PROPN	PROPN;NOM
edge	kanten	edge	kant	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
declaratie	uttalande	declaratie	uttalande	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
declaratie	förklaring	declaratie	förklaring	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
declaratie	deklarationen	declaratie	deklaration	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
declaratie	försäkran	declaratie	försäkra	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
declaratie	deklaration	declaratie	deklaration	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
discursul	tal	discurs	tal	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
discursul	anförande	discurs	anförande	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
discursul	talet	discurs	tal	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
alabama	alabama	alabama	alabam	N;INDF;MASC;SG	PROPN;NOM
folosire	användning	folosire	användning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tabel	bordet	tabel	bord	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
indiei	indiska	indie	indisk	PROPN;DEF;FEM;SG	ADJ;NOM;PL
indiei	india	indie	india	PROPN;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
indiei	indiskt	indie	indisk	PROPN;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
indiei	indien	indie	indien	PROPN;DEF;FEM;SG	PROPN;NOM
keith	keith	keith	keith	PROPN	PROPN;NOM
asigurata	försäkrade	asigurat	försäkra	ADJ;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
corrèze	corrèze	corra	corrèze	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
emise	utfärdat	emite	utfärda	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
emise	utfärdad	emite	utfärda	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
emise	utfärdade	emite	utfärda	V;IND;SG;3;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
emise	utgivna	emite	utge	V;IND;SG;3;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
campionatele	mästerskap	campionat	mästerskap	N;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
campionatele	championships	campionat	championships	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
louisiana	louisiana	louisiană	louisiana	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
organ	organet	organ	organ	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
hotelul	hotell	hotel	hotell	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
hotelul	hotellet	hotel	hotell	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
hotelul	hotel	hotel	hotel	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
oarecum	något	oarecum	någon	ADV	PRO;INDF;NEUT;SG
finistère	finistère	finistère	finistère	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tranzitie	övergång	tranzitie	övergång	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tranzitie	övergången	tranzitie	övergång	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
distante	avstånd	distant	avstånd	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
distante	avstånd	distant	avstånd	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
cald	hot	cald	hot	ADJ;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
cald	heta	cald	heta	ADJ;INDF;MASC;SG	V;IMP;NFIN;ACT
cald	varma	cald	varma	ADJ;INDF;MASC;SG	ADJ;NOM;PL
cald	värma	cald	värma	ADJ;INDF;MASC;SG	V;IMP;FIN;ACT
adanc	djup	adanc	djup		N;NOM;INDF;MASC+FEM;SG
adanc	djupa	adanc	djup		ADJ;NOM;PL
adanc	deep	adanc	deep		N;NOM;INDF;NEUT;SG
adanc	djupt	adanc	djup		ADV
adanc	djup	adanc	djup		N;NOM;INDF;MASC+FEM;SG
adanc	djupa	adanc	djup		ADJ;NOM;PL
adanc	deep	adanc	deep		N;NOM;INDF;NEUT;SG
adanc	djupt	adanc	djup		ADV
salvare	frälsning	salvare	frälsning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
salvare	räddning	salvare	räddning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
salvare	räddning	salvare	räddning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
salvare	rädda	salvare	rädda	N;INDF;FEM;SG	V;IMP;NFIN;ACT
salvare	undsättning	salvare	undsättning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vacanta	helgdag	vacanta	helgdag	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vacanta	semester	vacanta	semest	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vacanta	högtid	vacanta	högtid	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vacanta	semester	vacanta	semest	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vacanta	semester	vacanta	semest	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vacanta	helgdag	vacanta	helgdag	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vacanta	semester	vacanta	semest	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vacanta	högtid	vacanta	högtid	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vacanta	semester	vacanta	semest	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
malta	malta	malta	malta	PROPN	N;NOM;INDF;MASC+FEM;SG
fotbalul	fotboll	fotbal	fotboll	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
radical	radikal	radical	radikal	ADV	ADJ;NOM;INDF;MASC+FEM;SG
radical	radikala	radical	radikal	ADV	ADJ;NOM;PL
asalt	angrepp	asalt	angrepp	N;INDF;MASC;SG	N;NOM;INDF;NEUT;PL
renault	renault	renault	renaul	PROPN	N;NOM;INDF;MASC+FEM;SG
sierra	sierra	sierră	sierr	PROPN	N;NOM;INDF;MASC+FEM;SG
specializate	specialiserad	specializat	specialiserad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
specializate	specialiserat	specializat	specialisera	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
specializate	specialiserat	specializat	specialisera	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
specializate	specialiserad	specializat	specialiserad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
dificultati	svårighet	dificultati	svårighet		N;NOM;INDF;MASC+FEM;SG
dificultati	svårigheter	dificultati	svårighet		N;NOM;INDF;MASC+FEM;PL
dificultati	svårighetsgrad	dificultati	svårighetsgrad		N;NOM;INDF;MASC+FEM;SG
dificultati	svårigheter	dificultati	svårighet		N;NOM;INDF;MASC+FEM;PL
raurile	floder	raură	flod	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
raurile	vattendrag	raură	vattendrag	N;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
raurile	floderna	raură	flod	N;DEF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
raurile	rivers	raură	rivars	N;DEF;FEM;PL	PROPN;GEN
tribuna	tribune	tribună	tribune	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
grove	grove	grov	grov	PROPN	PROPN;NOM
grove	lunden	grov	lund	PROPN	N;NOM;DEF;MASC+FEM;SG
memoriile	memoarer	memorie	memoarer	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
memoriile	memoarer	memorie	memoarer	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
boemia	böhmen	boemie	böhm	N;DEF;FEM;SG	PROPN;NOM
oferind	erbjudande	oferi	erbjudande	V;V.MSDR	ADJ;NOM;PRS;V.PTCP
letonia	lettland	letonie	lettland	PROPN	PROPN;NOM
islanda	island	islanda	island	PROPN	PROPN;NOM
hanovra	hannover	hanovră	hannover	PROPN	PROPN;NOM
hanovra	hannover	hanovră	hannover	PROPN	PROPN;NOM
rahman	rahman	rahman	rahman	N;INDF;MASC;SG	PROPN;NOM
edinburgh	edinburgh	edinburgh	edinburgh	N;INDF;MASC;SG	PROPN;NOM
edinburgh	kapstaden	edinburgh	kapstad	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
hlist	hlist	hlist	hlist		N;NOM;INDF;MASC+FEM;SG
silva	silva	silvă	silva	PROPN	PROPN;NOM
democratic	demokratiska	democratic	demokratisk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
distinge	skilja	distinge	skilja	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
distinge	särskilja	distinge	särskilja	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
distinge	urskilja	distinge	urskilja	V;IND;SG;3;PRS;FIN	V;IMP;NFIN;ACT
vrei	want	vrea	want	V;IND;SG;2;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
strategice	strategisk	strategic	strategisk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
strategice	strategiskt	strategic	strategisk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG
utilizand	använda	utiliza	använda	ADV	V;IMP;FIN;ACT
utilizand	använder	utiliza	använda	ADV	V;IND;PRS;FIN;ACT
numeric	numeriska	numeric	numerisk	ADV	ADJ;NOM;PL
numeric	numerisk	numeric	numerisk	ADV	N;NOM;INDF;MASC+FEM;SG
numeric	numeriskt	numeric	numerisk	ADV	ADJ;NOM;INDF;NEUT;SG
simte	feel	simți	feel	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
simte	känn	simți	känna	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
simte	känna	simți	känna	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
lloyd	lloyd	lloyd	lloyd	PROPN	PROPN;NOM
oldenburg	oldenburg	oldenburg	oldenburg	PROPN	PROPN;NOM
controverse	polemik	controversă	polemik	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
lunile	månaderna	lună	månad	N;DEF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
lunile	månader	lună	månad	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
lunile	månaders	lună	månad	N;DEF;FEM;PL	N;GEN;INDF;MASC+FEM;PL
rase	lopp	rasă	lopp	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
bordeaux	bordeaux	bordeaux	bordeaux	PROPN	PROPN;NOM
jay	jay	jay	jay	PROPN	PROPN;NOM
teste	test	test	test	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
teste	testar	test	testa	N;INDF;FEM;PL	V;IMP;PRS;FIN;ACT
aventuri	äventyr	avent	äventyr	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
aventuri	äventyr	avent	äventyr	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
autoritati	myndigheter	autoritati	myndighet		N;NOM;INDF;MASC+FEM;PL
autoritati	myndigheterna	autoritati	myndighet		N;NOM;DEF;MASC+FEM;PL
estimare	uppskattning	estimare	uppskattning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
estimare	skattning	estimare	skattning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
estimare	uppskattning	estimare	uppskattning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
estimare	skattning	estimare	skattning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
comparativ	komparativa	comparativ	komparativ	ADV	ADJ;NOM;PL
comparativ	jämförande	comparativ	jämförande	ADV	ADJ;NOM;PRS;V.PTCP
comparativ	jämförde	comparativ	jämföra	ADV	V;IND;PST;FIN;ACT
comparativ	jämfört	comparativ	jämföra	ADV	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
islamice	islamisk	islamic	islamisk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
salt	hoppa	salt	hoppa	N;INDF;MASC;SG	V;IMP;FIN;ACT
salt	hoppar	salt	hoppa	N;INDF;MASC;SG	V;IND;PRS;FIN;ACT
tensiune	spänning	tensiune	spänning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tensiune	spända	tensiune	spända	N;INDF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
tensiune	spänningar	tensiune	spänning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
tensiune	spänt	tensiune	spänna	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
tensiune	spänning	tensiune	spänning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
lycosa	lycosa	lycosa	lycosa	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
batman	batman	batman	batman	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
pius	pius	pius	pius	PROPN	PROPN;NOM
traiasca	leva	traiască	leva	N;DEF;FEM;SG	V;IMP;FIN;ACT
traiasca	live	traiască	live	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
traiasca	levande	traiască	levande	N;DEF;FEM;SG	ADJ;NOM;PRS;V.PTCP
exprimate	gips	exprima	gipsa	ADJ;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
exprimate	kasta	exprima	kasta	ADJ;INDF;FEM;PL	V;IMP;FIN;ACT
exprimate	kastad	exprima	kastad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
exprimate	uttryckte	exprima	uttrycka	ADJ;INDF;FEM;PL	V;IND;PST;FIN;ACT
exprimate	uttrycks	exprima	uttrycka	ADJ;INDF;FEM;PL	V;IND;PRS;FIN;PASS
exprimate	uttryckt	exprima	uttrycka	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
romeo	romeo	romeo	rom	PROPN	PROPN;NOM
concomitent	samtidig	concomitent	samtidig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
arunca	kast	arunca	kast	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;NEUT;SG
arunca	kasta	arunca	kasta	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
arunca	kastar	arunca	kasta	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
arunca	slänga	arunca	slänga	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
arunca	kast	arunca	kast	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;NEUT;SG
arunca	kasta	arunca	kasta	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
arunca	kastar	arunca	kasta	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
arunca	slänga	arunca	slänga	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
conservare	bevarande	conservare	bevarande	N;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
conservare	konservering	conservare	konservering	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
conservare	bevarande	conservare	bevarande	N;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
matilda	matilda	matilda	matild	N;DEF;FEM;SG	PROPN;NOM
recenta	senaste	recent	sen	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;RL
recenta	nyligen	recent	nyligen	ADJ;DEF;FEM;SG	ADV
recenta	senaste	recent	sen	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;RL
recenta	nyligen	recent	nyligen	ADJ;DEF;FEM;SG	ADV
accentul	brytning	accent	brytning	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
accentul	uttal	accent	uttal	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
accentul	accent	accent	accent	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
accentul	dialekt	accent	dialekt	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
trenul	träna	tren	träna	N;DEF;MASC;SG	V;IMP;FIN;ACT
trenul	tåget	tren	tågen	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
trenul	train	tren	train	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
trenul	tåg	tren	tåg	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
bate	beat	bate	bea	V;IND;SG;3;PRS;FIN	N;NOM;INDF;NEUT;SG
bate	slå	bate	slå	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
bate	fladdermöss	bate	fladdermus	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;PL
propuse	föreslaget	propus	föreslåg	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
propuse	föreslagen	propus	föreslag	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
propuse	friade	propus	fri	ADJ;INDF;FEM;PL	V;IND;PST;V.PTCP;ACT
propuse	friat	propus	friat	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
manuscris	manuskriptet	manuscris	manuskript	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
veliko	veliko	veliko	veliko	PROPN	PROPN;NOM
zguduit	skakas	zguduit	skaka	ADJ;INDF;MASC;SG	V;IND;PRS;FIN;PASS
zguduit	skakade	zguduit	skaka	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
bolnav	sjuka	bolnav	sjuk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
bolnav	sjukt	bolnav	sjuk	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
nguyen	nguyen	nguyen	nguy	PROPN	PROPN;NOM
afecteaza	påverkar	afecta	påverka	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
afecteaza	påverkar	afecta	påverka	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
afecteaza	påverka	afecta	påverka	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
afecteaza	påverkar	afecta	påverka	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
nigeria	nigeria	nigerie	nigeri	PROPN	PROPN;NOM
gust	smaka	gust	smaka	N;INDF;MASC;SG	V;IMP;FIN;ACT
gust	smakar	gust	smaka	N;INDF;MASC;SG	V;IND;PRS;FIN;ACT
gust	smaken	gust	smak	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
gilbert	gilbert	gilbert	gilbert	N;INDF;MASC;SG	PROPN;NOM
minnesota	minnesota	minnesotă	minnesota	N;DEF;FEM;SG	PROPN;NOM
allah	allah	allah	allah		N;NOM;INDF;MASC+FEM;SG
joan	joan	joan	joan	PROPN	PROPN;NOM
dysdera	dysdera	dysdera	dysdera	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vila	vila	vilă	vila	N;DEF;FEM;SG	V;IMP;FIN;ACT
vila	villan	vilă	villan	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
vila	villa	vilă	villa	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vila	villan	vilă	villan	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
vila	villa	vilă	villa	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bor	bor	bor	bo		V;IND;PRS;FIN;ACT
bor	bor	bor	bo		V;IND;PRS;FIN;ACT
györgy	györgy	györgy	györgy	PROPN	PROPN;NOM
strategic	strategiska	strategic	strategisk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
privit	tittat	privi	titta	ADJ;INDF;MASC;SG	V;V.CVB;ACT
privit	tittade	privi	titta	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
privit	bevakade	privi	bevaka	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
privit	såg	privi	se	ADJ;INDF;MASC;SG	V;IMP;FIN;ACT
dennis	dennis	dennis	dennis	PROPN	PROPN;NOM
geografia	geografi	geografie	geografi	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
miami	miami	miam	miami	PROPN	PROPN;NOM
lang	lang	lang	lang	PROPN	N;NOM;INDF;MASC+FEM;SG
bugetul	budgeten	buget	budget	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
bugetul	budget	buget	budget	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
matthew	matthew	matthew	matthew	PROPN	PROPN;NOM
matthew	matteus	matthew	matteus	PROPN	PROPN;NOM
intervalul	avstånd	interval	avstånd	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
intervalul	range	interval	range	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
intervalul	intervall	interval	intervall	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
intervalul	intervall	interval	intervall	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
wisconsin	wisconsin	wisconsin	wisconsin	PROPN	PROPN;NOM
strazile	gator	stradilă	gata	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
strazile	streets	stradilă	stre	N;DEF;FEM;PL	N;GEN;DEF;NEUT;SG
strazile	gatorna	stradilă	gata	N;DEF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
sunete	ljud	sunet	ljud	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
sunete	låter	sunet	låta	N;INDF;FEM;PL	V;IND;PRS;FIN;ACT
cablu	kabeln	cablu	kabel	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
barajul	dam	baraj	dam	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
barajul	dammen	baraj	damm	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
barajul	damm	baraj	damm	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
autonom	autonoma	autonom	autonom	ADJ;INDF;MASC;SG	ADJ;NOM;PL
lucas	lucas	lucas	luca	PROPN	PROPN;NOM
justin	justin	justin	justin		PROPN;NOM
laurent	laurent	laurent	laurent	PROPN	PROPN;NOM
lingvistice	språkliga	lingvistic	språklig	N;INDF;FEM;PL	ADJ;NOM;PL
lingvistice	språklig	lingvistic	språklig	N;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
lingvistice	språkligt	lingvistic	språklig	N;INDF;FEM;PL	ADV
northern	nordlig	northern	nordlig	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
northern	norra	northern	norra	PROPN	ADJ;NOM;DEF;SG
northern	nordliga	northern	nordlig	PROPN	ADJ;NOM;PL
zaharia	sakarias	zaharia	sakaria	N;DEF;FEM;SG	PROPN;NOM
procedura	förfarandet	procedură	förfarande	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
procedura	procedur	procedură	procedur	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
procedura	förfarande	procedură	förfarande	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
procedura	förfarandet	procedură	förfarande	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
procedura	procedur	procedură	procedur	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
procedura	förfarande	procedură	förfarande	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
marx	marx	marx	marx	PROPN	PROPN;NOM
lector	föreläsare	lector	föreläsare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
aprox	ca	aprox	ca	N;INDF;MASC;SG	ADV
gandirea	tänkande	gandire	tänkande	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
gandirea	tänka	gandire	tänka	N;DEF;FEM;SG	V;IMP;FIN;ACT
gandirea	funderar	gandire	fundera	N;DEF;FEM;SG	V;IND;PRS;FIN;ACT
gandirea	tänker	gandire	tänka	N;DEF;FEM;SG	V;IND;PRS;FIN;ACT
