분류	מיון	분류	מיון	N	
유명한	מפורסמות	유명+하+ㄴ	מפורסם	V	ADJ;FEM;PL
유명한	מפורסמת	유명+하+ㄴ	מפורסם	V	ADJ;FEM;SG
연결	החיבור	연결	החיבור	N	PROPN
연결	להתחבר	연결	התחבר	N	V;NFIN
연결	התחבר	연결	התחבר	N	V;MASC;SG;3;PST
연결	מתחבר	연결	התחבר	N	V;MASC;SG;V.PTCP
연결	מתחברים	연결	התחבר	N	V;MASC;PL;V.PTCP
그들의	שלהם	그+들+의	של	PRO	
도로	הכבישים	도로	הכביש		N;MASC;PL
도로	דרכים	도로	דרך		N;FEM;PL
도로	כבישים	도로	כביש		N;MASC;PL
도로	המדרכה	도로	המדרכה		PROPN
도로	מדרכה	도로	מדרכה		N;FEM;SG
도로	כביש	도로	כביש		PROPN
최대	מקס	최대	המקס	N	PROPN
최대	מרבי	최대	מרבי	N	
최대	מירבי	최대	מרבי	N	ADJ;MASC;SG
최대	מקסימלי	최대	מקסימלי	N	ADJ;MASC;SG
최대	המקסימום	최대	המקסימום	N	PROPN
문제	הבעיה	문제	הבעיה	N	ADV
문제	גיליון	문제	גיליון	N	PROPN
작가	כותב	작가	כתב	N	V;MASC;SG;V.PTCP;ACT
작가	תסריטאי	작가	תסריטאי	N	PROPN
작가	מחבר	작가	מחבר	N	
작가	שחיבר	작가	שחיבר	N	PROPN
하나	אחת	하나	אחת		NUM;FEM;SG
하나	אחד	하나	אחד		NUM;MASC;SG
관리자	מתחזק	관리자	התחזק	N	V;MASC;SG;V.PTCP
관리자	מנהלים	관리자	ניהל	N	V;MASC;PL;V.PTCP;ACT
관리자	מנהלים	관리자	ניהל	N	V;MASC;PL;V.PTCP;ACT
엔터테인먼트	בידור	엔터테인먼트	בידור		N;MASC;SG
심판	השיפוט	심판	השיפוט	N	PROPN
사회	חברתיות	사회	חברתי	N	ADJ;FEM;PL
사회	חברתית	사회	חברתי	N	ADV
사회	חברתי	사회	חברתי	N	ADJ;MASC;SG
알려진	ידוע	알리+어+지+ㄴ	ידוע	V	N;MASC;SG
알려진	הידוע	알리+어+지+ㄴ	הידוע	V	
알려진	ידועה	알리+어+지+ㄴ	ידע	V	V;FEM;SG;V.PTCP;ACT
알려진	ידועים	알리+어+지+ㄴ	ידוע	V	N;MASC;PL
위키백과의	ויקיפדיה	위키백+과+의	ויקיפדיה	PROPN	PROPN
정규	רגילה	정규	רגיל		ADJ;FEM;SG
정규	רגיל	정규	רגיל		ADJ;MASC;SG
정규	קבוע	정규	קבוע		ADJ;MASC;SG
정규	נורמלי	정규	נורמלי		ADJ;MASC;SG
정규	נורמליות	정규	נורמלי		N;FEM;PL
정규	נורמאלי	정규	נורמאלי		ADJ;MASC;SG
정규	רגיל	정규	רגיל		ADJ;MASC;SG
정규	נורמלית	정규	נורמאלית		ADV
프로젝트	פרוייקט	프로젝트	פרוייקט		PROPN
프로젝트	מיזם	프로젝트	מיזם		N;MASC;SG
프로젝트	פרויקט	프로젝트	פרויקט		N;MASC;SG
프로젝트	פרויקטים	프로젝트	פרויקט		N;MASC;PL
프로젝트	פרוייקטים	프로젝트	פרוייקט		N;MASC;PL
기술	טכניים	기술	טכני	N	ADJ;MASC;PL
기술	טק	기술	טק	N	
서비스	שירותי	서비스	שירותי	N	PROPN
서비스	השירות	서비스	השירות	N	
독립	עצמאית	독립	עצמאי	N	ADV
독립	עצמאי	독립	עצמאי	N	ADJ;MASC;SG
독립	עצמאיות	독립	עצמאי	N	ADJ;FEM;PL
독립	עצמאיים	독립	עצמאי	N	ADJ;MASC;PL
독립	בעצמאות	독립	בעצמאות	N	ADV
사고	תאונה	사고	תאונה		N;FEM;SG
사고	תאונות	사고	תאונה		N;FEM;PL
사고	תאונה	사고	תאונה		N;FEM;SG
월드	עולם	월드	עולם		N;MASC;SG
주변	סביב	주변	סביב	N	ADV
주변	בסביבה	주변	בסביבה	N	
주변	מסביב	주변	מסביב	N	
그녀의	שלה	그녀+의	של	PRO	
그녀의	שלה	그녀+의	של	PRO	
그녀의	בה	그녀+의	ב	PRO	
그녀의	לה	그녀+의	ל	PRO	
그녀의	עליה	그녀+의	על	PRO	
개인	אישית	개인	אישית		ADV
개인	אישי	개인	אישי		ADJ;MASC;SG
개인	הפרט	개인	הפרט		PROPN
개인	יחידים	개인	יחיד		ADJ;MASC;PL
런던	לונדון	런던	לונדון	PROPN	PROPN
교황	אפיפיור	교황	אפיפיור	N	PROPN
교황	פופ	교황	פופ	N	PROPN
말했다	סעיד	말하+었+다	סעיד	V	PROPN
말했다	אמרה	말하+었+다	אמרה	V	N;FEM;SG
미국인	אמריקני	미국인	אמריקני	N	PROPN
미국인	אמריקאית	미국인	אמריקני	N	ADV
미국인	אמריקאי	미국인	אמריקני	N	ADJ;MASC;SG
주소	כתובות	주소	כתובת		N;FEM;PL
주소	כתובת	주소	כתובת		N;FEM;SG
주소	הכתובת	주소	הכתובה		PROPN
윈도우	windows	윈도우	windows		PROPN
윈도우	חלון	윈도우	חלון		N;MASC;SG
윈도우	חלונות	윈도우	חלון		N;MASC;PL
기독교	כריסטיאן	기독교	כריסטיאן	N	PROPN
기독교	נוצרי	기독교	נוצרי	N	PROPN
기존	קיימת	기존	קיים		ADJ;FEM;SG
기존	קיימות	기존	קיים		ADJ;FEM;PL
기존	קיים	기존	קיים		ADJ;MASC;SG
기존	קיימים	기존	קיים		ADJ;MASC;PL
자기	בייב	자기	בייב	PRO	PROPN
전기	חשמלית	전기	חשמלי	N	ADV
전기	חשמלי	전기	חשמל	N	ADJ;MASC;SG
전기	חשמלית	전기	חשמלי	N	ADV
전기	חשמלי	전기	חשמל	N	ADJ;MASC;SG
캐나다	קנדה	캐나다	קנדה	PROPN	PROPN
가족	משפחות	가족	משפחה		N;FEM;PL
가족	משפחה	가족	משפחה		N;FEM;SG
개월	חודשים	개월	חודש		N;MASC;PL
개월	חודשי	개월	חודש		PROPN
개월	חודשיים	개월	חודש		N;MASC;DU
성적	מיני	성+적	מין	N	
군사	צבאי	군사	צבאי	N	ADJ;MASC;SG
아래	מתחת	아래	מתחת	N	ADP
아래	למטה	아래	למטה	N	
아래	בהמשך	아래	בהמשך	N	
아래	להלן	아래	להלן	N	ADV
아래	תחתון	아래	תחתון	N	ADJ;MASC;SG
가능한	אפשרית	가능+하+ㄴ	אפשרי	V	ADV
가능한	אפשרי	가능+하+ㄴ	אפשרי	V	ADJ;MASC;SG
실제	בפועל	실제	בפועל	N	ADV
파리	פריס	파리	פריז	PROPN	PROPN
파리	פריז	파리	פריז	PROPN	PROPN
선정	נבחר	선정	נבחר	N	V;MASC;SG;3;PST;MID
선정	הנבחר	선정	הנבחר	N	PROPN
선정	נבחרו	선정	נבחר	N	V;PL;3;PST;MID
잉글랜드	באנגליה	잉글랜드	באנגליה	PROPN	PROPN
잉글랜드	אנגליה	잉글랜드	אנגליה	PROPN	PROPN
기본	מחדל	기본	מחדל	N	
기본	בסיסי	기본	בסיסי	N	ADJ;MASC;SG
기본	בסיסיים	기본	בסיסי	N	ADJ;MASC;PL
기본	בסיסית	기본	בסיסי	N	ADV
기본	בסיסיות	기본	בסיסי	N	ADJ;FEM;PL
최근	לאחרונה	최근	לאחרונה	N	ADV
최근	לאחרונה	최근	לאחרונה	N	ADV
최근	אחרונים	최근	אחרון	N	ADJ;MASC;PL
최근	לאחרונה	최근	לאחרונה	N	ADV
지금	כעת	지금	כעת	N	ADV
지금	עכשיו	지금	עכשיו	N	ADV
음악가	מוזיקאי	음악가	מוזיקני	N	PROPN
음악가	אומן	음악가	אומן	N	
음악가	אמנית	음악가	אמני	N	ADV
음악가	אמן	음악가	אמן	N	
음악가	האמן	음악가	האמן	N	
길이	אורכים	길+이	ארך		N;MASC;PL
길이	האורך	길+이	האורך		PROPN
자유	חופש	자유	חופש		N;MASC;SG
자유	החופש	자유	החופש		ADV
자유	חירות	자유	חירות		N;FEM;SG
자유	חופשי	자유	חופשי		PROPN
자유	חינם	자유	חינם		PROPN
자유	חופשיים	자유	חופשי		ADJ;MASC;PL
대표	בהשתתפות	대표	בהשתתפות		ADV
대표	נבחרים	대표	נבחר		N;MASC;PL
대표	הנציג	대표	הנציג		PROPN
대표	נציג	대표	נציג		N;MASC;SG
강한	סטרונג	강하+ㄴ	סטרונג	ADJ	PROPN
뒤에	מאחורי	뒤+에	מאחורי	ADV	ADP
뒤에	מאחור	뒤+에	מאחור	ADV	
버스	אוטובוס	버스	אוטובוס		N;MASC;SG
버스	האוטובוס	버스	האוטובוס		PROPN
버스	אוטובוסים	버스	אוטובוס		N;MASC;PL
국내	ביתית	국내	ביתית	N	ADV
밴드	הלהקה	밴드	הלהקה	N	PROPN
연방	הפדרלי	연방	הפדרלי	N	PROPN
연방	פדרלית	연방	פדרלי	N	ADV
연방	פדרלי	연방	פדרלי	N	PROPN
연방	הפדרציה	연방	הפדרציה	N	PROPN
연방	הקונפדרציה	연방	הקונפדרציה	N	PROPN
아프리카	אפריקה	아프리카	אפריקה		PROPN
아프리카	אפריקאית	아프리카	אפריקני		PROPN
아프리카	אפריקאי	아프리카	אפריקאי		PROPN
아프리카	אפריקני	아프리카	אפריקני		PROPN
자동차	אוטו	자동차	אוטו	N	PROPN
대구	בקלה	대구	בקלה	PROPN	PROPN
투수	המגיש	투수	המגיש	N	V;MASC;SG;3;PST;ACT
투수	מגיש	투수	הגיש	N	V;MASC;SG;V.PTCP;ACT
쉽게	בקלות	쉽+게	בקלה	CONJ	
쉽게	בקלות	쉽+게	בקלה	CONJ	
쉽게	קל	쉽+게	קל	CONJ	ADJ;MASC;SG
쉽게	קלות	쉽+게	קל	CONJ	
쉽게	לאט	쉽+게	לאט	CONJ	ADV
나머지	שארית	나머지	שארית	N	ADV
임대	ליסינג	임대	ליסינג	N	PROPN
임대	להשכרה	임대	השכרה	N	V;NFIN;ACT
지원	תומך	지원	תמך	N	V;MASC;SG;V.PTCP;ACT
지원	התמיכה	지원	התמיך	N	V;FEM;SG;3;PST;ACT
지원	נתמכת	지원	נתמך	N	V;FEM;SG;V.PTCP;MID
지원	נתמך	지원	נתמך	N	V;MASC;SG;V.PTCP;MID
지원	תמך	지원	תמך	N	PROPN
포함	מכיל	포함	הכיל		V;MASC;SG;V.PTCP
포함	מכילה	포함	הכיל		V;FEM;SG;V.PTCP;ACT
포함	כולל	포함	כלל		V;MASC;SG;V.PTCP;ACT
포함	כוללת	포함	כלל		V;FEM;SG;V.PTCP;ACT
포함	כולל	포함	כלל		V;MASC;SG;V.PTCP;ACT
포함	כולל	포함	כלל		V;MASC;SG;V.PTCP;ACT
포함	כלולים	포함	כלול		V;MASC;PL;V.PTCP;ACT
포함	כלול	포함	כלול		V;MASC;SG;V.PTCP;ACT
포함	כלול	포함	כלול		V;MASC;SG;V.PTCP;ACT
인도	הודית	인도	הודי	PROPN	ADV
인도	אינדיאני	인도	אינדיאני	PROPN	PROPN
인도	הודי	인도	הודי	PROPN	
인도	הודו	인도	הודו	PROPN	PROPN
인도	אינדיה	인도	אינדיה	PROPN	PROPN
회장	נשיאה	회장	נשיאה	N	PROPN
회장	הנשיא	회장	הנשיא	N	PROPN
과학	מדע	과학	מדע	N	
과학	מדעי	과학	מדע	N	PROPN
프로듀서	מפיקים	프로호서	הפיק		V;MASC;PL;V.PTCP;ACT
프로듀서	מפיק	프로호서	מפיק		N;MASC;SG
프로듀서	המפיקים	프로호서	המפיק		N;MASC;PL
프로듀서	מפיק	프로호서	מפיק		N;MASC;SG
프로듀서	מפיקה	프로호서	הפיק		V;FEM;SG;V.PTCP;ACT
단체	הארגון	단체	הארגון	N	PROPN
평균	הממוצע	평균	הממוצע	N	PROPN
평균	מתכוון	평균	התכוון	N	V;MASC;SG;V.PTCP
시작	התחל	시작	התחל	N	PROPN
시작	התחל	시작	התחל	N	PROPN
시작	סטארטאפ	시작	סטארטאפ	N	PROPN
시작	מתחילה	시작	התחיל	N	V;FEM;SG;V.PTCP;ACT
시작	מתחיל	시작	התחיל	N	V;MASC;SG;V.PTCP
시작	החל	시작	None	N	ADP
시작	מתחיל	시작	התחיל	N	V;MASC;SG;V.PTCP
사실	תכלס	사실	כילס	N	ADV
사실	בעצם	사실	בעצם	N	ADV
사실	למעשה	사실	למעשה	N	ADV
폴란드	פוליש	폴란드	פוליש	PROPN	PROPN
폴란드	לק	폴란드	לק	PROPN	
폴란드	פולני	폴란드	פולני	PROPN	PROPN
폴란드	הברקה	폴란드	הברקה	PROPN	N;FEM;SG
폴란드	פולין	폴란드	פולין	PROPN	PROPN
제도	האיים	제도	האיים		PROPN
제도	איים	제도	אי		PROPN
타이틀	תארים	타이틀	תואר		N;MASC;PL
타이틀	כותרות	타이틀	כותרת		N;FEM;PL
타이틀	כותרת	타이틀	כותרת		N;FEM;SG
중앙	המרכז	중앙	המרכז	N	PROPN
중앙	סנטר	중앙	סנטר	N	PROPN
중앙	המרכז	중앙	המרכז	N	PROPN
글로벌	גלובל	글로벌	גלובל		PROPN
글로벌	גלובלי	글로벌	גלובלי		PROPN
정치적	פוליטיות	정치+적	פוליטי	N	ADJ;FEM;PL
정치적	פוליטית	정치+적	פוליטי	N	ADV
대상	האובייקט	대상	האובייקט	N	PROPN
대상	יעד	대상	יעד	N	
대상	המטרה	대상	המטרה	N	PROPN
산업	תעשייתית	산업	תעשייתי	N	ADV
산업	תעשייתי	산업	תעשייתי	N	ADJ;MASC;SG
가톨릭	קתולי	가톨릭	קתולי	N	PROPN
가톨릭	קתולית	가톨릭	קתולי	N	ADV
황제	קיסר	황제	קיסר	N	PROPN
황제	הקיסר	황제	הקיסר	N	PROPN
박사	דוקטורט	박사	דוקטורט	N	PROPN
오른쪽	ימני	오른쪽	ימני	N	ADJ;MASC;SG
오른쪽	צודק	오른쪽	צדק	N	V;MASC;SG;V.PTCP;ACT
오른쪽	נכון	오른쪽	נכון	N	ADJ;MASC;SG
베트남	וייטנאם	베트남	וייטנאם		PROPN
베트남	וייטנאמים	베트남	וייטנאמי		N;MASC;PL
지구	הארץ	지구	הארץ	N	
낮은	שפל	낮+ㄴ	שפל	ADJ	N;MASC;SG
홋카이도	הוקאידו	後카이+도	הוקאיד		PROPN
몇몇	מעטות	몇몇	מעט	ADJ	
몇몇	מעטים	몇몇	מעטה	ADJ	N;MASC;PL
표준	סטנדרטים	표준	לסטנדרט		N;MASC;PL
표준	התקנים	표준	התקן		N;MASC;PL
표준	סטנדרטים	표준	לסטנדרט		N;MASC;PL
표준	סטנדרט	표준	None		PROPN
표준	סטנדרטי	표준	סטנדרטי		ADJ;MASC;SG
표준	תקן	표준	תקן		N;MASC;SG
다중	מרובה	다중	מרובה	N	ADJ;FEM;SG
다중	מרובות	다중	מרובה	N	ADJ;FEM;PL
윌리엄	ויליאם	윌리엄	ויליאם	PROPN	PROPN
윌리엄	וויליאם	윌리엄	ויליאם	PROPN	PROPN
윌리엄	ביל	윌리엄	ביל	PROPN	PROPN
윌리엄	שביל	윌리엄	שביל	PROPN	
부문	המגזר	부문	המגזר	N	ADV
진행	קידמה	진행	קידם	N	V;FEM;SG;3;PST;ACT
진행	הקדמה	진행	הקדמה	N	PROPN
유로	אירו	유+로	אירו		PROPN
유로	יורו	유+로	יורו		PROPN
오스트리아	אוסטריה	오스트리아	אוסטריה	PROPN	PROPN
베이징	פקין	베이징	פקין	PROPN	PROPN
그린	גרין	그리+ㄴ	מה"גרין		PROPN
그린	ירוקה	그리+ㄴ	ירוקה		ADJ;FEM;SG
그린	גרין	그리+ㄴ	מה"גרין		PROPN
그린	ירוק	그리+ㄴ	ירוק		ADJ;MASC;SG
분쟁	הסכסוך	분쟁	הסכסוך	N	PROPN
보컬	שירה	보+니+ㄴ	שירה	N	
보컬	קולי	보+니+ㄴ	קולי	N	PROPN
온라인	מחובר	오르+아+이+ㄴ	חובר		V;MASC;SG;V.PTCP;PASS
온라인	באינטרנט	오르+아+이+ㄴ	באינטרנט		PROPN
온라인	מקוון	오르+아+이+ㄴ	מקוון		N;MASC;SG
온라인	מקוונת	오르+아+이+ㄴ	קוון		N;FEM;SG
통합	למזג	통합	מיזג	N	
통합	מיזוג	통합	מיזוג	N	
통합	משולב	통합	משולב	N	PROPN
통합	משולבת	통합	משולב	N	V;FEM;SG;V.PTCP;PASS
강력한	עוצמה	강력+하+ㄴ	עוצמה	V	N;FEM;SG
강력한	חזקה	강력+하+ㄴ	חזק	V	ADJ;FEM;SG
강력한	חזק	강력+하+ㄴ	חזק	V	ADJ;MASC;SG
강력한	עוצמתי	강력+하+ㄴ	עוצמתי	V	ADJ;MASC;SG
미디어	בינוני	미디어	בינוני	N	ADJ;MASC;SG
미디어	בינונית	미디어	בינוני	N	ADJ;FEM;SG
센터	מרכזי	센터	מרכזי		ADJ;MASC;SG
센터	המרכז	센터	המרכז		PROPN
센터	מרכז	센터	מרכז		N;MASC;SG
센터	סנטר	센터	סנטר		PROPN
센터	המרכז	센터	המרכז		PROPN
센터	מרכז	센터	מרכז		N;MASC;SG
워싱턴	וושינגטון	워싱턴	ואשינגטון	PROPN	PROPN
부인	גברתי	부인	גברתי	N	PROPN
부인	גבירתי	부인	גבירתי	N	PROPN
부인	מאדאם	부인	מאדאם	N	PROPN
우주	יקום	우주	יקום	N	PROPN
우주	היקום	우주	היקום	N	
일본어	יפני	일본+어	יפני		PROPN
일본어	יפנית	일본+어	יפני		PROPN
일본어	יפנים	일본+어	יפנים		N;MASC;PL
사망	המוות	사망	המווה	N	
사망	מות	사망	מוות	N	
사망	נפטר	사망	נפטר	N	V;MASC;SG;3;PST;MID
사망	מנוח	사망	מנוח	N	
사망	נפטרה	사망	נפטר	N	V;FEM;SG;3;PST;MID
사망	המנוח	사망	המנוח	N	
사망	מת	사망	מת	N	ADJ;MASC;SG
사망	מתה	사망	מת	N	PROPN
네덜란드	הולנד	네덜란드	הולנד	PROPN	PROPN
네덜란드	הולנדית	네덜란드	הולנדי	PROPN	PROPN
네덜란드	הולנדי	네덜란드	הולנדי	PROPN	PROPN
네덜란드	ההולנדי	네덜란드	ההולנד	PROPN	PROPN
이용	להשתמש	이용	השתמש	N	V;NFIN
이용	השתמש	이용	השתמש	N	V;MASC;SG;3;PST
브라질	ברזיל	브라질	ברזיל		PROPN
브라질	ברזילאית	브라질	ברזילאית		PROPN
브라질	ברזילאי	브라질	ברזילאי		PROPN
참조	המלצות	참조	המלצה		N;FEM;PL
참조	הפניות	참조	הפניה		N;FEM;PL
참조	התייחסות	참조	התייחסות		N;FEM;SG
오스트레일리아	אוסטרלי	오스트레일리아	אוסטרלי	PROPN	PROPN
오스트레일리아	האוסטרלי	오스트레일리아	האוסטרלי	PROPN	PROPN
오스트레일리아	אוסטרליה	오스트레일리아	אוסטרליה	PROPN	PROPN
네트워크	הרשת	네트워크	הרשה		PROPN
네트워크	רשת	네트워크	רשת		N;FEM;SG
네트워크	הרשתות	네트워크	הרשתות		N;FEM;PL
네트워크	רשתות	네트워크	רשת		N;FEM;PL
뮤지컬	מוזיקלי	껍지+ㄴ	מוזיקלי	N	ADJ;MASC;SG
뮤지컬	מוסיקלי	껍지+ㄴ	מוזיקלי	N	ADJ;MASC;SG
후보	מועמדות	후보	הועמד	N	
후보	המועמד	후보	המועמד	N	PROPN
졸업생	בוגרי	졸업생	בוגר	N	PROPN
종류	אדיב	종류	אדיב	N	PROPN
종료	תפרוש	종료	תפרוש	N	V;FEM;SG;3;FUT;ACT
종료	מסתיים	종료	הסתיים	N	V;MASC;SG;V.PTCP
종료	מסתיימת	종료	הסתיים	N	V;FEM;SG;V.PTCP
종료	סוף	종료	None	N	ADV
종료	סופו	종료	סופה	N	
종료	קץ	종료	קץ	N	
캐릭터	דמות	캐릭터	דמות		N;FEM;SG
캐릭터	אופי	캐릭터	אופי		N;MASC;SG
그냥	פשוט	그냥	פשוט	ADV	
스타	כוכבים	스타	כוכב		N;MASC;PL
부분	חלקית	부분	חלקית	N	ADV
아일랜드	אירלנד	아일랜드	אירלנד		PROPN
스페셜	ספיישל	스페셜	ספיישל		PROPN
스페셜	מיוחדות	스페셜	מיוחד		ADJ;FEM;PL
스페셜	מיוחדים	스페셜	מיוחד		ADJ;MASC;PL
스페셜	ספיישל	스페셜	ספיישל		PROPN
스페셜	מיוחדת	스페셜	מיוחד		ADJ;FEM;SG
스페셜	מיוחדים	스페셜	מיוחד		ADJ;MASC;PL
스페셜	מיוחדות	스페셜	מיוחד		ADJ;FEM;PL
스페셜	מיוחד	스페셜	מיוחד		ADJ;MASC;SG
학사	הרווק	학사	הרווק	N	PROPN
학사	רווק	학사	רווק	N	PROPN
유나이티드	יונייטד	유나이티드	יונייטד	PROPN	PROPN
유나이티드	מאוחדים	유나이티드	אוחד	PROPN	V;MASC;PL;V.PTCP;PASS
높이	גובה	높이	גובה		N;MASC;SG
매년	שנתי	매년	שנתי	N	PROPN
매년	שנתית	매년	שנתי	N	ADV
계정	החשבון	계정	החשבון	N	PROPN
크기	מידות	크기	מידה		N;FEM;PL
크기	ממדי	크기	ממד		PROPN
크기	מימדים	크기	ימד		N;MASC;PL
크기	ממדים	크기	ממד		N;MASC;PL
크기	מידות	크기	מידה		N;FEM;PL
크기	מידה	크기	מידה		N;FEM;SG
크기	גודל	크기	גודל		N;MASC;SG
작곡가	מלחין	작곡가	מלחין	N	PROPN
작곡가	המלחין	작곡가	המלחין	N	PROPN
기자	כתבים	기자	כתב		N;MASC;PL
기자	עיתונאים	기자	עיתונאי		N;MASC;PL
기자	גיזה	기자	גיזה		PROPN
기자	עיתונאית	기자	עיתונאית		N;FEM;SG
기자	עיתונאי	기자	עיתונאי		N;MASC;SG
기자	עיתונאים	기자	עיתונאי		N;MASC;PL
기자	כתב	기자	כתב		N;MASC;SG
기자	כתבת	기자	כתב		PROPN
전자	אלקטרונית	전자	אלקטרוני	N	ADV
전자	אלקטרוני	전자	אלקטרוני	N	ADJ;MASC;SG
후쿠오카	פוקואוקה	후쿠오카	פוקואוקה	PROPN	PROPN
남부	דרומי	남부	דרומי		PROPN
남부	דרומית	남부	דרומי		ADV
남부	דרום	남부	דרום		N;MASC;SG
남부	הדרומי	남부	הדרום		PROPN
남부	דרום	남부	דרום		N;MASC;SG
사회적	חברתיות	사회+적	חברתי	N	ADJ;FEM;PL
