של	شيل	של	شيل	PART;GEN	
ישראלים	اسرائيلي	ישראלי	إِسرَائِيلِيّ	N;MASC;PL	ADJ;NOM;INDF;MASC;SG
ישראלים	اسرائيلية	ישראלי	إِسرَائِيلِيّ	N;MASC;PL	ADJ;NOM;INDF;FEM;SG
ישראלים	الاسرائيلي	ישראלי	إِسرَائِيلِيّ	N;MASC;PL	N;NOM;DEF;SG
ישראלים	الاسرائيلية	ישראלי	إِسرَائِيلِيّ	N;MASC;PL	ADJ;NOM;DEF;FEM;SG
מאז	منذ	מאז	مُنذُ	ADV	ADP
מאז	مند	מאז	مَنَّد	ADV	
יהודי	اليهودية	יהודי	يَهُودِيّ	N;MASC;SG	ADJ;NOM;DEF;FEM;SG
יהודי	يهودية	יהודי	يَهُودِيّ	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
יהודי	يهودي	יהודי	يَهُودِيّ	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
יהודי	يهودا	יהודי	يَهُودِيّ	N;MASC;SG	
יהודי	يهود	יהודי	يَهُودِيّ	N;MASC;SG	N;NOM;INDF;PL
יהודי	اليهودي	יהודי	يَهُودِيّ	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
יהודי	يهودي	יהודי	يَهُودِيّ	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
ראשון	الاحد	ראשון	أَحَد	PROPN	N;NOM;DEF;SG
ראשון	ريشون	ראשון	رِيشُون	PROPN	
ראשון	اول	ראשון	أَوَّل	PROPN	ADJ;NOM;INDF;MASC;SG
ראשון	اولا	ראשון	أَوَّل	PROPN	ADJ;ACC;INDF;MASC;SG
ראשון	الاول	ראשון	أَوَّل	PROPN	ADJ;NOM;DEF;MASC;SG
ראשון	الاولى	ראשון	أَوَّل	PROPN	ADJ;NOM;DEF;FEM;SG
מידע	in	מידע	مَثّ	N;MASC;SG	
מידע	المعلومات	מידע	مَعلُومَة	N;MASC;SG	N;NOM;DEF;PL
מידע	معلومات	מידע	مَعلُومَة	N;MASC;SG	N;NOM;INDF;PL
מידע	المعلومات	מידע	مَعلُومَة	N;MASC;SG	N;NOM;DEF;PL
מידע	معلومات	מידע	مَعلُومَة	N;MASC;SG	N;NOM;INDF;PL
מידע	البيانات	מידע	بَيَان	N;MASC;SG	N;NOM;DEF;PL
מידע	بيانات	מידע	بَيَان	N;MASC;SG	N;NOM;INDF;PL
ערכים	قيم	ערך	قِيمَة	N;MASC;PL	N;NOM;INDF;SG
אנשים	ناس	איש	نَاسِي	N;MASC;PL	
קובץ	ملف	קובץ	مِلَفّ	PROPN	N;NOM;INDF;SG
קובץ	الملف	קובץ	مِلَفّ	PROPN	N;NOM;DEF;SG
חבר	صديقي	חבר	صديقي	N;MASC;SG	
חבר	خليل	חבר	خليل	N;MASC;SG	
חבר	حبيب	חבר	حبيب	N;MASC;SG	
חבר	الخليل	חבר	الخليل	N;MASC;SG	
צריך	حاجة	צריך	حَاجَة	V;MASC;SG	N;NOM;INDF;SG
צריך	الحاجة	צריך	حَاجَة	V;MASC;SG	N;NOM;DEF;SG
צריך	ينبغي	צריך	اِنبَغَى	V;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
ויקיפדיה	ويكيبيديا	ויקיפדיה	ويكيبيديا	PROPN	N;NOM;DEF;SG
בת	بنت	בת	بَنَى	N;FEM;SG	V;PFV;FEM;SG;3;ACT
בת	بيث	בת	بَيثُ	N;FEM;SG	
השם	اسم	השם	اِسم		N;NOM;INDF;SG
השם	الاسم	השם	اِسم		N;NOM;DEF;SG
בתוך	للداخل	בתוך	لِ	ADP	N;NOM;DEF;SG
בתוך	داخلي	בתוך	دَاخِلِيّ	ADP	ADJ;NOM;INDF;MASC;SG
בתוך	بالداخل	בתוך	بِ	ADP	N;GEN;DEF;SG
בתוך	الداخل	בתוך	دَاخِل	ADP	N;NOM;DEF;SG
האדם	شخص	האדם	شَخص		N;NOM;INDF;SG
האדם	الشخص	האדם	شَخص		N;NOM;DEF;SG
מול	مول	מול	مَولَ	ADP	
לעתים	احيانا	לעתים	حِين	ADV	N;ACC;INDF;PL
הכנסת	الكنيست	הכנסה	اَلكنِيسِت	N;PSSD;FEM;SG	
הכנסת	كنيس	הכנסה	كنيس	N;PSSD;FEM;SG	N;NOM;INDF;SG
וגם	ايضا	וגם	أَيضًا		ADV
וגם	كمان	וגם	كَمَان		
הים	البحر	הים	بَحر		N;NOM;DEF;SG
הים	بحر	הים	بَحر		N;NOM;INDF;SG
השיר	سونغ	השיר	سونغ	ADV	
השיר	الاغنيه	השיר	أَغنِيه	ADV	
השיר	اغنيه	השיר	اغنيه	ADV	
השיר	الاغنية	השיר	أَغنِيّ	ADV	N;NOM;DEF;SG
השיר	اغنية	השיר	أَغنِيّ	ADV	N;NOM;INDF;SG
בזמן	بينما	בזמן	بَينَمَا	PROPN	CONJ
חדש	جدد	חדש	جَدَّد	ADJ;MASC;SG	V;PFV;MASC;SG;3;ACT
השלישי	ثالثا	השליש	ثَالِث	PROPN	ADJ;ACC;INDF;MASC;SG
השלישי	iii	השליש	مُثَّة	PROPN	
השלישי	ثالثا	השליש	ثَالِث	PROPN	ADJ;ACC;INDF;MASC;SG
השלישי	الثالثة	השליש	ثَالِث	PROPN	ADJ;NOM;DEF;FEM;SG
השלישי	ثالث	השליש	ثَالِث	PROPN	ADJ;NOM;INDF;MASC;SG
השלישי	الثالث	השליש	ثَالِث	PROPN	ADJ;NOM;DEF;MASC;SG
השלישי	ثالثة	השליש	ثَالِث	PROPN	ADJ;NOM;INDF;FEM;SG
משה	موسى	משה	موسى	PROPN	
משה	موشي	משה	موشي	PROPN	
גרמניה	الالمانية	גרמניה	أَلمَانِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
גרמניה	المان	גרמניה	أَلمَانِيّ	PROPN	
גרמניה	الالماني	גרמניה	أَلمَانِيّ	PROPN	ADJ;NOM;DEF;MASC;SG
גרמניה	المانيا	גרמניה	أَلمَانِيَا	PROPN	
גרמניה	الماني	גרמניה	أَلمَانِيّ	PROPN	ADJ;NOM;INDF;MASC;SG
גרמניה	المانية	גרמניה	أَلمَانِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
גרמניה	المانيا	גרמניה	أَلمَانِيَا	PROPN	
יורק	يورك	יורק	يُورك	PROPN	
הממשלה	الحكومة	הממשלה	حُكُومَة	PROPN	N;NOM;DEF;SG
הממשלה	الحكومات	הממשלה	حُكُومَة	PROPN	N;NOM;DEF;PL
הממשלה	حكومة	הממשלה	حُكُومَة	PROPN	N;NOM;INDF;SG
יהודה	يهوذا	יהודה	يهوذا	PROPN	
יהודה	جودا	יהודה	جودا	PROPN	N;ACC;INDF;SG
מעל	اعلاه	מעל	إِعلَاه	ADP	
ארץ	البلاد	ארץ	بَلَد	N;FEM;SG	N;NOM;DEF;PL
ארץ	بلاد	ארץ	بَلَد	N;FEM;SG	N;NOM;INDF;PL
ארץ	ارض	ארץ	ارض	N;FEM;SG	
ארץ	اراض	ארץ	أَرض	N;FEM;SG	N;NOM;INDF;PL
ארץ	الاراضي	ארץ	أَرض	N;FEM;SG	N;NOM;DEF;PL
צרפת	وفرنسا	צרפת	وفرنسا	PROPN	
צרפת	فرانس	צרפת	فرَانس	PROPN	
צרפת	فرنسا	צרפת	فَرَنسَا	PROPN	
הרבה	الكثير	הרבה	كَثِير	ADV	ADJ;NOM;DEF;MASC;SG
הרבה	كثير	הרבה	كَثِير	ADV	ADJ;NOM;INDF;MASC;SG
הרבה	العديد	הרבה	عَدِيد	ADV	ADJ;NOM;DEF;MASC;SG
הרבה	الكثيرون	הרבה	كَثِير	ADV	ADJ;NOM;DEF;MASC;PL
הרבה	كثيرون	הרבה	كَثِير	ADV	ADJ;NOM;INDF;MASC;PL
הרבה	الكثير	הרבה	كَثِير	ADV	ADJ;NOM;DEF;MASC;SG
הרבה	ماتش	הרבה	مَاتِش	ADV	
אתה	انت	הוא	أَنتَى	PRO;MASC;SG;2	
אתה	انتي	הוא	أَنتِي	PRO;MASC;SG;2	
נמצא	وجد	נמצא	وَجَد	V;MASC;SG;V.PTCP;MID	V;PFV;MASC;SG;3;ACT
נמצא	خلصت	נמצא	خَلَّص	V;MASC;SG;V.PTCP;MID	V;PFV;FEM;SG;3;ACT
נמצא	وجدت	נמצא	وَجَد	V;MASC;SG;V.PTCP;MID	V;PFV;FEM;SG;3;ACT
טוב	الخير	טוב	خَير	ADJ;MASC;SG	N;NOM;DEF;SG
טוב	طيب	טוב	طيب	ADJ;MASC;SG	
טוב	بخير	טוב	بخير	ADJ;MASC;SG	
אי	الجزيرة	אי	جَزِيرَة	ADV	N;NOM;DEF;SG
אי	جزيرة	אי	جَزِيرَة	ADV	N;NOM;INDF;SG
ילדים	اطفال	ילד	اطفال	N;MASC;PL	
ילדים	اطفال	ילד	اطفال	N;MASC;PL	
שלושה	th	שלושה	th	NUM;MASC;SG	
שלושה	ثلاثه	שלושה	ثلاثه	NUM;MASC;SG	
הגיע	جيت	הגיע	جيت	V;MASC;SG;3;PST;ACT	
אירופה	اوروبا	אירופה	أُورُوبَا	PROPN	
אירופה	اوربا	אירופה	أُورُبَّا	PROPN	
אירופה	يوروبا	אירופה	يُورُوبَا	PROPN	
אירופה	الاوروبي	אירופה	أُورُوبِيّ	PROPN	ADJ;NOM;DEF;MASC;SG
אירופה	الاوروبية	אירופה	أُورُوبِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
המלך	ملك	המלך	مَلِك		
המלך	كينغ	המלך	كينغ		
המלך	الملك	המלך	مَلِك		N;NOM;DEF;SG
המלך	كينج	המלך	كينج		
כמעט	تقريبا	כמעט	تَقرِيب	ADV	N;ACC;INDF;SG
יצחק	ايزاك	יצחק	إِيزَاك	PROPN	
יצחק	اسحاق	יצחק	سِحق	PROPN	
האלבום	الالبوم	האלבום	أَلبُوم	PROPN	N;NOM;DEF;SG
האלבום	البوم	האלבום	أَلبُوم	PROPN	
יוסף	جوزيف	יוסף	جُوزِيف	PROPN	
נפטר	المتوفي	נפטר	مُتَوَفِّي	V;MASC;SG;3;PST;MID	
נפטר	المتوفى	נפטר	مُتَوَفِّي	V;MASC;SG;3;PST;MID	
הלהקה	فرقة	הלהקה	فِرقَة	PROPN	N;NOM;INDF;SG
הלהקה	الفرقة	הלהקה	فِرقَة	PROPN	N;NOM;DEF;SG
מלך	ملك	מלך	مَلِك	N;MASC;SG	
מלך	كينغ	מלך	كينغ	N;MASC;SG	
מלך	كينج	מלך	كينج	N;MASC;SG	
מקור	الاصل	מקור	أَصل	N;MASC;SG	
מקור	اصل	מקור	أَصل	N;MASC;SG	
בתי	الابنة	בית	الابنة	PROPN	N;NOM;DEF;SG
בתי	البنت	בית	بَنت	PROPN	N;NOM;DEF;SG
בתי	بنت	בית	بَنَى	PROPN	V;PFV;FEM;SG;3;ACT
בתי	ابنة	בית	اِبنَة	PROPN	N;NOM;INDF;SG
נראה	نظرات	נראה	نَظرَة	V;MASC;SG;V.PTCP;MID	N;NOM;INDF;PL
נראה	النظرات	נראה	نَظَرَة	V;MASC;SG;V.PTCP;MID	N;NOM;DEF;PL
נראה	يبدو	נראה	بَدَا	V;MASC;SG;V.PTCP;MID	V;IPFV;MASC;IND;SG;3;FIN;ACT
לגבי	بشان	לגבי	بشان	ADP	N;NOM;INDF;SG
לגבי	بخصوص	לגבי	بخصوص	ADP	N;NOM;INDF;SG
וב	ويب	וב	وِيب		
פעם	مرة	פעם	مَرَّة	ADV	N;NOM;INDF;SG
פעם	مره	פעם	مَرَّه	ADV	N;NOM;INDF;SG
משתמש	باستعمال	השתמש	باستعمال	V;MASC;SG;V.PTCP	N;GEN;DEF;SG
משתמש	استعمال	השתמש	اِستِعمَال	V;MASC;SG;V.PTCP	N;NOM;INDF;SG
משתמש	استخدام	השתמש	اِستِخدَام	V;MASC;SG;V.PTCP	N;NOM;INDF;SG
משתמש	باستخدام	השתמש	باستخدام	V;MASC;SG;V.PTCP	N;NOM;DEF;SG
משתמש	مستخدم	השתמש	مُستَخدَم	V;MASC;SG;V.PTCP	N;NOM;INDF;SG
משתמש	المستخدم	השתמש	مُستَخدَم	V;MASC;SG;V.PTCP	N;NOM;DEF;SG
משתמש	مستعمل	השתמש	مُستَعمَل	V;MASC;SG;V.PTCP	N;NOM;INDF;SG
משתמש	المستعمل	השתמש	مُستَعمَل	V;MASC;SG;V.PTCP	ADJ;NOM;DEF;MASC;SG
קיבל	استلام	קיבל	اِستِلَام	V;MASC;SG;3;PST;ACT	N;NOM;INDF;SG
קיבל	ورد	קיבל	وَرَد	V;MASC;SG;3;PST;ACT	
קיבל	مقبولة	קיבל	مَقبُول	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;FEM;SG
עקב	تالون	None	تالون	CONJ	
עקב	المستحقة	None	مُستَحِقّ	CONJ	ADJ;NOM;DEF;FEM;SG
עקב	كعب	None	كَعب	CONJ	
עקב	الكعب	None	كَعب	CONJ	N;NOM;DEF;SG
נשים	نساء	איש	نِسَاء	N;FEM;PL	N;NOM;INDF;SG
נשים	المراة	איש	مَرَاة	N;FEM;PL	N;NOM;DEF;SG
נשים	النساء	איש	نِسَاء	N;FEM;PL	N;NOM;DEF;SG
מונה	مونيه	מנה	مُونِيه		
מונה	منى	מנה	منى		
מונה	مونا	מנה	مونا		
במיוחד	وخاصة	במיוחד	وخاصة	ADV	N;NOM;INDF;SG
במיוחד	خاصة	במיוחד	خَاصّ	ADV	ADJ;ACC;INDF;FEM;SG
במיוחד	خصوصا	במיוחד	خُصُوص	ADV	N;ACC;INDF;SG
במיוחד	بالاخص	במיוחד	بالاخص	ADV	
האימפריה	الامبراطورية	האימפריה	الامبراطورية	PROPN	N;NOM;DEF;SG
האימפריה	امبراطورية	האימפריה	امبراطورية	PROPN	N;NOM;INDF;SG
עדיין	لسه	עדיין	لسه	ADV	
מים	الماء	מים	مَاء	N;MASC;PL	N;NOM;DEF;SG
מים	ماء	מים	مَاء	N;MASC;PL	N;NOM;INDF;SG
פעולה	اكشن	פעולה	اكشن	N;FEM;SG	
ניו	نيو	ניו	نِيُو	PROPN	
נכון	صح	נכון	صَحّ	ADJ;MASC;SG	
נכון	يمين	נכון	أَمَان	ADJ;MASC;SG	
נכון	الحق	נכון	حَقّ	ADJ;MASC;SG	N;NOM;DEF;SG
נכון	حق	נכון	حَقّ	ADJ;MASC;SG	N;NOM;INDF;SG
חוק	law	חוק	شَصِم	N;MASC;SG	
חיפה	حيفا	חיפה	حيفا	PROPN	
העונה	موسم	העונה	مَوسِم	ADV	N;NOM;INDF;SG
העונה	الموسم	העונה	مَوسِم	ADV	N;NOM;DEF;SG
שוב	مجددا	שוב	مُجَدَّد	ADV	ADJ;ACC;INDF;MASC;SG
שוב	ثانية	שוב	ثَانِي	ADV	ADJ;NOM;INDF;FEM;SG
יעקב	يعقوب	יעקב	يعقوب	PROPN	
יעקב	جيكوب	יעקב	جيكوب	PROPN	
יעקב	جاكوب	יעקב	جَاكُوب	PROPN	
יעקב	ياكوف	יעקב	ياكوف	PROPN	
הבית	المنزل	הבית	مَنزِل	ADV	N;NOM;DEF;SG
הבית	الوطن	הבית	وَطَن	ADV	N;NOM;DEF;SG
הבית	منزل	הבית	مَنزِل	ADV	N;NOM;INDF;SG
הבית	البيت	הבית	بَيت	ADV	N;NOM;DEF;SG
הבית	المنزل	הבית	مَنزِل	ADV	N;NOM;DEF;SG
הבית	منزل	הבית	مَنزِل	ADV	N;NOM;INDF;SG
הבית	هاوس	הבית	هاوس	ADV	
הבית	البيت	הבית	بَيت	ADV	N;NOM;DEF;SG
תודה	شكر	תודה	شَكَر	PROPN	
תודה	اشكرك	תודה	اشكرك	PROPN	
תודה	شكرا	תודה	شُكر	PROPN	N;ACC;INDF;SG
לב	القلب	לב	قَلب	PROPN	N;NOM;DEF;SG
לב	قلبا	לב	قَلب	PROPN	N;ACC;INDF;SG
לב	قلب	לב	قَلب	PROPN	N;NOM;INDF;SG
שלוש	th	שלוש	th	NUM;FEM;SG	
שלוש	ثلاثه	שלוש	ثلاثه	NUM;FEM;SG	
שלום	شالوم	שלום	شالوم	PROPN	
שלום	سلام	שלום	سَلَام	PROPN	N;NOM;INDF;SG
שלום	السلام	שלום	سَلَام	PROPN	N;NOM;DEF;SG
שלום	الو	שלום	وَ	PROPN	N;NOM;DEF;SG
שלום	مرحبا	שלום	مَرحَبًا	PROPN	
אזור	الاقليم	אזור	إِقلِيم	N;MASC;SG	
אזור	اقليم	אזור	اقليم	N;MASC;SG	
פעמים	تايمز	פעם	تَايمز	N;FEM;PL	
פעמים	التايمز	פעם	تَايمز	N;FEM;PL	
קבוצות	الفرق	קבוצה	فِرقَة	N;FEM;PL	N;NOM;DEF;SG
המשחק	لعبة	המשחק	لُعبَة	PROPN	N;NOM;INDF;SG
המשחק	مباراة	המשחק	مُبَارَاة	PROPN	N;NOM;INDF;SG
המשחק	المباراة	המשחק	مُبَارَاة	PROPN	N;NOM;DEF;SG
המשחק	اللعبة	המשחק	لَعبَة	PROPN	N;NOM;DEF;SG
האי	الجزيرة	האי	جَزِيرَة		N;NOM;DEF;SG
האי	جزيرة	האי	جَزِيرَة		N;NOM;INDF;SG
האי	هال	האי	هال		
האי	هاي	האי	هاي		
בגלל	لان	בגלל	لِأَنَّ	ADP	CONJ
בגלל	لانه	בגלל	لانه	ADP	
בגלל	عشان	בגלל	عشان	ADP	
בגלל	لانني	בגלל	لانني	ADP	N;NOM;DEF;SG
בגלל	بسبب	בגלל	بسبب	ADP	N;NOM;INDF;SG
בגלל	لاني	בגלל	لاني	ADP	
המפלגה	حفلة	המפלג	حَفلَة	PROPN	N;NOM;INDF;SG
המפלגה	الطرف	המפלג	طَرَف	PROPN	N;NOM;DEF;SG
המפלגה	حزب	המפלג	حِزب	PROPN	N;NOM;INDF;SG
המפלגה	حفل	המפלג	حَفل	PROPN	N;NOM;INDF;SG
המפלגה	الحزب	המפלג	حِزب	PROPN	N;NOM;DEF;SG
בעבר	سابقا	בעבר	سَابِق		ADJ;ACC;INDF;MASC;SG
האחרון	الاخيرة	האחרון	أَخِير	PROPN	ADJ;NOM;DEF;FEM;SG
האחרון	اخر	האחרון	آخَر	PROPN	ADJ;NOM;INDF;MASC;SG
האחרון	اخير	האחרון	أَخِير	PROPN	ADJ;NOM;INDF;MASC;SG
האחרון	تدوم	האחרון	دَام	PROPN	V;IPFV;FEM;IND;SG;3;FIN;ACT
האחרון	الاخير	האחרון	أَخِير	PROPN	ADJ;NOM;DEF;MASC;SG
קרב	باتل	קרב	باتل	N;MASC;SG	
קצר	القصير	קצר	قَصِير	ADJ;MASC;SG	
קצר	شورت	קצר	شورت	ADJ;MASC;SG	
קצר	موجزة	קצר	مُوجَز	ADJ;MASC;SG	N;NOM;INDF;SG
קצר	موجز	קצר	مُوجَز	ADJ;MASC;SG	N;NOM;INDF;SG
בהמשך	تحت	בהמשך	تَحتَ		ADP;ACC
בהמשך	ادناه	בהמשך	ادناه		N;NOM;INDF;SG
בר	الحانة	בר	حَانَة		N;NOM;DEF;SG
בר	حانة	בר	حَانَة		N;NOM;INDF;SG
בר	شريط	בר	شَرِيط		N;NOM;INDF;SG
בר	البار	בר	بَار		N;NOM;DEF;SG
בר	بار	בר	بَار		
צבא	عسكرية	צבא	عَسكَرِيّ	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
צבא	العسكري	צבא	عَسكَرِيّ	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
צבא	عسكري	צבא	عَسكَرِيّ	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
החיים	الحياة	החיים	حَيَاة	ADV	N;NOM;DEF;SG
החיים	الحياه	החיים	حِيَاه	ADV	N;NOM;DEF;SG
החיים	حياة	החיים	حَيَاة	ADV	N;NOM;INDF;SG
החיים	lif	החיים	قَثحَة	ADV	
צה	تسي	צה	تسيّ		
משחק	يلعب	משחק	لَعِب	N;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
ראשי	راسي	ראש	راسي	N;PSSD;MASC;PL	
ראשי	راس	ראש	رَأس	N;PSSD;MASC;PL	
ראשי	الراس	ראש	رَأس	N;PSSD;MASC;PL	N;NOM;DEF;SG
ראשי	رئيس	ראש	رَئِيس	N;PSSD;MASC;PL	N;NOM;INDF;SG
ראשי	الرئيس	ראש	رَئِيس	N;PSSD;MASC;PL	N;NOM;DEF;SG
ראשי	الزعيم	ראש	زَعِيم	N;PSSD;MASC;PL	N;NOM;DEF;SG
ראשי	الابتدائي	ראש	اِبتِدَائِيّ	N;PSSD;MASC;PL	ADJ;NOM;DEF;MASC;SG
ראשי	الابتدائية	ראש	اِبتِدَائِيّ	N;PSSD;MASC;PL	ADJ;NOM;DEF;FEM;SG
ראשי	ابتدائي	ראש	اِبتِدَائِيّ	N;PSSD;MASC;PL	N;ACC;INDF;SG
הזמן	وقت	הזמן	وَقت		N;NOM;INDF;SG
הזמן	الزمن	הזמן	زَمَن		N;NOM;DEF;SG
הזמן	الوقت	הזמן	وَقت		N;NOM;DEF;SG
הזמן	زمن	הזמן	زَمَن		N;NOM;INDF;SG
הזמן	الزمان	הזמן	زَمَان		N;NOM;DEF;SG
למעשה	بالحقيقة	למעשה	بِلحَقِيقَة	ADV	N;NOM;DEF;SG
אברהם	ابراهيم	אברהם	ابراهيم	PROPN	
אברהם	ابراهام	אברהם	ابراهام	PROPN	
נבחר	مختار	נבחר	مختار	V;MASC;SG;3;PST;MID	
נבחר	المختار	נבחר	المختار	V;MASC;SG;3;PST;MID	
נבחר	مختار	נבחר	مختار	V;MASC;SG;3;PST;MID	
נבחר	مختارة	נבחר	مختارة	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;FEM;SG
נבחר	اختير	נבחר	اِختَار	V;MASC;SG;3;PST;MID	V;PFV;MASC;SG;3;PASS
נבחר	المختار	נבחר	المختار	V;MASC;SG;3;PST;MID	
מדי	مادي	מדי	مَادِّيّ	ADV	ADJ;NOM;INDF;MASC;SG
לרוב	غالبا	ררוב	غَالِب		ADJ;ACC;INDF;MASC;SG
שטח	التضاريس	שטח	تَضرِيس	N;MASC;SG	N;NOM;DEF;PL
מאוחר	اواخر	מאוחר	آخِر	ADV	ADJ;NOM;INDF;MASC;PL
מאוחר	تاخر	מאוחר	تَأَخُّر	ADV	N;NOM;INDF;SG
מאוחר	متاخرة	מאוחר	مُتَاخِر	ADV	ADJ;NOM;INDF;FEM;SG
מאוחר	متاخر	מאוחר	مُتَأَخِّر	ADV	ADJ;NOM;INDF;MASC;SG
דף	صفحة	דף	صَفحَة		N;NOM;INDF;SG
דף	الصفحة	דף	صَفحَة		N;NOM;DEF;SG
קולנוע	الافلام	קולנוע	فِيلم	N;MASC;SG	N;NOM;DEF;PL
קולנוע	افلام	קולנוע	فِيلم	N;MASC;SG	N;NOM;INDF;PL
קולנוע	سينما	קולנוע	سِينَمَا	N;MASC;SG	
קשר	العقدة	קשר	العقدة	N;MASC;SG	
אחרת	والا	אחרת	والا	ADV	V;PFV;MASC;SG;3;ACT
פני	بيني	פנים	بَينِيّ	N;PL	
קודם	اول	קודם	أَوَّل	ADV	ADJ;NOM;INDF;MASC;SG
קודם	اولا	קודם	أَوَّل	ADV	ADJ;ACC;INDF;MASC;SG
קודם	الاول	קודם	أَوَّل	ADV	ADJ;NOM;DEF;MASC;SG
קודם	الاولى	קודם	أَوَّل	ADV	ADJ;NOM;DEF;FEM;SG
עיר	تاون	עיר	تَاون	N;FEM;SG	
עיר	المدينه	עיר	المدينه	N;FEM;SG	
עיר	سيتي	עיר	سِيتِي	N;FEM;SG	
לצד	جانب	לצד	جَانِب	ADP	N;NOM;INDF;SG
לצד	جنب	לצד	جَنب	ADP	
לצד	الجانب	לצד	جَانِب	ADP	N;NOM;DEF;SG
ידוע	المعروفة	ידוע	مَعرُوف	N;MASC;SG	ADJ;NOM;DEF;FEM;SG
ידוע	معلوم	ידוע	مَعلُوم	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
ידוע	معروف	ידוע	مَعرُوف	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
ידוע	معروفة	ידוע	مَعرُوف	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
ידוע	المعروف	ידוע	مَعرُوف	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
הופעות	الانطباع	הופעה	اِنطِبَاع	N;FEM;PL	N;NOM;DEF;SG
ספרים	كتب	ספר	كَتَب	N;MASC;PL	V;PFV;MASC;SG;3;ACT
קטן	صغيره	קטן	صغيره	ADJ;MASC;SG	PRO;NOM;FEM;SG;3
קטן	صغر	קטן	صَغَر	ADJ;MASC;SG	N;NOM;INDF;SG
קטן	الصغير	קטן	صَغِير	ADJ;MASC;SG	
קטן	القليل	קטן	قَلِيل	ADJ;MASC;SG	
למד	تتعلم	למד	تَعَلَّم	V;MASC;SG;3;PST	V;IPFV;MASC;IND;SG;2;FIN;ACT
למד	التعلم	למד	تَعَلُّم	V;MASC;SG;3;PST	N;NOM;DEF;SG
למד	تعلموا	למד	تَعَلَّم	V;MASC;SG;3;PST	V;PFV;MASC;PL;3;ACT
ברית	حلفاء	ברית	حَلِيف	N;FEM;SG	ADJ;NOM;INDF;MASC;PL
ברית	الحلفاء	ברית	حَلِيف	N;FEM;SG	N;NOM;DEF;PL
היהודי	يهودا	היהודי	يَهُودِيّ	PROPN	
היהודי	يهود	היהודי	يَهُودِيّ	PROPN	N;NOM;INDF;PL
היהודי	اليهودي	היהודי	يَهُودِيّ	PROPN	ADJ;NOM;DEF;MASC;SG
היהודי	يهودي	היהודי	يَهُودِيّ	PROPN	ADJ;NOM;INDF;MASC;SG
תשע	nin	תשע	مُثَّة	NUM;FEM;SG	
פחות	اقل	פחות	أَقَلّ	ADV	ADJ;NOM;INDF;MASC;SG
ישראלי	اسرائيلي	ישראלי	إِسرَائِيلِيّ	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
ישראלי	اسرائيلية	ישראלי	إِسرَائِيلِيّ	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
ישראלי	الاسرائيلية	ישראלי	إِسرَائِيلِيّ	N;MASC;SG	ADJ;NOM;DEF;FEM;SG
שיחק	لعبت	שיחק	لَعِب	PROPN	V;PFV;FEM;SG;3;ACT
מעבר	انتقال	מעבר	اِنتِقَال		N;NOM;INDF;SG
מעבר	انتقالية	מעבר	اِنتِقَالِيّ		ADJ;NOM;INDF;FEM;SG
מעבר	الانتقال	מעבר	اِنتِقَال		N;NOM;DEF;SG
מעבר	مرور	מעבר	مُرُور		N;NOM;INDF;SG
איך	ازاي	איך	إِزَايَ	ADV	
איך	شلون	איך	شَلّ	ADV	
איך	كيف	איך	كَيفَ	ADV	DET
גרסאות	متغيرات	גרסה	مُتَغَيِّر	N;FEM;PL	ADJ;NOM;INDF;FEM;PL
גרסאות	المتغيرات	גרסה	مُتَغَيِّر	N;FEM;PL	ADJ;NOM;DEF;FEM;PL
זהב	ذهبي	זהב	ذهبي	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
זהב	الذهبي	זהב	ذَهَبِيّ	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
זהב	ذهبية	זהב	ذَهَبِيّ	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
זהב	ذهبي	זהב	ذهبي	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
זהב	جولد	זהב	جولد	N;MASC;SG	
זהב	غولد	זהב	غُولِد	N;MASC;SG	
זהב	ذهب	זהב	ذَهَب	N;MASC;SG	V;PFV;MASC;SG;3;ACT
עולם	العالمي	עולם	عَالَمِيّ	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
עולם	world	עולם	world	N;MASC;SG	
יד	يدا	יד	يَد	N;FEM;SG	
