periferia	predmestja	periferia	predmestje	N;FEM;SG	N;NOM;NEUT;PL
sonno	zaspan	sonno	zaspan	N;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
sonno	zaspani	sonno	zaspan	N;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
sonno	spi	sonno	spati	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
sonno	spati	sonno	spati	N;MASC;SG	V;IPFV;NFIN
sonno	spi	sonno	spati	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
eccezionale	izjemno	eccezionale	izjemno	ADJ;SG	ADV
incisioni	graviranje	incisione	graviranje	N;FEM;PL	N;NOM;NEUT;SG
lopez	lopez	lopez	lopez		N;NOM;MASC;SG
progressivo	postopoma	progressivo	postopoma	ADJ;MASC;SG	ADV
progressivo	postopno	progressivo	postopno	ADJ;MASC;SG	ADV
progressivo	postopno	progressivo	postopno	ADJ;MASC;SG	ADV
sardo	sardiniji	sardo	sardinija	ADJ;MASC;SG	N;DAT;FEM;SG
rischi	tveganje	rischio	tveganje	N;MASC;PL	N;NOM;NEUT;SG
rischi	tveganje	rischio	tveganje	N;MASC;PL	N;NOM;NEUT;SG
fusto	izvornih	fusto	izvoren	N;MASC;SG	ADJ;GEN;MASC;PL
fusto	stebla	fusto	steblo	N;MASC;SG	N;NOM;NEUT;PL
specializzato	specializiranih	specializzato	specializiran	ADJ;MASC;SG	ADJ;GEN;MASC;PL;V.PTCP
specializzato	specializirani	specializzato	specializiran	ADJ;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
specializzato	specializirane	specializzato	specializiran	ADJ;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
kyle	kyle	kyle	kyl	N	PROPN;NOM;MASC;SG
eccessiva	prekomerno	eccessivo	prekomerno	ADJ;FEM;SG	ADV
eccessiva	čezmerno	eccessivo	čezmeren	ADJ;FEM;SG	ADV
osservata	opažena	osservare	opažen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
osservata	opaženi	osservare	opažen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
osservata	opažene	osservare	opažen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
osservata	opaženo	osservare	opažen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
nana	nana	nana	nan	N;FEM;SG	PROPN;NOM;FEM;SG
intelligente	domiselno	intelligente	domiselno	ADJ;SG	ADV
intelligente	inteligentni	intelligente	inteligenten	ADJ;SG	ADJ;NOM;MASC;PL
intelligente	smart	intelligente	smart	ADJ;SG	N;NOM;MASC;SG
minoranza	manjšine	minoranza	manjšina	N;FEM;SG	N;NOM;FEM;PL
navarra	pamploni	navarra	pamplona	N;FEM;SG	N;NOM;MASC;PL
michelle	michelle	michella	michell	N;FEM;SG	PROPN;NOM;FEM;SG
molecola	molekule	molecola	molekol	N;FEM;SG	N;NOM;FEM;PL
square	kvadratnih	square	kvadraten	N;MASC	ADJ;GEN;MASC;PL
steel	jeklena	steel	jeklen	N	ADJ;NOM;FEM;SG
steel	jeklene	steel	jeklen	N	ADJ;NOM;FEM;PL
steel	jekleni	steel	jeklen	N	ADJ;NOM;MASC;SG
steel	jekleno	steel	jeklen	N	ADV
magica	čarovnija	magico	čarovnija	ADJ;FEM;SG	N;NOM;FEM;SG
magica	magic	magico	magica	ADJ;FEM;SG	N;NOM;MASC;SG
magica	magijo	magico	magija	ADJ;FEM;SG	N;ACC;FEM;SG
significative	precejšnje	significativo	precejšnji	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
bacio	poljubljati	bacio	poljubljati	N;MASC;SG	V;IPFV;NFIN
bacio	kiss	bacio	kiss	N;MASC;SG	
elisa	eliza	elisa	eliza	N;FEM;SG	PROPN;NOM;FEM;SG
sensibile	občutljive	sensibile	občutljiv	ADJ;SG	ADJ;NOM;FEM;PL
sensibile	občutljivi	sensibile	občutljiv	ADJ;SG	ADJ;NOM;MASC;PL
cartoni	karton	cartone	karton	N;MASC;PL	N;NOM;MASC;SG
guarnigione	garrison	guarnigione	garrison	N;FEM;SG	
spade	meče	spada	meči	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
senna	seine	senno	senna	N;FEM;SG	PROPN;NOM;MASC;SG
oliva	oljčno	oliva	oljčen	N;FEM;SG	ADJ;NOM;NEUT;SG
orsini	orsini	orsino	orsin	N;MASC;PL	N;NOM;MASC;SG
innocenzo	nedolžni	innocenzo	nedolžen	N;MASC;SG	ADJ;NOM;MASC;PL
innocenzo	nedolžen	innocenzo	nedolžen	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
innocenzo	nedolžna	innocenzo	nedolžen	N;MASC;SG	ADJ;NOM;FEM;SG
innocenzo	nedolžno	innocenzo	nedolžno	N;MASC;SG	ADJ;NOM;NEUT;SG
medievali	srednjeveški	medievale	srednjeveški	ADJ;PL	ADJ;NOM;MASC;SG
diamond	diamond	diamond	diamond	N;MASC;SG	
miniera	moj	miniera	moj	N;FEM;SG	DET;NOM;MASC;SG;1
miniera	moja	miniera	moj	N;FEM;SG	DET;NOM;FEM;SG;1
miniera	moje	miniera	moj	N;FEM;SG	DET;NOM;NEUT;SG;1
umanista	humanistične	umanista	humanističen	N;SG	ADJ;NOM;FEM;PL
trovate	poišči	trovare	poiskati	V;IND;PL;2;PRS;FIN	V;PFV;IMP;SG;2;FIN
trovate	najdi	trovare	najdi	V;IND;PL;2;PRS;FIN	V;PFV;IMP;SG;2;FIN
selezionato	izbrano	selezionato	izbran	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
selezionato	izbranih	selezionato	izbran	V;MASC;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
selezionato	izbrani	selezionato	izbran	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
selezionato	izbrane	selezionato	izbran	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
selezionato	izbrana	selezionato	izbran	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
selezionato	izbran	selezionato	izbran	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
nido	gnezda	nido	gnezda	N;MASC;SG	N;NOM;NEUT;PL
ordinaria	navadni	ordinario	navaden	ADJ;FEM;SG	ADJ;NOM;MASC;PL
belli	čudovita	bello	čudovit	ADJ;MASC;PL	ADJ;NOM;FEM;SG
belli	prelepi	bello	prelep	ADJ;MASC;PL	N;NOM;FEM;SG
belli	prelepe	bello	prelep	ADJ;MASC;PL	N;NOM;FEM;PL
belli	lepa	bello	lep	ADJ;MASC;PL	ADJ;NOM;FEM;SG
riso	rice	riso	rica	N;MASC;SG	PROPN;NOM;MASC;SG
volpe	fox	volpe	fox	N;FEM;SG	PROPN;NOM;MASC;SG
mortale	smrtno	mortale	smrtno	ADJ;SG	ADV
mortale	smrtno	mortale	smrtno	ADJ;SG	ADV
mortale	smrtnik	mortale	smrtnik	ADJ;SG	N;NOM;MASC;SG
celebrare	praznovanje	celebrare	praznovanje	V;NFIN	N;NOM;NEUT;SG
succeduto	uspeli	succedere	uspeti	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
vinti	zmagala	vincere	zmagati	V;MASC;PL;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
vinti	zmagal	vincere	zmagati	V;MASC;PL;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
some	nekatere	some	nekateri		DET;NOM;FEM;PL
some	nekaterim	some	nekateri		DET;DAT;MASC;PL
some	nekateri	some	nekateri		DET;NOM;MASC;PL
some	nekaj	some	nekaj		PRO;ACC;NEUT;SG
some	neki	some	nek		DET;NOM;MASC;SG
denver	denver	donvere	denver	N;MASC;SG	PROPN;NOM;MASC;SG
elettrici	električno	elettore	električen	N;FEM;PL	ADJ;NOM;NEUT;SG
elettrici	električni	elettore	električen	N;FEM;PL	ADJ;NOM;MASC;SG
southern	južna	soutvern	južen	N	ADJ;NOM;FEM;SG
southern	južno	soutvern	južen	N	ADV
southern	južni	soutvern	južen	N	ADJ;NOM;MASC;SG
loira	loire	loira	lošer	N;FEM;SG	PROPN;NOM;MASC;SG
lupi	volka	lupe	volka	N;MASC;PL	N;ANIM;ACC;MASC;SG
lupi	wolf	lupe	wolf	N;MASC;PL	PROPN;NOM;MASC;SG
lupi	volčji	lupe	volčja	N;MASC;PL	ADJ;NOM;DEF;CMPR;MASC;SG
lupi	volk	lupe	volk	N;MASC;PL	N;NOM;MASC;SG
abuso	zlorabe	abuso	zloraba	N;MASC;SG	N;NOM;FEM;PL
moretti	moretti	moretto	moretta	N;MASC;PL	N;NOM;MASC;SG
dirty	umazana	dirty	umazan	N	ADJ;NOM;FEM;SG;V.PTCP
dirty	umazani	dirty	umazan	N	ADJ;NOM;MASC;PL;V.PTCP
dirty	umazan	dirty	umazan	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
dirty	umazano	dirty	umazan	N	ADJ;NOM;NEUT;SG;V.PTCP
dirty	umazane	dirty	umazan	N	ADJ;NOM;FEM;PL;V.PTCP
lang	lang	lang	lang	N	
restaurato	prenovljena	restaurare	prenovljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
restaurato	obnovljeno	restaurare	obnovljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
restaurato	obnovljen	restaurare	obnovljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
restaurato	obnovljena	restaurare	obnovljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
joey	joey	joey	joey	N	PROPN;NOM;MASC;SG
sophie	sophie	sophia	sophia	N;FEM;SG	PROPN;NOM;MASC;SG
povero	ubogi	povero	ubog	ADJ;MASC;SG	ADJ;NOM;MASC;PL
povero	revni	povero	reven	ADJ;MASC;SG	ADJ;NOM;MASC;PL
turistico	turistične	turistico	turističen	ADJ;MASC;SG	ADJ;NOM;FEM;PL
turistico	turist	turistico	turist	ADJ;MASC;SG	N;NOM;MASC;SG
impegnata	zaseden	impegnare	zaseden	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
impegnata	zaposlen	impegnare	zaposlen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
impegnata	zasedeno	impegnare	zaseden	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
impegnata	zasedena	impegnare	zaseden	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
impegnata	zaposlena	impegnare	zaposlen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
meyer	meyer	meyer	meyero	N;MASC	
sottili	tanka	sottile	tanek	ADJ;PL	ADJ;NOM;FEM;SG
sottili	tanko	sottile	tanko	ADJ;PL	ADV
sottili	tanek	sottile	tanek	ADJ;PL	ADJ;NOM;INDF;MASC;SG
becco	kljune	becco	kljun	N;MASC;SG	N;ACC;MASC;PL
schiena	zadaj	schiena	zadaj	N;FEM;SG	
schiena	nazaj	schiena	nazaj	N;FEM;SG	ADV
risparmio	prihrankov	risparmio	prihranek	N;MASC;SG	N;GEN;MASC;PL
risparmio	prihranki	risparmio	prihranek	N;MASC;SG	N;NOM;MASC;PL
dorothy	dorothy	dorothy	dorothy	N;FEM;SG	PROPN;NOM;FEM;SG
sostituendo	nadomeščanje	sostituire	nadomeščanje	V;V.MSDR	N;NOM;NEUT;SG
fianchi	kolk	fianco	kolk	N;MASC;PL	DET
fianchi	boka	fianco	bok	N;MASC;PL	N;NOM;MASC;SG
fianchi	boki	fianco	bok	N;MASC;PL	N;NOM;MASC;SG
fianchi	boka	fianco	bok	N;MASC;PL	N;NOM;MASC;SG
finanza	finance	finanza	finance	N;FEM;SG	N;NOM;FEM;PL
finanza	finance	finanza	finance	N;FEM;SG	N;NOM;FEM;PL
pressioni	pritisk	pressione	pritisk	N;FEM;PL	N;NOM;MASC;SG
pressioni	tlak	pressione	tlak	N;FEM;PL	N;NOM;MASC;SG
deboli	nezavest	debole	nezavest	ADJ;PL	N;NOM;MASC;SG
deboli	šibak	debole	šibak	ADJ;PL	ADJ;NOM;INDF;MASC;SG
deboli	šibek	debole	šibek	ADJ;PL	ADJ;NOM;INDF;MASC;SG
deboli	šibka	debole	šibek	ADJ;PL	ADJ;NOM;FEM;SG
deboli	šibko	debole	šibko	ADJ;PL	ADJ;NOM;NEUT;SG
metalli	kovinska	metallo	kovinski	N;MASC;PL	ADJ;NOM;FEM;SG
metalli	kovina	metallo	kovina	N;MASC;PL	N;NOM;FEM;SG
metalli	kovinsko	metallo	kovinski	N;MASC;PL	ADJ;NOM;NEUT;SG
metalli	kovinski	metallo	kovinski	N;MASC;PL	ADJ;NOM;MASC;SG
chirurgia	kirurški	chirurgia	kirurški	N;FEM;SG	ADJ;NOM;MASC;SG
chirurgia	kirurško	chirurgia	kirurški	N;FEM;SG	ADJ;NOM;NEUT;SG
diminuzione	znižana	diminuzione	znižan	N;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
diminuzione	zmanjšana	diminuzione	zmanjšan	N;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
diminuzione	zmanjšan	diminuzione	zmanjšan	N;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
andrés	andrés	andrés	andrés	N;SG	PROPN;NOM;MASC;SG
seguiti	sledilo	seguire	slediti	V;MASC;PL;PST;V.PTCP	V;IPFV;NEUT;SG;V.PTCP
seguiti	sledila	seguire	slediti	V;MASC;PL;PST;V.PTCP	V;IPFV;FEM;SG;V.PTCP
seguiti	sledil	seguire	slediti	V;MASC;PL;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
sonoro	zvok	sonoro	zvok	ADJ;MASC;SG	N;NOM;MASC;SG
sonoro	zvoka	sonoro	zvok	ADJ;MASC;SG	N;GEN;MASC;SG
dialoghi	dialog	dialogo	dialog	N;MASC;PL	N;NOM;MASC;SG
ice	ice	ice	ice	N	
cohen	cohen	cohen	cohen	N;MASC	PROPN;NOM;MASC;SG
incisa	vgravirano	incisa	vgravirano	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
rovina	uniči	rovina	uničiti	N;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
break	zlomil	break	zlomiti	N;MASC	V;PFV;MASC;SG;V.PTCP
bolognese	bolognese	bolognese	bolognes	ADJ;SG	
mantello	cape	mantello	capa	N;MASC;SG	PROPN;NOM;MASC;SG
angoli	kota	angolo	kota	N;MASC;PL	N;NOM;MASC;SG
duchi	dukes	duchio	dukes	N;MASC;PL	
duchi	vojvodo	duchio	vojvoda	N;MASC;PL	N;ACC;FEM;SG
duchi	duke	duchio	duka	N;MASC;PL	N;NOM;MASC;SG
duchi	knez	duchio	knez	N;MASC;PL	N;NOM;MASC;SG
duchi	vojvoda	duchio	vojvoda	N;MASC;PL	N;NOM;MASC;SG
sospetti	osumljeni	sospetto	osumljen	N;MASC;PL	ADJ;NOM;MASC;PL;V.PTCP
sospetti	osumljenec	sospetto	osumljenec	N;MASC;PL	N;NOM;MASC;SG
sospetti	osumljenca	sospetto	osumljenca	N;MASC;PL	N;NOM;MASC;DU
sospetti	osumljenca	sospetto	osumljenca	N;MASC;PL	N;NOM;MASC;DU
sospetti	sumljivo	sospetto	sumljiv	N;MASC;PL	ADJ;NOM;NEUT;SG
sospetti	sumljive	sospetto	sumljiv	N;MASC;PL	ADJ;NOM;FEM;PL
sospetti	sumljiv	sospetto	sumljiv	N;MASC;PL	ADJ;NOM;INDF;MASC;SG
sospetti	sumljiva	sospetto	sumljiv	N;MASC;PL	ADJ;NOM;FEM;SG
sospetti	sum	sospetto	sum	N;MASC;PL	N;NOM;MASC;SG
sospetti	sumi	sospetto	sumiti	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
contribuisce	prispevanje	contribuire	prispevanje	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
imposta	nastavi	imposta	nastaviti	N;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
imposta	davki	imposta	davek	N;FEM;SG	N;NOM;MASC;PL
imposta	davčna	imposta	davčen	N;FEM;SG	ADJ;NOM;FEM;SG
zhang	zhang	zhang	zhang	N;SG	PROPN;NOM;MASC;SG
split	narazen	split	narazen	N	ADV
split	razdeli	split	razdeti	N	V;PFV;IND;SG;3;PRS;FIN
spiegazioni	pojasnilo	spiegazione	pojasniti	N;FEM;PL	N;NOM;NEUT;SG
spiegazioni	obrazložitev	spiegazione	obrazložitev	N;FEM;PL	N;NOM;FEM;SG
spiegazioni	razlaga	spiegazione	razlagati	N;FEM;PL	N;NOM;FEM;SG
spiegazioni	obrazložitev	spiegazione	obrazložitev	N;FEM;PL	N;NOM;FEM;SG
hudson	hudson	hudson	hudson	N;MASC;SG	PROPN;NOM;MASC;SG
granata	granata	granata	granati	N;FEM;SG	V;IPFV;IND;DU;3;PRS;FIN
subsp	subsp	subsp	subsp	ADJ;FEM;SG	
bordeaux	bordeaux	bordeaux	bordeaux	N;FEM;SG	PROPN;NOM;MASC;SG
biblioteche	knjižnica	biblioteca	knjižnica	N;FEM;PL	N;NOM;FEM;SG
biblioteche	knjižnici	biblioteca	knjižnica	N;FEM;PL	N;DAT;FEM;SG
amiche	friends	amico	friends	N;FEM;PL	
emiliano	emiliano	emiliano	emiliana	ADJ;MASC;SG	N;NOM;MASC;SG
piattaforme	ploščadi	piattaforma	ploščad	N;FEM;PL	N;NOM;FEM;SG
piattaforme	ploščad	piattaforma	ploščad	N;FEM;PL	N;NOM;FEM;SG
piattaforme	platforma	piattaforma	platform	N;FEM;PL	N;NOM;FEM;SG
piattaforme	platformo	piattaforma	platforma	N;FEM;PL	N;ACC;FEM;SG
aiuti	pomoč	aiuto	pomoč	N;MASC;PL	N;NOM;FEM;SG
aiuti	pomoči	aiuto	pomoč	N;MASC;PL	N;GEN;FEM;SG
missionario	misijonar	missionario	misijonar	ADJ;MASC;SG	N;NOM;MASC;SG
damiano	damien	damiano	damien	ADJ;MASC;SG	PROPN;NOM;MASC;SG
damiano	damian	damiano	damian	ADJ;MASC;SG	PROPN;NOM;MASC;SG
damiano	damiano	damiano	damiana	ADJ;MASC;SG	PROPN;NOM;MASC;SG
cold	mrzlo	cold	mrzel	N	ADJ;NOM;NEUT;SG
cold	hladno	cold	hladen	N	ADJ;NOM;NEUT;SG
cold	mrzla	cold	mrzel	N	ADJ;NOM;FEM;SG
cold	mrzel	cold	mrzel	N	ADJ;NOM;INDF;MASC;SG
creek	creek	creek	creek	N;MASC	
suprema	vrhovni	supremo	vrhoven	ADJ;FEM;SG	ADJ;NOM;MASC;PL
metallica	metallica	metallico	metallica	ADJ;FEM;SG	N;NOM;FEM;SG
ruth	ruth	ruth	ruth	N;FEM;SG	PROPN;NOM;MASC;SG
dee	dee	di	dee	N;FEM;PL	PROPN;NOM;MASC;SG
orléans	orleans	orléans	orleans	N;FEM;SG	PROPN;NOM;MASC;SG
complessità	zapletena	complessità	zapleten	N;FEM	ADJ;NOM;FEM;SG
complessità	zapleteno	complessità	zapleten	N;FEM	ADJ;NOM;NEUT;SG
complessità	kompleksna	complessità	kompleksen	N;FEM	ADJ;NOM;FEM;SG
cliff	cliff	cliff	cliff	N;MASC	PROPN;NOM;MASC;SG
rifiutato	zavrnjena	rifiutare	zavrnjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
rifiutato	zavrnjeno	rifiutare	zavrnjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
rifiutato	zavrnjeni	rifiutare	zavrnjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
rifiutato	zavrnjen	rifiutare	zavrnjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
rifiutato	zavrnjena	rifiutare	zavrnjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
rifiutato	zavrnjeno	rifiutare	zavrnjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
rifiutato	zavrnjena	rifiutare	zavrnjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
voluta	iskani	volere	iskan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;SG;V.PTCP
voluta	iskana	volere	iskan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
sainte	sainte	sainta	sainta	N;FEM;SG	PROPN;NOM;MASC;SG
fiandre	flandriji	fiandra	flandrija	N;FEM;PL	N;NOM;FEM;SG
circondata	obkrožen	circondare	obkrožen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
circondata	obkrožena	circondare	obkrožen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
circondata	obkoljena	circondare	obkoljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
viceré	podkralj	viceré	podkralj	N;MASC;SG	V;PFV;MASC;SG;V.PTCP
koch	koch	koch	koch	N	PROPN;NOM;MASC;SG
cox	cox	cox	cox	N;SG	PROPN;NOM;MASC;SG
repubblicana	republikanec	repubblicano	republikanec	ADJ;FEM;SG	N;NOM;MASC;SG
cantieri	jardov	cantiere	jard	N;MASC;PL	N;GEN;MASC;SG
toledo	toledo	togedere	toleda	N;FEM;SG	PROPN;NOM;MASC;SG
paulo	paulo	paulo	paula	N;MASC;SG	PROPN;NOM;MASC;SG
lanciata	izstreljena	lanciare	izstreljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
teodoro	theodore	teodoro	theodor	ADJ;MASC;SG	N;NOM;MASC;SG
teodoro	teodoro	teodoro	teodora	ADJ;MASC;SG	N;ACC;FEM;SG
chiusi	zaprto	chiuso	zaprt	ADJ;MASC;PL	ADJ;NOM;NEUT;SG;V.PTCP
chiusi	zaprt	chiuso	zaprt	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
chiusi	zaprta	chiuso	zaprt	ADJ;MASC;PL	ADJ;NOM;FEM;SG;V.PTCP
ginocchio	kolena	ginocchio	koleno	N;MASC;SG	N;NOM;NEUT;PL
guadagnare	zasluženo	guadagnare	zasluženo	V;NFIN	ADV
guadagnare	zaslužek	guadagnare	zaslužek	V;NFIN	N;NOM;MASC;SG
jackie	jackie	jackie	jackie	N	PROPN;NOM;MASC;SG
mancini	mancini	mancino	mancin	N;MASC;PL	N;NOM;MASC;SG
duetto	duete	duetto	duet	N;MASC;SG	N;ACC;MASC;PL
lara	lara	lara	lar	N;FEM;SG	PROPN;NOM;FEM;SG
early	zgodnje	early	zgodnji	N	ADJ;NOM;NEUT;SG
early	zgodnja	early	zgodnja	N	ADJ;NOM;FEM;SG
early	zgodnji	early	zgodnji	N	ADJ;NOM;DEF;MASC;SG
early	zgodaj	early	zgodaj	N	ADV
ellis	ellis	ellis	ellis	N	
consorte	zakonca	consortire	zakonec	N;SG	N;NOM;MASC;DU
chiavi	ključ	chiave	ključ	N;FEM;PL	N;NOM;MASC;SG
chiavi	ključno	chiave	ključen	N;FEM;PL	ADJ;NOM;NEUT;SG
difensiva	obrambne	difensivo	obramben	ADJ;FEM;SG	ADJ;NOM;FEM;PL
celle	celico	cella	celica	N;FEM;PL	N;ACC;FEM;SG
celle	celica	cella	celica	N;FEM;PL	N;NOM;FEM;SG
celle	celle	cella	celle	N;FEM;PL	
parente	relativna	parente	relativen	N;SG	ADJ;NOM;FEM;SG
parente	relativno	parente	relativno	N;SG	ADV
vivi	živi	vivo	živeti	ADJ;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
vivi	živeti	vivo	živeti	ADJ;MASC;PL	V;IPFV;NFIN
vivi	živel	vivo	živeti	ADJ;MASC;PL	V;IPFV;MASC;SG;V.PTCP
vivi	live	vivo	liva	ADJ;MASC;PL	N;NOM;FEM;SG
vivi	živeli	vivo	živeti	ADJ;MASC;PL	V;IPFV;MASC;PL;V.PTCP
vivi	živela	vivo	živeti	ADJ;MASC;PL	V;IPFV;FEM;SG;V.PTCP
vivi	živa	vivo	živ	ADJ;MASC;PL	ADJ;NOM;FEM;SG
vivi	živega	vivo	živ	ADJ;MASC;PL	ADJ;GEN;NEUT;SG
vivi	živ	vivo	živ	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG
contribuendo	prispevanje	contribuire	prispevanje	V;V.MSDR	N;NOM;NEUT;SG
nativo	domačin	nativo	domačin	ADJ;MASC;SG	N;NOM;MASC;SG
atomi	atom	atomo	atom	N;MASC;PL	N;NOM;MASC;SG
avvisi	obvestila	avviso	obvestilo	N;MASC;PL	V;PFV;FEM;SG;V.PTCP
ein	ein	ein	ein	N;MASC;SG	
caserma	barake	caserma	baraka	N;FEM;SG	N;NOM;FEM;PL
escluso	izključena	escluso	izključen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
escluso	izključen	escluso	izključen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
escluso	izključene	escluso	izključen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
escluso	izključeni	escluso	izključen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
escluso	izključeno	escluso	izključen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
geografico	zemljepisno	geografico	zemljepisno	ADJ;MASC;SG	ADV
offerte	ponuja	offerta	ponujati	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
rain	rain	rain	rain	N	PROPN;NOM;MASC;SG
cbs	cbs	cbs	cbs	N;FEM	PROPN;NOM;MASC;SG
cbs	cb	cbs	cb	N;FEM	
mista	mešane	misto	mešan	ADJ;FEM;SG	ADJ;NOM;FEM;PL;V.PTCP
sentieri	poti	sentiero	pot	N;MASC;PL	N;NOM;FEM;SG
periodico	periodično	periodico	periodično	ADJ;MASC;SG	ADV
dawn	dawn	dawn	dawn	N	PROPN;NOM;FEM;SG
dawn	zori	dawn	zora	N	V;PFV;IND;SG;3;PRS;FIN
patti	patti	patto	patti	N;MASC;PL	N;NOM;FEM;SG
restaurata	obnovljeno	restaurare	obnovljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
restaurata	obnovljen	restaurare	obnovljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
restaurata	obnovljena	restaurare	obnovljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
walsh	walsh	walsh	walsh	N;MASC	PROPN;NOM;MASC;SG
gil	gil	gil	gil	N;MASC;SG	PROPN;NOM;MASC;SG
mel	mel	melico	melo	N	V;MASC;SG;V.PTCP
mel	mela	melico	mela	N	V;IPFV;FEM;SG;V.PTCP
streghe	očarala	strego	očarati	N;FEM;PL	V;PFV;FEM;SG;V.PTCP
streghe	očaral	strego	očarati	N;FEM;PL	V;PFV;MASC;SG;V.PTCP
streghe	čarovnica	strego	čarovnica	N;FEM;PL	N;NOM;FEM;SG
alias	aka	alias	aka	N	
equazioni	enačba	equazione	enačba	N;FEM;PL	N;NOM;FEM;SG
equazioni	enačbi	equazione	enačba	N;FEM;PL	N;NOM;FEM;DU
