शोधकर्ता	výskumník	शोधकर्ता	výskumník	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;SG
बमबारी	bomby	बमबारी	bomba	N;NOM;FEM;SG;3	N;NOM;FEM;PL
कीड़े	červov	कीड़ा	červ	N;NOM;MASC;PL;3	N;INAN;GEN;MASC;PL
कठपुतली	bábku	कठपुतली	bábka	N;NOM;FEM;SG;3	N;ACC;FEM;SG
अधीनस्थ	podriadený	अधीनस्थ	podriadený	N;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
अधीनस्थ	podriadené	अधीनस्थ	podriadený	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ग्रीनहाउस	skleníkových	ग्रीनहाउस	skleníkový	N;NOM;MASC;SG;3	ADJ;GEN;MASC;PL
ग्रीनहाउस	skleníkové	ग्रीनहाउस	skleníkový	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
कैम्प	tábora	कैम्प	tábor	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
कैम्प	táboroch	कैम्प	tábor	N;NOM;MASC;SG;3	N;INAN;ESS;MASC;PL
कैम्प	tábory	कैम्प	tábor	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
कैम्प	táborov	कैम्प	tábor	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
किस्में	prameňov	कौन्म	prameň	N;NOM;FEM;PL;3	N;INAN;GEN;MASC;PL
किस्में	odrôd	कौन्म	odrôd	N;NOM;FEM;PL;3	N;GEN;FEM;PL
किस्में	odrodu	कौन्म	odrod	N;NOM;FEM;PL;3	N;ACC;FEM;SG
किस्में	rôznorodosť	कौन्म	rôznorodosť	N;NOM;FEM;PL;3	N;NOM;FEM;SG
किस्में	odroda	कौन्म	odroda	N;NOM;FEM;PL;3	N;NOM;FEM;SG
विषाक्तता	otravy	विषाक्तता	otrava	N;NOM;FEM;SG;3	N;NOM;FEM;PL
विषाक्तता	otravu	विषाक्तता	otrava	N;NOM;FEM;SG;3	N;ACC;FEM;SG
खोजी	prieskum	खोज	prieskum	V;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG
सम्मेलनों	konferencií	सम्मेलन	konferencia	N;ACC;MASC;PL;3	N;GEN;FEM;PL
सम्मेलनों	konferencie	सम्मेलन	konferencia	N;ACC;MASC;PL;3	N;NOM;FEM;PL
चिंतित	starosti	चिंतित	starosť	ADJ	N;NOM;FEM;PL
छुटकारा	záchrany	छुटकारा	záchrana	N;NOM;MASC;SG;3	N;NOM;FEM;PL
जॉर्डन	jordánsko	जॉर्डन	jordánsko	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
जॉर्डन	jordan	जॉर्डन	jordan	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
एथलीट	športovec	एथलीट	športovec	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
एथलीट	atlét	एथलीट	atlét	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
एथलीट	športovci	एथलीट	športovec	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
एथलीट	športovcov	एथलीट	športovec	PROPN;NOM;MASC;SG;3	N;ANIM;ACC;MASC;PL
विधिक	zákonné	विधिक	zákonný	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
विधिक	právna	विधिक	právny	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
विधिक	právny	विधिक	právny	N;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG
विधिक	právne	विधिक	právny	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;PL
विधिक	legálne	विधिक	legálny	N;NOM;MASC;SG;3	ADV
रेखीय	lineárne	रेखीय	lineárne		ADJ;NOM;NEUT;SG
रेखीय	lineárna	रेखीय	lineárny		ADJ;NOM;FEM;SG
रेखीय	lineárny	रेखीय	lineárny		ADJ;ANIM;NOM;MASC;SG
अम्लीय	kyslých	अम्लीय	kyslý	N;NOM;MASC;SG;3	ADJ;ANIM;GEN;MASC;PL
अम्लीय	kyslé	अम्लीय	kyslý	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
अम्लीय	kyslý	अम्लीय	kyslý	N;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG
ऑपरेटर	prevádzkovateľa	ऑपरेटर	prevádzkovateľ	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
ऑपरेटर	operátori	ऑपरेटर	operátor	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
ऑपरेटर	prevádzkovateľov	ऑपरेटर	prevádzkovateľ	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;PL
ऑपरेटर	prevádzkovatelia	ऑपरेटर	prevádzkovateľ	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
नल	null	नल	nulný		
प्रेसीडेंसी	predsedníctva	प्रेसीडेंसी	predsedníctvo	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
कुक	kuchárka	कुक	kuchárka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
कुक	cook	कुक	cook	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
कुक	kuchár	कुक	kuchár	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
कुक	variť	कुक	variť	PROPN;NOM;MASC;SG;3	V;IPFV;POS;NFIN
मनी	money	मनी	money		N;INAN;NOM;MASC;SG
मनी	peňazí	मनी	peniaze		N;INAN;GEN;MASC;PL
मनी	peniaze	मनी	peniaz		N;INAN;NOM;MASC;PL
मनी	mani	मनी	mani		N;ANIM;NOM;MASC;SG
चढ़	hrdze	चढ	hrdza	V;ACT	N;GEN;FEM;PL
सेक्टर	sektorov	सेक्टर	sektor	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
सेक्टर	odvetvia	सेक्टर	odvetvie	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
सेक्टर	sektory	सेक्टर	sektor	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
क्रियाशील	aktívneho	क्रियाशील	aktívny		ADJ;GEN;NEUT;SG
क्रियाशील	aktívne	क्रियाशील	aktívne		ADV
क्रियाशील	aktívni	क्रियाशील	aktívny		ADJ;ANIM;NOM;MASC;PL
क्रियाशील	aktívny	क्रियाशील	aktívny		ADJ;ANIM;NOM;MASC;SG
क्रियाशील	aktívna	क्रियाशील	aktívny		ADJ;NOM;FEM;SG
बैठकों	stretnutí	बैठक	stretnutie	N;ACC;FEM;PL;3	N;NOM;NEUT;PL
बैठकों	zasadnutia	बैठक	zasadnutie	N;ACC;FEM;PL;3	N;NOM;NEUT;PL
बैठकों	stretnutia	बैठक	stretnutie	N;ACC;FEM;PL;3	N;NOM;NEUT;PL
बैठकों	schôdze	बैठक	schôdza	N;ACC;FEM;PL;3	N;NOM;FEM;PL
बैठकों	zasadania	बैठक	zasadanie	N;ACC;FEM;PL;3	N;NOM;NEUT;PL
भट्ठी	pece	भट्ठी	pec	N;NOM;FEM;SG;3	N;NOM;FEM;PL
कारें	cars	कार	cars	N;NOM;FEM;PL;3	PROPN;ANIM;NOM;MASC;SG
कारें	áut	कार	auto	N;NOM;FEM;PL;3	N;GEN;NEUT;PL
क्योकि	lebo	क्योकि	lebo		CONJ
क्योकि	pretože	क्योकि	pretože		CONJ
क्योकि	pretoze	क्योकि	pretoze		N;INAN;NOM;MASC;SG
सभ्य	slušný	सभ्य	slušný		ADJ;ANIM;NOM;MASC;SG
सभ्य	slušná	सभ्य	slušný		ADJ;NOM;FEM;SG
सभ्य	slušné	सभ्य	slušný		ADJ;NOM;NEUT;SG
विकलांगता	invalidný	विकलांगता	invalidný	N;NOM;FEM;SG;3	ADJ;ANIM;NOM;MASC;SG
अनजाने	nevedomky	अनजाना	nevedomka	N;NOM;MASC;SG;3	ADV
नोट्स	poznámok	नोट्स	poznámok	N;NOM;MASC;SG;3	N;GEN;FEM;PL
नोट्स	noty	नोट्स	noty	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
नोट्स	poznámky	नोट्स	poznámka	N;NOM;MASC;SG;3	N;NOM;FEM;PL
नोट्स	poznamenáva	नोट्स	poznamenavať	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;POS;PRS;FIN
विलास	vilas	विलास	vilas	PROPN;NOM;MASC;SG;3	PROPN;NOM;FEM;SG
कहें	povedz	कह	povedz	V;SBJV;PL;FIN;ACT	V;PFV;IMP;SG;2;POS;FIN
एव	ave	एव	ave		
सामी	sami	सामी	sám	PROPN;NOM;MASC;SG;3	DET;ANIM;NOM;MASC;PL
आर्क	oblúk	आर्क	oblúk		N;INAN;NOM;MASC;SG
ट्रम्प	trump	ट्रम्प	trump	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
मौद्रिक	menový	मौद्रिक	menový	N;NOM;FEM;SG;3	ADJ;INAN;NOM;MASC;SG
मौद्रिक	peňažná	मौद्रिक	penažný	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
मौद्रिक	peňažný	मौद्रिक	peňažný	N;NOM;FEM;SG;3	ADJ;INAN;NOM;MASC;SG
मौद्रिक	menové	मौद्रिक	menový	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
मौद्रिक	menová	मौद्रिक	menový	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
यीशु	ježiš	यीशु	ježiš	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
यीशु	ježiša	यीशु	ježiš	PROPN;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
यीशु	jesus	यीशु	jesus	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
चश्मे	okuliare	चश्मा	okuliare	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
चश्मे	okuliare	चश्मा	okuliare	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
चश्मे	sklá	चश्मा	sklo	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
चश्मे	poháre	चश्मा	pohár	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
डेनियल	danielovi	डेनियल	daniel	PROPN;NOM;MASC;SG;3	N;ANIM;DAT;MASC;SG
डेनियल	daniel	डेनियल	danieť	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
डेनियल	danilo	डेनियल	daniť	PROPN;NOM;MASC;SG;3	V;IPFV;NEUT;SG;POS;PST;V.PTCP
पैरिस	paris	पैरिस	paris	PROPN;NOM;MASC;SG;3	
पैरिस	paríž	पैरिस	paríž	PROPN;NOM;MASC;SG;3	PROPN;INAN;NOM;MASC;SG
पैरिस	paríža	पैरिस	paríž	PROPN;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
पैरिस	paríži	पैरिस	paríž	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
कामयाबी	úspešné	कामयाबी	úspešný	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
कामयाबी	úspešný	कामयाबी	úspešný	N;NOM;FEM;SG;3	ADJ;ANIM;NOM;MASC;SG
कामयाबी	úspešná	कामयाबी	úspešný	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
सिलसिले	silas	सिलसिला	silas	N;NOM;MASC;PL;3	N;NOM;FEM;SG
कुरु	kuru	कुरु	kura	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
फर्क	rozlišovať	फर्क	rozlišovať		V;IPFV;POS;NFIN
फर्क	rozdiel	फर्क	rozdiel		N;INAN;NOM;MASC;SG
फर्क	rozdielu	फर्क	rozdiel		N;INAN;GEN;MASC;SG
इयान	ian	इयान	ian	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
दुग्ध	mliečne	दुग्ध	mliečny	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;PL
भयभीत	bojím	भयभीत	báť	ADJ	V;IPFV;IND;SG;1;POS;PRS;FIN
भयभीत	strach	भयभीत	strach	ADJ	N;INAN;NOM;MASC;SG
वसूली	obnovy	वसूली	obnov	N;NOM;FEM;SG;3	N;NOM;FEM;PL
मौन	oslabili	मौन	oslabiť		V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
मौन	pozastaviť	मौन	pozastaviť		V;PFV;POS;NFIN
मौन	vypnúť	मौन	vypnúť		V;PFV;POS;NFIN
मौन	nemý	मौन	nemý		N;ANIM;NOM;MASC;SG
मौन	ticha	मौन	ticho		N;NOM;NEUT;SG
मौन	mlčanie	मौन	mlčanie		N;NOM;NEUT;SG
मौन	ticho	मौन	ticho		N;NOM;NEUT;SG
मौन	mlčať	मौन	mlčať		V;IPFV;POS;NFIN
डिप्लोमा	diplomu	डिप्लोमा	diplo	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
घटा	pokles	घटा	pokles	V;MASC;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG
घटा	zníženie	घटा	zníženie	V;MASC;SG;V.PTCP;ACT	N;NOM;NEUT;SG
पॉइंट	body	पॉइंट	boda	N;NOM;MASC;SG;3	N;NOM;FEM;PL
पॉइंट	bodov	पॉइंट	bod	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
त्वरण	zrýchlenia	त्वरण	zrýchlenie	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
जमैका	jamajka	जमैका	jamajka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
स्केल	rozsahu	स्केल	rozsah	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
मक्खन	masla	मक्खन	maslo	PROPN;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
मक्खन	maslo	मक्खन	maslo	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
साम्राज्यवाद	imperializmu	साम्राज्यवाद	imperializmus	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
सूत	priadza	सूत	priadzať		N;NOM;FEM;SG
सूत	priadze	सूत	priadza		N;NOM;FEM;PL
सूत	bavlnu	सूत	bavln		N;ACC;FEM;SG
सूत	bavlny	सूत	bavlny		N;NOM;FEM;PL
सूत	bavlna	सूत	bavon		N;NOM;FEM;SG
सूत	bavlnené	सूत	bavlnený		ADJ;NOM;NEUT;PL;POS;V.PTCP;PASS
इज़राइल	izraela	इज़राइल	izrael	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
इज़राइल	izrael	इज़राइल	izrael	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
इज़राइल	izraelom	इज़राइल	izrael	PROPN;NOM;MASC;SG;3	N;INAN;INS;MASC;SG
वैधता	zákonnosti	वैधता	zákonnosť	N;NOM;FEM;SG;3	N;NOM;FEM;PL
अनन्य	výhradné	अनन्य	výhradný		ADJ;NOM;NEUT;SG
अनन्य	exkluzívne	अनन्य	exkluzívny		ADV
अनन्य	exkluzívny	अनन्य	exkluzívny		ADJ;ANIM;NOM;MASC;SG
अनन्य	výlučné	अनन्य	výlučný		ADJ;NOM;NEUT;SG
प्रावधानों	ustanovenia	प्रावधान	ustanovenie	N;ACC;MASC;PL;3	N;NOM;NEUT;PL
प्रावधानों	rezervy	प्रावधान	rezerva	N;ACC;MASC;PL;3	N;NOM;FEM;PL
अर्ल	earl	अर्ल	earl	N;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
निर्देशिका	adresárov	निर्देशिका	adresár	N;NOM;FEM;SG;3	N;ANIM;GEN;MASC;PL
आंग्ल	anglo	आंग्ल	anglo		PROPN;ANIM;NOM;MASC;SG
समता	parity	समता	parita	PROPN;NOM;FEM;SG;3	N;NOM;FEM;PL
समता	rovnosť	समता	rovnosť	PROPN;NOM;FEM;SG;3	N;NOM;FEM;SG
समता	rovnosť	समता	rovnosť	PROPN;NOM;FEM;SG;3	N;NOM;FEM;SG
बेरोजगारी	nezamestnanosti	बेरोजगारी	nezamestnanosť	N;NOM;FEM;SG;3	N;NOM;FEM;PL
जुर्माना	fajn	जुर्माना	fajn	N;NOM;MASC;SG;3	ADV
जुर्माना	pokuty	जुर्माना	pokut	N;NOM;MASC;SG;3	N;NOM;FEM;PL
जुर्माना	pokút	जुर्माना	pokút	N;NOM;MASC;SG;3	N;GEN;FEM;PL
क़ुरान	korán	क़ुरान	korán	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
ओमान	omán	ओमान	omán	PROPN;NOM;MASC;SG;3	PROPN;INAN;NOM;MASC;SG
पीड़ितों	obetí	पीड़ित	obetie	N;ACC;MASC;PL;3	N;NOM;NEUT;PL
पीड़ितों	obete	पीड़ित	obete	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;PL
शक्तियां	síl	शक्ति	sila	N;NOM;FEM;PL;3	N;GEN;FEM;PL
बादलों	oblaky	बादल	oblak	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;PL
बादलों	oblakov	बादल	oblak	N;ACC;MASC;PL;3	N;INAN;GEN;MASC;PL
बादलों	oblakoch	बादल	oblak	N;ACC;MASC;PL;3	N;INAN;INS;MASC;PL
बादलों	mraky	बादल	mrak	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;PL
चतुर्भुज	štvoruholník	चतुर्भुज	štvoruholník	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
चतुर्भुज	obdĺžnik	चतुर्भुज	obdĺžnik	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
मूक	oslabili	मूक	oslabiť		V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
मूक	tiché	मूक	tichý		ADJ;NOM;NEUT;SG
मूक	tichá	मूक	tichý		ADJ;NOM;FEM;SG
मूक	tichý	मूक	tichý		ADJ;ANIM;NOM;MASC;SG
मूक	pozastaviť	मूक	pozastaviť		V;PFV;POS;NFIN
मूक	vypnúť	मूक	vypnúť		V;PFV;POS;NFIN
मूक	nemý	मूक	nemý		N;ANIM;NOM;MASC;SG
लीन	lyn	लीन	lyn		PROPN;ANIM;NOM;MASC;SG
प्रतिभाशाली	geniálne	प्रतिभाशाली	geniálny	N;NOM;MASC;SG;3	ADV
प्रतिभाशाली	talentovaný	प्रतिभाशाली	talentovaný	N;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
प्रतिभाशाली	talentovaná	प्रतिभाशाली	talentovaný	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
पनीर	syry	पनीर	syr	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
पनीर	syra	पनीर	syr	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
स्मार्ट	inteligentné	स्मार्ट	inteligentný	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
स्मार्ट	múdry	स्मार्ट	múdry	N;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG
स्मार्ट	šikovný	स्मार्ट	šikovný	N;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG
स्मार्ट	múdra	स्मार्ट	múdry	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
नियोक्ता	zamestnávateľov	नियोक्ता	zamestnávateľ	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;PL
नियोक्ता	zamestnávatelia	नियोक्ता	zamestnávateľ	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
नियोक्ता	zamestnávateľom	नियोक्ता	zamestnávateľ	N;NOM;MASC;SG;3	N;ANIM;INS;MASC;SG
नियोक्ता	zamestnávateľa	नियोक्ता	zamestnávateľ	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
नियोक्ता	zamestnávateľom	नियोक्ता	zamestnávateľ	N;NOM;MASC;SG;3	N;ANIM;INS;MASC;SG
मैडोना	madonna	मैडो	madonna	PROPN;NOM;FEM;SG;3	N;NOM;FEM;SG
बराक	barack	बराक	barack	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
बराक	barak	बराक	barak	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
चमकदार	svetelný	चमकदार	svetelný	N;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG
चमकदार	svetelného	चमकदार	svetelný	N;NOM;MASC;SG;3	ADJ;GEN;NEUT;SG
चमकदार	lesklé	चमकदार	lesklý	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
कादर	kader	कादर	kader	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
स्पीकर	rečníka	स्पीकर	rečník	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
सहभागिता	interakcie	सहभागिता	interakcia	N;NOM;FEM;SG;3	N;NOM;FEM;PL
सहभागिता	interakciu	सहभागिता	interakcia	N;NOM;FEM;SG;3	N;ACC;FEM;SG
यों	doska	यह	doska		N;NOM;FEM;SG
यों	dosku	यह	doska		N;ACC;FEM;SG
गतिविधियाँ	aktivít	गतिविधि	aktivita	N;NOM;FEM;PL;3	N;GEN;FEM;PL
गतिविधियाँ	činnosť	गतिविधि	činnosť	N;NOM;FEM;PL;3	N;NOM;FEM;SG
इसराइल	izraela	इसराइल	izrael	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
इसराइल	izrael	इसराइल	izrael	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
इसराइल	izraelom	इसराइल	izrael	PROPN;NOM;MASC;SG;3	N;INAN;INS;MASC;SG
वाट	watt	वाट	watt		N;INAN;NOM;MASC;SG
वाट	wat	वाट	wat		N;INAN;NOM;MASC;SG
कृषक	farmári	कृषक	farmár	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
कृषक	chovatelia	कृषक	chovateľ	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
कृषक	poľnohospodárov	कृषक	poľnohospodár	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
कृषक	poľnohospodári	कृषक	poľnohospodáriť	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
गुदा	análny	गुदा	análny	N;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG
टीकाकरण	očkovania	टीकाकरण	očkovanie	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
मूर्तिकला	sochy	मूर्तिकला	socha	N;NOM;FEM;SG;3	N;NOM;FEM;PL
शाश्वत	večnosť	शाश्वत	večnosť		N;NOM;FEM;SG
वैश्वीकरण	globalizáciu	वैश्वीकरण	globalizácia	N;NOM;MASC;SG;3	N;ACC;FEM;SG
वैश्वीकरण	globalizácie	वैश्वीकरण	globalizácia	N;NOM;MASC;SG;3	N;NOM;FEM;PL
बैग	tašku	बैग	taška	N;NOM;MASC;SG;3	N;ACC;FEM;SG
बैग	vrecia	बैग	vrecať	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
बैग	vaky	बैग	vak	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
बैग	vrecúška	बैग	vrecúška	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
बैग	tašky	बैग	taška	N;NOM;MASC;SG;3	N;NOM;FEM;PL
नर्तक	tanečníci	नर्तक	tanečník	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
ग्लूकोज	glukózy	ग्लूकोज	glukóza	N;NOM;MASC;SG;3	N;NOM;FEM;PL
नीतियाँ	politík	नीति	politík	N;NOM;FEM;PL;3	N;GEN;FEM;PL
प्रतिभागियों	účastníkmi	प्रतिभागी	účastník	N;ACC;FEM;PL;3	N;ANIM;INS;MASC;PL
प्रतिभागियों	účastníci	प्रतिभागी	účastník	N;ACC;FEM;PL;3	N;ANIM;NOM;MASC;PL
पढ़ना	čítania	पढ़	čítanie	V;MASC;NFIN;ACT	N;NOM;NEUT;PL
पढ़ना	čítaní	पढ़	čítanie	V;MASC;NFIN;ACT	N;NOM;NEUT;PL
पढ़ना	čítanie	पढ़	čítanie	V;MASC;NFIN;ACT	N;NOM;NEUT;SG
आपरेशन	operácie	आपरेशन	operácia	N;NOM;MASC;SG;3	N;NOM;FEM;PL
ब्रॉडबैंड	širokopásmové	ब्रॉडबैंड	širokopásmový	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
मैनुअल	ručné	मैनुअल	ručný	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
मैनुअल	manuálne	मैनुअल	manuálny	N;NOM;MASC;SG;3	ADV
मैनुअल	manuálna	मैनुअल	manuálny	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
मैनुअल	príručke	मैनुअल	príručka	N;NOM;MASC;SG;3	N;DAT;FEM;SG
दर्जन	tucta	दर्जन	tucto	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
दर्जन	tucet	दर्जन	tucet	N;NOM;MASC;SG;3	NUM;NOM;NEUT;SG
सुखद	príjemnú	सुखद	príjemný	ADJ	N;ACC;FEM;SG
सुखद	príjemne	सुखद	príjemne	ADJ	ADV
सस्ती	cenovo	सस्ती	cenovo	ADJ;NOM;FEM;SG	ADV
सस्ती	lacno	सस्ती	lacno	ADJ;NOM;FEM;SG	ADV
बेखम	beckham	बेखम	beckha	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
स्याही	atrament	स्याही	atrament		N;INAN;NOM;MASC;SG
रॉस	rossa	रॉस	rossa	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
रॉस	ross	रॉस	ross	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
हवाओं	vietor	हवा	vietor	N;ACC;FEM;PL;3	N;INAN;NOM;MASC;SG
हवाओं	vetry	हवा	vetry	N;ACC;FEM;PL;3	N;INAN;NOM;MASC;PL
परम्पराओं	tradícií	परम्परा	tradícia	N;ACC;FEM;PL;3	N;GEN;FEM;PL
परम्पराओं	tradície	परम्परा	tradícia	N;ACC;FEM;PL;3	N;NOM;FEM;PL
पूछे	pýtať	पूछ	pýtať	V;PFV;MASC;PL;V.PTCP;ACT	V;IPFV;POS;NFIN
पूछे	požiadal	पूछ	požiadať	V;PFV;MASC;PL;V.PTCP;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
पूछे	opýtal	पूछ	opýtať	V;PFV;MASC;PL;V.PTCP;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
सेब	jablkový	सेब	jablkový	N;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG
रो	ró	रो	ró		PROPN;ANIM;NOM;MASC;SG
रो	plakať	रो	plakať		V;IPFV;POS;NFIN
रो	plače	रो	plakať		V;IPFV;IND;SG;3;POS;PRS;FIN
रो	plač	रो	plač		N;INAN;NOM;MASC;SG
