krans	آرائشی	krans	آرائشی	N;MASC+FEM;SG	ADJ
expressie	تعبیر.	expressie	تعبیر.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
expressie	قیافہ.	expressie	قیافہ.	N;MASC+FEM;SG	ADJ
moss	کائی	moss	کائی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
weldra	جلدی.	weldra	جلدی.	ADV	PROPN;NOM;MASC;SG;3
ecologie	ماحولیات.	ecologie	ماحولیات.	N;MASC+FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
verantwoord	مکلف.	verantwoorden	مکلف.	V;V.PTCP	N;NOM;MASC;SG;3
verantwoord	for	verantwoorden	for	V;V.PTCP	
babel	افراتفری-	babel	افراتفرییی	N;MASC+FEM;SG	ADJ
haaien	خطرناک	haai	خطرناک	N;PL	ADJ
prostituee	طوائف	prostituee	طوائف	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
prostituee	رنڈی	prostituee	رنڈی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
restaureren	نمونہ.	restaureren	نمونہ.	V;NFIN	PROPN;NOM;MASC;SG;3
restaureren	بحالی	restaureren	بحالی	V;NFIN	N;NOM;MASC;SG;3
restaureren	نمونہ.	restaureren	نمونہ.	V;NFIN	PROPN;NOM;MASC;SG;3
straight	(	straight	(	N;MASC+FEM;SG	
straight	فوراً	straight	فوراً	N;MASC+FEM;SG	ADV
straight	مسلسل	straight	مسلسل	N;MASC+FEM;SG	ADV
straight	مربوط	straight	مربوط	N;MASC+FEM;SG	ADJ
straight	مقطع	straight	مقطع	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
straight	ہموار	straight	ہموار	N;MASC+FEM;SG	ADJ
straight	مرتب	straight	مرتب	N;MASC+FEM;SG	ADJ
straight	ابھی.	straight	ابھی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
straight	ایماندارانہ	straight	ایماندارانہ	N;MASC+FEM;SG	ADJ
straight	باقاعدہ	straight	باقاعدہ	N;MASC+FEM;SG	ADJ
straight	(	straight	(	N;MASC+FEM;SG	
straight	فوراً	straight	فوراً	N;MASC+FEM;SG	ADV
straight	راست	straight	راست	N;MASC+FEM;SG	
straight	مسلسل	straight	مسلسل	N;MASC+FEM;SG	ADV
straight	مربوط	straight	مربوط	N;MASC+FEM;SG	ADJ
straight	مقطع	straight	مقطع	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
straight	ہموار	straight	ہموار	N;MASC+FEM;SG	ADJ
straight	مرتب	straight	مرتب	N;MASC+FEM;SG	ADJ
straight	ابھی.	straight	ابھی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
straight	ایماندارانہ	straight	ایماندارانہ	N;MASC+FEM;SG	ADJ
straight	باقاعدہ	straight	باقاعدہ	N;MASC+FEM;SG	ADJ
zalm	گلابی.	zalm	گلابی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
père	بڑے	père	بڑا	N;MASC+FEM;SG	ADJ;ACC;MASC;SG
leidraad	رہبری.	leidraad	رہبری.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
projectie	تظلیل.	projectie	تظلیل.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
projectie	ابھارنے	projectie	ابھار	N;MASC+FEM;SG	V;ACC;NFIN
terreur	ہیبت	terreur	ہیبت	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
terreur	ہراس.	terreur	ہراس.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
terreur	ہیبت	terreur	ہیبت	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
terreur	ہراس.	terreur	ہراس.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
zebra	زیبرا	zebra	زیبرا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
schuine	سطح	schuin	سطح	ADJ	N;NOM;MASC;SG;3
schuine	ترچھا	schuin	ترچھا	ADJ	N;NOM;MASC;SG;3
schuine	آڑا	schuin	آڑا	ADJ	PROPN;NOM;MASC;SG;3
beroerte	وار	beroerte	وار	N;MASC+FEM;SG	
beroerte	چوٹ	beroerte	چوٹ	N;MASC+FEM;SG	V;ACT
beroerte	ضرب	beroerte	ضرب	N;MASC+FEM;SG	
stick	چھڑی	stick	چھڑی	N;MASC+FEM;SG	V;PFV;FEM;SG;V.PTCP;ACT
stick	into	stick	into	N;MASC+FEM;SG	
stick	باقی	stick	باقی	N;MASC+FEM;SG	
stick	گھونپنا	stick	گھونپنا	N;MASC+FEM;SG	V;SG;NFIN;ACT
stick	چھیدنا	stick	چھید	N;MASC+FEM;SG	V;SG;ACT
stick	جھیلنا.	stick	جھیلنا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
stick	تیلی	stick	تیلی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
stick	سہنا	stick	سہنا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
noble	عمدہ	noble	عمدہ	N;MASC+FEM;SG	ADJ
noble	عظیم	noble	عظیم	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
noble	خوب	noble	خوب	N;MASC+FEM;SG	
bedrog	عیّاری.	bedrog	عیّاری.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
bedrog	عیّاری.	bedrog	عیّاری.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
bedrog	بہکانے	bedrog	بہکا	N;NEUT;SG	V;NFIN;ACT
bedrog	بناوٹ.	bedrog	بناوٹ.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
afleiden	باؤلا	afleiden	باؤلا	V;NFIN	PROPN;NOM;MASC;SG;3
bray	رَینک	bray	رَینک	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
zwavel	کبریت	zwavel	کبریت	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
mekka	مکّہ	mekka	مکّہ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
mekka	مخرج	mekka	مخرج	N;MASC+FEM;SG	
verzekeringen	بیمہ.	verzekering	بیمہ.	N;PL	PROPN;NOM;MASC;SG;3
visueel	بصری	visueel	بصری	ADJ	
visueel	نظری	visueel	نظری	ADJ	N;NOM;MASC;SG;3
tenue	(	tenue	(	N;NEUT;SG	
tenue	وردی.	tenue	وردی.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
tenue	یکساں	tenue	یکساں	N;NEUT;SG	ADJ
tarwe	گیہوں	tarw	گیہوں	N;MASC+FEM;SG	
tarwe	گندم.	tarw	گندم.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
toeschouwer	ناظر.	toeschouwer	ناظر.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
toeschouwer	ناظر.	toeschouwer	ناظر.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
toeschouwer	تماشائی	toeschouwer	تماشائی	N;MASC+FEM;SG	ADJ
eenzame	راہب.	eenzaam	راہب.	ADJ	PROPN;NOM;MASC;SG;3
eenzame	حشرہ	eenzaam	حشرہ	ADJ	PROPN;NOM;MASC;SG;3
eenzame	اکیلی	eenzaam	اکیلی	ADJ	PROPN;NOM;MASC;SG;3
eenzame	(	eenzaam	(	ADJ	
eenzame	اکیلا	eenzaam	اکیلا	ADJ	V;PFV;MASC;SG;V.PTCP;ACT
eenzame	راہب.	eenzaam	راہب.	ADJ	PROPN;NOM;MASC;SG;3
eenzame	حشرہ	eenzaam	حشرہ	ADJ	PROPN;NOM;MASC;SG;3
eenzame	اکیلی	eenzaam	اکیلی	ADJ	PROPN;NOM;MASC;SG;3
eenzame	(	eenzaam	(	ADJ	
eenzame	مہجور	eenzaam	مہجور	ADJ	N;NOM;MASC;SG;3
eenzame	سونی	eenzaam	سو	ADJ	PROPN;NOM;MASC;SG;3
eenzame	غمگین.	eenzaam	غمگین.	ADJ	PROPN;NOM;MASC;SG;3
eenzame	مہجور	eenzaam	مہجور	ADJ	N;NOM;MASC;SG;3
eenzame	اکیلا	eenzaam	اکیلا	ADJ	V;PFV;MASC;SG;V.PTCP;ACT
eenzame	سونی	eenzaam	سو	ADJ	PROPN;NOM;MASC;SG;3
eenzame	غمگین.	eenzaam	غمگین.	ADJ	PROPN;NOM;MASC;SG;3
heftig	تحریر	heftig	تحریر	ADJ	N;NOM;MASC;SG;3
heftig	وسیع.	heftig	وسیع.	ADJ	PROPN;NOM;MASC;SG;3
heftig	وافر	heftig	وافر	ADJ	
heftig	المناک	heftig	المناک	ADJ	PROPN;NOM;MASC;SG;3
heftig	کھڑنک	heftig	کھڑنک	ADJ	
heftig	بوجھل.	heftig	بوجھل.	ADJ	PROPN;NOM;MASC;SG;3
heftig	کثیر.	heftig	کثیر.	ADJ	PROPN;NOM;MASC;SG;3
heftig	ٹھگ.	heftig	ٹھگ.	ADJ	
heftig	گمبھیر	heftig	گمبھیر	ADJ	
heftig	تحریر	heftig	تحریر	ADJ	N;NOM;MASC;SG;3
heftig	وسیع.	heftig	وسیع.	ADJ	PROPN;NOM;MASC;SG;3
heftig	وافر	heftig	وافر	ADJ	
heftig	المناک	heftig	المناک	ADJ	PROPN;NOM;MASC;SG;3
heftig	کھڑنک	heftig	کھڑنک	ADJ	
heftig	بوجھل.	heftig	بوجھل.	ADJ	PROPN;NOM;MASC;SG;3
heftig	کثیر.	heftig	کثیر.	ADJ	PROPN;NOM;MASC;SG;3
heftig	ٹھگ.	heftig	ٹھگ.	ADJ	
heftig	متشدّد	heftig	متشدّد	ADJ	PROPN;NOM;MASC;SG;3
heftig	اڑیل	heftig	اڑیل	ADJ	PROPN;NOM;MASC;SG;3
heftig	مشین	heftig	مشین	ADJ	N;NOM;MASC;SG;3
heftig	(	heftig	(	ADJ	
heftig	حسّاس	heftig	حسّاس	ADJ	PROPN;NOM;MASC;SG;3
heftig	(	heftig	(	ADJ	
heftig	حسّاس	heftig	حسّاس	ADJ	PROPN;NOM;MASC;SG;3
fantasia	فنطاسیہ.	fantasia	فنطاسیہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
fantasia	خیالیہ	fantasia	خیالیہ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
tijger	غصیل	tijger	غصیل	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
tijger	شیرنی.	tijger	شیرنی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bewonderen	سراہنا	bewonderen	سراہ	V;NFIN	PROPN;NOM;MASC;SG;3
bewonderen	توصیفی	bewonderen	توصیفی	V;NFIN	ADJ
bewonderen	مشتاقانہ	bewonderen	مشتاقانہ	V;NFIN	ADJ
bewonderen	مدحیہ	bewonderen	مدحیہ	V;NFIN	PROPN;NOM;MASC;SG;3
bezuinigingen	سختی	bezuiniging	سختی	N;PL	N;NOM;MASC;SG;3
drift	ڈھیر	driffen	ڈھیر	N;MASC+FEM;SG	V;ACT
weggooien	رد	weggooien	رد	V;NFIN	N;NOM;MASC;SG;3
weggooien	ترک	weggooien	ترک	V;NFIN	PROPN;NOM;MASC;SG;3
geschrift	طومار.	geschrift	طومار.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
kwartaal	وغیرہ.	kwartaal	وغیرہ.	N;NEUT;SG	
kwartaal	پڑاؤ.	kwartaal	پڑاؤ.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
kwartaal	چہارم	kwartaal	چہارم	N;NEUT;SG	PROPN;NOM;MASC;SG;3
kwartaal	(	kwartaal	(	N;NEUT;SG	
kwartaal	ربع	kwartaal	ربع	N;NEUT;SG	
progressief	پنپتا	progressief	پنپتا	ADJ	PROPN;NOM;MASC;SG;3
voetgangers	سپاٹ	voetganger	سپاٹ	N;PL	
voetgangers	سادہ	voetganger	سادہ	N;PL	ADJ
voetgangers	راہگیر	voetganger	راہگیر	N;PL	PROPN;NOM;MASC;SG;3
voetgangers	عامیانہ	voetganger	عامیانہ	N;PL	ADJ
gross	پھپّس-	gross	پھپّس-	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
gross	غبی	gross	غبی	N;MASC+FEM;SG	
gross	گرس.	gross	گرس.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
gross	ٹھوس.	gross	ٹھوس.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
gross	مجموعی	gross	مجموعی	N;MASC+FEM;SG	ADJ
gross	گاڑھا	gross	گاڑھا	N;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
gross	گرز	gross	گرز	N;MASC+FEM;SG	
gross	موٹا	gross	موٹا	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
gross	پھپّس-	gross	پھپّس-	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
gross	غبی	gross	غبی	N;MASC+FEM;SG	
gross	گرس.	gross	گرس.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
gross	ٹھوس.	gross	ٹھوس.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
gross	مجموعی	gross	مجموعی	N;MASC+FEM;SG	ADJ
gross	گاڑھا	gross	گاڑھا	N;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
gross	گرز	gross	گرز	N;MASC+FEM;SG	
verbreding	پھیلانا.	verbreding	پھیلانا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
plaatsvervanger	with	plaatsvervanger	with	N;MASC+FEM;SG	
plaatsvervanger	(	plaatsvervanger	(	N;MASC+FEM;SG	
plaatsvervanger	عوض	plaatsvervanger	عوض	N;MASC+FEM;SG	
plaatsvervanger	نمائندہ	plaatsvervanger	نمائندہ	N;MASC+FEM;SG	ADJ
aanpakken	جرثقیل.	aanpakken	جرثقیل.	V;NFIN	N
aanpakken	آہنچہ	aanpakken	آہنچہ	V;NFIN	
aanpakken	حمّالہ	aanpakken	حمّالہ	V;NFIN	PROPN;NOM;MASC;SG;3
aanpakken	میخوں	aanpakken	میخ	V;NFIN	N;NOM;MASC;PL;3
falen	خرابی	falen	خرابی	V;NFIN	ADJ
falen	علّت	falen	علّت	V;NFIN	N;NOM;MASC;SG;3
falen	وگرنہ	falen	وگرنہ	V;NFIN	
falen	نقص	falen	نقص	V;NFIN	N;NOM;MASC;SG;3
falen	منعقد	falen	منعقد	V;NFIN	ADJ
falen	دیوالہ	falen	دیوالہ	V;NFIN	PROPN;NOM;MASC;SG;3
falen	سقوط	falen	سقوط	V;NFIN	PROPN;NOM;MASC;SG;3
falen	خرابی	falen	خرابی	V;NFIN	ADJ
falen	بربادی.	falen	بربادی.	V;NFIN	PROPN;NOM;MASC;SG;3
falen	تباہی	falen	تباہی	V;NFIN	N;NOM;MASC;SG;3
falen	منعقد	falen	منعقد	V;NFIN	ADJ
falen	دیوالہ	falen	دیوالہ	V;NFIN	PROPN;NOM;MASC;SG;3
falen	سقوط	falen	سقوط	V;NFIN	PROPN;NOM;MASC;SG;3
falen	ناکامی	falen	ناکامی	V;NFIN	N;NOM;MASC;SG;3
falen	خرابی	falen	خرابی	V;NFIN	ADJ
falen	بربادی.	falen	بربادی.	V;NFIN	PROPN;NOM;MASC;SG;3
falen	تباہی	falen	تباہی	V;NFIN	N;NOM;MASC;SG;3
falen	(	falen	(	V;NFIN	
legaal	واجبی.	legaal	واجبی.	ADJ	PROPN;NOM;MASC;SG;3
edele	عظیم	edeel	عظیم	ADJ	PROPN;NOM;MASC;SG;3
edele	خوب	edeel	خوب	ADJ	
slordig	گندہ.	slordig	گندہ.	ADJ	PROPN;NOM;MASC;SG;3
slordig	سرسری	slordig	سرسری	ADJ	N;NOM;MASC;SG;3
slordig	ٹالا	slordig	ٹالا	ADJ	V;PFV;MASC;SG;V.PTCP;ACT
slordig	گفتگو	slordig	گفتگو	ADJ	N;NOM;MASC;SG;3
slordig	گندی.	slordig	گندی.	ADJ	PROPN;NOM;MASC;SG;3
symmetrisch	متشاکُل	symmetrisch	متشاکُل	ADJ	PROPN;NOM;MASC;SG;3
opperarmbeen	عضدہ.	opperarmbeen	عضدہ.	N;NEUT;SG	
voorvoegsel	non-	voorvoegsel	non-	N;NEUT;SG	PROPN;NOM;MASC;SG;3
verschuiving	جُل.	verschuiving	جُل.	N;MASC+FEM;SG	
verschuiving	چال	verschuiving	چال	N;MASC+FEM;SG	;MASC;SG;3
verschuiving	شاخچہ.	verschuiving	شاخچہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
verschuiving	تاوان.	verschuiving	تاوان.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
verschuiving	ٹہنی	verschuiving	ٹہنی	N;MASC+FEM;SG	ADJ
blade	تلوار.	blaad	تلوار.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
drogen	سادہ	drigen	سادہ	V;NFIN	ADJ
drogen	یبوس	drigen	یبوس	V;NFIN	PROPN;NOM;MASC;SG;3
drogen	(	drigen	(	V;NFIN	
drogen	خشک	drigen	خشک	V;NFIN	ADJ
drogen	سوکھی.	drigen	سوکھ	V;NFIN	PROPN;NOM;MASC;SG;3
drogen	رُوکھا	drigen	رُوکھا	V;NFIN	PROPN;NOM;MASC;SG;3
drogen	سادہ	drigen	سادہ	V;NFIN	ADJ
drogen	سُوکھا	drigen	سُوکھا	V;NFIN	PROPN;NOM;MASC;SG;3
drogen	یبوس	drigen	یبوس	V;NFIN	PROPN;NOM;MASC;SG;3
drogen	(	drigen	(	V;NFIN	
drogen	خشک	drigen	خشک	V;NFIN	ADJ
drogen	سوکھی.	drigen	سوکھ	V;NFIN	PROPN;NOM;MASC;SG;3
fury	ہلچل.	fury	ہلچل.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
fury	جھکّڑ	fury	جھکّڑ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
alarm	ہوشیار	alarm	ہوشیار	N;NEUT;SG	PROPN;NOM;MASC;SG;3
alarm	متوجہ.	alarm	متوجہ.	N;NEUT;SG	ADJ
alarm	چوکنّا	alarm	چوکنّا	N;NEUT;SG	PROPN;NOM;MASC;SG;3
alarm	خبردار	alarm	خبردار	N;NEUT;SG	ADJ
alarm	متوجہ.	alarm	متوجہ.	N;NEUT;SG	ADJ
alarm	ہوشیار	alarm	ہوشیار	N;NEUT;SG	PROPN;NOM;MASC;SG;3
alarm	چوکنّا	alarm	چوکنّا	N;NEUT;SG	PROPN;NOM;MASC;SG;3
alarm	خبردار	alarm	خبردار	N;NEUT;SG	ADJ
joker	نفر.	joker	نفر.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
scout	ٹوہیا	scout	ٹوہیا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
scout	کھوجی.	scout	کھوجی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
scout	نفر	scout	نفر	N;MASC+FEM;SG	
scout	بندہ.	scout	بندہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
scout	round	scout	round	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
scout	(	scout	(	N;MASC+FEM;SG	
scout	قراولی	scout	قراولی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
overblijfsel	باقیات.	overblijfsel	باقیات.	N;NEUT;SG	V;IPFV;MASC;SG;V.PTCP;ACT
jurisdictie	دادگستری.	jurisdictie	دادگستری.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
vuil	کمینہ	vuil	کمینہ	ADJ	
vuil	رکیک	vuil	رکیک	ADJ	V;SG;V.PTCP;ACT
vuil	میلا	vuil	میلا	ADJ	V;ACT
vuil	مکروہ	vuil	مکروہ	ADJ	PROPN;NOM;MASC;SG;3
vuil	ناصاف	vuil	ناصاف	ADJ	PROPN;NOM;MASC;SG;3
vuil	دُھندلا	vuil	دُھندلا	ADJ	PROPN;NOM;MASC;SG;3
vuil	جھّکڑی	vuil	جھّکڑی	ADJ	PROPN;NOM;MASC;SG;3
vuil	فحش	vuil	فحش	ADJ	N;NOM;MASC;SG;3
vuil	مٹیالا	vuil	مٹیالا	ADJ	V;PFV;MASC;SG;V.PTCP;ACT
vuil	کمینہ	vuil	کمینہ	ADJ	
vuil	رکیک	vuil	رکیک	ADJ	V;SG;V.PTCP;ACT
vuil	میلا	vuil	میلا	ADJ	V;ACT
vuil	مکروہ	vuil	مکروہ	ADJ	PROPN;NOM;MASC;SG;3
vuil	ناصاف	vuil	ناصاف	ADJ	PROPN;NOM;MASC;SG;3
vuil	دُھندلا	vuil	دُھندلا	ADJ	PROPN;NOM;MASC;SG;3
vuil	جھّکڑی	vuil	جھّکڑی	ADJ	PROPN;NOM;MASC;SG;3
vuil	فحش	vuil	فحش	ADJ	N;NOM;MASC;SG;3
vuil	گندا	vuil	گندا	ADJ	
vuil	ناپاک	vuil	ناپاک	ADJ	PROPN;NOM;MASC;SG;3
vuil	مٹیالا	vuil	مٹیالا	ADJ	V;PFV;MASC;SG;V.PTCP;ACT
vuil	خاک	vuil	خاک	ADJ	N;NOM;MASC;SG;3
vuil	فضلہ	vuil	فضلہ	ADJ	N;NOM;MASC;SG;3
vuil	صلواتیں	vuil	صلوات	ADJ	N;NOM;MASC;PL;3
vuil	دھول	vuil	دھول	ADJ	V;ACT
vuil	گندگی	vuil	گندگی	ADJ	N;NOM;MASC;SG;3
vuil	گرد	vuil	گرد	ADJ	N;NOM;MASC;SG;3
beschikbaarheid	دستیابی	beschikbaarheid	دستیابی	N;MASC+FEM;SG	ADJ
litouws	لتھوانی.	litouws	لتھوانی.	ADJ	PROPN;NOM;MASC;SG;3
longontsteking	نمونیا	longontsteking	نمونیا	N;MASC+FEM;SG	ADJ
citeren	(	citeren	(	V;NFIN	
nasleep	ماحاصل	nasleep	ماحاصل	N;MASC+FEM;SG	
nasleep	شاخسانہ-	nasleep	شاخسانہ-	N;MASC+FEM;SG	ADJ
nasleep	نتائج	nasleep	نتیجہ	N;MASC+FEM;SG	N;NOM;MASC;PL;3
aantrekkelijke	جاذب	aantrekkelijk	جاذب	ADJ	
aantrekkelijke	دلکش	aantrekkelijk	دلکش	ADJ	PROPN;NOM;MASC;SG;3
aantrekkelijke	جاذب	aantrekkelijk	جاذب	ADJ	
smelten	گھلنا.	smelten	گھلنا.	V;NFIN	
smelten	اُڑجانا	smelten	اُڑجانا	V;NFIN	PROPN;NOM;MASC;SG;3
smelten	پگھلانا.	smelten	پگھلان	V;NFIN	PROPN;NOM;MASC;SG;3
smelten	جذبات	smelten	جذبہ	V;NFIN	N;NOM;MASC;PL;3
smelten	دھیما	smelten	دھیما	V;NFIN	PROPN;NOM;MASC;SG;3
significant	اہم	significant	اہم	N;MASC+FEM;SG	ADJ
mystieke	علامتی.	mystiek	علامتی	ADJ	PROPN;NOM;MASC;PL;3
mystieke	مخفی.	mystiek	مخفی.	ADJ	PROPN;NOM;MASC;SG;3
mystieke	مراقبہ	mystiek	مراقبہ	ADJ	N;NOM;MASC;SG;3
mystieke	روحانی.	mystiek	روحانی.	ADJ	PROPN;NOM;MASC;SG;3
mystieke	صوفی	mystiek	صوفی	ADJ	PROPN;NOM;MASC;SG;3
mystieke	رمزیہ	mystiek	رمزیہ	ADJ	PROPN;NOM;MASC;SG;3
mystieke	عارف	mystiek	عارف	ADJ	PROPN;NOM;MASC;SG;3
mystieke	سالک	mystiek	سالک	ADJ	PROPN;NOM;MASC;SG;3
mystieke	سرّی	mystiek	سرّی	ADJ	PROPN;NOM;MASC;SG;3
concurrerende	مسابقتی	concurreren	مسابقتی	V;V.PTCP	ADJ
herald	ہرکارہ.	herald	ہرکارہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
peper	capcicum	peper	capcicum	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
paramount	افضل	paramount	افضل	N;MASC+FEM;SG	ADJ
paramount	مقتدر.	paramount	مقتدر.	N;MASC+FEM;SG	ADJ
paramount	فائق	paramount	فائق	N;MASC+FEM;SG	ADJ
paramount	افضل	paramount	افضل	N;MASC+FEM;SG	ADJ
paramount	مقتدر.	paramount	مقتدر.	N;MASC+FEM;SG	ADJ
abrupt	اچانک	abrupt	اچانک	ADJ	ADV
abrupt	پھسلواں	abrupt	پھسلواں	ADJ	PROPN;NOM;MASC;SG;3
abrupt	اتاولا	abrupt	اتاولا	ADJ	PROPN;NOM;MASC;SG;3
abrupt	یکلخت	abrupt	یکلخت	ADJ	N;NOM;MASC;SG;3
abrupt	سربریدہ	abrupt	سربریدہ	ADJ	PROPN;NOM;MASC;SG;3
abrupt	ڈھالو.	abrupt	ڈھالو.	ADJ	PROPN;NOM;MASC;SG;3
vriendje	رفیق	vriend	رفیق	N;NEUT;SG	PROPN;NOM;MASC;SG;3
wagon	چھکڑا	wagon	چھکڑا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
wagon	ارابہ	wagon	ارابہ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
reflectie	عکس.	reflectie	عکس.	N;MASC+FEM;SG	
reflectie	upon	reflectie	upon	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
reflectie	انعکاس	reflectie	انعکاس	N;MASC+FEM;SG	
afvoer	کمزور	afvoer	کمزور	N;MASC+FEM;SG	ADJ
afvoer	away	afvoer	away	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
afvoer	تقلیل	afvoer	تقلیل	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
afvoer	کمزور	afvoer	کمزور	N;MASC+FEM;SG	ADJ
afvoer	away	afvoer	away	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
afvoer	تقلیل	afvoer	تقلیل	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
indirecte	پنہاں	indirect	پنہاں	ADJ	
switch	نکیلی	switch	نکیلی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
switch	ہلکی	switch	ہلکی	N;MASC+FEM;SG	ADJ;FEM
switch	مارنا	switch	مار	N;MASC+FEM;SG	V;MASC;SG;NFIN;ACT
coco	ناریل	coco	ناریل	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
spoel	مروڑنا	spoel	مروڑ	N;MASC+FEM;SG	V;NFIN
spoel	کنڈل	spoel	کنڈل	N;MASC+FEM;SG	
spoel	مرغولہ	spoel	مرغولہ	N;MASC+FEM;SG	ADJ
spoel	کنڈلی	spoel	کنڈلی	N;MASC+FEM;SG	
spoel	لچّھا	spoel	لچّھ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
spoel	جھومنا	spoel	جھوم	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
spoel	up	spoel	up	N;MASC+FEM;SG	
spoel	اٹیرنا.	spoel	اٹیرنا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
spoel	(	spoel	(	N;MASC+FEM;SG	
spoel	ڈگمگانا.	spoel	ڈگمگانا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
spoel	ناہموار	spoel	ناہموار	N;MASC+FEM;SG	ADJ
spoel	ڈولنا	spoel	ڈول	N;MASC+FEM;SG	V;NFIN
duister	تاریکی.	duister	تاریکی.	ADJ	PROPN;NOM;MASC;SG;3
duister	جہالت.	duister	جہالت.	ADJ	V;IPFV;MASC;SG;V.PTCP;ACT
duister	غصیل	duister	غصیل	ADJ	PROPN;NOM;MASC;SG;3
duister	منحوس	duister	منحوس	ADJ	N;SG
duister	خفیہ	duister	خفیہ	ADJ	N;NOM;MASC;SG;3
duister	ظلمت	duister	ظلمت	ADJ	N;NOM;FEM;SG;3
duister	فاسد	duister	فاسد	ADJ	N;NOM;MASC;SG;3
duister	رات	duister	رات	ADJ	N;NOM;FEM;SG;3
duister	بپھرا	duister	بپھرا	ADJ	PROPN;NOM;MASC;SG;3
