кратеров	kraattereita	кратер	kraatteri	N;INAN;GEN;MASC;PL	N;PRT;PL
самостоятельный	itsenäiset	самостоятельный	itsenäinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
доски	lautoja	доска	lauto	N;INAN;NOM;FEM;PL	N;PRT;PL
открытая	avaa	открыть	avata	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS	V;IMP;SG;2;FIN;ACT
принесли	tuotiin	принести	tuoda	V;PFV;IND;PL;PST;FIN;ACT	V;IND;PST;FIN;PASS
принесли	toi	принести	tuo	V;PFV;IND;PL;PST;FIN;ACT	PRO;NOM;SG
единство	yhtenäisyyttä	единство	yhtenäisyys	N;INAN;NOM;NEUT;SG	N;PRT;SG
единство	yhtenäisyyden	единство	yhtenäisyys	N;INAN;NOM;NEUT;SG	N;GEN;SG
восьмой	kahdeksan	восьмой	kahdeksan	ADJ;NOM;MASC;SG	NUM;NOM;SG
столкновение	törmäyksen	столкновение	törmäys	N;INAN;NOM;NEUT;SG	N;GEN;SG
столкновение	clash	столкновение	clash	N;INAN;NOM;NEUT;SG	
батарея	akun	батарея	aku	N;INAN;NOM;FEM;SG	N;GEN;SG
оценил	arvostettu	оценить	arvostaa	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
оценил	arvostaa	оценить	arvostaa	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
оценил	arvostetaan	оценить	arvostaa	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PRS;FIN;PASS
топливо	polttoaineen	топливо	poltto#aine	N;INAN;NOM;NEUT;SG	N;GEN;SG
топливо	polttoaineet	топливо	poltto#aine	N;INAN;NOM;NEUT;SG	N;NOM;PL
топливо	polttoainetta	топливо	poltto#aine	N;INAN;NOM;NEUT;SG	N;PRT;SG
топливо	polttoaineiden	топливо	poltto#aine	N;INAN;NOM;NEUT;SG	N;GEN;PL
топливо	polttoaineet	топливо	poltto#aine	N;INAN;NOM;NEUT;SG	N;NOM;PL
зенит	zenith	зенить	zenith	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
педагогических	pedagoginen	педагогический	pedagoginen	ADJ;GEN;PL	ADJ;NOM;SG
рико	rico	рико	rico	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
снятие	nostamiseen	снятие	nostaminen	N;INAN;NOM;NEUT;SG	N;IN+ALL;SG
снятие	peruuttamista	снятие	peruuttaminen	N;INAN;NOM;NEUT;SG	N;PRT;SG
купил	hankittu	купить	hankkia	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
купил	ostettu	купить	ostaa	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
купил	ostettu	купить	ostaa	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
срочно	kiireellinen	срочно	kiireellinen	ADV	ADJ;NOM;SG
срочно	kiireellistä	срочно	kiireellinen	ADV	ADJ;PRT;SG
похожие	samanlaisia	похожий	samanlainen	ADJ;NOM;PL	ADJ;PRT;PL
похожие	samankaltaista	похожий	samankaltainen	ADJ;NOM;PL	ADJ;PRT;SG
похожие	samanlainen	похожий	samanlainen	ADJ;NOM;PL	ADJ;NOM;SG
похожие	samankaltainen	похожий	samankaltainen	ADJ;NOM;PL	ADJ;NOM;SG
похожие	kaksoisolento	похожий	kaksois#olento	ADJ;NOM;PL	N;NOM;SG
врачи	lääkäreitä	врач	lääkäri	N;ANIM;NOM;MASC;PL	N;PRT;PL
врачи	lääkäreitä	врач	lääkäri	N;ANIM;NOM;MASC;PL	N;PRT;PL
глубину	syvyys	глубина	syvyys	N;INAN;ACC;FEM;SG	N;NOM;SG
глубину	syvyyteen	глубина	syvyys	N;INAN;ACC;FEM;SG	N;IN+ALL;SG
галактики	galakseja	галактика	galaksi	N;INAN;NOM;FEM;PL	N;PRT;PL
уникальный	ainutlaatuista	уникальный	ainutlaatu	ADJ;NOM;MASC;SG	ADJ;PRT;SG
уникальный	yksilölliset	уникальный	yksilöllinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
массачусетс	massachusettsin	массачусетс	massachusettsi	N;INAN;NOM;MASC;SG	N;GEN;SG
мюллер	müller	мюллер	müller	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
мюллер	müller	мюллер	müller	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
мостов	sillat	мост	silla	N;INAN;GEN;MASC;PL	N;NOM;PL
мостов	siltoja	мост	silta	N;INAN;GEN;MASC;PL	N;PRT;PL
миллион	miljoona	миллион	miljoona	N;INAN;NOM;MASC;SG	NUM;NOM;SG
миллион	miljoonaa	миллион	miljoona	N;INAN;NOM;MASC;SG	NUM;PRT;SG
комнаты	huoneita	комната	huone	N;INAN;NOM;FEM;PL	N;PRT;PL
комнаты	huonetta	комната	huone	N;INAN;NOM;FEM;PL	N;PRT;SG
стрельба	ammuskelua	стрельба	ammuskelu	N;INAN;NOM;FEM;SG	N;PRT;SG
стрельба	ampua	стрельба	ampua	N;INAN;NOM;FEM;SG	V;SG;NFIN;ACT
стрельба	tulitusta	стрельба	tullittu	N;INAN;NOM;FEM;SG	N;PRT;SG
стрельба	ammuskelua	стрельба	ammuskelu	N;INAN;NOM;FEM;SG	N;PRT;SG
раскопки	kaivaus	раскопка	kaivaus	N;INAN;NOM;FEM;PL	N;NOM;SG
австрийская	itävalta	австрийский	itä#valta	ADJ;NOM;FEM;SG	N;NOM;SG
австрийская	itävallan	австрийский	itä#valta	ADJ;NOM;FEM;SG	N;GEN;SG
перестал	pysäytetty	перестать	pysäyttää	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
стрелок	ampujan	стрелок	ampuja	N;ANIM;NOM;MASC;SG	N;GEN;SG
региональный	alueelliset	региональный	alueellinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
региональный	alueellisten	региональный	alueellinen	ADJ;NOM;MASC;SG	ADJ;GEN;PL
изготовление	tekoa	изготовление	teko	N;INAN;NOM;NEUT;SG	N;PRT;SG
победителей	voittajia	победитель	voittaja	N;ANIM;ACC;MASC;PL	N;PRT;PL
победителей	voittajat	победитель	voittaja	N;ANIM;ACC;MASC;PL	N;NOM;PL
пользователи	käyttäjien	пользователь	käyttäjä	N;ANIM;NOM;MASC;PL	N;GEN;PL
пользователи	käyttäjiä	пользователь	käyttäjä	N;ANIM;NOM;MASC;PL	N;PRT;PL
землетрясения	maanjäristys	землетрясение	maan#järistys	N;INAN;NOM;NEUT;PL	N;NOM;SG
колоний	siirtokuntia	колония	siirto#kunta	N;INAN;GEN;FEM;PL	N;PRT;PL
христиане	kristitty	христианин	kristitty	N;ANIM;NOM;MASC;PL	ADJ;NOM;SG
христиане	christian	христианин	christian	N;ANIM;NOM;MASC;PL	N;NOM;SG
христиане	kristillinen	христианин	kristillinen	N;ANIM;NOM;MASC;PL	ADJ;NOM;SG
христиане	kristian	христианин	kristian	N;ANIM;NOM;MASC;PL	N;NOM;SG
христиане	kristittyjen	христианин	kristitty	N;ANIM;NOM;MASC;PL	N;GEN;PL
христиане	kristittyjä	христианин	kristitty	N;ANIM;NOM;MASC;PL	N;PRT;PL
кипр	kyproksen	кипр	kypros	N;INAN;NOM;MASC;SG	N;GEN;SG
кипр	kypros	кипр	kypros	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
судьбу	kohtalon	судьба	kohtalo	N;INAN;ACC;FEM;SG	N;GEN;SG
судьбу	kohtalo	судьба	kohtalo	N;INAN;ACC;FEM;SG	N;NOM;SG
судьбу	destiny	судьба	destiny	N;INAN;ACC;FEM;SG	N;NOM;SG
судьбу	kohtalon	судьба	kohtalo	N;INAN;ACC;FEM;SG	N;GEN;SG
судьбу	kohtalo	судьба	kohtalo	N;INAN;ACC;FEM;SG	N;NOM;SG
судьбу	kohtaloa	судьба	kohtalo	N;INAN;ACC;FEM;SG	N;PRT;SG
глубины	syvyys	глубина	syvyys	N;INAN;NOM;FEM;PL	N;NOM;SG
глубины	syvyyteen	глубина	syvyys	N;INAN;NOM;FEM;PL	N;IN+ALL;SG
ногу	jalkaa	нога	jalka	N;INAN;ACC;FEM;SG	N;PRT;SG
ногу	jalka	нога	jalka	N;INAN;ACC;FEM;SG	N;NOM;SG
ногу	jalan	нога	jalka	N;INAN;ACC;FEM;SG	N;GEN;SG
ногу	jalkaa	нога	jalka	N;INAN;ACC;FEM;SG	N;PRT;SG
ногу	jalka	нога	jalka	N;INAN;ACC;FEM;SG	N;NOM;SG
страх	pelkoa	страх	pelko	N;INAN;NOM;MASC;SG	ADJ;PRT;SG
страх	pelkää	страх	pelätä	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
страх	kunnioitusta	страх	kunnioitus	N;INAN;NOM;MASC;SG	N;PRT;SG
интересная	mielenkiintoista	интересный	mielenkiintoinen	ADJ;NOM;FEM;SG	ADJ;PRT;SG
интересная	kiinnostavaa	интересный	kiinnostava	ADJ;NOM;FEM;SG	ADJ;PRT;SG
заседания	kokouksiin	заседание	kokous	N;INAN;NOM;NEUT;PL	N;IN+ALL;PL
статуи	patsaita	статуя	patsas	N;INAN;NOM;FEM;PL	N;PRT;PL
активная	aktiivisia	активный	aktiivinen	ADJ;NOM;FEM;SG	ADJ;PRT;PL
активная	aktiiviset	активный	aktiivinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
активная	aktiivisena	активный	aktiivinen	ADJ;NOM;FEM;SG	ADJ;FRML;SG
оперативной	operatiivinen	оперативный	operatiivinen	ADJ;INS;FEM;SG	ADJ;NOM;SG
оперативной	toiminnassa	оперативный	toiminta	ADJ;INS;FEM;SG	N;IN+ESS;SG
оперативной	toiminnallinen	оперативный	toiminnallinen	ADJ;INS;FEM;SG	ADJ;NOM;SG
заметили	huomannut	заметить	huomata	V;PFV;IND;PL;PST;FIN;ACT	V;NOM;SG;V.PTCP;ACT
заметили	huomasi	заметить	huomata	V;PFV;IND;PL;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
вмешательства	häiriöitä	вмешательство	häiriö	N;INAN;NOM;NEUT;PL	N;PRT;PL
вмешательства	häiriö	вмешательство	häiriö	N;INAN;NOM;NEUT;PL	N;NOM;SG
вмешательства	häirintä	вмешательство	häirin	N;INAN;NOM;NEUT;PL	N;NOM;SG
вмешательства	interventio	вмешательство	interventio	N;INAN;NOM;NEUT;PL	N;NOM;SG
вмешательства	väliintuloa	вмешательство	väliintulo	N;INAN;NOM;NEUT;PL	N;PRT;SG
вмешательства	väliintulo	вмешательство	väliintulo	N;INAN;NOM;NEUT;PL	N;NOM;SG
корона	kruunua	корона	kruunu	N;INAN;NOM;FEM;SG	N;PRT;SG
корона	crown	корона	crown	N;INAN;NOM;FEM;SG	
корона	kruunun	корона	kruunu	N;INAN;NOM;FEM;SG	N;GEN;SG
политиков	poliitikkoja	политик	poliitikko	N;ANIM;GEN;MASC;PL	N;PRT;PL
политиков	poliitikot	политик	poliitikko	N;ANIM;GEN;MASC;PL	N;NOM;PL
посла	suurlähettiläs	посол	suur#lähettiläs	N;ANIM;ACC;MASC;SG	N;NOM;SG
посла	lähettiläs	посол	lähettiläs	N;ANIM;ACC;MASC;SG	N;NOM;SG
регулярного	säännöllisesti	регулярный	säännöllisesti	ADJ;GEN;MASC;SG	ADV
регулярного	tavallinen	регулярный	tavallinen	ADJ;GEN;MASC;SG	ADJ;NOM;SG
регулярного	säännöllinen	регулярный	säännöllinen	ADJ;GEN;MASC;SG	ADJ;NOM;SG
регулярного	säännölliset	регулярный	säännöllinen	ADJ;GEN;MASC;SG	ADJ;NOM;PL
нова	nova	новый	nova	ADJ;FEM;SG	PROPN;NOM;SG
разногласия	eroja	разногласие	ero	N;INAN;NOM;NEUT;PL	N;PRT;PL
разногласия	erimielisyyttä	разногласие	erimielisyys	N;INAN;NOM;NEUT;PL	N;PRT;SG
операторы	toimijoiden	оператор	toimija	N;ANIM;NOM;MASC;PL	N;GEN;PL
производственного	tuottava	производственный	tuottaa	ADJ;GEN;MASC;SG	V;NOM;SG;V.PTCP;ACT
производственного	tuottavia	производственный	tuottaa	ADJ;GEN;MASC;SG	V;PRT;PL;V.PTCP;ACT
традиционный	perinteisiä	традиционный	perinteinen	ADJ;NOM;MASC;SG	ADJ;PRT;PL
традиционный	perinteiset	традиционный	perinteinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
генералов	kenraalit	генерал	kenraali	N;ANIM;GEN;MASC;PL	N;NOM;PL
ресторан	ravintolassa	ресторан	ravintola	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
присутствовали	osallistui	присутствовать	osallistua	V;IPFV;IND;PL;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
присутствовали	osallistunut	присутствовать	osallistua	V;IPFV;IND;PL;PST;FIN;ACT	V;NOM;SG;V.PTCP;ACT
партизаны	partisaaneja	партизан	partisaani	N;ANIM;NOM;MASC;PL	N;PRT;PL
настоящим	täten	настоящий	täten	ADJ;INS;NEUT;SG	ADV
отчет	mietinnön	отчет	mietintö	N;INAN;NOM;MASC;SG	N;GEN;SG
отчет	raportin	отчет	raportti	N;INAN;NOM;MASC;SG	N;GEN;SG
экспорт	viennin	экспорт	vienti	N;INAN;NOM;MASC;SG	N;GEN;SG
экспорт	vie	экспорт	vie	N;INAN;NOM;MASC;SG	INTJ
экспорт	vientiä	экспорт	vienti	N;INAN;NOM;MASC;SG	N;PRT;SG
антония	antonia	антоний	antoa	N;ANIM;ACC;MASC;SG	N;NOM;SG
целое	koko	целое	koko	N;INAN;NOM;NEUT;SG	ADJ
целое	kokonaisena	целое	kokonainen	N;INAN;NOM;NEUT;SG	ADJ;FRML;SG
целое	kokonainen	целое	kokonainen	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
целое	kokonaiset	целое	kokonainen	N;INAN;NOM;NEUT;SG	ADJ;NOM;PL
учебников	oppikirjoja	учебник	oppi#kirja	N;INAN;GEN;MASC;PL	N;PRT;PL
подтверждено	vahvistetut	подтвердить	vahvistaa	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
подтверждено	vahvistanut	подтвердить	vahvistaa	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
лёгкий	kevyet	лёгкий	kevyt	ADJ;NOM;MASC;SG	ADJ;NOM;PL
шведская	ruotsiksi	шведский	ruotsi	ADJ;NOM;FEM;SG	N;TRANS;SG
шведская	ruotsi	шведский	ruotsi	ADJ;NOM;FEM;SG	N;NOM;SG
шведская	ruotsin	шведский	ruotsi	ADJ;NOM;FEM;SG	N;GEN;SG
враг	vihollisia	враг	vihollinen	N;ANIM;NOM;MASC;SG	N;PRT;PL
враг	viholliset	враг	vihollinen	N;ANIM;NOM;MASC;SG	N;NOM;PL
изменилось	muutettu	измениться	muuttaa	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;NOM;SG;V.PTCP;PASS
изменилось	muuttunut	измениться	muuttua	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;NOM;SG;V.PTCP;ACT
изменилось	muutti	измениться	muuttaa	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;IND;SG;3;PST;FIN;ACT
изменилось	vaihdettu	измениться	vaihtaa	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;NOM;SG;V.PTCP;PASS
богдана	bohdan	богданин	bohta	N;ANIM;ACC;MASC;SG	N;GEN;SG
коммунистическая	kommunisti	коммунистический	kommunisti	ADJ;NOM;FEM;SG	N;NOM;SG
коммунистическая	kommunistit	коммунистический	kommunisti	ADJ;NOM;FEM;SG	N;NOM;PL
резерв	rahastot	резерв	rahasto	N;INAN;NOM;MASC;SG	N;NOM;PL
резерв	varaukset	резерв	varaus	N;INAN;NOM;MASC;SG	N;NOM;PL
резерв	varannot	резерв	varanto	N;INAN;NOM;MASC;SG	N;NOM;PL
резерв	varata	резерв	varata	N;INAN;NOM;MASC;SG	V;SG;NFIN;ACT
резерв	varaa	резерв	vara	N;INAN;NOM;MASC;SG	N;PRT;SG
репрессий	sorron	репрессия	sorto	N;INAN;GEN;FEM;PL	N;GEN;SG
прозвища	lempinimiä	прозвище	lempi#nimi	N;INAN;NOM;NEUT;PL	N;PRT;PL
поняли	ymmärretty	понять	ymmärtää	V;PFV;IND;PL;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
интересный	mielenkiintoista	интересный	mielenkiintoinen	ADJ;NOM;MASC;SG	ADJ;PRT;SG
интересный	kiinnostavaa	интересный	kiinnostava	ADJ;NOM;MASC;SG	ADJ;PRT;SG
реальные	real	реальный	real	ADJ;NOM;PL	
реальные	todellinen	реальный	todellinen	ADJ;NOM;PL	ADJ;NOM;SG
реальные	oikea	реальный	oikea	ADJ;NOM;PL	ADJ;NOM;SG
реальные	aito	реальный	aito	ADJ;NOM;PL	ADJ;NOM;SG
реальные	todellista	реальный	todellinen	ADJ;NOM;PL	ADJ;PRT;SG
теннис	tennistä	теннис	tenninen	N;INAN;NOM;MASC;SG	N;PRT;SG
сделанные	tehty	делать	tehdä	V;PFV;NOM;PL;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
сделанные	valmistettu	делать	valmistaa	V;PFV;NOM;PL;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
сделанные	made	делать	made	V;PFV;NOM;PL;PST;V.PTCP;PASS	
духовное	henkistä	духовный	henkinen	ADJ;NOM;NEUT;SG	N;PRT;SG
славу	mainetta	слава	maine	N;INAN;ACC;FEM;SG	N;PRT;SG
славу	maine	слава	maine	N;INAN;ACC;FEM;SG	N;NOM;SG
славу	kuuluisuus	слава	kuuluisuus	N;INAN;ACC;FEM;SG	N;NOM;SG
славу	kunniaa	слава	kunnia	N;INAN;ACC;FEM;SG	N;PRT;SG
славу	kunnia	слава	kunnia	N;INAN;ACC;FEM;SG	N;NOM;SG
поляна	poljana	поляна	polja	N;INAN;NOM;FEM;SG	N;FRML;SG
таиланд	thaimaahan	таиланд	thai#maa	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
таиланд	thaimaan	таиланд	thai#maa	N;INAN;NOM;MASC;SG	N;GEN;SG
таиланд	thaimaassa	таиланд	thaimaassa	N;INAN;NOM;MASC;SG	ADJ;IN+ESS;SG
финансирование	rahoitusta	финансирование	rahoitus	N;INAN;NOM;NEUT;SG	N;PRT;SG
финансирование	rahoitusta	финансирование	rahoitus	N;INAN;NOM;NEUT;SG	N;PRT;SG
младшая	nuorin	младший	nuori	ADJ;NOM;FEM;SG	ADJ;NOM;RL;SG
младшая	nuoremman	младший	nuori	ADJ;NOM;FEM;SG	ADJ;GEN;CMPR;SG
младшая	nuorempia	младший	nuori	ADJ;NOM;FEM;SG	ADJ;PRT;CMPR;PL
младшая	nuorempi	младший	nuori	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;SG
соперников	kilpailijoita	соперник	kilpailija	N;ANIM;ACC;MASC;PL	N;PRT;PL
соперников	kilpailijat	соперник	kilpailija	N;ANIM;ACC;MASC;PL	N;NOM;PL
пакистан	pakistaniin	пакистан	pakistaa	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
пакистан	pakistanin	пакистан	pakistaa	N;INAN;NOM;MASC;SG	N;GEN;SG
пакистан	pakistanissa	пакистан	pakistaa	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
робин	robinin	робин	robin	N;ANIM;NOM;MASC;SG	N;GEN;SG
робин	robyn	робин	roby	N;ANIM;NOM;MASC;SG	
библиотек	kirjastot	библиотека	kirjasto	N;INAN;GEN;FEM;PL	N;NOM;PL
угроза	uhkaa	угроза	uhata	N;INAN;NOM;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
председатели	tuoleja	председатель	tuoli	N;ANIM;NOM;MASC;PL	N;PRT;PL
мозель	mosellen	мозель	mosella	N;INAN;NOM;MASC;SG	N;AT+ALL;SG
подростков	teinit	подросток	teini	N;ANIM;GEN;MASC;PL	N;NOM;PL
подростков	teinit	подросток	teini	N;ANIM;GEN;MASC;PL	N;NOM;PL
демо	demo	демо	demo	ADV	N;NOM;SG
демо	esittely	демо	esittely	ADV	N;NOM;SG
демо	demos	демо	demos	ADV	N;NOM;SG
трагедия	traagista	трагедия	traagi	N;INAN;NOM;FEM;SG	ADJ;PRT;SG
трагедия	traaginen	трагедия	traaginen	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
заседание	istunnon	заседание	istunto	N;INAN;NOM;NEUT;SG	N;GEN;SG
заседание	istuntoa	заседание	istunto	N;INAN;NOM;NEUT;SG	N;PRT;SG
ушла	poissa	уйти	poissa	V;PFV;FEM;IND;SG;PST;FIN;ACT	ADV
луки	luca	лук	luca	N;INAN;NOM;MASC;PL	PROPN;NOM;SG
луки	luka	лук	luka	N;INAN;NOM;MASC;PL	
таиланда	thaimaahan	таиланд	thai#maa	N;INAN;GEN;MASC;SG	N;IN+ALL;SG
таиланда	thaimaa	таиланд	thaima	N;INAN;GEN;MASC;SG	N;NOM;SG
таиланда	thaimaassa	таиланд	thaimaassa	N;INAN;GEN;MASC;SG	ADJ;IN+ESS;SG
таиланда	thai	таиланд	thai	N;INAN;GEN;MASC;SG	N;NOM;SG
пройдя	ohimenevä	пройти	ohimenevä	V;PFV;PST;V.CVB;ACT	ADJ;NOM;SG
советники	neuvonantajia	советник	neuvon#antaja	N;ANIM;NOM;MASC;PL	N;PRT;PL
советники	neuvonantajien	советник	neuvon#antaja	N;ANIM;NOM;MASC;PL	N;GEN;PL
отправили	lähetetty	отправить	lähettää	V;PFV;IND;PL;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
отправили	lähetetty	отправить	lähettää	V;PFV;IND;PL;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
отправили	lähetetyt	отправить	lähettää	V;PFV;IND;PL;PST;FIN;ACT	V;NOM;PL;V.PTCP;PASS
отправили	lähetti	отправить	lähettää	V;PFV;IND;PL;PST;FIN;ACT	N;NOM;SG
аэропорты	lentoasemien	аэропорт	lento#asema	N;INAN;NOM;MASC;PL	N;GEN;PL
гитлер	hitlerin	гитлер	hitleri	N;ANIM;NOM;MASC;SG	N;GEN;SG
гитлер	hitleriä	гитлер	hitleri	N;ANIM;NOM;MASC;SG	N;PRT;SG
связанный	yhteydessä	связать	yhteys	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	N;IN+ESS;SG
оплаты	maksu	оплата	maksu	N;INAN;GEN;FEM;SG	N;NOM;SG
оплаты	maksaminen	оплата	maksaminen	N;INAN;GEN;FEM;SG	N;NOM;SG
организмов	organismit	организм	organismi	N;INAN;GEN;MASC;PL	N;NOM;PL
присоединиться	liittyä	присоединиться	liittyä	V;PFV;NFIN;MID	V;SG;NFIN;ACT
присоединиться	liity	присоединиться	liittyä	V;PFV;NFIN;MID	V;IMP;SG;2;FIN;ACT
хьюстон	houstoniin	хьюстон	housto	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
хьюстон	houstonin	хьюстон	houstoni	N;INAN;NOM;MASC;SG	N;GEN;SG
счастье	onnen	счастье	onni	N;INAN;NOM;NEUT;SG	N;GEN;SG
счастье	onnea	счастье	onni	N;INAN;NOM;NEUT;SG	N;PRT;SG
холл	halliin	холл	halli	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
холл	hall	холл	hall	N;INAN;NOM;MASC;SG	
лесных	metsän	лесной	metsä	ADJ;GEN;PL	N;GEN;SG
лесных	metsät	лесной	metsä	ADJ;GEN;PL	N;NOM;PL
лесных	metsää	лесной	metsä	ADJ;GEN;PL	N;PRT;SG
лесных	metsä	лесной	metsä	ADJ;GEN;PL	N;NOM;SG
поколений	sukupolvet	поколение	suku#polvi	N;INAN;GEN;NEUT;PL	N;NOM;PL
македония	makedonian	македония	makedonia	N;INAN;NOM;FEM;SG	N;GEN;SG
утверждено	hyväksynyt	утвердить	hyväksyä	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
утверждено	hyväksytyt	утвердить	hyväksyä	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
волос	karva	волос	karva	N;INAN;GEN;FEM;PL	N;NOM;SG
волос	hiukset	волос	hius	N;INAN;GEN;FEM;PL	N;NOM;PL
волос	tukka	волос	tukka	N;INAN;GEN;FEM;PL	N;NOM;SG
волос	hiuksia	волос	hius	N;INAN;GEN;FEM;PL	N;PRT;PL
покрытия	kansi	покрытие	kansi	N;INAN;NOM;NEUT;PL	N;NOM;SG
покрытия	kattaa	покрытие	kattaa	N;INAN;NOM;NEUT;PL	V;IND;SG;3;PRS;FIN;ACT
покрытия	kannen	покрытие	kansi	N;INAN;NOM;NEUT;PL	N;GEN;SG
покрытия	suojaa	покрытие	suoja	N;INAN;NOM;NEUT;PL	V;IMP;SG;2;FIN;ACT
ферма	maatilan	ферма	maa#tila	N;INAN;NOM;FEM;SG	N;GEN;SG
