月	maandenlang	月	maandenlang	N	ADJ
雖然	alhoewel	雖然	alhoewel	ADP	ADV
雖然	hoewel	雖然	hoewel	ADP	CONJ
特別	speciaal	特別	speciaal	ADV	ADJ
特別	bijzonder	特別	bijzonder	ADV	ADJ
特別	speciale	特別	speciaal	ADV	ADJ
特別	special	特別	special	ADV	N;MASC+FEM;SG
控制	controle	控制	controle	V	N;MASC+FEM;SG
控制	control	控制	control	V	
控制	controles	控制	controle	V	N;PL
蒙	mont	蒙	mont	PROPN	N;MASC+FEM;SG
以下	onder	以下	onder	DET	ADP
以下	hieronder	以下	hieronder	DET	N;MASC+FEM;SG
七	seven	七	seven	NUM	N;MASC+FEM;SG
仁	jin	仁	jin	PROPN	N;MASC+FEM;SG
仁	jen	仁	jen	PROPN	N;MASC+FEM;SG
編輯	bewerk	編輯	bewerk	N	V;SG;PRS;FIN
編輯	bewerken	編輯	bewerken	N	V;NFIN
編輯	bewerken	編輯	bewerken	N	V;NFIN
隆	takashi	隆	takashi	PROPN	N;MASC+FEM;SG
隆	ryu	隆	ryu	PROPN	N;MASC+FEM;SG
青	qing	青	qing	N	PROPN;MASC+FEM;SG
播出	uitzending	播出	uitzending	V	N;MASC+FEM;SG
倫	lun	倫	lun	PROPN	N;MASC+FEM;SG
宋	nummer	宋	nummer	PROPN	N;MASC+FEM;SG
宋	song	宋	song	PROPN	N;MASC+FEM;SG
宋	zang	宋	zang	PROPN	N;MASC+FEM;SG
宋	lied	宋	lied	PROPN	N;NEUT;SG
宋	liedje	宋	liedje	PROPN	N;NEUT;SG
附近	nabijgelegen	附近	nabijgelegen	N	ADV
附近	dichtbij	附近	dichtbij	N	ADJ
店	bewaren	店	bewaren	N	V;NFIN
二十	twenty	二十	twenty	NUM	N;MASC+FEM;SG
分類	classificeren	分類	classificeren	N	V;NFIN
分類	indelen	分類	indeel	N	V;NFIN
源	bron	源	bron		N;MASC+FEM;SG
八	eight	八	eight	NUM	
法國	frankrijk	法國	frankrijk	PROPN	PROPN;NEUT;SG
除	behalve	除	behalve	V	CONJ
不過	maar	不過	maar	ADV	CONJ
老	ouwe	老	oud	PART	ADJ
老	oude	老	oud	PART	ADJ
老	oud	老	oud	PART	ADJ
女子	woman	女子	woman	N	
選	kies	選	kiezen	N	V;SG;PRS;FIN
鐵	strijkijzer	鐵	strijkijzer	PROPN	N;NEUT;SG
鐵	ijzer	鐵	ijzer	PROPN	N;NEUT;SG
德國	duitsland	德國	duitsland	PROPN	PROPN;NEUT;SG
打	strijd	打	strijd	V	N;MASC+FEM;SG
打	gevecht	打	gevecht	V	N;NEUT;SG
佛	boeddha	佛	boeddha	PROPN	N;MASC+FEM;SG
佛	buddha	佛	buddha	PROPN	N;MASC+FEM;SG
少	minder	少	minder		PRO
少	minder	少	minder		PRO
個人	persoonlijke	個人	persoonlijk	N	ADJ
個人	persoonlijk	個人	persoonlijk	N	ADJ
個人	individueel	個人	individueel	N	ADJ
擁有	bezetenheid	擁有	bezetenheid	V	N;MASC+FEM;SG
擁有	eigendom	擁有	eigendom	V	N;NEUT;SG
南部	zuidelijk	南部	zuidelijk	N	ADJ
南部	zuid	南部	zuid	N	ADJ
相關	relevant	相關	relevant	V	ADJ
相關	relevante	相關	relevant	V	ADJ
相關	verwant	相關	verwant	V	ADJ
相關	verwante	相關	verwant	V	ADJ
決定	besluit	決定	besluit	V	N;NEUT;SG
決定	beslissing	決定	beslissing	V	N;MASC+FEM;SG
決定	beslissingen	決定	beslissing	V	N;PL
決定	besluiten	決定	besluit	V	N;PL
決定	beschikkingen	決定	beschikking	V	N;PL
楊	jan	楊	jan	PROPN	N;MASC+FEM;SG
楊	yang	楊	yang	PROPN	N;MASC+FEM;SG
楊	yeo	楊	yeo	PROPN	N;MASC+FEM;SG
郭	guo	郭	guo	PROPN	N;MASC+FEM;SG
影響	impact	影響	impact	V	N;MASC+FEM;SG
影響	inslag	影響	inslag	V	N;MASC+FEM;SG
影響	effect	影響	effect	V	N;NEUT;SG
影響	botsing	影響	botsing	V	N;MASC+FEM;SG
影響	inslagen	影響	inslaan	V	N;PL
影響	invloed	影響	invloed	V	N;MASC+FEM;SG
影響	beïnvloeding	影響	beïnvloeding	V	N;MASC+FEM;SG
影響	uitwerkingen	影響	uitwerking	V	N;PL
影響	effecten	影響	effect	V	N;PL
影響	gevolgen	影響	gevolg	V	N;PL
影響	invloeden	影響	invloeden	V	N;PL
許多	veel	許多	veel	NUM	PRO
許多	velen	許多	veel	NUM	PRO
許多	vele	許多	veel	NUM	PRO
第四	vierde	第四	vier	NUM	ADJ
第四	fourth	第四	fourth	NUM	
秀	soo	秀	soo	PROPN	N;MASC+FEM;SG
死	dood	死	dood	N	ADJ
死	doods	死	doods	N	ADJ
自治	autonomie	自治	autonomie	V	N;MASC+FEM;SG
自治	zelfstandigheid	自治	zelfstandigheid	V	N;MASC+FEM;SG
蘇	aanklagen	蘇	aanklaan	PROPN	V;NFIN
蘇	sue	蘇	sue	PROPN	N;MASC+FEM;SG
開	open	開	open		ADJ
開	openen	開	openen		V;NFIN
田	tian	田	tian	PROPN	N;MASC+FEM;SG
只	gewoon	只	gewoon	ADV	ADJ
結束	einde	結束	einde	V	N;NEUT;SG
結束	eind	結束	eind	V	N;NEUT;SG
巴西	brazilië	巴西	brazilië	PROPN	PROPN;NEUT;SG
共同	gemeenschappelijk	共同	gemeenschappelijk	ADV	ADJ
共同	vaak	共同	vaak	ADV	ADJ
出版	uitgeverij	出版	uitgeverij	V	N;MASC+FEM;SG
出版	uitgever	出版	uitgever	V	N;MASC+FEM;SG
出版	uitgeverij	出版	uitgeverij	V	N;MASC+FEM;SG
出版	uitgeverijen	出版	uitgeverij	V	N;PL
出版	uitgevers	出版	uitgever	V	N;PL
提名	voordrachten	提名	voordracht	V	N;PL
提名	nominaties	提名	nominatie	V	N;PL
提名	voordracht	提名	voordracht	V	N;MASC+FEM;SG
提名	nominatie	提名	nominatie	V	N;MASC+FEM;SG
保護	bescherming	保護	bescherming	V	N;MASC+FEM;SG
加上	plus	加上	plus	V	ADV
食	eten	食	eten	N	V;NFIN
獨立	zelfstandig	獨立	zelfstandig	N	ADJ
獨立	onafhankelijke	獨立	onafhankelijk	N	ADJ
獨立	onafhankelijk	獨立	onafhankelijk	N	ADJ
獨立	onafhankelijk	獨立	onafhankelijk	N	ADJ
距離	afstand	距離	afstand	ADP	N;MASC+FEM;SG
距離	afstanden	距離	afstand	ADP	N;PL
社會	sociale	社會	sociaal	N	ADJ
社會	sociaal	社會	sociaal	N	ADJ
加拿大	canada	加拿大	canada	PROPN	N;NEUT;SG
兩	two	兩	two	NUM	
哥	broeder	哥	broed	PROPN	N;MASC+FEM;SG
哥	broer	哥	broer	PROPN	N;MASC+FEM;SG
哥	broertje	哥	broer	PROPN	N;NEUT;SG
歐洲	europese	歐洲	Europees	PROPN	ADJ
歐洲	europees	歐洲	europees	PROPN	ADJ
像	zoals	像	zoals	ADP	CONJ
像	like	像	lik	ADP	
功能	functioneel	功能	functioneel	N	ADJ
功能	functionele	功能	functioneel	N	ADJ
聯盟	verbond	聯盟	verbinden	N	V;SG;PST;FIN
洪	hung	洪	hung	PROPN	N;MASC+FEM;SG
洪	gehangen	洪	hangen	PROPN	V;V.PTCP
洪	hing	洪	hangen	PROPN	V;SG;PST;FIN
洪	opgehangen	洪	ophangen	PROPN	V;V.PTCP
洪	hong	洪	hong	PROPN	N;MASC+FEM;SG
利用	gebruik	利用	gebruik	V	N;NEUT;SG
最終	uiteindelijk	最終	uiteindelijk	N	ADJ
平均	gemiddelde	平均	gemiddeld	ADV	ADJ
平均	gemiddeld	平均	gemiddeld	ADV	ADJ
平均	avg	平均	avg	ADV	N;MASC+FEM;SG
侵	geweldpleging	侵	geweldpleging	ADP	N;MASC+FEM;SG
侵	mishandeling	侵	mishandeling	ADP	N;MASC+FEM;SG
侵	aanval	侵	aanval	ADP	N;MASC+FEM;SG
雙	dubbel	雙	dubbel	NUM	ADJ
雙	dubbele	雙	dubbel	NUM	ADJ
雙	tweepersoons	雙	tweepersoons	NUM	N;MASC+FEM;SG
雙	verdubbelen	雙	verdubbelen	NUM	V;NFIN
雙	double	雙	double	NUM	N;MASC+FEM;SG
網	net	網	net	N	ADV
施	shi	施	shi	PROPN	N;MASC+FEM;SG
演員	gegoten	演員	eten	N	V;V.PTCP
亞洲	aziatische	亞洲	aziatisch	PROPN	ADJ
亞洲	aziatisch	亞洲	aziatisch	PROPN	ADJ
亞洲	azië	亞洲	azië	PROPN	PROPN;NEUT;SG
全球	globaal	全球	globaal	N	ADJ
全球	mondiale	全球	mondiaal	N	ADJ
全球	globaal	全球	globaal	N	ADJ
全球	wereldwijd	全球	wereldwijd	N	ADJ
全部	allen	全部	al	DET	PRO
全部	allemaal	全部	allemaal	DET	ADV
全部	alles	全部	alles	DET	PRO;3
運動	sporten	運動	sporten	N	V;NFIN
中共	cpc	中共	cpc	PROPN	N;MASC+FEM;SG
毛	gross	毛	gross	PROPN	N;MASC+FEM;SG
毛	bruto	毛	bruto	PROPN	N;NEUT;SG
毛	mao	毛	mao	PROPN	PROPN;MASC+FEM;SG
地球	aarde	地球	aarde	PROPN	N;MASC+FEM;SG
地球	earth	地球	earth	PROPN	N;MASC+FEM;SG
中華	zhonghua	中華	zhonghua	PROPN	N;MASC+FEM;SG
死亡	dood	死亡	dood	V	ADJ
死亡	doods	死亡	doods	V	ADJ
作曲	componeren	作曲	componeren	N	V;NFIN
作曲	samenstellen	作曲	samenstellen	N	V;NFIN
作曲	componeren	作曲	componeren	N	V;NFIN
邦	pong	邦	pong	PROPN	N;MASC+FEM;SG
紅	rode	紅	rood	N	ADJ
紅	rood	紅	rood	N	ADJ
安全	veilig	安全	veilig	N	ADJ
安全	veilige	安全	veilig	N	ADJ
安全	beveiligen	安全	beveiligen	N	V;NFIN
安全	veilig	安全	veilig	N	ADJ
安全	beveiligd	安全	beveiligen	N	V;V.PTCP
玉	jade	玉	jaad	PROPN	N;MASC+FEM;SG
豪	howe	豪	howe	PROPN	PROPN;NEUT;SG
原因	veroorzaken	原因	veroorzaken	N	V;NFIN
通過	passeren	通過	passeren	ADP	V;NFIN
通過	pass	通過	pass	ADP	N;MASC+FEM;SG
管	pipe	管	pipe		N;MASC+FEM;SG
管	pijp	管	pijp		N;MASC+FEM;SG
管	tube	管	tube		N;MASC+FEM;SG
管	buis	管	buis		N;MASC+FEM;SG
強	sterk	強	sterk	N	ADJ
強	sterke	強	sterk	N	ADJ
強	sterken	強	sterken	N	V;NFIN
選舉	verkiezing	選舉	verkiezing	V	N;MASC+FEM;SG
選舉	verkiezingen	選舉	verkiezing	V	N;PL
選舉	verkiezing	選舉	verkiezing	V	N;MASC+FEM;SG
選舉	verkiezingen	選舉	verkiezing	V	N;PL
辛	zondigen	辛	zondigen	N	V;NFIN
辛	xin	辛	xin	N	PROPN;MASC+FEM;SG
漢	han	漢	han	PROPN	N;MASC+FEM;SG
計劃	plan	計劃	plan	V	N;NEUT;SG
計劃	plannen	計劃	plan	V	N;PL
計劃	plannen	計劃	plan	V	N;PL
男性	mannelijk	男性	mannelijk	N	ADJ
男性	mannelijke	男性	mannelijk	N	ADJ
形式	form	形式	form	N	
形式	formatteren	形式	formatteren	N	V;NFIN
鄭	zheng	鄭	zhen	PROPN	N;MASC+FEM;SG
鄭	jeong	鄭	jeong	PROPN	N;MASC+FEM;SG
鄭	jung	鄭	jung	PROPN	N;MASC+FEM;SG
基本	fundamentele	基本	fundamenteel	N	ADJ
基本	basic	基本	basic	N	ADJ
蔡	tsai	蔡	tsai	PROPN	N;MASC+FEM;SG
蔡	cai	蔡	cai	PROPN	N;MASC+FEM;SG
蔡	choy	蔡	choy	PROPN	N;MASC+FEM;SG
葉	blaadje	葉	blaad	PROPN	N;NEUT;SG
葉	blad	葉	blad	PROPN	N;NEUT;SG
葉	yip	葉	yip	PROPN	N;MASC+FEM;SG
惠	megumi	惠	megumi	PROPN	N;MASC+FEM;SG
修	fix	修	fix	V	N;MASC+FEM;SG
青年	jongeren	青年	jong	N	ADJ;CMPR
流	stromen	流	stroom	N	V;NFIN
蒙古	mongoolse	蒙古	mongools	PROPN	ADJ
蒙古	mongolië	蒙古	mongolië	PROPN	PROPN;NEUT;SG
教	onderwijzen	教	onderwijzen	N	V;NFIN
教	onderwijzen	教	onderwijzen	N	V;NFIN
解放	emancipatie	解放	emancipatie	V	N;MASC+FEM;SG
解放	bevrijding	解放	bevrijding	V	N;MASC+FEM;SG
祖	joe	祖	joe	PROPN	N;MASC+FEM;SG
昌	cheong	昌	cheong	PROPN	N;MASC+FEM;SG
左	linkse	左	links	N	ADJ
左	linker	左	linker	N	ADJ
左	links	左	links	N	ADJ
戴	draag	戴	draag	N	V;SG;PRS;FIN
戴	dragen	戴	dragen	N	V;NFIN
自然	natuurlijk	自然	natuurlijk	N	ADJ
自然	natuurlijke	自然	natuurlijk	N	ADJ
台北	taipei	台北	taipei	PROPN	N;NEUT;SG
澳門	macao	澳門	macao	PROPN	N;MASC+FEM;SG
澳門	macao	澳門	macao	PROPN	N;MASC+FEM;SG
澳門	macau	澳門	macau	PROPN	N;NEUT;SG
經濟	economische	經濟	economisch	N	ADJ
經濟	economisch	經濟	economisch	N	ADJ
傑	jie	傑	jie	PROPN	N;MASC+FEM;SG
傑	jay	傑	jay	PROPN	N;MASC+FEM;SG
切	knippen	切	knip	ADV	V;NFIN
切	cut	切	cut	ADV	N;MASC+FEM;SG
切	snijden	切	snijden	ADV	V;NFIN
一起	samen	一起	samen	N	ADV
越南	vietnam	越南	vietnemen	PROPN	PROPN;NEUT;SG
越南	vietnamese	越南	vietnamees	PROPN	ADJ
越南	vietnamees	越南	vietnamee	PROPN	ADJ
越南	vietnamezen	越南	vietnamees	PROPN	N;PL
權	kwon	權	kwin	PROPN	N;MASC+FEM;SG
快速	snel	快速	snel	N	ADJ
快速	snelle	快速	snel	N	ADJ
快速	vlug	快速	vlug	N	ADJ
快速	snel	快速	snel	N	ADJ
快速	vasten	快速	vast	N	V;NFIN
快速	snelle	快速	snel	N	ADJ
學	leren	學	leren	N	V;NFIN
學	leren	學	leren	N	V;NFIN
百	hundred	百	hundred	PROPN	
百	honderd	百	honderd	PROPN	NUM
廣	wide	廣	wide	ADV	
廣	wijd	廣	wijden	ADV	ADJ
廣	breed	廣	breed	ADV	ADJ
廣	breed	廣	breed	ADV	ADJ
廣	brede	廣	breed	ADV	ADJ
相同	same	相同	same	ADJ	
億	miljard	億	miljard	PROPN	N;NEUT;SG
億	biljoen	億	biljoen	PROPN	NUM
松	dennen	松	dennen	PROPN	N;PL
松	pine	松	pine	PROPN	N;MASC+FEM;SG
發	haar	發	haar	N	PRO;ACC;3
銀	zilveren	銀	zilveren	N	V;V.PTCP
南京	nanking	南京	nanking	PROPN	N;MASC+FEM;SG
南京	nanjing	南京	nanjing	PROPN	N;MASC+FEM;SG
交流	uitwisselen	交流	uitwisselen	N	V;NFIN
標準	standaard	標準	standaard	N	ADJ
排名	rangschikking	排名	rangschikking	V	N;MASC+FEM;SG
排名	ranglijst	排名	ranglijst	V	N;MASC+FEM;SG
排名	klassement	排名	klassement	V	N;NEUT;SG
排名	klassement	排名	klassement	V	N;NEUT;SG
排名	ranglijst	排名	ranglijst	V	N;MASC+FEM;SG
排名	rangschikking	排名	rangschikking	V	N;MASC+FEM;SG
排名	rang	排名	rang	V	N;MASC+FEM;SG
表	tafel	表	tafel		N;MASC+FEM;SG
表	tafeltje	表	tafel		N;NEUT;SG
表	tabel	表	tabel		N;MASC+FEM;SG
韓國	koreaan	韓國	koreaan	PROPN	N;MASC+FEM;SG
韓國	koreaanse	韓國	koreaans	PROPN	ADJ
韓國	koreaans	韓國	koreaan	PROPN	ADJ
韓國	koreanen	韓國	koreaan	PROPN	N;PL
韓國	korea	韓國	korea	PROPN	PROPN;NEUT;SG
行動	action	行動	action	N	
行動	optreden	行動	optreden	N	V;NFIN
行動	operation	行動	operation	N	
桑	mulberry	桑	mulberry	PROPN	N;MASC+FEM;SG
立法	wetgeving	立法	wetgeving	V	N;MASC+FEM;SG
熱帶	tropisch	熱帶	tropisch	N	ADJ
熱帶	tropische	熱帶	tropisch	N	ADJ
短	kort	短	kort	PART	ADJ
短	short	短	short	PART	N;MASC+FEM;SG
短	korte	短	kort	PART	ADJ
大型	large	大型	larg	N	
大型	groot	大型	groot	N	ADJ
大型	grote	大型	groot	N	ADJ
凱	kai	凱	kai	PROPN	N;MASC+FEM;SG
凱	kay	凱	kay	PROPN	N;MASC+FEM;SG
生物	biologische	生物	biologisch	N	ADJ
生物	biologisch	生物	biologisch	N	ADJ
生物	wezen	生物	wezen	N	V;NFIN
公路	weg	公路	weg	N	ADV
空	leeg	空	leeg	N	ADJ
空	leegmaken	空	leegmaken	N	V;NFIN
空	lege	空	leeg	N	ADJ
空	ledig	空	ledig	N	ADV
雪	sneeuw	雪	sneeuw	PROPN	N;MASC+FEM;SG
火	vuren	火	vuren	N	V;NFIN
攻擊	aanslagen	攻擊	aanslaan	V	N;PL
攻擊	aanvallen	攻擊	aanval	V	N;PL
攻擊	attack	攻擊	attack	V	
攻擊	aanvallen	攻擊	aanval	V	N;PL
攻擊	aanval	攻擊	aanval	V	N;MASC+FEM;SG
攻擊	geweldpleging	攻擊	geweldpleging	V	N;MASC+FEM;SG
攻擊	mishandeling	攻擊	mishandeling	V	N;MASC+FEM;SG
攻擊	aanval	攻擊	aanval	V	N;MASC+FEM;SG
十二	twelve	十二	twelve	NUM	
新加坡	singapore	新加坡	singapore	PROPN	N;MASC+FEM;SG
琳	lynn	琳	lynn	PROPN	N;MASC+FEM;SG
西部	westelijk	西部	westelijk	N	ADJ
西部	westelijk	西部	westelijk	N	ADJ
土	vuil	土	vuil	N	ADJ
早期	early	早期	early	N	
早期	vroeg	早期	vroeg	N	ADJ
早期	vroege	早期	vroeg	N	ADJ
合併	fusie	合併	fusie	V	N;MASC+FEM;SG
合併	samenvoeging	合併	samenvoeging	V	N;MASC+FEM;SG
合併	samenvoeging	合併	samenvoeging	V	N;MASC+FEM;SG
合併	consolidatie	合併	consolidatie	V	N;MASC+FEM;SG
合併	codificatie	合併	codificatie	V	N;MASC+FEM;SG
合併	fusies	合併	fusie	V	N;PL
合併	concentraties	合併	concentratie	V	N;PL
建築	bouwen	建築	bouwen	N	V;NFIN
建築	bouwen	建築	bouwen	N	V;NFIN
道路	weg	道路	weg	N	ADV
發表	publicatie	發表	publicatie	V	N;MASC+FEM;SG
發表	uitgeverijen	發表	uitgeverij	V	N;PL
發表	uitgeverij	發表	uitgeverij	V	N;MASC+FEM;SG
低	lager	低	laag	PART	ADJ;CMPR
低	lagere	低	laag	PART	ADJ;CMPR
低	laag	低	laag	PART	ADJ
低	low	低	low	PART	N;MASC+FEM;SG
低	lage	低	laag	PART	ADJ
庫	coop	庫	coop		N;MASC+FEM;SG
轉	turn	轉	turn		N;MASC+FEM;SG
轉	draaien	轉	draaien		V;NFIN
轉	draai	轉	draai		N;MASC+FEM;SG
轉	beurt	轉	beurt		N;MASC+FEM;SG
來	van	來	van	V	ADP
來	uit	來	uit	V	ADP
來	vanaf	來	vanaf	V	ADP
每年	jaarlijks	每年	jaarlijks	DET	ADJ
天津	tianjin	天津	tianjin	PROPN	N;NEUT;SG
技術	technische	技術	technisch	N	ADJ
技術	technisch	技術	technisch	N	ADJ
畢業	afstuderen	畢業	afstuderen	V	N;PL
畢業	afstuderen	畢業	afstuderen	V	N;PL
設	set	設	set	V	N;MASC+FEM;SG
威廉	willem	威廉	willem	PROPN	N;MASC+FEM;SG
威廉	william	威廉	william	PROPN	N;MASC+FEM;SG
天主	katholicisme	天主	katholicisme	PROPN	N;NEUT;SG
天主	katholieke	天主	katholiek	PROPN	ADJ
天主	katholiek	天主	katholiek	PROPN	ADJ
富	rijk	富	rijk		ADJ
富	rijken	富	rijken		N;PL
富	rich	富	rich		N;MASC+FEM;SG
芬	fen	芬	fen	PROPN	N;MASC+FEM;SG
芬	vin	芬	vin	PROPN	N;MASC+FEM;SG
芬	fin	芬	fin	PROPN	N;MASC+FEM;SG
大	meesten	大	veel	PART	PRO
大	most	大	mosten	PART	
大	meeste	大	veel	PART	PRO
大	meest	大	veel	PART	PRO
柏	por	柏	por	PROPN	N;MASC+FEM;SG
太平	pacific	太平	pacific	PROPN	N;MASC+FEM;SG
最初	aanvankelijk	最初	aanvankelijk	N	ADJ
廣告	adverteren	廣告	adverteren	N	V;NFIN
深	diepte	深	diepte	PART	N;MASC+FEM;SG
深	diepgang	深	diepgang	PART	N;MASC+FEM;SG
深	diep	深	diep	PART	ADJ
深	diepe	深	diep	PART	ADJ
深	deep	深	deep	PART	N;MASC+FEM;SG
描述	beschrijving	描述	beschrijving	V	N;MASC+FEM;SG
描述	signalement	描述	signalement	V	N;NEUT;SG
描述	omschrijving	描述	omschrijving	V	N;MASC+FEM;SG
描述	beschrijvingen	描述	beschrijving	V	N;PL
描述	omschrijvingen	描述	omschrijving	V	N;PL
侯	hou	侯	houden	PROPN	V;SG;PRS;FIN
流行	populaire	流行	populair	V	ADJ
流行	populair	流行	populair	V	ADJ
流行	pop	流行	pop	V	N;MASC+FEM;SG
潘	pam	潘	pam	PROPN	N;MASC+FEM;SG
潘	pan	潘	pan	PROPN	N;MASC+FEM;SG
環	loop	環	lopen	N	V;SG;PRS;FIN
不	onbekende	不	onbekend	ADV;NEG	ADJ
不	onbekend	不	onbekend	ADV;NEG	ADJ
物理	lichamelijk	物理	lichamelijk	N	ADJ
物理	lichamelijke	物理	lichamelijk	N	ADJ
物理	fysieke	物理	fysiek	N	ADJ
物理	fysiek	物理	fysiek	N	ADJ
右	juist	右	juist	N	ADV
右	recht	右	recht	N	ADJ
右	rechts	右	rechts	N	ADJ
顯示	shows	顯示	show	V	N;PL
顯示	weergave	顯示	weergave	V	N;MASC+FEM;SG
顯示	weergeven	顯示	weergeven	V	N;PL
顯示	display	顯示	display	V	N;NEUT;SG
顯示	toon	顯示	toon	V	N;MASC+FEM;SG
顯示	weergeven	顯示	weergeven	V	N;PL
顯示	show	顯示	show	V	N;MASC+FEM;SG
報告	rapporteren	報告	rapporteren	N	V;NFIN
報告	rapporteren	報告	rapporteren	N	V;NFIN
秒	tweede	秒	twee	N	ADJ
第五	vijfde	第五	vijf	NUM	ADJ
導演	directeur	導演	directeur	V	N;MASC+FEM;SG
導演	director	導演	director	V	N;MASC+FEM;SG
導演	regisseur	導演	regisseur	V	N;MASC+FEM;SG
和平	peace	和平	peace	N	
西北	noordwestelijke	西北	noordwestelijk	N	ADJ
修改	wijziging	修改	wijziging	V	N;MASC+FEM;SG
修改	modificatie	修改	modificatie	V	N;MASC+FEM;SG
直	rechtdoor	直	rechtdoor		N;MASC+FEM;SG
直	straight	直	straight		N;MASC+FEM;SG
直	recht	直	recht		ADJ
生產	vervaardiging	生產	vervaardiging	V	N;MASC+FEM;SG
生產	fabricage	生產	fabricage	V	N;MASC+FEM;SG
生產	produktie	生產	produktie	V	N;MASC+FEM;SG
生產	productie	生產	productie	V	N;MASC+FEM;SG
申請	toepassingen	申請	toepassing	V	N;PL
申請	applicaties	申請	applicatie	V	N;PL
申請	aanvraag	申請	aanvraag	V	N;MASC+FEM;SG
申請	toepassing	申請	toepassing	V	N;MASC+FEM;SG
申請	applicatie	申請	applicatie	V	N;MASC+FEM;SG
單	alleenstaande	單	alleenstaande	NUM	V;V.PTCP
單	single	單	single	NUM	N;MASC+FEM;SG
單	alleenstaand	單	alleenstaand	NUM	ADJ
單	vrijgezel	單	vrijgezel	NUM	N;MASC+FEM;SG
魏	wei	魏	wei	PROPN	N;MASC+FEM;SG
巴黎	parijs	巴黎	parijs	PROPN	PROPN;NEUT;SG
宗教	religieuze	宗教	religieus	N	ADJ
宗教	religieus	宗教	religieus	N	ADJ
英格蘭	engeland	英格蘭	engeland	PROPN	PROPN;NEUT;SG
英格蘭	england	英格蘭	england	PROPN	
拜	doei	拜	doei	PROPN	INTJ
拜	dag	拜	dag	PROPN	N;MASC+FEM;SG
拜	daag	拜	daag	PROPN	V;SG;PRS;FIN
聯合	joint	聯合	joint	V	N;MASC+FEM;SG
聯合	gezamenlijke	聯合	gezamenlijk	V	ADJ
聯合	gewricht	聯合	wrichten	V	N;NEUT;SG
當地	plaatselijk	當地	plaatselijk	N	ADJ
當地	lokaal	當地	lokaal	N	ADJ
當地	lokale	當地	lokaal	N	ADJ
當地	plaatselijk	當地	plaatselijk	N	ADJ
當地	lokaal	當地	lokaal	N	ADJ
不久	snel	不久	snel	N	ADJ
不久	spoedig	不久	spoedig	N	ADJ
不久	binnenkort	不久	binnenkort	N	ADV
不久	weldra	不久	weldra	N	ADV
改革	hervormingen	改革	hervorming	V	N;PL
改革	hervorming	改革	hervorming	V	N;MASC+FEM;SG
改革	hervormingen	改革	hervorming	V	N;PL
改革	hervorming	改革	hervorming	V	N;MASC+FEM;SG
改革	hervormde	改革	hervormen	V	N;MASC+FEM;SG
改革	hervorming	改革	hervorming	V	N;MASC+FEM;SG
藝術	artistieke	藝術	artistiek	N	ADJ
藝術	artistiek	藝術	artistiek	N	ADJ
處理	afhandeling	處理	afhandeling	V	N;MASC+FEM;SG
處理	hantering	處理	hantering	V	N;MASC+FEM;SG
處理	handvat	處理	handvat	V	N;NEUT;SG
處理	verwerking	處理	verwerking	V	N;MASC+FEM;SG
寧	ning	寧	ning	PROPN	N;MASC+FEM;SG
建議	adviezen	建議	advies	V	N;PL
建議	advies	建議	advies	V	N;NEUT;SG
建議	aanbevelingen	建議	aanbeveling	V	N;PL
建議	suggesties	建議	suggestie	V	N;PL
建議	suggestie	建議	suggestie	V	N;MASC+FEM;SG
建議	aanbeveling	建議	aanbeveling	V	N;MASC+FEM;SG
建議	voorstel	建議	voorstel	V	N;NEUT;SG
全國	nationaal	全國	nationaal	N	ADJ
彭	peng	彭	peng	PROPN	N;MASC+FEM;SG
四川	sichuan	四川	sichuan	PROPN	N;MASC+FEM;SG
曹	cao	曹	CAO	PROPN	N;MASC+FEM;SG
公園	parkeren	公園	parkeren	N	V;NFIN
包	zakje	包	zak	PROPN	N;NEUT;SG
包	zak	包	zak	PROPN	N;MASC+FEM;SG
包	tas	包	tas	PROPN	N;MASC+FEM;SG
包	pakketje	包	pakket	PROPN	N;NEUT;SG
包	pakje	包	pak	PROPN	N;NEUT;SG
包	pakket	包	pakket	PROPN	N;NEUT;SG
包	arrangement	包	arrangement	PROPN	N;NEUT;SG
包	bao	包	bao	PROPN	N;MASC+FEM;SG
包	roedel	包	roedel	PROPN	N;MASC+FEM;SG
包	verpakking	包	verpakking	PROPN	N;MASC+FEM;SG
包	inpakken	包	inpakken	PROPN	V;NFIN
包	pack	包	pack	PROPN	N;MASC+FEM;SG
西南	zuidwestelijke	西南	zuidwestelijk	N	ADJ
韋	wei	韋	wei	PROPN	N;MASC+FEM;SG
孔	kong	孔	kongen	PROPN	N;MASC+FEM;SG
孔	hole	孔	hole	PROPN	N;MASC+FEM;SG
孔	gat	孔	gat	PROPN	N;NEUT;SG
孔	kuil	孔	kuil	PROPN	N;MASC+FEM;SG
麥	mak	麥	mak	PROPN	N;MASC+FEM;SG
盧	lou	盧	luulen	PROPN	N;MASC+FEM;SG
十一	eleven	十一	eleven	NUM	ADJ
研究	instituut	研究	instituut	V	N;NEUT;SG
研究	instituten	研究	instituut	V	N;PL
文學	literair	文學	literair	N	ADJ
文學	literaire	文學	literair	N	ADJ
少年	jeugdige	少年	jeugdig	N	ADJ
舊	ouwe	舊	oud	PART	ADJ
舊	oude	舊	oud	PART	ADJ
舊	oud	舊	oud	PART	ADJ
泉	izumi	泉	izumi	PROPN	N;MASC+FEM;SG
更多	more	更多	more	ADJ	
