die	на	die	на	DET;DEF	ADP;ACC
ontstaan	трапилась	ontstaan	трапитися	V;PRS	V;PFV;FEM;IND;SG;PST;FIN
europa	європу	europa	європа		PROPN;INAN;ACC;FEM;SG
europa	європа	europa	європа		PROPN;INAN;NOM;FEM;SG
europa	європі	europa	європа		PROPN;INAN;DAT;FEM;SG
stadion	стадіон	stadion	стадіон		N;INAN;NOM;MASC;SG
stadion	стедіум	stadion	стедія		N;INAN;NOM;MASC;SG
belangrike	важливо	belangrik	важливо	ADJ;NOM	ADV
gedurende	підчас	gedurende	підчи	ADP	
neem	візьму	neem	узяти	V;PRS	V;PFV;IND;SG;1;FUT;FIN
vertaal	переклад	vertaal	переклад	V;PRS	N;INAN;NOM;MASC;SG
tans	сьогодення	tans	сьогодення	ADV	N;INAN;NOM;NEUT;SG
tans	подарунок	tans	подарунок	ADV	N;INAN;NOM;MASC;SG
tans	теперішній	tans	теперішній	ADV	ADJ;DAT;FEM;SG
tans	присутні	tans	присутній	ADV	ADJ;NOM;PL
tans	присутня	tans	присутня	ADV	ADJ;NOM;FEM;SG
kort	short	kort	short		
kort	короткий	kort	короткий		ADJ;NOM;MASC;SG
kort	коротка	kort	короткий		ADJ;NOM;FEM;SG
kort	скорочено	kort	скорочити		V;PFV;IND;0;FIN
kort	коротке	kort	короткий		ADJ;NOM;NEUT;SG
kort	короткі	kort	короткий		ADJ;NOM;PL
self	власна	self	власний	PRO;SG;3;REFL	ADJ;NOM;FEM;SG
self	власний	self	власний	PRO;SG;3;REFL	ADJ;NOM;MASC;SG
mens	людина	mens	людина		N;ANIM;NOM;FEM;SG
mens	людський	mens	людський		ADJ;NOM;MASC;SG
binne	inside	binne	inside	ADP	
binne	всередині	binne	всередині	ADP	
swart	чорні	swart	чорний		ADJ;NOM;PL
swart	чорне	swart	чорний		ADJ;NOM;NEUT;SG
swart	чорна	swart	чорний		ADJ;NOM;FEM;SG
swart	чорний	swart	чорний		ADJ;NOM;MASC;SG
moontlik	можливе	moontlik	можливий	ADV	ADJ;NOM;NEUT;SG
moontlik	можлива	moontlik	можливий	ADV	ADJ;NOM;FEM;SG
selfs	навіть	selfs	навіть	ADV	PART
selfs	даже	selfs	даже	ADV	
enige	якісь	enig	якийсь	PRO	DET;NOM;PL
per	пер	per	пер	ADP	
vroeë	рано	vroeg	рано	ADJ;NOM	ADV
familie	сімейний	familie	сімейний	N;SG	ADJ;NOM;MASC;SG
familie	сімейні	familie	сімейний	N;SG	ADJ;NOM;PL
mag	травнева	mag	травневий	V;PRS	ADJ;NOM;FEM;SG
mag	травня	mag	травень	V;PRS	N;INAN;GEN;MASC;SG
mag	травневі	mag	травневий	V;PRS	ADJ;NOM;PL
mag	травні	mag	травень	V;PRS	ADV
mag	травень	mag	травень	V;PRS	N;INAN;NOM;MASC;SG
geneem	taken	neem	taken	V;PST;V.PTCP	
hoe	як	hoe	як	PRO	CONJ
volg	доріжки	volg	доріжка	V;PRS	N;INAN;NOM;FEM;PL
volg	трек	volg	трек	V;PRS	N;INAN;NOM;MASC;SG
volg	композицію	volg	композиція	V;PRS	N;INAN;ACC;FEM;SG
volg	доріжка	volg	доріжка	V;PRS	N;INAN;NOM;FEM;SG
volg	композиція	volg	композиція	V;PRS	N;INAN;NOM;FEM;SG
volg	такі	volg	такий	V;PRS	DET;NOM;PL
soms	інколи	soms	інколи	PART	ADV
soms	деколи	soms	деколи	PART	ADV
soms	іноді	soms	іноді	PART	ADV
engeland	англія	engeland	англія		PROPN;INAN;NOM;FEM;SG
johannes	йоганнес	johannes	йоганнес		PROPN;ANIM;NOM;MASC;SG
johannes	джон	johannes	джон		PROPN;ANIM;NOM;MASC;SG
johannes	іоанн	johannes	іоанно		PROPN;ANIM;NOM;MASC;SG
johannes	іван	johannes	іван		PROPN;ANIM;NOM;MASC;SG
ontwerp	проектування	ontwerp	проектування	V;PRS	N;INAN;NOM;NEUT;SG
ontwerp	дизайн	ontwerp	дизайн	V;PRS	N;INAN;NOM;MASC;SG
ontwerp	розробка	ontwerp	розробка	V;PRS	N;INAN;NOM;FEM;SG
aarde	earth	aarde	earth	N;SG	
aarde	землі	aarde	земля	N;SG	N;INAN;NOM;FEM;PL
kry	get	kry	get	V;PRS	
paar	кілька	paar	кілька		DET;NOM
paar	небагато	paar	небагато		ADV
rol	ролі	rol	роль	N;SG	N;INAN;NOM;FEM;PL
rol	рол	rol	рол	N;SG	
rol	roll	rol	roll	N;SG	
rol	кинути	rol	кинути	N;SG	V;PFV;NFIN
gebiede	області	gebied	область	N;PL	N;INAN;GEN;FEM;SG
derde	третє	derde	третєпа	ADJ;NOM	NUM;NOM;NEUT
john	джон	john	джон		PROPN;ANIM;NOM;MASC;SG
john	іоанн	john	іоанно		PROPN;ANIM;NOM;MASC;SG
john	іван	john	іван		PROPN;ANIM;NOM;MASC;SG
moderne	сучасні	modern	сучасний	N;SG	ADJ;NOM;PL
moderne	сучасно	modern	сучасно	N;SG	ADV
moderne	сучасний	modern	сучасний	N;SG	ADJ;NOM;MASC;SG
moderne	сучасне	modern	сучасне	N;SG	ADJ;NOM;NEUT;SG
groter	точніше	groot	точніше	V;PRS	ADV;CMPR
groter	більший	groot	більший	V;PRS	ADJ;NOM;CMPR;MASC;SG
groter	більше	groot	більше	V;PRS	ADV;CMPR
president	президенти	president	президент	N;SG	N;ANIM;NOM;MASC;PL
koninkryk	kingdom	koninkryk	kingdom	N;SG	
tale	мов	taal	мов	N;PL	CONJ
ontvang	отримані	ontvang	отриманий	V;PRS	ADJ;PFV;NOM;PL;V.PTCP;PASS
ontvang	отриманий	ontvang	отриманий	V;PRS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
ontvang	отримали	ontvang	отримати	V;PRS	V;PFV;IND;PL;PST;FIN
ontvang	отримала	ontvang	отримати	V;PRS	V;PFV;FEM;IND;SG;PST;FIN
ontvang	отримання	ontvang	отримання	V;PRS	N;INAN;NOM;NEUT;SG
bly	блай	bly	блай	V;PRS	PROPN;ANIM;NOM;MASC;SG
bly	радий	bly	радий	V;PRS	ADJ;NOM;MASC;SG
bly	раді	bly	радий	V;PRS	N;ANIM;NOM;MASC;PL
bly	залишитися	bly	залишитися	V;PRS	V;PFV;NFIN
bly	залишатися	bly	залишатися	V;PRS	V;IPFV;NFIN
bly	stay	bly	stay	V;PRS	
amerika	америка	amerika	америка	N;SG	PROPN;INAN;NOM;FEM;SG
ekonomiese	корупцію	ekonomies	корупція	ADJ;NOM	N;INAN;ACC;FEM;SG
aanvaar	прийняті	aanvaar	прийнятий	V;PRS	ADJ;PFV;NOM;PL;V.PTCP;PASS
aanvaar	прийняли	aanvaar	прийняти	V;PRS	V;PFV;IND;PL;PST;FIN
aanvaar	прийнятий	aanvaar	прийнятий	V;PRS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
geskryf	записані	skryf	записаний	V;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
hele	цілу	heel	цілий	ADJ;NOM	ADJ;ACC;FEM;SG
skrywer	writer	skrywer	writer	N;SG	
see	сенека	see	сенек		N;ANIM;NOM;MASC;SG
see	море	see	море		N;INAN;NOM;NEUT;SG
verander	зміни	verander	зміна	V;PRS	N;INAN;NOM;FEM;PL
verander	зміна	verander	зміна	V;PRS	N;INAN;NOM;FEM;SG
verander	зміна	verander	зміна	V;PRS	N;INAN;NOM;FEM;SG
verander	change	verander	change	V;PRS	
bereik	охоплення	bereik	охоплення	V;PRS	N;INAN;NOM;NEUT;SG
bereik	досягли	bereik	досягти	V;PRS	V;PFV;IND;PL;PST;FIN
bereik	досягнув	bereik	досягнути	V;PRS	V;PFV;MASC;IND;SG;PST;FIN
bereik	досягла	bereik	досягти	V;PRS	V;PFV;FEM;IND;SG;PST;FIN
russiese	російською	russies	російський	ADJ;NOM	ADJ;INS;FEM;SG
russiese	російську	russies	російський	ADJ;NOM	ADJ;ACC;FEM;SG
weg	відійшов	weg	відійти		V;PFV;MASC;IND;SG;PST;FIN
weg	відсутність	weg	відсутність		N;INAN;NOM;FEM;SG
weg	away	weg	away		
weg	геть	weg	геть		ADV
beteken	засоби	beteken	засіб	V;PRS	N;INAN;NOM;MASC;PL
beteken	середнє	beteken	середній	V;PRS	ADJ;NOM;NEUT;SG
man	man	man	man	N;SG	
huis	домашній	huis	домашній	N;SG	ADJ;NOM;MASC;SG
huis	додому	huis	додому	N;SG	ADV
huis	хати	huis	хата	N;SG	N;INAN;NOM;FEM;PL
besoek	враження	besoek	враження	V;PRS	N;INAN;NOM;NEUT;SG
besoek	відвідання	besoek	відвідання	V;PRS	N;INAN;NOM;NEUT;SG
besoek	візит	besoek	візит	V;PRS	N;INAN;NOM;MASC;SG
besoek	відвідування	besoek	відвідування	V;PRS	N;INAN;NOM;NEUT;SG
besoek	відвідала	besoek	відвідати	V;PRS	V;PFV;FEM;IND;SG;PST;FIN
besoek	відвідали	besoek	відвідати	V;PRS	V;PFV;IND;PL;PST;FIN
besoek	відвідав	besoek	відвідати	V;PRS	V;PFV;MASC;IND;SG;PST;FIN
besoek	відвідував	besoek	відвідувати	V;PRS	V;IPFV;MASC;IND;SG;PST;FIN
drieë	троє	drieë	троє		NUM;NOM
beste	кращий	goed	кращий		ADJ;NOM;CMPR;MASC;SG
beste	найкраща	goed	найкращий		ADJ;NOM;RL;FEM;SG
beste	найкращий	goed	найкращий		ADJ;NOM;CMPR;MASC;SG
beste	найкраще	goed	найкраще		ADV;RL
beste	найкращі	goed	найкращий		ADJ;NOM;RL;PL
rusland	росії	rusland	росія		PROPN;INAN;GEN;FEM;SG
rusland	росію	rusland	росіти		PROPN;INAN;ACC;FEM;SG
rusland	росія	rusland	росія		PROPN;INAN;NOM;FEM;SG
rooi	червоні	rooi	червоний		ADJ;NOM;PL
rooi	червона	rooi	червоний		ADJ;NOM;FEM;SG
rooi	ред	rooi	ред.		
rooi	червоний	rooi	червоний		ADJ;NOM;MASC;SG
rooi	червоне	rooi	червоний		ADJ;NOM;NEUT;SG
rooi	червоні	rooi	червоний		ADJ;NOM;PL
skryf	burn	skryf	burn	V;PRS	
wie	who	wie	who	PRO	
gekry	знайдені	kry	знайдений	V;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
hoë	високий	hoog	високий		ADJ;NOM;MASC;SG
hoë	висока	hoog	високий		ADJ;NOM;FEM;SG
hoë	значне	hoog	значний		ADJ;NOM;NEUT;SG
hoë	високе	hoog	високий		ADJ;NOM;NEUT;SG
hoë	високі	hoog	високий		ADJ;NOM;PL
sterk	сильним	sterk	сильний		ADJ;INS;NEUT;SG
sterk	сильні	sterk	сильний		ADJ;NOM;PL
sterk	сильною	sterk	сильний		ADJ;INS;FEM;SG
sterk	сильний	sterk	сильний		ADJ;NOM;MASC;SG
sterk	сильна	sterk	сильний		ADJ;NOM;FEM;SG
africa	африка	africa	африка		PROPN;INAN;NOM;FEM;SG
londen	лондонський	londen	лондонський		ADJ;NOM;MASC;SG
londen	london	londen	london		
londen	лондон	londen	лондон		PROPN;INAN;NOM;MASC;SG
reeks	серії	reeks	серія	N;SG	N;INAN;NOM;FEM;PL
reeks	ряди	reeks	ряд	N;SG	N;INAN;NOM;MASC;PL
belangrikste	основний	belangrik	основний		ADJ;NOM;MASC;SG
belangrikste	основне	belangrik	основний		ADJ;NOM;NEUT;SG
belangrikste	основна	belangrik	основний		ADJ;NOM;FEM;SG
speel	програвання	speel	програвання	V;PRS	N;INAN;NOM;NEUT;SG
speel	відтворення	speel	відтворення	V;PRS	N;INAN;NOM;NEUT;SG
speel	програвання	speel	програвання	V;PRS	N;INAN;NOM;NEUT;SG
speel	відтворення	speel	відтворення	V;PRS	N;INAN;NOM;NEUT;SG
wel	well	wel	well	ADV	
wel	ну	wel	ну	ADV	PART
bou	збирання	bou	збирання	V;PRS	N;INAN;NOM;NEUT;SG
wil	вимагаємо	wil	вимагати	V;PRS	V;IPFV;IND;PL;1;PRS;FIN
wil	хочу	wil	хотіти	V;PRS	V;IPFV;IND;SG;1;PRS;FIN
wil	хочеш	wil	хотіти	V;PRS	V;IPFV;IND;SG;2;PRS;FIN
minder	менше	min	менше		ADV;CMPR
gelei	led	lei	led	V;PST;V.PTCP	
gelei	лампочка	lei	лампочка	V;PST;V.PTCP	N;INAN;NOM;FEM;SG
stigting	засновники	stigting	засновник	N;SG	N;ANIM;NOM;MASC;PL
gegee	вказаний	gee	вказаний	V;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
gegee	даного	gee	даний	V;PST;V.PTCP	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS
streek	районної	streek	районний	N;SG	ADJ;GEN;FEM;SG
streek	обласний	streek	обласний	N;SG	ADJ;NOM;MASC;SG
streek	регіональні	streek	регіональний	N;SG	ADJ;NOM;PL
streek	регіональний	streek	регіональний	N;SG	ADJ;NOM;MASC;SG
gesien	бачили	gesien	бачити		V;IPFV;IND;PL;PST;FIN
gesien	бачив	gesien	бачити		V;IPFV;MASC;IND;SG;PST;FIN
mees	більшість	baie	більшість	ADV;RL	N;INAN;NOM;FEM;SG
jan	ян	jan	ян		PROPN;ANIM;NOM;MASC;SG
spesies	виді	spesie	вид	N;PL	N;INAN;DAT;MASC;SG
spesies	вид	spesie	вид	N;PL	N;INAN;NOM;MASC;SG
png	png	png	png	V;PRS	
verklaar	заявила	verklaar	заявити	V;PRS	V;PFV;FEM;IND;SG;PST;FIN
verklaar	оголосив	verklaar	оголосити	V;PRS	V;PFV;MASC;IND;SG;PST;FIN
verklaar	оголошені	verklaar	оголошений	V;PRS	ADJ;PFV;NOM;PL;V.PTCP;PASS
gedoen	готово	doen	готово	V;PST;V.PTCP	ADV
gedoen	done	doen	done	V;PST;V.PTCP	
george	георгій	georg	георгій		N;ANIM;NOM;MASC;SG
george	георгія	georg	георгія		N;ANIM;NOM;FEM;SG
george	джордж	georg	джордж		PROPN;ANIM;NOM;MASC;SG
george	георг	georg	георг		PROPN;ANIM;NOM;MASC;SG
iii	ііі	iii	ііі		
iii	iii	iii	iii		
meter	метр	meter	метр		
meter	метрах	meter	метр		N;INAN;ESS;MASC;PL
meter	метрів	meter	метр		N;INAN;GEN;MASC;PL
meter	метри	meter	метр		N;INAN;NOM;MASC;PL
meter	метрів	meter	метр		N;INAN;GEN;MASC;PL
meter	метри	meter	метр		N;INAN;NOM;MASC;PL
persent	відсотки	persent	відсоток	ADP	N;INAN;NOM;MASC;PL
persent	відсотків	persent	відсоток	ADP	N;INAN;GEN;MASC;PL
persent	відсоток	persent	відсоток	ADP	N;INAN;NOM;MASC;SG
historiese	історичної	histories	історичний	ADJ;NOM	ADJ;GEN;FEM;SG
nederland	нідерланди	nederland	нідерланда		PROPN;INAN;NOM
nederland	нідерландах	nederland	нідерланда		N;INAN;ESS
nederland	нідерландів	nederland	нідерландіти		PROPN;INAN;GEN
frans	френч	frans	френч		
frans	французька	frans	французький		ADJ;NOM;FEM;SG
frans	французькою	frans	французький		ADJ;INS;FEM;SG
frans	французький	frans	французький		ADJ;NOM;MASC;SG
distrik	нохія	distrik	нохій	N;SG	PROPN;INAN;NOM;FEM;SG
gewen	вон	wen	вона	V;PST;V.PTCP	
god	божі	god	божий	N;SG	ADJ;NOM;PL
god	боже	god	бог	N;SG	
god	богу	god	бог	N;SG	
japan	японія	japan	японія	PROPN;SG	PROPN;INAN;NOM;FEM;SG
japan	японію	japan	японія	PROPN;SG	PROPN;INAN;ACC;FEM;SG
japan	японії	japan	японія	PROPN;SG	PROPN;INAN;GEN;FEM;SG
pad	дорожні	pad	дорожній	N;SG	ADJ;NOM;PL
oorlede	помер	oorlede	померти		V;PFV;MASC;IND;SG;PST;FIN
oorlede	померла	oorlede	померти		V;PFV;FEM;IND;SG;PST;FIN
inligting	відомості	inligting	відомість	N;SG	N;INAN;NOM;FEM;PL
paul	пол	paul	поле		
paul	пауль	paul	пауль		PROPN;ANIM;NOM;MASC;SG
paul	павло	paul	павий		PROPN;ANIM;NOM;MASC;SG
veroorsaak	призвела	veroorsaak	призвести	V;PRS	V;PFV;FEM;IND;SG;PST;FIN
veroorsaak	викликала	veroorsaak	викликати	V;PRS	V;PFV;FEM;IND;SG;PST;FIN
veroorsaak	завдали	veroorsaak	завдати	V;PRS	V;PFV;IND;PL;PST;FIN
veroorsaak	причина	veroorsaak	причина	V;PRS	N;INAN;NOM;FEM;SG
veroorsaak	причиною	veroorsaak	причина	V;PRS	N;INAN;INS;FEM;SG
oorspronklike	оригінал	oorspronklik	оригінал	ADJ;NOM	N;INAN;NOM;MASC;SG
keiser	імператор	keiser	імператор		N;ANIM;NOM;MASC;SG
boek	книжечки	boek	книжечка	N;SG	N;INAN;NOM;FEM;PL
boek	книги	boek	книга	N;SG	N;INAN;NOM;FEM;PL
opgerig	проведена	opgerig	проведений	V;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
sowel	обоє	sowel	обоє	CONJ	NUM;NOM
sowel	обидва	sowel	обидва	CONJ	NUM;NOM;MASC
sowel	обох	sowel	обидва	CONJ	NUM;ACC
sowel	обидві	sowel	обидва	CONJ	NUM;NOM;FEM
sowel	обом	sowel	обоє	CONJ	
sowel	добре	sowel	добре	CONJ	ADV
sowel	well	sowel	well	CONJ	
sowel	ну	sowel	ну	CONJ	PART
sowel	імхо	sowel	імхо	CONJ	ADV
goed	хороші	goed	хороший		ADJ;NOM;PL
goed	гарні	goed	гарний		ADJ;NOM;PL
goed	добрий	goed	добрий		ADJ;NOM;MASC;SG
goed	добре	goed	добре		ADV
goed	добре	goed	добре		ADV
goed	well	goed	well		
goed	ну	goed	ну		PART
goed	імхо	goed	імхо		ADV
wet	діяти	wet	діяти	N;SG	V;IPFV;NFIN
beide	обоє	beide	обоє		NUM;NOM
beide	обидва	beide	обидва		NUM;NOM;MASC
beide	обох	beide	обидва		NUM;ACC
beide	обидві	beide	обидва		NUM;NOM;FEM
beide	обом	beide	обоє		
goeie	хороші	goed	хороший		ADJ;NOM;PL
goeie	гарні	goed	гарний		ADJ;NOM;PL
goeie	добрий	goed	добрий		ADJ;NOM;MASC;SG
goeie	добре	goed	добре		ADV
val	крапля	val	крапль	V;PRS	N;INAN;NOM;FEM;SG
val	осінь	val	осінь	V;PRS	N;INAN;NOM;FEM;SG
val	fall	val	fall	V;PRS	
val	падіння	val	падіння	V;PRS	N;INAN;NOM;NEUT;SG
vsa	сша	vsa	сШа		PROPN;INAN;GEN
vsa	usa	vsa	usa		
hendrik	гендрік	hendrik	гендрік		N;ANIM;NOM;MASC;SG
beheer	контроль	beheer	контроль	V;PRS	N;INAN;NOM;MASC;SG
beheer	контрольна	beheer	контрольний	V;PRS	ADJ;NOM;FEM;SG
beheer	керування	beheer	керування	V;PRS	N;INAN;NOM;NEUT;SG
http	http	http	http		
terug	back	terug	back	ADP	
terug	назад	terug	назад	ADP	ADV
terug	ззаду	terug	ззаду	ADP	ADV
terug	повернулася	terug	повернутися	ADP	V;PFV;FEM;IND;SG;PST;FIN
terug	спина	terug	спина	ADP	N;INAN;NOM;FEM;SG
min	мін	min	мін.	DET	
min	хв	min	хв	DET	
predikant	священики	predikant	священик	N;SG	N;ANIM;NOM;MASC;PL
gevind	знайдені	vind	знайдений	V;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
verkies	перевага	verkies	перевага	V;PRS	N;INAN;NOM;FEM;SG
verkies	послугу	verkies	послуга	V;PRS	N;INAN;ACC;FEM;SG
verkies	послуга	verkies	послуга	V;PRS	N;INAN;NOM;FEM;SG
verkies	ласку	verkies	ласка	V;PRS	N;INAN;ACC;FEM;SG
park	парк	park	парк		N;INAN;NOM;MASC;SG
grens	рамки	grens	рамка	N;SG	N;INAN;NOM;FEM;PL
oudste	найстаріших	oudste	найстаріший		ADJ;GEN;RL;PL
sekere	певних	seker	певний	PRO	ADJ;GEN;PL
sekere	певні	seker	певний	PRO	ADJ;NOM;PL
sekere	конкретний	seker	конкретний	PRO	ADJ;NOM;MASC;SG
sekere	певна	seker	певний	PRO	ADJ;NOM;FEM;SG
data	дані	data	дані	N;SG	N;INAN;PFV;NOM;PASS
data	data	data	data	N;SG	
jong	янг	jonk	янг		
jong	молода	jonk	молодий		ADJ;NOM;FEM;SG
jong	молоді	jonk	молодий		ADJ;NOM;PL
jong	молодою	jonk	молодий		ADJ;INS;FEM;SG
jong	молодий	jonk	молодий		ADJ;NOM;MASC;SG
jong	молодим	jonk	молодий		ADJ;INS;NEUT;SG
noorde	північна	noord	північний		ADJ;NOM;FEM;SG
noorde	норт	noord	норт		PROPN;INAN;NOM;MASC;SG
noorde	північний	noord	північний		ADJ;NOM;MASC;SG
noorde	північ	noord	північ		N;INAN;NOM;FEM;SG
uiteindelik	нарешті	uiteindelik	нарешті		ADV
buite	ззовні	buite	ззовні	ADP	ADV
buite	надворі	buite	надворі	ADP	ADV
buite	поза	buite	поза	ADP	
buite	зовні	buite	зовний	ADP	ADV
buite	надворі	buite	надворі	ADP	ADV
invloed	перебіг	invloed	перебігти	V;PRS	N;INAN;NOM;MASC;SG
invloed	вплив	invloed	вплив	V;PRS	N;INAN;NOM;MASC;SG
ouderdom	віці	ouderdom	вік	N;SG	ADV
diens	служби	diens	служба	N;SG	N;INAN;NOM;FEM;PL
diens	service	diens	service	N;SG	
blou	blue	blou	blue		
blou	блакитні	blou	блакитний		ADJ;NOM;PL
blou	блакитний	blou	блакитний		ADJ;NOM;MASC;SG
blou	блакитна	blou	блакитний		ADJ;NOM;FEM;SG
