kategória	kategória	kategória	kategória	N;NOM;FEM;SG	
vlády	kormány	vláda	kormány	N;NOM;FEM;PL	N;NOM;SG
vlády	kormányzat	vláda	kormányzat	N;NOM;FEM;PL	N;NOM;SG
môžu	tud	môcť	tud	V;IPFV;IND;PL;3;POS;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
môžu	can	môcť	can	V;IPFV;IND;PL;3;POS;PRS;FIN	
môžu	lehet	môcť	lesz	V;IPFV;IND;PL;3;POS;PRS;FIN	V;INDF;POT;SG;3;PRS;FIN;ACT
miest	helyszínek	mesto	helyszín	N;GEN;NEUT;PL	N;NOM;PL
miest	helyek	mesto	hely	N;GEN;NEUT;PL	N;NOM;PL
zároveň	egyszerre	zároveň	egyszer	ADV	
zároveň	egyidejűleg	zároveň	egyidejű	ADV	ADJ;FRML;SG
mieste	helyén	miesto	hely	N;NOM;NEUT;SG	N;ON+ESS;SG
kráľa	kinga	kráľ	kinga	N;ANIM;ACC;MASC;SG	
tam	tam	tam	tam	ADV	
oblasť	régiók	oblasť	régió	N;NOM;FEM;SG	N;NOM;PL
takmer	majdnem	takmer	majdnem	PART	
takmer	majdnem	takmer	majdnem	PART	
štadión	stadionban	štadión	stadion	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
muži	férfi	muž	férfi	N;ANIM;NOM;MASC;PL	N;NOM;SG
októbra	októberi	október	októberi	N;INAN;GEN;MASC;SG	ADJ;NOM;SG
októbra	októberben	október	október	N;INAN;GEN;MASC;SG	N;IN+ESS;SG
októbra	október	október	október	N;INAN;GEN;MASC;SG	N;NOM;SG
život	life	život	life	N;INAN;NOM;MASC;SG	
mája	may	máj	may	N;INAN;GEN;MASC;SG	
mája	május	máj	május	N;INAN;GEN;MASC;SG	N;NOM;SG
mája	májusi	máj	májusi	N;INAN;GEN;MASC;SG	ADJ;NOM;SG
mája	májusban	máj	május	N;INAN;GEN;MASC;SG	N;IN+ESS;SG
dňa	nap	deň	nap	N;INAN;GEN;MASC;SG	N;NOM;SG
dňa	napon	deň	nap	N;INAN;GEN;MASC;SG	N;ON+ESS;SG
dňa	nappal	deň	nap	N;INAN;GEN;MASC;SG	N;INS;SG
dňa	napot	deň	nap	N;INAN;GEN;MASC;SG	N;ACC;SG
národné	national	národný	national	ADJ;NOM;NEUT;SG	
jozef	jozef	jozef	jozef	PROPN;ANIM;NOM;MASC;SG	
jozef	joseph	jozef	joseph	PROPN;ANIM;NOM;MASC;SG	
jozef	józsef	jozef	józsef	PROPN;ANIM;NOM;MASC;SG	
center	középre	center	közép	N;INAN;NOM;MASC;SG	N;ON+ALL;SG
center	center	center	center	N;INAN;NOM;MASC;SG	
marca	március	marec	március	N;INAN;GEN;MASC;SG	N;NOM;SG
marca	márciusi	marec	márciusi	N;INAN;GEN;MASC;SG	ADJ;NOM;SG
dĺžka	hossz	dĺžka	hossz	N;NOM;FEM;SG	
augusta	augusztusban	augusta	augusztus	N;INAN;GEN;MASC;SG	N;IN+ESS;SG
augusta	august	augusta	augus	N;INAN;GEN;MASC;SG	
augusta	augusztus	augusta	augusztus	N;INAN;GEN;MASC;SG	N;NOM;SG
augusta	augusta	augusta	augusta	N;INAN;GEN;MASC;SG	
veľké	nagyok	veľký	nagy	ADJ;NOM;NEUT;SG	N;NOM;PL
veľké	nagyok	veľký	nagy	ADJ;NOM;NEUT;SG	N;NOM;PL
veľké	veľké	veľký	vee	ADJ;NOM;NEUT;SG	
školy	iskolákban	škola	iskola	N;NOM;FEM;PL	N;IN+ESS;PL
školy	iskola	škola	iskola	N;NOM;FEM;PL	N;NOM;SG
školy	iskolában	škola	iskolában	N;NOM;FEM;PL	N;IN+ESS;SG
školy	iskola	škola	iskola	N;NOM;FEM;PL	N;NOM;SG
školy	suli	škola	suli	N;NOM;FEM;PL	
nový	újdonság	nový	újdonság	ADJ;ANIM;NOM;MASC;SG	N;NOM;SG
nový	nový	nový	nový	ADJ;ANIM;NOM;MASC;SG	PROPN;NOM;SG
anderson	anderson	anderson	anders	PROPN;ANIM;NOM;MASC;SG	
správa	jelentést	správa	jelentés	N;NOM;FEM;SG	N;ACC;SG
správa	beszámoló	správa	beszámoló	N;NOM;FEM;SG	ADJ;NOM;SG
správa	üzenetet	správa	üzenet	N;NOM;FEM;SG	N;ACC;SG
štát	országban	štát	ország	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
štát	állami	štát	állami	N;INAN;NOM;MASC;SG	
pomocou	használata	pomoc	használat	N;INS;FEM;SG	N;NOM;SG
pomocou	felhasználva	pomoc	felhasználva	N;INS;FEM;SG	ADV;V.CVB
júna	júniusi	jún	júniusi	N;INAN;GEN;MASC;SG	ADJ;NOM;SG
júna	june	jún	june	N;INAN;GEN;MASC;SG	
júna	június	jún	június	N;INAN;GEN;MASC;SG	N;NOM;SG
júna	júniusban	jún	június	N;INAN;GEN;MASC;SG	N;IN+ESS;SG
kitt	kitt	kitt	kitt	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
cesta	utat	cesta	út	N;NOM;FEM;SG	N;ACC;SG
cesta	útvonalon	cesta	útvonal	N;NOM;FEM;SG	N;ON+ESS;SG
cesta	uton	cesta	ut	N;NOM;FEM;SG	
apríla	april	apríl	ap	N;INAN;GEN;MASC;SG	
apríla	április	apríl	április	N;INAN;GEN;MASC;SG	N;NOM;SG
apríla	áprilisi	apríl	áprilisi	N;INAN;GEN;MASC;SG	ADJ;NOM;SG
apríla	áprilisban	apríl	április	N;INAN;GEN;MASC;SG	N;IN+ESS;SG
krajiny	ország	krajina	ország	N;NOM;FEM;PL	N;NOM;SG
krajiny	országban	krajina	ország	N;NOM;FEM;PL	N;IN+ESS;SG
krajiny	táj	krajina	táj	N;NOM;FEM;PL	N;NOM;SG
krajiny	országokban	krajina	ország	N;NOM;FEM;PL	N;IN+ESS;PL
ceny	díjakat	cena	díj	N;NOM;FEM;PL	N;ACC;PL
ceny	nyeremény	cena	nyeremény	N;NOM;FEM;PL	N;NOM;SG
politik	politikusok	politik	politikus	N;ANIM;NOM;MASC;SG	N;NOM;PL
pyrénées	pyrénées	pyrénés	pyrénées		
mesa	mesa	mes	mesa	PROPN;ANIM;NOM;MASC;SG	
košice	košice	košica	kolice	N;NOM;FEM;PL	
rôznych	többféle	rôzny	többfél	ADJ;GEN;MASC;PL	
rôznych	különféle	rôzny	különféle	ADJ;GEN;MASC;PL	
rôznych	különböző	rôzny	különböző	ADJ;GEN;MASC;PL	
spojené	united	spojený	united	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	
spojené	egyesült	spojený	egyesül	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
júla	júliusban	júla	július	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
júla	júliusi	júla	júliusi	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
prípade	case	prípad	case	N;INAN;NOM;MASC;SG	
novembra	november	november	november	N;INAN;GEN;MASC;SG	N;NOM;SG
novembra	novemberi	november	novemberi	N;INAN;GEN;MASC;SG	ADJ;NOM;SG
novembra	novemberben	november	november	N;INAN;GEN;MASC;SG	N;IN+ESS;SG
víťaz	győztes	víťaz	győztes	N;ANIM;NOM;MASC;SG	
víťaz	nyertes	víťaz	nyertes	N;ANIM;NOM;MASC;SG	
decembra	december	december	december	N;INAN;GEN;MASC;SG	N;NOM;SG
decembra	decemberi	december	decemberi	N;INAN;GEN;MASC;SG	ADJ;NOM;SG
decembra	decemberben	december	december	N;INAN;GEN;MASC;SG	N;IN+ESS;SG
nemecko	németország	nemecko	németország	PROPN;NOM;NEUT;SG	N;NOM;SG
hlavné	őrnagy	hlavný	őrnagy	ADJ;NOM;NEUT;SG	N;NOM;SG
hlavné	fő	hlavný	fő	ADJ;NOM;NEUT;SG	
hlavné	main	hlavný	main	ADJ;NOM;NEUT;SG	
hlavné	főbb	hlavný	fő	ADJ;NOM;NEUT;SG	ADJ;NOM;CMPR;SG
galaxia	galaxy	galaxia	galaxy	N;NOM;FEM;SG	
awards	díjak	awards	díj		N;NOM;PL
awards	gála	awards	gála		N;NOM;SG
vrátane	inkluzív	vrátane	inkluzív	ADV	N;NOM;SG
vrátane	befogadó	vrátane	befogadó	ADV	
troch	három	tri	három	NUM;GEN;MASC;PL	NUM;NOM;SG
postupne	fokozatosan	postupne	fokozatos	ADV	ADJ;FRML;SG
práce	munkahelyi	práca	munkahelyi	N;NOM;FEM;PL	N;NOM;SG
práce	munka	práca	munka	N;NOM;FEM;PL	N;NOM;SG
veľká	nagyok	veľký	nagy	ADJ;NOM;FEM;SG	N;NOM;PL
veľká	nagyok	veľký	nagy	ADJ;NOM;FEM;SG	N;NOM;PL
otec	apu	otec	apu	N;ANIM;NOM;MASC;SG	
com	com	co	com	INTJ	
svete	világ	svet	világ	N;INAN;ESS;MASC;SG	
svete	world	svet	world	N;INAN;ESS;MASC;SG	
svete	vilag	svet	vilag	N;INAN;ESS;MASC;SG	N;NOM;SG
podobne	hasonlóképpen	podobne	hasonlóképpen	ADV	
podobne	hasonlóképpen	podobne	hasonlóképpen	ADV	
podobne	hasonlóan	podobne	hasonló	ADV	ADJ;FRML;SG
stránky	oldalakon	stránka	oldal	N;NOM;FEM;PL	N;ON+ESS;PL
diela	működik	dielo	működik	N;NOM;NEUT;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
niekedy	néha	niekedy	néha	ADV	
niekedy	valamikor	niekedy	valamikor	ADV	
typu	típus	typ	típus	N;INAN;GEN;MASC;SG	N;NOM;SG
typu	típusa	typ	típus	N;INAN;GEN;MASC;SG	N;NOM;SG
deň	napon	deň	nap	N;INAN;NOM;MASC;SG	N;ON+ESS;SG
deň	nappal	deň	nap	N;INAN;NOM;MASC;SG	N;INS;SG
deň	napot	deň	nap	N;INAN;NOM;MASC;SG	N;ACC;SG
houten	houten	houten	hout	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
druhý	másodszor	druhý	másod	ADJ;INAN;NOM;MASC;SG	
druhý	másodperc	druhý	másodperc	ADJ;INAN;NOM;MASC;SG	
druhý	második	druhý	második	ADJ;INAN;NOM;MASC;SG	
vtedy	aztán	vtedy	aztán	ADV	
jedna	egy	jeden	egy	NUM;NOM;FEM;SG	DET;INDF
každý	mindenki	každý	mindenki	DET;ANIM;NOM;MASC;SG	
každý	mindenkinek	každý	mindenki	DET;ANIM;NOM;MASC;SG	
každý	mindenki	každý	mindenki	DET;ANIM;NOM;MASC;SG	
každý	mindenkinek	každý	mindenki	DET;ANIM;NOM;MASC;SG	
každý	minden	každý	minden	DET;ANIM;NOM;MASC;SG	PRO;NOM;SG;3
každý	mindegyik	každý	mindegyik	DET;ANIM;NOM;MASC;SG	
sur	sur	sur	sur		
obrázok	képet	obrázok	kép	N;INAN;NOM;MASC;SG	N;ACC;SG
obrázok	képet	obrázok	kép	N;INAN;NOM;MASC;SG	N;ACC;SG
celý	egészben	celý	egészben	ADJ;INAN;NOM;MASC;SG	N;IN+ESS;SG
celý	egész	celý	egész	ADJ;INAN;NOM;MASC;SG	
obyvateľstva	populáció	obyvateľstvo	populáció	N;NOM;NEUT;PL	N;NOM;SG
obyvateľstva	népesség	obyvateľstvo	népesség	N;NOM;NEUT;PL	N;NOM;SG
obyvateľstva	lakosság	obyvateľstvo	lakosság	N;NOM;NEUT;PL	N;NOM;SG
členovia	tagoknak	člen	tag	N;ANIM;NOM;MASC;PL	N;DAT;PL
jednotky	egység	jednotka	egység	N;NOM;FEM;PL	N;NOM;SG
dejiny	történelme	dejiny	történelem	N;NOM;FEM;PL	N;NOM;SG
dejiny	történelem	dejiny	történel	N;NOM;FEM;PL	N;NOM;SG
alpes	alpes	alpes	alpes	N;INAN;NOM;MASC;SG	
priemerný	átlagosan	priemerný	átlagos	ADJ;INAN;NOM;MASC;SG	ADJ;FRML;SG
priemerný	átlag	priemerný	átlag	ADJ;INAN;NOM;MASC;SG	
keďže	azóta	keďže	azóta	CONJ	ADV
keďže	mióta	keďže	mióta	CONJ	ADV
keďže	óta	keďže	óta	CONJ	ADP
jedným	egy	jeden	egy	NUM;INS;MASC;SG	DET;INDF
článku	árucikk	článok	árucikk	N;INAN;GEN;MASC;SG	N;NOM;SG
článku	cikk	článok	cikk	N;INAN;GEN;MASC;SG	N;NOM;SG
hudobný	zenés	hudobný	zenés	ADJ;ANIM;NOM;MASC;SG	N;NOM;SG
hudobný	musical	hudobný	musical	ADJ;ANIM;NOM;MASC;SG	N;NOM;SG
kolo	kerek	kolo	kér	N;NOM;NEUT;SG	
kolo	körbe	kolo	kör	N;NOM;NEUT;SG	ADV
začali	kezdődött	začať	kezdődik	V;PFV;MASC;PL;POS;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
začali	kezdte	začať	kezd	V;PFV;MASC;PL;POS;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
začali	elkezdődött	začať	elkezdődik	V;PFV;MASC;PL;POS;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
začali	kezdődött	začať	kezdődik	V;PFV;MASC;PL;POS;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
začali	megkezdődött	začať	megkezdődik	V;PFV;MASC;PL;POS;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
začali	elkezdődött	začať	elkezdődik	V;PFV;MASC;PL;POS;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
strana	party	strana	party	N;NOM;FEM;SG	
strana	parti	strana	parti	N;NOM;FEM;SG	ADJ;NOM;SG
strana	oldalt	strana	oldal	N;NOM;FEM;SG	N;ACC;SG
strana	oldalra	strana	oldal	N;NOM;FEM;SG	N;ON+ALL;SG
strana	side	strana	side	N;NOM;FEM;SG	
francúzsko	franciaország	francúzsko	franciaország	ADV	N;NOM;SG
francúzsko	france	francúzsko	france	ADV	
taktiež	szintén	taktiež	szintén	ADV	
taktiež	úgyszintén	taktiež	úgyszintén	ADV	
dobe	ideje	dobe	idő	N;DAT;FEM;SG	N;NOM;SG
dobe	időpont	dobe	időpont	N;DAT;FEM;SG	N;NOM;SG
dobe	idő	dobe	idő	N;DAT;FEM;SG	N;NOM;SG
autor	szerző	autor	szerző	N;ANIM;NOM;MASC;SG	
popis	leírás	popis	leírás	N;INAN;NOM;MASC;SG	
cena	árak	cena	ár	N;NOM;FEM;SG	N;NOM;PL
cena	ár	cena	ár	N;NOM;FEM;SG	
pravdepodobne	valószínű	pravdepodobne	valószínű	ADV	
pravdepodobne	valószínűleg	pravdepodobne	valószínűleg	ADV	
pravdepodobne	valószínű	pravdepodobne	valószínű	ADV	
pravdepodobne	valószínűleg	pravdepodobne	valószínűleg	ADV	
der	der	der	der	PROPN;ANIM;NOM;MASC;SG	
nová	újdonság	nový	újdonság	ADJ;NOM;FEM;SG	N;NOM;SG
nová	nová	nový	nová	ADJ;NOM;FEM;SG	PROPN;NOM;SG
rieky	folyami	rieka	folyami	N;NOM;FEM;PL	N;NOM;SG
rieky	folyó	rieka	folyó	N;NOM;FEM;PL	
rieky	rivers	rieka	rivers	N;NOM;FEM;PL	
rôzne	többféle	rôzny	többfél	ADJ;NOM;NEUT;SG	
rôzne	különféle	rôzny	különféle	ADJ;NOM;NEUT;SG	
rôzne	különböző	rôzny	különböző	ADJ;NOM;NEUT;SG	
rôzne	más	rôzny	más	ADJ;NOM;NEUT;SG	PRO;NOM;SG;3
rôzne	különböző	rôzny	különböző	ADJ;NOM;NEUT;SG	
rôzne	egyéb	rôzny	egyéb	ADJ;NOM;NEUT;SG	
rôzne	egyebek	rôzny	egyéb	ADJ;NOM;NEUT;SG	
rôzne	különféle	rôzny	különféle	ADJ;NOM;NEUT;SG	
rôzne	vegyes	rôzny	vegyes	ADJ;NOM;NEUT;SG	
škola	iskolában	škola	iskolában	N;NOM;FEM;SG	N;IN+ESS;SG
škola	suli	škola	suli	N;NOM;FEM;SG	
klubu	klub	klub	klub	N;INAN;GEN;MASC;SG	N;NOM;SG
klubu	club	klub	club	N;INAN;GEN;MASC;SG	
februára	februárban	február	február	N;INAN;GEN;MASC;SG	N;IN+ESS;SG
februára	februári	február	februári	N;INAN;GEN;MASC;SG	ADJ;NOM;SG
februára	február	február	február	N;INAN;GEN;MASC;SG	N;NOM;SG
františek	feri	františek	feri	N;ANIM;NOM;MASC;SG	
františek	francis	františek	francis	N;ANIM;NOM;MASC;SG	
františek	ferenc	františek	ferenc	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
františek	ferenc	františek	ferenc	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
väčšina	legtöbb	väčšina	legtöbb	N;NOM;FEM;SG	
väčšina	többségi	väčšina	többségi	N;NOM;FEM;SG	ADJ;NOM;SG
väčšina	többség	väčšina	többség	N;NOM;FEM;SG	
zápasy	gyufa	zápas	gyufa	N;INAN;NOM;MASC;PL	N;NOM;SG
zápasy	egyezés	zápas	egyezés	N;INAN;NOM;MASC;PL	N;NOM;SG
zápasy	egyezik	zápas	egyezik	N;INAN;NOM;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
zápasy	harcol	zápas	harcol	N;INAN;NOM;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
zápasy	játék	zápas	játék	N;INAN;NOM;MASC;PL	N;NOM;SG
neho	őt	on	ő	PRO;ANIM;GEN;MASC;SG;3	PRO;ACC;SG;3
neho	neki	on	ő	PRO;ANIM;GEN;MASC;SG;3	
rovnako	hasonlóképpen	rovnako	hasonlóképpen	ADV	
rovnako	egyenlően	rovnako	egyenlően	ADV	ADJ;FRML;SG
rovnako	egyformán	rovnako	egyforma	ADV	
rovnako	ugyanez	rovnako	ugyanez	ADV	
rovnako	ugyanaz	rovnako	ugyanaz	ADV	
druh	fajok	druh	fajok	N;INAN;NOM;MASC;SG	N;NOM;PL
priamo	egyenesen	priamo	egyenesen	ADV	
priamo	egyenes	priamo	egyenes	ADV	
priamo	közvetlen	priamo	közvetlen	ADV	
priamo	direct	priamo	direct	ADV	N;NOM;SG
priamo	közvetlenül	priamo	közvetlen	ADV	ADJ;FRML;SG
priamo	egyenes	priamo	egyenes	ADV	
priamo	közvetlenül	priamo	közvetlen	ADV	ADJ;FRML;SG
metrov	méter	meter	méter	N;INAN;GEN;MASC;PL	N;NOM;SG
metrov	méter	meter	méter	N;INAN;GEN;MASC;PL	N;NOM;SG
anglický	angolul	anglický	angolul	ADJ;ANIM;NOM;MASC;SG	
anglický	angol	anglický	angol	ADJ;ANIM;NOM;MASC;SG	
albumu	album	album	album	N;INAN;GEN;MASC;SG	N;NOM;SG
von	ki	von	ki	ADV	PRO;NOM;SG;3
článkov	árucikkek	článok	árucik	N;INAN;GEN;MASC;PL	N;NOM;PL
článkov	cikkek	článok	cikk	N;INAN;GEN;MASC;PL	N;NOM;PL
štátov	államok	štát	állam	N;INAN;GEN;MASC;PL	N;NOM;PL
štátov	államokat	štát	állam	N;INAN;GEN;MASC;PL	N;ACC;PL
južnej	dél	južný	dél	ADJ;GEN;FEM;SG	
južnej	déli	južný	déli	ADJ;GEN;FEM;SG	
južnej	dél	južný	dél	ADJ;GEN;FEM;SG	
južnej	délre	južný	délre	ADJ;GEN;FEM;SG	ADV
južnej	déli	južný	déli	ADJ;GEN;FEM;SG	
piesne	dalokat	piesne	dalok	N;NOM;FEM;PL	N;ACC;PL
hoci	habár	hoci	habár	CONJ	CONJ
hoci	habár	hoci	habár	CONJ	CONJ
image	képet	imag	kép	N;INAN;NOM;MASC;SG	N;ACC;SG
york	yorkban	york	york	PROPN;ANIM;NOM;MASC;SG	PROPN;IN+ESS;SG
york	york	york	york	PROPN;ANIM;NOM;MASC;SG	
york	yorki	york	yorki	PROPN;ANIM;NOM;MASC;SG	
rad	sort	rad	sor	N;INAN;NOM;MASC;SG	N;ACC;SG
rad	sor	rad	sor	N;INAN;NOM;MASC;SG	
európe	európa	európa	európa	N;DAT;FEM;SG	
európe	europe	európa	europe	N;DAT;FEM;SG	
európe	európában	európa	európa	N;DAT;FEM;SG	N;IN+ESS;SG
členom	tag	člen	tag	N;ANIM;INS;MASC;SG	N;NOM;SG
zatiaľ	mégis	zatiaľ	mégis	ADV	CONJ
výška	magasság	výška	magasság	N;NOM;FEM;SG	
túto	ezt	táto	ez	DET;ACC;FEM;SG	PRO;ACC;SG;3
túto	ez	táto	ez	DET;ACC;FEM;SG	PRO;NOM;SG;3
william	william	willia	william	N;ANIM;NOM;MASC;SG	
william	vilmos	willia	vilmos	N;ANIM;NOM;MASC;SG	
png	png	png	png		N;NOM;PL
menom	megnevezett	menom	megnevezett	N;INS;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
krajine	ország	krajina	ország	N;DAT;FEM;SG	N;NOM;SG
krajine	országban	krajina	ország	N;DAT;FEM;SG	N;IN+ESS;SG
marne	marne	marne	mar		
právo	jobbra	právo	jobbra	N;NOM;NEUT;SG	ADV
právo	jogszabályok	právo	jogszabály	N;NOM;NEUT;SG	N;NOM;PL
právo	jogszabály	právo	jogszabály	N;NOM;NEUT;SG	
oficiálne	hivatalos	oficiálne	hivatalos	ADV	ADJ;NOM;SG
oficiálne	tisztviselő	oficiálne	tisztviselő	ADV	N;NOM;SG
oficiálne	hivatalosan	oficiálne	hivatalos	ADV	ADJ;FRML;SG
univerzity	university	univerzita	university	N;NOM;FEM;PL	
univerzity	egyetem	univerzita	egyetem	N;NOM;FEM;PL	N;NOM;SG
viacerých	többszörös	viacero	többszörös	ADJ;ANIM;GEN;MASC;PL	N;NOM;SG
viacerých	többszörösen	viacero	többszörös	ADJ;ANIM;GEN;MASC;PL	ADJ;FRML;SG
tímov	csapatok	tím	csapat	N;INAN;GEN;MASC;PL	N;NOM;PL
san	szan	san	szan	PROPN;ANIM;NOM;MASC;SG	
san	san	san	san	PROPN;ANIM;NOM;MASC;SG	
david	david	david	david	PROPN;ANIM;NOM;MASC;SG	
david	dávid	david	dávid	PROPN;ANIM;NOM;MASC;SG	
rozhodca	judge	rozhodca	jud	N;ANIM;NOM;MASC;SG	
rozhodca	bíró	rozhodca	bíró	N;ANIM;NOM;MASC;SG	
rozhodca	bíró	rozhodca	bíró	N;ANIM;NOM;MASC;SG	
rozhodca	bíró	rozhodca	bíró	N;ANIM;NOM;MASC;SG	
informácie	info	informácia	info	N;NOM;FEM;PL	
informácie	infó	informácia	infó	N;NOM;FEM;PL	
informácie	információ	informácia	információ	N;NOM;FEM;PL	N;NOM;SG
informácie	információ	informácia	információ	N;NOM;FEM;PL	N;NOM;SG
informácie	tájékoztatás	informácia	tájékoztatás	N;NOM;FEM;PL	N;NOM;SG
veľa	sok	veľa	sok	NUM;NOM;NEUT;SG	
veľa	sok	veľa	sok	NUM;NOM;NEUT;SG	
veľa	sokan	veľa	sokan	NUM;NOM;NEUT;SG	ADV
veľa	sok	veľa	sok	NUM;NOM;NEUT;SG	
veľa	sokat	veľa	sok	NUM;NOM;NEUT;SG	
dokonca	még	dokonca	még	PART	ADV
deti	gyermekeknek	dieťa	gyermek	N;NOM;NEUT;PL	N;DAT;PL
deti	gyermek	dieťa	gyermek	N;NOM;NEUT;PL	N;NOM;SG
malo	malo	mať	malo	V;IPFV;NEUT;SG;POS;PST;V.PTCP	
malo	kéne	mať	kéne	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;INDF;COND;SG;3;PRS;FIN;ACT
malo	kellene	mať	kell	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;INDF;COND;SG;3;PRS;FIN;ACT
severnej	észak	severný	észak	ADJ;GEN;FEM;SG	
severnej	északi	severný	északi	ADJ;GEN;FEM;SG	
dom	house	dom	hous	N;INAN;NOM;MASC;SG	
dom	házon	dom	ház	N;INAN;NOM;MASC;SG	ADJ;FRML;SG
dom	dom	dom	dom	N;INAN;NOM;MASC;SG	
vody	víz	voda	víz	N;GEN;FEM;PL	N;NOM;SG
vody	vizet	voda	víz	N;GEN;FEM;PL	N;ACC;SG
vody	vizei	voda	viz	N;GEN;FEM;PL	N;NOM;PL
vody	vizek	voda	víz	N;GEN;FEM;PL	N;NOM;PL
vody	waters	voda	waters	N;GEN;FEM;PL	
jan	jan	jan	jan	PROPN;ANIM;NOM;MASC;SG	
www	www	www	www	N;INAN;NOM;MASC;SG	
práva	jogosultság	právo	jogosultság	N;NOM;NEUT;PL	N;NOM;SG
práva	jogokkal	právo	jog	N;NOM;NEUT;PL	N;INS;PL
známe	ismeretes	známy	ismeretes	ADJ;NOM;NEUT;SG	
známe	ismertek	známy	ismer	ADJ;NOM;NEUT;SG	V;INDF;IND;PL;3;PST;FIN;ACT
známe	ismert	známy	ismert	ADJ;NOM;NEUT;SG	
známe	ismerős	známy	ismerős	ADJ;NOM;NEUT;SG	
hrad	vár	hrad	vár	N;INAN;NOM;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
hrad	várban	hrad	vár	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
hrad	castle	hrad	castle	N;INAN;NOM;MASC;SG	
menej	kevesebb	málo	kevesebb	ADV;CMPR	
menej	kevesebbet	málo	kevesebb	ADV;CMPR	
menej	kevesebb	málo	kevesebb	ADV;CMPR	
hier	játék	hier	játék	N;GEN;FEM;PL	N;NOM;SG
hier	játékok	hier	játék	N;GEN;FEM;PL	N;NOM;PL
známa	ismeretes	známy	ismeretes	ADJ;NOM;FEM;SG	
známa	ismertek	známy	ismer	ADJ;NOM;FEM;SG	V;INDF;IND;PL;3;PST;FIN;ACT
známa	ismert	známy	ismert	ADJ;NOM;FEM;SG	
les	erdőben	les	erdő	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
les	erdő	les	erdő	N;INAN;NOM;MASC;SG	
les	erdők	les	erdő	N;INAN;NOM;MASC;SG	N;NOM;PL
les	les	les	les	N;INAN;NOM;MASC;SG	
les	erdei	les	erdei	N;INAN;NOM;MASC;SG	
les	erdő	les	erdő	N;INAN;NOM;MASC;SG	
les	erdők	les	erdő	N;INAN;NOM;MASC;SG	N;NOM;PL
skôr	korábbi	skôr	korábbi	ADV	ADJ;NOM;CMPR;SG
systému	rendszer	systém	rendszer	N;INAN;GEN;MASC;SG	N;NOM;SG
systému	system	systém	system	N;INAN;GEN;MASC;SG	
štyri	négy	štyri	négy	NUM;INAN;NOM;MASC;PL	NUM;NOM;SG
zeme	föld	zem	föld	N;NOM;FEM;PL	N;NOM;SG
lode	csónak	loď	csó	N;NOM;FEM;PL	N;NOM;SG
banská	bányászati	banský	bányászati	N;NOM;FEM;SG	ADJ;NOM;SG
banská	bányász	banský	bányász	N;NOM;FEM;SG	
sám	egyedül	sám	egyedül	DET;ANIM;NOM;MASC;SG	
úplne	abszolút	úplne	abszolú	ADV	
úplne	teljesen	úplne	teljes	ADV	ADJ;FRML;SG
úplne	teljesen	úplne	teljes	ADV	ADJ;FRML;SG
dní	napok	deň	nap	N;INAN;GEN;MASC;PL	N;NOM;PL
dní	napokban	deň	nap	N;INAN;GEN;MASC;PL	N;IN+ESS;PL
dní	napokat	deň	nap	N;INAN;GEN;MASC;PL	N;ACC;PL
dní	napokon	deň	nap	N;INAN;GEN;MASC;PL	N;ON+ESS;PL
ďalší	következő	ďalší	következő	ADJ;ANIM;NOM;MASC;SG	
kto	ki	kto	ki	PRO;ANIM;NOM;MASC;SG	PRO;NOM;SG;3
kto	aki	kto	aki	PRO;ANIM;NOM;MASC;SG	PRO;NOM;SG;3
rozdiel	differenciál	rozdiel	differencial	N;INAN;NOM;MASC;SG	
tím	team	tím	team	N;INAN;NOM;MASC;SG	
družstvo	szövetkezeti	družstvo	szövetkezeti	N;NOM;NEUT;SG	ADJ;NOM;SG
