категория	kategorien	категория	kategorien	N;INDF;FEM;SG	N;NOM;FEM;PL
европа	europa	европа	europa	PROPN;INDF;FEM;SG	PROPN;NOM;SG
европа	europa	европа	europa	PROPN;INDF;FEM;SG	PROPN;NOM;SG
димитър	dimitar	димитър	dimitar	PROPN;INDF;MASC;SG	PROPN;NOM;SG
всеки	jemand	всеки	jemand	PRO;NOM;MASC;SG	PRO;NOM;INDF;SG
всеки	irgendwer	всеки	irgendwer	PRO;NOM;MASC;SG	
всеки	jedermann	всеки	jedermann	PRO;NOM;MASC;SG	ADV
всеки	irgendjemand	всеки	irgendjemand	PRO;NOM;MASC;SG	ADV
всеки	jeder	всеки	jed	PRO;NOM;MASC;SG	PRO;NOM;INDF;MASC;SG
всеки	jmd	всеки	jmd	PRO;NOM;MASC;SG	
всеки	jeder	всеки	jed	PRO;NOM;MASC;SG	PRO;NOM;INDF;MASC;SG
всеки	alle	всеки	alle	PRO;NOM;MASC;SG	PRO;NOM;INDF;PL
всеки	jedem	всеки	jed	PRO;NOM;MASC;SG	PRO;DAT;INDF;MASC;SG
всеки	jedermann	всеки	jedermann	PRO;NOM;MASC;SG	ADV
всеки	jedes	всеки	jed	PRO;NOM;MASC;SG	PRO;NOM;INDF;NEUT;SG
всеки	jeder	всеки	jed	PRO;NOM;MASC;SG	PRO;NOM;INDF;MASC;SG
всеки	jeden	всеки	jed	PRO;NOM;MASC;SG	PRO;ACC;INDF;MASC;SG
всеки	jede	всеки	jed	PRO;NOM;MASC;SG	PRO;NOM;INDF;FEM;SG
всеки	jedes	всеки	jed	PRO;NOM;MASC;SG	PRO;NOM;INDF;NEUT;SG
всеки	jeder	всеки	jed	PRO;NOM;MASC;SG	PRO;NOM;INDF;MASC;SG
всеки	jedem	всеки	jed	PRO;NOM;MASC;SG	PRO;DAT;INDF;MASC;SG
всеки	jeden	всеки	jed	PRO;NOM;MASC;SG	PRO;ACC;INDF;MASC;SG
всеки	jede	всеки	jed	PRO;NOM;MASC;SG	PRO;NOM;INDF;FEM;SG
части	einzelteile	част	einzelteil	N;INDF;FEM;PL	ADJ
части	ersatzteile	част	ersatzteil	N;INDF;FEM;PL	N;NOM;FEM;SG
части	teile	част	teilen	N;INDF;FEM;PL	ADV
баща	vaters	баща	vaters	N;INDF;MASC;SG	
нова	neue	нов	neu	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
нова	nova	нов	nova	ADJ;INDF;FEM;SG	PROPN;NOM;SG
крал	königs	крал	königs	N;INDF;MASC;SG	
крал	king	крал	köngen	N;INDF;MASC;SG	
армия	heer	армия	heer	N;INDF;FEM;SG	
армия	army	армия	army	N;INDF;FEM;SG	
църква	kirchen	църква	Kirche	N;INDF;FEM;SG	N;PL
църква	church	църква	church	N;INDF;FEM;SG	PROPN
църква	kirche	църква	kirche	N;INDF;FEM;SG	
докато	weile	докато	weil	CONJ	ADV
докато	bis	докато	bis	CONJ	ADP
официален	offizielle	официален	offiziell	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
официален	formelle	официален	formell	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
официален	formale	официален	formal	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
северна	nordsee	северен	nordsee	ADJ;INDF;FEM;SG	PROPN;NOM;SG
северна	norden	северен	norden	ADJ;INDF;FEM;SG	V;NFIN
северна	nordosten	северен	nordosten	ADJ;INDF;FEM;SG	V;FIN
северна	northern	северен	northern	ADJ;INDF;FEM;SG	PROPN
северна	nördliche	северен	nördlich	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
северна	nordirland	северен	nordirland	ADJ;INDF;FEM;SG	PROPN
северна	norden	северен	norden	ADJ;INDF;FEM;SG	V;NFIN
времето	temperaturen	време	temperatur	N;DEF;NEUT;SG	V;NFIN
времето	wetter	време	wetter	N;DEF;NEUT;SG	
времето	wetterbericht	време	wetterbericht	N;DEF;NEUT;SG	ADJ
времето	zeit	време	zeit	N;DEF;NEUT;SG	ADJ
времето	uhrzeit	време	uhrzeit	N;DEF;NEUT;SG	ADJ
времето	zeiten	време	zeiten	N;DEF;NEUT;SG	V;NFIN
времето	zeitraum	време	zeitraum	N;DEF;NEUT;SG	ADV
времето	zeitpunkt	време	zeitpunkt	N;DEF;NEUT;SG	ADJ
българска	bulgarischen	български	bulgarisch	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;PL
българска	bulgarische	български	bulgarisch	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
освен	ausser	освен	außernernern	ADP	
освен	ausgenommen	освен	ausgenommen	ADP	V;V.PTCP
места	ortschaften	място	ortschaften	N;INDF;NEUT;PL	ADJ
места	sitze	място	sitzen	N;INDF;NEUT;PL	
места	sitzplätze	място	sitzplatz	N;INDF;NEUT;PL	
начин	weise	начин	weis	N;INDF;MASC;SG	ADJ
начин	weg	начин	weg	N;INDF;MASC;SG	ADV
начин	way	начин	wey	N;INDF;MASC;SG	
период	zeit	период	zeit	N;INDF;MASC;SG	ADJ
период	zeitraum	период	zeitraum	N;INDF;MASC;SG	ADV
период	zeitabschnitt	период	zeitabschnitten	N;INDF;MASC;SG	ADJ
резултат	ergebnis	резултат	ergebnis	N;INDF;MASC;SG	ADJ
резултат	score	резултат	scoren	N;INDF;MASC;SG	PROPN
резултат	resultat	резултат	resultat	N;INDF;MASC;SG	ADJ
резултат	ergebnis	резултат	ergebnis	N;INDF;MASC;SG	ADJ
футболисти	fußballer	футболист	fußballer	N;INDF;MASC;PL	ADJ
футболисти	fußballspieler	футболист	fußballspieler	N;INDF;MASC;PL	ADJ
данни	angaben	данна	angeben	N;INDF;FEM;PL	V;NFIN
данни	datenschutz	данна	datenschutz	N;INDF;FEM;PL	ADJ
страница	seiten	страница	seiten	N;INDF;FEM;SG	V;NFIN
картинка	bild	картинка	bild	N;INDF;FEM;SG	
картинка	abbildung	картинка	abbildung	N;INDF;FEM;SG	
картинка	bild	картинка	bild	N;INDF;FEM;SG	
картинка	abbild	картинка	abbild	N;INDF;FEM;SG	
граф	graff	граф	greifen	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
граф	graf	граф	graf	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
родени	born	родя-(се)	born	V;PFV;INDF;PL;V.PTCP;PASS	
играе	spiel	играя	spielen	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;SG
играе	stück	играя	stück	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ
играе	spiele	играя	spiel	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;PL
играе	stücke	играя	stücken	V;IPFV;IND;SG;3;PRS;FIN;ACT	
живот	leben	живот	leben	N;INDF;MASC;SG	V;NFIN
живот	life	живот	life	N;INDF;MASC;SG	PROPN
живот	lebens	живот	lebens	N;INDF;MASC;SG	N;NOM;PL
император	imperator	император	imperator	N;INDF;MASC;SG	PROPN
император	kaiser	император	kaiser	N;INDF;MASC;SG	
император	herrscher	император	herrscher	N;INDF;MASC;SG	
император	kaisers	император	kaisers	N;INDF;MASC;SG	
църквата	kirchen	църква	Kirche	N;DEF;FEM;SG	N;PL
църквата	church	църква	church	N;DEF;FEM;SG	PROPN
църквата	kirche	църква	kirche	N;DEF;FEM;SG	
ден	tage	ден	tagen	N;INDF;MASC;SG	N;NOM;MASC;PL
жени	frauen	жена	frau	N;INDF;FEM;PL	V;NFIN
руски	russischen	руски	russisch	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
руски	russen	руски	russen	ADJ;INDF;MASC;SG	
известен	bekannte	известен	bekannt	ADJ;INDF;MASC;SG	ADJ;NOM;PL
известен	bekannten	известен	bekannt	ADJ;INDF;MASC;SG	ADJ;PL
известен	berühmte	известен	berühmt	ADJ;INDF;MASC;SG	ADJ;NOM;PL
известен	berühmten	известен	berühmt	ADJ;INDF;MASC;SG	ADJ;PL
добре	guten	добре	gut	ADV	ADJ;SG
добре	gute	добре	gut	ADV	ADJ;NOM;SG
добре	guter	добре	gut	ADV	ADJ;NOM;MASC
добре	gutes	добре	gut	ADV	ADJ;NOM;NEUT;SG
добре	gut	добре	gut	ADV	ADJ
мария	marija	мария	marija	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
мария	maria	мария	maria	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
дори	überhaupt	дори	überhaupt	PART	ADV
дори	selbst	дори	selbst	PART	ADV
дори	sogar	дори	sogar	PART	ADV
дори	auch	дори	auch	PART	ADV
води	leads	водя	leads	V;IPFV;IMP;SG;2;FIN	
води	führt	водя	führen	V;IPFV;IMP;SG;2;FIN	V;IND;SG;3;PRS;FIN
води	wasser	водя	wasser	V;IPFV;IMP;SG;2;FIN	N;NOM;NEUT;SG
води	waters	водя	waters	V;IPFV;IMP;SG;2;FIN	PROPN;NOM;SG
води	gewässer	водя	gewässer	V;IPFV;IMP;SG;2;FIN	
води	vorsprung	водя	vorsprung	V;IPFV;IMP;SG;2;FIN	ADV
води	blei	водя	blei	V;IPFV;IMP;SG;2;FIN	
тогава	anschließend	тогава	anschließend	ADV	ADJ
голям	großen	голям	groß	ADJ;INDF;MASC;SG	ADJ;PL
голям	große	голям	groß	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
голям	grosse	голям	groß	ADJ;INDF;MASC;SG	N;NOM;FEM;PL
голям	big	голям	bigen	ADJ;INDF;MASC;SG	
голям	großen	голям	groß	ADJ;INDF;MASC;SG	ADJ;PL
голям	große	голям	groß	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
род	gattungen	род	gattung	N;INDF;MASC;SG	N;NOM;FEM;PL
род	gattung	род	gattung	N;INDF;MASC;SG	ADJ
род	stab	род	stab	N;INDF;MASC;SG	
род	rod	род	rod	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
филм	spielfilm	филм	spielfilm	N;INDF;MASC;SG	PROPN
филм	kinofilm	филм	kinofilm	N;INDF;MASC;SG	PROPN
филм	film	филм	falmen	N;INDF;MASC;SG	
филм	spielfilm	филм	spielfilm	N;INDF;MASC;SG	PROPN
филм	kinofilm	филм	kinofilm	N;INDF;MASC;SG	PROPN
филм	film	филм	falmen	N;INDF;MASC;SG	
шаблон	vorlagen	шаблон	vorliegen	N;INDF;MASC;SG	V;NFIN
шаблон	template	шаблон	templat	N;INDF;MASC;SG	PROPN;SG
шаблон	schablone	шаблон	schablone	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
шаблон	vorlage	шаблон	vorlagen	N;INDF;MASC;SG	
печели	siegen	печеля	siegen	V;IPFV;IND;SG;3;PRS;FIN;ACT	
страни	partys	страна	partys	N;INDF;FEM;PL	
страни	seiten	страна	seiten	N;INDF;FEM;PL	V;NFIN
страни	staaten	страна	staaten	N;INDF;FEM;PL	V;FIN
площ	gebiet	площ	gebieten	N;INDF;FEM;SG	ADJ
площ	bereich	площ	bereich	N;INDF;FEM;SG	ADV
острови	inselgruppe	островя-(се)	inselgruppe	N;INDF;FEM;PL	N;NOM;FEM;SG
острови	isles	островя-(се)	isles	N;INDF;FEM;PL	PROPN;NOM;SG
код	kodex	код	kodex	N;INDF;MASC;SG	
код	vorwahl	код	vorwahl	N;INDF;MASC;SG	PROPN
код	code	код	code	N;INDF;MASC;SG	
код	quelltext	код	quelltext	N;INDF;MASC;SG	V;IND;SG;3;PST;FIN
френски	französische	френски	französisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
френски	französischen	френски	französisch	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
френски	franzose	френски	franzos	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
генерал	allgemeines	генерал	allgemein	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
генерал	allgemein	генерал	allgemein	N;INDF;MASC;SG	ADJ
генерал	allgemeinen	генерал	allgemein	N;INDF;MASC;SG	ADJ
генерал	allgemeine	генерал	allgemein	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
защото	weil	защото	weil	ADV	CONJ
защото	wegen	защото	wegen	ADV	ADP
защото	denn	защото	denn	ADV	CONJ
държава	land	държава	land	N;INDF;FEM;SG	
държава	bundesland	държава	bundesland	N;INDF;FEM;SG	
държава	zustand	държава	zustand	N;INDF;FEM;SG	
държава	mitgliedstaat	държава	mitgliedstaat	N;INDF;FEM;SG	ADJ
държава	bundesstaat	държава	bundesstaat	N;INDF;FEM;SG	ADJ
дата	zeitpunkt	дата	zeitpunkt	N;INDF;FEM;SG	ADJ
дата	datum	дата	datum	N;INDF;FEM;SG	
двете	sowohl	два	sowohl	NUM;DEF;FEM;PL	CONJ
двете	beiden	два	beide	NUM;DEF;FEM;PL	PRO;NOM;INDF;PL
двете	beide	два	beide	NUM;DEF;FEM;PL	PRO;NOM;INDF;PL
двете	beides	два	beide	NUM;DEF;FEM;PL	PRO;NOM;INDF;NEUT;SG
двете	beider	два	beide	NUM;DEF;FEM;PL	PRO;NOM;INDF;PL
обикновено	gewöhnlich	обикновено	gewöhnlich	ADV	ADJ
обикновено	gewöhnlich	обикновено	gewöhnlich	ADV	ADJ
обикновено	typisch	обикновено	typisch	ADV	ADJ
големи	grosse	голям	groß	ADJ;INDF;PL	N;NOM;FEM;PL
големи	big	голям	bigen	ADJ;INDF;PL	
големи	großes	голям	groß	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
петър	petrus	петър	petrus	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
петър	peter	петър	peter	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
петър	bernd	петър	bernd	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
петър	birgit	петър	birgit	PROPN;INDF;MASC;SG	PROPN;NOM;FEM;SG
петър	petar	петър	petar	PROPN;INDF;MASC;SG	PROPN;NOM;SG
остава	überreste	оставам	überrest	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ
остава	aufenthalte	оставам	aufenthalt	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ
сили	befugnisse	сила	befugnis	N;INDF;FEM;PL	ADJ;NOM;FEM;PL
сили	powers	сила	powers	N;INDF;FEM;PL	PROPN;NOM;SG
сили	streitkräfte	сила	streitkraft	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
дължина	längen	дължина	längen	N;INDF;FEM;SG	V;NFIN
дължина	dauer	дължина	dauer	N;INDF;FEM;SG	
дължина	länge	дължина	länge	N;INDF;FEM;SG	ADJ
дължина	breitengrad	дължина	breitengrad	N;INDF;FEM;SG	ADJ
дължина	längen	дължина	längen	N;INDF;FEM;SG	V;NFIN
дължина	länge	дължина	länge	N;INDF;FEM;SG	ADJ
българи	bulgaren	българин	bulgar	N;INDF;MASC;PL	ADJ
албум	album	албум	album	N;INDF;MASC;SG	
албум	fotoalbum	албум	fotoalbum	N;INDF;MASC;SG	ADJ
гръцки	griechischen	гръцки	griechisch	ADJ;INDF;MASC;SG	ADJ;NOM;PL
гръцки	griechen	гръцки	griechen	ADJ;INDF;MASC;SG	
гръцки	grieche	гръцки	griech	ADJ;INDF;MASC;SG	
гръцки	griechische	гръцки	griechisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
дни	tagen	ден	tagen	N;INDF;MASC;PL	ADJ
съюз	union	съюз	union	N;INDF;MASC;SG	PROPN;NOM;SG
съюз	gewerkschaft	съюз	gewerkschaft	N;INDF;MASC;SG	ADJ
съюз	bündnis	съюз	bündnis	N;INDF;MASC;SG	
съюз	alliance	съюз	alliance	N;INDF;MASC;SG	PROPN;NOM;SG
съюз	allianz	съюз	allianz	N;INDF;MASC;SG	PROPN;NOM;SG
партия	feiern	партия	feiern	N;INDF;FEM;SG	V;NFIN
партия	feier	партия	feier	N;INDF;FEM;SG	
партия	party	партия	party	N;INDF;FEM;SG	PROPN
партия	partei	партия	partei	N;INDF;FEM;SG	
политик	politikerin	политик	politikerin	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
политик	politiker	политик	politik	N;INDF;MASC;SG	ADJ
брат	bruders	брат	bruders	N;INDF;MASC;SG	
брат	bruder	брат	bruder	N;INDF;MASC;SG	ADJ
работа	job	работа	jeben	N;INDF;FEM;SG	
работа	arbeiten	работа	arbeiten	N;INDF;FEM;SG	V;NFIN
работа	arbeitsplatz	работа	arbeitsplatz	N;INDF;FEM;SG	
голове	ziel	гол	ziel	N;INDF;MASC;PL	N;NOM;NEUT;SG
голове	zielsetzung	гол	zielsetzung	N;INDF;MASC;PL	ADJ
голове	zielsetzungen	гол	zielsetzehen	N;INDF;MASC;PL	V;NFIN
остров	island	остров	island	N;INDF;MASC;SG	PROPN;NOM;NEUT;SG
остров	isle	остров	isle	N;INDF;MASC;SG	PROPN;NOM;SG
председател	präsidenten	председател	präsident	N;INDF;MASC;SG	ADJ;PL
председател	vorsitzender	председател	vorsitzend	N;INDF;MASC;SG	ADJ
председател	präsident	председател	präsident	N;INDF;MASC;SG	ADJ
председател	präsidentin	председател	präsidentin	N;INDF;MASC;SG	ADJ
председател	vorsitzende	председател	vorsitzend	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
председател	vorsitzenden	председател	vorsitzend	N;INDF;MASC;SG	V;IND;PL;3;PST;FIN
председател	vorsitzender	председател	vorsitzend	N;INDF;MASC;SG	ADJ
председател	vorsitzende	председател	vorsitzend	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
председател	vorstandsvorsitzender	председател	vorstandsvorsitzender	N;INDF;MASC;SG	ADJ
председател	präsident	председател	präsident	N;INDF;MASC;SG	ADJ
председател	vorsitzender	председател	vorsitzend	N;INDF;MASC;SG	ADJ
среща	zeitpunkt	среща	zeitpunkt	N;INDF;FEM;SG	ADJ
среща	datum	среща	datum	N;INDF;FEM;SG	
среща	treffen	среща	treffen	N;INDF;FEM;SG	V;NFIN
среща	kennenlernen	среща	kennenlernen	N;INDF;FEM;SG	V;NFIN
среща	erfüllen	среща	erfüllen	N;INDF;FEM;SG	V;NFIN
среща	begegnen	среща	begegnen	N;INDF;FEM;SG	V;NFIN
среща	treffen	среща	treffen	N;INDF;FEM;SG	V;NFIN
среща	treffpunkt	среща	treffpunkt	N;INDF;FEM;SG	ADJ
среща	rendezvous	среща	rendezvous	N;INDF;FEM;SG	
групи	arbeitsgruppen	група	arbeitsgruppen	N;INDF;FEM;PL	V;NFIN
групи	fraktionen	група	fraktion	N;INDF;FEM;PL	V;NFIN
информация	info	информация	info	N;INDF;FEM;SG	
информация	informationen	информация	information	N;INDF;FEM;SG	V;NFIN
информация	infos	информация	infos	N;INDF;FEM;SG	
информация	information	информация	information	N;INDF;FEM;SG	ADJ
информация	informationen	информация	information	N;INDF;FEM;SG	V;NFIN
информация	auskunft	информация	auskunft	N;INDF;FEM;SG	ADJ
нови	neuen	нов	neu	ADJ;INDF;PL	ADJ;ACC;MASC;SG
нови	neues	нов	neu	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
включва	inklusive	включвам-(се)	inklusive	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADP
пъти	falten	път	falten	N;MASC	V;NFIN
пъти	fache	път	fache	N;MASC	
пъти	zeiten	път	zeiten	N;MASC	V;NFIN
пъти	male	път	malen	N;MASC	ADJ
пъти	mal	път	mal	N;MASC	ADV
пъти	times	път	times	N;MASC	PROPN;NOM;SG
писател	schriftsteller	писател	schriftsteller	N;INDF;MASC;SG	ADJ
писател	autorin	писател	autorin	N;INDF;MASC;SG	PROPN
писател	schriftstellerin	писател	schriftstellerin	N;INDF;MASC;SG	ADJ;NOM;FEM
писател	schriftsteller	писател	schriftsteller	N;INDF;MASC;SG	ADJ
писател	verfasser	писател	verfasser	N;INDF;MASC;SG	
писател	autorin	писател	autorin	N;INDF;MASC;SG	PROPN
писател	schriftstellerin	писател	schriftstellerin	N;INDF;MASC;SG	ADJ;NOM;FEM
херцог	herzog	херцог	herziehen	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
херцог	großherzog	херцог	großherzig	N;INDF;MASC;SG	PROPN;SG
херцог	duke	херцог	duke	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
министър	minister	министър	minister	N;INDF;MASC;SG	
министър	ministerin	министър	ministerin	N;INDF;MASC;SG	
цел	zielsetzung	цел	zielsetzung	N;INDF;FEM;SG	ADJ
цел	aim	цел	aim	N;INDF;FEM;SG	
цел	zielen	цел	zielen	N;INDF;FEM;SG	V;NFIN
цел	zweck	цел	zweck	N;INDF;FEM;SG	
цел	verwendungszweck	цел	verwendungszweck	N;INDF;FEM;SG	ADJ
цел	objektiv	цел	objektiv	N;INDF;FEM;SG	ADJ
цел	zielsetzung	цел	zielsetzung	N;INDF;FEM;SG	ADJ
цел	zielvorgabe	цел	zielvorgabe	N;INDF;FEM;SG	ADJ
цел	zielgruppe	цел	zielgruppe	N;INDF;FEM;SG	ADJ
цел	target	цел	targen	N;INDF;FEM;SG	
участие	einbeziehung	участие	einbeziehung	N;INDF;NEUT;SG	V;V.PTCP
участие	mitmachen	участие	mitmachen	N;INDF;NEUT;SG	V;NFIN
участие	teilnehmen	участие	teilnehmen	N;INDF;NEUT;SG	V;NFIN
участие	mitwirken	участие	mitwirken	N;INDF;NEUT;SG	V;NFIN
участие	beteiligen	участие	beteiligen	N;INDF;NEUT;SG	V;NFIN
участие	teilnahme	участие	teilnahme	N;INDF;NEUT;SG	ADV
османската	osmanischen	османски	osmanischen	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;PL
османската	osmanen	османски	osmanen	ADJ;DEF;FEM;SG	N;NOM;PL
османската	osmanische	османски	osmanische	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
никола	nicolas	никол	nicolas	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
никола	nicolás	никол	nicolás	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
никола	nikola	никол	nikola	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
никола	nicola	никол	nicola	PROPN;INDF;MASC;SG	PROPN;NOM;SG
море	meer	море	meer	N;INDF;NEUT;SG	ADJ
море	meer	море	meer	N;INDF;NEUT;SG	ADJ
пловдив	plovdiv	пловдив	plovdiv	PROPN;INDF;MASC;SG	PROPN
отбора	mannschaft	отбор	mannschaft	N;DEF;MASC;SG	ADJ
продължава	weiter	продължавам	weiter	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADV
продължава	weiterhin	продължавам	weiterhin	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADV
списък	verzeichnis	списък	verzeichnis	N;INDF;MASC;SG	
историята	vergangenheit	история	vergangenheit	N;DEF;FEM;SG	ADJ
историята	werdegang	история	werdegang	N;DEF;FEM;SG	
историята	geschichte	история	geschicht	N;DEF;FEM;SG	
брой	zählen	брой	zählen	N;INDF;MASC;SG	V;NFIN
брой	graf	брой	graf	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
брой	nummer	брой	nummer	N;INDF;MASC;SG	ADV
култура	kultur	култура	kultur	N;INDF;FEM;SG	
