przez	דרך	przez	דרך	ADP	
niemiecki	גרמנים	niemiecki	גרמני	ADJ;NOM;MASC;SG	N;MASC;PL
niemiecki	גרמניה	niemiecki	גרמניה	ADJ;NOM;MASC;SG	PROPN
kultury	תרבותית	kultura	תרבותי	N;GEN;FEM;SG	ADV
kultury	תרבותי	kultura	תרבותי	N;GEN;FEM;SG	ADJ;MASC;SG
kultury	תרבויות	kultura	תרבות	N;GEN;FEM;SG	N;FEM;PL
króla	המלך	król	המלך	N;ACC;MASC;SG	
króla	קינג	król	קינג	N;ACC;MASC;SG	PROPN
wtedy	ואז	wtedy	ואז	ADV	
postaci	דמויות	postać	דמות		N;FEM;PL
postaci	תווים	postać	תווים		N;MASC;PL
aktor	השחקן	aktor	השחקן	N;NOM;MASC;SG	PROPN
dni	ימי	dzień	יום	N;ACC;MASC;PL	PROPN
syn	בני	syn	בני	N;NOM;MASC;SG	PROPN
syn	בן	syn	בן	N;NOM;MASC;SG	PROPN
studia	מכללה	studia	מכללה	N;NOM;NEUT;PL	N;FEM;SG
studia	המכללה	studia	המכללה	N;NOM;NEUT;PL	
studia	לימודי	studia	לימודים	N;NOM;NEUT;PL	PROPN
studia	אולפן	studia	אולפן	N;NOM;NEUT;PL	N;MASC;SG
studia	סטודיו	studia	סטודיו	N;NOM;NEUT;PL	PROPN
większość	הרוב	większość	הרוב	N;NOM;FEM;SG	
większość	הכי	większość	הכי	N;NOM;FEM;SG	
większość	הרוב	większość	הרוב	N;NOM;FEM;SG	
gry	משחק	gra	משחק		N;MASC;SG
gry	המשחק	gra	המשחק		PROPN
gry	משחקים	gra	משחק		N;MASC;PL
turnieju	הטורניר	turniej	הטורניר	N;GEN;MASC;SG	PROPN
długości	אורך	długość	אורך	N;GEN;FEM;SG	
długości	האורך	długość	האורך	N;GEN;FEM;SG	PROPN
kobiet	נשים	kobieta	איש		N;FEM;PL
pierwsza	ראשון	pierwszy	ראשון	ADJ;NOM;FEM;SG	PROPN
pierwsza	קודם	pierwszy	קודם	ADJ;NOM;FEM;SG	ADV
pierwsza	ראשית	pierwszy	ראשית	ADJ;NOM;FEM;SG	ADV
pierwsza	תחילה	pierwszy	תחילה	ADJ;NOM;FEM;SG	ADV
wysokości	הייטס	wysokość	הייטס	N;GEN;FEM;SG	PROPN
wysokości	גבהים	wysokość	גבה	N;GEN;FEM;SG	N;MASC;PL
wyd	המהדורה	wyd	המהדורה		PROPN
wyd	מהדורה	wyd	מהדורה		N;FEM;SG
system	המערכת	system	המערך	N;ACC;MASC;SG	
józef	יוסף	józef	יוסף	PROPN;NOM;MASC;SG	PROPN
józef	יוזף	józef	יוזף	PROPN;NOM;MASC;SG	PROPN
zmarł	מת	zemrzeć	מת	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG
zmarł	מתו	zemrzeć	מת	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN
zmarł	מתה	zemrzeć	מת	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN
bar	בר	bar	בר	N;NOM;MASC;SG	
sztuki	אמנויות	sztuka	אמנות		N;FEM;PL
sztuki	אומנויות	sztuka	אומנות		N;FEM;PL
sztuki	אומנות	sztuka	אומנות		N;FEM;SG
sztuki	ארט	sztuka	ארט		PROPN
sztuki	אמנות	sztuka	אמנות		N;FEM;SG
numer	המספר	numer	המספר	N;NOM;MASC;SG	PROPN
gra	משחק	grać	משחק	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
gra	המשחק	grać	המשחק	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
gra	משחקת	grać	משחקה	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
gra	משחק	grać	משחק	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
gra	מנגן	grać	מנגן	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
maj	במאי	maj	במאי		N;MASC;SG
maj	מאי	maj	מאי		PROPN
maj	מאיה	maj	מאיה		PROPN
mimo	למרות	mimo	למרות		ADP
nagrody	גמול	nagroda	גמול	N;NOM;FEM;PL	PROPN
nagrody	פרס	nagroda	פרס	N;NOM;FEM;PL	PROPN
nagrody	פרס	nagroda	פרס	N;NOM;FEM;PL	PROPN
klasyfikacji	מיון	klasyfikacja	מיון	N;GEN;FEM;SG	
maria	מרי	maria	מרי	PROPN;NOM;FEM;SG	PROPN
maria	מארי	maria	מארי	PROPN;NOM;FEM;SG	PROPN
maria	מריה	maria	מריה	PROPN;NOM;FEM;SG	PROPN
ponieważ	כי	ponieważ	כי	PART	CONJ
ponieważ	בגלל	ponieważ	בגלל	PART	ADP
polskie	פוליש	polski	פוליש	ADJ;NOM;NEUT;SG	PROPN
polskie	לק	polski	לק	ADJ;NOM;NEUT;SG	
polskie	פולני	polski	פולני	ADJ;NOM;NEUT;SG	PROPN
polskie	הברקה	polski	הברקה	ADJ;NOM;NEUT;SG	N;FEM;SG
organizacji	הארגון	organizacja	הארגון	N;GEN;FEM;SG	PROPN
organizacji	ארגוני	organizacja	ארגון	N;GEN;FEM;SG	N;MASC;PL
organizacji	ארגונים	organizacja	ארגון	N;GEN;FEM;SG	N;MASC;PL
serii	סדרה	seria	סדרה		N;FEM;SG
serii	סידרה	seria	סדרה		N;FEM;SG
serii	סדרת	seria	סדרה		N;FEM;SG
kraków	קרקוב	krak	קרקוב	N;NOM;MASC;SG	PROPN
park	פארק	park	פארק	N;NOM;MASC;SG	PROPN
południowej	דרומי	południowy	דרומי	ADJ;GEN;FEM;SG	PROPN
południowej	דרומית	południowy	דרומי	ADJ;GEN;FEM;SG	ADV
południowej	דרום	południowy	דרום	ADJ;GEN;FEM;SG	N;MASC;SG
południowej	הדרומי	południowy	הדרום	ADJ;GEN;FEM;SG	PROPN
cztery	four	cztery	four	NUM;ACC;MASC;PL	
cztery	ארבעה	cztery	ארבעה	NUM;ACC;MASC;PL	NUM;MASC;SG
cztery	ארבע	cztery	ארבע	NUM;ACC;MASC;PL	NUM;FEM;SG
długość	אורך	długość	אורך	N;NOM;FEM;SG	
długość	האורך	długość	האורך	N;NOM;FEM;SG	PROPN
hasło	סיסמא	hasło	סיסמא	N;NOM;NEUT;SG	PROPN
hasło	הסיסמה	hasło	הסיסם	N;NOM;NEUT;SG	V;FEM;SG;3;PST;ACT
kluby	תלתן	klub	תלתן	N;NOM;MASC;PL	PROPN
informacje	מידע	informacja	מידע	N;NOM;FEM;PL	N;MASC;SG
informacje	מידע	informacja	מידע	N;NOM;FEM;PL	N;MASC;SG
informacje	אינפורמציה	informacja	אינפורמציה	N;NOM;FEM;PL	N;FEM;SG
domu	הביתה	dom	הביתה	N;GEN;MASC;SG	ADV
domu	הום	dom	הום	N;GEN;MASC;SG	
domu	בבית	dom	בבית	N;GEN;MASC;SG	
domu	הבית	dom	הבית	N;GEN;MASC;SG	ADV
domu	home	dom	home	N;GEN;MASC;SG	
domu	הבית	dom	הבית	N;GEN;MASC;SG	ADV
domu	האוס	dom	האוס	N;GEN;MASC;SG	PROPN
piotr	פיטר	piotr	פיטר	PROPN;NOM;MASC;SG	PROPN
piotr	פטרוס	piotr	פטרוס	PROPN;NOM;MASC;SG	PROPN
piotr	פטר	piotr	פטר	PROPN;NOM;MASC;SG	PROPN
piotr	פיוטר	piotr	פיוטר	PROPN;NOM;MASC;SG	PROPN
robert	רוברט	robert	רוברט	N;NOM;MASC;SG	PROPN
stan	סטאן	stan	סטאן	N;NOM;MASC;SG	PROPN
stan	סטן	stan	סטן	N;NOM;MASC;SG	PROPN
stan	המדינה	stan	המדין	N;NOM;MASC;SG	V;FEM;SG;3;PST;ACT
stan	תנאי	stan	תנאי	N;NOM;MASC;SG	
powiat	מחוז	powiat	מחוז		N;MASC;SG
powiat	מחוז	powiat	מחוז		N;MASC;SG
autor	תסריטאי	autor	תסריטאי	V;IPFV;IND;SG;PST;FIN;ACT	PROPN
autor	סופר	autor	סופר	V;IPFV;IND;SG;PST;FIN;ACT	N;MASC;SG
autor	סופרת	autor	סופר	V;IPFV;IND;SG;PST;FIN;ACT	N;FEM;SG
autor	מחבר	autor	מחבר	V;IPFV;IND;SG;PST;FIN;ACT	
autor	סופר	autor	סופר	V;IPFV;IND;SG;PST;FIN;ACT	N;MASC;SG
autor	שחיבר	autor	שחיבר	V;IPFV;IND;SG;PST;FIN;ACT	PROPN
północnej	צפונה	północny	צפון	ADJ;GEN;FEM;SG	ADV
północnej	הצפון	północny	הצפון	ADJ;GEN;FEM;SG	PROPN
północnej	צפון	północny	צפון	ADJ;GEN;FEM;SG	N;MASC;SG
północnej	צפון	północny	צפון	ADJ;GEN;FEM;SG	N;MASC;SG
powierzchnia	משטח	powierzchnia	משטח	N;NOM;FEM;SG	
powierzchnia	האזור	powierzchnia	האזור	N;NOM;FEM;SG	PROPN
anglii	באנגליה	anglia	באנגליה		PROPN
anglii	אנגליה	anglia	אנגליה		PROPN
jedna	אחת	jeden	אחת	ADJ;NOM;FEM;SG	NUM;FEM;SG
jedna	אחד	jeden	אחד	ADJ;NOM;FEM;SG	NUM;MASC;SG
akademii	אקדמיה	akademia	אקדמיה	N;GEN;FEM;SG	PROPN
wersja	גרסא	wersja	גרסא	N;NOM;FEM;SG	PROPN
hasła	סיסמא	hasło	סיסמא	N;NOM;NEUT;SG	PROPN
hasła	הסיסמה	hasło	הסיסם	N;NOM;NEUT;SG	V;FEM;SG;3;PST;ACT
hasła	הסיסמאות	hasło	הסיסמאות	N;NOM;NEUT;SG	N;FEM;PL
hasła	סיסמאות	hasło	סיסמה	N;NOM;NEUT;SG	N;FEM;PL
krzyż	קרוס	krzyż	קרוס	N;ACC;MASC;SG	PROPN
prawo	החוק	prawo	החוק	N;NOM;NEUT;SG	
prawo	משפטים	prawo	משפט	N;NOM;NEUT;SG	N;MASC;PL
prawo	ימני	prawo	ימני	N;NOM;NEUT;SG	ADJ;MASC;SG
prawo	צודק	prawo	צדק	N;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
prawo	נכון	prawo	נכון	N;NOM;NEUT;SG	ADJ;MASC;SG
der	דר	der	דר		PROPN
źródła	מקור	źródło	מקור	N;NOM;NEUT;PL	N;MASC;SG
źródła	המקור	źródło	המקור	N;NOM;NEUT;PL	
wersji	גרסא	wersja	גרסא	N;GEN;FEM;SG	PROPN
wersji	גרסאות	wersja	גרסה	N;GEN;FEM;SG	N;FEM;PL
zachód	המערב	zachód	המערב	N;NOM;MASC;SG	PROPN
zachód	ווסט	zachód	וסט	N;NOM;MASC;SG	PROPN
zachód	מערבה	zachód	מערבה	N;NOM;MASC;SG	ADV
zachód	וסט	zachód	וסט	N;NOM;MASC;SG	PROPN
wyniki	התוצאות	wynik	התוצאות	N;NOM;MASC;PL	N;FEM;SG
świecie	העולם	świat	העולם	N;DAT;MASC;SG	
walki	ריבים	walka	ריב	N;ACC;FEM;SG	N;MASC;PL
walki	קטטות	walka	קטט	N;ACC;FEM;SG	N;FEM;PL
walki	קרבות	walka	קרב	N;ACC;FEM;SG	N;MASC;PL
walki	קרבית	walka	קרבית	N;ACC;FEM;SG	ADV
walki	קרבי	walka	קרבי	N;ACC;FEM;SG	PROPN
walki	נלחם	walka	נלחם	N;ACC;FEM;SG	V;MASC;SG;MID
walki	נלחמים	walka	נלחם	N;ACC;FEM;SG	V;MASC;PL;V.PTCP;MID
jednostki	יחידה	jednostka	יחידה	N;NOM;FEM;PL	N;FEM;SG
van	ואן	van	ואן	PROPN;NOM;MASC;SG	PROPN
albumu	האלבום	album	האלבום		PROPN
albumu	אלבום	album	אלבום		N;MASC;SG
choć	למרות	choć	למרות		ADP
choć	למרות	choć	למרות		ADP
obszar	האזור	obszar	האזור	N;NOM;MASC;SG	PROPN
warunki	תנאי	warunki	תנאי	N;NOM;NEUT;PL	
warunki	תנאי	warunki	תנאי	N;NOM;NEUT;PL	
sędzia	השופט	sędzia	השופט	N;NOM;MASC;SG	PROPN
działania	פעילויות	działanie	פעילות	N;NOM;NEUT;SG	N;FEM;PL
działania	מעשים	działanie	מעשה	N;NOM;NEUT;SG	N;MASC;PL
działania	פעולות	działanie	פעולה	N;NOM;NEUT;SG	N;FEM;PL
world	עולם	world	עולם		N;MASC;SG
prawdopodobnie	סביר	prawdopodobnie	סביר	ADV	ADJ;MASC;SG
prawdopodobnie	סבירות	prawdopodobnie	סבירה	ADV	N;FEM;SG
prawdopodobnie	יתכן	prawdopodobnie	יתכן	ADV	V;SG;3;FUT
prawdopodobnie	ייתכן	prawdopodobnie	ייתכן	ADV	V
dzień	day	dzień	day	N;NOM;MASC;SG	
listy	רשימה	list	רשימה		N;FEM;SG
listy	הרשימה	list	הרשים		V;FEM;SG;3;PST;ACT
listy	אותיות	list	אות		N;FEM;PL
listy	מכתבים	list	מכתב		N;MASC;PL
listy	רשימות	list	רשימה		N;FEM;PL
san	סאן	san	סאן	PROPN;NOM;MASC;SG	PROPN
san	סן	san	סן	PROPN;NOM;MASC;SG	PROPN
wschód	מזרחה	wschód	מזרחה	N;NOM;MASC;SG	ADV
wschód	המזרח	wschód	המזרח	N;NOM;MASC;SG	PROPN
wschód	איסט	wschód	איסט	N;NOM;MASC;SG	PROPN
wschód	המזרחי	wschód	המזרח	N;NOM;MASC;SG	PROPN
rolę	התפקיד	rola	התפקיד	N;ACC;FEM;SG	V;PL;1;PST;ACT
wschodniej	המזרחי	wschodni	המזרח	ADJ;GEN;FEM;SG	PROPN
wschodniej	מזרח	wschodni	מזרח	ADJ;GEN;FEM;SG	N;MASC;SG
pułk	גדוד	pułka	גדוד	N;NOM;MASC;SG	PROPN
powstania	מרד	powstanie	מרד		N;MASC;SG
powstania	התקוממות	powstanie	התקוממות		N;FEM;SG
powstania	התקוממויות	powstanie	התקוממות		N;FEM;PL
artykułu	המאמר	artykuł	המאמר	N;GEN;MASC;SG	PROPN
prace	עבודה	praca	עבודה	N;NOM;FEM;PL	N;FEM;SG
prace	פועל	praca	פועל	N;NOM;FEM;PL	N;MASC;SG
prace	עובדת	praca	עובדה	N;NOM;FEM;PL	N;FEM;SG
prace	עובד	praca	עובד	N;NOM;FEM;PL	PROPN
kierunku	הכיוון	kierunek	הכיוון	N;GEN;MASC;SG	PROPN
kierunku	כיוון	kierunek	כיוון	N;GEN;MASC;SG	
prędkość	ספיד	prędkość	ספיד	N;NOM;FEM;SG	PROPN
kolei	מעקה	kolej	מעקה		N;MASC;SG
kolei	רכבות	kolej	רכבה		N;FEM;PL
francuski	צרפתי	francuski	צרפתי	ADJ;NOM;MASC;SG	PROPN
francuski	צרפתית	francuski	צרפתית	ADJ;NOM;MASC;SG	PROPN
francuski	צרפתים	francuski	צרפתי	ADJ;NOM;MASC;SG	N;MASC;PL
złoty	זהב	złoty	זהב		N;MASC;SG
złoty	גולדן	złoty	גולדן		PROPN
złoty	זהב	złoty	זהב		N;MASC;SG
złoty	גולד	złoty	גולד		PROPN
gol	יעד	gol	יעד	N;NOM;MASC;SG	
gol	גול	gol	גול	N;NOM;MASC;SG	PROPN
klasy	הכיתות	klasa	הכיתות	N;GEN;FEM;SG	N;FEM;PL
klasy	כיתות	klasa	כיתות	N;GEN;FEM;SG	N;FEM;PL
klasy	שיעורים	klasa	שיעור	N;GEN;FEM;SG	N;MASC;PL
klasy	קורסים	klasa	קורס	N;GEN;FEM;SG	N;MASC;PL
klasy	כיתות	klasa	כיתות	N;GEN;FEM;SG	N;FEM;PL
nagroda	פרס	nagroda	פרס	N;NOM;FEM;SG	PROPN
nagroda	גמול	nagroda	גמול	N;NOM;FEM;SG	PROPN
nagroda	פרס	nagroda	פרס	N;NOM;FEM;SG	PROPN
nagroda	פרס	nagroda	פרס	N;NOM;FEM;SG	PROPN
szkoła	לימודים	szkoła	לימודים	N;NOM;FEM;SG	N;MASC;PL
pułku	גדוד	pułka	גדוד	N;GEN;MASC;SG	PROPN
pułku	הגדודי	pułka	הגדודי	N;GEN;MASC;SG	PROPN
znany	ידוע	znany	ידוע	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;SG
znany	הידוע	znany	הידוע	V;IPFV;MASC;IND;SG;PST;FIN;ACT	
znany	ידועים	znany	ידוע	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;PL
znany	מפורסם	znany	מפורסם	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP;PASS
znany	מפורסמים	znany	מפורסם	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;PL
znany	המפורסם	znany	המפורסם	V;IPFV;MASC;IND;SG;PST;FIN;ACT	PROPN
znany	מפורסמות	znany	מפורסם	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;FEM;PL
znany	מפורסמת	znany	מפורסם	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;FEM;SG
każdy	כולם	każdy	None	DET;NOM;MASC;SG	N;MASC;PL
każdy	כולם	każdy	None	DET;NOM;MASC;SG	N;MASC;PL
każdy	מישהו	każdy	מישהו	DET;NOM;MASC;SG	N;MASC;SG
text	טקסט	text	טקסט		N;MASC;SG
text	הטקסט	text	הטקסט		PROPN
mapa	מפה	mapa	מפה		N;FEM;SG
raport	דווח	raport	דווח	N;NOM;MASC;SG	PROPN
raport	דוח	raport	דיווח	N;NOM;MASC;SG	
ani	אנני	ani	אנני	CONJ	PROPN
dowódca	המנהיג	dowódca	המנהיג	N;NOM;MASC;SG	PROPN
dowódca	קומנדר	dowódca	קומנדר	N;NOM;MASC;SG	PROPN
lidze	הליגה	liga	הליגה	N;DAT;FEM;SG	
komitetu	הוועדה	komitet	הוועד	N;GEN;MASC;SG	PROPN
komitetu	הוועד	komitet	הוועד	N;GEN;MASC;SG	
wody	מיים	woda	מיים	N;GEN;FEM;SG	PROPN
wody	מים	woda	מים	N;GEN;FEM;SG	N;MASC;PL
wody	ווטרס	woda	ווטרס	N;GEN;FEM;SG	PROPN
drużyny	צוות	drużyna	צוות	N;ACC;FEM;PL	N;FEM;SG
drużyny	קבוצה	drużyna	קבוצה	N;ACC;FEM;PL	N;FEM;SG
matki	אימהות	matka	אם	N;GEN;FEM;SG	N;FEM;PL
matki	אמהות	matka	אם	N;GEN;FEM;SG	N;FEM;PL
podział	התמוטטות	podziać	התמוטטות	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;FEM;SG
podział	פירוט	podziać	פירוט	V;PFV;MASC;IND;SG;PST;FIN;ACT	
podział	חטיבה	podziać	חטיבה	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;FEM;SG
podział	הדיוויזיה	podziać	הדיוויזיה	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN
podział	דיוויזיה	podziać	דיוויזיה	V;PFV;MASC;IND;SG;PST;FIN;ACT	N
podział	חלוקה	podziać	חלוקה	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;FEM;SG
podział	פיצול	podziać	פיצול	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;SG
xviii	xviii	Fviii	xviii		PROPN
siebie	לעצמי	siebie	לעצמי	PRO;GEN;REFL	
siebie	בעצמי	siebie	בעצמי	PRO;GEN;REFL	ADV
siebie	סלף	siebie	סלף	PRO;GEN;REFL	PROPN
siebie	בעצמך	siebie	בעצמך	PRO;GEN;REFL	ADV
siły	כח	siła	כוח	N;ACC;FEM;SG	
siły	פורס	siła	פורס	N;ACC;FEM;SG	PROPN
siły	כח	siła	כוח	N;ACC;FEM;SG	
siły	כוחות	siła	כוח	N;ACC;FEM;SG	N;MASC;PL
siły	הכוחות	siła	הכוחה	N;ACC;FEM;SG	N;FEM;PL
grał	שיחק	grać	שיחק	V;IPFV;MASC;IND;SG;PST;FIN;ACT	PROPN
grał	ניגן	grać	ניגן	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;SG
typ	סוג	typ	סוג		N;MASC;SG
wiki	ויקי	wik	ויקי		PROPN
prezydent	נשיאה	prezydent	נשיאה	N;NOM;MASC;SG	PROPN
prezydent	הנשיא	prezydent	הנשיא	N;NOM;MASC;SG	PROPN
książę	דוכס	książę	דוכס	N;NOM;MASC;SG	PROPN
książę	נסיך	książę	נסיך	N;NOM;MASC;SG	PROPN
książę	פרינס	książę	פרינס	N;NOM;MASC;SG	PROPN
książę	הנסיך	książę	הנסיך	N;NOM;MASC;SG	PROPN
mistrz	מאסטר	mistrz	מאסטר	N;NOM;MASC;SG	PROPN
mistrz	אדון	mistrz	אדון	N;NOM;MASC;SG	
mistrz	מסטר	mistrz	מסטר	N;NOM;MASC;SG	PROPN
pochodzenia	המקור	pochodzić	המקור	N;GEN;NEUT;SG	
biskup	בישופ	biskup	בישופ	N;NOM;MASC;SG	PROPN
biskup	בישוף	biskup	בישוף	N;NOM;MASC;SG	PROPN
wielki	ביג	wielki	ביג	ADJ;NOM;MASC;SG	
wielki	גדולים	wielki	גדול	ADJ;NOM;MASC;SG	ADJ;MASC;PL
ulicy	סטריט	ulica	סטריט	N;DAT;FEM;SG	PROPN
liście	משאיר	liść	השאיר		V;MASC;SG;V.PTCP;ACT
liście	עלים	liść	על		N;MASC;PL
ciała	הגוף	ciało	הגוף	N;GEN;NEUT;SG	
ciała	גופים	ciało	גוף	N;GEN;NEUT;SG	N;MASC;PL
ciała	גופות	ciało	גופה	N;GEN;NEUT;SG	N;FEM;PL
pozycja	הפריט	pozycja	הפריט	N;NOM;FEM;SG	V;MASC;SG;3;PST;ACT
stacji	תחנות	stacja	תחנה	N;GEN;FEM;SG	N;FEM;PL
stacji	התחנות	stacja	התחנה	N;GEN;FEM;SG	N;FEM;PL
nic	כלום	nic	כלום	PRO;GEN;NEUT;SG	N;MASC;SG
komisji	עמלות	komisja	עמלה	N;GEN;FEM;SG	N;FEM;PL
rzeki	ריבר	rzeka	ריבר		PROPN
rzeki	נהר	rzeka	נהר		PROPN
rzeki	נהרות	rzeka	נהרה		N;MASC;PL
rzeki	ריברס	rzeka	ריברס		PROPN
gen	גן	gen	גן		N;MASC;SG
dobrze	טוב	dobrze	טוב	ADV	ADJ;MASC;SG
dobrze	יופי	dobrze	יופי	ADV	PROPN
hrabstwo	המחוז	hrabstwo	המחוז	N;NOM;NEUT;SG	
hrabstwo	הפלך	hrabstwo	הפלך	N;NOM;NEUT;SG	PROPN
david	דויד	david	דויד	PROPN;NOM;MASC;SG	PROPN
david	דיוויד	david	דיוויד	PROPN;NOM;MASC;SG	PROPN
david	דיויד	david	דיויד	PROPN;NOM;MASC;SG	PROPN
david	דייוויד	david	דייוויד	PROPN;NOM;MASC;SG	PROPN
david	דוד	david	דוד	PROPN;NOM;MASC;SG	PROPN
david	דייויד	david	דייויד	PROPN;NOM;MASC;SG	PROPN
budynek	בונה	budynek	בנה	N;NOM;MASC;SG	
istnieje	קיים	istnieć	קיים	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG
istnieje	קיימת	istnieć	קיים	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;SG
wydany	שוחרר	wydać	שוחרר	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST;PASS
wydany	שוחררו	wydać	שוחרר	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PL;3;PST;PASS
wydany	משוחרר	wydać	משוחרר	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
wydany	שוחררה	wydać	שוחרר	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;3;PST;PASS
wydany	הוציא	wydać	הוציא	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
prawie	כמעט	prawie	כמעט	PART	ADV
prawie	כמעט	prawie	כמעט	PART	ADV
przeszedł	חלף	przejść	חלף	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN
przeszedł	עבר	przejść	עבר	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;SG
adam	אדם	adam	אדם	PROPN;NOM;MASC;SG	N;MASC;SG
saint	הקדוש	saint	הקדוש		PROPN
saint	קדושה	saint	קדוש		PROPN
dom	הביתה	dom	הביתה	N;NOM;MASC;SG	ADV
dom	הום	dom	הום	N;NOM;MASC;SG	
dom	בבית	dom	בבית	N;NOM;MASC;SG	
dom	הבית	dom	הבית	N;NOM;MASC;SG	ADV
dom	home	dom	home	N;NOM;MASC;SG	
dom	דום	dom	דום	N;NOM;MASC;SG	PROPN
dom	הבית	dom	הבית	N;NOM;MASC;SG	ADV
dom	האוס	dom	האוס	N;NOM;MASC;SG	PROPN
port	נמל	port	נמל		PROPN
port	פורט	port	פורט		PROPN
pow	פאו	pow	פאו		PROPN
razy	הטיימס	raz	הטיימס	N;ACC;MASC;PL	PROPN
razy	טיימס	raz	טיימס	N;ACC;MASC;PL	PROPN
zdjęcia	צילום	zdjęcie	צילום	N;NOM;NEUT;PL	PROPN
zdjęcia	תמונה	zdjęcie	תמונה	N;NOM;NEUT;PL	N;FEM;SG
dyskusji	דיונים	dyskusja	דיון	N;GEN;FEM;SG	N;MASC;PL
najlepszy	best	dobry	best	ADJ;NOM;CMPR;MASC;SG	
dane	דיין	dana	דיין	N;NOM;FEM;PL	PROPN
dane	מידע	dana	מידע	N;NOM;FEM;PL	N;MASC;SG
dane	דאטה	dana	דאטה	N;NOM;FEM;PL	PROPN
tom	טום	tom	טום		PROPN
tom	תום	tom	תום		PROPN
związek	יחסים	związek	יחסים	N;NOM;MASC;SG	N;MASC;PL
związek	זוגיות	związek	זוגית	N;NOM;MASC;SG	N;FEM;PL
związek	האיחוד	związek	האיחוד	N;NOM;MASC;SG	PROPN
podziału	השיתוף	podział	השיתוף	N;GEN;MASC;SG	PROPN
podziału	משתפת	podział	משתף	N;GEN;MASC;SG	V;FEM;SG;V.PTCP
podziału	משתף	podział	שיתף	N;GEN;MASC;SG	V;MASC;SG;V.PTCP;ACT
obrony	הגנה	obrona	הגנה		N;FEM;SG
obrony	הגנה	obrona	הגנה		N;FEM;SG
grand	גרנד	grand	גרנד		PROPN
grand	גראנד	grand	גראנד		PROPN
zmiany	משתנה	zmiana	השתנה	N;ACC;FEM;PL	V;MASC;SG;V.PTCP
zmiany	שינויי	zmiana	שינוי	N;ACC;FEM;PL	ADJ;MASC;PL
zmiany	שינוי	zmiana	שינוי	N;ACC;FEM;PL	N;MASC;SG
zmiany	עודף	zmiana	עודף	N;ACC;FEM;PL	
brązowy	בראון	brązowy	בראון	ADJ;NOM;MASC;SG	PROPN
brązowy	חומה	brązowy	חומה	ADJ;NOM;MASC;SG	PROPN
brązowy	חומות	brązowy	חומה	ADJ;NOM;MASC;SG	N;FEM;PL
brązowy	חום	brązowy	חום	ADJ;NOM;MASC;SG	
rząd	הממשלה	rząd	הממשלה	N;NOM;MASC;SG	PROPN
ostatni	אחרונות	ostatni	אחרון	ADJ;NOM;MASC;SG	N;FEM;PL
ostatni	האחרון	ostatni	האחרון	ADJ;NOM;MASC;SG	PROPN
ostatni	אחרונים	ostatni	אחרון	ADJ;NOM;MASC;SG	ADJ;MASC;PL
bieg	הילוך	bieg	הילוך	N;NOM;MASC;SG	PROPN
kolor	הצבע	kolor	הצבע	N;NOM;MASC;SG	
zawiera	מכילות	zawierać	מכילה	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;PL;V.PTCP
zawiera	מכיל	zawierać	הכיל	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
zawiera	מכילה	zawierać	הכיל	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
