seattle	سياتل	settlli	سِيَاتِل	N;NOM;MASC;SG	
izračunati	حساب	izračunati	حِسَاب	V;NFIN	N;NOM;INDF;SG
julie	جولى	juliti	جولى	N;NOM;FEM;SG	
julie	جولي	juliti	جولي	N;NOM;FEM;SG	
terminal	طرفية	terminal	طَرَفِيّ	N;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
terminal	الطرفية	terminal	طَرَفِيّ	N;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
susrete	المواجهات	susret	مُوَاجَهَة	N;ACC;MASC;PL	N;NOM;DEF;PL
susrete	مواجهات	susret	مُوَاجَهَة	N;ACC;MASC;PL	N;NOM;INDF;PL
susrete	لقاءات	susret	لِقَاء	N;ACC;MASC;PL	N;NOM;INDF;PL
susrete	اللقاءات	susret	لِقَاء	N;ACC;MASC;PL	N;NOM;DEF;PL
dano	نظرا	dati	نَظَر	ADJ;NOM;NEUT;SG;V.PTCP;PASS	N;ACC;INDF;SG
nacisti	نازي	nacistiti	نازي	N;NOM;MASC;PL	
nacisti	النازي	nacistiti	نَازِي	N;NOM;MASC;PL	
nacisti	النازية	nacistiti	نَازِيَّة	N;NOM;MASC;PL	N;NOM;DEF;SG
pouzdano	موثوق	pouzdano	مَوثُوق	ADV	ADJ;NOM;INDF;MASC;SG
pouzdano	موثوقة	pouzdano	مَوثُوق	ADV	ADJ;NOM;INDF;FEM;SG
uređaje	الاجهزة	uređaj	جِهَاز	N;ACC;MASC;PL	N;NOM;DEF;PL
uređaje	اجهزة	uređaj	جِهَاز	N;ACC;MASC;PL	N;NOM;INDF;PL
imenovanje	التعيينات	imenovanje	تَعيِين	N;NOM;NEUT;SG	N;NOM;DEF;PL
planiranja	التخطيط	planiranje	تَخطِيط	N;NOM;NEUT;PL	N;NOM;DEF;SG
planiranja	تخطيط	planiranje	تَخطِيط	N;NOM;NEUT;PL	N;NOM;INDF;SG
galeb	النورس	galeb	النورس	N;NOM;MASC;SG	
galeb	النورس	galeb	النورس	N;NOM;MASC;SG	
galeb	نورس	galeb	نورس	N;NOM;MASC;SG	
kuba	كوبا	kub	كُوبَا	PROPN;NOM;FEM;SG	
ajax	اياكس	ajax	أَيَاكس	N;NOM;MASC;SG	
vlage	الرطوبة	vlaga	رُطُوبَة	N;NOM;FEM;PL	N;NOM;DEF;SG
vlage	الرطوبة	vlaga	رُطُوبَة	N;NOM;FEM;PL	N;NOM;DEF;SG
zaštićen	محمية	zaštititi	محمية	ADJ;NOM;MASC;SG;V.PTCP;PASS	N;NOM;INDF;SG
mode	ازياء	moda	زِيّ	N;NOM;FEM;SG	
kanadska	كندا	kanadski	كَنَدَا	ADJ;NOM;DEF;FEM;SG	
kanadska	كندي	kanadski	كَنَدِيّ	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
kanadska	كندية	kanadski	كَنَدِيّ	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
kanadska	الكندي	kanadski	كَنَدِيّ	ADJ;NOM;DEF;FEM;SG	N;NOM;DEF;SG
izjavu	بيان	izjava	بَيَان	N;ACC;FEM;SG	N;NOM;INDF;SG
izjavu	البيان	izjava	بَيَان	N;ACC;FEM;SG	N;NOM;DEF;SG
meek	وديع	meek	وديع	PROPN;NOM;MASC;SG	
kvalitetno	النوعية	kvalitetno	نَوعِيَّة	ADV	N;NOM;DEF;SG
kvalitetno	جودة	kvalitetno	جَودَة	ADV	N;NOM;INDF;SG
kvalitetno	الجودة	kvalitetno	جَودَة	ADV	N;NOM;DEF;SG
opisa	الوصف	opis	وَصف	N;GEN;MASC;SG	N;NOM;DEF;SG
opisa	وصف	opis	وَصَف	N;GEN;MASC;SG	V;PFV;MASC;SG;3;ACT
ulicu	ستريت	ulica	سترِيت	N;ACC;FEM;SG	
ulicu	الشارع	ulica	شَارِع	N;ACC;FEM;SG	N;NOM;DEF;SG
ulicu	شارع	ulica	شَارِع	N;ACC;FEM;SG	N;NOM;INDF;SG
romeo	روميو	rome	رُومِيُو	N;NOM;MASC;SG	
pojedinac	فرد	pojedinac	فَرد	ADJ;NOM;INDF;MASC;SG	N;NOM;INDF;SG
pojedinac	الفردية	pojedinac	فَردِيّ	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
pojedinac	الفرد	pojedinac	فَرد	ADJ;NOM;INDF;MASC;SG	N;NOM;DEF;SG
cox	كوكس	cox	كُوكس	PROPN;NOM;MASC;SG	
dozvola	اسمح	dozvola	أَسمَح	N;NOM;FEM;SG	PRO;NOM;MASC;SG;2
meksička	مكسيكية	meksički	مكسيكية	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
meksička	مكس	meksički	مَكس	ADJ;NOM;DEF;FEM;SG	
meksička	المكسيكي	meksički	مَكسِيكِيّ	ADJ;NOM;DEF;FEM;SG	N;NOM;DEF;SG
meksička	مكسيكي	meksički	مكسيكي	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
ovce	الخروف	ovac	خَرف	N;NOM;FEM;PL	N;NOM;DEF;SG
ovce	خروف	ovac	خَرف	N;NOM;FEM;PL	
ovce	الغنم	ovac	غَنَم	N;NOM;FEM;PL	N;NOM;DEF;SG
vita	فيتا	vito	فِيتَا	N;NOM;MASC;SG	
blagoslov	النعم	blagoslov	نِعم	N;NOM;MASC;SG	
blagoslov	برك	blagoslov	بَرَك	N;NOM;MASC;SG	
blagoslov	بركات	blagoslov	بَرَكَة	N;NOM;MASC;SG	
nafta	بترول	nafta	بِترُول	N;NOM;FEM;SG	
zvono	بيل	zvono	بِيل	N;NOM;NEUT;SG	
majstori	الماجستير	majstor	الماجستير	N;NOM;MASC;PL	N;NOM;DEF;SG
izgubljena	خسرت	izgubiti	خَسِر	ADJ;NOM;DEF;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
izgubljena	خسر	izgubiti	خَسِر	ADJ;NOM;DEF;FEM;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
izgubljena	فقدت	izgubiti	فَقَد	ADJ;NOM;DEF;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
izgubljena	ضاع	izgubiti	ضَاع	ADJ;NOM;DEF;FEM;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
izgubljena	ضائع	izgubiti	ضَائِع	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
nož	سكينة	nož	سَكِينَة	N;NOM;MASC;SG	
nož	سكين	nož	سَكَين	N;NOM;MASC;SG	
migracije	هجرة	migracija	هِجرَة	N;NOM;FEM;PL	N;NOM;INDF;SG
migracije	الهجرة	migracija	هِجرَة	N;NOM;FEM;PL	N;NOM;DEF;SG
todd	تود	todd	تود	PROPN;NOM;MASC;SG	
nintendo	نينتندو	nintendo	نينتندو	N;NOM;MASC;SG	
promijenjen	تغيرت	promijeniti	تَغَيَّر	ADJ;NOM;MASC;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
promijenjen	تغير	promijeniti	تَغَيُّر	ADJ;NOM;MASC;SG;V.PTCP;PASS	N;NOM;INDF;SG
dina	دينا	din	دينا	N;NOM;FEM;SG	
lug	عروة	lug	عَروَة	N;NOM;MASC;SG	
tragedije	الماسي	tragedija	مَاسِيّ	N;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
tragedije	ماسي	tragedija	ماسي	N;NOM;FEM;PL	
civilna	مدنية	civilan	مَدَنِيّ	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
civilna	الاهلي	civilan	الاهلي	ADJ;NOM;DEF;FEM;SG	
bridge	بريدج	bridge	بريدج	N;NOM;MASC;SG	
mila	ميلا	mil	مِيل	N;NOM;FEM;SG	
sličnost	التشابه	sličnost	تَشَابُه	N;NOM;FEM;SG	
sličnost	التشابه	sličnost	تَشَابُه	N;NOM;FEM;SG	
vermont	فيرمونت	vermont	فيرمونت	N;NOM;MASC;SG	
dozvole	رخص	dozvola	رُخص	N;NOM;FEM;PL	N;NOM;INDF;SG
poslana	ارسلت	poslati	أَرسَل	ADJ;NOM;DEF;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;PASS
poslana	ارسل	poslati	أَرسَل	ADJ;NOM;DEF;FEM;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
prizor	بصر	prizor	بِصر	N;NOM;MASC;SG	
trbuh	معدة	trbuh	مُعَدّ	N;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
trbuh	بطن	trbuh	بَطن	N;NOM;MASC;SG	
trbuh	بطني	trbuh	بطني	N;NOM;MASC;SG	
casa	كاسا	casa	كَاس	N;NOM;MASC;SG	
casa	كازا	casa	كَاز	N;NOM;MASC;SG	
clinton	كلينتون	clinton	كلِينتُون	PROPN;NOM;MASC;SG	
clinton	كلنتون	clinton	كلنتون	PROPN;NOM;MASC;SG	
orijentacija	توجه	orijentacija	تَوَجَّه	N;NOM;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
kupi	اشتري	kupiti	أَشتَر	V;IMP;SG;2;FIN	
kupi	شراء	kupiti	شِرَاء	V;IMP;SG;2;FIN	N;NOM;INDF;SG
zaposlenika	موظف	zaposlenik	مُوَظَّف	N;ACC;MASC;PL	N;NOM;INDF;SG
zaposlenika	الموظف	zaposlenik	مُوَظَّف	N;ACC;MASC;PL	N;NOM;DEF;SG
zaposlenika	موظفة	zaposlenik	مُوَظَّف	N;ACC;MASC;PL	N;NOM;INDF;SG
zaposlenika	العاملون	zaposlenik	عَامِل	N;ACC;MASC;PL	N;NOM;DEF;PL
zaposlenika	موظفين	zaposlenik	مُوَظَّف	N;ACC;MASC;PL	N;NOM;INDF;PL
zaposlenika	الموظفون	zaposlenik	مُوَظَّف	N;ACC;MASC;PL	N;NOM;DEF;PL
zaposlenika	الموظفين	zaposlenik	مُوَظَّف	N;ACC;MASC;PL	N;NOM;DEF;PL
gospodari	لوردات	gospodar	لوردات	N;NOM;MASC;PL	
gospodari	الماجستير	gospodar	الماجستير	N;NOM;MASC;PL	N;NOM;DEF;SG
aktivist	ناشطة	aktivist	نَاشِطَة	N;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
padovi	بادوا	pad	بَاد	N;DAT;FEM;SG	V;PFV;MASC;PL;3;ACT
uništi	دمر	unište	دَمَّر	V;IMP;SG;2;FIN	V;PFV;MASC;SG;3;ACT
uništi	تدمير	unište	تَدمِير	V;IMP;SG;2;FIN	N;NOM;INDF;SG
uništi	تدمر	unište	دَمَّر	V;IMP;SG;2;FIN	
potrošača	المستهلك	potrošač	مُستَهلِك	N;ACC;MASC;SG	N;NOM;DEF;SG
laser	ليزر	laser	ليزر	N;NOM;MASC;SG	
vanja	فانيا	vanjati	فَانِيّ	PROPN;NOM;MASC;SG	ADJ;ACC;INDF;MASC;SG
zvuči	اصوات	zvučiti	صَوت	V;IND;SG;3;PRS;FIN	N;NOM;INDF;PL
parametar	ضابطة	parametar	ضَابِط	N;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
parametar	المعامل	parametar	مُعَامِل	N;NOM;MASC;SG	N;NOM;DEF;PL
udaraca	اللكمات	udarac	لِكمَة	N;GEN;MASC;PL	N;NOM;DEF;PL
zidove	اسوار	zid	سُور	N;ACC;MASC;PL	
zidove	الحوائط	zid	حَائِط	N;ACC;MASC;PL	N;NOM;DEF;PL
zidove	الحيطان	zid	حِيطَان	N;ACC;MASC;PL	
zidove	جدران	zid	جِدرَان	N;ACC;MASC;PL	
zidove	الجدران	zid	جِدَار	N;ACC;MASC;PL	N;NOM;DEF;PL
civilni	مدنية	civilan	مَدَنِيّ	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;FEM;SG
civilni	مدني	civilan	مَدَنِيّ	ADJ;NOM;DEF;MASC;SG	
civilni	المدنيون	civilan	مَدَنِيّ	ADJ;NOM;DEF;MASC;SG	N;NOM;DEF;PL
betty	بيتى	betty	بِيتِي	PROPN;NOM;MASC;SG	
betty	بيتي	betty	بِيتِي	PROPN;NOM;MASC;SG	
radikalne	جذري	radikalan	جِذرِيّ	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG
radikalne	جذرية	radikalan	جِذرِيّ	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;FEM;SG
radikalne	متطرف	radikalan	مُتَطَرِّف	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG
magnus	ماغنوس	magnus	ماغنوس	N;NOM;MASC;SG	
magnus	ماجنوس	magnus	ماجنوس	N;NOM;MASC;SG	
obožavatelji	المعجبين	obožavatelj	مَعجِب	N;NOM;MASC;PL	ADJ;ACC;DEF;MASC;PL
obožavatelji	معجبين	obožavatelj	مُعَجِّب	N;NOM;MASC;PL	ADJ;NOM;INDF;MASC;PL
obožavatelji	لعشاق	obožavatelj	لعشاق	N;NOM;MASC;PL	N;GEN;DEF;SG
obožavatelji	انصار	obožavatelj	أَنصَار	N;NOM;MASC;PL	
guma	مطاطية	guma	مطاطية	N;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
guma	الاطارات	guma	إِطَار	N;NOM;FEM;SG	N;NOM;DEF;PL
guma	اطارات	guma	إِطَار	N;NOM;FEM;SG	N;NOM;INDF;PL
janice	جانيس	janica	جَانُوس	N;NOM;FEM;PL	
janice	جينيس	janica	جِينِيس	N;NOM;FEM;PL	
snimljeno	صورت	snimiti	صُورت	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
poboljšati	تحسين	poboljšati	تَحسِين	V;NFIN	N;NOM;INDF;SG
pakistanu	باكستان	pakistan	بَاكِستَان	N;DAT;MASC;SG	N;NOM;INDF;SG
dawson	دوسن	dawson	دُوسن	PROPN;NOM;MASC;SG	
ograničene	المحدود	ograničen	مَحدُود	ADJ;NOM;DEF;FEM;PL;V.PTCP	ADJ;NOM;DEF;MASC;SG
ograničene	محدود	ograničen	مَحدُود	ADJ;NOM;DEF;FEM;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG
ograničene	محدودا	ograničen	مَحدُود	ADJ;NOM;DEF;FEM;PL;V.PTCP	ADJ;ACC;INDF;MASC;SG
ograničene	محدودة	ograničen	مَحدُود	ADJ;NOM;DEF;FEM;PL;V.PTCP	ADJ;NOM;INDF;FEM;SG
ograničene	محدودية	ograničen	مَحدُودِيَّة	ADJ;NOM;DEF;FEM;PL;V.PTCP	N;NOM;INDF;SG
prijatelju	صديق	prijatelj	صَدِيق	N;DAT;MASC;SG	N;NOM;INDF;SG
prijatelju	الصديق	prijatelj	صَدِيق	N;DAT;MASC;SG	N;NOM;DEF;SG
prijatelju	صديقي	prijatelj	صديقي	N;DAT;MASC;SG	
stvorenja	المخلوقات	stvorenje	مَخلُوق	N;NOM;NEUT;PL	ADJ;NOM;DEF;FEM;PL
stvorenja	مخلوقات	stvorenje	مُخلَوِق	N;NOM;NEUT;PL	ADJ;NOM;INDF;FEM;PL
rome	r	rom	لَ	N;NOM;MASC;SG	
izvući	الاستخراج	izvući	اِستِخرَاج	ADV	N;NOM;DEF;SG
izvući	استخراج	izvući	اِستِخرَاج	ADV	N;NOM;INDF;SG
izvući	استخرج	izvući	اِستَخرَج	ADV	V;PFV;MASC;SG;3;ACT
izvući	استخلاص	izvući	اِستِخلَاص	ADV	N;NOM;INDF;SG
zviježđa	الابراج	zviježđe	بَرَج	N;NOM;NEUT;PL	N;NOM;DEF;SG
psihološki	نفسية	psihološki	نَفسِيّ	ADV	ADJ;NOM;INDF;FEM;SG
psihološki	النفسية	psihološki	النفسية	ADV	
rgb	rgb	rgb	أَثَه	N	
alma	الما	alma	أَلِمّ	N;NOM;FEM;SG	
newman	نيومان	newman	نِيُومَان	PROPN;NOM;MASC;SG	
opasan	خطر	opasan	خَطَر	ADJ;NOM;INDF;MASC;SG	N;NOM;INDF;SG
istanbulu	اسطنبول	istanbul	اسطنبول	N;DAT;MASC;SG	
kontinentu	القارة	kontinent	قَارَّة	N;DAT;MASC;SG	N;NOM;DEF;SG
kontinentu	قارة	kontinent	قَارَّة	N;DAT;MASC;SG	N;NOM;INDF;SG
muško	ذكرا	muški	ذِكر	ADJ;NOM;DEF;NEUT;SG	N;ACC;INDF;SG
muško	الذكر	muški	ذِكر	ADJ;NOM;DEF;NEUT;SG	N;NOM;DEF;SG
muško	ذكر	muški	ذَكَر	ADJ;NOM;DEF;NEUT;SG	V;PFV;MASC;SG;3;ACT
muško	الذكور	muški	ذُكُور	ADJ;NOM;DEF;NEUT;SG	N;NOM;DEF;PL
muško	ذكور	muški	ذَكّ	ADJ;NOM;DEF;NEUT;SG	N;NOM;INDF;PL
norma	نورما	norma	نورما	N;NOM;FEM;SG	
prodano	تباع	prodano	أَبَاع	ADJ;NOM;NEUT;SG;V.PTCP;PASS	V;IPFV;FEM;IND;SG;3;FIN;PASS
prodano	بيعت	prodano	بَيع	ADJ;NOM;NEUT;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;PASS
prodano	بيع	prodano	بَيع	ADJ;NOM;NEUT;SG;V.PTCP;PASS	N;NOM;INDF;SG
prodano	بعت	prodano	بَعَى	ADJ;NOM;NEUT;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
prodano	باع	prodano	بَاع	ADJ;NOM;NEUT;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
piano	بيانو	piano	بيانو	N;NOM;MASC;SG	
pravosuđa	القضاء	pravosuđe	قَضَاء	N;NOM;NEUT;PL	N;NOM;DEF;SG
gaze	الشاش	gaza	الشاش	N;NOM;FEM;PL	N;NOM;DEF;SG
gaze	غزة	gaza	غَزَّة	N;NOM;FEM;PL	N;NOM;INDF;SG
wade	ويد	wada	وَيِّد	PROPN;NOM;MASC;SG	
wade	وايد	wada	وايد	PROPN;NOM;MASC;SG	
niš	نيش	niš	نَاشِي	N;NOM;MASC;SG	
escobar	اسكوبار	escobar	اسكوبار	N;NOM;MASC;SG	
disco	ديسكو	disco	ديسكو	N;NOM;MASC;SG	
adresu	العنوان	adresa	عُنوَان	N;ACC;FEM;SG	N;NOM;DEF;SG
adresu	عنوان	adresa	عُنوَان	N;ACC;FEM;SG	N;NOM;INDF;SG
misleći	افكر	misliti	افكر	ADV;RL;V.CVB	
misleći	التفكير	misliti	تَفكِير	ADV;RL;V.CVB	N;NOM;DEF;SG
misleći	تفكير	misliti	تَفكِير	ADV;RL;V.CVB	N;NOM;INDF;SG
misleći	تفكر	misliti	فَكَّر	ADV;RL;V.CVB	V;IPFV;MASC;IND;SG;2;FIN;ACT
zore	داون	zora	دَان	N;NOM;FEM;PL	
zore	الفجر	zora	فَجر	N;NOM;FEM;PL	N;NOM;DEF;SG
zore	فجر	zora	فَجر	N;NOM;FEM;PL	N;NOM;INDF;SG
glasove	اصوات	glas	صَوت	N;ACC;MASC;PL	N;NOM;INDF;PL
glasove	الاصوات	glas	صَوت	N;ACC;MASC;PL	N;NOM;DEF;PL
glasove	اصوات	glas	صَوت	N;ACC;MASC;PL	N;NOM;INDF;PL
glasove	الاصوات	glas	صَوت	N;ACC;MASC;PL	N;NOM;DEF;PL
neda	نيد	nedati	نيد	INTJ	
trave	العشب	trava	عَشَبَة	N;NOM;FEM;PL	N;NOM;DEF;SG
trave	عشب	trava	عَشِبَ	N;NOM;FEM;PL	
trave	الحشيش	trava	الحشيش	N;NOM;FEM;PL	N;NOM;DEF;SG
opremljeni	مجهزة	opremljen	مُجَهَّز	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;NOM;INDF;FEM;SG
opremljeni	مجهز	opremljen	مَجهَز	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG
tenkove	دبابات	tenk	دَبَّابَة	N;ACC;MASC;PL	N;NOM;INDF;PL
tenkove	الدبابات	tenk	دَبَّابَة	N;ACC;MASC;PL	N;NOM;DEF;PL
tenkove	الخزانات	tenk	خِزَانَة	N;ACC;MASC;PL	N;NOM;DEF;PL
jaguar	جاكوار	jaguar	جاكوار	N;NOM;MASC;SG	
jaguar	الفهد	jaguar	الفهد	N;NOM;MASC;SG	
jaguar	جاغوار	jaguar	جاغوار	N;NOM;MASC;SG	
zadovoljan	راضي	zadovoljan	راضي	ADJ;NOM;INDF;MASC;SG	
zadovoljan	راض	zadovoljan	رَاضِي	ADJ;NOM;INDF;MASC;SG	
zadovoljan	رضيت	zadovoljan	رضيت	ADJ;NOM;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
zadovoljan	يسر	zadovoljan	سَرّ	ADJ;NOM;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
hana	هناء	hana	هِنَاء	N;NOM;FEM;SG	
hana	هان	hana	هان	N;NOM;FEM;SG	
hana	هانا	hana	هانا	N;NOM;FEM;SG	
hana	حنا	hana	حنا	N;NOM;FEM;SG	
halen	هالين	halen	هالين	N;NOM;MASC;SG	
marvin	مارفن	marvin	مارفن	N;NOM;MASC;SG	
očekivati	اتوقع	očekivati	اتوقع	V;NFIN	
vraćena	اعيدت	vraćen	أَعَاد	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;PASS
upravljati	ادارة	upravljati	إِدَارَة	V;NFIN	N;NOM;INDF;SG
arhitekti	المعماريين	arhitekt	مُعَمَّار	N;NOM;MASC;PL	ADJ;NOM;DEF;MASC;PL
zlatan	زلاتان	zlatan	زلاتان	N;NOM;MASC;SG	
izlaganje	تعرض	izlaganje	عَرَض	N;NOM;NEUT;SG	V;PFV;MASC;SG;3;ACT
osjetila	الحواس	osjetiti	حِوَاس	V;FEM;SG;PST;V.PTCP;ACT	N;NOM;DEF;PL
cola	الكوكا	col	الكوكا	N;NOM;FEM;SG	
cola	كوكا	col	كُوكَا	N;NOM;FEM;SG	
cola	كولا	col	كُولَا	N;NOM;FEM;SG	
matematika	رياضيات	matematika	رياضيات	N;NOM;FEM;SG	N;NOM;INDF;PL
matematika	الرياضيات	matematika	رِيَاضِيّ	N;NOM;FEM;SG	N;NOM;DEF;PL
matematika	رياضيات	matematika	رياضيات	N;NOM;FEM;SG	N;NOM;INDF;PL
matematika	الرياضيات	matematika	رِيَاضِيّ	N;NOM;FEM;SG	N;NOM;DEF;PL
sastojak	المكون	sastojak	مُكَوِّن	N;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
sastojak	مكون	sastojak	مَكَّن	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
tamna	ظلام	tamna	ظَلَام	ADJ;NOM;DEF;FEM;SG	N;NOM;INDF;SG
tamna	مظلم	tamna	مُظلِم	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
tamna	الظلام	tamna	ظَلَام	ADJ;NOM;DEF;FEM;SG	N;NOM;DEF;SG
tamna	مظلمة	tamna	مُظلِم	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
nošenje	ترتدي	nošenje	اِرتَدَى	N;NOM;NEUT;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
nošenje	تلبس	nošenje	تَلَبُّس	N;NOM;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
annie	اني	anni	اني	N;NOM;FEM;SG	
annie	انى	anni	إِنَى	N;NOM;FEM;SG	
mega	ميغا	meg	ميغا	N;NOM;MASC;SG	
aviv	ابيب	aviv	أَبِيب	N;NOM;MASC;SG	
sisavci	الثدييات	sisavac	ثَدِيِّيّ	N;NOM;MASC;PL	ADJ;NOM;DEF;FEM;PL
trske	القصب	trska	قَصب	ADJ;NOM;DEF;FEM;PL	N;NOM;DEF;SG
ekstremno	المتطرف	ekstremno	مُتَطَرِّف	ADV	N;NOM;DEF;SG
ekstremno	متطرف	ekstremno	مُتَطَرِّف	ADV	ADJ;NOM;INDF;MASC;SG
ekstremno	المدقع	ekstremno	مُدَقَّع	ADV	N;NOM;DEF;SG
ekstremno	متطرفة	ekstremno	مُتَطَرِّف	ADV	ADJ;NOM;INDF;FEM;SG
sevilla	اشبيلية	sevilla	إِشبِيلِيّ	PROPN;NOM;FEM;SG	
posjete	زيارات	posjet	زِيَارَة	N;ACC;MASC;PL	N;NOM;INDF;PL
posjete	الزيارات	posjet	زِيَارَة	N;ACC;MASC;PL	N;NOM;DEF;PL
ward	عنبر	ward	عُنبُر	PROPN;NOM;MASC;SG	
ward	ورد	ward	وَرَد	PROPN;NOM;MASC;SG	
ward	وارد	ward	وَارِد	PROPN;NOM;MASC;SG	
carevi	الاباطرة	car	بَاطِرَة	N;NOM;MASC;PL	N;NOM;DEF;SG
juda	يهوذا	jud	يهوذا	N;NOM;MASC;SG	
juda	جودا	jud	جودا	N;NOM;MASC;SG	N;ACC;INDF;SG
prognoza	توقعات	prognoza	تَوَقُّع	N;NOM;FEM;SG	N;NOM;INDF;PL
prognoza	التوقعات	prognoza	تَوَقُّع	N;NOM;FEM;SG	N;NOM;DEF;PL
korisne	المفيد	koristan	مُفِيد	ADJ;NOM;DEF;FEM;PL	
korisne	مفيدة	koristan	مُفِيد	ADJ;NOM;DEF;FEM;PL	ADJ;NOM;INDF;FEM;SG
korisne	مفيد	koristan	مفيد	ADJ;NOM;DEF;FEM;PL	ADJ;NOM;INDF;MASC;SG
twin	توام	twin	تَوَام	ADP	
diane	دايان	diana	دايان	N;NOM;FEM;PL	
diane	ديان	diana	دِيَان	N;NOM;FEM;PL	
iskapanja	التنقيب	iskapanje	تَنقِيب	N;NOM;NEUT;PL	N;NOM;DEF;SG
iskapanja	الحفر	iskapanje	حَفر	N;NOM;NEUT;PL	N;NOM;DEF;SG
iskapanja	الحفريات	iskapanje	حَفرِيَّات	N;NOM;NEUT;PL	
slame	قش	slama	قَشّ	N;NOM;FEM;PL	
slame	سترو	slama	سترو	N;NOM;FEM;PL	
slame	القش	slama	قُشّ	N;NOM;FEM;PL	N;NOM;DEF;SG
slame	قشة	slama	قُشَّة	N;NOM;FEM;PL	N;NOM;INDF;SG
žuto	الاصفر	žuto	أَصفَر	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
žuto	اصفر	žuto	أَصفَر	ADJ;NOM;NEUT;SG	
rodrigues	رودريغيز	rodrigues	رودريغيز	N;NOM;FEM;SG	
rodrigues	رودريغز	rodrigues	رُودِرِيغ	N;NOM;FEM;SG	
unutrašnji	داخلي	unutrašnji	دَاخِلِيّ	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
unutrašnji	داخلية	unutrašnji	دَاخِلِيّ	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;FEM;SG
memphis	ممفيس	memphis	مُمفِيس	PROPN;NOM;MASC;SG	
neslaganja	خلاف	neslaganje	خِلَاف	N;NOM;NEUT;PL	N;NOM;INDF;SG
neslaganja	الاختلاف	neslaganje	اِختِلَاف	N;NOM;NEUT;PL	N;NOM;DEF;SG
neslaganja	الخلاف	neslaganje	خِلَاف	N;NOM;NEUT;PL	N;NOM;DEF;SG
kartica	تاب	kartica	تَاب	N;NOM;FEM;SG	
kartica	كارد	kartica	كارد	N;NOM;FEM;SG	
kartica	كارت	kartica	كَار	N;NOM;FEM;SG	
nevjerojatno	مدهش	nevjerojatno	مدهش	ADV	
financijska	مالي	financijski	مَالِيّ	ADJ;NOM;DEF;FEM;SG	
financijska	مالية	financijski	مَالِيّ	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
financijska	المالية	financijski	مَالِيَّة	ADJ;NOM;DEF;FEM;SG	N;NOM;DEF;SG
dnevna	يومية	dnevni	يَومِيّ	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
