צפייה	гледам	צפייה	гледам	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
מעורר	стимулиране	עורר	стимулиране	V;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
מעורר	стимулиращ	עורר	стимулирам	V;MASC;SG;V.PTCP;ACT	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
באפט	бъфет	באפט	бъфет	PROPN	N;INDF;MASC;SG
מסת	масов	מסת	масов	PROPN	ADJ;INDF;MASC;SG
מסת	меса	מסת	месо	PROPN	N;INDF;NEUT;PL
מסת	маса	מסת	маса	PROPN	N;INDF;FEM;SG
מסת	литургия	מסת	литургия	PROPN	N;INDF;FEM;SG
מסת	масово	מסת	масово	PROPN	ADV
הולנדי	холандец	הולנדי	холандец	PROPN	N;INDF;MASC;SG
הולנדי	нидерландски	הולנדי	нидерландски	PROPN	ADJ;INDF;MASC;SG
הולנדי	дъч	הולנדי	дъч	PROPN	PROPN;INDF;MASC;SG
הולנדי	холандски	הולנדי	холандски	PROPN	ADJ;INDF;MASC;SG
יהונתן	джонатан	הונתן	джонатам	PROPN	PROPN;INDF;MASC;SG
נכנסת	входящи	נכנס	входящ	V;FEM;SG;V.PTCP;MID	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
נכנסת	входящ	נכנס	входящ	V;FEM;SG;V.PTCP;MID	N;INDF;MASC;SG
נכנסת	входящо	נכנס	входящо	V;FEM;SG;V.PTCP;MID	ADV
פין	пенис	פין	пенис		N;INDF;MASC;SG
פין	пениса	פין	пенис		N;DEF;MASC;SG
פין	фин	פין	фин		ADJ;INDF;MASC;SG
פין	перка	פין	перка		N;INDF;FEM;SG
פין	фин	פין	фин		ADJ;INDF;MASC;SG
מאובנים	вкаменелости	מאובן	вкаменелост	V;MASC;PL;V.PTCP;PASS	N;INDF;FEM;PL
ריאות	дробове	ריאות	дроб	N;FEM;SG	N;INDF;MASC;PL
שקר	лъжа	שקר	лъжа		N;INDF;FEM;SG
שקר	лъжи	שקר	лъжа		N;INDF;FEM;PL
שקר	невярно	שקר	неверен		ADV
שקר	фалшиво	שקר	фалшиво		ADV
שקר	фалшиви	שקר	фалшив		ADJ;INDF;PL
שקר	фалшива	שקר	фалшив		ADJ;INDF;FEM;SG
נפשי	психично	נפשי	психичен	ADJ;MASC;SG	ADV
נפשי	душевно	נפשי	душевен	ADJ;MASC;SG	ADV
נפשי	психични	נפשי	психичен	ADJ;MASC;SG	ADJ;INDF;PL
נפשי	умствена	נפשי	умствен	ADJ;MASC;SG	N;INDF;FEM;SG
מציינת	указва	ציין	указвам	V;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
מציינת	отбелязвайки	ציין	отбелязвам-(се)	V;FEM;SG;V.PTCP;ACT	V;IPFV;IMP;SG;2;FIN
שמקורם	произход	שמקורם	произход	PROPN	N;INDF;MASC;SG
מכסה	капак	כיסה	капак	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
מכסה	прикритие	כיסה	прикритие	V;FEM;SG;V.PTCP;ACT	N;INDF;NEUT;SG
מכסה	корица	כיסה	корица	V;FEM;SG;V.PTCP;ACT	N;INDF;FEM;SG
מכסה	покритие	כיסה	покритие	V;FEM;SG;V.PTCP;ACT	N;INDF;NEUT;SG
מכסה	покриване	כיסה	покриване	V;FEM;SG;V.PTCP;ACT	N;INDF;NEUT;SG
מכסה	квота	כיסה	квота	V;FEM;SG;V.PTCP;ACT	N;INDF;FEM;SG
מכסה	квоти	כיסה	квота	V;FEM;SG;V.PTCP;ACT	N;INDF;FEM;PL
מכסה	обхваща	כיסה	обхващам	V;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
מכסה	корици	כיסה	корица	V;FEM;SG;V.PTCP;ACT	N;INDF;FEM;PL
מכסה	капаци	כיסה	капак	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;PL
מכסה	покриване	כיסה	покриване	V;FEM;SG;V.PTCP;ACT	N;INDF;NEUT;SG
התיאור	описание	התיאור	описание	PROPN	N;INDF;NEUT;SG
מסייע	помощничка	סייע	помощничка	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;SG
מסייע	помощник	סייע	помощник	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
מסייע	помага	סייע	помагам	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
מסייע	полезна	סייע	полезен	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
מסייע	полезно	סייע	полезен	V;MASC;SG;V.PTCP;ACT	ADV
מסייע	полезни	סייע	полезен	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;PL
מסייע	полезен	סייע	полезен	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
בונים	бобри	בנה	бобря	V;MASC;PL;V.PTCP;ACT	ADJ;INDF;PL
שוחררו	освободена	שוחרר	освободя-(се)	V;PL;3;PST;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
שוחררו	освободен	שוחרר	освободя-(се)	V;PL;3;PST;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
עבאס	абас	עבאס	абас	PROPN	PROPN;INDF;MASC;SG
ננסי	нанси	ניסה	нанса	PROPN	PROPN;INDF;FEM;SG
המולדת	родино	המולד	родино	PROPN	N;INDF;MASC;SG
המולדת	родината	המולד	родина	PROPN	N;DEF;FEM;SG
המולדת	родина	המולד	родина	PROPN	N;INDF;FEM;SG
המולדת	родина	המולד	родина	PROPN	N;INDF;FEM;SG
ליבה	ядро	ליבה	ядро	PROPN	ADV
ליבה	сърцевина	ליבה	сърцевина	PROPN	N;INDF;FEM;SG
ליבה	ядрото	ליבה	ядро	PROPN	ADJ;DEF;NEUT;SG
בטי	бети	ביט	бет	PROPN	N;INDF;FEM;SG
פיצוי	компенсации	פיצוי	компенсация	N;MASC;SG	N;INDF;FEM;PL
רכיב	елемент	רכיב	елемент		N;INDF;MASC;SG
רכיב	компонент	רכיב	компонент		N;INDF;MASC;SG
אורז	опаковане	אורז	опаковане	PROPN	N;INDF;NEUT;SG
אורז	ориз	אורז	ориз	PROPN	N;INDF;MASC;SG
פלסטין	палестина	פלסטין	палестина	PROPN	N;INDF;FEM;SG
לנון	ленън	לנון	ленън	PROPN	PROPN;INDF;MASC;SG
מתקבלת	траен	התקבל	траен	V;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
ברוקולי	броколи	ברוקול	брокол	PROPN	N;INDF;MASC;PL
האדומים	червени	האדום	червен	N;MASC;PL	ADJ;INDF;PL
אלת	богиня	אלת	богиня		N;INDF;FEM;SG
אלת	богинята	אלת	богиня		N;DEF;FEM;SG
מתמטי	математически	מתמיט	математически	N;MASC;SG	ADJ;INDF;MASC;SG
מתמטי	математическа	מתמיט	математически	N;MASC;SG	ADJ;INDF;FEM;SG
מוקדש	отдадени	הוקדש	отдам-(се)	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
עוזב	напускане	עוזב	напускане	V;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
לאונרדו	леонардо	לאונרדו	леонардо	PROPN	N;INDF;MASC;SG
בועז	боаз	בועז	боаз	PROPN	N;INDF;MASC;SG
הזמנה	покани	הזמנה	покана	N;FEM;SG	N;INDF;FEM;PL
הזמנה	покани	הזמנה	покана	N;FEM;SG	N;INDF;FEM;PL
מחברות	тетрадки	מחברה	тетрадка		N;INDF;FEM;PL
כיתה	класна	כיתה	класен	N;FEM;SG	ADJ;INDF;FEM;SG
תורתו	учения	תורתו	учение		N;INDF;NEUT;PL
תורתו	ученията	תורתו	учение		N;DEF;NEUT;PL
העיקרון	принцип	העיקרון	принцип	PROPN	N;INDF;MASC;SG
נחמיה	неемия	נחמייה	мой	PROPN	N;DEF;MASC;SG
פיסול	скулптури	פיסול	скулптура	N;MASC;SG	N;INDF;FEM;PL
נתפסו	хваната	נתפס	хвана-(се)	V;PL;3;PST;MID	N;DEF;FEM;SG
נתפסו	уловена	נתפס	уловя-(се)	V;PL;3;PST;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
נתפסו	уловени	נתפס	уловя-(се)	V;PL;3;PST;MID	V;PFV;INDF;PL;V.PTCP;PASS
נתפסו	хванат	נתפס	хвана-(се)	V;PL;3;PST;MID	V;PFV;IND;PL;3;PRS;FIN;ACT
נתפסו	хванати	נתפס	хвана-(се)	V;PL;3;PST;MID	V;PFV;INDF;PL;V.PTCP;PASS
נתפסו	заловен	נתפס	заловя-(се)	V;PL;3;PST;MID	V;PFV;INDF;MASC;SG;V.PTCP;PASS
נתפסו	заловени	נתפס	заловя-(се)	V;PL;3;PST;MID	V;PFV;INDF;PL;V.PTCP;PASS
נתפסו	пленен	נתפס	пленен	V;PL;3;PST;MID	V;PFV;INDF;MASC;SG;V.PTCP;PASS
נתפסו	уловен	נתפס	уловен	V;PL;3;PST;MID	V;PFV;INDF;MASC;SG;V.PTCP;PASS
נתפסו	пленени	נתפס	пленя	V;PL;3;PST;MID	V;PFV;INDF;PL;V.PTCP;PASS
מבטיח	обещаваща	הבטיח	обещавам	V;MASC;SG;V.PTCP;ACT	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
מבטיח	обещаващи	הבטיח	обещавам	V;MASC;SG;V.PTCP;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
מבטיח	обещаващо	הבטיח	обещаващо	V;MASC;SG;V.PTCP;ACT	ADV
מבטיח	обещаващ	הבטיח	обещавам	V;MASC;SG;V.PTCP;ACT	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
הגבלות	предел	הגבלה	предел	N;FEM;PL	N;INDF;MASC;SG
הרייך	райх	הרייך	райх	PROPN	N;INDF;MASC;SG
קברים	грейвс	קבר	грейвс	N;MASC;PL	N;INDF;MASC;SG
שהו	шо	שהו	шо	PROPN	PROPN;INDF;MASC;SG
הכה	удари	הכה	удар	PROPN	N;INDF;MASC;PL
הכה	хит	הכה	хит	PROPN	N;INDF;MASC;SG
דמוקרטי	демократично	דמוקרטי	демократичен	N;MASC;SG	ADV
דמוקרטי	демократичен	דמוקרטי	демократичен	N;MASC;SG	ADJ;INDF;MASC;SG
דמוקרטי	демократични	דמוקרטי	демократичен	N;MASC;SG	ADJ;INDF;PL
דמוקרטי	демократична	דמוקרטי	демократичен	N;MASC;SG	ADJ;INDF;FEM;SG
מתחרים	състезатели	התחרה	състезател	V;MASC;PL;V.PTCP	N;INDF;MASC;PL
מתחרים	състезатели	התחרה	състезател	V;MASC;PL;V.PTCP	N;INDF;MASC;PL
מתחרים	конкуренти	התחרה	конкурент	V;MASC;PL;V.PTCP	N;INDF;MASC;PL
מתחרים	съперници	התחרה	съперник	V;MASC;PL;V.PTCP	N;INDF;MASC;PL
מתחרים	конкурентно	התחרה	конкурентно	V;MASC;PL;V.PTCP	ADV
מתחרים	конкурентни	התחרה	конкурентен	V;MASC;PL;V.PTCP	ADJ;INDF;PL
אסד	асад	אסאד	асад	PROPN	N;INDF;MASC;SG
אסד	асад	אסאד	асад	PROPN	N;INDF;MASC;SG
ליברמן	либерман	ליברמן	либерман	PROPN	N;INDF;MASC;SG
ספציפיים	специфично	ספציפיים	специфично	ADJ;MASC;PL	ADV
ספציפיים	специфичен	ספציפיים	специфичен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
ספציפיים	специфична	ספציפיים	специфичен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
חוקיים	правно	חוקי	правен	ADJ;MASC;PL	ADV
חוקיים	правна	חוקי	правен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
חוקיים	юридически	חוקי	юридически	ADJ;MASC;PL	ADJ;INDF;MASC;SG
חוקיים	правен	חוקי	правя-(се)	ADJ;MASC;PL	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
חוקיים	законно	חוקי	законен	ADJ;MASC;PL	ADV
האנס	ханс	האנס	ханс	PROPN	PROPN;INDF;MASC;SG
הבלקן	балкани	הבלקן	балкан	PROPN	N;INDF;MASC;PL
הבלקן	балканите	הבלקן	балкан	PROPN	PROPN;DEF;MASC;PL
כומר	преподобни	כומר	преподобен	PROPN	ADJ;INDF;MASC;SG
כומר	жрец	כומר	жрец	PROPN	N;INDF;MASC;SG
כומר	свещеник	כומר	свещеник	PROPN	N;INDF;MASC;SG
כומר	свещенник	כומר	свещенник	PROPN	N;INDF;MASC;SG
להתפטר	оставка	התפטר	оставка	V;NFIN	N;INDF;FEM;SG
ערפאת	арафат	ערפאת	арафат	PROPN	N;INDF;MASC;SG
ביו	биология	ביו	биология		N;INDF;FEM;SG
ביו	биография	ביו	биография		N;INDF;FEM;SG
ביו	био	ביו	бий		N;INDF;MASC;SG
הוותיקן	ватикана	הוותיקן	ватикан	PROPN	N;DEF;MASC;SG
נמשכת	привлече	נמשך	привлека	V;FEM;SG;V.PTCP;MID	V;PFV;IND;SG;3;PST;FIN;ACT
נמשכת	привлечен	נמשך	привлека	V;FEM;SG;V.PTCP;MID	V;PFV;INDF;MASC;SG;V.PTCP;PASS
נמשכת	привлечени	נמשך	привлека	V;FEM;SG;V.PTCP;MID	V;PFV;INDF;PL;V.PTCP;PASS
נמשכת	привлечена	נמשך	привлека	V;FEM;SG;V.PTCP;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
גרינברג	грийнбърг	גרינברג	грийнбърг	PROPN	N;INDF;MASC;SG
צלילים	звучи	צליל	звуча	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
היופי	красавица	היופי	красавица	PROPN	N;INDF;FEM;SG
היופי	прелест	היופי	прелест	PROPN	N;INDF;FEM;SG
היופי	красота	היופי	красота	PROPN	N;INDF;FEM;SG
מורי	мори	מורי	мора		V;IPFV;IMP;SG;3;PRS;FIN;ACT
מורי	мори	מורי	мора		V;IPFV;IMP;SG;3;PRS;FIN;ACT
מורי	мъри	מורי	мъря-(се)		PROPN;INDF;MASC;SG
לפגוש	среща	פגש	среща	V;NFIN;ACT	N;INDF;FEM;SG
פלילי	престъпник	פלילי	престъпник	ADJ;MASC;SG	N;INDF;MASC;SG
פלילי	престъпно	פלילי	престъпно	ADJ;MASC;SG	ADV
לייק	езерото	לייק	езеро	PROPN	N;DEF;NEUT;SG
לייק	лейк	לייק	лейк	PROPN	PROPN;INDF;MASC;SG
לייק	езеро	לייק	езеро	PROPN	N;INDF;NEUT;SG
המסמך	документа	המסמך	документ	PROPN	N;DEF;MASC;SG
המסמך	документът	המסמך	документ	PROPN	N;DEF;MASC;SG
המסמך	документ	המסמך	документ	PROPN	N;INDF;MASC;SG
שותפה	съквартирант	שותף	съквартирант	N;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
במימון	финансиран	במימון	финансирам	PROPN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
במימון	финансирани	במימון	финансирам	PROPN	V;PFV;INDF;PL;V.PTCP;PASS
במימון	финансирана	במימון	финансирам	PROPN	V;PFV;INDF;FEM;SG;V.PTCP;PASS
פר	пер	פר	пер		PROPN;INDF;MASC;SG
רפורמה	реформи	רפורמה	реформа	N;FEM;SG	N;INDF;FEM;PL
הומו	хомо	הומה	хомо		N;INDF;MASC;SG
הומו	обратен	הומה	обратя		ADJ;INDF;MASC;SG
הומו	гей	הומה	гей		N;INDF;MASC;SG
רבן	рабан	רבן	рабан	PROPN	N;INDF;MASC;SG
אובייקט	предмети	אובייקט	предмет	N;MASC;SG	N;INDF;MASC;PL
אובייקט	обектите	אובייקט	обект	N;MASC;SG	N;DEF;MASC;PL
אובייקט	обекти	אובייקט	обект	N;MASC;SG	N;INDF;MASC;PL
ביג	биг	ביג	биг		N;INDF;MASC;SG
ביג	голямо	ביג	голям		ADV
ביג	големи	ביג	голям		ADJ;INDF;PL
ביג	голям	ביג	голям		ADJ;INDF;MASC;SG
ביג	голяма	ביג	голям		ADJ;INDF;FEM;SG
גלן	глен	גלן	глен	PROPN	PROPN;INDF;MASC;SG
גלן	глен	גלן	глен	PROPN	PROPN;INDF;MASC;SG
הארט	харт	הארט	харт	PROPN	PROPN;INDF;MASC;SG
צנחנים	парашутисти	צנחן	парашутист	PROPN	N;INDF;MASC;PL
תורמים	донори	תרם	донор	V;MASC;PL;V.PTCP;ACT	N;INDF;MASC;PL
תורמים	дарители	תרם	дарител	V;MASC;PL;V.PTCP;ACT	N;INDF;MASC;PL
תורמים	дарители	תרם	дарител	V;MASC;PL;V.PTCP;ACT	N;INDF;MASC;PL
עוקב	следва	עקב	следва	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
עוקב	последовател	עקב	последовател	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
עוקב	следене	עקב	следене	V;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
עוקב	проследяване	עקב	проследяване	V;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
מושפע	повлияни	הושפע	повлияя-(се)	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
מושפע	засегната	הושפע	засегна-(се)	V;MASC;SG;V.PTCP;PASS	ADJ;PFV;DEF;FEM;SG;V.PTCP;PASS
מושפע	засегнат	הושפע	засегна-(се)	V;MASC;SG;V.PTCP;PASS	V;PFV;IND;PL;3;PRS;FIN;ACT
מושפע	засегнати	הושפע	засегна-(се)	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
מוצאת	намира	מצא	намирам-(се)	V;FEM;SG;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
גלילי	цилиндрични	גלילי	цилиндричен	PROPN	ADJ;INDF;PL
לאונרד	ленард	לאונרד	ленард	PROPN	N;INDF;MASC;SG
לאונרד	леонард	לאונרד	леонард	PROPN	N;INDF;MASC;SG
לאונרד	ленърд	לאונרד	ленърд	PROPN	N;INDF;MASC;SG
מסורתיים	традиционно	מסורתי	традиционен	ADJ;MASC;PL	ADV
מסורתיים	традиционен	מסורתי	традиционен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
מסורתיים	традиционна	מסורתי	традиционен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
מלאך	ейнджъл	מלאך	ейнджъл	PROPN	PROPN;INDF;MASC;SG
מלאך	ангел	מלאך	ангел	PROPN	N;INDF;MASC;SG
מלאך	angel	מלאך	angel	PROPN	INTJ
מלאך	анхел	מלאך	анхел	PROPN	PROPN;INDF;MASC;SG
צוואר	врат	צוואר	врат	PROPN	N;INDF;MASC;SG
צוואר	врата	צוואר	врата	PROPN	N;INDF;FEM;SG
צוואר	шия	צוואר	шия	PROPN	N;INDF;FEM;SG
צוואר	нек	צוואר	нек	PROPN	PROPN;INDF;FEM;SG
רול	рол	רול	рол	PROPN	PROPN;INDF;MASC;SG
רול	ролка	רול	ролка	PROPN	N;INDF;FEM;SG
חשף	разкрита	חשף	разкрия-(се)	V;MASC;SG;3;PST;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
חשף	разкрити	חשף	разкрия-(се)	V;MASC;SG;3;PST;ACT	V;PFV;INDF;PL;V.PTCP;PASS
חשף	разкрита	חשף	разкрия-(се)	V;MASC;SG;3;PST;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
חשף	разкрито	חשף	разкрия-(се)	V;MASC;SG;3;PST;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
חשף	разкрити	חשף	разкрия-(се)	V;MASC;SG;3;PST;ACT	V;PFV;INDF;PL;V.PTCP;PASS
חשף	разкриха	חשף	разкрия-(се)	V;MASC;SG;3;PST;ACT	V;PFV;IND;PL;3;PST;FIN;ACT
חשף	разкрит	חשף	разкрия-(се)	V;MASC;SG;3;PST;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מיטשל	мичел	מיטשל	мичел	PROPN	N;INDF;MASC;SG
מיטשל	мичъл	מיטשל	мичъл	PROPN	PROPN;INDF;MASC;SG
מייצגים	представляват	ייצג	представлявам	V;MASC;PL;V.PTCP;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
מייצגים	представляващи	ייצג	представлявам	V;MASC;PL;V.PTCP;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
מייצגים	представляваща	ייצג	представлявам	V;MASC;PL;V.PTCP;ACT	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
מייצגים	представляващ	ייצג	представлявам	V;MASC;PL;V.PTCP;ACT	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
אורנה	орна	אורנה	орен	PROPN	N;INDF;MASC;SG
קולומבוס	колумб	קולומבוס	колумб	PROPN	N;INDF;MASC;SG
אמינות	надежден	אמינות	надеждя-(се)	N;FEM;SG	ADJ;INDF;MASC;SG
אמינות	надеждно	אמינות	надеждно	N;FEM;SG	ADV
אמינות	надежден	אמינות	надеждя-(се)	N;FEM;SG	ADJ;INDF;MASC;SG
אמינות	надеждни	אמינות	надежден	N;FEM;SG	ADJ;INDF;PL
אמינות	надеждна	אמינות	надежден	N;FEM;SG	ADJ;INDF;FEM;SG
קדושה	свято	קדוש	свят	PROPN	N;INDF;NEUT;SG
קדושה	свещено	קדוש	свещено	PROPN	ADV
קדושה	свещена	קדוש	свещен	PROPN	ADJ;INDF;FEM;SG
קדושה	свещени	קדוש	свещен	PROPN	N;INDF;MASC;PL
קדושה	свещен	קדוש	свещен	PROPN	ADJ;INDF;MASC;SG
קדושה	свято	קדוש	свят	PROPN	N;INDF;NEUT;SG
קדושה	свети	קדוש	свет	PROPN	N;INDF;MASC;SG
קדושה	свята	קדוש	свят	PROPN	N;INDF;FEM;SG
