और	ja	और	ja		CONJ
विकास	kasvua	विकास	kasvu	N;NOM;MASC;SG;3	N;PRT;SG
केवल	ainoastaan	केवल	ainoastaan	PART	ADV
केवल	vain	केवल	vain	PART	ADV
देश	maata	देश	maa	N;NOM;MASC;SG;3	N;PRT;SG
देश	maan	देश	maa	N;NOM;MASC;SG;3	N;GEN;SG
देश	maissa	देश	maa	N;NOM;MASC;SG;3	N;IN+ESS;PL
देश	maat	देश	maa	N;NOM;MASC;SG;3	N;NOM;PL
देश	valtiot	देश	valtio	N;NOM;MASC;SG;3	N;NOM;PL
देश	maiden	देश	maa	N;NOM;MASC;SG;3	N;GEN;PL
वेबसाइट	sivuston	वेबसाइट	sivusto	N;NOM;FEM;SG;3	N;GEN;SG
अलग	erotettu	अलग	erottaa	ADJ	V;NOM;SG;V.PTCP;PASS
अलग	erikseen	अलग	erikseen	ADJ	ADV
विशेष	yksinoikeudella	विशेष	yksin#oikeus	ADJ;NOM	N;AT+ESS
;SG
विशेष	yksinoikeus	विशेष	yksinoikeus	ADJ;NOM	N;NOM;SG
विशेष	erityistä	विशेष	erityinen	ADJ;NOM	ADJ;PRT;SG
विशेष	special	विशेष	special	ADJ;NOM	N;NOM;SG
इसकी	sen	यह	se	PRO;FEM;SG;3	PRO;GEN;SG
कभी	ikinä	कभी	ikinä	PRO	ADV
कभी	koskaan	कभी	koskaan	PRO	ADV
दी	annettu	दे	antaa	V;PFV;FEM;SG;V.PTCP;ACT	V;NOM;SG;V.PTCP;PASS
दी	annetut	दे	antaa	V;PFV;FEM;SG;V.PTCP;ACT	V;NOM;PL;V.PTCP;PASS
पृष्ठ	sivulla	पृष्ठ	sivu	N;NOM;MASC;SG;3	N;AT+ESS
;SG
पृष्ठ	sivujen	पृष्ठ	sivu	N;NOM;MASC;SG;3	N;GEN;PL
पृष्ठ	sivuja	पृष्ठ	siva	N;NOM;MASC;SG;3	N;PRT;PL
पृष्ठ	sivut	पृष्ठ	sivu	N;NOM;MASC;SG;3	N;NOM;PL
माना	mana	मान	mana	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;SG
माना	oletettavasti	मान	oletettavasti	V;PFV;MASC;SG;V.PTCP;ACT	ADV
शब्द	sanan	शब्द	sana	N;NOM;MASC;SG;3	N;GEN;SG
शब्द	sanoja	शब्द	sana	N;NOM;MASC;SG;3	N;PRT;PL
शब्द	sanat	शब्द	sana	N;NOM;MASC;SG;3	N;NOM;PL
पुरस्कार	palkitsee	पुरस्कार	palkita	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN;ACT
पुरस्कार	palkkiot	पुरस्कार	palkkio	N;NOM;MASC;SG;3	N;NOM;PL
पुरस्कार	palkinnot	पुरस्कार	palkinto	N;NOM;MASC;SG;3	N;NOM;PL
पुरस्कार	palkintoa	पुरस्कार	palkinto	N;NOM;MASC;SG;3	N;PRT;SG
पुरस्कार	palkinnon	पुरस्कार	palkinto	N;NOM;MASC;SG;3	N;GEN;SG
पुरस्कार	palkintoa	पुरस्कार	palkinto	N;NOM;MASC;SG;3	N;PRT;SG
पुरस्कार	palkintoja	पुरस्कार	palkinta	N;NOM;MASC;SG;3	N;PRT;PL
पुरस्कार	palkinnot	पुरस्कार	palkinto	N;NOM;MASC;SG;3	N;NOM;PL
पुरस्कार	palkintoja	पुरस्कार	palkinta	N;NOM;MASC;SG;3	N;PRT;PL
पुरस्कार	palkinnot	पुरस्कार	palkinto	N;NOM;MASC;SG;3	N;NOM;PL
पुरस्कार	palkkion	पुरस्कार	palkkio	N;NOM;MASC;SG;3	N;GEN;SG
पुरस्कार	palkkiota	पुरस्कार	palkkio	N;NOM;MASC;SG;3	N;PRT;SG
लेख	artikkelit	लेख	artikkeli	N;NOM;MASC;SG;3	N;NOM;PL
लेख	artikkeleita	लेख	artikkeli	N;NOM;MASC;SG;3	N;PRT;PL
लेख	artiklat	लेख	artikla	N;NOM;MASC;SG;3	N;NOM;PL
अब	nyt	अब	nyt	PRO;NOM	ADV
दौरान	aikana	दौरान	aika	ADV;NOM;MASC;SG;3	N;FRML;SG
अमेरिका	america	अमेरिका	america	PROPN;NOM;MASC;SG;3	
अमेरिका	amerikan	अमेरिका	amerikka	PROPN;NOM;MASC;SG;3	N;GEN;SG
अमेरिका	amerikka	अमेरिका	amerikka	PROPN;NOM;MASC;SG;3	N;NOM;SG
मंदिर	temple	मंदिर	temple	N;NOM;MASC;SG;3	
अलावा	lisäystä	अलावा	lisäys	ADP	N;PRT;SG
अलावा	lisäys	अलावा	lisäys	ADP	N;NOM;SG
वार्ता	puhuu	वार्ता	puhua	N;NOM;FEM;SG;3	V;IND;SG;3;PRS;FIN;ACT
दक्षिण	etelä	दक्षिण	etelä	PROPN;NOM;MASC;SG;3	N;NOM;SG
दक्षिण	etelään	दक्षिण	etelä	PROPN;NOM;MASC;SG;3	N;IN+ALL;SG
विभिन्न	sekalaiset	विभिन्न	sekalainen	ADJ	N;NOM;PL
इतिहास	historiaan	इतिहास	historia	N;NOM;MASC;SG;3	N;IN+ALL;SG
इतिहास	historiaa	इतिहास	historia	N;NOM;MASC;SG;3	N;PRT;SG
इतिहास	historian	इतिहास	historia	N;NOM;MASC;SG;3	N;GEN;SG
इतिहास	historiasta	इतिहास	historia	N;NOM;MASC;SG;3	N;IN+ABL;SG
लिया	vietiin	ले	viedä	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;PST;FIN;PASS
लिया	viety	ले	viedä	V;PFV;MASC;SG;V.PTCP;ACT	V;NOM;SG;V.PTCP;PASS
लिया	otettu	ले	ottaa	V;PFV;MASC;SG;V.PTCP;ACT	V;NOM;SG;V.PTCP;PASS
फ़िल्म	elokuvan	फ़िल्म	elo#kuva	N;NOM;FEM;SG;3	N;GEN;SG
पास	syöttö	पास	syöttö	ADV;NOM;MASC;SG;3	N;NOM;SG
विस्तृत	kehittynyt	विस्तृत	kehittyä	ADJ	V;NOM;SG;V.PTCP;ACT
विस्तृत	edistynyt	विस्तृत	edistyä	ADJ	V;NOM;SG;V.PTCP;ACT
विस्तृत	kehittyneet	विस्तृत	kehittyä	ADJ	V;NOM;PL;V.PTCP;ACT
दिन	päivän	दिन	päivä	N;NOM;MASC;SG;3	N;GEN;SG
दिन	päivällä	दिन	päivä	N;NOM;MASC;SG;3	N;AT+ESS
;SG
दिन	päivisin	दिन	päivisin	N;NOM;MASC;SG;3	ADV
दिन	päiväsaikaan	दिन	päivä#saika	N;NOM;MASC;SG;3	N;IN+ALL;SG
दिन	päivien	दिन	päivä	N;NOM;MASC;SG;3	N;GEN;PL
दिन	päivää	दिन	päivä	N;NOM;MASC;SG;3	N;PRT;SG
दिन	päiviä	दिन	päivä	N;NOM;MASC;SG;3	N;PRT;PL
दिन	päivät	दिन	päivä	N;NOM;MASC;SG;3	N;NOM;PL
जाना	elinkelpoinen	जा	elin#kelpoinen	V;MASC;NFIN;ACT	ADJ;NOM;SG
शुरू	alkanut	शुरू	alkaa	N;NOM;MASC;SG;3	V;NOM;SG;V.PTCP;ACT
शुरू	alkoi	शुरू	alkaa	N;NOM;MASC;SG;3	V;IND;SG;3;PST;FIN;ACT
शुरू	aloitti	शुरू	aloittaa	N;NOM;MASC;SG;3	V;IND;SG;3;PST;FIN;ACT
शुरू	aloitettu	शुरू	aloittaa	N;NOM;MASC;SG;3	V;NOM;SG;V.PTCP;PASS
शुरू	aloita	शुरू	ala	N;NOM;MASC;SG;3	V;IMP;SG;2;FIN;ACT
व्यक्ति	henkilöä	व्यक्ति	henkilö	N;NOM;MASC;SG;3	N;PRT;SG
व्यक्ति	yksittäiset	व्यक्ति	yksittäinen	N;NOM;MASC;SG;3	ADJ;NOM;PL
व्यक्ति	yksittäisten	व्यक्ति	yksittäinen	N;NOM;MASC;SG;3	ADJ;GEN;PL
व्यक्ति	yksilöllinen	व्यक्ति	yksilöllinen	N;NOM;MASC;SG;3	ADJ;NOM;SG
व्यक्ति	yksittäinen	व्यक्ति	yksittäinen	N;NOM;MASC;SG;3	ADJ;NOM;SG
उनका	heidän	वह	hän	PRO;MASC;SG;3;FORM	PRO;GEN;PL;3
उनका	niiden	वह	se	PRO;MASC;SG;3;FORM	PRO;GEN;PL
विज्ञान	tieteen	विज्ञान	tiede	N;NOM;MASC;SG;3	N;GEN;SG
विज्ञान	tiedettä	विज्ञान	tiede	N;NOM;MASC;SG;3	N;PRT;SG
सदस्य	jäsen	सदस्य	jäsen	N;NOM;MASC;PL;3	N;NOM;SG
सदस्य	jäsenen	सदस्य	jäsen	N;NOM;MASC;PL;3	N;GEN;SG
सदस्य	tilaaja	सदस्य	tilaaja	N;NOM;MASC;PL;3	N;NOM;SG
सदस्य	jäseniä	सदस्य	jäsen	N;NOM;MASC;PL;3	N;PRT;PL
हालांकि	tosin	हालांकि	tosin	CONJ	ADV
हालांकि	tosin	हालांकि	tosin	CONJ	ADV
हालांकि	vaik	हालांकि	vaikka	CONJ	ADV
सिंह	singh	सिंह	singh	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
सिंह	leo	सिंह	leo	PROPN;NOM;MASC;SG;3	N;NOM;SG
अनेक	monet	अनेक	moni	DET	PRO;NOM;PL
अनेक	monia	अनेक	moni	DET	PRO;PRT;PL
अनेक	monta	अनेक	moni	DET	PRO;PRT;SG
अनेक	moni	अनेक	moni	DET	PRO;NOM;SG
अनेक	useita	अनेक	usea	DET	ADJ;PRT;PL
अनेक	useat	अनेक	usea	DET	ADJ;NOM;PL
अनेक	useita	अनेक	usea	DET	ADJ;PRT;PL
अनेक	useat	अनेक	usea	DET	ADJ;NOM;PL
यहां	täällä	यहाँ	täällä	PRO;NOM	ADV
यहां	tässä	यहाँ	tämä	PRO;NOM	PRO;IN+ESS;SG
संख्या	numerot	संख्या	numero	N;NOM;FEM;SG;3	N;NOM;PL
संख्या	numeroita	संख्या	numero	N;NOM;FEM;SG;3	N;PRT;PL
संख्या	numeroista	संख्या	numero	N;NOM;FEM;SG;3	N;IN+ABL;PL
संख्या	luvut	संख्या	luku	N;NOM;FEM;SG;3	N;NOM;PL
अपना	omista	अपना	oma	PRO;NOM;MASC;SG	ADJ;IN+ABL;PL
अपना	oman	अपना	oma	PRO;NOM;MASC;SG	ADJ;GEN;SG
अपना	oma	अपना	oma	PRO;NOM;MASC;SG	ADJ;NOM;SG
अपना	omat	अपना	oma	PRO;NOM;MASC;SG	ADJ;NOM;PL
अपना	sinun	अपना	sinä	PRO;NOM;MASC;SG	PRO;GEN;SG;2
बात	puhua	बात	puhua	N;NOM;FEM;SG;3	V;SG;NFIN;ACT
बात	puhu	बात	puhua	N;NOM;FEM;SG;3	V;IMP;SG;2;FIN;ACT
बात	puhetta	बात	puhe	N;NOM;FEM;SG;3	N;PRT;SG
साहित्य	kirjallisuuden	साहित्य	kirjallisuus	N;NOM;MASC;SG;3	N;GEN;SG
साहित्य	kirjallisuutta	साहित्य	kirjallisuus	N;NOM;MASC;SG;3	N;PRT;SG
दिल्ली	delhin	दिल्ली	delh	PROPN;NOM;FEM;SG;3	PROPN;GEN;SG
धर्म	uskontoa	धर्म	uskonto	N;NOM;MASC;SG;3	N;PRT;SG
धर्म	uskonnon	धर्म	uskonto	N;NOM;MASC;SG;3	N;GEN;SG
धर्म	uskontojen	धर्म	uskonto	N;NOM;MASC;SG;3	N;GEN;PL
धर्म	dharma	धर्म	dharma	N;NOM;MASC;SG;3	PROPN;NOM;SG
मूल	alkuperää	मूल	alku#perä	N;NOM;MASC;SG;3	N;PRT;SG
मूल	alkuperäisiä	मूल	alku#peräinen	N;NOM;MASC;SG;3	ADJ;PRT;PL
मूल	alkuperäiset	मूल	alku#peräinen	N;NOM;MASC;SG;3	ADJ;NOM;PL
मूल	alkuperäinen	मूल	alku#peräinen	N;NOM;MASC;SG;3	ADJ;NOM;SG
मूल	alkuperäiset	मूल	alku#peräinen	N;NOM;MASC;SG;3	ADJ;NOM;PL
तब	sitten	तब	sitten	PRO;NOM	ADV
बना	make	बन	make	V;PFV;MASC;SG;V.PTCP;ACT	
बना	tehdyt	बन	tehdä	V;PFV;MASC;SG;V.PTCP;ACT	V;NOM;PL;V.PTCP;PASS
बना	tehty	बन	tehdä	V;PFV;MASC;SG;V.PTCP;ACT	V;NOM;SG;V.PTCP;PASS
बना	valmistettu	बन	valmistaa	V;PFV;MASC;SG;V.PTCP;ACT	V;NOM;SG;V.PTCP;PASS
बना	made	बन	made	V;PFV;MASC;SG;V.PTCP;ACT	
कोड	koodi	कोड	koodi		N;NOM;SG
कोड	koodit	कोड	koodi		N;NOM;PL
कोड	koodeja	कोड	koode		N;PRT;PL
संयुक्त	samanaikaista	संयुक्त	saman#aikainen	PROPN;NOM;MASC;SG;3	ADJ;PRT;SG
संयुक्त	samanaikainen	संयुक्त	samanaikainen	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
संयुक्त	yhdistyneiden	संयुक्त	yhdistynyt	PROPN;NOM;MASC;SG;3	V;GEN;PL;V.PTCP;ACT
संयुक्त	yhdistynyt	संयुक्त	yhdistyä	PROPN;NOM;MASC;SG;3	V;NOM;SG;V.PTCP;ACT
संयुक्त	yhdistyneet	संयुक्त	yhdistynyt	PROPN;NOM;MASC;SG;3	V;NOM;PL;V.PTCP;ACT
संयुक्त	united	संयुक्त	united	PROPN;NOM;MASC;SG;3	N;NOM;SG
संयुक्त	yhtenäinen	संयुक्त	yhtenäinen	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
संयुक्त	yhdistetyn	संयुक्त	yhdistää	PROPN;NOM;MASC;SG;3	V;GEN;SG;V.PTCP;PASS
संयुक्त	yhdistetty	संयुक्त	yhdistää	PROPN;NOM;MASC;SG;3	V;NOM;SG;V.PTCP;PASS
संयुक्त	yhdistetyt	संयुक्त	yhdistää	PROPN;NOM;MASC;SG;3	V;NOM;PL;V.PTCP;PASS
संयुक्त	yhteinen	संयुक्त	yhteinen	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
संयुक्त	yhteisen	संयुक्त	yhteinen	PROPN;NOM;MASC;SG;3	ADJ;GEN;SG
जुलाई	heinäkuu	जुलाई	heinäkuu	PROPN;NOM;FEM;SG;3	N;NOM;SG
जुलाई	heinäkuussa	जुलाई	heinäkuu	PROPN;NOM;FEM;SG;3	N;IN+ESS;SG
जुलाई	heinäkuun	जुलाई	heinäkuu	PROPN;NOM;FEM;SG;3	N;GEN;SG
जुलाई	heinä	जुलाई	hän	PROPN;NOM;FEM;SG;3	N;NOM;SG
जुलाई	heinäkuuta	जुलाई	heinäkuu	PROPN;NOM;FEM;SG;3	N;PRT;SG
युद्ध	taistelun	युद्ध	taistelu	N;NOM;MASC;SG;3	N;GEN;SG
युद्ध	sodan	युद्ध	sota	N;NOM;MASC;SG;3	N;GEN;SG
युद्ध	sotaa	युद्ध	sota	N;NOM;MASC;SG;3	N;PRT;SG
नदी	joen	नदी	joki	N;NOM;FEM;SG;3	N;GEN;SG
वाला	vala	वाला	vala	ADP;NOM;MASC;SG	N;NOM;SG
काल	kireä	काल	kireä	N;NOM;MASC;SG;3	ADJ;NOM;SG
काल	jännittynyt	काल	jännittyä	N;NOM;MASC;SG;3	V;NOM;SG;V.PTCP;ACT
काल	soita	काल	soittaa	N;NOM;MASC;SG;3	V;IMP;SG;2;FIN;ACT
ऐसे	tällainen	ऐसा	tällainen	PRO;NOM;MASC;SG	ADJ;NOM;SG
वर्षों	vuotta	वर्ष	vuosi	N;NOM;MASC;PL;3	N;PRT;SG
वर्षों	vuosien	वर्ष	vuosi	N;NOM;MASC;PL;3	N;GEN;PL
वर्षों	vuosia	वर्ष	vuosi	N;NOM;MASC;PL;3	N;PRT;PL
वर्षों	sademetsä	वर्ष	sade#metsä	N;NOM;MASC;PL;3	N;NOM;SG
प्रति	per	प्रति	per		ADV
स्टेशन	asemat	स्टेशन	asema	N;NOM;MASC;SG;3	N;NOM;PL
बड़े	suuria	बडा	suuri	ADJ;NOM;MASC;PL	ADJ;PRT;PL
बड़े	iso	बडा	iso	ADJ;NOM;MASC;PL	ADJ;NOM;SG
बड़े	suuri	बडा	suuri	ADJ;NOM;MASC;PL	ADJ;NOM;SG
बड़े	iso	बडा	iso	ADJ;NOM;MASC;PL	ADJ;NOM;SG
बड़े	suuri	बडा	suuri	ADJ;NOM;MASC;PL	ADJ;NOM;SG
जनवरी	tammikuu	जनवरी	tammikuu	PROPN;NOM;FEM;SG;3	N;NOM;SG
जनवरी	tammikuussa	जनवरी	tammikuu	PROPN;NOM;FEM;SG;3	N;IN+ESS;SG
जनवरी	tammikuun	जनवरी	tammikuu	PROPN;NOM;FEM;SG;3	N;GEN;SG
जनवरी	tammikuuta	जनवरी	tammikuu	PROPN;NOM;FEM;SG;3	N;PRT;SG
मध्य	keskus	मध्य	keskus		N;NOM;SG
मध्य	keskelle	मध्य	keskelle		ADV
मध्य	keskusta	मध्य	keskusta		N;NOM;SG
मध्य	center	मध्य	center		N;NOM;SG
मध्य	mediaani	मध्य	mediaani		N;NOM;SG
मध्य	keskimmäinen	मध्य	keskimmäinen		ADJ;NOM;SG
मध्य	lähi	मध्य	lähi		INTJ
मध्य	keski	मध्य	keski		N;NOM;SG
राजा	king	राजा	king	N;NOM;MASC;SG;3	
प्रथम	ensin	प्रथम	ensin	ADJ	ADV
प्रथम	eka	प्रथम	ensin	ADJ	N;NOM;SG
प्रथम	ensiksi	प्रथम	ensiksi	ADJ	ADV
विश्वविद्यालय	yliopistoja	विश्वविद्यालय	yli#opisto	N;NOM;MASC;SG;3	N;PRT;PL
विश्वविद्यालय	yliopistot	विश्वविद्यालय	yli#opisto	N;NOM;MASC;SG;3	N;NOM;PL
विश्वविद्यालय	yliopistojen	विश्वविद्यालय	yli#opisto	N;NOM;MASC;SG;3	N;GEN;PL
विश्वविद्यालय	korkeakoulut	विश्वविद्यालय	korkea#koulu	N;NOM;MASC;SG;3	N;NOM;PL
जून	jun	जून	juno	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
जून	kesäkuu	जून	kesäkuu	PROPN;NOM;MASC;SG;3	N;NOM;SG
जून	kesäkuuta	जून	kesäkuu	PROPN;NOM;MASC;SG;3	N;PRT;SG
जून	kesäkuussa	जून	kesäkuu	PROPN;NOM;MASC;SG;3	N;IN+ESS;SG
उसकी	hänen	वह	hän	PRO;FEM;SG;3	PRO;GEN;SG;3
उसकी	hänen	वह	hän	PRO;FEM;SG;3	PRO;GEN;SG;3
मार्च	mar	मार्च	mar	PROPN;NOM;MASC;SG;3	
मार्च	marssi	मार्च	marssia	PROPN;NOM;MASC;SG;3	V;IND;SG;3;PST;FIN;ACT
मार्च	maaliskuu	मार्च	maaliskuu	PROPN;NOM;MASC;SG;3	N;NOM;SG
मार्च	maaliskuuta	मार्च	maaliskuu	PROPN;NOM;MASC;SG;3	N;PRT;SG
मार्च	marssia	मार्च	marssi	PROPN;NOM;MASC;SG;3	V;SG;NFIN;ACT
बन	pulla	बन	pulla	V;ACT	N;NOM;SG
बनी	pupu	बन	pupu	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;SG
बनी	bunny	बन	bunny	V;PFV;FEM;SG;V.PTCP;ACT	
अर्थ	merkitys	अर्थ	merkitys		N;NOM;SG
अर्थ	tarkoittaen	अर्थ	tarkoittaa		V;INS;SG;NFIN;ACT
अप्रैल	huhtikuu	अप्रैल	huhtikuu	PROPN;NOM;MASC;SG;3	N;NOM;SG
अप्रैल	huhtikuuta	अप्रैल	huhtikuu	PROPN;NOM;MASC;SG;3	N;PRT;SG
अप्रैल	huhti	अप्रैल	huhti	PROPN;NOM;MASC;SG;3	N;NOM;SG
अप्रैल	huhtikuu	अप्रैल	huhtikuu	PROPN;NOM;MASC;SG;3	N;NOM;SG
अप्रैल	huhtikuuta	अप्रैल	huhtikuu	PROPN;NOM;MASC;SG;3	N;PRT;SG
अप्रैल	huhtikuussa	अप्रैल	huhtikuu	PROPN;NOM;MASC;SG;3	N;IN+ESS;SG
अप्रैल	huhtikuun	अप्रैल	huhtikuu	PROPN;NOM;MASC;SG;3	N;GEN;SG
अप्रैल	huhti	अप्रैल	huhti	PROPN;NOM;MASC;SG;3	N;NOM;SG
अक्टूबर	lokakuussa	अक्टूबर	lokakuu	PROPN;NOM;MASC;SG;3	N;IN+ESS;SG
अक्टूबर	lokakuun	अक्टूबर	lokakuu	PROPN;NOM;MASC;SG;3	N;GEN;SG
अक्टूबर	lokakuu	अक्टूबर	lokakuu	PROPN;NOM;MASC;SG;3	N;NOM;SG
अक्टूबर	mma	अक्टूबर	mma	PROPN;NOM;MASC;SG;3	N;NOM;SG
अक्टूबर	lokakuu	अक्टूबर	lokakuu	PROPN;NOM;MASC;SG;3	N;NOM;SG
समूह	seurakunnan	समूह	seura#kunta	N;NOM;MASC;SG;3	N;GEN;SG
समूह	ryhmän	समूह	ryhmä	N;NOM;MASC;SG;3	N;GEN;SG
समूह	ryhmien	समूह	ryhmä	N;NOM;MASC;SG;3	N;GEN;PL
समूह	ryhmät	समूह	ryhmä	N;NOM;MASC;SG;3	N;NOM;PL
समूह	ryhmiä	समूह	ryhmä	N;NOM;MASC;SG;3	N;PRT;PL
वर्तमान	tämänhetkinen	वर्तमान	tämänhetkinen	N;NOM;MASC;SG;3	ADJ;NOM;SG
वर्तमान	tämänhetkiset	वर्तमान	tämänhetkinen	N;NOM;MASC;SG;3	ADJ;NOM;PL
वर्तमान	nykyiset	वर्तमान	nykyinen	N;NOM;MASC;SG;3	ADJ;NOM;PL
वर्तमान	nykyinen	वर्तमान	nykyinen	N;NOM;MASC;SG;3	ADJ;NOM;SG
वर्तमान	paikalla	वर्तमान	paikka	N;NOM;MASC;SG;3	N;AT+ESS
;SG
वर्तमान	läsnä	वर्तमान	läsnä	N;NOM;MASC;SG;3	ADV
वर्तमान	nykyinen	वर्तमान	nykyinen	N;NOM;MASC;SG;3	ADJ;NOM;SG
अध्ययन	opiskelee	अध्ययन	opiskella	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN;ACT
अध्ययन	opiskella	अध्ययन	opiskella	N;NOM;MASC;SG;3	V;SG;NFIN;ACT
अध्ययन	tutkimuksen	अध्ययन	tutkimus	N;NOM;MASC;SG;3	N;GEN;SG
अध्ययन	tutkimuksessa	अध्ययन	tutkimus	N;NOM;MASC;SG;3	N;IN+ESS;SG
अध्ययन	opiskella	अध्ययन	opiskella	N;NOM;MASC;SG;3	V;SG;NFIN;ACT
अध्ययन	opinnot	अध्ययन	opinto	N;NOM;MASC;SG;3	N;NOM;PL
अध्ययन	selvitykset	अध्ययन	selvitys	N;NOM;MASC;SG;3	N;NOM;PL
अध्ययन	tutkimuksia	अध्ययन	tutkimus	N;NOM;MASC;SG;3	N;PRT;PL
अध्ययन	tutkimukset	अध्ययन	tutkimus	N;NOM;MASC;SG;3	N;NOM;PL
विभाग	jakoon	विभाग	jako	N;NOM;MASC;SG;3	N;IN+ALL;SG
विभाग	osastot	विभाग	osasto	N;NOM;MASC;SG;3	N;NOM;PL
आम	mango	आम	mango	ADJ	N;NOM;SG
स्थिति	kannan	स्थिति	kanta	N;NOM;FEM;SG;3	N;GEN;SG
स्थिति	valtion	स्थिति	valtio	N;NOM;FEM;SG;3	N;GEN;SG
प्रभाव	vaikutusta	प्रभाव	vaikutus	N;NOM;MASC;SG;3	N;PRT;SG
प्रभाव	vaikutuksen	प्रभाव	vaikutus	N;NOM;MASC;SG;3	N;GEN;SG
प्रभाव	vaikutukset	प्रभाव	vaikutus	N;NOM;MASC;SG;3	N;NOM;PL
प्रभाव	seuraukset	प्रभाव	seuraus	N;NOM;MASC;SG;3	N;NOM;PL
प्रभाव	vaikutuksia	प्रभाव	vaikutus	N;NOM;MASC;SG;3	N;PRT;PL
प्रभाव	vaikutukset	प्रभाव	vaikutus	N;NOM;MASC;SG;3	N;NOM;PL
प्रभाव	vaikuttavat	प्रभाव	vaikuttaa	N;NOM;MASC;SG;3	V;PL;3;FIN;ACT
प्रभाव	vaikutteita	प्रभाव	vaikute	N;NOM;MASC;SG;3	N;PRT;PL
प्रभाव	vaikuttaa	प्रभाव	vaikuttaa	N;NOM;MASC;SG;3	V;SG;NFIN;ACT
प्रभाव	vaikutusta	प्रभाव	vaikutus	N;NOM;MASC;SG;3	N;PRT;SG
प्रभाव	vaikutukset	प्रभाव	vaikutus	N;NOM;MASC;SG;3	N;NOM;PL
आदर्श	idealismi	आदर्श	idealismi	PROPN;NOM;MASC;SG;3	N;NOM;SG
आदर्श	ihanteellinen	आदर्श	ihanteellinen	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
आदर्श	idol	आदर्श	idol	PROPN;NOM;MASC;SG;3	
साल	vuotta	साल	vuosi	N;NOM;MASC;SG;3	N;PRT;SG
साल	vuodet	साल	vuosi	N;NOM;MASC;SG;3	N;NOM;PL
साल	vuosien	साल	vuosi	N;NOM;MASC;SG;3	N;GEN;PL
साल	vuosia	साल	vuosi	N;NOM;MASC;SG;3	N;PRT;PL
साल	vuoden	साल	vuosi	N;NOM;MASC;SG;3	N;GEN;SG
साल	vuonna	साल	vuosi	N;NOM;MASC;SG;3	N;FRML;SG
पहली	ensin	पहला	ensin	ADJ;NOM;FEM;SG	ADV
पहली	eka	पहला	ensin	ADJ;NOM;FEM;SG	N;NOM;SG
पहली	ensiksi	पहला	ensiksi	ADJ;NOM;FEM;SG	ADV
संगीत	musiikkia	संगीत	musiikki	N;NOM;MASC;SG;3	N;PRT;SG
संगीत	musiikin	संगीत	musiikki	N;NOM;MASC;SG;3	N;GEN;SG
संगीत	music	संगीत	music	N;NOM;MASC;SG;3	PROPN;NOM;SG
अमेरिकी	amerikkalainen	अमेरिकी	amerikkalainen	PROPN;NOM;SG;3	ADJ;NOM;SG
अमेरिकी	amerikan	अमेरिकी	amerikka	PROPN;NOM;SG;3	N;GEN;SG
अमेरिकी	amerikkalaiset	अमेरिकी	amerikkalainen	PROPN;NOM;SG;3	N;NOM;PL
अमेरिकी	american	अमेरिकी	america	PROPN;NOM;SG;3	
अमेरिकी	amerikkalaisia	अमेरिकी	amerikkalainen	PROPN;NOM;SG;3	N;PRT;PL
अमेरिकी	amerikkalaiset	अमेरिकी	amerikkalainen	PROPN;NOM;SG;3	N;NOM;PL
अमेरिकी	yhdysvaltalaiset	अमेरिकी	yhdys#valtalainen	PROPN;NOM;SG;3	N;NOM;PL
सेवा	palvelun	सेवा	palvelu	N;NOM;FEM;SG;3	N;GEN;SG
सेवा	palvelua	सेवा	palvelu	N;NOM;FEM;SG;3	N;PRT;SG
बनाने	luominen	बना	luominen	V;MASC;NFIN;ACT	N;NOM;SG
बनाने	luodaan	बना	luoda	V;MASC;NFIN;ACT	V;IND;PRS;FIN;PASS
बनाने	tekeminen	बना	tekeminen	V;MASC;NFIN;ACT	N;NOM;SG
बनाने	tekoa	बना	teko	V;MASC;NFIN;ACT	N;PRT;SG
आज	tänään	आज	tänään	N;NOM;MASC;SG;3	ADV
आज	today	आज	today	N;NOM;MASC;SG;3	
स्थापित	perustettu	स्थापित	perustaa	ADJ	V;NOM;SG;V.PTCP;PASS
स्थापित	asennettu	स्थापित	asentaa	ADJ	V;NOM;SG;V.PTCP;PASS
स्थापित	asennetut	स्थापित	asentaa	ADJ	V;NOM;PL;V.PTCP;PASS
स्थापित	asennettuna	स्थापित	asentaa	ADJ	V;FRML;SG;V.PTCP;PASS
स्थापित	perustettiin	स्थापित	perustaa	ADJ	V;IND;PST;FIN;PASS
स्थापित	perustettu	स्थापित	perustaa	ADJ	V;NOM;SG;V.PTCP;PASS
स्थापित	perusti	स्थापित	perustaa	ADJ	V;IND;SG;3;PST;FIN;ACT
उच्च	high	उच्च	high		N;NOM;SG
उच्च	korkea	उच्च	korkea		ADJ;NOM;SG
