tlenu	oksijen	tlen	oksij	N;GEN;MASC;SG	
zrobione	yapıldı	zrobić	yap	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
zrobione	bitti	zrobić	bit	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST
zrobione	yapıldı	zrobić	yap	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
przyjmując	varsayarsak	przyjmować	varsa	V;IPFV;PRS;V.CVB;ACT	V;IPFV;COND;PL;1;POS
rozbił	parçalanmış	rozbić	parçala	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
rozbił	ezilmiş	rozbić	ez	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
rozbił	harap	rozbić	harap	V;PFV;MASC;IND;SG;PST;FIN;ACT	
inżynierów	mühendisler	inżynier	mühendis	N;ACC;MASC;PL	N;NOM;PL;3
bonaparte	bonaparte	bonaparty	bonapart		PROPN;NOM;SG;3
odwołany	iptal	odwołać	iptal	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
odwołany	iptal	odwołać	iptal	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
żyła	yaşamış	żyć	yaşa	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;NFH;IND;SG;3;POS;PST
żyła	yaşadı	żyć	yaşa	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;POS;PST
żyła	yaşardı	żyć	yaşa	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IPFV;IND;SG;3;POS
żyła	damar	żyć	damar	V;IPFV;FEM;IND;SG;PST;FIN;ACT	
żyła	damarı	żyć	damar	V;IPFV;FEM;IND;SG;PST;FIN;ACT	N;ACC;SG;3
zjednoczenie	birlik	zjednoczenie	birlik	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
zjednoczenie	birleşme	zjednoczenie	birleşme	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
zjednoczenie	birleştirme	zjednoczenie	birleş	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;IMP;SG;2;NEG;PRS;CAUS
zjednoczenie	birleşme	zjednoczenie	birleşme	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
zjednoczenie	buluşması	zjednoczenie	buluş	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;NOM;IND;POS;PRS;V.MSDR
zjednoczenie	kavuşma	zjednoczenie	kavuş	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;NOM;IND;POS;PRS;V.MSDR
wnioski	istekleri	wniosek	istek	N;NOM;MASC;PL	N;ACC;PL;3
wnioski	istek	wniosek	istek	N;NOM;MASC;PL	
wnioski	sonuç	wniosek	sonuç	N;NOM;MASC;PL	
wnioski	sonuçlara	wniosek	sonuç	N;NOM;MASC;PL	N;DAT;PL;3
rak	yengeç	rak	yengeç	N;NOM;MASC;SG	
rak	kanser	rak	kanser	N;NOM;MASC;SG	
luksemburga	lüksemburg	luksemburga	lüksemburg	N;GEN;MASC;SG	PROPN;NOM;SG;3
radiowy	radio	radiowy	radio	ADJ;NOM;MASC;SG	
radiowy	radyo	radiowy	radyo	ADJ;NOM;MASC;SG	
sauber	sauber	sauber	sauber	N;NOM;MASC;SG	
somerset	somerset	somerset	somerset	V;IPFV;IND;SG;PRS;FIN;ACT	V;IPFV;COND;SG;2;POS
atlantyku	atlantic	atlantyk	atlantic	N;GEN;MASC;SG	PROPN;NOM;SG;3
atlantyku	atlantik	atlantyk	atlantik	N;GEN;MASC;SG	
pytaj	sor	pytać	sor	V;IPFV;IMP;SG;2;FIN;ACT	V;PFV;IMP;SG;2;POS;PRS
pytaj	sorun	pytać	sorun	V;IPFV;IMP;SG;2;FIN;ACT	
ronald	ronald	ronald	ronald	N;NOM;MASC;SG	
parki	park	park	park	N;NOM;MASC;PL	N;NOM;SG;3
parki	parks	park	parks	N;NOM;MASC;PL	PROPN;NOM;SG;3
konstrukcje	yapıları	konstrukcja	yap	N;NOM;FEM;PL	N;ACC;PL;3
konstrukcje	yapıların	konstrukcja	yapı	N;NOM;FEM;PL	N;GEN;PL;3
hong	hong	hong	hong	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;NOM;SG;3
jam	reçel	ja	reçel		N;NOM;SG;3
połączyć	birleştirmek	połączyć	birleş	V;PFV;NFIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
połączyć	birleştir	połączyć	birleş	V;PFV;NFIN;ACT	
połączyć	birleştirme	połączyć	birleş	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;NEG;PRS;CAUS
połączyć	birleştir	połączyć	birleş	V;PFV;NFIN;ACT	
połączyć	birleştirme	połączyć	birleş	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;NEG;PRS;CAUS
pozytywne	olumlu	pozytywny	olumlu	ADJ;NOM;NEUT;SG	
pozytywne	pozitif	pozytywny	pozitif	ADJ;NOM;NEUT;SG	
pętli	döngüsü	pętla	döngü		N;NOM;SG;3
historie	hikâyeler	histora	hikuye	N;NOM;FEM;SG	N;NOM;PL;3
historie	haberler	histora	haber	N;NOM;FEM;SG	N;NOM;PL;3
historie	öyküler	histora	öykü	N;NOM;FEM;SG	N;NOM;PL;3
historie	hikayeler	histora	hikaye	N;NOM;FEM;SG	N;NOM;PL;3
sheffield	sheffield	sheffield	sheffield	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
intensywnie	şiddetli	intensywnie	şiddetli	ADV	
intensywnie	yoğun	intensywnie	yoğun	ADV	
niepełnosprawnych	sakat	niepełnosprawny	sakat	ADJ;GEN;MASC;PL	
niepełnosprawnych	engelli	niepełnosprawny	engelli	ADJ;GEN;MASC;PL	
niepełnosprawnych	kapatılmış	niepełnosprawny	kapa	ADJ;GEN;MASC;PL	V;PFV;NFH;IND;POS;PST;PASS
niepełnosprawnych	özürlü	niepełnosprawny	özürlü	ADJ;GEN;MASC;PL	
niepełnosprawnych	engelli	niepełnosprawny	engelli	ADJ;GEN;MASC;PL	
magnus	magnus	magnus	magnus	N;NOM;MASC;SG	
kolejce	kuyrukta	kolejka	kuyruk	N;DAT;FEM;SG	N;ESS;SG;3
przejęcia	devirleri	przejąć	devir	N;NOM;NEUT;SG	N;ACC;PL;3
libii	libya	libić	libya	PROPN;GEN;FEM;SG	PROPN;NOM;SG;3
fizyka	fiziği	fizyk	fizik		N;NOM;SG;3
naczelnik	warden	naczelnik	warden	N;NOM;MASC;SG	
naczelnik	müdür	naczelnik	müdür	N;NOM;MASC;SG	
sporów	anlaşmazlıkları	spór	anlaşmazlık		N;ACC;PL;3
sporów	tartışmalar	spór	tartış		V;PFV;NOM;IND;POS;PRS;V.MSDR
sporów	anlaşmazlıklar	spór	anlaşmazlık		N;NOM;PL;3
malarzy	ressamlar	malarz	ressam	N;ACC;MASC;PL	N;NOM;PL;3
jeremy	jeremy	jeremć	jeremy	PROPN;NOM;MASC;SG	
nagrobek	mezar	nagrobek	mezar	N;ACC;MASC;SG	
nagrobek	tombstone	nagrobek	tombstone	N;ACC;MASC;SG	N;DAT;SG;3
rozmieszczenie	düzen	rozmieszczenie	düz	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
rozmieszczenie	yerleşim	rozmieszczenie	yerleş	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
calcio	calcio	calcio	calcio	INTJ	PROPN;NOM;SG;3
przekształcenia	dönüşümler	przekształcenie	dönüşüm	N;NOM;NEUT;SG	N;NOM;PL;3
przekształcenia	dönüşümleri	przekształcenie	dönüşüm	N;NOM;NEUT;SG	N;ACC;PL;3
dłoni	palm	dłoń	palm	N;GEN;FEM;SG	PROPN;NOM;SG;3
dłoni	palmiye	dłoń	palmi	N;GEN;FEM;SG	
dłoni	avuç	dłoń	avuç	N;GEN;FEM;SG	
wiara	faith	wiara	faith	N;NOM;FEM;SG	
wiara	iman	wiara	iman	N;NOM;FEM;SG	
wiara	inanç	wiara	inanç	N;NOM;FEM;SG	
wiara	inanç	wiara	inanç	N;NOM;FEM;SG	
jesień	sonbaharda	jesień	sonbaharda		N;ESS;SG;3
walczących	savaşan	walczyć	savaş	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT	
rejestracji	üyelik	rejestracja	üyelik	N;GEN;FEM;SG	N;NOM;SG;3
rejestracji	kayıtları	rejestracja	kayıt	N;GEN;FEM;SG	N;ACC;PL;3
rejestracji	kayıtlar	rejestracja	kayıt	N;GEN;FEM;SG	N;NOM;PL;3
rejestracji	ruhsat	rejestracja	ruhsat	N;GEN;FEM;SG	
rejestracji	tescil	rejestracja	tescil	N;GEN;FEM;SG	
rejestracji	kayıt	rejestracja	kayıt	N;GEN;FEM;SG	
myślenia	düşünerek	myślenie	düşün	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;IND;POS;PRS;V.CVB
myślenia	düşünmek	myślenie	düşün	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;NOM;IND;POS;PRS;V.MSDR
myślenia	düşünme	myślenie	düşün	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
myślenia	düşünüyorum	myślenie	düşün	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;PROG;IND;SG;1;POS;INFM;PRS
myślenia	düşünce	myślenie	düşünce	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
zmiennych	değişken	zmienny	değişken	ADJ;GEN;MASC;PL	
zmiennych	değişkenleri	zmienny	değişken	ADJ;GEN;MASC;PL	N;ACC;PL;3
prześladowań	zulüm	prześladowanie	zulüm	N;GEN;NEUT;PL	
prześladowań	eziyet	prześladowanie	eziyet	N;GEN;NEUT;PL	N;NOM;SG;3
kolorado	colorado	kolorado	color		PROPN;NOM;SG;3
błony	zarları	błon	zar		N;ACC;PL;3
głębokie	derine	głęboki	derin	ADJ;NOM;NEUT;SG	
głębokie	derin	głęboki	derin	ADJ;NOM;NEUT;SG	
głębokie	deep	głęboki	deep	ADJ;NOM;NEUT;SG	
głębokie	derinden	głęboki	derin	ADJ;NOM;NEUT;SG	ADJ;AT+ABL;SG;3
przejęcie	edinme	przejąć	edin	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;NOM;IND;POS;PRS;V.MSDR
pieszych	yayalar	pieszy	yaya		N;NOM;PL;3
laurent	laurent	laurent	laurent	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
przedstawiona	sunuldu	przedstawić	sun	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
przedstawiona	sunulan	przedstawić	sun	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
przedstawiona	sundu	przedstawić	sun	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST
plakat	afiş	plakat	afiş	N;NOM;MASC;SG	
plakat	poster	plakat	poster	N;NOM;MASC;SG	
inicjatywa	girişim	inicjatywa	giriş	N;NOM;FEM;SG	
bohaterka	kahraman	bohaterka	kahraman	N;NOM;FEM;SG	
palermo	palermo	palermo	palermo	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
wdowa	dul	wdowa	dul	N;NOM;FEM;SG	
kulturowe	kültür	kulturowy	kültür	ADJ;NOM;NEUT;SG	
prywatny	özele	prywatny	özele	ADJ;NOM;MASC;SG	
prywatny	er	prywatny	er	ADJ;NOM;MASC;SG	
prywatny	private	prywatny	privat	ADJ;NOM;MASC;SG	N;NOM;SG;3
wójcik	wójcik	wójcik	wójcik	PROPN;NOM;MASC;SG	
gil	gil	gil	gil	PROPN;NOM;MASC;SG	
boliwii	bolivya	boliwia	bolivya		PROPN;NOM;SG;3
boliwii	bolivya	boliwia	bolivya		PROPN;NOM;SG;3
wyrażenia	ifadeler	wyrażenie	ifade	N;NOM;NEUT;SG	N;NOM;PL;3
wyrażenia	cümleler	wyrażenie	cümle	N;NOM;NEUT;SG	N;NOM;PL;3
wyrażenia	ifadeler	wyrażenie	ifade	N;NOM;NEUT;SG	N;NOM;PL;3
wyrażenia	deyim	wyrażenie	dey	N;NOM;NEUT;SG	
gazy	gazze	gaz	gazze	N;NOM;MASC;PL	
gazy	gaza	gaz	gaza	N;NOM;MASC;PL	
nasion	tohumları	nasiono	tohum		N;NOM;PL;3
nasion	tohum	nasiono	tohum		N;NOM;SG;3
nasion	tohumlar	nasiono	tohum		N;NOM;PL;3
nasion	tohum	nasiono	tohum		N;NOM;SG;3
śródziemnego	akdeniz	śródziemny	akdeniz	ADJ;ACC;MASC;SG	
siódme	seventh	siódmy	seventh		N;NOM;SG;3
porównania	karşılaştırmalar	porównanie	karşılaş	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
phillips	philips	phillips	philips	PROPN;NOM;MASC;SG	N;NOM;SG;3
phillips	phillips	phillips	phillips	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
jiří	jiří	jiří	jiří	PROPN;NOM;MASC;SG	
seine	seine	seiny	sein		PROPN;NOM;SG;3
antwerpii	antwerp	antwerpia	antwerp	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
münchen	münchen	münchen	münchen	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
poczęcia	gebelik	począć	gebelik	N;GEN;NEUT;SG	N;NOM;SG;3
poczęcia	gebe	począć	gebe	N;GEN;NEUT;SG	
chaos	kargaşa	chaos	kargaş	N;NOM;MASC;SG	
chaos	kaos	chaos	kaos	N;NOM;MASC;SG	
chaos	karmaşa	chaos	karmaş	N;NOM;MASC;SG	
chaos	kargaşa	chaos	kargaş	N;NOM;MASC;SG	
dziób	gaga	dziób	gaga	N;NOM;MASC;SG	
ustaw	set	ustawa	set	V;IPFV;IMP;SG;2;FIN;ACT	
ustaw	seti	ustawa	set	V;IPFV;IMP;SG;2;FIN;ACT	
dialog	diyalog	dialog	diyalog	N;NOM;MASC;SG	
palace	saray	palak	saray	N;NOM;MASC;SG	
palace	sarayı	palak	sara	N;NOM;MASC;SG	N;ACC;SG;3
sztuczne	suni	sztuczny	sun	ADJ;NOM;NEUT;SG	
sztuczne	yapay	sztuczny	yapay	ADJ;NOM;NEUT;SG	
baltimore	baltimore	baltimor	baltimore	N;NOM;MASC;SG	PROPN;NOM;SG;3
uwięziony	kapana	uwięzić	kapa	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
ogrodzie	bahçe	ogród	bahçe	N;DAT;MASC;SG	N;NOM;SG;3
ogrodzie	bahçesi	ogród	bahçe	N;DAT;MASC;SG	N;NOM;SG;3
ogrodzie	garden	ogród	garden	N;DAT;MASC;SG	N;NOM;SG;3
robertson	robertson	robertson	robertson	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
iwona	yvonne	iwon	yvonn	PROPN;NOM;FEM;SG	
galaktyk	galaksiler	galaktyk	galaksi	N;GEN;MASC;PL	N;NOM;PL;3
galaktyk	galaksi	galaktyk	galaksi	N;GEN;MASC;PL	
rządowe	devlet	rządowy	devlet	ADJ;NOM;NEUT;SG	N;NOM;SG;3
rządowe	hükümet	rządowy	hükümet	ADJ;NOM;NEUT;SG	
śpiewa	şarkı	śpiewać	şarkı	V;IPFV;IND;SG;3;PRS;FIN;ACT	
kaliber	kalibre	kaliber	kalibre		N;NOM;SG;3
kaliber	kalibre	kaliber	kalibre		N;NOM;SG;3
jessica	jessica	jessica	jessica	N;NOM;FEM;SG	
bibliotekę	kütüphane	biblioteka	kütüphane	N;ACC;FEM;SG	N;NOM;SG;3
bibliotekę	kütüphanesi	biblioteka	kütüphane	N;ACC;FEM;SG	N;NOM;SG;3
moritz	moritz	moritz	moritz	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;NOM;SG;3
orbitę	yörünge	orbić	yörünge	N;ACC;FEM;SG	
mohamed	muhammet	mohamed	muhammet	N;NOM;MASC;SG	
mohamed	muhammed	mohamed	muhammed	N;NOM;MASC;SG	
ciężki	ağır	ciężki	ağır	ADJ;NOM;MASC;SG	
ciężki	agir	ciężki	agir	ADJ;NOM;MASC;SG	
zarejestrowany	kayıtlı	zarejestrować	kayıtlı	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
zarejestrowany	kaydedilen	zarejestrować	kaydet	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
zarejestrowany	kaydedilmiş	zarejestrować	kaydet	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
zarejestrowany	kaydedildi	zarejestrować	kaydet	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
zależność	bağımlılığı	zależność	bağımlılık	N;NOM;FEM;SG	N;ACC;SG;3
child	çocuk	child	çocuk		N;NOM;SG;3
child	çocuğum	child	çocuk		N;NOM;SG;3
oddanie	ithaf	oddanie	ithaf	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
podejścia	yaklaşım	podejść	yaklaşım	N;GEN;NEUT;SG	
podejścia	yaklaş	podejść	yaklaş	N;GEN;NEUT;SG	
okładki	koru	okładka	koru	N;ACC;FEM;PL	
okładki	kapak	okładka	kapak	N;ACC;FEM;PL	
okładki	örtüler	okładka	örtü	N;ACC;FEM;PL	N;NOM;PL;3
okładki	kapsıyor	okładka	kapsa	N;ACC;FEM;PL	V;PROG;IND;SG;3;POS;INFM;PRS
podmiot	denek	podmiot	denek	N;NOM;MASC;SG	
podmiot	şahıs	podmiot	şahıs	N;NOM;MASC;SG	
podmiot	konusu	podmiot	konu	N;NOM;MASC;SG	
podmiot	konu	podmiot	konu	N;NOM;MASC;SG	
podmiot	taraf	podmiot	taraf	N;NOM;MASC;SG	
podmiot	varlık	podmiot	varlık	N;NOM;MASC;SG	
url	url	urla	url		N;NOM;SG;3
rzymian	romalılar	rzymianin	romalı		N;NOM;PL;3
reprezentujący	temsili	reprezentować	temsili	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	
reprezentujący	temsil	reprezentować	temsil	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	
wież	kuleler	wież	kule	N;GEN;FEM;PL	N;NOM;PL;3
wież	kuleleri	wież	kule	N;GEN;FEM;PL	N;ACC;PL;3
kość	kemik	kość	kemik	N;NOM;FEM;SG	
kość	bone	kość	bone	N;NOM;FEM;SG	
lokomotywy	lokomotifler	lokomotywa	lokomotif	N;ACC;FEM;PL	N;NOM;PL;3
lokomotywy	lokomotif	lokomotywa	lokomotif	N;ACC;FEM;PL	
zagrzeb	zagrep	zagrzeb	zagrep	PROPN;NOM;MASC;SG	
zagrzeb	zagreb	zagrzeb	zagreb	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
bibliotek	kütüphane	bibliotek	kütüphane	N;GEN;FEM;PL	N;NOM;SG;3
bibliotek	kütüphaneler	bibliotek	kütüphane	N;GEN;FEM;PL	N;NOM;PL;3
kalisz	kalisz	kalisz	kalisz	N;NOM;MASC;SG	
tomáš	tomáš	tomry	tomáš	PROPN;NOM;MASC;SG	
stawy	havuzları	stawa	havuz	N;NOM;MASC;PL	N;ACC;PL;3
stawy	eklemleri	stawa	eklem	N;NOM;MASC;PL	N;ACC;PL;3
skamieniałości	fosil	skamieniałość	fosil	N;ACC;FEM;PL	
księżniczki	prenses	księżniczka	prenses	N;GEN;FEM;SG	
kopiowania	kopyalama	kopiować	kopyala	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	
świadomość	bilinç	świadomość	bilinç	N;NOM;FEM;SG	
świadomość	bilincin	świadomość	bilinç	N;NOM;FEM;SG	N;GEN;SG;3
świadomość	farkındalık	świadomość	farkındalık	N;NOM;FEM;SG	N;ESS;SG;3
miles	kilometrelerce	miles	kilometrelerce		ADV
piechota	piyade	piechoty	piya	N;NOM;FEM;SG	N;ESS;SG;3
mongolii	moğolistan	mongolia	moğolistan		PROPN;NOM;SG;3
smak	tat	smak	tat	N;NOM;MASC;SG	
smak	lezzeti	smak	lezzet	N;NOM;MASC;SG	N;ACC;SG;3
smak	lezzeti	smak	lezzet	N;NOM;MASC;SG	N;ACC;SG;3
tabor	tabor	tabor	tabor	N;NOM;MASC;SG	PROPN;NOM;SG;3
utrata	kaybetmek	utratać	kaybet	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
utrata	kaybediyor	utratać	kaybet	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
utrata	kayıp	utratać	kayıp	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ
utrata	kaybı	utratać	kayıp	V;IPFV;IND;SG;3;PRS;FIN;ACT	
zatwierdzony	onayladı	zatwierdzić	onayla	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST
zatwierdzony	onaylı	zatwierdzić	onaylı	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
zatwierdzony	onaylanmış	zatwierdzić	onayla	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
zatwierdzony	onaylandı	zatwierdzić	onayla	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
michelle	michelle	michelle	michel	PROPN;NOM;FEM;SG	
baden	baden	baden	baden		PROPN;NOM;SG;3
przestępstwa	suçlar	przestępstwo	suç	N;NOM;NEUT;SG	N;NOM;PL;3
przestępstwa	suçları	przestępstwo	suç	N;NOM;NEUT;SG	N;ACC;PL;3
przestępstwa	suçlar	przestępstwo	suç	N;NOM;NEUT;SG	N;NOM;PL;3
przestępstwa	suç	przestępstwo	suç	N;NOM;NEUT;SG	
przestępstwa	suçlar	przestępstwo	suç	N;NOM;NEUT;SG	N;NOM;PL;3
jutro	yarin	jutro	yarin	ADV	
jutro	yarın	jutro	yarın	ADV	N;NOM;SG;3
szybkość	hızlı	szybkość	hızlı	N;ACC;FEM;SG	ADJ
szybkość	hız	szybkość	hız	N;ACC;FEM;SG	
szybkość	sürat	szybkość	sürat	N;ACC;FEM;SG	N;NOM;SG;3
szybkość	speed	szybkość	speed	N;ACC;FEM;SG	
szybkość	hızı	szybkość	hız	N;ACC;FEM;SG	
zrozumieć	anlıyor	zrozumieć	anla	V;PFV;NFIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
zrozumieć	anla	zrozumieć	anla	V;PFV;NFIN;ACT	
pytań	sorularınız	pytanie	soru	N;GEN;NEUT;PL	N;NOM;PL;3
pytań	soruları	pytanie	soru	N;GEN;NEUT;PL	N;ACC;PL;3
pytań	sorular	pytanie	soru	N;GEN;NEUT;PL	N;NOM;PL;3
pytań	soru	pytanie	soru	N;GEN;NEUT;PL	
software	yazılım	softwary	yazılım		N;NOM;SG;3
zatopiony	battı	zatopić	bat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
zatopiony	batmış	zatopić	bat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST
zatopiony	batık	zatopić	batık	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
wiktorii	victoria	wiktoria	victor	N;GEN;FEM;SG	
giorgio	giorgio	giorgio	giorgio		PROPN;NOM;SG;3
alejandro	alejandro	alejandro	alejandro	N;NOM;MASC;SG	
sandra	sandra	sandra	san	PROPN;NOM;FEM;SG	
wallace	wallace	wallace	wallace		PROPN;NOM;SG;3
wellington	wellington	wellington	wellington		PROPN;NOM;SG;3
zakonnica	rahibe	zakonnica	rahip	N;NOM;FEM;SG	
następna	sırada	następny	sıra		N;ESS;SG;3
wyroby	makale	wyrób	makale	N;NOM;MASC;PL	N;NOM;SG;3
wyroby	ürün	wyrób	ürün	N;NOM;MASC;PL	
wyroby	ürünleri	wyrób	ürün	N;NOM;MASC;PL	N;ACC;PL;3
strategii	stratejileri	strategia	strateji	N;GEN;FEM;SG	N;ACC;PL;3
strategii	strateji	strategia	strateji	N;GEN;FEM;SG	N;NOM;SG;3
strategii	stratejisi	strategia	strateji	N;GEN;FEM;SG	N;NOM;SG;3
świeckich	laik	świecki	laik	ADJ;GEN;MASC;PL	
emmy	emmy	emmy	emmy	V;IPFV;IND;SG;1;PRS;FIN;ACT	
nadzoru	gözetim	nadzór	gözet	N;GEN;MASC;SG	N;NOM;SG;3
nadzoru	denetim	nadzór	denetim	N;GEN;MASC;SG	
nadzoru	gözetim	nadzór	gözet	N;GEN;MASC;SG	N;NOM;SG;3
nadzoru	gözetleme	nadzór	gözetle	N;GEN;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
satelitarne	uydu	satelitarny	uy	ADJ;NOM;NEUT;SG	N;NOM;SG;3
zabawy	eğlenceli	zabawa	eğlenceli	N;ACC;FEM;SG	ADJ
zabawy	eğlence	zabawa	eğlence	N;ACC;FEM;SG	N;NOM;SG;3
operatora	santral	operator	santral	N;ACC;MASC;SG	
operatora	operatörü	operator	operatörü	N;ACC;MASC;SG	
operatora	operatör	operator	operatör	N;ACC;MASC;SG	
dyskiem	disk	dysk	disk	N;INS;MASC;SG	
ćwiczeń	egzersizleri	ćwiczenie	egzersiz	N;GEN;NEUT;PL	N;ACC;PL;3
ćwiczeń	egzersiz	ćwiczenie	egzersiz	N;GEN;NEUT;PL	
wymiana	değiştirme	wymianać	değiş	N;NOM;FEM;SG	V;PFV;IMP;SG;2;NEG;PRS;CAUS
wymiana	takas	wymianać	takas	N;NOM;FEM;SG	
przeznaczenia	kader	przeznaczenie	kader	N;GEN;NEUT;SG	
przeznaczenia	destiny	przeznaczenie	dest	N;GEN;NEUT;SG	
przeznaczenia	kısmet	przeznaczenie	kısmet	N;GEN;NEUT;SG	
przeznaczenia	kader	przeznaczenie	kader	N;GEN;NEUT;SG	
łuk	ark	łuk	ark	N;NOM;MASC;SG	
łuk	arc	łuk	arc	N;NOM;MASC;SG	
łuk	yay	łuk	yay	N;NOM;MASC;SG	
łuk	kemer	łuk	kemer	N;NOM;MASC;SG	
łuk	arch	łuk	arch	N;NOM;MASC;SG	
łuk	yay	łuk	yay	N;NOM;MASC;SG	
lucie	lucie	luto	lucie	PROPN;NOM;FEM;SG	
atlancie	atlanta	atlant	atlan	N;DAT;MASC;SG	PROPN;NOM;SG;3
smoka	ejderha	smoka	ejderha	N;ACC;MASC;SG	N;NOM;SG;3
smoka	ejder	smoka	eşde	N;ACC;MASC;SG	
smoka	dragon	smoka	dragon	N;ACC;MASC;SG	
julius	julius	julius	julius	PROPN;NOM;MASC;SG	
ciepło	sıcaklık	ciepło	sıcaklık		N;NOM;SG;3
ciepło	sıcaklık	ciepło	sıcaklık		N;NOM;SG;3
ciepło	sıcaklığı	ciepło	sıcaklık		N;ACC;SG;3
alexandre	alexandre	alexandre	alefandr	N;NOM;MASC;SG	PROPN;NOM;SG;3
rozwiązać	çözüm	rozwiązać	çözüm	V;PFV;NFIN;ACT	
rozwiązać	çöz	rozwiązać	çöz	V;PFV;NFIN;ACT	
ilustracje	çizimler	ilustracja	çizim	N;NOM;FEM;PL	
aniołów	melekler	anioł	melek	N;GEN;MASC;PL	N;NOM;PL;3
