להינשא	casatori	ננשא	casator	V;NFIN;MID	
חוקיות	legala	חוקיות	legală	N;FEM;SG	ADJ;DEF;FEM;SG
חוקיות	legal	חוקיות	legal	N;FEM;SG	ADJ;INDF;MASC;SG
להתחתן	casatori	התחתן	casator	V;NFIN	
פיוס	reconcilierea	פיוס	reconciliere	PROPN	N;DEF;FEM;SG
פיוס	reconciliere	פיוס	reconciliere	PROPN	N;INDF;FEM;SG
פיוס	impacare	פיוס	impacare	PROPN	N;INDF;FEM;SG
עפולה	afula	עפולה	afula	PROPN	N;DEF;FEM;SG
הסתיימו	incheiat	הסתיים	incheia	V;PL;3;PST	ADJ;INDF;MASC;SG
פיליפס	philips	פיליפס	philips	PROPN	N;INDF;MASC;SG
פיליפס	philips	פיליפס	philips	PROPN	N;INDF;MASC;SG
פיליפס	phillips	פיליפס	phillips	PROPN	PROPN
דורשים	necesita	דרש	necesita	V;MASC;PL;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
דורשים	necesita	דרש	necesita	V;MASC;PL;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
מסובך	complicate	מסובך	complicat	ADJ;MASC;SG	ADJ;INDF;FEM;PL
חרוד	harod	חרוד	harod	PROPN	
ויימאר	weimar	ויימאר	weimar	PROPN	PROPN
תיעודי	documentar	תעודי	documentar	PROPN	N;INDF;MASC;SG
תיעודי	documentare	תעודי	documentare	PROPN	N;INDF;FEM;PL
תיעודי	documentarul	תעודי	documentar	PROPN	N;DEF;MASC;SG
להרים	ridicare	הרים	ridicare	V;NFIN;ACT	N;INDF;FEM;SG
צאצא	descendent	צאצא	descendent		ADJ;INDF;MASC;SG
צאצא	descendenta	צאצא	descendenta		ADJ;DEF;FEM;SG
אסיר	prizonierul	אסיר	prizonier	PROPN	N;DEF;MASC;SG
אסיר	prizonier	אסיר	prizonier	PROPN	N;INDF;MASC;SG
אסיר	detinut	אסיר	detine	PROPN	ADJ;INDF;MASC;SG
אסיר	detinut	אסיר	detine	PROPN	ADJ;INDF;MASC;SG
קתולי	catolica	קתולי	catolică	PROPN	N;DEF;FEM;SG
קתולי	catolica	קתולי	catolică	PROPN	N;DEF;FEM;SG
קתולי	catolic	קתולי	catolic	PROPN	ADJ;INDF;MASC;SG
אפריקאים	africani	אפריקני	african	N;MASC;PL	ADJ;INDF;MASC;PL
במול	plate	במול	plat	PROPN	ADJ;INDF;FEM;PL
במול	plat	במול	plat	PROPN	N;INDF;MASC;SG
לית	leigh	לית	leigh		PROPN
כוס	pasarica	כוס	pasarică		N;DEF;FEM;SG
כוס	pussy	כוס	pussy		N;INDF;MASC;SG
כוס	pasarica	כוס	pasarică		N;DEF;FEM;SG
כוס	cupa	כוס	cupă		N;DEF;FEM;SG
כוס	cupa	כוס	cupă		N;DEF;FEM;SG
כוס	ceasca	כוס	cească		N;DEF;FEM;SG
מדידת	masurare	מדידה	masurare	N;PSSD;FEM;SG	N;INDF;FEM;SG
מדידת	masurarea	מדידה	masurare	N;PSSD;FEM;SG	N;DEF;FEM;SG
אמריקנים	americani	אמריקן	american	N;MASC;PL	ADJ;INDF;MASC;PL
סינגפור	singapore	סינגפור	singapore	PROPN	N;INDF;FEM;PL
יושבים	stand	ישב	sta	V;MASC;PL;V.PTCP;ACT	
יושבים	sedinta	ישב	sedintă	V;MASC;PL;V.PTCP;ACT	N;DEF;FEM;SG
התעללות	abuzat	התעללות	abuza	N;FEM;SG	ADJ;INDF;MASC;SG
התעללות	abuziv	התעללות	abuziv	N;FEM;SG	ADV
התעללות	abuzive	התעללות	abuziv	N;FEM;SG	ADJ;INDF;FEM;PL
התעללות	abuziva	התעללות	abuziva	N;FEM;SG	ADJ;DEF;FEM;SG
התעללות	abuzuri	התעללות	abuz	N;FEM;SG	N;INDF;FEM;PL
רגש	emotional	רגש	emotional	N;MASC;SG	ADJ;INDF;MASC;SG
רגש	emotional	רגש	emotional	N;MASC;SG	ADJ;INDF;MASC;SG
רגש	emotiv	רגש	emotiv	N;MASC;SG	ADJ;INDF;MASC;SG
קטיף	cules	קטיף	cules	PROPN	N;INDF;MASC;SG
הוסר	indepartat	הוסר	indeparta	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הוסר	eliminat	הוסר	elimina	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הוסר	scos	הוסר	scoate	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
מחמוד	mahmud	מחמוד	mahmud	PROPN	N;INDF;MASC;SG
מחמוד	mahmoud	מחמוד	mahmoud	PROPN	PROPN
הנבחר	alese	הנבחר	ales	PROPN	ADJ;INDF;FEM;PL
הנבחר	aleasa	הנבחר	ales	PROPN	ADJ;DEF;FEM;SG
הנבחר	ales	הנבחר	ales	PROPN	ADV
גרי	gary	גרי	gary	PROPN	PROPN
המתמחה	intern	המתמח	intern	V;FEM;SG;3;PST	ADJ;INDF;MASC;SG
המתמחה	stagiar	המתמח	stagiar	V;FEM;SG;3;PST	N;INDF;MASC;SG
נבל	ticalos	נבל	ticalos		ADJ;INDF;MASC;SG
נבל	raufacator	נבל	raufacator		N;INDF;MASC;SG
נבל	harpa	נבל	harpă		N;DEF;FEM;SG
מרתון	maratonul	מרתון	maraton		N;DEF;MASC;SG
מרתון	maraton	מרתון	maraton		N;INDF;MASC;SG
המפקח	inspector	המפקח	inspector	PROPN	N;INDF;MASC;SG
המפקח	inspectorul	המפקח	inspector	PROPN	N;DEF;MASC;SG
ארליך	erlich	ארליך	erlich	PROPN	
משפיעה	influente	השפיע	influent	V;FEM;SG;V.PTCP;ACT	N;INDF;FEM;PL
משפיעה	influent	השפיע	influent	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
משפיעה	influenta	השפיע	influenta	V;FEM;SG;V.PTCP;ACT	N;DEF;FEM;SG
משפיעה	afecteaza	השפיע	afecta	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
משפיעה	afecteaza	השפיע	afecta	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
משפיעה	afectand	השפיע	afecta	V;FEM;SG;V.PTCP;ACT	
בורוסיה	borussia	בורוסיה	borussie	PROPN	N;DEF;FEM;SG
מונרו	monroe	מונר	monroe	PROPN	PROPN
מחסום	blocaj	None	blocaj		N;INDF;MASC;SG
מחסום	bariere	None	barieră		N;INDF;FEM;PL
מחסום	barierele	None	barieră		N;DEF;FEM;PL
מחסום	bariera	None	barieră		N;DEF;FEM;SG
מחסום	bariera	None	barieră		N;DEF;FEM;SG
השרת	serverul	השרה	server	PROPN	N;DEF;MASC;SG
השרת	server	השרה	server	PROPN	N;INDF;MASC;SG
אוסבורן	osborne	אוסבורן	osborn	PROPN	PROPN
אוסבורן	osborn	אוסבורן	osborn	PROPN	N;INDF;MASC;SG
גרוסמן	grossman	גרוסמן	grossman	PROPN	PROPN
אוהבים	iubitori	אהב	iubitor	V;MASC;PL;V.PTCP;ACT	ADJ;INDF;MASC;PL
אוהבים	iubiti	אהב	iubiti	V;MASC;PL;V.PTCP;ACT	
פורים	purim	פורים	purea	PROPN	N;INDF;MASC;SG
מרפי	murphy	מרפי	murphy	PROPN	PROPN
ההכנות	pregatirile	ההכנה	pregatire	PROPN	N;DEF;FEM;PL
ההכנות	pregatiri	ההכנה	pregatire	PROPN	N;INDF;FEM;PL
ההכנות	preparate	ההכנה	preparat	PROPN	N;INDF;FEM;PL
הפרישה	secesiunea	הפריש	secesiune	V;FEM;SG;3;PST;ACT	N;DEF;FEM;SG
אוכלים	alimentatie	אכל	alimentatie	V;MASC;PL;V.PTCP;ACT	N;INDF;FEM;SG
אוכלים	mananc	אכל	mananc	V;MASC;PL;V.PTCP;ACT	
אוכלים	mancand	אכל	mancand	V;MASC;PL;V.PTCP;ACT	
היוזמה	initiativa	היוזמה	initiativă	PROPN	N;DEF;FEM;SG
היוזמה	initiativa	היוזמה	initiativă	PROPN	N;DEF;FEM;SG
היוזמה	initiativa	היוזמה	initiativă	PROPN	N;DEF;FEM;SG
אורה	ora	אורה	oră	PROPN	N;DEF;FEM;SG
קרתגו	cartagina	קרתגו	cartagina	PROPN	N;DEF;FEM;SG
קרתגו	cartagina	קרתגו	cartagina	PROPN	N;DEF;FEM;SG
נסוג	retrasa	נסוג	retrage	V;MASC;SG;3;PST;MID	ADJ;DEF;FEM;SG
נסוג	retras	נסוג	retrage	V;MASC;SG;3;PST;MID	ADJ;INDF;MASC;SG
בירד	pasare	בירד	pasar	PROPN	N;INDF;FEM;SG
בירד	pasare	בירד	pasar	PROPN	N;INDF;FEM;SG
בירד	pasarea	בירד	pasare	PROPN	N;DEF;FEM;SG
בירד	bird	בירד	bird	PROPN	N;INDF;MASC;SG
פלש	invadata	פלש	invadată	PROPN	ADJ;DEF;FEM;SG
פלש	invadat	פלש	invada	PROPN	ADJ;INDF;MASC;SG
קור	frig	קור	frig		N;INDF;MASC;SG
קור	reci	קור	rece		ADJ;INDF;PL
קור	rece	קור	rece		ADV
קור	cor	קור	cor		N;INDF;MASC;SG
סיון	sivan	סיון	sivan	PROPN	N;INDF;MASC;SG
סוויפט	swift	סוויפט	swift	PROPN	N;INDF
רוד	tija	רוד	tija	PROPN	N;DEF;FEM;SG
רוד	rod	רוד	rod	PROPN	
רוד	dic	רוד	dic	PROPN	
ציינו	mentionat	ציין	mentiona	V;PL;3;PST;ACT	ADJ;INDF;MASC;SG
תראה	uite	תראה	uita	V;MASC;SG;3;FUT	
נסה	incercati	נסה	incerca	PROPN	
נסה	incearca	נסה	incearca	PROPN	V;IND;SG;3;IPFV;FIN
נסה	incearca	נסה	incearca	PROPN	V;IND;SG;3;IPFV;FIN
פצצה	bomba	פצץ	bombă	PROPN	N;DEF;FEM;SG
פצצה	bomba	פצץ	bombă	PROPN	N;DEF;FEM;SG
מינימום	minimum	מינימום	minimum	N;MASC;SG	
מינימום	minime	מינימום	minim	N;MASC;SG	ADJ;INDF;FEM;PL
מינימום	minima	מינימום	minimă	N;MASC;SG	ADJ;DEF;FEM;SG
פנימה	interior	פנימה	interior	ADV	N;INDF;MASC;SG
פנימה	inauntru	פנימה	inauntru	ADV	
צפה	urmarit	צפה	urmarit	PROPN	ADJ;INDF;MASC;SG
צפה	urmarita	צפה	urmarita	PROPN	N;DEF;FEM;SG
צפה	privit	צפה	privi	PROPN	ADJ;INDF;MASC;SG
צפה	supravegheata	צפה	supravegheat	PROPN	ADJ;DEF;FEM;SG
צפה	plutitor	צפה	plutitor	PROPN	N;INDF;MASC;SG
צפה	plutitoare	צפה	plutitor	PROPN	ADJ;INDF;FEM
צפה	plutind	צפה	pluti	PROPN	V;V.MSDR
צפה	ceas	צפה	ceas	PROPN	N;INDF;MASC;SG
צפה	vizualizeaza	צפה	vizualizează	PROPN	V;IND;SG;3;IPFV;FIN
צפה	vizualizare	צפה	vizualizare	PROPN	N;INDF;FEM;SG
צפה	vedere	צפה	vedere	PROPN	N;INDF;FEM;SG
צרה	probleme	צר	problemă		N;INDF;FEM;PL
צרה	necazuri	צר	necaz		N;INDF;FEM;PL
צרה	necaz	צר	necaz		N;INDF;MASC;SG
צרה	belele	צר	bele		N;DEF;FEM;PL
צרה	ingusta	צר	ingusta		ADJ;DEF;FEM;SG
צרה	restrange	צר	restrange		V;IND;SG;3;PRS;FIN
צרה	ingust	צר	ingust		ADJ;INDF;MASC;SG
צרה	adversitate	צר	adversitate		N;INDF;FEM;SG
ממדית	dimensionale	ממדי	dimensional	ADV	ADJ;INDF;FEM;PL
ריימונד	raymond	ריימונד	raymond	PROPN	PROPN
רוסו	rosso	רוסו	rosso	PROPN	PROPN
רוסו	russo	רוסו	russo	PROPN	PROPN
רוסו	rousseau	רוסו	roussi	PROPN	V;IND;PL;3;IPFV;FIN
סעד	saad	סעד	saad		N;INDF;MASC;SG
ירמיהו	ieremia	ירמיהו	ieremie	PROPN	PROPN
ירמיהו	jeremiah	ירמיהו	jeremiah	PROPN	PROPN
שמאלה	stang	שמאלה	stang	ADV	
שמאלה	stanga	שמאלה	stanga	ADV	N;DEF;FEM;SG
שמאלה	stanga	שמאלה	stanga	ADV	N;DEF;FEM;SG
שמאלה	stinga	שמאלה	stingă	ADV	N;DEF;FEM;SG
נחמה	confort	נחמה	confort		N;INDF;MASC;SG
נחמה	comfort	נחמה	comfort		N;INDF;MASC;SG
נחמה	confortul	נחמה	confort		N;DEF;MASC;SG
נחמה	alinare	נחמה	alinare		N;INDF;FEM;SG
נחמה	consolare	נחמה	consolare		N;INDF;FEM;SG
נחמה	consolare	נחמה	consolare		N;INDF;FEM;SG
היוקרתי	prestigioase	היוקרתי	prestigios	V;SG;1;PST;PASS	ADJ;INDF;FEM;PL
גנטי	genetic	גנטי	genetic	N;MASC;SG	ADJ;INDF;MASC;SG
גנטי	genetice	גנטי	genetic	N;MASC;SG	ADJ;INDF;FEM;PL
בוני	bonnie	בוני	bonnie	PROPN	N;INDF;FEM;SG
בוני	bonny	בוני	bonny	PROPN	
ורנר	werner	ורנר	werner	PROPN	PROPN
סת	seth	סת	seth		PROPN
פרעה	faraonul	פרע	faraon	PROPN	N;DEF;MASC;SG
פרעה	faraonului	פרע	faraon	PROPN	N;DEF;MASC;SG
פרעה	faraon	פרע	faraon	PROPN	N;INDF;MASC;SG
אנכי	vertical	אנך	vertical		ADJ;INDF;MASC;SG
אנכי	verticala	אנך	verticală		N;DEF;FEM;SG
אנכי	verticale	אנך	vertical		ADJ;INDF;FEM;PL
אנכי	vertical	אנך	vertical		ADJ;INDF;MASC;SG
הבלטי	baltica	הבלטי	baltic	PROPN	N;DEF;FEM;SG
הבלטי	baltice	הבלטי	baltic	PROPN	ADJ;INDF;FEM;PL
כוונות	intentii	כוונה	intent	N;FEM;PL	
מתחרה	concurent	התחרה	concurent	V;MASC;SG;V.PTCP	N;INDF;MASC;SG
מתחרה	concurenta	התחרה	concurenta	V;MASC;SG;V.PTCP	N;DEF;FEM;SG
מתחרה	concurentul	התחרה	concurent	V;MASC;SG;V.PTCP	N;DEF;MASC;SG
מתחרה	concurent	התחרה	concurent	V;MASC;SG;V.PTCP	N;INDF;MASC;SG
מתחרה	concurentul	התחרה	concurent	V;MASC;SG;V.PTCP	N;DEF;MASC;SG
מתחרה	concurente	התחרה	concurent	V;MASC;SG;V.PTCP	ADJ;INDF;FEM;PL
שוטף	fluent	שוטף	fluent	ADJ;MASC;SG	ADV
עט	pen	עט	pen	PROPN	
עט	stilou	עט	stilou	PROPN	N;INDF;MASC;SG
שומע	auzi	שמע	auzi	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
הנהג	sofer	הנהג	sofer		N;INDF;MASC;SG
הנהג	driver	הנהג	driver		N;INDF;MASC;SG
הנהג	sofer	הנהג	sofer		N;INDF;MASC;SG
דרמטי	dramatice	דרמטי	dramatic	ADJ;MASC;SG	ADJ;INDF;FEM;PL
מצדה	masada	מצדה	masada	PROPN	N;DEF;FEM;SG
מחתרת	subteran	מחתרת	subteran	N;FEM;SG	ADJ;INDF;MASC;SG
ליטר	litru	ליטר	litru	PROPN	N;INDF;MASC;SG
ליטר	litru	ליטר	litru	PROPN	N;INDF;MASC;SG
ליטר	litri	ליטר	litru	PROPN	N;INDF;MASC;PL
שרירי	musculos	שריר	musculos	PROPN	ADJ;INDF;MASC;SG
נצרות	crestina	נצרות	crestina	N;FEM;SG	ADJ;DEF;FEM;SG
נצרות	christian	נצרות	christian	N;FEM;SG	PROPN
זול	ieftin	זול	ieftin	ADJ;MASC;SG	ADV
זול	ieftine	זול	ieftin	ADJ;MASC;SG	N;INDF;FEM;PL
גיבורים	heroes	גיבור	heroes	N;MASC;PL	N;INDF;MASC;SG
בטן	abdominale	בטן	abdominal	PROPN	ADJ;INDF;FEM;PL
בטן	abdominal	בטן	abdominal	PROPN	ADJ;INDF;MASC;SG
בטן	abdominala	בטן	abdominal	PROPN	N;DEF;FEM;SG
בטן	abdomenul	בטן	abdomen	PROPN	N;DEF;MASC;SG
בטן	abdomen	בטן	abdomen	PROPN	N;INDF;MASC;SG
בטן	burta	בטן	burtă	PROPN	N;DEF;FEM;SG
בטן	burta	בטן	burtă	PROPN	N;DEF;FEM;SG
בטן	belly	בטן	belly	PROPN	ADJ
בטן	stomacului	בטן	stomac	PROPN	N;DEF;MASC;SG
בטן	stomacul	בטן	stomac	PROPN	N;DEF;MASC;SG
בטן	stomac	בטן	stomac	PROPN	N;INDF;MASC;SG
תקרית	incidente	תקרית	incident	N;FEM;SG	N;INDF;FEM;PL
נוגה	venus	נגה	venu	PROPN	N;INDF;MASC;SG
מרובע	quad	מרובע	quad	PROPN	N;INDF;MASC;SG
מרובע	patrat	מרובע	patrat	PROPN	N;INDF;MASC;SG
מרובע	square	מרובע	square	PROPN	N;INDF;MASC;SG
מרובע	patrat	מרובע	patrat	PROPN	N;INDF;MASC;SG
קלייר	clare	קלייר	clar	PROPN	ADJ;INDF;FEM;PL
קלייר	claire	קלייר	clair	PROPN	PROPN
בציר	epoca	בציר	epocă		N;DEF;FEM;SG
ברג	berg	ברג	berg	PROPN	PROPN
קובנה	kaunas	קובנה	kaunas	PROPN	PROPN
צייד	vanator	צייד	vanator	PROPN	N;INDF;MASC;SG
צייד	vanator	צייד	vanator	PROPN	N;INDF;MASC;SG
צייד	hunter	צייד	hunter	PROPN	N;INDF;MASC;SG
צייד	vanatorul	צייד	vanator	PROPN	N;DEF;MASC;SG
צייד	vanatoare	צייד	vanator	PROPN	ADJ;INDF;FEM
צייד	vanatoarea	צייד	vanatoare	PROPN	N;DEF;FEM;SG
צייד	vanatoare	צייד	vanator	PROPN	ADJ;INDF;FEM
דמיטרי	dmitri	דמיטרי	dmitru	PROPN	PROPN
דמיטרי	dmitry	דמיטרי	dmitry	PROPN	PROPN
דמיטרי	dmitri	דמיטרי	dmitru	PROPN	PROPN
דמיטרי	dimitri	דמיטרי	dimitru	PROPN	PROPN
תקליט	record	הקליט	record	PROPN	N;INDF;MASC;SG
תקליט	inregistrare	הקליט	inregistrare	PROPN	N;INDF;FEM;SG
תקליט	inregistreaza	הקליט	inregistra	PROPN	V;IND;SG;3;IPFV;FIN
ביירות	beirut	בירות	belrut	PROPN	N;INDF;MASC;SG
מסכימה	convenit	הסכים	convenit	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
מסכימה	convenite	הסכים	conveni	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
דיאנה	diana	דיאנה	diană	PROPN	N;DEF;FEM;SG
דיאנה	deanna	דיאנה	deanna	PROPN	
חיטה	grau	חיטה	grau	N;FEM;SG	
חיטה	grau	חיטה	grau	N;FEM;SG	
קלף	pergament	קלף	pergament	PROPN	N;INDF;MASC;SG
קלף	cardul	קלף	card	PROPN	N;DEF;MASC;SG
קלף	card	קלף	card	PROPN	N;INDF;MASC;SG
גרו	gru	גרו	gru	PROPN	N;INDF;MASC;SG
רוקי	rocky	רוק	rocky	PROPN	PROPN
תקוה	speranta	תקוה	sperant	PROPN	N;DEF;FEM;SG
תקוה	sper	תקוה	spera	PROPN	V;IND;SG;1;PRS;FIN
תקוה	speranta	תקוה	sperant	PROPN	N;DEF;FEM;SG
תקוה	speranta	תקוה	sperant	PROPN	N;DEF;FEM;SG
מוט	stalp	מוט	stalp		N;INDF;MASC;SG
מוט	pole	מוט	polă		N;INDF;MASC;SG
מוט	pol	מוט	pol		N;INDF;MASC;SG
מוט	polul	מוט	pol		N;DEF;MASC;SG
חליל	flautul	חליל	flaut	PROPN	N;DEF;MASC;SG
חליל	flaut	חליל	flaut	PROPN	N;INDF;MASC;SG
חליל	khalil	חליל	khalil	PROPN	PROPN
פורסט	forrest	פורסט	forrest	PROPN	PROPN
משקף	reflecta	משקף	reflecta	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
משקף	reflecta	משקף	reflecta	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
משקף	reflectand	משקף	reflecta	V;MASC;SG;V.PTCP;ACT	ADV
משקף	reflectorizante	משקף	reflectorizant	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
משקף	reflecta	משקף	reflecta	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
אסטרטגי	strategice	אסטרטגי	strategic	ADJ;MASC;SG	ADJ;INDF;FEM;PL
נכחד	disparute	נכחד	disparut	V;MASC;SG;3;PST;MID	ADJ;INDF;FEM;PL
רוחנית	spirituala	רוחני	spiritual	ADV	ADJ;DEF;FEM;SG
רוחנית	spiritual	רוחני	spiritual	ADV	ADJ;INDF;MASC;SG
רוחנית	spirituale	רוחני	spiritual	ADV	ADJ;INDF;FEM;PL
רוחנית	spirituala	רוחני	spiritual	ADV	ADJ;DEF;FEM;SG
רוחנית	spiritual	רוחני	spiritual	ADV	ADJ;INDF;MASC;SG
סתירה	contradictorii	סתירה	contradictoriu	N;FEM;SG	ADJ;INDF;PL
אהבתי	iubit	אהבתי	iubit	V;SG;1;PST;ACT	ADJ;INDF;MASC;SG
קרקוב	cracovia	קרקוב	cracovie	PROPN	PROPN
דילן	dylan	דילן	dylan	PROPN	PROPN
לחיזוק	consolida	לחיזוק	consolida	PROPN	V;IND;SG;3;IPFV;FIN
לחיזוק	consolideaza	לחיזוק	consolideaza	PROPN	V;IND;SG;3;IPFV;FIN
סטריט	street	סטריט	street	PROPN	N;INDF;MASC;SG
סטריט	strada	סטריט	stradă	PROPN	N;DEF;FEM;SG
סטריט	strada	סטריט	stradă	PROPN	N;DEF;FEM;SG
בפורטוגזית	portughez	בפורטוגזית	portughez	PROPN	ADJ;INDF;MASC;SG
בפורטוגזית	portugheza	בפורטוגזית	portugheza	PROPN	N;DEF;FEM;SG
בפורטוגזית	portugheza	בפורטוגזית	portugheza	PROPN	N;DEF;FEM;SG
וגאס	vegas	וגאס	vegas	PROPN	N;INDF;MASC;SG
שיפר	schiffer	שיפר	schiffer	V;MASC;SG;3;PST;ACT	N;INDF;MASC;SG
רדיוס	raza	רדיוס	rază	PROPN	N;DEF;FEM;SG
רדיוס	raza	רדיוס	rază	PROPN	N;DEF;FEM;SG
לסטר	leicester	לסטר	leicester	PROPN	PROPN
לסטר	lester	לסטר	lester	PROPN	PROPN
אמילי	emily	אמילי	emily	PROPN	PROPN
אלכסנדריה	alexandria	אלכסנדריה	alexandrie	PROPN	PROPN
להמיר	conversie	המיר	conversie	V;NFIN;ACT	N;INDF;FEM;SG
להמיר	convertit	המיר	converti	V;NFIN;ACT	ADJ;INDF;MASC;SG
אוגנדה	uganda	אוגנדה	ugandă	PROPN	PROPN
סלוניקי	salonic	סלוניקי	salonic	PROPN	N;INDF;MASC;SG
פנמה	panama	פנמה	panamă	PROPN	PROPN
ייחוס	pedigree	ייחוס	pedigree	N;MASC;SG	
תבור	tabor	תבור	tabor	PROPN	
התחלתי	inceput	התחיל	incepe	V;SG;1;PST;ACT	ADJ;INDF;MASC;SG
אבחון	diagnostice	אבחון	diagnostic	N;MASC;SG	N;INDF;FEM;PL
שוחררה	lansat	שוחרר	lansat	V;FEM;SG;3;PST;PASS	ADJ;INDF;MASC;SG
שוחררה	eliberat	שוחרר	elibera	V;FEM;SG;3;PST;PASS	ADJ;INDF;MASC;SG
שוחררה	eliberata	שוחרר	eliberat	V;FEM;SG;3;PST;PASS	N;DEF;FEM;SG
אירופי	europene	אירופי	european	PROPN	ADJ;INDF;FEM;PL
אירופי	europeana	אירופי	european	PROPN	N;DEF;FEM;SG
אירופי	europeni	אירופי	european	PROPN	ADJ;INDF;MASC;PL
אירופי	european	אירופי	european	PROPN	ADJ;INDF;MASC;SG
משתתפת	participantul	השתתף	participant	V;FEM;SG;V.PTCP	N;DEF;MASC;SG
משתתפת	participant	השתתף	participant	V;FEM;SG;V.PTCP	N;INDF;MASC;SG
משתתפת	participa	השתתף	participa	V;FEM;SG;V.PTCP	V;IND;SG;3;IPFV;FIN
משתתפת	participa	השתתף	participa	V;FEM;SG;V.PTCP	V;IND;SG;3;IPFV;FIN
משתתפת	particip	השתתף	particip	V;FEM;SG;V.PTCP	V;IND;SG;1;PRS;FIN
צרכים	nevoile	צרכים	nevoie	N;MASC;SG	N;DEF;FEM;PL
צרכים	nevoi	צרכים	nevoie	N;MASC;SG	N;INDF;FEM;PL
אילנה	ilana	אילנה	ilană	PROPN	
הקיום	existenta	הקיום	existent	PROPN	N;DEF;FEM;SG
הקיום	existenta	הקיום	existent	PROPN	N;DEF;FEM;SG
הקיום	existenta	הקיום	existent	PROPN	N;DEF;FEM;SG
רוברטס	roberts	רוברטס	roberts	PROPN	PROPN
באדן	baden	באדן	baden	PROPN	PROPN
דלתא	delta	דלתא	deltă	PROPN	N;DEF;FEM;SG
תואם	compatibile	תאם	compatibil	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
תואם	compatibila	תאם	compatibila	V;MASC;SG;V.PTCP;ACT	ADJ;DEF;FEM;SG
תואם	compatibil	תאם	compatibil	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
תואם	potrivire	תאם	potrivire	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;SG
גולד	auriu	גולד	auriu	PROPN	ADJ;INDF;MASC;SG
גולד	aur	גולד	aur	PROPN	N;INDF;MASC;SG
גולד	gold	גולד	gold	PROPN	
גולד	aurul	גולד	aur	PROPN	N;DEF;MASC;SG
גולד	gould	גולד	gould	PROPN	PROPN
דוכסות	ducat	דוכסות	ducat	PROPN	N;INDF;MASC;SG
דוכסות	ducatul	דוכסות	ducat	PROPN	N;DEF;MASC;SG
קית	keith	קית	keith	PROPN	PROPN
ציריך	zürich	ציריך	zürich	PROPN	PROPN
ציריך	zürich	ציריך	zürich	PROPN	PROPN
ציריך	zurich	ציריך	zurich	PROPN	N;INDF;MASC;SG
מקסימלי	maxima	מקסימלי	maxim	ADJ;MASC;SG	N;DEF;FEM;SG
מקסימלי	maxima	מקסימלי	maxim	ADJ;MASC;SG	N;DEF;FEM;SG
מקסימלי	maximum	מקסימלי	maximum	ADJ;MASC;SG	N;INDF;MASC;SG
דקדוק	gramaticale	דקדוק	gramatical	N;MASC;SG	ADJ;INDF;FEM;PL
אלקטרוניקה	electronice	אלקטרוניקה	electronic	N;FEM;SG	ADJ;INDF;FEM;PL
קנטור	cantor	קנטור	cantor	PROPN	N;INDF;MASC;SG
נאש	nash	נאש	nash	PROPN	N;INDF;MASC;SG
אפריקני	africani	אפריקני	african	PROPN	ADJ;INDF;MASC;PL
אפריקני	africana	אפריקני	african	PROPN	N;DEF;FEM;SG
אפריקני	africane	אפריקני	african	PROPN	ADJ;INDF;FEM;PL
אפריקני	african	אפריקני	african	PROPN	ADJ;INDF;MASC;SG
הגירוש	deportari	הגירוש	deportar	PROPN	N;INDF;FEM;PL
דלה	della	דל	della	PROPN	PROPN
שודדי	raiders	שודד	raiders	PROPN	PROPN
שודדי	jefuitori	שודד	jefuitor	PROPN	ADJ;INDF;MASC;PL
אוסטרלים	australieni	אוסטרל	australian	N;MASC;PL	ADJ;INDF;MASC;PL
שוחט	macelar	שוחט	macelar	PROPN	N;INDF;MASC;SG
הרצף	continuum	הרצף	continuu	PROPN	N;INDF;MASC;SG
רוזה	rosa	רוזה	rosa	PROPN	N;DEF;FEM;SG
רוזה	rosé	רוזה	rosé	PROPN	N;INDF;MASC;SG
הפסנתר	pian	הפסנתר	pian	V;SG;1;PST;ACT	N;INDF;MASC;SG
הפסנתר	pianul	הפסנתר	pian	V;SG;1;PST;ACT	N;DEF;MASC;SG
הקמפיין	campanie	הקמפיין	campanie	PROPN	N;INDF;FEM;SG
הקמפיין	campaniei	הקמפיין	campanie	PROPN	N;DEF;FEM;SG
