και	si	και	sine	CONJ	
ονομασία	desemnare	ονομασία	desemnare	N;NOM;FEM;SG	N;INDF;FEM;SG
κοινότητα	comunitate	κοινότητα	comunitate	N;ACC;FEM;SG	N;INDF;FEM;SG
κοινότητα	comunitatea	κοινότητα	comunitate	N;ACC;FEM;SG	N;DEF;FEM;SG
τελευταία	ultimele	τελευταία	ultim	ADV	NUM;DEF;FEM;PL
τελευταία	ultima	τελευταία	ultim	ADV	NUM;DEF;FEM;SG
τελευταία	ultimul	τελευταία	ultim	ADV	NUM;DEF;MASC;SG
τελευταία	last	τελευταία	last	ADV	N;INDF;MASC;SG
έκανε	făcute	κάνω	făcut	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;PL
έκανε	made	κάνω	made	V;PFV;IND;SG;3;PST;FIN;ACT	
έκανε	făcută	κάνω	făcut	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
ξεκίνησε	început	ξεκινώ	început	V;PFV;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
κυβέρνηση	guvernul	κυβέρνηση	guvern	N;NOM;FEM;SG	N;DEF;MASC;SG
κυβέρνηση	guvernare	κυβέρνηση	guvernare	N;NOM;FEM;SG	N;INDF;FEM;SG
πρώτος	primii	πρώτος	prim	NUM;NOM;MASC;SG	NUM;DEF;MASC;PL
πρώτος	prima	πρώτος	prim	NUM;NOM;MASC;SG	NUM;DEF;FEM;SG
πρώτος	primul	πρώτος	prim	NUM;NOM;MASC;SG	NUM;DEF;MASC;SG
ανάμεσα	intre	ανάμεσα	intra	ADV	V;SBJV;3;PRS;FIN
ανάμεσα	între	ανάμεσα	între	ADV	ADP;ACC
γλώσσα	limba	γλώσσα	limbă	N;NOM;FEM;SG	N;DEF;FEM;SG
γλώσσα	limbă	γλώσσα	limbă	N;NOM;FEM;SG	N;INDF;FEM;SG
γλώσσα	limba	γλώσσα	limbă	N;NOM;FEM;SG	N;DEF;FEM;SG
γλώσσα	limbă	γλώσσα	limbă	N;NOM;FEM;SG	N;INDF;FEM;SG
γλώσσα	limbajul	γλώσσα	limbaj	N;NOM;FEM;SG	N;DEF;MASC;SG
γιος	fiule	γιος	fiu	N;NOM;MASC;SG	
γιος	fiul	γιος	fiu	N;NOM;MASC;SG	N;DEF;MASC;SG
μάχη	luptă	μάχη	luptă	N;ACC;FEM;SG	N;INDF;FEM;SG
μάχη	bătălia	μάχη	bătălie	N;ACC;FEM;SG	N;DEF;FEM;SG
μάχη	bătălie	μάχη	bătălie	N;ACC;FEM;SG	N;INDF;FEM;SG
μάχη	combat	μάχη	combate	N;ACC;FEM;SG	V;IND;PL;3;PRS;FIN
μάχη	luptă	μάχη	luptă	N;ACC;FEM;SG	N;INDF;FEM;SG
μάχη	lupta	μάχη	luptă	N;ACC;FEM;SG	N;DEF;FEM;SG
πανεπιστήμιο	facultate	πανεπιστήμιο	facultate	N;NOM;NEUT;SG	N;INDF;FEM;SG
πανεπιστήμιο	universitate	πανεπιστήμιο	universitate	N;NOM;NEUT;SG	N;INDF;FEM;SG
πανεπιστήμιο	universitatea	πανεπιστήμιο	universitate	N;NOM;NEUT;SG	N;DEF;FEM;SG
όλες	toti	όλος	toti	ADJ;NOM;FEM;PL	
όλες	toți	όλος	tot	ADJ;NOM;FEM;PL	PRO;MASC;PL;3
όλες	toate	όλος	tot	ADJ;NOM;FEM;PL	PRO;FEM;PL;3
όλες	tot	όλος	tot	ADJ;NOM;FEM;PL	PRO;MASC;SG;3
κάποια	unele	κάποιος	unul	PRO;NOM;NEUT;PL;3	PRO;FEM;PL;3
κάποια	unii	κάποιος	unul	PRO;NOM;NEUT;PL;3	PRO;MASC;PL;3
δείτε	vezi	βλέπω	vedea	V;PFV;IMP;PL;2;FIN;ACT	V;IND;SG;2;PRS;FIN
δείτε	ceas	βλέπω	ceas	V;PFV;IMP;PL;2;FIN;ACT	N;INDF;MASC;SG
πόλεμο	războiul	πόλεμος	război	N;ACC;MASC;SG	N;DEF;MASC;SG
περιοχές	regiunilor	περιοχή	regiune	N;NOM;FEM;PL	N;DEF;FEM;PL
περιοχές	regiunile	περιοχή	regiune	N;NOM;FEM;PL	N;DEF;FEM;PL
περιοχές	zonele	περιοχή	zonă	N;NOM;FEM;PL	N;DEF;FEM;PL
πρώην	fosta	πρώην	fost	ADV	ADJ;DEF;FEM;SG
παράδειγμα	exemplul	παράδειγμα	exemplu	N;NOM;NEUT;SG	N;DEF;MASC;SG
άρθρο	articolul	άρθρο	articol	N;NOM;NEUT;SG	N;DEF;MASC;SG
εικόνα	poza	εικόνα	poză	N;NOM;FEM;SG	N;DEF;FEM;SG
εικόνα	poză	εικόνα	poză	N;NOM;FEM;SG	N;INDF;FEM;SG
εικόνα	imagine	εικόνα	imagine	N;NOM;FEM;SG	N;INDF;FEM;SG
εικόνα	imaginea	εικόνα	imagine	N;NOM;FEM;SG	N;DEF;FEM;SG
εικόνα	imagine	εικόνα	imagine	N;NOM;FEM;SG	N;INDF;FEM;SG
έλαβε	primite	λαμβάνω	primit	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;PL
έλαβε	primită	λαμβάνω	primi	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
επίσημη	oficiale	επίσημος	oficial	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
επίσημη	oficiala	επίσημος	oficială	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
επίσημη	oficială	επίσημος	oficial	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
επίσημη	formale	επίσημος	formal	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
επίσημη	formală	επίσημος	formal	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
επίσημη	formal	επίσημος	formal	ADJ;NOM;FEM;SG	ADV
κατοίκους	locuitorii	κάτοικος	locuitor	N;ACC;MASC;PL	N;DEF;MASC;PL
πηγές	sursele	πηγή	sursă	N;NOM;FEM;PL	N;DEF;FEM;PL
βόρεια	north	βόρεια	north	ADV	PROPN
βόρεια	nordul	βόρεια	nord	ADV	N;DEF;MASC;SG
βόρεια	nord	βόρεια	nord	ADV	N;INDF;MASC;SG
βόρεια	northern	βόρεια	northern	ADV	PROPN
βόρεια	nordul	βόρεια	nord	ADV	N;DEF;MASC;SG
πόλεις	oraşele	πόλη	oraș	N;NOM;FEM;PL	N;DEF;FEM;PL
πόλεις	orasele	πόλη	oras	N;NOM;FEM;PL	N;DEF;FEM;PL
αγώνα	rasa	αγώνας	rasă	N;ACC;MASC;SG	N;DEF;FEM;SG
αγώνα	cursa	αγώνας	cursă	N;ACC;MASC;SG	N;DEF;FEM;SG
αγώνα	rasă	αγώνας	rasă	N;ACC;MASC;SG	ADJ;INDF;FEM;SG
αγώνα	race	αγώνας	race	N;ACC;MASC;SG	
αγώνα	cursă	αγώνας	cursă	N;ACC;MASC;SG	N;INDF;FEM;SG
αγώνα	potrivire	αγώνας	potrivire	N;ACC;MASC;SG	N;INDF;FEM;SG
αγώνα	luptă	αγώνας	luptă	N;ACC;MASC;SG	N;INDF;FEM;SG
αγώνα	lupta	αγώνας	luptă	N;ACC;MASC;SG	N;DEF;FEM;SG
γεγονός	evenimentul	γεγονός	eveniment	N;NOM;NEUT;SG	N;DEF;MASC;SG
σελίδα	paginii	σελίδα	pagină	N;NOM;FEM;SG	N;DEF;FEM;SG
σελίδα	pagina	σελίδα	pagină	N;NOM;FEM;SG	N;DEF;FEM;SG
σελίδα	pagină	σελίδα	pagină	N;NOM;FEM;SG	N;INDF;FEM;SG
θέμα	tematică	θέμα	tematic	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
θέμα	tematica	θέμα	tematică	N;NOM;NEUT;SG	N;DEF;FEM;SG
θέμα	temă	θέμα	temă	N;NOM;NEUT;SG	N;INDF;FEM;SG
θέμα	tema	θέμα	temă	N;NOM;NEUT;SG	N;DEF;FEM;SG
θέμα	subiectul	θέμα	subiect	N;NOM;NEUT;SG	N;DEF;MASC;SG
ηλικία	varsta	ηλικία	varsta	N;NOM;FEM;SG	N;DEF;FEM;SG
ηλικία	vârstă	ηλικία	vârstă	N;NOM;FEM;SG	N;INDF;FEM;SG
ηλικία	vârsta	ηλικία	vârstă	N;NOM;FEM;SG	N;DEF;FEM;SG
χρησιμοποιείται	folosit	χρησιμοποιώ	folosit	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;MASC;SG
χρησιμοποιείται	utilizate	χρησιμοποιώ	utilizat	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;FEM;PL
χρησιμοποιείται	folosite	χρησιμοποιώ	folosit	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;FEM;PL
χρησιμοποιείται	folosită	χρησιμοποιώ	folosit	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;FEM;SG
χρησιμοποιείται	utilizată	χρησιμοποιώ	utiliza	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;FEM;SG
χρησιμοποιείται	utilizat	χρησιμοποιώ	utilizat	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;MASC;SG
πρώτα	primii	πρώτα	prim	ADV	NUM;DEF;MASC;PL
πρώτα	prima	πρώτα	prim	ADV	NUM;DEF;FEM;SG
πρώτα	primul	πρώτα	prim	ADV	NUM;DEF;MASC;SG
μέγεθος	dimensiune	μέγεθος	dimensiune	N;NOM;NEUT;SG	N;INDF;FEM;SG
μέγεθος	marime	μέγεθος	marim	N;NOM;NEUT;SG	N;INDF;FEM;SG
μέγεθος	dimensiunea	μέγεθος	dimensiune	N;NOM;NEUT;SG	N;DEF;FEM;SG
μέγεθος	mărimea	μέγεθος	mărime	N;NOM;NEUT;SG	N;DEF;FEM;SG
μέγεθος	mărime	μέγεθος	mărime	N;NOM;NEUT;SG	N;INDF;FEM;SG
θεωρείται	considerata	θεωρώ	considerat	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;DEF;FEM;SG
θεωρείται	considerate	θεωρώ	considerat	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;FEM;PL
θεωρείται	considerată	θεωρώ	considerat	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;FEM;SG
θεωρείται	considerat	θεωρώ	considerat	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;MASC;SG
νότια	southern	νότιος	southern	ADV	PROPN
νότια	sudic	νότιος	sudic	ADV	ADJ;INDF;MASC;SG
νότια	sudul	νότιος	sud	ADV	N;DEF;MASC;SG
νότια	sud	νότιος	sud	ADV	N;INDF;MASC;SG
νότια	south	νότιος	south	ADV	N;INDF;MASC;SG
νότια	sudul	νότιος	sud	ADV	N;DEF;MASC;SG
σημείο	punctul	σημείο	punct	N;NOM;NEUT;SG	N;DEF;MASC;SG
σχέση	relația	σχέση	relație	N;ACC;FEM;SG	N;DEF;FEM;SG
σχέση	relatie	σχέση	relatie	N;ACC;FEM;SG	N;INDF;FEM;SG
σχέση	relație	σχέση	relație	N;ACC;FEM;SG	N;INDF;FEM;SG
περίπτωση	case	περίπτωση	casă	N;ACC;FEM;SG	N;INDF;FEM;PL
περίπτωση	cazul	περίπτωση	caz	N;ACC;FEM;SG	N;DEF;MASC;SG
νέο	noua	νέος	nou	ADJ;ACC;NEUT;SG	ADJ;DEF;FEM;SG
νέο	noi	νέος	eu	ADJ;ACC;NEUT;SG	PRO;PL;1
νέο	nouă	νέος	nou	ADJ;ACC;NEUT;SG	
έτος	anul	έτος	an	N;ACC;NEUT;SG	N;DEF;MASC;SG
ένωση	uniunea	ένωση	uniune	N;NOM;FEM;SG	N;DEF;FEM;SG
ένωση	uniunii	ένωση	uniune	N;NOM;FEM;SG	N;DEF;FEM;SG
ένωση	uniune	ένωση	uniune	N;NOM;FEM;SG	N;INDF;FEM;SG
ένωση	asociația	ένωση	asociație	N;NOM;FEM;SG	N;DEF;FEM;SG
ένωση	asociatia	ένωση	asociatie	N;NOM;FEM;SG	N;DEF;FEM;SG
ένωση	asociație	ένωση	asociație	N;NOM;FEM;SG	N;INDF;FEM;SG
ένωση	asocierea	ένωση	asociere	N;NOM;FEM;SG	N;DEF;FEM;SG
ένωση	asociere	ένωση	asociere	N;NOM;FEM;SG	N;INDF;FEM;SG
βασιλιά	regele	βασιλιάς	rege	N;ACC;MASC;SG	N;DEF;MASC;SG
εκκλησία	biserica	εκκλησία	biserică	N;NOM;FEM;SG	N;DEF;FEM;SG
εκκλησία	biserică	εκκλησία	biserică	N;NOM;FEM;SG	N;INDF;FEM;SG
μουσείο	muzeul	μουσείο	muzeu	N;NOM;NEUT;SG	N;DEF;MASC;SG
πολιτικός	politician	πολιτικός	politician	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
συμμετοχή	implicare	συμμετοχή	implicare	N;NOM;FEM;SG	N;INDF;FEM;SG
συμμετοχή	implicarea	συμμετοχή	implicare	N;NOM;FEM;SG	N;DEF;FEM;SG
συμμετοχή	participare	συμμετοχή	participare	N;NOM;FEM;SG	N;INDF;FEM;SG
συμμετοχή	participarea	συμμετοχή	participare	N;NOM;FEM;SG	N;DEF;FEM;SG
συμμετοχή	participări	συμμετοχή	participare	N;NOM;FEM;SG	N;INDF;FEM;PL
δυο	doua	δύο	doi	NUM;NOM;PL	NUM;FEM;SG
πέθανε	mor	πεθαίνω	muri	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;PRS;FIN
πέθανε	mori	πεθαίνω	muri	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;2;PRS;FIN
ανά	per	ανά	per	ADP	
μουσική	muzică	μουσικός	muzică	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
μουσική	muzica	μουσικός	muzică	ADJ;NOM;FEM;SG	N;DEF;FEM;SG
κόσμο	cosmo	κόσμος	cosmo	N;ACC;MASC;SG	
κόσμο	lumea	κόσμος	lume	N;ACC;MASC;SG	N;DEF;FEM;SG
κόσμο	lume	κόσμος	lume	N;ACC;MASC;SG	N;INDF;FEM;SG
κόσμο	world	κόσμος	world	N;ACC;MASC;SG	PROPN
άτομα	oamenii	άτομο	om	N;NOM;NEUT;PL	N;DEF;MASC;PL
είδος	tipul	είδος	tip	N;NOM;NEUT;SG	N;DEF;MASC;SG
είδος	tastează	είδος	tasta	N;NOM;NEUT;SG	V;IND;3;PRS;FIN
είδος	specii	είδος	specie	N;NOM;NEUT;SG	N;INDF;FEM;PL
είδος	specie	είδος	specie	N;NOM;NEUT;SG	N;INDF;FEM;SG
είδος	specia	είδος	specie	N;NOM;NEUT;SG	N;DEF;FEM;SG
εκείνη	ea	εκείνος	el	PRO;ACC;FEM;SG;3	PRO;FEM;SG;3
χώρες	ţările	χώρα	gară	N;NOM;FEM;PL	N;DEF;FEM;PL
χώρες	țările	χώρα	țară	N;NOM;FEM;PL	N;DEF;FEM;PL
χώρο	spaţiul	χώρος	spagiu	N;ACC;MASC;SG	N;DEF;MASC;SG
χώρο	spațiul	χώρος	spațiu	N;ACC;MASC;SG	N;DEF;MASC;SG
σχολή	scoala	σχολή	scoală	N;NOM;FEM;SG	N;DEF;FEM;SG
σχολή	școala	σχολή	școală	N;NOM;FEM;SG	N;DEF;FEM;SG
σχολή	şcoala	σχολή	pcoală	N;NOM;FEM;SG	N;DEF;FEM;SG
σχολή	școală	σχολή	școală	N;NOM;FEM;SG	N;INDF;FEM;SG
σχολή	şcoală	σχολή	şcoală	N;NOM;FEM;SG	N;INDF;FEM;SG
εναντίον	contra	εναντίον	contra	ADP	
εναντίον	impotriva	εναντίον	impotriva	ADP	N;DEF;FEM;SG
εναντίον	împotrivă	εναντίον	împotriva	ADP	
τρία	three	τρεις	three	NUM;NOM;NEUT;PL	N;INDF;MASC;SG
χαρακτηριστικά	caracteristicile	χαρακτηριστικός	caracteristică	N;NOM;NEUT;PL	N;DEF;FEM;PL
όρος	termenul	όρος	termen	N;NOM;MASC;SG	N;DEF;MASC;SG
όρος	mențiune	όρος	mențiune	N;NOM;MASC;SG	N;INDF;FEM;SG
όρος	mount	όρος	mount	N;NOM;MASC;SG	PROPN
όρος	muntele	όρος	munte	N;NOM;MASC;SG	N;DEF;MASC;SG
όρος	stare	όρος	stare	N;NOM;MASC;SG	N;INDF;FEM;SG
όρος	condiția	όρος	condiție	N;NOM;MASC;SG	N;DEF;FEM;SG
όρος	condiție	όρος	condiție	N;NOM;MASC;SG	N;INDF;FEM;SG
ιδρύθηκε	fondată	ιδρύω	fondat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;FEM;SG
ιδρύθηκε	fondat	ιδρύω	fonda	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
βασιλιάς	regele	βασιλιάς	rege	N;NOM;MASC;SG	N;DEF;MASC;SG
παιδιά	baieti	παιδί	baiet	N;NOM;NEUT;PL	
παιδιά	copiii	παιδί	copil	N;NOM;NEUT;PL	N;DEF;MASC;PL
παιδιά	baieti	παιδί	baiet	N;NOM;NEUT;PL	
παιδιά	copiii	παιδί	copil	N;NOM;NEUT;PL	N;DEF;MASC;PL
βραβείο	premiul	βραβείο	premiu	N;NOM;NEUT;SG	N;DEF;MASC;SG
βραβείο	premiul	βραβείο	premiu	N;NOM;NEUT;SG	N;DEF;MASC;SG
άρχισε	început	αρχίζω	început	V;PFV;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
αρχαία	străvechi	αρχαίος	străvechi	ADJ;NOM;FEM;SG	
αρχαία	antică	αρχαίος	antic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
αρχαία	antice	αρχαίος	antic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
μήκος	lungime	μήκος	lungime	N;ACC;NEUT;SG	N;INDF;FEM;SG
μήκος	lungimea	μήκος	lungime	N;ACC;NEUT;SG	N;DEF;FEM;SG
κυκλοφόρησε	lansat	κυκλοφορώ	lansat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
κυκλοφόρησε	eliberat	κυκλοφορώ	elibera	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
κυκλοφόρησε	eliberată	κυκλοφορώ	elibera	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
τι	ce	τι	ce	PRO;NOM;NEUT;SG;3	PRO;3
συμμετείχε	participat	συμμετέχω	participa	V;IPFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
χρονιά	anul	χρονιά	an	N;ACC;FEM;SG	N;DEF;MASC;SG
παραγωγή	producere	παραγωγή	producere	N;NOM;FEM;SG	N;INDF;FEM;SG
παραγωγή	producție	παραγωγή	producție	N;NOM;FEM;SG	N;INDF;FEM;SG
παραγωγή	producția	παραγωγή	producție	N;NOM;FEM;SG	N;DEF;FEM;SG
παραγωγή	productie	παραγωγή	productie	N;NOM;FEM;SG	N;INDF;FEM;SG
ηθοποιός	actrita	ηθοποιός	actrita	N;NOM;MASC;SG	N;DEF;FEM;SG
ηθοποιός	actriță	ηθοποιός	actriță	N;NOM;MASC;SG	N;INDF;FEM;SG
ηθοποιός	actorul	ηθοποιός	actor	N;NOM;MASC;SG	N;DEF;MASC;SG
ούτε	nici	ούτε	nici	CONJ	ADV
ελληνικά	greci	ελληνικός	grec	ADV	N;INDF;MASC;PL
ελληνικά	grecesc	ελληνικός	grecesc	ADV	ADJ;INDF;MASC;SG
ελληνικά	grec	ελληνικός	grec	ADV	N;INDF;MASC;SG
ελληνικά	greacă	ελληνικός	greacă	ADV	N;INDF;FEM;SG
ελληνικά	greaca	ελληνικός	greacă	ADV	N;DEF;FEM;SG
δυνάμεις	puterile	δύναμη	putere	N;NOM;FEM;PL	N;DEF;FEM;PL
δυνάμεις	powers	δύναμη	powers	N;NOM;FEM;PL	PROPN
δυνάμεις	forţele	δύναμη	forgă	N;NOM;FEM;PL	N;DEF;FEM;PL
δυνάμεις	forțele	δύναμη	forță	N;NOM;FEM;PL	N;DEF;FEM;PL
γαλλία	franţa	γαλλία	frangă	PROPN;ACC;FEM;SG	PROPN
γαλλία	franța	γαλλία	franța	PROPN;ACC;FEM;SG	PROPN
γαλλία	franta	γαλλία	frantă	PROPN;ACC;FEM;SG	PROPN
γαλλία	france	γαλλία	francă	PROPN;ACC;FEM;SG	N;INDF;MASC;SG
ελληνικό	greci	ελληνικός	grec	ADJ;NOM;NEUT;SG	N;INDF;MASC;PL
ελληνικό	grec	ελληνικός	grec	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
ελληνικό	greacă	ελληνικός	greacă	ADJ;NOM;NEUT;SG	N;INDF;FEM;SG
ελληνικό	greaca	ελληνικός	greacă	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
ευρώπη	europe	ευρώπη	europă	PROPN;ACC;FEM;SG	
ευρώπη	europei	ευρώπη	europă	PROPN;ACC;FEM;SG	PROPN;DEF;FEM;SG
ευρώπη	europa	ευρώπη	europa	PROPN;ACC;FEM;SG	PROPN
ευρώπη	europă	ευρώπη	europă	PROPN;ACC;FEM;SG	N;INDF;FEM;SG
δεκαετία	decadă	δεκαετία	decădea	N;ACC;FEM;SG	N;INDF;FEM;SG
γνωστό	cunoscută	γνωστός	cunoscut	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
γνωστό	cunoscute	γνωστός	cunoscut	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
παγκόσμιο	globală	παγκόσμιος	global	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
παγκόσμιο	globale	παγκόσμιος	global	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
βιβλίο	cartii	βιβλίο	carte	N;NOM;NEUT;SG	N;DEF;FEM;SG
βιβλίο	cartea	βιβλίο	carte	N;NOM;NEUT;SG	N;DEF;FEM;SG
βιβλίο	carte	βιβλίο	carte	N;NOM;NEUT;SG	N;INDF;FEM;SG
διάστημα	intervalul	διάστημα	interval	N;NOM;NEUT;SG	N;DEF;MASC;SG
διάστημα	spaţiul	διάστημα	spagiu	N;NOM;NEUT;SG	N;DEF;MASC;SG
διάστημα	spațiul	διάστημα	spațiu	N;NOM;NEUT;SG	N;DEF;MASC;SG
οικογένεια	familie	οικογένεια	familie	N;NOM;FEM;SG	N;INDF;FEM;SG
οικογένεια	familia	οικογένεια	familie	N;NOM;FEM;SG	N;DEF;FEM;SG
μέτρα	măsurile	μέτρο	măsură	N;NOM;NEUT;PL	N;DEF;FEM;PL
σημαίνει	inseamna	σημαίνω	inseamna	V;IPFV;IND;SG;3;PRS;FIN;ACT	
σημαίνει	mijloace	σημαίνω	mijloc	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
πέντε	five	πέντε	fiv	NUM;NOM;MASC;PL	N;INDF;MASC;SG
παραπάνω	deasupra	παραπάνω	deasupra	ADV	ADP;GEN
υπουργός	ministrul	υπουργός	ministru	N;NOM;MASC;SG	N;DEF;MASC;SG
σεζόν	anotimpul	σεζόν	anotimp	N;ACC;FEM;SG	N;DEF;MASC;SG
σεζόν	sezonul	σεζόν	sezon	N;ACC;FEM;SG	N;DEF;MASC;SG
πρότυπο	modelul	πρότυπο	model	N;NOM;NEUT;SG	N;DEF;MASC;SG
πρότυπο	standardul	πρότυπο	standard	N;NOM;NEUT;SG	N;DEF;MASC;SG
πρότυπο	standard	πρότυπο	standard	N;NOM;NEUT;SG	ADJ
αριθμός	numărul	αριθμός	număr	N;NOM;MASC;SG	N;DEF;MASC;SG
θάνατο	moartea	θάνατος	moarte	N;ACC;MASC;SG	N;DEF;FEM;SG
θάνατο	moarte	θάνατος	moarte	N;ACC;MASC;SG	N;INDF;FEM;SG
εταιρεία	companie	εταιρεία	companie	N;NOM;FEM;SG	N;INDF;FEM;SG
εταιρεία	compania	εταιρεία	companie	N;NOM;FEM;SG	N;DEF;FEM;SG
σώμα	corpul	σώμα	corp	N;NOM;NEUT;SG	N;DEF;MASC;SG
πρωτεύουσα	capitala	πρωτεύουσα	capitală	N;NOM;FEM;SG	N;DEF;FEM;SG
πρωτεύουσα	capitală	πρωτεύουσα	capitală	N;NOM;FEM;SG	N;INDF;FEM;SG
παράλληλα	paralelă	παράλληλα	paralelă	ADV	ADJ;INDF;FEM;SG
παράλληλα	paralele	παράλληλα	paralel	ADV	ADJ;INDF;FEM;PL
παράλληλα	paralela	παράλληλα	paralelă	ADV	N;DEF;FEM;SG
σύνολο	total	σύνολο	total	N;NOM;NEUT;SG	ADV
σύνολο	totalul	σύνολο	total	N;NOM;NEUT;SG	N;DEF;MASC;SG
σύνολο	totală	σύνολο	total	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
γνωστή	cunoscută	γνωστός	cunoscut	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
γνωστή	cunoscute	γνωστός	cunoscut	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
κατάσταση	stare	κατάσταση	stare	N;ACC;FEM;SG	N;INDF;FEM;SG
κατάσταση	starea	κατάσταση	stare	N;ACC;FEM;SG	N;DEF;FEM;SG
κατάσταση	statutul	κατάσταση	statut	N;ACC;FEM;SG	N;DEF;MASC;SG
κατάσταση	situatie	κατάσταση	situatie	N;ACC;FEM;SG	N;INDF;FEM;SG
κατάσταση	situația	κατάσταση	situație	N;ACC;FEM;SG	N;DEF;FEM;SG
κατάσταση	situaţia	κατάσταση	situaţia	N;ACC;FEM;SG	N;DEF;FEM;SG
κατάσταση	situație	κατάσταση	situație	N;ACC;FEM;SG	N;INDF;FEM;SG
κατάσταση	stare	κατάσταση	stare	N;ACC;FEM;SG	N;INDF;FEM;SG
κατάσταση	condiția	κατάσταση	condiție	N;ACC;FEM;SG	N;DEF;FEM;SG
κατάσταση	condiție	κατάσταση	condiție	N;ACC;FEM;SG	N;INDF;FEM;SG
νησί	insulă	νησί	insulă	N;NOM;NEUT;SG	N;INDF;FEM;SG
νησί	insula	νησί	insulă	N;NOM;NEUT;SG	N;DEF;FEM;SG
επίπεδο	nivelul	επίπεδο	nivel	N;NOM;NEUT;SG	N;DEF;MASC;SG
επιτυχία	succese	επιτυχία	succes	N;NOM;FEM;SG	N;INDF;FEM;PL
επιτυχία	succesul	επιτυχία	succes	N;NOM;FEM;SG	N;DEF;MASC;SG
γερμανία	germania	γερμανία	germania	PROPN;ACC;FEM;SG	PROPN
άλλους	altele	άλλος	altul	PRO;NOM;MASC;PL;3	PRO;FEM;PL;3
άλλους	altii	άλλος	altul	PRO;NOM;MASC;PL;3	
άλλους	alții	άλλος	altul	PRO;NOM;MASC;PL;3	PRO;MASC;PL;3
πίσω	inapoi	πίσω	inapoi	ADV	
πίσω	back	πίσω	back	ADV	
πίσω	spate	πίσω	spate	ADV	N;INDF;MASC;SG
δημιουργία	creează	δημιουργία	crea	N;ACC;FEM;SG	V;IND;3;PRS;FIN
δημιουργία	creare	δημιουργία	creare	N;ACC;FEM;SG	N;INDF;FEM;SG
δημιουργία	crearea	δημιουργία	creare	N;ACC;FEM;SG	N;DEF;FEM;SG
δημιουργία	creatie	δημιουργία	creatie	N;ACC;FEM;SG	N;INDF;FEM;SG
δημιουργία	creare	δημιουργία	creare	N;ACC;FEM;SG	N;INDF;FEM;SG
αρχή	începe	αρχή	începe	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
αρχή	pornire	αρχή	pornire	N;NOM;FEM;SG	N;INDF;FEM;SG
αρχή	principiul	αρχή	principiu	N;NOM;FEM;SG	N;DEF;MASC;SG
αρχή	autoritate	αρχή	autoritate	N;NOM;FEM;SG	N;INDF;FEM;SG
