right	jobbra	righta	jobbra		ADV
razvoj	fejlesztési	razvoj	fejlesztési	N;NOM;MASC;SG	ADJ;NOM;SG
razvoj	fejlődő	razvoj	fejlődő	N;NOM;MASC;SG	ADJ;NOM;SG
velike	nagyok	velik	nagy	ADJ;NOM;FEM;PL	N;NOM;PL
velike	nagyméretű	velik	nagyméretű	ADJ;NOM;FEM;PL	ADJ;NOM;SG
velike	nagy	velik	nagy	ADJ;NOM;FEM;PL	ADJ;NOM;SG
velike	nagyok	velik	nagy	ADJ;NOM;FEM;PL	N;NOM;PL
velike	nagy	velik	nagy	ADJ;NOM;FEM;PL	ADJ;NOM;SG
uradna	tisztviselő	uraden	tisztviselő	ADJ;NOM;FEM;SG	N;NOM;SG
novembra	november	november	november	N;GEN;MASC;SG	N;NOM;SG
novembra	novemberi	november	novemberi	N;GEN;MASC;SG	ADJ;NOM;SG
novembra	novemberben	november	november	N;GEN;MASC;SG	N;IN+ESS;SG
roman	római	roman	római	N;NOM;MASC;SG	ADJ;NOM;SG
roman	roman	roman	roman	N;NOM;MASC;SG	
roman	újszerű	roman	újszerű	N;NOM;MASC;SG	
števila	számok	število	szám	N;GEN;NEUT;SG	N;NOM;PL
katero	ami	kateri	ami	DET;ACC;NEUT;SG	PRO;NOM;SG;3
katero	melyik	kateri	melyik	DET;ACC;NEUT;SG	
katero	mely	kateri	mely	DET;ACC;NEUT;SG	
katero	amely	kateri	amely	DET;ACC;NEUT;SG	PRO;NOM;SG;3
katere	ami	kateri	ami	DET;ACC;FEM;PL	PRO;NOM;SG;3
katere	melyik	kateri	melyik	DET;ACC;FEM;PL	
katere	mely	kateri	mely	DET;ACC;FEM;PL	
katere	amely	kateri	amely	DET;ACC;FEM;PL	PRO;NOM;SG;3
malo	malo	malo	malo	DET	
poti	útvonalakon	pot	útvonal	N;NOM;FEM;SG	N;ON+ESS;PL
poti	útvonalak	pot	útvonal	N;NOM;FEM;SG	N;NOM;PL
kitt	kitt	kitt	kitt		N;NOM;SG
imenovan	kijelölt	imenovan	kijelölt	ADJ;NOM;INDF;MASC;SG;V.PTCP	
imenovan	kinevezett	imenovan	kinevezett	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
vojska	katonai	vojska	katonai	N;NOM;FEM;SG	ADJ;NOM;SG
vode	víz	voda	víz	N;GEN;FEM;SG	N;NOM;SG
vode	vizet	voda	víz	N;GEN;FEM;SG	N;ACC;SG
vode	vizei	voda	viz	N;GEN;FEM;SG	N;NOM;PL
vode	vizek	voda	víz	N;GEN;FEM;SG	N;NOM;PL
vode	waters	voda	waters	N;GEN;FEM;SG	
italijanski	olasz	italijanski	olasz	ADJ;NOM;MASC;SG	
italijanski	olaszország	italijanski	olaszország	ADJ;NOM;MASC;SG	
naslov	cím	naslov	cím	N;INAN;ACC;MASC;SG	N;NOM;SG
naslov	címe	naslov	cím	N;INAN;ACC;MASC;SG	N;NOM;SG
naslov	beosztás	naslov	beosztás	N;INAN;ACC;MASC;SG	N;NOM;SG
naslov	cím	naslov	cím	N;INAN;ACC;MASC;SG	N;NOM;SG
naslov	címe	naslov	cím	N;INAN;ACC;MASC;SG	N;NOM;SG
znan	ismeretes	znan	ismeretes	ADJ;NOM;INDF;MASC;SG;V.PTCP	
znan	ismertek	znan	ismer	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
znan	ismert	znan	ismert	ADJ;NOM;INDF;MASC;SG;V.PTCP	
znan	híres	znan	híres	ADJ;NOM;INDF;MASC;SG;V.PTCP	
znan	híresség	znan	híresség	ADJ;NOM;INDF;MASC;SG;V.PTCP	N;NOM;SG
robert	robert	robert	rober	N;NOM;MASC;SG	
dni	napok	dan	nap	N;ACC;MASC;PL	N;NOM;PL
dni	napokban	dan	nap	N;ACC;MASC;PL	N;IN+ESS;PL
dni	napokon	dan	nap	N;ACC;MASC;PL	N;ON+ESS;PL
močno	erős	močno	erős	ADV	
močno	erősek	močno	erős	ADV	N;NOM;PL
močno	erőteljes	močno	erőteljes	ADV	
močno	erős	močno	erős	ADV	
življenja	él	življenje	él	N;GEN;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
življenja	életek	življenje	élet	N;GEN;NEUT;SG	N;NOM;PL
običajno	szokásos	običajno	szokásos	ADV	ADJ;NOM;SG
običajno	normális	običajno	normális	ADV	
običajno	normál	običajno	normál	ADV	
običajno	általában	običajno	általában	ADV	
običajno	rendszerint	običajno	rendszerint	ADV	
običajno	általában	običajno	általában	ADV	
običajno	szokásos	običajno	szokásos	ADV	ADJ;NOM;SG
slovensko	szlovén	slovenski	szlovén	ADJ;NOM;NEUT;SG	
igrah	játék	igra	játék	N;ESS;FEM;PL	N;NOM;SG
igrah	játékok	igra	játék	N;ESS;FEM;PL	N;NOM;PL
najprej	első	najprej	első	ADV;RL	ADJ;NOM;SG
vir	vir	vir	vir	N;NOM;MASC;SG	
vir	erőforrás	vir	erőforrás	N;NOM;MASC;SG	
svet	világ	svet	világ	N;NOM;MASC;SG	
svet	world	svet	world	N;NOM;MASC;SG	
jean	jean	jean	jean	PROPN;NOM;MASC;SG	
william	william	william	william	N;NOM;MASC;SG	
william	vilmos	william	vilmos	N;NOM;MASC;SG	
nove	újdonság	nov	újdonság	ADJ;NOM;FEM;PL	N;NOM;SG
nove	új	nov	új	ADJ;NOM;FEM;PL	ADJ;NOM;SG
angleški	angolul	angleški	angolul	ADJ;NOM;MASC;SG	
angleški	angol	angleški	angol	ADJ;NOM;MASC;SG	
okrog	körbe	okrog	kör	ADP;GEN	ADV
politik	politikusok	politik	politikus	N;NOM;MASC;SG	N;NOM;PL
politik	politikák	politik	politika	N;NOM;MASC;SG	N;NOM;PL
vsak	minden	vsak	minden	DET;NOM;MASC;SG	PRO;NOM;SG;3
vsak	mindegyik	vsak	mindegyik	DET;NOM;MASC;SG	
novi	újdonság	nov	újdonság	ADJ;NOM;DEF;MASC;SG	N;NOM;SG
novi	novi	nov	novi	ADJ;NOM;DEF;MASC;SG	
štiri	négy	štirje	négy	NUM;ACC;FEM;PL	NUM;NOM;SG
posebej	speciálisan	posebej	speciális	ADV	ADJ;FRML;SG
posebej	konkrétan	posebej	konkrétan	ADV	
posebej	kifejezetten	posebej	kifejezett	ADV	ADJ;FRML;SG
posebej	kimondottan	posebej	kimond	ADV	ADJ;FRML;SG
posebej	különösen	posebej	különös	ADV	ADJ;FRML;SG
posebej	főleg	posebej	főleg	ADV	
ruski	orosz	ruski	orosz	ADJ;NOM;DEF;MASC;SG	
ruski	oroszul	ruski	orosz	ADJ;NOM;DEF;MASC;SG	
ruski	oroszország	ruski	oroszország	ADJ;NOM;DEF;MASC;SG	N;NOM;SG
bolezni	betegség	bolezen	betegség	N;NOM;FEM;PL	N;NOM;SG
bolezni	betegség	bolezen	betegség	N;NOM;FEM;PL	N;NOM;SG
bolezni	betegség	bolezen	betegség	N;NOM;FEM;PL	N;NOM;SG
bolezni	megbetegedés	bolezen	megbetegedés	N;NOM;FEM;PL	N;NOM;SG
velik	nagyok	velik	nagy	ADJ;NOM;INDF;MASC;SG	N;NOM;PL
san	szan	san	szan	PROPN;NOM;MASC;SG	
san	san	san	san	PROPN;NOM;MASC;SG	
februarja	februárban	februar	február	N;GEN;MASC;SG	N;IN+ESS;SG
februarja	februári	februar	februári	N;GEN;MASC;SG	ADJ;NOM;SG
februarja	február	februar	február	N;GEN;MASC;SG	N;NOM;SG
njimi	ők	on	ők	PRO;DAT;MASC;PL;3	PRO;NOM;PL;3
njimi	őket	on	ők	PRO;DAT;MASC;PL;3	PRO;ACC;PL;3
njen	övé	njen	övé	DET;NOM;MASC;SG;3	V;DEF;IND;SG;3;PRS;FIN;ACT
anton	anton	anton	az	N;NOM;MASC;SG	PROPN;NOM;SG
klub	club	klub	club	N;NOM;MASC;SG	
sedež	ülést	sedež	ülés	N;NOM;MASC;SG	N;ACC;SG
slovenskega	szlovén	slovenski	szlovén	ADJ;GEN;NEUT;SG	
oče	apu	oče	apu	N;NOM;MASC;SG	
igralec	színésznek	igralec	színészik	N;NOM;MASC;SG	N;GEN;SG
popolnoma	teljesen	popolnoma	teljes	ADV	ADJ;FRML;SG
popolnoma	teljesen	popolnoma	teljes	ADV	ADJ;FRML;SG
vasi	falvak	vas	falu	N;GEN;FEM;SG	N;NOM;PL
vasi	település	vas	település	N;GEN;FEM;SG	N;NOM;SG
vasi	falusi	vas	falusi	N;GEN;FEM;SG	ADJ;NOM;SG
vasi	falu	vas	falu	N;GEN;FEM;SG	N;NOM;SG
papež	pápa	papež	pápa	N;NOM;MASC;SG	
papež	pope	papež	pope	N;NOM;MASC;SG	
različne	többféle	različen	többfél	ADJ;NOM;FEM;PL	
različne	különféle	različen	különféle	ADJ;NOM;FEM;PL	
različne	különböző	različen	különböző	ADJ;NOM;FEM;PL	
povprečna	átlagosan	povprečen	átlagos	ADJ;NOM;FEM;SG	ADJ;FRML;SG
povprečna	átlag	povprečen	átlag	ADJ;NOM;FEM;SG	
tretji	harmadik	tretji	harmadik	ADJ;NOM;MASC;SG	
tretji	harmadszor	tretji	harmadszor	ADJ;NOM;MASC;SG	
martin	márton	martin	márt	N;NOM;MASC;SG	
martin	martin	martin	martin	N;NOM;MASC;SG	
nemčija	németország	nemčija	németország	PROPN;NOM;FEM;SG	N;NOM;SG
povprečno	átlagosan	povprečen	átlagos	ADJ;NOM;NEUT;SG	ADJ;FRML;SG
povprečno	átlag	povprečen	átlag	ADJ;NOM;NEUT;SG	
njih	ők	on	ők	PRO;GEN;MASC;PL;3	PRO;NOM;PL;3
njih	őket	on	ők	PRO;GEN;MASC;PL;3	PRO;ACC;PL;3
konec	át	konec	át	N;NOM;MASC;SG	ADV
vrh	felül	vrh	felül	N;NOM;MASC;SG	
vrh	top	vrh	top	N;NOM;MASC;SG	
vrh	csúcs	vrh	csúcs	N;NOM;MASC;SG	
vrh	felső	vrh	felső	N;NOM;MASC;SG	
vrh	legfelső	vrh	legfelső	N;NOM;MASC;SG	
vrh	vrh	vrh	vrh	N;NOM;MASC;SG	
vrh	csúcs	vrh	csúcs	N;NOM;MASC;SG	
vrh	csúcs	vrh	csúcs	N;NOM;MASC;SG	
mogoče	talán	mogoč	talán	ADJ;NOM;NEUT;SG	ADV
mogoče	talán	mogoč	talán	ADJ;NOM;NEUT;SG	ADV
držav	államok	država	állam	N;GEN;FEM;PL	N;NOM;PL
držav	államokat	država	állam	N;GEN;FEM;PL	N;ACC;PL
hitro	gyorsan	hitro	gyors	ADV	ADJ;FRML;SG
hitro	gyors	hitro	gyors	ADV	
hitro	gyorsan	hitro	gyors	ADV	ADJ;FRML;SG
hitro	gyors	hitro	gyors	ADV	
hitro	gyorsan	hitro	gyors	ADV	ADJ;FRML;SG
imeli	volt	imeti	van	V;IPFV;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
podatki	információ	podatek	információ	N;NOM;MASC;PL	N;NOM;SG
podatki	tájékoztatás	podatek	tájékoztatás	N;NOM;MASC;PL	N;NOM;SG
podatki	adat	podatek	adat	N;NOM;MASC;PL	N;NOM;SG
podatki	adatforgalom	podatek	adatforgalom	N;NOM;MASC;PL	N;NOM;SG
ženske	női	ženska	női	N;NOM;FEM;PL	
ženske	nő	ženska	nő	N;NOM;FEM;PL	N;NOM;SG
nemško	németül	nemški	németül	ADJ;NOM;NEUT;SG	
franc	franc	franc	franc	N;NOM;MASC;SG	
franc	feri	franc	feri	N;NOM;MASC;SG	
franc	francis	franc	francis	N;NOM;MASC;SG	
franc	ferenc	franc	ferenc	N;NOM;MASC;SG	PROPN;NOM;SG
naprej	előre	naprej	előre	ADV	
srbsko	szerb	srbski	szerb	ADJ;NOM;NEUT;SG	
srbsko	szerbia	srbski	szerbia	ADJ;NOM;NEUT;SG	N;NOM;SG
britanski	britek	britanski	brit	ADJ;NOM;MASC;SG	N;NOM;PL
britanski	angol	britanski	angol	ADJ;NOM;MASC;SG	
britanski	brit	britanski	brit	ADJ;NOM;MASC;SG	
david	david	david	david	N;NOM;MASC;SG	
david	dávid	david	dávid	N;NOM;MASC;SG	
cesar	császár	cesar	császár	N;NOM;MASC;SG	
cesar	cesar	cesar	cesar	N;NOM;MASC;SG	
cesar	césar	cesar	césar	N;NOM;MASC;SG	
škof	futó	škof	futó	N;NOM;MASC;SG	
škof	bishop	škof	bishop	N;NOM;MASC;SG	
reke	folyami	reka	folyami	N;NOM;FEM;PL	N;NOM;SG
reke	folyó	reka	folyó	N;NOM;FEM;PL	
reke	rivers	reka	rivers	N;NOM;FEM;PL	
včasih	néha	včasih	néha	ADV	
snovi	anyagokra	snov	anyag	N;NOM;FEM;PL	N;ON+ALL;PL
evropi	európa	evropa	európa	N;DAT;FEM;SG	
evropi	europe	evropa	europe	N;DAT;FEM;SG	
evropi	európában	evropa	európa	N;DAT;FEM;SG	N;IN+ESS;SG
šolo	iskolában	šola	iskolában	N;ACC;FEM;SG	N;IN+ESS;SG
šolo	iskola	šola	iskola	N;ACC;FEM;SG	N;NOM;SG
šolo	suli	šola	suli	N;ACC;FEM;SG	
oblike	nyomtatvány	oblika	nyomtatvány	N;NOM;FEM;PL	N;NOM;SG
oblike	alakja	oblika	alak	N;NOM;FEM;PL	N;NOM;SG
oblike	forma	oblika	forma	N;NOM;FEM;PL	N;NOM;SG
oblike	formát	oblika	forma	N;NOM;FEM;PL	N;ACC;SG
oblike	alakzat	oblika	alakzat	N;NOM;FEM;PL	N;NOM;SG
paul	paul	pauti	paul	PROPN;NOM;MASC;SG	
paul	pál	pauti	pál	PROPN;NOM;MASC;SG	
york	yorkban	york	york	PROPN;NOM;MASC;SG	PROPN;IN+ESS;SG
york	york	york	york	PROPN;NOM;MASC;SG	
york	yorki	york	yorki	PROPN;NOM;MASC;SG	
zgodovina	előzmények	zgodovina	előzmény	N;NOM;FEM;SG	N;NOM;PL
enote	egység	enota	egység	N;NOM;FEM;PL	N;NOM;SG
italija	olaszország	italija	olaszország	N;NOM;FEM;SG	
igre	játék	igra	játék	N;NOM;FEM;PL	N;NOM;SG
hkrati	egyszerre	hkrati	egyszer	ADV	
hkrati	egyidejűleg	hkrati	egyidejű	ADV	ADJ;FRML;SG
znani	ismeretes	znan	ismeretes	ADJ;NOM;MASC;PL;V.PTCP	
znani	ismertek	znan	ismer	ADJ;NOM;MASC;PL;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
znani	ismert	znan	ismert	ADJ;NOM;MASC;PL;V.PTCP	
znani	híres	znan	híres	ADJ;NOM;MASC;PL;V.PTCP	
znani	híresség	znan	híresség	ADJ;NOM;MASC;PL;V.PTCP	N;NOM;SG
vodi	érdeklődők	voditi	érdeklődő	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;PL
vodi	érdeklődő	voditi	érdeklődő	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;SG
podobno	hasonlóak	podoben	hasonló	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
podobno	hasonlók	podoben	hasonló	ADJ;NOM;NEUT;SG	N;NOM;PL
podobno	hasonlóképpen	podoben	hasonlóképpen	ADJ;NOM;NEUT;SG	
podobno	hasonlóan	podoben	hasonló	ADJ;NOM;NEUT;SG	ADJ;FRML;SG
vojaški	katonaság	vojaški	katonaság	ADJ;NOM;MASC;SG	N;NOM;SG
vojaški	hadsereg	vojaški	hadsereg	ADJ;NOM;MASC;SG	N;NOM;SG
sprva	kezdetben	sprva	kezdet	ADV	N;IN+ESS;SG
sprva	eleinte	sprva	eleint	ADV	
zadnji	utoljára	zadnji	utoljára	ADJ;NOM;DEF;MASC;SG	ADV
zadnji	utolsónak	zadnji	utolsó	ADJ;NOM;DEF;MASC;SG	ADV
zadnji	last	zadnji	last	ADJ;NOM;DEF;MASC;SG	
zadnji	utolsó	zadnji	utolsó	ADJ;NOM;DEF;MASC;SG	
zlasti	különösen	zlasti	különös	PART	ADJ;FRML;SG
zlasti	főleg	zlasti	főleg	PART	
spletna	interneten	spleten	internet	ADJ;NOM;FEM;SG	N;ON+ESS;SG
spletna	online	spleten	online	ADJ;NOM;FEM;SG	
enota	unit	enota	únit	N;NOM;FEM;SG	
com	com	com	com	N;NOM;MASC;SG	
leti	repülni	leto	repül	N;NOM;NEUT;PL	V;NFIN;ACT
leti	repülés	leto	repülés	N;NOM;NEUT;PL	N;NOM;SG
leti	repül	leto	repül	N;NOM;NEUT;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
leti	repülj	leto	repül	N;NOM;NEUT;PL	V;DEF;IMP;SG;2;PRS;FIN;ACT
letalo	repülőgépek	letalo	repülőgép	N;NOM;NEUT;SG	N;NOM;PL
letalo	sík	letalo	sík	N;NOM;NEUT;SG	
letalo	repülővel	letalo	repülő	N;NOM;NEUT;SG	N;INS;SG
letalo	repülő	letalo	repülő	N;NOM;NEUT;SG	
letalo	repülő	letalo	repülő	N;NOM;NEUT;SG	
francija	france	francija	france	N;NOM;FEM;SG	
ustanovljena	alapították	ustanovljen	alapít	ADJ;NOM;FEM;SG;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
ustanovljena	alapított	ustanovljen	alapított	ADJ;NOM;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ustanovljena	alapította	ustanovljen	alapít	ADJ;NOM;FEM;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
ustanovljena	megalapozott	ustanovljen	megalapozott	ADJ;NOM;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ustanovljena	letelepedett	ustanovljen	letelepedik	ADJ;NOM;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
williams	williams	williams	williams	N;NOM;MASC;SG	
kopenske	földi	kopenski	föld	ADJ;NOM;FEM;PL	
kopenske	földfelszíni	kopenski	földfelszíni	ADJ;NOM;FEM;PL	N;NOM;SG
kopenske	szárazföldi	kopenski	szárazföldi	ADJ;NOM;FEM;PL	
skupino	csoport	skupina	csoport	N;ACC;FEM;SG	N;NOM;SG
skupino	csoportban	skupina	csoport	N;ACC;FEM;SG	N;IN+ESS;SG
središče	középre	središče	közép	N;NOM;NEUT;SG	N;ON+ALL;SG
središče	center	središče	center	N;NOM;NEUT;SG	
središče	középre	središče	közép	N;NOM;NEUT;SG	N;ON+ALL;SG
pet	pet	pet	pet	NUM;NOM;PL	
pet	háziállat	pet	háziállat	NUM;NOM;PL	N;NOM;SG
pet	kisállat	pet	kisállat	NUM;NOM;PL	
pet	öt	pet	öt	NUM;NOM;PL	
pet	öten	pet	öten	NUM;NOM;PL	PRO;NOM;PL;3
izraz	távú	izraz	távú	N;NOM;MASC;SG	
živali	állat	žival	állat	N;NOM;FEM;PL	N;NOM;SG
živali	állati	žival	állati	N;NOM;FEM;PL	
živali	állat	žival	állat	N;NOM;FEM;PL	N;NOM;SG
moč	erőt	moč	erő	N;NOM;FEM;SG	N;ACC;SG
moč	power	moč	power	N;NOM;FEM;SG	
potrebno	szükségesek	potreben	szükséges	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
znana	ismeretes	znan	ismeretes	ADJ;NOM;FEM;SG;V.PTCP	
znana	ismertek	znan	ismer	ADJ;NOM;FEM;SG;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
znana	ismert	znan	ismert	ADJ;NOM;FEM;SG;V.PTCP	
znana	híres	znan	híres	ADJ;NOM;FEM;SG;V.PTCP	
znana	híresség	znan	híresség	ADJ;NOM;FEM;SG;V.PTCP	N;NOM;SG
uporabi	használat	uporaba	használat	N;DAT;FEM;SG	N;NOM;SG
uporabi	használata	uporaba	használat	N;DAT;FEM;SG	N;NOM;SG
uporabi	felhasználás	uporaba	felhasználás	N;DAT;FEM;SG	N;NOM;SG
uporabi	használni	uporaba	használ	N;DAT;FEM;SG	V;NFIN;ACT
otrok	bébi	otrok	bébi	N;NOM;MASC;SG	
otrok	kölyök	otrok	kölyök	N;NOM;MASC;SG	
glavno	fő	glaven	fő	ADJ;NOM;NEUT;SG	
glavno	main	glaven	main	ADJ;NOM;NEUT;SG	
glavno	főbb	glaven	fő	ADJ;NOM;NEUT;SG	ADJ;NOM;CMPR;SG
vrsta	sorba	vrsta	sor	N;NOM;FEM;SG	N;IN+ALL;SG
vrsta	sor	vrsta	sor	N;NOM;FEM;SG	
vrsta	sorban	vrsta	sor	N;NOM;FEM;SG	N;IN+ESS;SG
vrsta	fajok	vrsta	fajok	N;NOM;FEM;SG	N;NOM;PL
pehotna	gyalogság	pehoten	gyalogság	ADJ;NOM;FEM;SG	N;NOM;SG
avtor	szerző	avtor	szerző	N;NOM;MASC;SG	
james	james	james	james	PROPN;NOM;MASC;SG	
james	jakab	james	ja	PROPN;NOM;MASC;SG	
prej	korábbi	prej	korábbi	ADV;CMPR	ADJ;NOM;CMPR;SG
prej	előtte	prej	előtte	ADV;CMPR	
prej	előtt	prej	előtt	ADV;CMPR	ADP
znanosti	tudomány	znanost	tudomány	N;GEN;FEM;SG	N;NOM;SG
znanosti	tudományok	znanost	tudomány	N;GEN;FEM;SG	N;NOM;PL
nov	újdonság	nov	újdonság	ADJ;NOM;INDF;MASC;SG	N;NOM;SG
gospodinjstvo	háztartásban	gospodinjstvo	háztartás	N;NOM;NEUT;SG	N;IN+ESS;SG
gospodinjstvo	háztartások	gospodinjstvo	háztartás	N;NOM;NEUT;SG	N;NOM;PL
država	országban	država	ország	N;NOM;FEM;SG	N;IN+ESS;SG
država	állami	država	állami	N;NOM;FEM;SG	
nikoli	sosem	nikoli	sosem	ADV	
nikoli	soha	nikoli	soha	ADV	
metrov	méter	meter	méter	N;GEN;MASC;PL	N;NOM;SG
metrov	méter	meter	méter	N;GEN;MASC;PL	N;NOM;SG
skupno	teljes	skupen	teljes	ADJ;NOM;NEUT;SG	
skupno	összesen	skupen	összesen	ADJ;NOM;NEUT;SG	
skupno	ízületi	skupen	ízületi	ADJ;NOM;NEUT;SG	N;NOM;SG
skupno	joint	skupen	joint	ADJ;NOM;NEUT;SG	
skupno	együttes	skupen	együttes	ADJ;NOM;NEUT;SG	
skupno	közös	skupen	közös	ADJ;NOM;NEUT;SG	
umetnosti	művészet	umetnost	művészet	N;GEN;FEM;SG	N;NOM;SG
umetnosti	művészetek	umetnost	művészet	N;GEN;FEM;SG	N;NOM;PL
umetnosti	művészeti	umetnost	művészeti	N;GEN;FEM;SG	N;NOM;SG
umetnosti	művészet	umetnost	művészet	N;GEN;FEM;SG	N;NOM;SG
umetnosti	art	umetnost	ar	N;GEN;FEM;SG	
večji	nagyobbak	velik	nagy	ADJ;NOM;DEF;CMPR;MASC;SG	ADV
večji	nagyobbak	velik	nagy	ADJ;NOM;DEF;CMPR;MASC;SG	ADV
številne	számos	številen	számos	ADJ;NOM;FEM;PL	
takoj	azonnal	takoj	azonnal	ADV	
most	bridge	most	bridge	N;NOM;MASC;SG	
andrej	andrej	andrej	andrej	PROPN;NOM;MASC;SG	
andrej	andrej	andrej	andrej	PROPN;NOM;MASC;SG	
andrej	andrej	andrej	andrej	PROPN;NOM;MASC;SG	
andrej	andrás	andrej	andrás	PROPN;NOM;MASC;SG	PROPN;NOM;SG
andrej	andrew	andrej	andrew	PROPN;NOM;MASC;SG	
besede	szavakat	beseda	szó	N;NOM;FEM;PL	N;ACC;PL
njena	övé	njen	övé	DET;NOM;FEM;SG;3	V;DEF;IND;SG;3;PRS;FIN;ACT
telesa	test	telo	test	N;NOM;NEUT;PL	N;NOM;SG
telesa	testem	telo	test	N;NOM;NEUT;PL	N;NOM;SG
telesa	holttest	telo	holttes	N;NOM;NEUT;PL	N;NOM;SG
charles	károly	charles	károly	PROPN;NOM;MASC;SG	N;NOM;SG
charles	charles	charles	charles	PROPN;NOM;MASC;SG	
sveti	ragyogás	svet	ragyogás	ADJ;NOM;DEF;MASC;SG	N;NOM;SG
sveti	ragyog	svet	ragyog	ADJ;NOM;DEF;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
sveti	saint	svet	saint	ADJ;NOM;DEF;MASC;SG	
sveti	szent	svet	szent	ADJ;NOM;DEF;MASC;SG	
sveti	szent	svet	szent	ADJ;NOM;DEF;MASC;SG	
vsako	minden	vsak	minden	DET;ACC;NEUT;SG	PRO;NOM;SG;3
george	george	george	george	N;NOM;MASC;SG	
uporaba	használni	uporaba	használ	N;NOM;FEM;SG	V;NFIN;ACT
sovjetska	szovjetek	sovjetski	szovjet	ADJ;NOM;FEM;SG	N;NOM;PL
sovjetska	szovjet	sovjetski	szovjet	ADJ;NOM;FEM;SG	
igra	game	igra	gam	N;NOM;FEM;SG	
igra	játszik	igra	játszik	N;NOM;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
london	londoni	london	londoni	PROPN;NOM;MASC;SG	
london	londonban	london	london	PROPN;NOM;MASC;SG	N;IN+ESS;SG
london	london	london	london	PROPN;NOM;MASC;SG	N;NOM;SG
london	londonba	london	london	PROPN;NOM;MASC;SG	
oblika	formát	oblika	forma	N;NOM;FEM;SG	N;ACC;SG
oblika	formájában	oblika	forma	N;NOM;FEM;SG	N;IN+ESS;SG
mest	városok	mesto	város	N;GEN;NEUT;PL	N;NOM;PL
mest	városok	mesto	város	N;GEN;NEUT;PL	N;NOM;PL
mest	városokat	mesto	város	N;GEN;NEUT;PL	N;ACC;PL
lastnosti	tulajdonság	lastnost	tulajdonság	N;NOM;FEM;PL	N;NOM;SG
top	cannon	top	cannon	N;NOM;MASC;SG	
top	felül	top	felül	N;NOM;MASC;SG	
top	top	top	top	N;NOM;MASC;SG	
top	csúcs	top	csúcs	N;NOM;MASC;SG	
top	felső	top	felső	N;NOM;MASC;SG	
top	legfelső	top	legfelső	N;NOM;MASC;SG	
knjige	könyveket	knjiga	könyv	N;NOM;FEM;PL	N;ACC;PL
knjige	könyv	knjiga	könyv	N;NOM;FEM;PL	N;NOM;SG
črni	fekete	črn	feket	ADJ;NOM;MASC;SG	
črni	black	črn	black	ADJ;NOM;MASC;SG	
oznaka	címke	oznakati	cím	N;NOM;FEM;SG	
oznaka	megjelölés	oznakati	megjelölés	N;NOM;FEM;SG	
oznaka	címke	oznakati	cím	N;NOM;FEM;SG	
nemška	németül	nemški	németül	ADJ;NOM;FEM;SG	
vodil	led	voditi	led	V;IPFV;MASC;SG;V.PTCP	N;NOM;SG
južni	dél	južen	dél	ADJ;NOM;MASC;SG	
južni	déli	južen	déli	ADJ;NOM;MASC;SG	
šola	iskolában	šola	iskolában	N;NOM;FEM;SG	N;IN+ESS;SG
šola	suli	šola	suli	N;NOM;FEM;SG	
pomoč	támogatások	pomoč	támogatás	N;NOM;FEM;SG	N;NOM;PL
pomoč	segíteni	pomoč	segít	N;NOM;FEM;SG	V;NFIN;ACT
prebivalci	lakos	prebivalec	lakos	N;NOM;MASC;PL	N;NOM;SG
deli	alkatrész	del	alkatrész	N;NOM;MASC;PL	N;NOM;SG
deli	részesedése	del	részesedés	N;NOM;MASC;PL	N;NOM;SG
deli	megosztás	del	megosztás	N;NOM;MASC;PL	
deli	részesedés	del	részesedés	N;NOM;MASC;PL	N;NOM;SG
najboljši	legjobbak	dober	jó	ADJ;NOM;DEF;RL;MASC;SG	N;NOM;PL
najboljši	legjobb	dober	jó	ADJ;NOM;DEF;RL;MASC;SG	
najboljši	best	dober	best	ADJ;NOM;DEF;RL;MASC;SG	
regije	régiói	regija	régiói	N;NOM;FEM;PL	N;NOM;SG
vojaška	katonaság	vojaški	katonaság	ADJ;NOM;FEM;SG	N;NOM;SG
vojaška	hadsereg	vojaški	hadsereg	ADJ;NOM;FEM;SG	N;NOM;SG
severni	észak	severen	észak	ADJ;NOM;DEF;MASC;SG	
