stan	stane	stan	stát	N;INDF;MASC+FEM;SG	V;IND;SG;3;POS;PRS;FIN;ACT
skilte	znamení	skille	znamení	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
roberts	roberts	rober	roberts	N;GEN;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
unger	deti	unge	det	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;POS
unger	unger	unge	unger	N;INDF;MASC+FEM;PL	PROPN;ANIM;NOM;MASC;SG;POS
discogs	discogs	discog	discogs	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
comeback	návraty	comeback	návrat	N;INDF;NEUT;SG	N;NOM;FEM;PL;POS
serbiske	srbské	serbisk	srbský	ADJ;PL	ADJ;NOM;FEM;SG;POS
ferie	prázdniny	ferie	prázdniny	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
ferie	dovolená	ferie	dovolená	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
ferie	svátky	ferie	svátek	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
ferie	prázdniny	ferie	prázdniny	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
ferie	dovolená	ferie	dovolená	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
ferie	prázdniny	ferie	prázdniny	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
ferie	dovolená	ferie	dovolená	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
ferie	svátky	ferie	svátek	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
freedom	svoboda	freedom	svoboda		N;NOM;FEM;SG;POS
freedom	volnost	freedom	volnost		N;NOM;FEM;SG;POS
freedom	svobodu	freedom	svoboda		N;ACC;FEM;SG;POS
rex	rex	rex	rex	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
elektronik	elektroniky	elektronik	elektronika	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
botanisk	botanické	botanisk	botanický	ADV	ADJ;NOM;MASC;SG;POS
polens	polsko	polen	polský	N;GEN;DEF;MASC+FEM;SG	PROPN;NOM;NEUT;SG;POS
polens	polskem	polen	polsko	N;GEN;DEF;MASC+FEM;SG	PROPN;INS;NEUT;SG;POS
passager	cestující	passager	cestující	N;INDF;MASC+FEM;SG	ADJ;ANIM;IPFV;NOM;MASC;PL;POS;PRS;V.PTCP;ACT
passager	pasáže	passager	pasáž	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
pol	pol	pol	polovina		PROPN;NOM;MASC;SG;POS
burma	barmě	burma	barma		N;DAT;FEM;SG;POS
tchad	čadu	tchad	čad	PROPN	PROPN;INAN;DAT;MASC;SG;POS
tchad	chad	tchad	chad	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
facto	facto	facto	facto	ADJ;INDF;SG	N;NEUT;POS
konferencen	konferenční	konference	konferenční	N;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
udpegede	určené	udpege	určený	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;PL;POS
udpegede	určený	udpege	určený	V;IND;PST;FIN;ACT	ADJ;INAN;NOM;MASC;SG;POS
steffen	steffen	steffe	steffen		PROPN;ANIM;NOM;MASC;SG;POS
tænkte	myšlenka	tænke	myšlenka	V;IND;PST;FIN;ACT	N;NOM;FEM;SG;POS
tænkte	myšlení	tænke	myšlení	V;IND;PST;FIN;ACT	N;NOM;NEUT;SG;POS
tænkte	přemýšlím	tænke	přemýšlet	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
tænkte	přemýšlení	tænke	přemýšlení	V;IND;PST;FIN;ACT	N;NOM;NEUT;SG;POS
gregorianske	gregoriánský	gregoriansk	gregoriánský	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS
slås	boj	slås	boj	V;NFIN;PASS	N;INAN;NOM;MASC;SG;POS
slås	boje	slås	boj	V;NFIN;PASS	N;INAN;NOM;MASC;PL;POS
kold	zima	kold	zima	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG;POS
kold	chlad	kold	chlad	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG;POS
relevans	relevantní	relevans	relevantní	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
værft	yard	værft	yard	N;INDF;NEUT;SG	PROPN;INAN;NOM;MASC;SG;POS
tjekkiske	česká	tjekkisk	český	ADJ;PL	ADJ;NOM;FEM;SG;POS
tjekkiske	české	tjekkisk	český	ADJ;PL	ADJ;NOM;MASC;SG;POS
tjekkiske	česky	tjekkisk	česky	ADJ;PL	ADV;POS
tjekkiske	český	tjekkisk	český	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS
palæstinensiske	palestinské	palæstinensisk	palestinský	ADJ;PL	ADJ;NOM;FEM;SG;POS
kronet	korunován	kron	korunovaný	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
wiener	wiener	wiener	wiener	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
wiener	vídni	wiener	vídeň	N;INDF;MASC+FEM;SG	PROPN;DAT;FEM;SG;POS
wiener	vídeň	wiener	vídeň	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
colin	colin	colin	colina	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
spd	spd	spd	spd		PROPN;FEM;POS
mongoliet	mongolsko	mongolium	mongolský	N;DEF;NEUT;SG	PROPN;NOM;NEUT;SG;POS
interwiki	interwiki	interwiki	interwik		N;NOM;FEM;PL;POS
udløste	spuštěn	udløse	spuštěný	V;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
udløste	spuštěna	udløse	spuštěný	V;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
syriske	sýrie	syrisk	sýrie	ADJ;PL	PROPN;NOM;FEM;SG;POS
matthias	matthias	matthias	matthias		PROPN;ANIM;NOM;MASC;SG;POS
moss	mech	moss	mech		N;INAN;NOM;MASC;SG;POS
moss	moss	moss	moss		PROPN;ANIM;NOM;MASC;SG;POS
anvendelser	aplikace	anvendelse	aplikace	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
anvendelser	používá	anvendelse	používat	N;INDF;MASC+FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
kontrolleret	ovládané	kontrollere	ovládaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
kontrolleret	kontrolovaných	kontrollere	kontrolovaný	V;INDF;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;POS
kontrolleret	kontrolované	kontrollere	kontrolovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
kontrolleret	řízené	kontrollere	řízený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
kontrolleret	ověřených	kontrollere	ověřený	V;INDF;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;POS
kontrolleret	ověřeny	kontrollere	ověřený	V;INDF;SG;PST;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
kontrolleret	ověřeno	kontrollere	ověřený	V;INDF;SG;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
kontrolleret	ověřené	kontrollere	ověřený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
break	zlom	break	zlom		N;INAN;NOM;MASC;SG;POS
break	zlomit	break	zlomit		V;PFV;POS;NFIN
break	pauza	break	pauza		N;NOM;FEM;SG;POS
break	přestávka	break	přestávka		N;NOM;FEM;SG;POS
done	provedeno	done	provedený		ADJ;NEUT;SG;POS;V.PTCP;PASS
done	udělal	done	udělat		V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
done	hotová	done	hotový		ADJ;NOM;FEM;SG;POS
done	hotovo	done	hotový		N;NOM;NEUT;SG;POS
elias	elias	elias	elias	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
hertz	hertz	hertz	hertz	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
halsen	hrdla	hals	hrdlo	N;DEF;MASC+FEM;SG	N;NOM;NEUT;PL;POS
nancy	nancy	nancy	nanc		PROPN;NOM;FEM;SG;POS
spirit	duchu	spirit	duch		N;ANIM;DAT;MASC;SG;POS
spirit	duch	spirit	duch		N;ANIM;NOM;MASC;SG;POS
fed	tuk	fed	tuk	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG;POS
fed	tuky	fed	tuk	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
iss	iss	iss	iss	N;INDF;NEUT;SG	PROPN;MASC;POS
ministerium	ministerstva	ministerium	ministerstvo	N;INDF;NEUT;SG	N;NOM;NEUT;PL;POS
shepherd	shepherd	shepherd	shepherd		PROPN;ANIM;NOM;MASC;SG;POS
shepherd	pastýř	shepherd	pastýř		N;ANIM;NOM;MASC;SG;POS
prøvet	zkoušela	prøve	zkoušet	V;INDF;SG;PST;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
prøvet	zkusila	prøve	zkusit	V;INDF;SG;PST;V.PTCP	V;PFV;POS;PST;V.PTCP;ACT
prøvet	zkoušeli	prøve	zkoušet	V;INDF;SG;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
prøvet	testovány	prøve	testovaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
thompson	thompson	thompson	thompson		PROPN;ANIM;NOM;MASC;SG;POS
thompson	thompsona	thompson	thompson		N;ANIM;ACC;MASC;SG;POS
daily	denní	daily	denní		ADJ;NOM;MASC;SG;POS
daily	denně	daily	denně		ADV;POS
daily	každodenní	daily	každodenní		ADJ;NOM;MASC;SG;POS
biografier	biografie	biografi	biografie	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
sagn	legend	sagn	legenda	N;INDF;NEUT;SG	N;GEN;FEM;PL;POS
sagn	legend	sagn	legenda	N;INDF;NEUT;SG	N;GEN;FEM;PL;POS
sagn	legendy	sagn	legenda	N;INDF;NEUT;SG	N;NOM;FEM;PL;POS
blank	lesklé	blank	lesklý	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL;POS
blank	prázdno	blank	prázdno	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;SG;POS
dårligere	horší	dårlig	špatný	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG;POS
alpes	alpes	alpes	alpes	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
nature	přírodní	natur	přírodní		ADJ;NOM;MASC;PL;POS
nature	povaha	natur	povaha		N;NOM;FEM;SG;POS
nature	příroda	natur	příroda		N;NOM;FEM;SG;POS
nature	přírodě	natur	příroda		N;DAT;FEM;SG;POS
nature	přirozenost	natur	přirozenost		N;NOM;FEM;SG;POS
aktuelt	aktuálně	aktuel	aktuálně	ADJ;INDF;NEUT;SG	ADV;POS
aktuelt	momentálně	aktuel	momentálně	ADJ;INDF;NEUT;SG	ADV;POS
speed	otáčky	speed	otáčka		N;NOM;FEM;PL;POS
speed	speed	speed	speed		PROPN;INAN;NOM;MASC;SG;POS
speed	rychlost	speed	rychlost		N;NOM;FEM;SG;POS
speed	rychlosti	speed	rychlost		N;NOM;FEM;PL;POS
argentinske	argentinské	argentinsk	argentinský	ADJ;PL	ADJ;NOM;NEUT;SG;POS
zagreb	záhřeb	zagreb	záhřeba		PROPN;INAN;NOM;MASC;SG;POS
tilfældigt	náhodný	tilfældigt	náhodný	ADV	ADJ;INAN;NOM;MASC;SG;POS
tilfældigt	náhodná	tilfældigt	náhodný	ADV	ADJ;NOM;FEM;SG;POS
tilfældigt	náhodné	tilfældigt	náhodný	ADV	ADJ;NOM;NEUT;SG;POS
tilfældigt	náhody	tilfældigt	náhoda	ADV	N;NOM;FEM;PL;POS
tilfældigt	náhoda	tilfældigt	náhoda	ADV	N;NOM;FEM;SG;POS
smart	smart	smart	smart	ADJ;INDF;SG	N;INAN;NOM;MASC;SG;POS
holding	drží	holding	držet	N;INDF;MASC+FEM;SG	V;IND;SG;3;POS;PRS;FIN;ACT
holding	držící	holding	držící	N;INDF;MASC+FEM;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
oder	odru	oder	odra		N;NOM;FEM;SG;POS
roland	roland	roland	roland	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
turner	turner	turner	turner	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
turner	turnerová	turner	turnerový	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
primitive	primitivní	primitiv	primitivní	ADJ;PL	ADJ;NOM;MASC;SG;POS
wing	wing	wing	wing		PROPN;ANIM;NOM;MASC;SG;POS
wing	křídlo	wing	křídlo		N;NOM;NEUT;SG;POS
nytte	užitečnost	nytte	užitečnost	V;NFIN;ACT	N;NOM;FEM;SG;POS
nytte	užitečnost	nytte	užitečnost	V;NFIN;ACT	N;NOM;FEM;SG;POS
joan	joan	joan	joan		PROPN;NOM;FEM;SG;POS
afhængige	závislé	afhængig	závislý	ADJ;PL	ADJ;NOM;NEUT;SG;POS
afhængige	závislý	afhængig	závislý	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS
afhængige	závislá	afhængig	závislý	ADJ;PL	ADJ;NOM;FEM;SG;POS
afhængige	závislá	afhængig	závislý	ADJ;PL	ADJ;NOM;FEM;SG;POS
afhængige	závislý	afhængig	závislý	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS
dirty	špinavý	dirty	špinavý		ADJ;INAN;NOM;MASC;SG;POS
dirty	špinavé	dirty	špinavý		ADJ;NOM;NEUT;SG;POS
dirty	špinavá	dirty	špinavý		ADJ;NOM;FEM;SG;POS
cirkus	cirkusy	cirkus	cirkus	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
skyder	zastřelení	skyde	zastřelení	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
skyder	střelba	skyde	střelba	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG;POS
skyder	střílení	skyde	střílení	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
skyder	vyhazov	skyde	vyhazov	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG;POS
præsenterede	předložené	præsentere	předložený	V;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
præsenterede	předkládané	præsentere	předkládaný	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;PL;POS
præsenterede	předložila	præsentere	předložit	V;PL;PST;V.PTCP	V;PFV;POS;PST;V.PTCP;ACT
dekoreret	vyznamenaný	dekorere	vyznamenaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
bin	bin	bin	bin		PROPN;ANIM;NOM;MASC;SG;POS
floyd	floyd	floyd	floyd		PROPN;ANIM;MASC;PL;POS
hegn	ploty	hegn	plot	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
hegn	ohrady	hegn	ohrada	N;INDF;NEUT;SG	N;NOM;FEM;PL;POS
liège	liège	liège	lióga		PROPN;NOM;FEM;SG;POS
lilla	fialová	lilla	fialový		ADJ;NOM;FEM;SG;POS
lilla	fialové	lilla	fialový		ADJ;NOM;NEUT;SG;POS
lilla	fialový	lilla	fialový		ADJ;INAN;NOM;MASC;SG;POS
bros	bros	bros	bros		PROPN;NOM;MASC;SG;POS
groft	drsná	groft	drsný	ADV	ADJ;NOM;FEM;SG;POS
groft	hrubý	groft	hrubý	ADV	ADJ;INAN;NOM;MASC;SG;POS
groft	drsné	groft	drsný	ADV	ADJ;NOM;NEUT;SG;POS
groft	drsný	groft	drsný	ADV	ADJ;INAN;NOM;MASC;SG;POS
groft	hrubé	groft	hrubý	ADV	ADJ;NOM;NEUT;SG;POS
krydset	křižovatky	kryds	křižovatka	N;DEF;NEUT;SG	N;NOM;FEM;PL;POS
overdrev	přehnaný	overdrev	přehnaný	N;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
overdrev	přehnaná	overdrev	přehnaný	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG;POS
overdrev	přehnané	overdrev	přehnaný	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG;POS
ledsaget	doprovázen	ledsag	doprovázený	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
iowa	iowě	iowa	Iowa		PROPN;MASC;SG;POS
drager	draky	drage	drak	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL;POS
drager	draci	drage	drace	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;PL;POS
drager	draky	drage	drak	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL;POS
butler	butler	butle	butler	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
marina	marino	marina	marino	N;INDF;MASC+FEM;SG	PROPN;NOM;NEUT;SG;POS
arrangerede	domluvené	arrangere	domluvený	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS
kvaliteten	kvality	kvalitet	kvalita	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL;POS
kvaliteten	kvalitní	kvalitet	kvalitní	N;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
teknikken	techniky	teknik	technika	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL;POS
pablo	pablo	pablo	pabnout		PROPN;ANIM;NOM;MASC;SG;POS
split	rozdělit	split	rozdělit		V;PFV;POS;NFIN
split	split	split	split		N;INAN;NOM;MASC;SG;POS
johnston	johnston	johnston	johnston	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
begrænsninger	omezení	begrænsning	omezení	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
begrænsninger	omezení	begrænsning	omezení	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
begrænsninger	omezení	begrænsning	omezení	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
begrænsninger	omezení	begrænsning	omezení	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
begrænsninger	omezení	begrænsning	omezení	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
oplevelse	zkušenosti	oplevelse	zkušenost	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
mystiske	tajemný	mystisk	tajemný	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS
mystiske	záhadné	mystisk	záhadný	ADJ;PL	ADJ;NOM;NEUT;SG;POS
mystiske	tajemné	mystisk	tajemný	ADJ;PL	ADJ;NOM;NEUT;SG;POS
mystiske	záhadný	mystisk	záhadný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG;POS
mystiske	tajemná	mystisk	tajemný	ADJ;PL	ADJ;NOM;FEM;SG;POS
mystiske	mystické	mystisk	mystický	ADJ;PL	ADJ;NOM;NEUT;SG;POS
mystiske	mystic	mystisk	mystice	ADJ;PL	PROPN;NOM;MASC;SG;POS
sri	srí	sri	srůj	PROPN	PROPN;NOM;MASC;SG;POS
filosofisk	filozofické	filosofisk	filozofický	ADV	ADJ;NOM;MASC;SG;POS
glade	šťastný	glad	šťastný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG;POS
glade	radost	glad	radost	ADJ;PL	N;NOM;FEM;SG;POS
glade	šťastná	glad	šťastný	ADJ;PL	ADJ;NOM;FEM;SG;POS
glade	happy	glad	happy	ADJ;PL	N;NOM;MASC;SG;POS
bestilt	zadané	bestille	zadaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
cola	koks	cola	koks		N;INAN;NOM;MASC;SG;POS
cola	kokain	cola	kokain		N;INAN;NOM;MASC;SG;POS
cola	cola	cola	cola		PROPN;NOM;FEM;SG;POS
cola	colu	cola	col		N;ACC;FEM;SG;POS
cola	coly	cola	cola		N;NOM;FEM;PL;POS
cola	kolu	cola	kolo		N;DAT;NEUT;SG;POS
cola	cola	cola	cola		PROPN;NOM;FEM;SG;POS
overlay	překrytí	overlay	překrytí		N;NOM;NEUT;SG;POS
queens	královny	que	královna	N;GEN;DEF;MASC+FEM;SG	N;NOM;FEM;PL;POS
queens	queens	que	queens	N;GEN;DEF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
moser	moser	mose	moser	N;INDF;MASC+FEM;PL	PROPN;ANIM;NOM;MASC;SG;POS
afsluttende	dokončení	afslutte	dokončení	V;PRS;V.PTCP	N;NOM;NEUT;SG;POS
afsluttende	zavírání	afslutte	zavírání	V;PRS;V.PTCP	N;NOM;NEUT;SG;POS
afsluttende	uzavření	afslutte	uzavření	V;PRS;V.PTCP	N;NOM;NEUT;SG;POS
afsluttende	konečná	afslutte	konečný	V;PRS;V.PTCP	ADJ;NOM;FEM;SG;POS
afsluttende	závěrečná	afslutte	závěrečný	V;PRS;V.PTCP	ADJ;NOM;FEM;SG;POS
afsluttende	konečné	afslutte	konečný	V;PRS;V.PTCP	ADJ;NOM;NEUT;SG;POS
afsluttende	finále	afslutte	finále	V;PRS;V.PTCP	N;NOM;NEUT;SG;POS
afsluttende	konečný	afslutte	konečný	V;PRS;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
emilie	emilie	emilie	emilie		N;NOM;FEM;SG;POS
utah	utahu	utah	utaha		PROPN;INAN;GEN;MASC;SG;POS
provinserne	provincie	provins	provincie	N;DEF;MASC+FEM;PL	N;NOM;FEM;SG;POS
provinserne	provincií	provins	provincie	N;DEF;MASC+FEM;PL	N;INS;FEM;SG;POS
joint	kloub	joint	kloub		N;INAN;NOM;MASC;SG;POS
joint	společné	joint	společný		ADJ;NOM;NEUT;SG;POS
joint	joint	joint	joint		N;INAN;NOM;MASC;SG;POS
ondt	zlý	ondt	zlý	ADV	ADJ;ANIM;NOM;MASC;SG;POS
ondt	zlo	ondt	zlo	ADV	N;NOM;NEUT;SG;POS
ondt	zlá	ondt	zlý	ADV	ADJ;NOM;FEM;SG;POS
ondt	krutý	ondt	krutý	ADV	ADJ;INAN;NOM;MASC;SG;POS
ondt	krutá	ondt	krutý	ADV	ADJ;NOM;FEM;SG;POS
ondt	kruté	ondt	krutý	ADV	ADJ;NOM;NEUT;SG;POS
fattig	chudák	fattig	chudák	ADJ;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG;POS
mainsnak	mainsnak	mainsnak	mainsnak		N;INAN;NOM;MASC;SG;POS
dagmar	dagmar	dagmar	dagmar	N;INDF;MASC+FEM;SG	PROPN;FEM;POS
avanceret	pokročilý	avanceret	pokročilý	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
avanceret	vyspělá	avanceret	vyspělý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
avanceret	pokročilé	avanceret	pokročilý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
avanceret	pokročilá	avanceret	pokročilý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
udsatte	odložené	udsat	odložený	ADJ;PL	ADJ;NOM;NEUT;SG;POS
udsatte	odloženo	udsat	odložený	ADJ;PL	ADJ;NEUT;SG;POS;V.PTCP;PASS
udsatte	odložili	udsat	odložit	ADJ;PL	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
udsatte	odložena	udsat	odložený	ADJ;PL	ADJ;POS;V.PTCP;PASS
udsatte	odložil	udsat	odložit	ADJ;PL	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
udsatte	odloženo	udsat	odložený	ADJ;PL	ADJ;NEUT;SG;POS;V.PTCP;PASS
udsatte	zranitelné	udsat	zranitelný	ADJ;PL	ADJ;NOM;NEUT;SG;POS
udsatte	zranitelný	udsat	zranitelný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG;POS
udsatte	zranitelná	udsat	zranitelný	ADJ;PL	ADJ;NOM;FEM;SG;POS
craig	craig	craig	craig		PROPN;ANIM;NOM;MASC;SG;POS
varieret	rozmanité	variere	rozmanitý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
varieret	různorodé	variere	různorodý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
stjernen	star	stjerne	star	N;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;POS
kalk	vápenatý	kalk	vápenatý	N;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
distribution	distribuční	distribution	distribuční	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
bonn	bonnu	bonn	bonn	PROPN	PROPN;INAN;DAT;MASC;SG;POS
smal	zúžit	smal	zúžit	ADJ;INDF;MASC+FEM;SG	V;PFV;POS;NFIN
mekaniske	mechanické	mekanisk	mechanický	ADJ;PL	ADJ;NOM;NEUT;SG;POS
mekaniske	mechanická	mekanisk	mechanický	ADJ;PL	ADJ;NOM;FEM;SG;POS
mekaniske	mechanický	mekanisk	mechanický	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS
dokumentar	dokumentární	dokumentar	dokumentární	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG;POS
platforme	nástupiště	platform	nástupiště	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
gener	obtíž	gen	obtíž	N;INDF;NEUT;PL	N;NOM;FEM;SG;POS
flytning	pohyby	flytning	pohyb	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
undersøgte	zkoumáno	undersøge	zkoumaný	V;IND;PST;FIN;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
mexicansk	mexičan	mexicansk	mexičan	ADJ;INDF;SG	N;ANIM;NOM;MASC;SG;POS
gottlieb	gottlieb	gottlie	gottlieb	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
jung	jung	jung	jung		PROPN;ANIM;NOM;MASC;SG;POS
sheffield	sheffieldu	sheffield	sheffield		N;INAN;GEN;MASC;SG;POS
offensiven	urážlivý	offensiv	urážlivý	N;DEF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
offensiven	urážlivé	offensiv	urážlivý	N;DEF;MASC+FEM;SG	ADJ;NOM;NEUT;SG;POS
offensiven	útočný	offensiv	útočný	N;DEF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
truman	truman	truman	truman		PROPN;ANIM;NOM;MASC;SG;POS
påstande	tvrzení	påstande	tvrzení	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
påstande	obvinění	påstande	obvinění	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
påstande	tvrzení	påstande	tvrzení	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
riges	říše	rig	říše	ADJ;GEN	N;NOM;FEM;SG;POS
eftermiddagen	odpoledne	eftermiddag	odpoledne	N;DEF;MASC+FEM;SG	ADV
eftermiddagen	odpolední	eftermiddag	odpolední	N;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
kigger	sledování	kigge	sledování	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
wisconsin	wisconsinu	wisconsin	wisconsin	N;INDF;NEUT;SG	PROPN;INAN;DAT;MASC;SG;POS
crystal	crystal	crystal	crystat		PROPN;INAN;NOM;MASC;SG;POS
crystal	křišťálové	crystal	křišťál		ADJ;NOM;NEUT;SG;POS
