que	že	que	že	PRO;MASC;SG	CONJ
outro	ďalšia	outro	ďalší	PRO;MASC;SG	ADJ;NOM;FEM;SG
outro	ďalší	outro	ďalší	PRO;MASC;SG	ADJ;ANIM;NOM;MASC;SG
outro	iný	outro	iný	PRO;MASC;SG	DET;ANIM;NOM;MASC;SG
fez	did	fazer	did	V;IND;SG;3;PST;FIN	
fez	fez	fazer	fez	V;IND;SG;3;PST;FIN	N;INAN;NOM;MASC;SG
número	pocet	número	pocet	N;MASC;SG	
número	cislo	número	cislo	N;MASC;SG	
através	skrze	através	skrze	ADV	N;ANIM;NOM;MASC;SG
através	skrz	através	skrz	ADV	
através	prostredníctvom	através	prostredníctvom	ADV	ADP;GEN
através	cez	através	cez	ADV	ADP;ACC
estava	bola	estar	byť	V;IND;SG;3;IPFV;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
estava	bol	estar	byť	V;IND;SG;3;IPFV;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
estava	bolo	estar	byť	V;IND;SG;3;IPFV;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
maria	márie	maria	mária	N;FEM;SG	N;NOM;FEM;PL
maria	marie	maria	marie	N;FEM;SG	PROPN;NOM;FEM;SG
maria	márie	maria	mária	N;FEM;SG	N;NOM;FEM;PL
maria	mary	maria	mary	N;FEM;SG	PROPN;NOM;FEM;SG
maria	maria	maria	mariť	N;FEM;SG	PROPN;NOM;FEM;SG
estão	sú	estar	byť	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
vários	rôzni	vários	rôzny	PRO;MASC;PL	N;ANIM;NOM;MASC;PL
vários	rozličné	vários	rozličný	PRO;MASC;PL	ADJ;NOM;NEUT;SG
vários	rôzne	vários	rôzny	PRO;MASC;PL	ADJ;NOM;NEUT;SG
vários	rôznych	vários	rôzny	PRO;MASC;PL	ADJ;GEN;MASC;PL
vários	viacero	vários	viacero	PRO;MASC;PL	NUM;NOM;NEUT;SG
vários	niekoľko	vários	niekoľko	PRO;MASC;PL	DET;NOM;NEUT;SG
vários	niekoľkých	vários	niekoľko	PRO;MASC;PL	DET;GEN;NEUT;PL
vários	rozličné	vários	rozličný	PRO;MASC;PL	ADJ;NOM;NEUT;SG
vários	rôzne	vários	rôzny	PRO;MASC;PL	ADJ;NOM;NEUT;SG
terra	zeme	terra	zem	N;FEM;SG	N;NOM;FEM;PL
terra	land	terra	land	N;FEM;SG	
terra	pôdy	terra	pôda	N;FEM;SG	N;NOM;FEM;PL
terra	pozemky	terra	pozemok	N;FEM;SG	N;INAN;NOM;MASC;PL
gênero	pohlavia	gênero	pohlavie	N;MASC;SG	N;NOM;NEUT;PL
igreja	cirkvi	igreja	cirkev	N;FEM;SG	N;NOM;FEM;PL
universidade	university	universidade	universita	N;FEM;SG	N;NOM;FEM;PL
universidade	univerzitné	universidade	univerzitný	N;FEM;SG	ADJ;NOM;NEUT;SG
universidade	univerzity	universidade	univerzita	N;FEM;SG	N;NOM;FEM;PL
universidade	vysoká	universidade	vysoký	N;FEM;SG	ADJ;NOM;FEM;SG
qualquer	akýchkoľvek	qualquer	akýkoľvek	DET;FEM;SG	DET;GEN;MASC;PL
podem	mozu	poder	moz	V;IND;PL;3;PRS;FIN	N;INAN;NOM;MASC;SG
podem	môže	poder	môcť	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
podem	can	poder	can	V;IND;PL;3;PRS;FIN	
podem	moze	poder	moz	V;IND;PL;3;PRS;FIN	
início	začať	início	začať	N;MASC;SG	V;PFV;POS;NFIN
início	začnite	início	začať	N;MASC;SG	V;PFV;IMP;PL;2;POS;FIN
início	spustiť	início	spustiť	N;MASC;SG	V;PFV;POS;NFIN
essa	to	esse	to	PRO;FEM;SG	DET;NOM;NEUT;SG
essa	táto	esse	táto	PRO;FEM;SG	DET;NOM;FEM;SG
essa	tento	esse	tento	PRO;FEM;SG	DET;INAN;NOM;MASC;SG
essa	toto	esse	toto	PRO;FEM;SG	DET;NOM;NEUT;SG
essa	túto	esse	táto	PRO;FEM;SG	DET;ACC;FEM;SG
essa	že	esse	že	PRO;FEM;SG	CONJ
tipo	láskavá	tipo	láskavý	N;MASC;SG	ADJ;NOM;FEM;SG
tipo	láskavé	tipo	láskavý	N;MASC;SG	ADJ;NOM;NEUT;SG
tipo	láskavý	tipo	láskavý	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
tipo	napíšte	tipo	napísiť	N;MASC;SG	V;PFV;IMP;PL;2;POS;FIN
santa	svätá	santo	svätý	N;FEM;SG	ADJ;NOM;FEM;SG
santa	svätý	santo	svätý	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
santa	saint	santo	saint	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
santa	santa	santo	santa	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
conhecido	známi	conhecido	známy	ADJ;MASC;SG	N;ANIM;NOM;MASC;PL
conhecido	známu	conhecido	známy	ADJ;MASC;SG	N;ACC;FEM;SG
canção	song	canção	song	N;FEM;SG	
mundial	celosvetovo	mundial	celosvetov	ADJ;MASC;SG	ADV
cerca	plot	cerca	plot	ADV	N;INAN;NOM;MASC;SG
todas	all	todo	all	DET;FEM;PL	
todas	vsetky	todo	vsetok	DET;FEM;PL	N;NOM;FEM;PL
todas	všetko	todo	všetok	DET;FEM;PL	DET;NOM;NEUT;SG
português	portugalskej	português	portugalský	N;MASC;SG	ADJ;GEN;FEM;SG
português	portugalské	português	portugalský	N;MASC;SG	ADJ;NOM;NEUT;SG
português	portugalská	português	portugalský	N;MASC;SG	ADJ;NOM;FEM;SG
português	portugalský	português	portugalský	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
português	portugalských	português	portugalský	N;MASC;SG	ADJ;GEN;MASC;PL
lançado	prepustená	lançar	prepustený	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
lançado	uvoľnená	lançar	uvoľnený	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
lançado	uvoľnené	lançar	uvoľnený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
lançado	prepustený	lançar	prepustený	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
lançado	spustený	lançar	spustený	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
lançado	spustené	lançar	spustený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
lançado	spustená	lançar	spustený	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
rei	kral	rei	krať	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
rei	king	rei	king	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
rei	rei	rei	rei	N;MASC;SG	PROPN;NOM;FEM;SG
algumas	niektorých	algum	niektorý	PRO;FEM;PL	DET;GEN;MASC;PL
algumas	niektore	algum	niektore	PRO;FEM;PL	DET;NOM;MASC;SG
algumas	niektoré	algum	niektorý	PRO;FEM;PL	DET;NOM;NEUT;SG
algumas	niektorý	algum	niektorý	PRO;FEM;PL	DET;ANIM;NOM;MASC;SG
algumas	niektorí	algum	niektorý	PRO;FEM;PL	DET;ANIM;NOM;MASC;PL
quem	komu	quem	kto	PRO;SG	PRO;ANIM;DAT;MASC;SG
quem	koho	quem	kto	PRO;SG	PRO;ANIM;ACC;MASC;SG
quem	ktorí	quem	ktorý	PRO;SG	DET;ANIM;NOM;MASC;PL
quem	kto	quem	kto	PRO;SG	PRO;ANIM;NOM;MASC;SG
água	vody	água	voda	N;FEM;SG	N;GEN;FEM;PL
água	vodná	água	vodný	N;FEM;SG	ADJ;NOM;FEM;SG
água	vodný	água	vodný	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
água	vodné	água	vodný	N;FEM;SG	ADJ;NOM;NEUT;SG
quatro	štvorka	quatro	štvorka	NUM	N;NOM;FEM;SG
quatro	quatro	quatro	quatro	NUM	N;INAN;NOM;MASC;SG
época	sezóny	época	sezón	N;FEM;SG	N;NOM;FEM;PL
época	epochy	época	epocha	N;FEM;SG	N;NOM;FEM;PL
morte	death	morte	death	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
morte	úmrtia	morte	úmrtie	N;FEM;SG	N;NOM;NEUT;PL
devido	splatné	devido	splatný	ADV	ADJ;NOM;NEUT;SG
eram	boli	ser	byť	V;IND;PL;3;IPFV;FIN	V;IPFV;MASC;PL;POS;PST;V.PTCP
brasileira	brazílsky	brasileira	brazílsky	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
produção	výroby	produção	výroba	N;FEM;SG	N;NOM;FEM;PL
temporada	sezóny	temporada	sezón	N;FEM;SG	N;NOM;FEM;PL
seguinte	budúci	seguinte	budúci	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
seguinte	ďalej	seguinte	ďalej	ADJ;MASC;SG	ADV
muitos	mnohé	muito	mnohý	PRO;MASC;PL	ADJ;NOM;NEUT;SG
muitos	mnohí	muito	mnoho	PRO;MASC;PL	ADJ;ANIM;NOM;MASC;PL
muitos	veľa	muito	veľa	PRO;MASC;PL	NUM;NOM;NEUT;SG
muitos	mnoho	muito	mnoho	PRO;MASC;PL	NUM;NOM;NEUT;SG
muitos	vela	muito	vela	PRO;MASC;PL	INTJ
wikipédia	wikipédia	wikipédia	wikipédium	N;FEM;SG	N;NOM;NEUT;PL
time	time	time	tima	N;MASC;SG	
time	tým	time	to	N;MASC;SG	DET;INS;NEUT;SG
time	team	time	team	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
geral	všeobecné	geral	všeobecný	N;MASC;SG	ADJ;NOM;NEUT;SG
geral	všeobecne	geral	všeobecne	N;MASC;SG	ADV
geral	všeobecná	geral	všeobecný	N;MASC;SG	ADJ;NOM;FEM;SG
meio	blízkom	meio	blízky	ADV	ADJ;INS;NEUT;SG
meio	stredný	meio	stredný	ADV	ADJ;ANIM;NOM;MASC;SG
meio	stredné	meio	stredný	ADV	ADJ;NOM;NEUT;SG
meio	stredná	meio	stredný	ADV	ADJ;NOM;FEM;SG
meio	stred	meio	stred	ADV	N;INAN;NOM;MASC;SG
meio	stredný	meio	stredný	ADV	ADJ;ANIM;NOM;MASC;SG
meio	stredná	meio	stredný	ADV	ADJ;NOM;FEM;SG
meio	stredné	meio	stredný	ADV	ADJ;NOM;NEUT;SG
meio	médium	meio	médium	ADV	N;NOM;NEUT;SG
meio	polovica	meio	polovica	ADV	N;NOM;FEM;SG
meio	polka	meio	polka	ADV	N;NOM;FEM;SG
meio	polovicu	meio	polovica	ADV	N;ACC;FEM;SG
aqui	tady	aqui	tady	ADV	INTJ
aqui	tuto	aqui	táto	ADV	DET;ACC;FEM;SG
aqui	here	aqui	hero	ADV	
style	style	style	style	N;MASC;SG	INTJ
fim	ukončiť	fim	ukončiť	N;MASC;SG	V;PFV;POS;NFIN
fim	end	fim	end	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
fim	skončiť	fim	skončiť	N;MASC;SG	V;PFV;POS;NFIN
carlos	charles	carlo	charles	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
carlos	karl	carlo	karl	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
carlos	carl	carlo	carl	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
carlos	carlos	carlo	carlos	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
menos	mínus	menos	mínus	ADV	N;NOM;NEUT;SG
menos	menšia	menos	malý	ADV	ADJ;NOM;CMPR;FEM;SG
porto	porto	porto	porto	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
deve	malo	dever	mať	V;IND;SG;3;PRS;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
deve	musi	dever	musieť	V;IND;SG;3;PRS;FIN	
deve	muštu	dever	mušta	V;IND;SG;3;PRS;FIN	N;INAN;GEN;MASC;SG
deve	musia	dever	musieť	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
deve	mušt	dever	mušt	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
sempre	always	sempre	always	ADV	
sempre	vzdy	sempre	vzdy	ADV	INTJ
sempre	furt	sempre	furt	ADV	INTJ
site	site	site	site	N;MASC;SG	INTJ
livro	rezervovať	livro	rezervovať	N;MASC;SG	V;IPFV;POS;NFIN
lado	bočný	lado	bočný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
lado	side	lado	sideť	N;MASC;SG	INTJ
equipe	tým	equipe	to	N;FEM;SG	DET;INS;NEUT;SG
equipe	team	equipe	team	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
escola	školy	escola	škola	N;FEM;SG	N;NOM;FEM;PL
escola	školské	escola	školský	N;FEM;SG	ADJ;NOM;NEUT;SG
várias	rôzni	várias	rôzny	PRO;FEM;PL	N;ANIM;NOM;MASC;PL
várias	rozličné	várias	rozličný	PRO;FEM;PL	ADJ;NOM;NEUT;SG
várias	rôzne	várias	rôzny	PRO;FEM;PL	ADJ;NOM;NEUT;SG
várias	rôznych	várias	rôzny	PRO;FEM;PL	ADJ;GEN;MASC;PL
várias	viacero	várias	viacero	PRO;FEM;PL	NUM;NOM;NEUT;SG
várias	niekoľko	várias	niekoľko	PRO;FEM;PL	DET;NOM;NEUT;SG
várias	niekoľkých	várias	niekoľko	PRO;FEM;PL	DET;GEN;NEUT;PL
outra	iný	outro	iný	PRO;FEM;SG	DET;ANIM;NOM;MASC;SG
outra	ďalšie	outro	ďalší	PRO;FEM;SG	ADJ;NOM;NEUT;SG
outra	iná	outro	iný	PRO;FEM;SG	DET;NOM;FEM;SG
outra	iné	outro	iný	PRO;FEM;SG	DET;NOM;NEUT;SG
outra	ostatné	outro	ostatný	PRO;FEM;SG	ADJ;NOM;NEUT;SG
outra	ďalšia	outro	ďalší	PRO;FEM;SG	ADJ;NOM;FEM;SG
outra	ďalší	outro	ďalší	PRO;FEM;SG	ADJ;ANIM;NOM;MASC;SG
outra	iný	outro	iný	PRO;FEM;SG	DET;ANIM;NOM;MASC;SG
dados	data	dado	data	N;MASC;PL	N;NOM;FEM;SG
apesar	navzdory	apesar	navzdor	ADV	N;NOM;FEM;PL
apesar	napriek	apesar	napriek	ADV	ADP;DAT
internacional	internacional	internacional	internacionať	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
internacional	international	internacional	internationať	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
internacional	medzinárodných	internacional	medzinárodný	ADJ;MASC;SG	ADJ;GEN;MASC;PL
hoje	dneska	hoje	dnesk	ADV	INTJ
hoje	dnešok	hoje	dnešok	ADV	N;INAN;NOM;MASC;SG
hoje	today	hoje	todať	ADV	INTJ
hoje	dnešné	hoje	dnešný	ADV	ADJ;NOM;NEUT;SG
província	provincie	província	provincia	N;FEM;SG	N;NOM;FEM;PL
team	tým	team	to	N;MASC;SG	DET;INS;NEUT;SG
team	team	team	team	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
inglês	anglický	inglês	anglický	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
inglês	slovensky	inglês	slovensky	N;MASC;SG	ADV
pouco	malá	pouco	malý	ADV	ADJ;NOM;FEM;SG
pouco	malé	pouco	malý	ADV	ADJ;NOM;NEUT;SG
pouco	malý	pouco	malý	ADV	ADJ;ANIM;NOM;MASC;SG
pouco	maly	pouco	maly	ADV	N;INAN;NOM;MASC;SG
porque	lebo	porque	lebo	CONJ	CONJ
porque	pretoze	porque	pretoze	CONJ	N;INAN;NOM;MASC;SG
porque	preco	porque	preco	CONJ	INTJ
porque	prečo	porque	prečo	CONJ	ADV
porque	načo	porque	načo	CONJ	PART
projeto	projektové	projeto	projektový	N;MASC;SG	ADJ;NOM;NEUT;SG
projeto	project	projeto	project	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
você	vy	você	vy	PRO;NOM;SG;3	PRO;NOM;PL;2
você	si	você	byť	PRO;NOM;SG;3	V;IPFV;IND;SG;2;POS;PRS;FIN
você	ti	você	ty	PRO;NOM;SG;3	PRO;DAT;SG;2
você	teba	você	ty	PRO;NOM;SG;3	PRO;ACC;SG;2
você	ty	você	ty	PRO;NOM;SG;3	PRO;NOM;SG;2
atual	aktuálne	atual	aktuálny	ADJ;MASC;SG	ADV
john	ján	john	ján	PROPN;MASC;SG	PROPN;ANIM;NOM;MASC;SG
john	john	john	john	PROPN;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ordem	objednať	ordem	objednať	N;FEM;SG	V;PFV;POS;NFIN
pai	oci	pai	oco	N;MASC;SG	INTJ
localizada	umiestnený	localizar	umiestnený	V;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
localizada	umiestnená	localizar	umiestnený	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
localizada	umiestnené	localizar	umiestnený	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
localizada	lokalizované	localizar	lokalizovaný	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
localizada	lokalizované	localizar	lokalizovaný	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
partido	partido	partido	partido	N;MASC;SG	PROPN;NOM;FEM;SG
partido	party	partido	part	N;MASC;SG	N;NOM;FEM;PL
partido	párty	partido	párt	N;MASC;SG	N;INAN;NOM;MASC;PL
começou	začali	começar	začať	V;IND;SG;3;PST;FIN	V;PFV;MASC;PL;POS;PST;V.PTCP
começou	začali	começar	začať	V;IND;SG;3;PST;FIN	V;PFV;MASC;PL;POS;PST;V.PTCP
passou	vynaložené	passar	vynaložený	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
passou	strávené	passar	strávený	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
passou	strávený	passar	strávený	V;IND;SG;3;PST;FIN	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
passou	prešli	passar	prejsť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
mesma	rovnako	mesmo	rovnako	ADJ;FEM;SG	ADV
ilha	isle	ilha	isle	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
carreira	kariéry	carreira	kariéra	N;FEM;SG	N;NOM;FEM;PL
carreira	kariéry	carreira	kariéra	N;FEM;SG	N;NOM;FEM;PL
campo	campo	campo	campo	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
placar	skóre	placar	skóre	N;MASC;SG	N;NOM;FEM;PL
uso	používať	uso	používať	N;MASC;SG	V;IPFV;POS;NFIN
uso	použiť	uso	použiť	N;MASC;SG	V;PFV;POS;NFIN
uso	použite	uso	použita	N;MASC;SG	V;PFV;IMP;PL;2;POS;FIN
linha	čiary	linha	čiara	N;FEM;SG	N;NOM;FEM;PL
reino	ríše	reino	ríša	N;MASC;SG	N;NOM;FEM;PL
muitas	mnohé	muito	mnohý	PRO;FEM;PL	ADJ;NOM;NEUT;SG
muitas	mnohí	muito	mnoho	PRO;FEM;PL	ADJ;ANIM;NOM;MASC;PL
muitas	veľa	muito	veľa	PRO;FEM;PL	NUM;NOM;NEUT;SG
muitas	mnoho	muito	mnoho	PRO;FEM;PL	NUM;NOM;NEUT;SG
muitas	vela	muito	vela	PRO;FEM;PL	INTJ
grandes	veľkých	grande	veľký	N;MASC;PL	ADJ;ANIM;GEN;MASC;PL
grandes	veľké	grande	veľký	N;MASC;PL	ADJ;NOM;NEUT;SG
grandes	veľkí	grande	veľký	N;MASC;PL	ADJ;ANIM;NOM;MASC;PL
grandes	veľká	grande	veľký	N;MASC;PL	ADJ;NOM;FEM;SG
grandes	veľký	grande	veľký	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
grandes	velke	grande	velka	N;MASC;PL	N;NOM;FEM;SG
grandes	velka	grande	velka	N;MASC;PL	N;NOM;FEM;SG
grandes	veľký	grande	veľký	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
grandes	big	grande	big	N;MASC;PL	
grandes	veľké	grande	veľký	N;MASC;PL	ADJ;NOM;NEUT;SG
grandes	veľká	grande	veľký	N;MASC;PL	ADJ;NOM;FEM;SG
grandes	grandes	grande	grandes	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
principais	hlavné	principal	hlavný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
principais	hlavná	principal	hlavný	ADJ;MASC;PL	ADJ;NOM;FEM;SG
principais	main	principal	main	ADJ;MASC;PL	
principais	hlavný	principal	hlavný	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
principais	hlavny	principal	hlavny	ADJ;MASC;PL	N;ANIM;NOM;MASC;SG
conta	ucet	conta	ucet	N;FEM;SG	INTJ
tarde	neskorý	tarde	neskorý	ADV	ADJ;INAN;NOM;MASC;SG
tarde	oneskorené	tarde	oneskorený	ADV	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
tarde	neskoré	tarde	neskorý	ADV	ADJ;NOM;NEUT;SG
tarde	popoludnie	tarde	popoludnie	ADV	N;NOM;NEUT;SG
volta	volta	volta	volta	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
volta	späť	volta	späť	N;FEM;SG	ADV
volta	back	volta	back	N;FEM;SG	PROPN;ANIM;VOC;MASC;SG
volta	naspäť	volta	naspäť	N;FEM;SG	ADV
vila	dediny	vila	dedina	N;FEM;SG	N;NOM;FEM;PL
política	politiky	política	politika	N;FEM;SG	N;NOM;FEM;PL
política	politiky	política	politika	N;FEM;SG	N;NOM;FEM;PL
base	založiť	base	založiť	N;FEM;SG	V;PFV;POS;NFIN
frança	francúzsko	frança	francúzsko	N;FEM;SG	ADV
direito	správne	direito	správne	N;MASC;SG	ADV
direito	spravne	direito	spravne	N;MASC;SG	INTJ
direito	vpravo	direito	vpravo	N;MASC;SG	ADV
direito	sprava	direito	sprava	N;MASC;SG	
nem	ani	nem	ani	CONJ	PART
nem	ani	nem	ani	CONJ	PART
real	reálny	real	reálny	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
real	skutočné	real	skutočný	N;MASC;SG	ADJ;NOM;NEUT;SG
real	skutočná	real	skutočný	N;MASC;SG	ADJ;NOM;FEM;SG
real	reálne	real	reálne	N;MASC;SG	ADV
real	kráľovská	real	kráľovský	N;MASC;SG	ADJ;NOM;FEM;SG
real	royal	real	royať	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
real	kráľovský	real	kráľovský	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
real	kráľovské	real	kráľovský	N;MASC;SG	ADJ;NOM;NEUT;SG
rede	čisté	rede	čistý	N;FEM;SG	ADJ;NOM;NEUT;SG
rede	netto	rede	netto	N;FEM;SG	
rede	siete	rede	sieť	N;FEM;SG	N;NOM;FEM;PL
rede	sieťové	rede	sieťový	N;FEM;SG	ADJ;NOM;NEUT;SG
jpg	jpg	jpg	jpg	N;MASC;SG	
chamado	vola	chamar	vol	V;MASC;SG;V.PTCP	
público	diváci	público	divák	N;MASC;SG	N;ANIM;NOM;MASC;PL
público	verejný	público	verejný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
público	verejné	público	verejný	N;MASC;SG	ADJ;NOM;NEUT;SG
público	verejná	público	verejný	N;MASC;SG	ADJ;NOM;FEM;SG
fase	fázy	fase	fáza	N;FEM;SG	N;NOM;FEM;PL
pedro	pedro	pedro	pedro	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
pedro	petra	pedro	petra	N;MASC;SG	PROPN;ANIM;ACC;MASC;SG
lisboa	lisabonská	lisboa	lisabonský	N;FEM;SG	ADJ;NOM;FEM;SG
lisboa	lisabonskej	lisboa	lisabonský	N;FEM;SG	ADJ;GEN;FEM;SG
isbn	isbn	isbn	isbn	N;MASC;SG	
ponto	dot	ponto	dot	N;MASC;SG	
empresa	firemné	empresa	firemný	N;FEM;SG	ADJ;NOM;NEUT;SG
empresa	spoločnosti	empresa	spoločnosť	N;FEM;SG	N;NOM;FEM;PL
single	slobodná	single	slobodný	N;MASC;SG	ADJ;NOM;FEM;SG
single	jednotného	single	jednotný	N;MASC;SG	ADJ;GEN;NEUT;SG
single	jednotné	single	jednotný	N;MASC;SG	ADJ;NOM;NEUT;SG
single	single	single	singľa	N;MASC;SG	N;INAN;NOM;MASC;PL
single	slobodný	single	slobodný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
single	jednotný	single	jednotný	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
corpo	telesná	corpo	telesný	N;MASC;SG	ADJ;NOM;FEM;SG
relação	vzťahy	relação	vzťah	N;FEM;SG	N;INAN;NOM;MASC;PL
república	republiky	república	republika	N;FEM;SG	N;NOM;FEM;PL
votação	hlasujte	votação	hlasovať	N;FEM;SG	V;IPFV;IMP;PL;2;POS;FIN
votação	hlasovať	votação	hlasovať	N;FEM;SG	V;IPFV;POS;NFIN
votação	voliť	votação	voliť	N;FEM;SG	V;IPFV;POS;NFIN
votação	hlasy	votação	hlas	N;FEM;SG	N;INAN;NOM;MASC;PL
votação	hlasov	votação	hlas	N;FEM;SG	N;INAN;GEN;MASC;PL
votação	hlasovania	votação	hlasovanie	N;FEM;SG	N;NOM;NEUT;PL
votação	hlasovať	votação	hlasovať	N;FEM;SG	V;IPFV;POS;NFIN
votação	hlasovania	votação	hlasovanie	N;FEM;SG	N;NOM;NEUT;PL
américa	ameriky	américo	amerika	N;FEM;SG	N;NOM;FEM;PL
data	dát	data	dát	N;FEM;SG	N;GEN;FEM;PL
data	dáta	data	dát	N;FEM;SG	N;INAN;NOM;MASC;PL
data	údaje	data	údaj	N;FEM;SG	N;INAN;NOM;MASC;PL
condado	powiat	condar	powiat	N;MASC;SG	
mil	mil	mil	mil	NUM	
logo	logo	logo	logo	ADV	N;NOM;NEUT;SG
logo	loga	logo	loga	ADV	N;GEN;NEUT;SG
categoria	kategórie	categoria	kategória	N;FEM;SG	N;NOM;FEM;PL
mar	mar	mar	mar	N;MASC;SG	INTJ
mar	morská	mar	morský	N;MASC;SG	ADJ;NOM;FEM;SG
militar	vojenský	militar	vojenský	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
militar	vojenské	militar	vojenský	N;MASC;SG	ADJ;NOM;NEUT;SG
diz	povedz	dizer	povedz	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;POS;FIN
diz	povedzte	dizer	povedať	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;POS;FIN
diz	povedz	dizer	povedz	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;POS;FIN
sucesso	úspešné	sucesso	úspešný	N;MASC;SG	ADJ;NOM;NEUT;SG
sucesso	úspešní	sucesso	úspešniť	N;MASC;SG	ADJ;ANIM;NOM;MASC;PL
sucesso	úspešný	sucesso	úspešný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
sucesso	úspešná	sucesso	úspešný	N;MASC;SG	ADJ;NOM;FEM;SG
sucesso	úspešné	sucesso	úspešný	N;MASC;SG	ADJ;NOM;NEUT;SG
sucesso	úspešný	sucesso	úspešný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
sucesso	úspešná	sucesso	úspešný	N;MASC;SG	ADJ;NOM;FEM;SG
francisco	francisco	francisco	francisco	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
francisco	francis	francisco	francis	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
