से	از	से	از		ADP
जहां	کجای	जहाँ	کجا	PRO;NOM	CONJ
विचार	افکار	विचार	فکر	N;NOM;MASC;SG;3	N;PL
छोटे	small	छोटा	small	ADJ;NOM;MASC;PL	
छोटे	کوچکی	छोटा	کوچک	ADJ;NOM;MASC;PL	N;SG
छोटे	اسمال	छोटा	اسمال	ADJ;NOM;MASC;PL	N;SG
छोटे	لیتل	छोटा	لیتل	ADJ;NOM;MASC;PL	N;SG
छोटे	کوچولو	छोटा	کوچولو	ADJ;NOM;MASC;PL	N;SG
ऊपर	بالا	ऊपर	بالا	ADV;NOM;MASC;SG;3	ADV;ESS
ऊपर	top	ऊपर	top	ADV;NOM;MASC;SG;3	N;SG
ऊपर	تاپ	ऊपर	تاپ	ADV;NOM;MASC;SG;3	N;SG
ऊपर	اوج	ऊपर	اوج	ADV;NOM;MASC;SG;3	N;SG
ऊपर	فاعل	ऊपर	None	ADV;NOM;MASC;SG;3	N;SG
ऊपर	فراز	ऊपर	فراز	ADV;NOM;MASC;SG;3	N;SG
सामान्य	عمومی	सामान्य	عمومی	N;NOM;MASC;SG;3	ADJ
सामान्य	معمولی	सामान्य	معمولی	N;NOM;MASC;SG;3	ADJ
सामान्य	مشترک	सामान्य	مشترک	N;NOM;MASC;SG;3	ADJ
सामान्य	نرمال	सामान्य	نرمال	N;NOM;MASC;SG;3	ADJ
सामान्य	عادی	सामान्य	عادی	N;NOM;MASC;SG;3	ADJ
सामान्य	معمولی	सामान्य	معمولی	N;NOM;MASC;SG;3	ADJ
सामान्य	طبیعی	सामान्य	طبیعی	N;NOM;MASC;SG;3	ADJ
आगे	جلو	आगे	جلو	ADV;NOM;MASC;SG;3	N;SG
कुल	مجموع	कुल	مجموع	DET	N;SG
कुल	کلا	कुल	None	DET	
कुल	کل	कुल	کل	DET	ADJ
एक्स्प्रेस	اکسپرس	एक्स्प्रेस	اکسپرس	V;PFV;FEM;SG;V.PTCP;ACT	N;SG
वर्ग	کلاسهای	वर्ग	کلاس	N;NOM;MASC;SG;3	N;PL
वर्ग	کلاسها	वर्ग	کلاس	N;NOM;MASC;SG;3	N;PL
वर्ग	طبقاتی	वर्ग	None	N;NOM;MASC;SG;3	N;PL
अंग्रेजी	انگلیسی	अंग्रेजी	انگلیسی	PROPN;NOM;FEM;SG;3	N;SG
अंग्रेजी	english	अंग्रेजी	english	PROPN;NOM;FEM;SG;3	N;SG
माध्यम	متوسط	माध्यम	متوسط	N;NOM;MASC;SG;3	ADJ
पाकिस्तान	پاکستان	पाकिस्तान	پاکستان	PROPN;NOM;MASC;SG;3	N;SG
भूमिका	اشنایی	भूमिका	اشنایی	N;NOM;FEM;SG;3	N;PL
हर	har	हर	har	DET	
हर	هار	हर	هار	DET	
हर	هور	हर	هور	DET	N;SG
हर	حور	हर	حور	DET	N;SG
अतिरिक्त	اضافه	अतिरिक्त	اضافه	N;NOM;MASC;SG;3	ADJ
नीचे	فرود	नीचे	فرود	ADV;NOM;MASC;SG;3	N;SG
नीचे	پایین	नीचे	پایین	ADV;NOM;MASC;SG;3	ADV;ESS
नीचे	زیر	नीचे	زیر	ADV;NOM;MASC;SG;3	ADP
नीचे	تهش	नीचे	تهش	ADV;NOM;MASC;SG;3	
नीचे	مفعول	नीचे	مفعول	ADV;NOM;MASC;SG;3	N;SG
नीचे	پایین	नीचे	پایین	ADV;NOM;MASC;SG;3	ADV;ESS
नीचे	باتوم	नीचे	باتوم	ADV;NOM;MASC;SG;3	N;SG
आधुनिक	مدرن	आधुनिक	مدرن	ADJ	N;SG
आधुनिक	امروزی	आधुनिक	امروزی	ADJ	N;SG
आधुनिक	modern	आधुनिक	modern	ADJ	N;SG
हिंदी	هندی	हिंदी	هندی	PROPN;NOM;FEM;SG;3	N;SG
सभा	ویدهان	सभा	ویده	N;NOM;FEM;SG;3	N;PL
विषय	موضوعات	विषय	موضوع	N;NOM;MASC;SG;3	N;PL
विषय	موضوعاتی	विषय	موضوع	N;NOM;MASC;SG;3	N;PL
अधिकार	حقوق	अधिकार	حق	N;NOM;MASC;SG;3	N;PL
रंग	رنگها	रंग	رنگ	N;NOM;MASC;SG;3	N;PL
रंग	رنگها	रंग	رنگ	N;NOM;MASC;SG;3	N;PL
रंग	رنگهای	रंग	رنگ	N;NOM;MASC;SG;3	N;PL
रंग	رنگها	रंग	رنگ	N;NOM;MASC;SG;3	N;PL
बाहर	استعفا	बाहर	استعفا	ADV;NOM;MASC;SG;3	N;SG
बाहर	انصراف	बाहर	انصراف	ADV;NOM;MASC;SG;3	N;SG
बाहर	ترک	बाहर	ترک	ADV;NOM;MASC;SG;3	N;SG
बाहर	بیرون	बाहर	بیرون	ADV;NOM;MASC;SG;3	ADV;ESS
बाहर	برون	बाहर	برون	ADV;NOM;MASC;SG;3	N;SG
खेल	بازیهای	खेल	None	N;NOM;MASC;SG;3	N;PL
खेल	بازیها	खेल	بازی	N;NOM;MASC;SG;3	N;PL
जहाँ	کجا	जहाँ	کجا	PRO;NOM	ADV
जहाँ	کجای	जहाँ	کجا	PRO;NOM	CONJ
समान	همگن	समान	همگن		N;SG
समान	مشابه	समान	مشابه		ADJ
सितंबर	september	सितंबर	september	PROPN;NOM;MASC;SG;3	N;SG
सितंबर	سپتامبر	सितंबर	سپتامبر	PROPN;NOM;MASC;SG;3	N;SG
दूर	دور	दूर	دور	ADV;NOM;MASC;SG;3	ADP
दूर	میفرمایند	दूर	فرمود#آفا	ADV;NOM;MASC;SG;3	V;PL;3;PRS
दूर	دور	दूर	دور	ADV;NOM;MASC;SG;3	ADP
दूर	دوردست	दूर	دوردست	ADV;NOM;MASC;SG;3	N;SG
दूर	دورتر	दूर	دورتر	ADV;NOM;MASC;SG;3	ADJ;CMPR
ब्रिटिश	بریتانیایی	ब्रिटिश	بریتانی	PROPN;NOM;MASC;SG;3	N;SG
ब्रिटिश	بریتانیا	ब्रिटिश	None	PROPN;NOM;MASC;SG;3	N;SG
कला	هنرهای	कला	هنر	N;NOM;FEM;SG;3	N;PL
संस्कृत	سانسکریت	संस्कृत	سانسکریت		N;SG
प्रकाशित	انتشار	प्रकाशित	انتشار	ADJ	N;SG
मई	می	मई	می	PROPN;NOM;FEM;SG;3	
मई	مه	मई	مه	PROPN;NOM;FEM;SG;3	N;SG
मई	تا	मई	تا	PROPN;NOM;FEM;SG;3	ADP
प्रक्रिया	مراحل	प्रक्रिया	مرحله	N;NOM;FEM;SG;3	N;PL
प्रक्रिया	فرایندهای	प्रक्रिया	فرایند	N;NOM;FEM;SG;3	N;PL
हम	hum	हम	hum	PRO;NOM;PL;1	N;SG
हम	همهمه	हम	همهمه	PRO;NOM;PL;1	PRO
हम	زمزمه	हम	None	PRO;NOM;PL;1	N;SG
पश्चिम	وست	पश्चिम	None	PROPN;NOM;MASC;SG;3	N;SG
पश्चिम	باختر	पश्चिम	باخت#باز	PROPN;NOM;MASC;SG;3	N;SG
पश्चिम	غرب	पश्चिम	غرب	PROPN;NOM;MASC;SG;3	N;SG
पश्चिम	غربی	पश्चिम	غربی	PROPN;NOM;MASC;SG;3	ADJ
दशक	میلادی	दशक	میلادی	N;NOM;MASC;SG;3	ADJ
बिना	بى	बिना	بى	PART	
बिना	بدون	बिना	بدون	PART	ADP
क्या	چی	क्या	چه	PRO	ADV
क्या	چه	क्या	چه	PRO	CONJ
अगस्त	آگوست	अगस्त	آگوست	PROPN;NOM;MASC;SG;3	N;SG
अगस्त	آگست	अगस्त	آگست	PROPN;NOM;MASC;SG;3	N;SG
अगस्त	اوت	अगस्त	اوت	PROPN;NOM;MASC;SG;3	N;SG
अगस्त	اوت	अगस्त	اوت	PROPN;NOM;MASC;SG;3	N;SG
अगस्त	aug	अगस्त	aug	PROPN;NOM;MASC;SG;3	N;SG
संबंध	روابط	संबंध	رابطه	N;NOM;MASC;SG;3	N;PL
संबंध	روابط	संबंध	رابطه	N;NOM;MASC;SG;3	N;PL
लगा	احساس	लगा	احساس	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
दिसम्बर	دسامبر	दिसम्बर	دسامبر	PROPN;NOM;MASC;SG;3	N;SG
दिसम्बर	dec	दिसम्बर	dec	PROPN;NOM;MASC;SG;3	N;SG
दिसम्बर	دکلان	दिसम्बर	دکل	PROPN;NOM;MASC;SG;3	N;SG
सहायता	کمکهای	सहायता	کمک	N;NOM;FEM;SG;3	N;PL
पहला	ابتدا	पहला	ابتدا	ADJ;NOM;MASC;SG	N;SG
स्वयं	نفس	स्वयं	نفس		N;SG
विकिपीडिया	ویکی	विकिपीडिया	ویکی	PROPN;NOM;MASC;SG;3	N;SG
विकिपीडिया	ویکیپدیا	विकिपीडिया	ویکیپدیا	PROPN;NOM;MASC;SG;3	N;SG
विकिपीडिया	ویکیپدیای	विकिपीडिया	ویکیپدیا	PROPN;NOM;MASC;SG;3	N;SG
आवश्यक	نیاز	आवश्यक	نیاز	ADJ	N;SG
आवश्यक	فوری	आवश्यक	فوری	ADJ	N;SG
आवश्यक	فوریه	आवश्यक	فوریه	ADJ	N;SG
देखा	دید	देख	دید#بین	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
संबंधित	مرتبط	संबंधित	مرتبط	ADJ	N;SG
चीन	چین	चीन	چین	PROPN;NOM;MASC;SG;3	N;SG
अभी	اکنون	अभी	اکنون	PRO;NOM	ADV
अभी	الان	अभी	الان	PRO;NOM	ADV
अभी	حالا	अभी	حالا	PRO;NOM	ADV
रचना	آفرینش	रच	آفرینش	PROPN;NOM;FEM;SG;3	N;SG
रचना	ایجاد	रच	ایجاد	PROPN;NOM;FEM;SG;3	N;SG
रचना	خلقت	रच	خلقت	PROPN;NOM;FEM;SG;3	N;SG
रचना	انشاء	रच	انشاء	PROPN;NOM;FEM;SG;3	N;SG
रचना	ترکیب	रच	ترکیب	PROPN;NOM;FEM;SG;3	N;SG
भिन्न	گسسته	भिन्न	گسسته	ADP	N;SG
भिन्न	متفاوت	भिन्न	متفاوت	ADP	ADJ
भिन्न	کسر	भिन्न	کسر	ADP	N;SG
लोक	عمومی	लोक	عمومی	N;NOM;MASC;SG;3	ADJ
लोक	علنی	लोक	None	N;NOM;MASC;SG;3	ADJ
सब	همه	सब	همه	N;NOM;MASC;SG;3	PRO
पूरा	پر	पूरा	پر	ADJ;NOM;MASC;SG	N;SG
पूरा	کاملش	पूरा	کاملش	ADJ;NOM;MASC;SG	N;SG
पूरा	فول	पूरा	فول	ADJ;NOM;MASC;SG	N;SG
पूरा	پره	पूरा	پره	ADJ;NOM;MASC;SG	N;SG
पूरा	تکمیل	पूरा	تکمیل	ADJ;NOM;MASC;SG	N;SG
प्रकाश	سبک	प्रकाश	سبک	PROPN;NOM;MASC;SG;3	N;SG
प्रकाश	روشنایی	प्रकाश	None	PROPN;NOM;MASC;SG;3	N;SG
प्रकाश	نور	प्रकाश	نور	PROPN;NOM;MASC;SG;3	N;SG
प्रकाश	روشن	प्रकाश	روشن	PROPN;NOM;MASC;SG;3	ADJ
प्रकाश	نوری	प्रकाश	نوری	PROPN;NOM;MASC;SG;3	N;SG
प्रकाश	پراکاش	प्रकाश	پراکاش	PROPN;NOM;MASC;SG;3	N;SG
प्रकाश	چراغها	प्रकाश	چراغ	PROPN;NOM;MASC;SG;3	N;PL
प्रकाश	چراغ	प्रकाश	چراغ	PROPN;NOM;MASC;SG;3	N;SG
नई	تازه	नया	تازه	ADJ;NOM;FEM;SG	ADV
नई	نیو	नया	نیو	ADJ;NOM;FEM;SG	N;SG
दूसरी	ثانیه	दूसरा	ثانیه	ADJ;NOM;FEM;SG	N;SG
कार्यक्रम	رویدادهای	कार्यक्रम	رویداد	N;NOM;MASC;SG;3	N;PL
कार्यक्रम	رویدادها	कार्यक्रम	رویداد	N;NOM;MASC;SG;3	N;PL
कार्यक्रम	حوادث	कार्यक्रम	حوادث	N;NOM;MASC;SG;3	N;PL
कार्यक्रम	اتفاقات	कार्यक्रम	اتفاق	N;NOM;MASC;SG;3	N;PL
पुराने	پیر	पुराना	پیر	ADJ;MASC;PL	N;SG
पुराने	قدیمی	पुराना	قدیمی	ADJ;MASC;PL	N;SG
पुराने	قدمت	पुराना	قدمت	ADJ;MASC;PL	N;SG
सदी	قرن	सदी	قرن	PROPN;NOM;FEM;SG;3	N;SG
सदी	قرنه	सदी	قرنه	PROPN;NOM;FEM;SG;3	N;SG
सदी	سده	सदी	سده	PROPN;NOM;FEM;SG;3	N;SG
भगवान	الهی	भगवान	الهی	N;NOM;MASC;SG;3	N;VOC
भगवान	الله	भगवान	الله	N;NOM;MASC;SG;3	
भगवान	پروردگارا	भगवान	پروردگار	N;NOM;MASC;SG;3	V;IMP
संस्थान	موسسه	संस्थान	None	N;NOM;MASC;PL;3	N;SG
संस्थान	مؤسسه	संस्थान	مؤسسه	N;NOM;MASC;PL;3	N;SG
संस्थान	انستیتو	संस्थान	انستیتو	N;NOM;MASC;PL;3	N;SG
अंग्रेज़ी	انگلیسی	अंग्रेजी	انگلیسی	PROPN;NOM;FEM;SG;3	N;SG
अंग्रेज़ी	english	अंग्रेजी	english	PROPN;NOM;FEM;SG;3	N;SG
पूर्ण	عالی	पूर्ण	عالی	PROPN;NOM;MASC;SG;3	ADJ
पूर्ण	perfect	पूर्ण	perfect	PROPN;NOM;MASC;SG;3	N;SG
पूर्ण	پرفکت	पूर्ण	پرفکت	PROPN;NOM;MASC;SG;3	N;SG
पूर्ण	پر	पूर्ण	پر	PROPN;NOM;MASC;SG;3	N;SG
पूर्ण	کاملش	पूर्ण	کاملش	PROPN;NOM;MASC;SG;3	N;SG
पूर्ण	سرشار	पूर्ण	سرشار	PROPN;NOM;MASC;SG;3	ADJ
पूर्ण	فول	पूर्ण	فول	PROPN;NOM;MASC;SG;3	N;SG
पूर्ण	پره	पूर्ण	پره	PROPN;NOM;MASC;SG;3	N;SG
पूर्ण	تکمیل	पूर्ण	تکمیل	PROPN;NOM;MASC;SG;3	N;SG
परिवर्तन	تغییرات	परिवर्तन	تغییر	N;NOM;MASC;SG;3	N;PL
टीम	تیمهای	टीम	تیم	N;NOM;FEM;SG;3	N;PL
संगठन	سازمانها	संगठन	None	N;NOM;MASC;SG;3	N;PL
संगठन	سازمانهای	संगठन	سازمان	N;NOM;MASC;SG;3	N;PL
अगर	agar	अगर	agar	CONJ	N;SG
स्कूल	مدارس	स्कूल	None	N;NOM;MASC;SG;3	N;PL
पुस्तक	b	पुस्तक	b	N;NOM;FEM;SG;3	INTJ
लेखक	نویسندگان	लेखक	نویسنده	N;NOM;MASC;SG;3	N;PL
खिलाड़ी	بازیکنان	खिलाडी	بازیکن	N;NOM;MASC;SG;3	N;PL
ट्रेन	قطارها	ट्रेन	قطار	N;NOM;FEM;SG;3	N;PL
ट्रेन	متقاضیان	ट्रेन	متقاضی	N;NOM;FEM;SG;3	N;PL
आकार	شکلها	आकार	شکل	N;NOM;MASC;SG;3	N;PL
उत्तरी	شمالی	उत्तरी	شمالی	PROPN;NOM;MASC;SG;3	N;SG
उत्तरी	شمال	उत्तरी	شمال	PROPN;NOM;MASC;SG;3	N;SG
सीमा	محدود	सीमा	محدود	N;NOM;FEM;SG;3	ADJ
सीमा	مرزبانی	सीमा	مرزبانی	N;NOM;FEM;SG;3	N;PL
सीमा	گسترۀ	सीमा	گسترۀ	N;NOM;FEM;SG;3	
सीमा	محدودیتها	सीमा	محدودیت	N;NOM;FEM;SG;3	N;PL
पश्चिमी	وسترن	पश्चिमी	وسترن	ADJ	N;SG
आर्थिक	اقتصادی	आर्थिक	اقتصادی	ADJ;NOM	N;SG
वहाँ	آنجا	वहाँ	آنجا	PRO;NOM	ADV;ESS
विधि	روشهای	विधि	روش	N;NOM;FEM;SG;3	N;PL
विधि	حقوق	विधि	حق	N;NOM;FEM;SG;3	N;PL
अवधि	دورهای	अवधि	دور	N;NOM;FEM;SG;3	N;PL
सिद्धांत	اصول	सिद्धान्त	اصل	N;NOM;MASC;SG;3	N;PL
कलाकार	هنرمندان	कलाकार	هنرمند	N;NOM;MASC;SG;3	N;PL
बैंक	بانکها	बैंक	بانک	N;NOM;MASC;SG;3	N;PL
ज्यादा	دیگر	ज्यादा	دیگر	DET	ADV
ज्यादा	بیشتر	ज्यादा	بیش	DET	ADJ;CMPR
अंतिम	آخری	अंतिम	آخری	ADJ;NOM	N;SG
अंतिम	لست	अंतिम	لست	ADJ;NOM	ADP
अंतिम	نهائی	अंतिम	نهائی	ADJ;NOM	N;SG
अंतिम	پایانی	अंतिम	پایان	ADJ;NOM	N;SG
अंतिम	فاینال	अंतिम	فاینال	ADJ;NOM	N;SG
विशिष्ट	خاص	विशिष्ट	خاص	ADJ	N;SG
विशिष्ट	ممتاز	विशिष्ट	ممتاز	ADJ	N;SG
हिन्दू	هندو	हिन्दू	هندو		N;SG
लाल	رد	लाल	رد		N;SG
लाल	قرمز	लाल	قرمز		N;SG
लाल	سرخ	लाल	سرخ		N;SG
रहने	موندن	रह	موندن	V;NFIN;ACT	N;SG
रहने	ماندن	रह	ماندن	V;NFIN;ACT	N;SG
रहने	اقامت	रह	اقامت	V;NFIN;ACT	N;SG
पूर्वी	شرق	पूर्वी	شرق	ADJ	N;SG
पूर्वी	شرقی	पूर्वी	شرقی	ADJ	N;SG
पूर्वी	شرق	पूर्वी	شرق	ADJ	N;SG
पूर्वी	شرقی	पूर्वी	شرقی	ADJ	N;SG
प्रयास	تلاشهای	प्रयास	تلاش	N;NOM;MASC;SG;3	N;PL
प्रयास	تلاشها	प्रयास	تلاش	N;NOM;MASC;SG;3	N;PL
जीवित	زنده	जीवित	زنده	PROPN;NOM;MASC;SG;3	ADJ
अभिनेता	بازیگران	अभिनेता	بازیگر	N;NOM;MASC;SG;3	N;PL
वो	او	वह	او		PRO;SG;3
पृथ्वी	زمین	पृथ्वी	زمین	PROPN;NOM;FEM;SG;3	N;SG
परिणाम	نتیجه	परिणाम	نتیجه	N;NOM;MASC;PL;3	N;SG
परिणाम	نتیجۀ	परिणाम	نتیجۀ	N;NOM;MASC;PL;3	
परिणाम	حاصل	परिणाम	حاصل	N;NOM;MASC;PL;3	N;SG
परिणाम	نتیجه	परिणाम	نتیجه	N;NOM;MASC;PL;3	N;SG
राजस्थान	راجستان	राजस्थान	راجستان	PROPN;NOM;MASC;SG;3	N;SG
लेने	گرفتن	ले	گرفتن	V;MASC;NFIN;ACT	N;SG
होगा	ویل	हो	ویل	V;MASC;IND;SG;3;FUT;FIN;ACT	N;SG
भर	پرشده	भर	پرشده	PART	ADJ;SG;3;V.PTCP
शासन	حکمرانی	शासन	حکمرانی	N;NOM;MASC;SG;3	N;PL
नियंत्रण	کنترلهای	नियंत्रण	کن	N;NOM;MASC;SG;3	N;PL
छत्तीसगढ़	چتیسگر	छत्तीसगढ़	چتیسگر	PROPN;NOM;MASC;SG;3	N;SG
वर्णन	مشخصات	वर्णन	مشخصه	N;NOM;MASC;SG;3	N;PL
सन	آفتاب	सन	آفتاب	PROPN;NOM;MASC;SG;3	N;SG
सन	خورشید	सन	خورشید	PROPN;NOM;MASC;SG;3	N;SG
सन	سون	सन	سون	PROPN;NOM;MASC;SG;3	N;SG
सन	سان	सन	سان	PROPN;NOM;MASC;SG;3	
राजनीतिक	راجکوت	राजनीतिक	راجکوت	ADJ;NOM	N;SG
प्राकृतिक	طبیعی	प्राकृतिक	طبیعی	PROPN;NOM;SG;3	ADJ
प्राकृतिक	natural	प्राकृतिक	natural	PROPN;NOM;SG;3	N;SG
स्थानीय	محلی	स्थानीय	محل	ADJ;NOM	N;SG
लोकप्रिय	عامه	लोकप्रिय	عامه	ADJ	N;SG
लोकप्रिय	محبوبه	लोकप्रिय	محبوبه	ADJ	N;SG
लोकप्रिय	محبوب	लोकप्रिय	محبوب	ADJ	N;SG
कवि	kavi	कवि	kavi	N;NOM;MASC;SG;3	
पद	اجل	पद	اجل	N;NOM;MASC;SG;3	
हाथ	دستهای	हाथ	دست	N;NOM;MASC;SG;3	N;PL
हाथ	دستان	हाथ	None	N;NOM;MASC;SG;3	N;PL
जनता	عمومی	जनता	عمومی	N;NOM;FEM;SG;3	ADJ
जनता	علنی	जनता	None	N;NOM;FEM;SG;3	ADJ
विस्तार	پسوندهای	विस्तार	پسوند	N;NOM;MASC;SG;3	N;PL
द्वितीय	دوم	द्वितीय	دوم	PROPN;NOM;MASC;SG;3	ADJ
द्वितीय	ثانیه	द्वितीय	ثانیه	PROPN;NOM;MASC;SG;3	N;SG
द्वितीय	دومی	द्वितीय	None	PROPN;NOM;MASC;SG;3	ADJ
चुनाव	انتخابات	चुनाव	انتخابات	N;NOM;MASC;SG;3	N;PL
चुनाव	انتخابهای	चुनाव	None	N;NOM;MASC;SG;3	N;PL
चुनाव	انتخاباتی	चुनाव	انتخابات	N;NOM;MASC;SG;3	N;PL
चुनाव	انتخابات	चुनाव	انتخابات	N;NOM;MASC;SG;3	N;PL
व्यक्तिगत	شخصی	व्यक्तिगत	شخص	ADJ	N;SG
व्यक्तिगत	شخصی	व्यक्तिगत	شخص	ADJ	N;SG
व्यक्तिगत	فرد	व्यक्तिगत	فرد	ADJ	N;SG
व्यक्तिगत	فردگرایی	व्यक्तिगत	فردگرایی	ADJ	N;SG
दूसरा	ثانیه	दूसरा	ثانیه	ADJ;NOM;MASC;SG	N;SG
प्रवेश	اماکن	प्रवेश	مکان	N;NOM;MASC;SG;3	N;PL
यूरोप	اروپای	यूरोप	اروپا	PROPN;NOM;MASC;SG;3	N;SG
यूरोप	اروپا	यूरोप	اروپا	PROPN;NOM;MASC;SG;3	N;SG
सामग्री	محتویات	सामग्री	محتویه	N;NOM;FEM;SG;3	N;PL
सामग्री	خرسند	सामग्री	خرسند	N;NOM;FEM;SG;3	ADJ
