през	through	през	through	ADP	N
общо	totales	общо	total	ADV	ADJ;PL
общо	total	общо	total	ADV	ADJ;SG
треньор	formadores	треньор	formador	N;INDF;MASC;SG	N;MASC;PL
рим	roma	рим	roma	PROPN;INDF;MASC;SG	N;SG
управление	mandos	управление	mando	N;INDF;NEUT;SG	N;MASC;PL
управление	controles	управление	control	N;INDF;NEUT;SG	N;MASC;PL
управление	controla	управление	controlar	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
хората	pueblo	хора	pueblo	N;DEF	N;MASC;SG
хората	gente	хора	gente	N;DEF	N;FEM;SG
хората	personas	хора	persona	N;DEF	N;FEM;PL
видове	especie	вид	especie	N;INDF;MASC;PL	N;FEM;SG
власт	poder	власт	poder	N;INDF;FEM;SG	V;NFIN
стефан	esteban	стефан	estar	PROPN;INDF;MASC;SG	PROPN
стефан	stefan	стефан	stefar	PROPN;INDF;MASC;SG	N;MASC;SG
стефан	stephan	стефан	stephar	PROPN;INDF;MASC;SG	PROPN
тип	escribe	тип	escribir	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
тип	escriba	тип	escribir	N;INDF;MASC;SG	V;IMP;SG;3;FIN
военни	ejército	военен	ejército	ADJ;INDF;PL	N;MASC;SG
военни	militares	военен	militar	ADJ;INDF;PL	N;PL
военни	militar	военен	militar	ADJ;INDF;PL	ADJ;SG
изчезване	desaparecer	изчезване	desaparecer	N;INDF;NEUT;SG	V;NFIN
изчезване	desapareciendo	изчезване	desaparecer	N;INDF;NEUT;SG	V;V.MSDR
изчезване	desaparecer	изчезване	desaparecer	N;INDF;NEUT;SG	V;NFIN
изчезване	desaparece	изчезване	desaparecer	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
изчезване	desaparecen	изчезване	desaparecer	N;INDF;NEUT;SG	V;IND;PL;3;PRS;FIN
изчезване	desaparezca	изчезване	desaparecer	N;INDF;NEUT;SG	V;SBJV;SG;3;PRS;FIN
изчезване	desapariciones	изчезване	desaparición	N;INDF;NEUT;SG	N;FEM;PL
съвет	consejos	съвет	consejo	N;INDF;MASC;SG	N;MASC;PL
свързани	asociado	свържа	asociado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
свързани	associated	свържа	associated	V;PFV;INDF;PL;V.PTCP;PASS	N
свързани	asociada	свържа	asociado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
свързани	relacionada	свържа	relacionado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
свързани	afines	свържа	afín	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PL
свързани	conexo	свържа	conexo	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG
свързани	conexas	свържа	conexa	V;PFV;INDF;PL;V.PTCP;PASS	N;FEM;PL
свързани	relacionado	свържа	relacionado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
свързани	conectada	свържа	conectado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
свързани	conectados	свържа	conectado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
свързани	conectadas	свържа	conectado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
свързани	conectado	свържа	conectado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
свързани	enlazados	свържа	enlazado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
свързани	vinculado	свържа	vinculado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
свързани	vinculados	свържа	vinculado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
свързани	vinculada	свържа	vinculado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
исторически	históricas	исторически	histórico	ADJ;INDF;MASC;SG	ADJ;FEM;PL
исторически	históricos	исторически	histórico	ADJ;INDF;MASC;SG	ADJ;MASC;PL
исторически	históricamente	исторически	históricamente	ADJ;INDF;MASC;SG	ADV
исторически	históricas	исторически	histórico	ADJ;INDF;MASC;SG	ADJ;FEM;PL
исторически	históricos	исторически	histórico	ADJ;INDF;MASC;SG	ADJ;MASC;PL
римски	roman	римски	romar	ADJ;INDF;MASC;SG	N
римски	romanos	римски	romano	ADJ;INDF;MASC;SG	N;MASC;PL
римски	román	римски	román	ADJ;INDF;MASC;SG	N;MASC;SG
христо	hristo	христо	hristo	PROPN;INDF;MASC;SG	N;MASC;SG
кръг	redondo	кръг	redondo	N;INDF;MASC;SG	ADJ;MASC;SG
кръг	redondos	кръг	redondo	N;INDF;MASC;SG	ADJ;MASC;PL
карта	mapas	карта	mapa	N;INDF;FEM;SG	N;MASC;PL
карта	tarjetas	карта	tarjeta	N;INDF;FEM;SG	N;FEM;PL
англия	inglaterra	англия	inglaterra	PROPN;INDF;FEM;SG	PROPN
нов	novedad	нов	novedad	ADJ;INDF;MASC;SG	N;FEM;SG
нов	nuevas	нов	nuevo	ADJ;INDF;MASC;SG	ADJ;FEM;PL
нов	nuevos	нов	nuevo	ADJ;INDF;MASC;SG	ADJ;MASC;PL
нов	novedades	нов	novedad	ADJ;INDF;MASC;SG	N;FEM;PL
неговата	sus	мой	su	DET;DEF;FEM;SG;3	DET;PL;3
втори	segundos	втори	segundo	ADJ;INDF;MASC;SG	N;MASC;PL
втори	segundas	втори	segundo	ADJ;INDF;MASC;SG	ADJ;FEM;PL
множество	múltiple	множество	múltiple	N;INDF;NEUT;SG	ADJ;SG
множество	múltiples	множество	múltiple	N;INDF;NEUT;SG	ADJ;PL
множество	multiples	множество	multiple	N;INDF;NEUT;SG	ADJ;PL
политика	políticas	политика	política	N;INDF;FEM;SG	N;FEM;PL
политика	políticos	политика	político	N;INDF;FEM;SG	N;MASC;PL
политика	politicas	политика	politico	N;INDF;FEM;SG	N;FEM;PL
политика	políticas	политика	política	N;INDF;FEM;SG	N;FEM;PL
преминава	pases	преминавам	pase	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
стара	viejos	стар	viejo	ADJ;INDF;FEM;SG	ADJ;MASC;PL
семейството	familiar	семейство	familiar	N;DEF;NEUT;SG	ADJ;SG
семейството	familiares	семейство	familiar	N;DEF;NEUT;SG	N;MASC;PL
втора	segundos	втори	segundo	ADJ;INDF;FEM;SG	N;MASC;PL
втора	segundas	втори	segundo	ADJ;INDF;FEM;SG	ADJ;FEM;PL
близо	cierra	близо	cerrar	ADV	V;IND;SG;3;PRS;FIN
близо	cierre	близо	cierre	ADV	N;MASC;SG
близо	cerrar	близо	cerrar	ADV	V;NFIN
първенство	campeonatos	първенство	campeonato	N;INDF;NEUT;SG	N;MASC;PL
първенство	campeonatos	първенство	campeonato	N;INDF;NEUT;SG	N;MASC;PL
варна	varna	варна	varna	PROPN;INDF;FEM;SG	N;MASC;SG
средата	mediados	среда	mediados	N;DEF;FEM;SG	N;MASC;PL
награди	recompensa	награда	recompensar	N;INDF;FEM;PL	N;FEM;SG
немски	alemanes	немски	alemán	ADJ;INDF;MASC;SG	N;MASC;PL
немски	alemán	немски	alemán	ADJ;INDF;MASC;SG	N;MASC;SG
немски	aleman	немски	alemar	ADJ;INDF;MASC;SG	N;MASC;SG
помощ	ayudas	помощ	ayuda	N;INDF;FEM;SG	N;FEM;PL
помощ	ayudar	помощ	ayudar	N;INDF;FEM;SG	V;NFIN
първоначално	iniciales	първоначално	inicial	ADV	ADJ;PL
първоначално	inicial	първоначално	inicial	ADV	ADJ;SG
карл	karl	карл	karl	PROPN;INDF;MASC;SG	PROPN
карл	carlos	карл	carlo	PROPN;INDF;MASC;SG	N;MASC;SG
карл	carl	карл	carl	PROPN;INDF;MASC;SG	PROPN
карл	carlos	карл	carlo	PROPN;INDF;MASC;SG	N;MASC;SG
свят	mundial	свят	mundial	N;INDF;MASC;SG	ADJ;SG
николай	nikolai	николай	nikolai	PROPN;INDF;MASC;SG	N;MASC;SG
николай	nikolái	николай	nikolái	PROPN;INDF;MASC;SG	N;MASC;SG
николай	nicolai	николай	nicolai	PROPN;INDF;MASC;SG	N;MASC;SG
николай	nikolái	николай	nikolái	PROPN;INDF;MASC;SG	N;MASC;SG
административен	administrativos	административен	administrativo	ADJ;INDF;MASC;SG	ADJ;MASC;PL
административен	administrativas	административен	administrativo	ADJ;INDF;MASC;SG	ADJ;FEM;PL
скоро	soon	скоро	soon	ADV	N
западна	west	западна	west	ADJ;INDF;FEM;SG	N;MASC;SG
западна	occidente	западна	occidente	ADJ;INDF;FEM;SG	N;MASC;SG
западна	oeste	западна	oeste	ADJ;INDF;FEM;SG	N;MASC;SG
западна	occidente	западна	occidente	ADJ;INDF;FEM;SG	N;MASC;SG
западна	western	западна	western	ADJ;INDF;FEM;SG	N;MASC;SG
западна	occidentales	западна	occidental	ADJ;INDF;FEM;SG	ADJ;PL
западна	oeste	западна	oeste	ADJ;INDF;FEM;SG	N;MASC;SG
войски	tropa	войска	tropa	N;INDF;FEM;PL	N;FEM;SG
живее	vidas	живея	vida	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
достига	alcances	достигам	alcanze	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
избран	escogidos	избера	escogido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
избран	elegido	избера	elegido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
избран	escogido	избера	escogido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
избран	elegida	избера	elegido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
избран	escogida	избера	escogida	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
избран	elegidos	избера	elegido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
избран	seleccionados	избера	seleccionado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
избран	seleccionado	избера	seleccionado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
избран	seleccionada	избера	seleccionado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
избран	seleccionadas	избера	seleccionado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
марк	orujo	марк	orujo	PROPN;INDF;MASC;SG	N;MASC;SG
марк	marc	марк	marc	PROPN;INDF;MASC;SG	PROPN
марк	mark	марк	mark	PROPN;INDF;MASC;SG	PROPN
марк	marcar	марк	marcar	PROPN;INDF;MASC;SG	V;NFIN
марк	marca	марк	marca	PROPN;INDF;MASC;SG	N;FEM;SG
марк	marcos	марк	marco	PROPN;INDF;MASC;SG	N;MASC;PL
запад	occidental	запад	occidental	N;INDF;MASC;SG	ADJ;SG
революционер	revolucionaria	революционер	revolucionario	N;INDF;MASC;SG	ADJ;FEM;SG
революционер	revolucionarios	революционер	revolucionario	N;INDF;MASC;SG	N;MASC;PL
революционер	revolucionario	революционер	revolucionario	N;INDF;MASC;SG	ADJ;MASC;SG
земята	terrestre	земя	terrestre	N;DEF;FEM;SG	ADJ;SG
връзка	enlazar	връзка	enlazar	N;INDF;FEM;SG	V;NFIN
връзка	conecta	връзка	conectar	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
връзка	conectarse	връзка	conectarse	N;INDF;FEM;SG	V;SBJV;SG;3;IPFV;FIN
връзка	conectar	връзка	conectar	N;INDF;FEM;SG	V;NFIN
връзка	relaciones	връзка	relación	N;INDF;FEM;SG	N;FEM;PL
италиански	italianos	италиански	italiano	ADJ;INDF;MASC;SG	N;MASC;PL
италиански	italiano	италиански	italiano	ADJ;INDF;MASC;SG	N;MASC;SG
създава	crea	създавам	creer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SBJV;SG;3;FIN
москва	moscú	москва	moscú	PROPN;INDF;FEM;SG	PROPN
как	how	как	how	ADV	PROPN
как	cómo	как	cómo	ADV	PRO
как	como	как	como	ADV	CONJ
линия	line	линия	line	N;INDF;FEM;SG	
великобритания	britania	великобритания	britania	PROPN;INDF;FEM;SG	ADJ;FEM;SG
свети	santo	свет	santo	N;INDF;MASC;SG	
свети	santa	свет	santo	N;INDF;MASC;SG	ADJ;FEM;SG
свети	santo	свет	santo	N;INDF;MASC;SG	
свети	santa	свет	santo	N;INDF;MASC;SG	ADJ;FEM;SG
кариера	carreras	кариера	carrera	N;INDF;FEM;SG	N;FEM;PL
лига	ligas	лига	liga	N;INDF;FEM;SG	N;FEM;PL
лига	leguas	лига	legua	N;INDF;FEM;SG	N;FEM;PL
лига	ligas	лига	liga	N;INDF;FEM;SG	N;FEM;PL
роман	romana	роман	romano	N;INDF;MASC;SG	ADJ;FEM;SG
роман	romanos	роман	romano	N;INDF;MASC;SG	N;MASC;PL
роман	romano	роман	romano	N;INDF;MASC;SG	ADJ;MASC;SG
политически	político	политически	político	ADV	ADJ;MASC;SG
америка	america	америка	america	PROPN;INDF;FEM;SG	N;FEM;SG
америка	américa	америка	américa	PROPN;INDF;FEM;SG	N;FEM;SG
другите	otras	друг	otro	ADJ;DEF;PL	PRO;FEM;PL
другите	otros	друг	otro	ADJ;DEF;PL	PRO;MASC;PL
произход	originarias	произход	originario	N;INDF;MASC;SG	ADJ;FEM;PL
произход	originaria	произход	originario	N;INDF;MASC;SG	ADJ;FEM;SG
произход	originarios	произход	originario	N;INDF;MASC;SG	N;MASC;PL
произход	originario	произход	originario	N;INDF;MASC;SG	ADJ;MASC;SG
произход	orígenes	произход	origen	N;INDF;MASC;SG	N;MASC;PL
фридрих	friedrich	фридрих	friedrich	PROPN;INDF;MASC;SG	N;MASC;SG
фридрих	federico	фридрих	federico	PROPN;INDF;MASC;SG	ADJ;MASC;SG
фридрих	federico	фридрих	federico	PROPN;INDF;MASC;SG	ADJ;MASC;SG
сърбия	serbio	сърбия	serbio	PROPN;INDF;FEM;SG	N;MASC;SG
сърбия	serbia	сърбия	serbio	PROPN;INDF;FEM;SG	ADJ;FEM;SG
първо	primera	първо	primero	ADV	ADJ;FEM;SG
първо	primeras	първо	primero	ADV	ADJ;FEM;PL
първо	primer	първо	primero	ADV	ADJ;MASC;SG
първо	primeros	първо	primero	ADV	ADJ;MASC;PL
силно	ruidoso	силно	ruidoso	ADV	ADJ;MASC;SG
силно	strong	силно	strong	ADV	N
силно	fuerte	силно	fuerte	ADV	ADJ;SG
силно	fuertes	силно	fuerte	ADV	ADJ;PL
силно	duro	силно	duro	ADV	ADJ;MASC;SG
силно	duros	силно	duro	ADV	ADJ;MASC;PL
силно	hard	силно	hard	ADV	N;SG
силно	difícil	силно	difícil	ADV	ADJ;SG
силно	dura	силно	duro	ADV	ADJ;FEM;SG
михаил	mijaíl	михаил	mijaíl	PROPN;INDF;MASC;SG	N;MASC;SG
михаил	mikhail	михаил	mikhail	PROPN;INDF;MASC;SG	N;MASC;SG
михаил	mihail	михаил	mihail	PROPN;INDF;MASC;SG	N;SG
всичко	everything	всеки	everything	PRO;NOM;NEUT;SG	N
всичко	todo	всеки	todo	PRO;NOM;NEUT;SG	PRO;MASC;SG
всичко	todas	всеки	todo	PRO;NOM;NEUT;SG	PRO;FEM;PL
всичко	all	всеки	all	PRO;NOM;NEUT;SG	N
всичко	todo	всеки	todo	PRO;NOM;NEUT;SG	PRO;MASC;SG
всичко	todos	всеки	todo	PRO;NOM;NEUT;SG	PRO;MASC;PL
включително	incluyendo	включително	incluir	ADV	V;V.MSDR
включително	incluida	включително	incluido	ADV	ADJ;FEM;SG;V.PTCP
включително	incluido	включително	incluido	ADV	ADJ;MASC;SG;V.PTCP
включително	incluidos	включително	incluido	ADV	ADJ;MASC;PL;V.PTCP
такива	tal	такъв	tal	DET;PL	N
такива	tales	такъв	tal	DET;PL	PRO;PL
българско	búlgara	български	búlgaro	ADV	ADJ;FEM;SG
българско	búlgaro	български	búlgaro	ADV	N;MASC;SG
българско	búlgaros	български	búlgaros	ADV	N;MASC;PL
птица	aves	птица	ave	N;INDF;FEM;SG	N;FEM;PL
възраст	edades	възраст	edad	N;INDF;FEM;SG	N;FEM;PL
добър	buenas	добър	buen	ADJ;INDF;MASC;SG	ADJ;FEM;PL
добър	bien	добър	bien	ADJ;INDF;MASC;SG	ADV
добър	bueno	добър	buen	ADJ;INDF;MASC;SG	INTJ
добър	buenos	добър	buen	ADJ;INDF;MASC;SG	ADJ;MASC;PL
бързо	rapidez	бързо	rapidez	ADV	N;FEM;SG
бързо	quick	бързо	quick	ADV	INTJ
бързо	rápido	бързо	rápido	ADV	ADJ;MASC;SG
бързо	rapido	бързо	rapido	ADV	INTJ
бързо	rápida	бързо	rápido	ADV	ADJ;FEM;SG
бързо	rapidez	бързо	rapidez	ADV	N;FEM;SG
бързо	rápido	бързо	rápido	ADV	ADJ;MASC;SG
бързо	rapido	бързо	rapido	ADV	INTJ
бързо	fast	бързо	fast	ADV	N
бързо	ayuno	бързо	ayuno	ADV	N;MASC;SG
личности	personalidad	личност	personalidad	N;INDF;FEM;PL	N;FEM;SG
сега	now	сега	now	ADV	
ссср	soviéticos	ссср	soviético	PROPN;INDF;MASC;SG	N;MASC;PL
ссср	urss	ссср	urss	PROPN;INDF;MASC;SG	N;FEM;SG
връх	montar	връх	montar	N;INDF;MASC;SG	V;NFIN
учи	estudio	уча-(се)	estudio	V;IPFV;IMP;SG;2;FIN	N;MASC;SG
учи	estudia	уча-(се)	estudiar	V;IPFV;IMP;SG;2;FIN	V;IND;SG;3;PRS;FIN
битката	batallas	битка	batalla	N;DEF;FEM;SG	N;FEM;PL
ред	ordenar	ред	ordenar	N;INDF;MASC;SG	V;NFIN
ред	pedido	ред	pedido	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
ред	pedidos	ред	pedido	N;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
ред	rojas	ред	rojo	N;INDF;MASC;SG	ADJ;FEM;PL
ред	roja	ред	rojo	N;INDF;MASC;SG	ADJ;FEM;SG
ред	remar	ред	remar	N;INDF;MASC;SG	V;NFIN
ред	rema	ред	rema	N;INDF;MASC;SG	
мач	coincidir	мач	coincidir	N;INDF;MASC;SG	V;NFIN
турция	turquía	турция	turquía	PROPN;INDF;FEM;SG	N;FEM;SG
турция	pavo	турция	pavo	PROPN;INDF;FEM;SG	
макар	aunque	макар	aunque	ADP	CONJ
макар	aunque	макар	aunque	ADP	CONJ
серия	series	серия	serie	N;INDF;FEM;SG	N;FEM;PL
планина	montañas	планина	montaña	N;INDF;FEM;SG	N;FEM;PL
планина	montar	планина	montar	N;INDF;FEM;SG	V;NFIN
ляво	izquierda	ляв	izquierda	ADV	N;FEM;SG
ляво	izquierdo	ляв	izquierdo	ADV	ADJ;MASC;SG
сан	san	сан	san	PROPN;INDF;MASC;SG	N;MASC;SG
бразилия	brazil	бразилия	brazil	PROPN;INDF;FEM;SG	N
бразилия	brasil	бразилия	brasil	PROPN;INDF;FEM;SG	N;SG
бразилия	brasil	бразилия	brasil	PROPN;INDF;FEM;SG	N;SG
начало	empezar	начало	empezar	N;INDF;NEUT;SG	V;NFIN
начало	empezando	начало	empezar	N;INDF;NEUT;SG	V;V.MSDR
начало	comenzando	начало	comenzar	N;INDF;NEUT;SG	V;V.MSDR
биография	bio	биография	bio	N;INDF;FEM;SG	
биография	biografías	биография	biografía	N;INDF;FEM;SG	N;FEM;PL
движение	moverse	движение	moverse	N;INDF;NEUT;SG	
движение	mover	движение	mover	N;INDF;NEUT;SG	V;NFIN
движение	muévete	движение	muévete	N;INDF;NEUT;SG	V;IND;SG;2;PRS;FIN
движение	movimientos	движение	movimiento	N;INDF;NEUT;SG	N;MASC;PL
централна	centrales	централен	central	ADJ;INDF;FEM;SG	N;FEM;PL
париж	paris	париж	pari	PROPN;INDF;MASC;SG	N;SG
париж	parís	париж	parís	PROPN;INDF;MASC;SG	PROPN
починал	fallecida	почина-(си)	fallecido	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
починал	fallecidos	почина-(си)	fallecido	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	ADJ;MASC;PL;V.PTCP
починал	difuntos	почина-(си)	difunto	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	N;MASC;PL
починал	fallecido	почина-(си)	fallecido	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
музей	museos	музей	museo	N;INDF;MASC;SG	N;MASC;PL
какво	qué	какъв	qué	DET;NEUT;SG	PRO;SG
йорк	york	йорк	york	PROPN;INDF;MASC;SG	PROPN
голямо	large	голям	large	ADV	N
голямо	grande	голям	grande	ADV	ADJ;SG
голямо	grandes	голям	grande	ADV	ADJ;PL
голямо	big	голям	big	ADV	N
голямо	grande	голям	grande	ADV	ADJ;SG
голямо	gran	голям	gran	ADV	ADJ;SG
голямо	grandes	голям	grande	ADV	ADJ;PL
константин	konstantin	константин	konstantin	PROPN;INDF;MASC;SG	ADJ;SG
константин	constantino	константин	constantino	PROPN;INDF;MASC;SG	N;MASC;SG
константин	constantine	константин	constantine	PROPN;INDF;MASC;SG	N;SG
константин	constantino	константин	constantino	PROPN;INDF;MASC;SG	N;MASC;SG
константин	constantin	константин	constantin	PROPN;INDF;MASC;SG	N;MASC;SG
япония	japon	япония	japon	N;INDF;FEM;SG	PROPN
полша	polonia	полша	polonia	PROPN;INDF;FEM;SG	PROPN
филип	philippe	филип	philippe	N;INDF;MASC;SG	PROPN
филип	felipe	филип	felipe	N;INDF;MASC;SG	PROPN
филип	filip	филип	filip	N;INDF;MASC;SG	PROPN
филип	felipe	филип	felipe	N;INDF;MASC;SG	PROPN
носи	desgaste	нося-(се)	desgaste	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
австралия	australia	австралия	australia	PROPN;INDF;FEM;SG	N;FEM;SG
сила	forzar	сила	forzar	N;INDF;FEM;SG	V;NFIN
сила	poder	сила	poder	N;INDF;FEM;SG	V;NFIN
цялата	enteras	цял	entero	ADJ;DEF;FEM;SG	ADJ;FEM;PL
цялата	enteros	цял	entero	ADJ;DEF;FEM;SG	ADJ;MASC;PL
потребител	consumidores	потребител	consumidor	N;INDF;MASC;SG	N;MASC;PL
потребител	usuarios	потребител	usuario	N;INDF;MASC;SG	N;MASC;PL
точно	exacto	точно	exacto	ADV	ADJ;MASC;SG
германски	alemanes	германски	alemán	ADJ;INDF;MASC;SG	N;MASC;PL
германски	alemán	германски	alemán	ADJ;INDF;MASC;SG	N;MASC;SG
германски	aleman	германски	alemar	ADJ;INDF;MASC;SG	N;MASC;SG
