der	the	der	the	DET;NOM;DEF;MASC;SG	
spitze	ren	spitz	ren	ADJ	N
spitze	lace	spitz	lace	ADJ	
spitze	peak	spitz	peak	ADJ	N
hugo	hugo	hugo	hugo	PROPN;NOM;MASC;SG	
hugo	hugh	hugo	hugh	PROPN;NOM;MASC;SG	N
morgen	mai	morgen	mai	ADV	
morgen	sáng	morgen	sáng	ADV	N
holz	timber	holz	timber	N;NOM;NEUT;SG	
irgendwie	kinda	irgendwie	kinda	ADV	
qualifikation	qualifying	qualifikation	qualifying	N;NOM;FEM;SG	
material	nguyên	material	nguyên	ADJ	N
king	vua	köngen	vua		N
manfred	manfred	manfred	manfred	PROPN;NOM;MASC;SG	N
edward	edward	edward	edward	PROPN;NOM;MASC;SG	
kleinere	lesser	klein	lesser	ADJ;NOM;FEM;PL	
kleinere	minor	klein	minor	ADJ;NOM;FEM;PL	NUM
manche	manche	manch	manche	PRO;NOM;INDF;PL	N
manche	cầy	manch	cầy	PRO;NOM;INDF;PL	N
frankfurter	frankfurt	Frankfurter	frankfurt	ADJ	N
frankfurter	frankfurter	Frankfurter	frankfurter	ADJ	N
best	nhất	best	nhất	PROPN	
abitur	baccalauréat	abitur	baccalauréat	ADJ	N
abitur	abitur	abitur	abitur	ADJ	
grünen	lục	grün	lục	ADJ	N
bistum	bishopric	bistum	bishopric	PROPN	V
bistum	phận	bistum	phận	PROPN	N
anhalt	anhalt	anhalt	anhalt	PROPN;NOM;NEUT;SG	
ansicht	xem	ansechen	xem	N	V
ansicht	view	ansechen	view	N	V
inneren	nội	inner	nội	ADJ	N
adam	adam	adam	adam	PROPN;NOM;MASC;SG	
feld	hộp	feld	hộp	ADV	N
feld	box	feld	box	ADV	N
feld	bốc	feld	bốc	ADV	V
feld	field	feld	field	ADV	
feld	trường	feld	trường	ADV	N
dänemark	danmark	dänemark	danmark	PROPN;NOM;NEUT;SG	N
private	tư	privat	tư	ADJ;NOM;FEM;PL	NUM
öffentlich	công	öffentlich	công	ADJ	N
spätere	sau	spät	sau	ADJ;NOM;FEM;PL	N
nix	nix	nix	nix	ADV	N
ebenda	idem	ebenda	idem		N
ebenda	ibid	ebenda	ibid		N
würzburg	würzburg	würzburg	würzburg	PROPN;NOM;NEUT;SG	N
standard	chuẩn	standard	chuẩn	ADV	V
standard	standard	standard	standard	ADV	
pflanzen	cây	pflanz	cây	V;NFIN	N
starke	strong	stark	strong	ADJ;NOM;FEM;PL	
änderung	đổi	änderung	đổi	N;NOM;FEM;SG	V
änderung	thay	änderung	thay	N;NOM;FEM;SG	V
tode	chết	toden	chết	ADV	V
brüder	brethren	brüder	brethren	N;NOM;MASC;PL	
albrecht	albert	albrecht	albert	PROPN	
albrecht	albrecht	albrecht	albrecht	PROPN	N
kiel	kiel	kiel	kiel	PROPN;NOM;NEUT;SG	N
interview	phỏng	interveiwen	phỏng	N;SG	V
spiegel	gương	spiegel	gương		N
spiegel	gương	spiegel	gương		N
mecklenburg	mecklenburg	mecklenburg	mecklenburg	PROPN;NOM;NEUT;SG	V
mecklenburg	ludwigslust	mecklenburg	ludwigslust	PROPN;NOM;NEUT;SG	N
zug	zug	zug	zug	N;SG	
königin	hậu	königin	hậu	ADJ	
ursprünglichen	gốc	ursprünglich	gốc	ADJ;ACC;SG	
ursprünglichen	tác	ursprünglich	tác	ADJ;ACC;SG	N
schrift	script	schrefen	script		N
high	cao	high	cao	PROPN	ADJ
diskussionen	threads	diskussion	threads	V;NFIN	
erinnert	ức	erinnern	ức	V;V.PTCP	N
erinnert	recalls	erinnern	recalls	V;V.PTCP	
verstanden	hieu	verstehen	hieu	V;V.PTCP	N
verstanden	rõ	verstehen	rõ	V;V.PTCP	ADJ
verstanden	roger	verstehen	roger	V;V.PTCP	
nationalsozialismus	nazi	nationalsozialismus	nazi	N;NOM;MASC;SG	
talk	talc	talk	talc		N
talk	nói	talk	nói		V
aachen	aachen	aachen	aachen	PROPN;NOM	N
figuren	tượng	figur	tượng	V;NFIN	N
sendung	phát	sendung	phát		V
zentrale	trung	zentral	trung	ADJ;NOM;FEM;PL	N
zentrale	central	zentral	central	ADJ;NOM;FEM;PL	
erlaubt	phép	erlauben	phép	V;V.PTCP	N
läuft	gân	laufen	gân	V;IND;SG;3;PRS;FIN	N
aufnahmen	footage	aufnehmen	footage	V;IND;PL;3;PST;FIN	N
abgeschlossen	khóa	abschließen	khóa	V;V.PTCP	N
wiesbaden	wiesbaden	wiesbaden	wiesbaden	PROPN;NOM;SG	N
lauf	thùng	lauf	thùng	ADV	N
lauf	nóc	lauf	nóc	ADV	N
lauf	nòng	lauf	nòng	ADV	N
lauf	chạy	lauf	chạy	ADV	V
verkehr	tê	verkehr	tê		N
show	xem	show	xem	N	V
show	show	show	show	N	
landschaft	quê	landschaft	quê		N
gegner	opponents	gegner	opponents		NUM
gegner	địch	gegner	địch		N
gegner	thù	gegner	thù		N
blau	xanh	blau	xanh	ADJ	N
blau	blues	blau	blues	ADJ	N
blau	blau	blau	blau	ADJ	
gemeinsamen	tham	gemeinsam	tham	ADJ;SG	V
stern	asterisk	stern	asterisk		
abs	abs	abs	abs		N
ausreichend	đủ	ausreichend	đủ	ADV	ADJ
hockey	hockey	hockey	hockey	PROPN;NOM;MASC;SG	N
antonio	antonio	antonio	antonio	PROPN;NOM;MASC;SG	
lee	lee	lee	lee	PROPN;NOM;MASC;SG	N
einheiten	entities	einheit	entities	N;PL	
israel	israel	israel	israel	PROPN;NOM;NEUT;SG	
sperren	ban	sperren	ban	V;NFIN	
sperren	khoá	sperren	khoá	V;NFIN	N
sperren	khóa	sperren	khóa	V;NFIN	N
sperren	khoá	sperren	khoá	V;NFIN	N
sperren	khóa	sperren	khóa	V;NFIN	N
sperren	khối	sperren	khối	V;NFIN	N
sperren	block	sperren	block	V;NFIN	
brasilien	brazil	brasilien	brazil	PROPN;NOM;NEUT;SG	N
brasilien	brasil	brasilien	brasil	PROPN;NOM;NEUT;SG	N
brasilien	bra	brasilien	bra	PROPN;NOM;NEUT;SG	
brasilien	brasil	brasilien	brasil	PROPN;NOM;NEUT;SG	N
rand	rand	rinden	rand	ADV	
rand	mép	rinden	mép	ADV	N
rand	edge	rinden	edge	ADV	
rand	rìa	rinden	rìa	ADV	ADJ
rand	cạnh	rinden	cạnh	ADV	N
gericht	dish	ringen	dish	N;NOM;SG	
gericht	tribunal	ringen	tribunal	N;NOM;SG	
ältere	elder	alt	elder	ADJ;NOM;FEM;PL	N
barbara	barbara	barbara	barbara	ADJ	
augsburg	augsburg	augsburg	augsburg	PROPN;NOM;NEUT;SG	N
unsere	plr	unser	plr	PRO;NOM;FEM;SG	
entstehung	vạn	Entstehung	vạn		ADJ
netz	web	netz	web		N
netz	web	netz	web		N
netz	net	netz	net		N
netz	lưới	netz	lưới		N
netz	mạng	netz	mạng		N
netz	lưới	netz	lưới		N
netz	web	netz	web		N
unbedingt	imperative	unbedingt	imperative	ADV	
unbedingt	kĩ	unbedingt	kĩ	ADV	N
vorwiegend	predominantly	vorwiegend	predominantly	ADJ	
nennen	call	nennen	call	V;NFIN	
nennen	cẩm	nennen	cẩm	V;NFIN	N
einträge	mục	einträg	mục	ADJ;SG	N
metal	co	metal	co	PROPN	V
gouverneur	đốc	gouverneur	đốc		
belgien	bỉ	belgelen	bỉ	PROPN;NOM;NEUT;SG	N
denkmal	memorial	denkmal	memorial	N;NOM;NEUT;SG	
treffer	khớp	treffer	khớp		N
treffer	diêm	treffer	diêm		N
treffer	trúng	treffer	trúng		V
treffer	đánh	treffer	đánh		V
treffer	thủ	treffer	thủ		N
treffer	khớp	treffer	khớp		N
cambridge	cambridge	cambridge	cambridge	PROPN;NOM;SG	
niedersachsen	niedersachsen	niedersachsen	niedersachsen	PROPN;NOM;NEUT;SG	N
niedersachsen	bremen	niedersachsen	bremen	PROPN;NOM;NEUT;SG	N
niedersachsen	görlitz	niedersachsen	görlitz	PROPN;NOM;NEUT;SG	
niedersachsen	saxony	niedersachsen	saxony	PROPN;NOM;NEUT;SG	N
niedersachsen	sachsen	niedersachsen	sachsen	PROPN;NOM;NEUT;SG	N
niedersachsen	zwickau	niedersachsen	zwickau	PROPN;NOM;NEUT;SG	
auto	car	auto	car	N;NOM;SG	
magazin	magazin	magazin	magazin	ADJ	
francisco	francisco	francisco	francisco	ADJ	
starken	strong	stark	strong	ADJ;ACC;PL	
vergangenheit	qua	vergangenheit	qua	ADJ	V
vergangenheit	past	vergangenheit	past	ADJ	
eigener	chính	eigen	chính	ADJ	PART
presse	nhấn	presse	nhấn		V
presse	bào	presse	bào		N
presse	ấn	presse	ấn		N
presse	bấm	presse	bấm		V
weshalb	sao	weshalb	sao	CONJ	PROPN
wann	khi	wann	khi	ADV	N
religion	đạo	religion	đạo	PROPN	N
jena	jena	jena	jena	PROPN;NOM;MASC;SG	N
linien	dòng	Linie	dòng		N
linien	dòng	Linie	dòng		N
sender	phái	sender	phái		N
sender	kênh	sender	kênh		N
fallen	falling	fallen	falling	V;NFIN	N
fallen	ngã	fallen	ngã	V;NFIN	N
fallen	traps	fallen	traps	V;NFIN	
fallen	ngã	fallen	ngã	V;NFIN	N
offiziellen	offical	offiziell	offical	ADJ	N
hektar	acres	hektar	acres	ADV	NUM
hektar	acre	hektar	acre	ADV	N
farben	màu	farben	màu	V;NFIN	N
farben	màu	farben	màu	V;NFIN	N
farben	màu	farben	màu	V;NFIN	N
farben	mầu	farben	mầu	V;NFIN	N
texas	texas	texas	texas	PROPN;NOM;NEUT;SG	N
meyer	meyer	meyer	meyer	PROPN;NOM;MASC;SG	
handel	trade	handel	trade	ADV	N
monat	tháng	monat	tháng	ADV	N
studenten	bmi	student	bmi	ADJ	NUM
letzter	cuối	letzt	cuối	ADJ;NOM;MASC;SG	N
hoher	hoher	hoch	hoher	ADJ	
windows	windows	windows	windows	PROPN;NOM;SG	N
dinge	điều	ding	điều		N
dinge	đồ	ding	đồ		N
lübeck	lübeck	lübeck	lübeck	PROPN;NOM;MASC;SG	N
günter	günter	günt	günter	PROPN;NOM;MASC;SG	
günter	gunter	günt	gunter	PROPN;NOM;MASC;SG	
günter	gunther	günt	gunther	PROPN;NOM;MASC;SG	
günter	günther	günt	günther	PROPN;NOM;MASC;SG	
einrichtung	setup	einrichtung	setup	ADJ	V
widerstand	cưỡng	widerstehen	cưỡng	ADV	N
widerstand	kiềm	widerstehen	kiềm	ADV	V
widerstand	vây	widerstehen	vây	ADV	V
widerstand	cự	widerstehen	cự	ADV	N
entschieden	quyết	entscheiden	quyết	V;V.PTCP	N
offizier	quan	offizier	quan	N;NOM;MASC;SG	V
ältesten	elder	alt	elder	ADJ;NOM;PL	N
filmen	phim	filmen	phim	V;NFIN	
volk	volk	volk	volk	N;NOM;NEUT;SG	
white	trắng	white	trắng	PROPN;NOM;SG	N
white	white	white	white	PROPN;NOM;SG	
white	bạch	white	bạch	PROPN;NOM;SG	N
günther	gunther	günther	gunther	PROPN;NOM;MASC;SG	
günther	günther	günther	günther	PROPN;NOM;MASC;SG	
gottfried	geoffrey	gottfriede	geoffrey	PROPN;SG	
gottfried	gottfried	gottfriede	gottfried	PROPN;SG	
gottfried	godfrey	gottfriede	godfrey	PROPN;SG	
code	code	code	code		N
code	mã	code	mã		N
benötigt	nhu	benötigen	nhu	V;V.PTCP	N
benötigt	ấp	benötigen	ấp	V;V.PTCP	N
grad	độ	grad	độ		N
mathematik	toán	mathematik	toán	ADJ	N
mathematik	toán	mathematik	toán	ADJ	N
mathematik	toán	mathematik	toán	ADJ	N
amsterdam	amsterdam	amsterdam	amsterdam	PROPN;NOM;NEUT;SG	
fürst	fürst	fürsen	fürst	PROPN;NOM;SG	
fürst	huân	fürsen	huân	PROPN;NOM;SG	N
fürst	hoàng	fürsen	hoàng	PROPN;NOM;SG	N
fürst	prince	fürsen	prince	PROPN;NOM;SG	N
profil	profil	profil	profil	N;NOM;SG	
glauben	tin	glauben	tin	V;NFIN	
glauben	tin	glauben	tin	V;NFIN	
gemeinsame	tham	gemeinsam	tham	ADJ;NOM;FEM;PL	V
gemeinsame	chia	gemeinsam	chia	ADJ;NOM;FEM;PL	V
wikimedia	wikimedia	wikimedia	wikimedia	PROPN;NOM;SG	N
einschließlich	gồm	einschließlich	gồm	ADJ	V
millimeter	milimet	millimeter	milimet	ADJ	N
kölner	kölner	köln	kölner	PROPN;NOM;SG	
dvd	dvd	dvd	dvd		V
dvd	dvd	dvd	dvd		V
fuß	foot	faß	foot	ADJ	
fuß	bộ	faß	bộ	ADJ	N
fuß	feet	faß	feet	ADJ	
fuß	chân	faß	chân	ADJ	N
fuß	mét	faß	mét	ADJ	N
untersuchung	inquiry	untersuchung	inquiry	N;SG	
muß	phải	müssen	phải	V;IND;SG;3;PRS;FIN	V
klassischen	classic	klassisch	classic	ADJ;NOM;MASC;PL	N
portugal	portugal	portugal	portugal	PROPN	NUM
offen	túc	offen	túc	ADJ	N
offen	download	offen	download	ADJ	V
offen	mở	offen	mở	ADJ	V
offen	má	offen	má	ADJ	N
traf	met	treffen	met	V;IND;SG;3;PST;FIN	
zuschauer	spectator	zuschauer	spectator	ADV	
arnold	arnold	arnold	arnold	PROPN;NOM;MASC;SG	
wahlkreis	constituencies	wahlkreis	constituencies	N	
wahlkreis	constituency	wahlkreis	constituency	N	
party	đảng	party	đảng	PROPN	N
party	party	party	party	PROPN	
party	tiệc	party	tiệc	PROPN	N
entfernen	xoá	entfernen	xoá	V;NFIN	
bestandteil	constituent	bestandteil	constituent	ADJ	
automatisch	auto	automatisch	auto	ADJ	N
automatisch	động	automatisch	động	ADJ	V
automatisch	tự	automatisch	tự	ADJ	PROPN
automatisch	động	automatisch	động	ADJ	V
harry	harry	harry	harry	PROPN;NOM;MASC;SG	
regionen	vùng	regionen	vùng	V;NFIN	N
außen	ngoài	außen	ngoài	ADV	N
außen	ngoài	außen	ngoài	ADV	N
diverse	assorted	divers	assorted	N;NOM;FEM;PL	
verfassung	constitutions	verfassung	constitutions	N;NOM;FEM;SG	
getrennt	skill	trennen	skill	V;V.PTCP	N
gefahr	liều	gefahren	liều		N
gefahr	ro	gefahren	ro		N
gefahr	mối	gefahren	mối		N
gefahr	hazard	gefahren	hazard		N
gefahr	nguy	gefahren	nguy		V
bedarf	cần	bedarf	cần		V
bedarf	nhu	bedarf	nhu		N
bedarf	đòi	bedarf	đòi		V
leopold	léopold	leopold	léopold	PROPN;NOM;MASC;SG	N
leopold	leopold	leopold	leopold	PROPN;NOM;MASC;SG	N
plan	plan	plan	plan	N	
sowjetischen	soviet	sowjetisch	soviet	ADJ;NOM;MASC;SG	
waffen	khí	waffen	khí		N
waffen	súng	waffen	súng		N
waffen	khí	waffen	khí		N
waffen	súng	waffen	súng		N
waffen	tay	waffen	tay		N
dietrich	dietrich	dietrich	dietrich	PROPN	
schneider	schneider	schneider	schneider	PROPN	N
entwurf	blueprint	entwerfen	blueprint	N	V
entwurf	nháp	entwerfen	nháp	N	V
fassung	phiên	fassung	phiên	PROPN	N
fassung	bản	fassung	bản	PROPN	N
neubau	tái	neubau	tái	ADV	
weiße	trắng	weiß	trắng	ADJ;NOM;FEM;PL	N
weiße	white	weiß	white	ADJ;NOM;FEM;PL	
weiße	bạch	weiß	bạch	ADJ;NOM;FEM;PL	N
garten	vườn	garten	vườn	V;NFIN	N
garten	garden	garten	garden	V;NFIN	
garten	vườn	garten	vườn	V;NFIN	N
garten	gardens	garten	gardens	V;NFIN	
weisen	wise	weisen	wise	V;NFIN	
weisen	sage	weisen	sage	V;NFIN	
auftritt	gig	auftreten	gig	V;IND;SG;3;PRS;FIN	
auftritt	nhê	auftreten	nhê	V;IND;SG;3;PRS;FIN	ADJ
oberhalb	trên	oberhalb	trên	ADV	
evangelisch	evangelical	evangelisch	evangelical	ADJ	
evangelisch	lutheran	evangelisch	lutheran	ADJ	N
thüringen	eichsfeld	thüringen	eichsfeld	PROPN;NOM;NEUT;SG	N
afrika	afrika	afrika	afrika	PROPN;NOM;MASC;SG	
afrika	phi	afrika	phi	PROPN;NOM;MASC;SG	N
wagner	wagner	wagner	wagner	PROPN;NOM;MASC;SG	
inhalte	dung	inhalt	dung	N	
inhalte	dung	inhalt	dung	N	
niederlande	netherland	niederlinde	netherland	PROPN;NOM;FEM;SG	
niederlande	holland	niederlinde	holland	PROPN;NOM;FEM;SG	
hafen	cảng	hafen	cảng		N
hafen	cảng	hafen	cảng		N
hafen	cổng	hafen	cổng		N
hafen	port	hafen	port		N
hafen	cảng	hafen	cảng		N
entschied	quyết	entscheiden	quyết	V;IND;SG;3;PST;FIN	N
tut	tut	tun	tut	V;IND;SG;3;PRS;FIN	N
verbindungen	xích	verbindung	xích	V;NFIN	N
verbindungen	links	verbindung	links	V;NFIN	
emil	emile	emil	emile	PROPN;NOM;MASC;SG	N
emil	emil	emil	emil	PROPN;NOM;MASC;SG	N
schwerpunkt	trục	schwerpunkt	trục	ADJ	N
reiches	vương	reich	vương	ADJ;NOM;NEUT;SG	N
reiches	rich	reich	rich	ADJ;NOM;NEUT;SG	
langsam	phím	langsam	phím	ADJ	N
norwegen	oslo	norwegen	oslo	PROPN	N
norwegen	nauy	norwegen	nauy	PROPN	N
angeblich	supposedly	angeblich	supposedly	ADJ	
viertelfinale	quarterfinals	viertelfinale	quarterfinals	N;NOM;NEUT;SG	
sebastian	sebastian	sebastian	sebastian	PROPN;NOM;SG	
maßnahmen	hành	maßnahmen	hành	V;NFIN	N
oscar	oscar	oscar	oscar	PROPN;NOM;MASC;SG	N
großteil	gộp	großteil	gộp	ADV	V
freiheit	do	freiheit	do		CONJ
doppel	đôi	doppel	đôi		NUM
doppel	kép	doppel	kép		N
doppel	dual	doppel	dual		N
doppel	đôi	doppel	đôi		NUM
baron	baron	baron	baron	PROPN	
verschieben	shift	verscheiben	shift	V;NFIN	N
verschieben	ca	verscheiben	ca	V;NFIN	N
felix	felix	felix	felix	PROPN;NOM;MASC;SG	N
kamera	camera	kamera	camera	PROPN	N
kamera	cam	kamera	cam	PROPN	N
big	lớn	bigen	lớn		ADJ
big	to	bigen	to		ADJ
big	đúc	bigen	đúc		V
big	đại	bigen	đại		N
street	phố	streen	phố	PROPN	N
street	street	streen	street	PROPN	
ziehen	pull	ziehen	pull	V;NFIN	
fahrer	xế	fahrer	xế	ADJ	N
fahrer	rider	fahrer	rider	ADJ	
fahrer	kỵ	fahrer	kỵ	ADJ	N
magdeburg	magdeburg	magdeburg	magdeburg	PROPN	N
lagen	lớp	liegen	lớp	V;IND;PL;3;PST;FIN	N
kommentar	luận	kommentar	luận	ADJ	N
kommentar	commentary	kommentar	commentary	ADJ	N
kommentar	comments	kommentar	comments	ADJ	N
vorbei	qua	vorbei	qua	ADV	V
vorbei	hết	vorbei	hết	ADV	V
vorbei	over	vorbei	over	ADV	
küste	coastline	küsen	coastline	ADJ	N
küste	coast	küsen	coast	ADJ	N
wege	banner	wege	banner		N
wege	cách	wege	cách		V
debüt	debut	debüt	debut	V;SG;FIN	
besitzer	hữu	besitzer	hữu	ADJ	
donau	danube	donau	danube	PROPN;NOM;SG	N
donau	donau	donau	donau	PROPN;NOM;SG	N
donau	donau	donau	donau	PROPN;NOM;SG	N
first	trước	fersen	trước	PROPN	
first	đầu	fersen	đầu	PROPN	N
endgültig	final	endgültig	final	ADJ	N
endgültig	bum	endgültig	bum	ADJ	N
juan	juan	juan	juan	PROPN;NOM;MASC;SG	N
versuche	thử	versuchen	thử	N;NOM;SG	V
versuche	trials	versuchen	trials	N;NOM;SG	V
versuche	nghiệm	versuchen	nghiệm	N;NOM;SG	V
ortschaften	làng	ortschaften	làng	ADJ	N
alternative	alternative	alternativ	alternative	ADJ;NOM;FEM;PL	N
alternative	alternatives	alternativ	alternatives	ADJ;NOM;FEM;PL	N
praktisch	handy	praktisch	handy	ADJ	
jacques	jacques	jacques	jacques	PROPN;NOM;MASC;SG	N
biografie	bio	biografie	bio		N
junioren	nhỏ	junior	nhỏ	N;NOM;FEM;PL	ADJ
françois	francois	françois	francois	PROPN;NOM;MASC;SG	N
françois	françois	françois	françois	PROPN;NOM;MASC;SG	N
françois	francois	françois	francois	PROPN;NOM;MASC;SG	N
françois	françois	françois	françois	PROPN;NOM;MASC;SG	N
antike	antique	antik	antique	ADJ;NOM;FEM;SG	N
wichtigen	trọng	wichtig	trọng	ADJ	
pokal	pokal	pokal	pokal	N;NOM;MASC;SG	
pokal	tách	pokal	tách	N;NOM;MASC;SG	V
eng	eng	eng	eng	ADJ	
jack	bồi	jack	bồi	PROPN;NOM;SG	V
jack	jack	jack	jack	PROPN;NOM;SG	
handeln	act	handeln	act	V;NFIN	NUM
mary	mary	mary	mary	PROPN;NOM;SG	
nikolaus	nikolaus	nikolaus	nikolaus	PROPN;NOM;MASC;SG	
nikolaus	nicolaus	nikolaus	nicolaus	PROPN;NOM;MASC;SG	N
nikolaus	nicholas	nikolaus	nicholas	PROPN;NOM;MASC;SG	
frieden	hòa	frieden	hòa		N
bereichen	fields	bereichen	fields	V;NFIN	N
bereichen	trường	bereichen	trường	V;NFIN	N
ruf	ruf	ruf	ruf	N;NOM;MASC;SG	
herz	tim	herz	tim		
herz	heart	herz	heart		
herz	herz	herz	herz		
herz	nhép	herz	nhép		N
herz	cơ	herz	cơ		N
herz	hearts	herz	hearts		
handlung	synopsis	handlung	synopsis		V
fuhr	tông	fahren	tông	V;IND;SG;3;PST;FIN	N
eröffnung	mở	Eröffnung	mở		V
ägypten	cairo	ägypten	cairo	PROPN;NOM	N
ägypten	alexandria	ägypten	alexandria	PROPN;NOM	N
größer	taller	groß	taller	ADJ	
mittlere	vừa	mittler	vừa	ADJ;NOM;FEM;PL	
mittlere	medium	mittler	medium	ADJ;NOM;FEM;PL	
mittlere	trung	mittler	trung	ADJ;NOM;FEM;PL	N
mittlere	trung	mittler	trung	ADJ;NOM;FEM;PL	N
mittlere	giữa	mittler	giữa	ADJ;NOM;FEM;PL	ADP
mittlere	đọng	mittler	đọng	ADJ;NOM;FEM;PL	V
studio	studio	studio	studio	PROPN;NOM;SG	
ursprüngliche	primal	ursprünglich	primal	ADJ;NOM;FEM;PL	
not	không	not	không	PROPN;SG	;NEG
not	ko	not	ko	PROPN;SG	
not	nod	not	nod	PROPN;SG	
not	distress	not	distress	PROPN;SG	N
hill	đồi	hallen	đồi	PROPN;NOM;MASC;SG	N
hill	ngổn	hallen	ngổn	PROPN;NOM;MASC;SG	V
hill	hill	hallen	hill	PROPN;NOM;MASC;SG	
hill	hoan	hallen	hoan	PROPN;NOM;MASC;SG	
raus	ra	raus	ra	ADV	V
raus	tứ	raus	tứ	ADV	N
bruno	bruno	bruno	bruno	PROPN;NOM;SG	
regensburg	regensburg	regensburg	regensburg	PROPN;NOM;SG	N
bildern	ảnh	bildern	ảnh	V;NFIN	N
bildern	pics	bildern	pics	V;NFIN	
dortmund	dortmund	dortmund	dortmund	PROPN;NOM;MASC;SG	N
gemälde	tranh	gemälde	tranh		N
gemälde	sơn	gemälde	sơn		N
gemälde	tranh	gemälde	tranh		N
mannheim	mannheim	mannheim	mannheim	PROPN;NOM;NEUT;SG	N
wichtiger	trọng	wichtig	trọng	ADJ	
griechenland	greece	griechenland	greece	ADJ	N
neustadt	neustadt	neustadt	neustadt	PROPN;SG	N
leo	leo	leo	leo	PROPN;NOM;MASC;SG	V
gestaltung	shaping	gestaltung	shaping	N;NOM;FEM;SG	
ufer	bờ	ufer	bờ	ADJ	N
ufer	shore	ufer	shore	ADJ	
ufer	shoreline	ufer	shoreline	ADJ	V
anspruch	nhận	anspruch	nhận	N	V
angebot	quote	anpieten	quote	N;NOM;NEUT;SG	
zweifel	nghi	zweifel	nghi		V
zweifel	reo	zweifel	reo		V
reine	reine	rein	reine	ADJ;NOM	
reine	sạch	rein	sạch	ADJ;NOM	V
township	xã	township	xã	PROPN	N
township	township	township	township	PROPN	NUM
lager	kho	lager	kho	ADJ	N
lager	camp	lager	camp	ADJ	N
lager	trại	lager	trại	ADJ	N
lager	trại	lager	trại	ADJ	N
beck	beck	beck	beck	PROPN;NOM;MASC;SG	
ministerpräsident	premier	ministerpräsident	premier	ADJ	N
niederländischen	bản	niederländisch	bản	ADJ;NOM;MASC;PL	N
niederländischen	hoà	niederländisch	hoà	ADJ;NOM;MASC;PL	
niederländischen	dutch	niederländisch	dutch	ADJ;NOM;MASC;PL	N
jones	jones	jones	jones	PROPN;NOM;MASC;SG	N
blue	xanh	blue	xanh	PROPN;NOM;SG	N
net	web	Net	web		N
net	net	Net	net		N
errichtung	cương	errichtung	cương	ADJ	N
hitler	hitler	hitler	hitler	PROPN;NOM;MASC;SG	
springer	springer	spring	springer	ADJ	N
verstehe	hieu	verstehen	hieu	V;IND;SG;3;PRS;FIN	N
rainer	rainer	rain	rainer	PROPN;NOM;MASC;SG	N
rainer	rainier	rain	rainier	PROPN;NOM;MASC;SG	
münchner	münchner	münchner	münchner	PROPN	ADJ
privaten	tư	privat	tư	ADJ;PL	NUM
operation	thao	operation	thao		N
eingebaut	incorporated	einbauen	incorporated	V;V.PTCP	
welchen	gì	welch	gì	PRO;NOM;SG	PROPN
welchen	mà	welch	mà	PRO;NOM;SG	CONJ
studie	học	studie	học	N;NOM;FEM;SG	V
zusätzliche	cục	zusätzlich	cục	ADJ;NOM;FEM;PL	
zusätzliche	extra	zusätzlich	extra	ADJ;NOM;FEM;PL	
schließen	gần	schließen	gần	V;NFIN	ADJ
patienten	nhân	patient	nhân	V;IND;PL;3;PST;FIN	
bernd	bernd	bernd	bernd	PROPN;NOM;MASC;SG	N
bernd	peter	bernd	peter	PROPN;NOM;MASC;SG	
bernd	phêrô	bernd	phêrô	PROPN;NOM;MASC;SG	N
bernd	michelle	bernd	michelle	PROPN;NOM;MASC;SG	N
vol	vol	vol	vol	;SG	
anlagen	cây	anlagen	cây	V;NFIN	N
anlagen	appendices	anlagen	appendices	V;NFIN	
alleine	độc	alleine	độc	ADV	ADJ
alleine	solo	alleine	solo	ADV	
linke	trái	linker	trái	ADJ;NOM;FEM;PL	
flucht	getaway	fluchen	getaway	N	
flucht	thoát	fluchen	thoát	N	V
flucht	escape	fluchen	escape	N	
abt	dept	aben	dept	PROPN	
abt	abt	aben	abt	PROPN	N
erforderlich	thiết	erforderlich	thiết	ADJ	V
erforderlich	ấp	erforderlich	ấp	ADJ	N
promoviert	phd	promovieren	phd	V;V.PTCP	N
michel	michel	michel	michel	PROPN;NOM;SG	N
vorbild	model	vorbild	model	ADJ	N
sonne	nắng	sonnen	nắng		N
sonne	nắng	sonnen	nắng		N
sonne	nắng	sonnen	nắng		N
sonne	nắng	sonnen	nắng		N
verboten	cấm	verbieten	cấm	ADJ;V.PTCP	V
verboten	cấm	verbieten	cấm	ADJ;V.PTCP	V
verboten	cấm	verbieten	cấm	ADJ;V.PTCP	V
virginia	virginia	virginia	virginia	PROPN;NOM;MASC;SG	
geschichten	tales	geschecht	tales	V;NFIN	
geschichten	truyện	geschecht	truyện	V;NFIN	N
geschichten	tin	geschecht	tin	V;NFIN	
brown	brown	brown	brown	PROPN	
brown	nâu	brown	nâu	PROPN	N
vorstand	ceo	vorstehen	ceo	N;SG	
rajon	raion	rajon	raion	ADJ	
eigenständige	standalone	eigenständig	standalone	ADJ;NOM;FEM;PL	N
blüten	blossoms	blüten	blossoms	N;NOM;PL	V
erzählt	narrated	erzählen	narrated	V;V.PTCP	
weimar	weimar	weimar	weimar	PROPN;NOM;MASC;SG	N
endlich	finite	endlich	finite	ADV	
abend	tối	Abend	tối	ADV	N
anne	anne	anne	anne	PROPN;NOM;FEM;SG	
stellvertretender	phó	stellvertretend	phó	ADJ	
falle	bẫy	fallen	bẫy	ADV	V
falle	tráp	fallen	tráp	ADV	N
falle	sáp	fallen	sáp	ADV	V
