varys	варис	varys	варис	PROPN	N;INDF;MASC;SG
caendo	падащи	caendo	падам-(се)	V	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
caendo	падащ	caendo	падам-(се)	V	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
caendo	долу	caendo	долу	V	ADV
caendo	надолу	caendo	надолу	V	ADV
leña	дървен	leñar	дървен	N	ADJ;INDF;MASC;SG
leña	дървени	leñar	дървен	N	ADJ;INDF;PL
deixará	си	deixar	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
deixará	ти	deixar	аз	V	PRO;NOM;SG;2
deixará	ви	deixar	аз	V	PRO;ACC;SG;2
comezos	ранни	comezo	ранна	N	ADJ;INDF;PL
comezos	рано	comezo	рано	N	ADV
crearon	те	crear	аз	V	PRO;NOM;PL;3
matemática	математика	matemático	математика	ADJ	N;INDF;FEM;SG
contando	броене	contar	броене	V	N;INDF;NEUT;SG
rematara	бе	rematar	съм	V	V;IPFV;IND;SG;3;PST;FIN;ACT
rematara	над	rematar	над	V	ADP
saíches	вън	saíches	вън	N	ADV
saíches	навън	saíches	навън	N	ADV
saíches	си	saíches	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
saíches	ти	saíches	аз	N	PRO;NOM;SG;2
saíches	ви	saíches	аз	N	PRO;ACC;SG;2
sudáfrica	южно	sudáfricar	южен	ADJ	ADV
sudáfrica	южен	sudáfricar	южен	ADJ	N;INDF;MASC;SG
sudáfrica	юг	sudáfricar	юг	ADJ	N;INDF;MASC;SG
sudáfrica	африка	sudáfricar	африка	ADJ	N;INDF;FEM;SG
quererías	като	querería	като	N	CONJ
quererías	like	querería	like	N	PROPN;INDF;MASC;SG
quererías	би	querería	съм	N	V;IPFV;COND;SG;3;PST;FIN
quererías	си	querería	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
quererías	ти	querería	аз	N	PRO;NOM;SG;2
quererías	ви	querería	аз	N	PRO;ACC;SG;2
teñades	си	terade	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
teñades	ти	terade	аз	V	PRO;NOM;SG;2
teñades	ви	terade	аз	V	PRO;ACC;SG;2
vistas	изглед	vista	изглед	V	N;INDF;MASC;SG
vistas	гледка	vista	гледка	V	N;INDF;FEM;SG
vistas	оглед	vista	оглед	V	N;INDF;MASC;SG
vistas	преглед	vista	преглед	V	N;INDF;MASC;SG
unir	присъединяване	unir	присъединяване	V	N;INDF;NEUT;SG
giovanni	джовани	giovannivi	джован	PROPN	PROPN;INDF;MASC;SG
intentas	опитай	intentar	опитам-(се)	PROPN	V;PFV;IMP;SG;2;FIN
intentas	опитайте	intentar	опитам-(се)	PROPN	V;PFV;IMP;PL;2;FIN
intentas	си	intentar	съм	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
intentas	ти	intentar	аз	PROPN	PRO;NOM;SG;2
intentas	ви	intentar	аз	PROPN	PRO;ACC;SG;2
dáche	си	dáche	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
dáche	ти	dáche	аз	V	PRO;NOM;SG;2
dáche	ви	dáche	аз	V	PRO;ACC;SG;2
gordos	дебела	gordo	дебел	N	ADJ;INDF;FEM;SG
gordos	дебели	gordo	дебел	N	ADJ;INDF;PL
gordos	дебел	gordo	дебел	N	ADJ;INDF;MASC;SG
firmes	внимание	firme	внимание	ADJ	N;INDF;NEUT;SG
misterioso	загадъчен	misterioso	загадъча	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
misterioso	загадъчно	misterioso	загадъчен	ADJ	ADV
misterioso	мистериозно	misterioso	мистериозно	ADJ	ADV
conseguen	can	conseguir	can	V	PROPN;INDF;MASC;SG
descobre	вън	descobre	вън	V	ADV
descobre	навън	descobre	навън	V	ADV
danny	дани	danny	дани	PROPN	N;INDF;MASC;SG
ataca	атентати	ataca	атентат	V	N;INDF;MASC;PL
ataca	атаки	ataca	атака	V	N;INDF;FEM;PL
ataca	нападения	ataca	нападение	V	N;INDF;NEUT;PL
ataca	атака	ataca	атака	V	N;INDF;FEM;SG
atractiva	привлекателно	atractivo	привлекателен	ADJ	ADV
apuntar	точка	apuntar	точка	V	N;INDF;FEM;SG
apuntar	цел	apuntar	цел	V	N;INDF;FEM;SG
esmagar	смачкан	esmagar	смачкам	V	N;INDF;MASC;SG
esmagar	смачкани	esmagar	смачкан	V	N;INDF;MASC;PL
dificultade	затруднено	dificultade	затрудня-(се)	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
rota	счупен	rota	счупя-(се)	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
rota	счупена	rota	счупя-(се)	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
rota	счупено	rota	счупя-(се)	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
rota	разбито	rota	разбия-(се)	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
rota	разбити	rota	разбия-(се)	N	V;PFV;INDF;PL;V.PTCP;PASS
anónimos	анонимни	anónir	анонимен	N	ADJ;INDF;PL
anónimos	анонимна	anónir	анонимен	N	ADJ;INDF;FEM;SG
anónimos	анонимно	anónir	анонимно	N	ADV
nacido	родени	nacido	родя-(се)	N	V;PFV;INDF;PL;V.PTCP;PASS
nacido	роден	nacido	родя-(се)	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
nacido	родена	nacido	родя-(се)	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
trouxeches	си	trouxeches	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
trouxeches	ти	trouxeches	аз	N	PRO;NOM;SG;2
trouxeches	ви	trouxeches	аз	N	PRO;ACC;SG;2
trouxeches	донеси	trouxeches	донеса	N	V;PFV;IMP;SG;2;FIN
prometinlle	обещал	prometinlle	обещая	PROPN	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
prometinlle	обещано	prometinlle	обещано	PROPN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
soña	сънища	soña	сън	V	N;INDF;MASC;PL
soña	мечтите	soña	мечта	V	N;DEF;FEM;PL
soña	мечти	soña	мечта	V	N;INDF;FEM;PL
vapor	на	vapor	на	N	ADP
mátame	убий	mátame	убия	PROPN	INTJ
amarga	горчиво	amargar	горчиво	ADJ	ADV
afogar	удавяне	afogar	удавяне	V	N;INDF;NEUT;SG
hurra	нека	hurra	нека	N	PART
donas	дамски	dono	дамски	N	ADJ;INDF;SG
baker	бейкър	baker	бейкър	PROPN	PROPN;INDF;MASC;SG
tolear	луд	tolear	луд	V	ADJ;INDF;MASC;SG
tolear	луда	tolear	луд	V	ADJ;INDF;FEM;SG
tolear	лудо	tolear	лудо	V	ADV
tolear	луди	tolear	луд	V	ADJ;INDF;PL
tolear	лудост	tolear	лудост	V	N;INDF;FEM;SG
tolear	луд	tolear	луд	V	ADJ;INDF;MASC;SG
tolear	луда	tolear	луд	V	ADJ;INDF;FEM;SG
porcallada	смрад	porcallar	смрад	V	N;INDF;FEM;SG
louco	луд	louco	луд	N	ADJ;INDF;MASC;SG
louco	луда	louco	луд	N	ADJ;INDF;FEM;SG
louco	лудо	louco	лудо	N	ADV
louco	луди	louco	луд	N	ADJ;INDF;PL
louco	луд	louco	луд	N	ADJ;INDF;MASC;SG
louco	луда	louco	луд	N	ADJ;INDF;FEM;SG
volvese	назад	volver	назад	V	ADV
volvese	обратно	volver	обратно	V	ADV
volvese	гръб	volver	гръб	V	N;INDF;MASC;SG
planear	план	planear	план	V	N;INDF;MASC;SG
olle	виж	olle	видя-(се)	N	V;PFV;IMP;SG;2;FIN
xogas	играе	xoga	играя	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
xogas	играй	xoga	играй	N	V;IPFV;IMP;SG;2;FIN
xogas	свири	xoga	свиря	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
perdo	губи	perdo	губя-(се)	ADV	V;IPFV;IND;SG;3;PRS;FIN;ACT
perdo	губиш	perdo	губя-(се)	ADV	V;IPFV;IND;SG;2;PRS;FIN;ACT
perdo	губят	perdo	губя-(се)	ADV	V;IPFV;IND;PL;3;PRS;FIN;ACT
regresou	назад	regresar	назад	V	ADV
regresou	обратно	regresar	обратно	V	ADV
regresou	гръб	regresar	гръб	V	N;INDF;MASC;SG
mate	убий	mate	убия	N	INTJ
desgraciado	нещастно	desgraciar	нещастен	V	ADV
desgraciado	нещастен	desgraciar	нещастен	V	ADJ;INDF;MASC;SG
desgraciado	нещастни	desgraciar	нещастен	V	ADJ;INDF;PL
desgraciado	нещастна	desgraciar	нещастен	V	ADJ;INDF;FEM;SG
beiras	бенкс	beira	бенкс	N	PROPN;INDF;MASC;SG
beiras	банкс	beira	банкс	N	PROPN;INDF;MASC;SG
fartos	достатъчно	facer	достатъчно	N	ADV
fartos	нахрани	facer	нахраня-(се)	N	V;PFV;IND;SG;3;PST;FIN;ACT
fartos	федерален	facer	федерален	N	ADJ;INDF;MASC;SG
fartos	със	facer	със	N	ADP
berro	плачи	berro	плача-(се)	N	V;IPFV;IMP;SG;2;FIN
karl	карл	karl	карл	PROPN	PROPN;INDF;MASC;SG
perfume	кьолн	perfumir	кьолн	N	PROPN;INDF;MASC;SG
direicho	си	direicho	съм	ADJ	V;IPFV;IND;SG;2;PRS;FIN;ACT
direicho	ти	direicho	аз	ADJ	PRO;NOM;SG;2
direicho	ви	direicho	аз	ADJ	PRO;ACC;SG;2
roxa	червена	roxa	червен	N	ADJ;INDF;FEM;SG
roxa	червен	roxa	червен	N	ADJ;INDF;MASC;SG
roxa	червени	roxa	червен	N	ADJ;INDF;PL
roxa	червено	roxa	червено	N	ADV
saiamos	вън	saiar	вън	V	ADV
saiamos	навън	saiar	навън	V	ADV
téxtil	текстил	téxtil	текстя	ADJ	N;INDF;MASC;SG
téxtil	мелница	téxtil	мелница	ADJ	N;INDF;FEM;SG
castrón	синко	castrón	синко	N	INTJ
castrón	сине	castrón	син	N	PART
fascistas	фашистки	fascista	фашистки	N	ADJ;INDF;MASC;SG
lenin	ленин	lenin	ленин	PROPN	N;INDF;MASC;SG
tócache	вашият	tócache	ваш	PROPN	DET;DEF;MASC;SG;2
tócache	твоят	tócache	тоя	PROPN	DET;DEF;MASC;SG;1
tócache	твоя	tócache	твоя	PROPN	DET;DEF;FEM;SG;2
tócache	твоята	tócache	твой	PROPN	DET;DEF;FEM;SG;1
tócache	завъртане	tócache	завъртане	PROPN	N;INDF;NEUT;SG
tócache	завой	tócache	завой	PROPN	N;INDF;MASC;SG
arranxalo	оправи	arranxalo	оправя-(се)	N	V;PFV;IMP;SG;2;FIN
dicídelle	него	dicídelle	аз	PROPN	PRO;ACC;MASC;SG;3
caralludo	хубав	caralludo	хубав	V	ADJ;INDF;MASC;SG
caralludo	хубава	caralludo	хубав	V	ADJ;INDF;FEM;SG
caralludo	хубаво	caralludo	хубаво	V	ADV
caralludo	мило	caralludo	мило	V	ADV
mami	мамо	mami	мамо	PROPN	INTJ
mami	мама	mami	мама	PROPN	N;INDF;FEM;SG
mami	мама	mami	мама	PROPN	N;INDF;FEM;SG
cruza	кръстове	cruzar	кръст	V	N;INDF;MASC;PL
lémbraste	запомни	lémbraste	запомня	PROPN	V;PFV;IMP;SG;2;FIN
lémbraste	помни	lémbraste	помня	PROPN	V;IPFV;IMP;SG;2;FIN
lémbraste	си	lémbraste	съм	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
lémbraste	ти	lémbraste	аз	PROPN	PRO;NOM;SG;2
lémbraste	ви	lémbraste	аз	PROPN	PRO;ACC;SG;2
imbéciles	тъпанари	imbécil	тъпанар	ADJ	N;INDF;MASC;PL
cómoda	удобно	cómodar	удобно	ADJ	ADV
tomaches	си	tomache	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
tomaches	ти	tomache	аз	N	PRO;NOM;SG;2
tomaches	ви	tomache	аз	N	PRO;ACC;SG;2
voltamos	назад	voltar	назад	V	ADV
voltamos	обратно	voltar	обратно	V	ADV
voltamos	гръб	voltar	гръб	V	N;INDF;MASC;SG
mato	убита	mato	убия	PROPN	V;PFV;INDF;FEM;SG;V.PTCP;PASS
mato	убити	mato	убия	PROPN	V;PFV;INDF;PL;V.PTCP;PASS
mato	убит	mato	убия	PROPN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
mato	убий	mato	убия	PROPN	INTJ
baleiros	празно	baleiro	празен	ADJ	ADV
colliches	си	colliches	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
colliches	ти	colliches	аз	N	PRO;NOM;SG;2
colliches	ви	colliches	аз	N	PRO;ACC;SG;2
louie	луи	louie	луя	PROPN	N;INDF;MASC;SG
séntate	долу	séntate	долу	PROPN	ADV
séntate	надолу	séntate	надолу	PROPN	ADV
puideses	си	poder	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
puideses	ти	poder	аз	V	PRO;NOM;SG;2
puideses	ви	poder	аз	V	PRO;ACC;SG;2
arrestar	арест	arrestar	арест	V	N;INDF;MASC;SG
eddie	еди	eddie	еди	PROPN	PROPN;INDF;MASC;SG
confirmar	потвърждение	confirmar	потвърждение	V	N;INDF;NEUT;SG
confirmar	потвърждаване	confirmar	потвърждаване	V	N;INDF;NEUT;SG
bentley	бентли	bentley	бентъл	PROPN	N;INDF;MASC;SG
coñecerte	си	coñecerter	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
coñecerte	ти	coñecerter	аз	V	PRO;NOM;SG;2
coñecerte	ви	coñecerter	аз	V	PRO;ACC;SG;2
coñecerte	среща	coñecerter	среща	V	N;INDF;FEM;SG
chegarás	си	chegar	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
chegarás	ти	chegar	аз	V	PRO;NOM;SG;2
chegarás	ви	chegar	аз	V	PRO;ACC;SG;2
chegarás	уил	chegar	ухл	V	PROPN;INDF;MASC;SG
dormes	спя	dorme	спя	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
dormes	спим	dorme	спя	PROPN	V;IPFV;IND;PL;1;PRS;FIN;ACT
dormes	сън	dorme	сън	PROPN	N;INDF;MASC;SG
dormes	спи	dorme	спи	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
dormes	си	dorme	съм	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
dormes	ти	dorme	аз	PROPN	PRO;NOM;SG;2
dormes	ви	dorme	аз	PROPN	PRO;ACC;SG;2
ruliña	обич	ruliña	обич	PROPN	N;INDF;FEM;SG
ruliña	любов	ruliña	любов	PROPN	N;INDF;FEM;SG
ruliña	любовта	ruliña	любов	PROPN	N;DEF;FEM;SG
ruliña	обичам	ruliña	обичам	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
ruliña	малка	ruliña	малък	PROPN	ADJ;INDF;FEM;SG
ruliña	малки	ruliña	малък	PROPN	ADJ;INDF;PL
ruliña	малък	ruliña	малък	PROPN	ADJ;INDF;MASC;SG
ruliña	литъл	ruliña	литъл	PROPN	N;INDF;MASC;SG
ruliña	малко	ruliña	малко	PROPN	ADV;INDF;PL
ruliña	гълъб	ruliña	гълъб	PROPN	N;INDF;MASC;SG
envíe	mail	enviar	mail	V	PROPN;INDF;MASC;SG
envíe	поща	enviar	поща	V	N;INDF;FEM;SG
dourado	златен	dourar	златен	V	ADJ;INDF;MASC;SG
dourado	златни	dourar	златен	V	ADJ;INDF;PL
dourado	златно	dourar	златен	V	ADV
dourado	златна	dourar	златен	V	ADJ;INDF;FEM;SG
telegrama	телеграма	telegrama	телеграм	PROPN	N;INDF;FEM;SG
remataches	си	remataches	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
remataches	ти	remataches	аз	N	PRO;NOM;SG;2
remataches	ви	remataches	аз	N	PRO;ACC;SG;2
remataches	завършен	remataches	завърша	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
mova	преместване	movo	преместване	V	N;INDF;NEUT;SG
mova	движение	movo	движение	V	N;INDF;NEUT;SG
cruce	пресичане	crucir	пресичане	PROPN	N;INDF;NEUT;SG
cruce	пресича	crucir	пресичам-(се)	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
heiche	си	heiche	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
heiche	ти	heiche	аз	V	PRO;NOM;SG;2
heiche	ви	heiche	аз	V	PRO;ACC;SG;2
negrata	черньо	negrata	черньо	PROPN	N;INDF;MASC;SG
negrata	негър	negrata	негър	PROPN	N;INDF;MASC;SG
guindar	хвърляне	guindar	хвърляне	V	N;INDF;NEUT;SG
guindar	хвърляне	guindar	хвърляне	V	N;INDF;NEUT;SG
lar	домашен	lar	домашен	N	ADJ;INDF;MASC;SG
lar	вкъщи	lar	вкъщи	N	ADV
derrubar	долу	derrubar	долу	V	ADV
derrubar	надолу	derrubar	надолу	V	ADV
prometido	годеник	prometer	годеник	V	N;INDF;MASC;SG
prometido	годеница	prometer	годеница	V	N;INDF;FEM;SG
oliva	олива	oliva	оливам-(си)	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
cadaquén	всички	cadaquén	всеки	N	PRO;NOM;PL
cadaquén	всеки	cadaquén	всеки	N	PRO;NOM;MASC;SG
cadaquén	всяка	cadaquén	всеки	N	DET;FEM;SG
cadaquén	всеки	cadaquén	всеки	N	PRO;NOM;MASC;SG
banal	банално	banal	банално	ADJ	ADV
castro	кастро	castro	кастро	N	PROPN;INDF;MASC;SG
benny	бени	benny	бен	PROPN	N;INDF;MASC;SG
barret	барет	barret	барет	PROPN	N;INDF;MASC;SG
bombardear	бомбата	bombardear	бомба	V	N;DEF;FEM;SG
bombardear	бомба	bombardear	бомба	V	N;INDF;FEM;SG
bombardear	бомбардировка	bombardear	бомбардировка	V	N;INDF;FEM;SG
bombardear	атентат	bombardear	атентат	V	N;INDF;MASC;SG
bombardear	бомбардировки	bombardear	бомбардировка	V	N;INDF;FEM;PL
bombardear	обстрела	bombardear	обстрел	V	N;DEF;MASC;SG
agasallos	представя	agasallos	представям-(се)	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
preguntarche	си	preguntarche	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
preguntarche	ти	preguntarche	аз	V	PRO;NOM;SG;2
preguntarche	ви	preguntarche	аз	V	PRO;ACC;SG;2
americanas	американско	americano	американски	ADJ	ADV
americanas	американец	americano	американец	ADJ	N;INDF;MASC;SG
americanas	американците	americano	американец	ADJ	N;DEF;MASC;PL
americanas	американци	americano	американец	ADJ	N;INDF;MASC;PL
foguete	положени	foguete	положа	N	V;PFV;INDF;PL;V.PTCP;PASS
serpentes	змиите	serpente	змия	ADJ	N;DEF;FEM;PL
serpentes	змии	serpente	змия-се	ADJ	N;INDF;FEM;PL
donovan	донован	donovar	донован	V	PROPN;INDF;MASC;SG
crente	вярваща	crente	вярвам	N	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
crente	вярващ	crente	вярващ	N	ADJ;INDF;MASC;SG
enganado	грешно	enganar	грешно	V	ADV
enganado	грешка	enganar	грешка	V	N;INDF;FEM;SG
dong	донг	dong	донг	PROPN	N;INDF;MASC;SG
empezas	си	empeza	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
empezas	ти	empeza	аз	N	PRO;NOM;SG;2
empezas	ви	empeza	аз	N	PRO;ACC;SG;2
empezas	започнете	empeza	започна	N	V;PFV;IMP;PL;2;FIN
lyon	лайънс	lyon	лайънс	PROPN	N;INDF;MASC;SG
lyon	лайън	lyon	лайън	PROPN	N;INDF;MASC;SG
lyon	лион	lyon	лион	PROPN	PROPN;INDF;MASC;SG
esgotado	вън	esgotar	вън	V	ADV
esgotado	навън	esgotar	навън	V	ADV
dezaoito	eighteen	dezaoito	eighteen	N	PROPN;INDF;MASC;SG
dezaoito	осемнадесет	dezaoito	осемнадесет	N	NUM;INDF;PL
tino	внимателно	ter	внимателно	N	ADV
rancor	напук	rancor	напук	N	ADV
lewis	люис	lewir	люис	PROPN	PROPN;INDF;FEM;SG
lewis	луис	lewir	луис	PROPN	PROPN;INDF;MASC;SG
narigudo	биг	narigudo	биг	V	N;INDF;MASC;SG
narigudo	голямо	narigudo	голям	V	ADV
narigudo	големи	narigudo	голям	V	ADJ;INDF;PL
narigudo	голям	narigudo	голям	V	ADJ;INDF;MASC;SG
narigudo	голяма	narigudo	голям	V	ADJ;INDF;FEM;SG
narigudo	нос	narigudo	нос	V	N;INDF;MASC;SG
narigudo	носа	narigudo	нос	V	N;DEF;MASC;SG
narigudo	носът	narigudo	нос	V	N;DEF;MASC;SG
yang	янг	yang	янг	PROPN	PROPN;INDF;MASC;SG
etienne	етиен	etienne	етиен	PROPN	N;INDF;MASC;SG
horda	орда	horda	орд	N	PROPN;INDF;FEM;SG
peaches	праскови	peache	прасков	N	ADJ;INDF;PL
tate	тейт	tate	тейт	N	PROPN;INDF;MASC;SG
shawn	шон	shawn	шон	PROPN	PROPN;INDF;MASC;SG
cálache	на	cálache	на	PROPN	ADP
cálache	еба	cálache	еба	PROPN	V;PFV;IMP;SG;2;FIN
maiordomo	бътлър	maiordomo	бътлър	N	PROPN;INDF;MASC;SG
gregor	грегор	gregor	грегор	PROPN	PROPN;INDF;MASC;SG
rexente	регент	rexente	регент	ADJ	N;INDF;MASC;SG
actualidade	днеска	actualidade	днеска	N	ADV
actualidade	днес	actualidade	днес	N	ADV
veterinario	ветеринарна	veterinario	ветеринарен	N	ADJ;INDF;FEM;SG
veterinario	ветеринарен	veterinario	ветеринарен	N	ADJ;INDF;MASC;SG
veterinario	ветеринарни	veterinario	ветеринарен	N	ADJ;INDF;PL
síndrome	синдром	síndrome	синдром	PROPN	N;INDF;MASC;SG
síndrome	синдрома	síndrome	синдрома	PROPN	N;DEF;MASC;SG
síndrome	синдромът	síndrome	синдром	PROPN	N;DEF;MASC;SG
sinalar	точка	sinalar	точка	V	N;INDF;FEM;SG
sinalar	вън	sinalar	вън	V	ADV
sinalar	навън	sinalar	навън	V	ADV
curación	лек	curación	лек	N	ADJ;INDF;MASC;SG
