категорија	類別
делумно	部分
делумно	局部
делумно	部分
народна	民謠
народна	民間
народна	民俗
технологија	技術
технологија	科技
фудбал	足球
фудбал	足球
фудбал	美式足球
фудбал	橄欖球
етнички	族裔
личност	人格
личност	性格
личност	個性
изградбата	施工
изградбата	建設
изградбата	建築
фестивал	節
фестивал	節慶
фестивал	節日
знак	字元
знак	人物
знак	角色
знак	性格
знак	品格
знак	簽名
знак	簽字
знак	簽
стар	老
стар	舊的
стар	舊
стар	老了
висока	高
висока	高
висока	高大
дрво	木
дрво	木材
дрво	wood
дрво	木頭
дрво	樹
дрво	樹木
релативно	親戚
релативно	相對
релативно	相對
примена	申請
примена	申請書
оружје	武器
оружје	兵器
оружје	武器
оружје	兵器
оружје	軍火
остатоци	廢棄物
остатоци	碎片
остатоци	殘留物
остатоци	剩菜
момент	時刻
фон	fon
фон	von
гитара	吉他
методи	方法
светлина	光線
светлина	光
светлина	燈光
светлина	輕
светлина	光明
владеење	施政
владеење	治理
владеење	細則
владеење	統治
христијани	基督教
христијани	基督徒
христијани	基督教徒
христијани	基督徒
канал	運河
канал	canal
канал	頻道
канал	海峽
канал	通道
жителите	居民
школа	學校
школа	上學
белгија	比利時
најдобра	best
најдобра	最好
болест	病
болест	疾病
болест	病
болест	疾病
болест	病
болест	疾病
војвода	公爵
превод	翻譯
томас	tomas
томас	托馬斯
томас	thomas
гола	裸
гола	赤裸
гола	裸體
гола	裸
гола	裸體
заедници	公社
заедници	市鎮
христо	hristo
продолжи	履歷
продолжи	恢復
продолжи	簡歷
спортови	體育
спортови	運動
златна	golden
златна	黃金
златна	金色
актер	男主角
актер	演員
меѓународна	國際
православна	東正教
православна	正統
православна	正教
мало	小型
мало	小
мало	malo
мало	小
линии	線條
линии	線
возач	駕駛
возач	司機
возач	駕駛員
обид	嘗試
обид	企圖
обид	未遂
обид	企圖
метал	金屬
програми	方案
програми	方案
програми	程式
долг	債務
мајкл	麥可
мајкл	michael
вклучени	包括
висина	海拔
висина	高度
висина	身高
висина	高度
васил	vasil
глас	語音
глас	嗓子
глас	聲音
страници	頁
смисла	感
монголија	蒙古
иста	相同
секое	每個
секое	每一個
стапка	速率
стапка	評分
стапка	率
стапка	利率
азбука	字母
светлината	光線
светлината	光
светлината	燈光
светлината	輕
светлината	光明
океан	大洋
океан	洋
океан	海洋
океан	海
композитор	作曲家
брод	船
брод	船隻
брод	艦
брод	船舶
брод	船
брод	船隻
брод	艇
тек	tek
тек	流
тек	流程
тек	流通
тек	流動
тек	流量
тек	流
тек	溪流
власти	當局
теми	題目
теми	議題
теми	專題
теми	主題
теми	主題
примери	舉例
примери	例子
примери	範例
првично	最初
