और	そして
उपकरण	機材
उपकरण	デバイス
उपकरण	機器
उपकरण	ツール
उपकरण	道具
उपन्यास	小説
नेपाल	ネパール
ऑफिस	事務局
ऑफिस	事務所
ऑफिस	オフィス
बदलाव	イメチェン
बदलाव	チェンジ
बदलाव	変更
बदलाव	変化
अनुमति	権限
अनुमति	許可
अनुमति	許可
अनुमति	許諾
नीति	ポリシー
नीति	政策
नीति	方針
हवाई	ハワイアン
हवाई	ハワイ
गांव	村落
गांव	ヴィレッジ
वापस	戻る
वापस	後ろ
वापस	背中
वापस	裏側
यूरोपीय	欧州
यूरोपीय	ヨーロッパ
पटना	パトナ
साधारण	シンプル
साधारण	簡単
साधारण	単純
साधारण	凡庸
साधारण	全般
साधारण	一般
साधारण	将軍
दक्षिणी	サザン
दक्षिणी	南部
दक्षिणी	サウス
बैंड	band
बैंड	バンド
नया	new
नया	新しい
नया	新規
पर्वत	マウンテン
सूर्य	太陽
सूर्य	sun
अनुवाद	翻訳
अनुवाद	翻訳
अनुवाद	翻訳
समुदाय	コミュニティ
समुदाय	コミュニティ
समुदाय	コミュニティー
मान	バリュー
मान	価額
स्वतंत्र	独立
स्वतंत्र	インディペンデント
टीवी	テレビ
हाल	最近
चला	run
चला	ラン
चला	走り
चला	走る
कथा	ストーリー
कथा	物語
पक्ष	サイド
दृश्य	ビュー
दृश्य	現場
दृश्य	シーン
दृश्य	場面
दृश्य	可視
दृश्य	表示
दृश्य	見る
दृश्य	ビュー
भोजन	料理
भोजन	食べ物
भोजन	料理
भोजन	食品
भोजन	夜食
भोजन	夕食
भोजन	食事
शिव	シヴァ
मॉडल	モデル
मॉडल	モデル
मुंबई	ムンバイ
आयोजित	開催
प्रकाशन	出版
प्रकाशन	パブリッシング
प्रकाशन	出版物
प्रकाशन	出版
प्रकाशन	公表
अतः	ゆえに
मिलियन	ミラノ
मिलियन	ミリオン
मिलियन	million
मिलियन	百万
पांच	ファイブ
पांच	五つ
पांच	five
उससे	him
वहां	そこ
विधानसभा	アセンブリ
विधानसभा	集会
विधानसभा	組み立て
मन	mind
मन	マインド
मन	マン
ऑस्ट्रेलिया	オーストラリア
उम्र	age
उम्र	年齢
सागर	sea
सक्रिय	有効
सक्रिय	形容詞
सक्रिय	アクティブ
आया	あや
आया	aya
निश्चित	シュア
अभिनेत्री	女優
अभिनेत्री	俳優
छोड़	スキップ
छोड़	離れる
जर्मनी	ドイツ語
जर्मनी	ドイツ
हासिल	達成
लंदन	ロンドン
जापान	日本
वस्तु	アイテム
वस्तु	品物
वस्तु	素材
वस्तु	材料
वस्तु	マテリアル
वस्तु	オブジェクト
वस्तु	オブジェクト
स्वरूप	フォーマット
स्वरूप	書式
जीत	win
जीत	勝利
जीत	勝ち
जीत	勝つ
जीत	勝利
अध्यक्ष	大統領
अध्यक्ष	プレジデント
अध्यक्ष	社長
अध्यक्ष	スピーカー
अध्यक्ष	話し手
अध्यक्ष	議長
अध्यक्ष	会長
अध्यक्ष	議長
मामले	事例
मामले	ケース
विजेता	勝者
विजेता	ウィナー
विजेता	勝者
बाजार	バザール
बाजार	マーケット
बाजार	市場
बाजार	マーケット
लीग	リーグ
लीग	リーグ
तरफ	サイド
दिसंबर	dec
खान	ハーン
खान	カーン
वास्तविक	real
वास्तविक	本物
वास्तविक	リアル
वास्तविक	本物
वास्तविक	正真正銘
चैनल	チャネル
चैनल	チャンネル
चैनल	シャネル
चैनल	チャネル
चैनल	チャンネル
चैनल	海峡
उत्पाद	製品
उत्पाद	プロダクト
उत्पाद	プロダクト
उत्पाद	商品
उत्पाद	製品
राज	ラジ
सात	seven
सात	セブン
सात	vii
आरंभ	開始
आरंभ	始める
आरंभ	スタート
आरंभ	起動
समुद्र	sea
प्रारंभ	開始
प्रारंभ	始める
प्रारंभ	スタート
प्रारंभ	起動
प्रारंभ	スターター
समाचार	news
समाचार	ニュース
समस्या	問題
समस्या	発行
समस्या	争点
समस्या	問題
वीडियो	ビデオ
वीडियो	動画
वीडियो	動画
नही	not
वन	フォレスト
वन	森林
संभव	可能性
नेटवर्क	ネットワーク
नेटवर्क	ネットワーク
बौद्ध	仏教徒
बौद्ध	仏教
घटना	イベント
घटना	行事
घटना	現象
प्रकृति	ナウル
प्रकृति	ネイチャー
प्रकृति	自然
मूल्य	プライス
मूल्य	対価
मूल्य	値段
मूल्य	価格
मूल्य	バリュー
मूल्य	価額
रोचक	興味深い
रोचक	おもしろい
रोचक	面白い
क्लब	クラブ
क्लब	棍棒
क्लब	クラブ
अरब	アラブ
राजनीति	政治
चरण	step
चरण	ステップ
चरण	舞台
चरण	ステージ
चरण	歩数
चरण	手順
चरण	ステップ
चरण	舞台
चरण	ステージ
नाटक	ドラマ
विरोध	抗議
विरोध	コントラスト
विरोध	野党
विरोध	紛争
विरोध	コンフリクト
विरोध	競合
विरोध	紛争
विरोध	対立
विरोध	コンフリクト
नेतृत्व	リーダーシップ
अंतर	差異
अंतर	違い
अंतर	差分
अंतर	ギャップ
अंतर	gap
अनुभव	エクスペリエンス
अनुभव	エクスペリエンス
अनुभव	体験
अनुभव	経験
संरचना	構造
संरचना	構成
संरचना	テクスチャー
संरचना	テクスチャ
संरचना	合成
संरचना	構成
कैलेंडर	カレンダー
सीमित	限定
सीमित	limited
सीमित	狭い
पत्रिका	マガジン
पत्रिका	雑誌
पत्रिका	ジャーナル
पत्रिका	日記
तेल	石油
तेल	オイル
छोटा	小さな
छोटा	スモール
छोटा	小さい
छोटा	リトル
छोटा	小さい
छोटा	短い
छोटा	ショート
छोटा	タイニー
छोटा	ちっちゃい
छोटा	ちび
छोटा	小さい
