ve	and
olumlu	affirmative
fizik	physics
abdullah	abdullah
anne	mummy
anne	mommy
anne	momma
anne	mom
anne	mother
anne	mum
orhan	orhan
katılan	participating
katılan	attending
katılan	attended
ispanyol	hispanic
ispanyol	spanish
ansiklopedik	encyclopedic
bitki	plants
bitki	plant
bitki	herb
sert	rough
sert	hard
sert	tough
sert	harsh
değeri	value
imdb	imdb
eskişehir	eskişehir
akademisi	academy
yorum	comment
yorum	commentary
yorum	comments
ahmed	ahmed
ahmed	achmed
ahmed	ahmad
karakter	character
karakter	characters
joseph	joseph
hataları	errors
mimar	architect
idare	administration
aktör	actor
meksika	mexican
meksika	mexico
ince	subtle
ince	slim
ince	thin
ince	slender
yusuf	yusuf
yusuf	joseph
yusuf	yusef
yusuf	yousef
amaçlı	multipurpose
amaçlı	intended
ciddi	seriousness
ciddi	serious
silah	weapons
silah	weapon
silah	gun
silah	guns
ceza	penalty
ceza	punishment
ceza	detention
ceza	sentence
özelliği	feature
şampiyonlar	champions
muhtemelen	probably
muhtemelen	possibly
başbakan	premier
des	des
ukrayna	ukraine
gençlik	youth
jackson	jackson
saldırı	attacks
saldırı	attack
saldırı	assault
terk	abandon
terk	abandonment
terk	dump
play	play
sorumlu	responsible
kaya	rocks
kaya	kaya
kaya	rock
sivil	civil
sivil	civilians
sivil	civilian
getirildi	brought
kayıt	register
kayıt	recording
kayıt	record
kayıt	registration
trt	trt
içerik	content
içerik	contents
içerik	context
besteci	composer
topluluğu	ensemble
piyade	infantry
nobel	nobel
konseyi	council
dağ	mountain
dağ	mountains
dağılımı	distribution
valign	valign
yan	yan
yan	burn
yan	side
elektronik	electronics
elektronik	electronic
amatör	amateurs
amatör	amateur
sekiz	eight
sekiz	eights
yemek	lunch
yemek	food
yemek	dining
yemek	dinner
yemek	dish
yemek	meal
org	org
org	organ
motor	engine
motor	action
motor	bike
motor	motorcycle
motor	motor
dans	dance
dans	dances
dans	dancing
yaşar	lives
standart	standard
sarmal	coil
sarmal	helical
sarmal	spiral
sarmal	helix
international	international
orman	woods
orman	forests
orman	forest
orman	jungle
şimdiki	current
şimdiki	present
ulaşım	transportation
ulaşım	transport
gazi	ghazi
gazi	veteran
gazi	gazi
önem	importance
vakfı	foundation
erdoğan	erdogan
erdoğan	erdoğan
romanya	romania
yavaş	slow
yavaş	slowly
yavaş	easy
uygulama	implementation
uygulama	application
uygulama	app
harry	harry
kurum	soot
kurum	institution
ekonomi	economics
ekonomi	economy
ülkeler	nations
ülkeler	countries
sonuçları	results
sonuçları	consequences
danimarka	denmark
danimarka	danish
düzenleme	edit
düzenleme	arrangement
düzenleme	editing
düzenleme	organizing
mark	mark
ada	island
ada	isle
ada	ada
baskı	print
baskı	pressure
baskı	printing
baskı	edition
live	live
katkı	contribution
katkı	additive
ziyaret	visiting
ziyaret	visit
ziyaret	visits
ziyaret	visited
renk	color
renk	colour
renk	colors
zarar	harm
zarar	hurt
zarar	damages
zarar	damage
ayrıldı	separated
yıldırım	thunder
yıldırım	thunderbolt
yıldırım	yıldırım
yıldırım	lightning
arjantin	argentina
arjantin	argentine
kalkınma	development
teşvik	incentives
teşvik	incentive
teşvik	encourage
teşvik	encouragement
seri	series
seri	serial
lee	lee
manisa	manisa
antlaşması	treaty
kale	castle
kale	fort
kale	kale
kale	fortress
kale	citadel
olimpiyat	olympiad
olimpiyat	olympic
olimpiyat	olympics
sen	you
manchester	manchester
geçici	interim
geçici	transient
geçici	temporary
geçici	provisional
geçici	temp
jack	jack
imza	signing
imza	signed
imza	sign
imza	signature
imza	autograph
yazdı	wrote
politik	political
gereksinim	requirement
silinmiş	deleted
görülen	seen
king	king
rusça	russian
art	art
serisi	series
fotoğraf	photo
fotoğraf	photography
fotoğraf	picture
fotoğraf	photograph
fotoğraf	photos
boy	size
boy	height
önceden	pre
önceden	previously
önceden	advance
önceden	before
edward	edward
file	elephant
türkmen	turkmen
müzisyen	musician
müzisyen	musicians
düzenli	organized
düzenli	regular
best	best
siyasal	political
içi	inside
hafif	light
hafif	mild
hafif	lightweight
teslim	delivery
teslim	delivered
teslim	surrender
teslim	submission
yoluyla	via
yoluyla	through
kodu	code
tahta	wooden
tahta	wood
tahta	board
tahta	plank
fikir	idea
geçiş	switch
geçiş	transition
geçiş	pass
geçiş	transit
taki	taki
kapalı	off
kapalı	closed
off	ugh
off	off
kuruluş	organization
kuruluş	organisation
kuruluş	institution
renkli	color
renkli	colourful
renkli	colored
renkli	colorful
kürt	kurdish
kürt	kurt
kürt	wolf
demokrat	democratic
demokrat	democrat
latin	latino
latin	latin
latin	latina
havalimanı	airport
havalimanı	aerodrome
dalga	ripple
dalga	waves
dalga	wave
belgesel	documentary
belgesel	documentaries
vito	vito
sarayı	palace
mersin	mersin
sözleşme	agreement
sözleşme	contract
yapım	production
vermek	giving
dna	dna
lideri	leader
allah	god
allah	allah
toplumsal	communal
toplumsal	social
tekli	single
frank	frank
emekli	pensioner
emekli	retirement
emekli	retired
emekli	pension
ilişkili	associated
ilişkili	related
sırbistan	serbia
yazılmış	written
ediniz	description
şehirler	towns
şehirler	cities
tom	tom
cami	mosque
turizm	tourism
turizm	tourist
kalesi	castle
federal	federal
federal	fed
federal	feds
civarında	vicinity
ressam	painter
ressam	artist
uçak	aircraft
uçak	plane
uçak	airplanes
uçak	airplane
uçak	aeroplane
gerçekten	indeed
gerçekten	truly
gerçekten	really
beşinci	fifth
cup	cup
has	khas
atandı	assigned
kültürü	culture
savaşları	wars
williams	williams
ortadan	eliminated
ortadan	eliminate
sağlamak	ensuring
kurucusu	founder
yükseldi	risen
yükseldi	ascended
arena	arena
farsça	persian
lise	lise
üretilen	produced
üretilen	manufactured
bas	bass
bas	press
bas	bas
kar	profit
kar	kar
kar	snow
kar	profits
norveç	norway
sınır	limit
sınır	boundary
sınır	border
sayılı	numbered
herkes	everybody
herkes	everyone
county	county
gemi	vessel
gemi	ship
gemi	boat
yalnız	lonely
yalnız	alone
mühendisliği	engineering
gerekçe	motive
gerekçe	justification
selim	selim
etnik	ethnically
etnik	ethno
etnik	ethnicity
etnik	ethnic
smith	smith
ayı	bear
program	program
program	schedule
program	programme
ikisi	both
dağları	mountains
kilise	church
sebebi	motive
sebebi	reason
sebebi	cause
açılan	opening
benzeri	similar
hakan	hakan
albümleri	albums
ilişkiler	relationships
ilişkiler	relations
nü	nudes
görüntü	image
nükleer	nuclear
oğuz	oğuz
kullandığı	uses
chris	chris
viyana	vienna
gaziantep	gaziantep
ege	aegean
hakim	judge
hakim	hakim
toplum	society
toplum	community
şablonu	template
çevresinde	around
emre	emre
başardı	succeeded
aziz	aziz
aziz	saint
hizmetli	servant
hizmetli	janitor
tokat	slaps
tokat	slap
hacı	hadji
hacı	cross
hacı	haji
hacı	pilgrim
otomatik	auto
otomatik	automatic
otomatik	automatically
otomatik	automated
gaz	gaseous
gaz	gas
yugoslavya	yugoslavia
açıkladı	explained
açıkladı	unveiled
solo	solo
solo	solos
kaynakları	sources
kaynakları	resources
gov	gov
çalışır	works
edirne	edirne
bilimler	sciences
engel	engel
engel	obstacle
kudüs	jerusalem
kudüs	quds
les	les
hep	always
konser	concert
konser	concerts
albert	albert
png	png
kurucu	founder
yayımlandı	published
işbirliği	collaboration
işbirliği	collaborate
işbirliği	cooperative
işbirliği	cooperation
istatistikleri	statistics
istatistikleri	stats
istatistikleri	insights
komedi	comedy
komedi	comedies
anlamı	meaning
anlamı	meanings
anlamı	means
buz	frost
buz	ice
gazeteci	journalist
gazeteci	reporter
yazılan	written
hint	indo
hint	indian
hint	india
cem	cem
oyuncular	players
oyuncular	actors
oyuncular	gamers
oyuncular	performers
kullanıcılar	users
bizim	our
bizim	ours
dile	language
kur	quran
kur	woo
yurt	dorms
yurt	dormitory
yurt	dorm
atina	athens
şah	shah
şah	check
olaylar	incidents
olaylar	events
felsefe	philosophy
pazar	sundays
pazar	sunday
pazar	bazaar
pazar	market
cevap	answer
cevap	reply
cevap	response
cevap	answers
link	link
manyetik	magnetic
dilleri	languages
ağa	agha
ağa	aga
taslak	draft
taslak	outline
taslak	drafts
geçerli	applicable
geçerli	valid
geçerli	apply
karl	karl
ikili	binary
ikili	duo
ikili	double
ikili	deuces
kimyasal	chemical
kimyasal	chemicals
sinan	sinan
isa	isa
isa	christ
isa	jesus
ibn	ibn
maria	maria
finlandiya	finland
çağ	era
bölgesel	regional
bölgesel	sectional
kayıp	loss
kayıp	lost
kayıp	missing
yunanca	greek
ip	rope
ip	string
night	night
görüş	feedback
görüş	visibility
hattı	line
trabzonspor	trabzonspor
doğa	nature
recep	recep
linecolor	linecolor
coğrafi	geographic
coğrafi	geographical
coğrafi	geography
milletler	nations
inşaat	building
inşaat	construction
olumsuz	negative
yönetici	administrator
yönetici	admin
yönetici	executive
yönetici	director
yönetici	manager
saray	saray
saray	court
saray	palace
kısaca	briefly
big	big
sağladı	provided
katolik	catholic
katolik	papist
katolik	catholicism
katolik	catholics
nazi	nazi
nazi	nazis
çağdaş	modern
çağdaş	contemporary
faaliyet	activity
sonu	end
evlilik	marriage
evlilik	wedding
derin	deep
cins	breed
cins	genus
vefat	deceased
petrol	petrol
petrol	oil
petrol	petroleum
kimi	whom
kimi	kimi
kuş	birdie
kuş	bird
daniel	daniel
alternatif	alternative
alternatif	alternate
alternatif	alternatives
online	online
pierre	pierre
eşit	equal
eşit	equals
teknoloji	tech
teknoloji	technologies
teknoloji	technology
teknoloji	technological
eş	wife
eş	spouse
who	who
imparatorluk	empire
imparatorluk	imperial
kraliyet	royalty
kraliyet	royal
ölü	dead
komutan	commandant
komutan	commander
milyar	billion
jones	jones
altyazı	subtitle
öğretmen	teacher
öğretmen	teachers
kullanılabilir	available
kullanılabilir	usable
katıldığı	attended
hanedanı	dynasty
katı	solid
katı	strict
katı	rigid
çeyrek	quadrant
çeyrek	quarter
onur	honour
onur	onur
onur	honored
onur	honor
olmadan	without
dokuz	nine
sakarya	sakarya
kalp	heart
türleri	types
performans	performance
performans	performances
bakış	overview
gelişmiş	evolved
gelişmiş	developed
gelişmiş	improved
gelişmiş	enhanced
gelişmiş	advanced
bunları	these
tokyo	tokyo
altay	altay
millet	guys
millet	people
hot	hot
koyu	dark
koyu	bay
koyu	inlet
nokta	dots
nokta	spot
nokta	period
nokta	dot
nokta	point
cinsel	sexually
cinsel	sexual
dijital	digital
halil	halil
halil	khalil
onlar	them
onlar	they
modeli	model
plan	plans
plan	schedule
plan	plan
gösterdi	showed
max	max
klip	clip
prix	prix
akademik	academic
hepsi	all
istifa	quit
istifa	resignation
istifa	resign
premier	premier
official	official
ebu	abu
idam	execute
idam	execution
balkan	balkan
balkan	balkans
halka	ring
halka	rings
çek	pull
çek	czech
çek	cheque
çek	check
şarkılar	songs
üyeler	members
aracı	tool
aracı	middleman
aracı	intermediary
will	will
billboard	billboard
ihtiyaç	needs
ihtiyaç	needed
ihtiyaç	necessity
ihtiyaç	need
katılıyorum	agree
test	test
test	tests
test	testing
hitler	hitlers
hitler	hitler
çoğunluğu	majority
zamanlar	times
akademi	academy
akademi	academia
gider	goes
düz	flat
düz	straight
düz	plain
uzunluk	length
siyaset	politics
barcelona	barcelona
tedavi	therapeutic
tedavi	cure
tedavi	therapy
tedavi	treatment
tedavi	treatments
dvd	dvd
dvd	dvds
karmaşık	complex
karmaşık	complicated
etrafında	around
football	football
ağ	web
ağ	net
ağ	networking
ağ	network
balık	pisces
balık	fish
balık	fishing
yaşlı	elder
yaşlı	old
yaşlı	elderly
yaşlı	older
alanları	fields
alanları	areas
geçersiz	null
geçersiz	invalid
oluşturulan	generated
oluşturulan	created
basın	press
basın	media
sscb	ussr
tarihsel	historically
tarihsel	historical
çelik	steel
karakteri	character
genovese	genovese
cilt	volume
cilt	skin
süresi	duration
değerli	precious
değerli	value
değerli	valuable
değerli	worthy
tasarım	designer
tasarım	design
tasarım	designing
maça	spades
maça	spade
haçlı	crusade
haçlı	crusader
dergi	magazine
dergi	magazines
makedonya	macedonian
makedonya	macedonia
kaleci	goalkeeper
kaleci	goalie
bosna	bosnia
bolu	bolu
milliyetçi	nationalist
milliyetçi	nationalists
milliyetçi	nationalistic
esnasında	during
hücre	cell
hücre	cells
aslan	lion
aslan	aslan
aslan	leo
dahi	genius
dahi	prodigy
devletler	states
voleybol	volleyball
tour	tour
papa	pope
davet	invite
davet	invitation
davet	invites
yerleri	places
yerleri	locations
derecesi	degree
chicago	chicago
olmaz	not
sabah	morning
kırım	crimea
young	young
emir	amir
emir	emir
emir	order
emir	orders
gruplar	bands
gruplar	groups
ders	lessons
ders	lecture
ders	lesson
ders	class
filmler	films
filmler	movies
kurt	kurt
kurt	wolf
mahmut	mahmoud
bölümleri	chapters
bölümleri	episodes
bölümleri	sections
sistemleri	systems
ağaç	wood
ağaç	tree
ağaç	trees
gürcistan	georgia
hareketler	movement
hareketler	actions
hareketler	activity
hareketler	moves
hareketler	movements
birleşmiş	unified
birleşmiş	united
gelecek	future
piyano	piano
state	state
başkent	capitol
başkent	capital
tank	tank
mardin	mardin
komitesi	committee
edebiyatı	literature
odası	chamber
liga	liga
kaydı	recording
alexander	alexander
filmleri	films
ödüller	rewards
ödüller	awards
ödüller	prizes
yazılı	written
tepe	tepe
tepe	hill
tepe	hills
malatya	malatya
alma	alma
oscar	oscar
servisi	service
kelime	word
kelime	vocabulary
kelime	words
miktarda	amounts
miktarda	quantities
evet	yes
evet	yeah
göl	lake
antonio	antonio
filistin	palestine
filistin	palestinian
sıcaklık	temperature
sıcaklık	heat
sıcaklık	temperatures
sıcaklık	warmth
ürünleri	products
aracılığıyla	via
aracılığıyla	through
eleme	elimination
konuk	guest
konuk	guests
geç	late
geç	skip
adım	step
bronz	bronze
münih	munich
brown	brown
parlak	bright
parlak	shiny
parlak	glossy
ermenistan	armenia
coğrafya	geography
ulaştı	reached
scott	scott
kimse	anyone
kimse	nobody
güncel	current
şeyh	sheikh
şeyh	shaykh
şeyh	sheik
toprakları	lands
toprakları	soils
getirdi	brought
yazılım	software
topluluk	community
topluluk	society
topluluk	ensemble
asyalı	asian
geçerek	through
kesinlikle	absolutely
kesinlikle	exactly
kesinlikle	definitely
kesinlikle	totally
tanınan	recognised
tanınan	recognized
karısı	wife
sanatlar	arts
matematik	maths
matematik	mathematics
matematik	math
düşünce	thought
düşünce	thinking
düşünce	thoughts
kat	layers
kat	fold
kat	floor
kat	kat
iskoçya	scotland
hızı	speed
hızı	speeds
salonu	hall
politika	policy
politika	politics
görsel	image
görsel	visual
arazi	land
arazi	terrain
seçilen	chosen
seçilen	selected
evlendi	married
anayasa	constitutional
anayasa	constitution
kariyer	career
kariyer	careers
üstünde	above
hedef	goal
hedef	destination
hedef	aim
hedef	target
yaşadı	lived
örgütü	organisation
kalır	stays
bbc	bbc
takımlar	suits
takımlar	teams
kılıç	blade
kılıç	swords
kılıç	sword
am	pussy
london	london
hariç	excluding
hariç	except
hariç	excluded
hariç	exclude
kuantum	quantum
venedik	venice
ağrı	pain
ağrı	ararat
ağrı	ağrı
çelebi	çelebi
teorisi	theory
mary	mary
santa	santa
numara	trick
numara	number
kimya	chemical
kimya	chemicals
kimya	chemistry
house	house
yarım	half
harita	map
harita	maps
carlos	carlos
kuvvet	strength
kuvvet	force
değişiklikler	modifications
değişiklikler	changes
türkler	turks
sam	sam
uzunluğu	length
çekilen	filmed
denizli	denizli
işler	jobs
kanun	law
ayrılmıştır	reserved
reklam	ads
reklam	commercial
reklam	advert
reklam	advertising
reklam	advertisement
şeyler	things
şeyler	stuff
otomobil	automobile
otomobil	car
otomobil	automotive
otomobil	auto
otomobil	automobiles
batman	batman
devre	circuit
uçuş	flights
uçuş	flight
kutusu	box
aşık	crush
aşık	lover
yarışma	competition
yarışma	contest
sahipliği	ownership
friedrich	friedrich
latince	latin
yavuz	yavuz
dönüş	return
dönüş	turn
dönüş	rotation
dönüş	spin
ugc	ugc
öncesinde	before
şahin	falcon
şahin	hawk
şahin	buzzard
şahin	hawkeye
sayfada	page
pasifik	pacific
işlem	transaction
işlem	process
işlem	processing
işlem	operation
muğla	muğla
zafer	glory
zafer	triumph
html	html
arama	search
arama	call
ufak	small
öncelikle	primarily
öncelikle	first
istiyorum	want
kısım	section
kısım	part
aktris	actress
hata	mistake
hata	bug
hata	error
kullanıldı	used
kullanıldı	redeemed
blue	blue
kütahya	kütahya
ilişkileri	relationships
ilişkileri	relations
oylama	vote
oylama	voting
bina	building
buffy	buffy
uzanan	stretching
yes	yes
microsoft	microsoft
satış	resale
satış	sales
satış	sale
küresel	spherical
küresel	globally
küresel	global
küresel	globular
reality	reality
hız	velocity
hız	speed
toplu	batch
toplu	bulk
toplu	mass
toplu	aggregate
toplu	aggregated
arasına	mingle
arasına	between
tarzı	style
belediyespor	belediyespor
sekreteri	secretary
düştü	fell
düştü	fallen
desteği	support
simon	simon
yüksekliği	height
komşu	neighbour
komşu	neighbors
komşu	neighbours
komşu	neighbor
