від	จาก
газу	แก๊ส
газу	ก๊าซ
газу	น้ำมัน
обладнання	ฮาร์ดแวร์
обладнання	อุปกรณ์
послідовності	ลำดับ
послідовності	อนุกรม
держава	สภาพ
держава	รัฐ
держава	ชาติ
держава	เนชั่น
держава	nation
безпосередньо	โดยตรง
липні	กรกฎาคม
адже	เพราะ
майстер	อาจารย์
примітка	หมายเหตุ
примітка	บันทึก
примітка	โน้ต
елементи	รายการ
елементи	ธาตุ
елементи	ธาตุ
квітні	april
квітні	เมษายน
програма	แอพพลิเคชัน
програма	โปรแกรม
необхідно	จำเป็น
форма	ฟอร์ม
форма	ยูนิฟอร์ม
відео	วีดีโอ
відео	วิดีโอ
відео	วีดีโอ
відео	วิดีโอ
історик	บัณฑิต
обох	ทั้ง
технології	เทคโนโลยี
технології	วิทยาการ
технології	เทคโนโลยี
груп	กลุ่ม
слів	คำ
слів	ลมปาก
поряд	ใกล้
листопаді	พฤศจิกายน
підвищення	โปรโมท
підвищення	โปรโมชัน
організацій	องค์กร
сторінки	เพจ
сторінки	หน้าที่
сторінки	หน้า
сторінки	เพจ
сторінки	หน้า
відновлення	ฟื้นฟู
відновлення	ซ่อมแซม
відновлення	กู้
поруч	ใกล้
передачі	เบ่ง
передачі	ผลัก
передачі	ดัน
передачі	เข็น
тривалість	ยาว
поразки	พ่าย
поразки	ปราบ
поразки	ปราชัย
географія	ภูมิศาสตร์
містах	เมือง
містах	นคร
угорщини	ฮังการี
вилучення	ลบ
вміст	เนื้อหา
вміст	เนื้อหา
форму	ฟอร์ม
писав	เขียน
писав	เขียน
стану	สถานะ
стану	สถานภาพ
транспорт	ขนส่ง
транспорт	ขนส่ง
переклад	แปล
переклад	แปล
загальний	ทั่วไป
загальний	รวม
загальний	ทั้งหมด
загальний	ทั่วไป
загальний	แม่ทัพ
варто	มูลค่า
варто	คุ้ม
відносини	สัมพันธ์
причина	เหตุ
причина	เหตุผล
причина	สาเหตุ
причина	เพราะ
причина	สาเหตุ
нижній	ลด
нижній	ต่ำ
нижній	ล่าง
італія	อิตาลี
італія	อิตาลี่
політичні	การเมือง
клас	ห้องเรียน
клас	คลาส
клас	เรียน
відродження	ฟื้นฟู
план	แพ็คเกจ
план	วางแผน
план	แผน
смерть	ตาย
сторони	ด้าน
сторони	ไซด์
сторони	ข้าง
сторони	ด้าน
сторони	ข้าง
газета	หนังสือพิมพ์
матері	แม่
матері	มารดา
