से	от
वाइन	вино
फारस	персия
शतरंज	чес
शतरंज	шах
शतरंज	шахмат
गर्भपात	аборт
गर्भपात	аборти
गर्भपात	абортите
प्रकोप	възмущение
प्रकोप	гняв
ग्रीष्म	съмърс
ग्रीष्म	самърс
ग्रीष्म	лета
ग्रीष्म	лятото
