年	taon
物理學	pisika
具體	tukoy
具體	tiyak
具體	partikular
具體	kongkreto
黎巴嫩	lebanese
黎巴嫩	lebanon
領導人	lider
比率	ratio
武力	puwersa
醫師	doktor
醫師	doctor
三重	triple
器官	organo
器官	organs
器官	organo
器官	organ
山谷	lambak
山谷	valley
創意	pagkamalikhain
創意	creative
創意	malikhain
牛津	oxford
當代	kapanahon
協定	kasunduan
協定	kasunduan
規格	detalye
規格	detalye
規格	detalye
規格	spec
終止	pagwawakas
波士頓	boston
雕	agila
雕	lawin
雕	hawk
地獄	impiyerno
地獄	hell
混淆	pagkalito
混淆	nalilito
混淆	nakakalito
參數	parameter
參數	argumento
藏族	tibetan
磡	hom
共用	naibahagi
共用	ibinahagi
共用	nagbahagi
共用	ibinabahagi
共用	pagbabahagi
共用	ibahagi
共用	share
共用	ipamahagi
插曲	episode
樂器	instruments
樂器	pinapalo
樂器	instrumento
清理	paglinis
來賓	bisita
來賓	panauhin
來賓	guest
來賓	panauhin
耶路撒冷	herusalem
耶路撒冷	jerusalem
雕塑	iskultura
雕塑	rebulto
雕塑	statue
藝術家	artista
藝術家	artist
廣西	guangxi
命運	kapalaran
命運	destiny
命運	tadhana
命運	kapalaran
料理	ulam
料理	pagkain
料理	lutong
房子	bahay
房子	bahay
崇拜	kargo
崇拜	kulto
崇拜	pagsamba
積分	points
擔心	alala
例外	eksepsiyon
布拉格	praga
布拉格	prague
指南	patnubay
指南	gabay
插入	insert
插入	insertion
明珠	pearl
明珠	perlas
螺旋	helix
螺旋	spiral
珊瑚	sagay
珊瑚	coral
珊瑚	koral
遼	liao
財務	pinansyal
財務	financial
財務	pananalapi
預測	projection
預測	hula
預測	prediction
預測	forecast
期望	inaasahan
準則	alituntunin
呼籲	apila
呼籲	umapela
呼籲	apela
公平	equity
公平	patas
公平	fairness
電池	baterya
尋求	humingi
窄	makipot
窄	paliitin
窄	makitid
窄	narrower
失蹤	nawawala
失蹤	kulang
獵人	hunters
獵人	hunter
葡萄	ubas
老闆	bossing
老闆	amo
老闆	boss
介入	mamagitan
皇室	royalty
皇室	royal
零售	tingi
零售	retail
富豪	regal
富豪	billionaire
靈魂	kaluluwa
靈魂	soul
靈魂	kaluluwa
殼	shell
殼	sigay
殼	shells
工程師	inhinyero
工程師	engineer
祖母	lola
春天	spring
春天	tagsibol
用法	paggamit
吋	pulgada
神戶	kobe
手術	surgery
手術	operasyon
手術	operation
手術	operasyong
手術	operasyon
行李	bagahe
行李	maleta
行李	bagahe
旁白	narrator
穿著	suot
司徒	stuart
癌症	kanser
練習	pagsasanay
練習	practice
練習	praktis
練習	practice
練習	ehersisyo
練習	ehersisyong
練習	exercise
機體	organismo
分散	kalat
奇怪	kakaiba
氮	nitrogen
同性戀	bading
同性戀	gay
同性戀	bakla
抱	yakap
圖書	libro
圖書	aklat
圖書	book
圖書	libro
圖書	aklat
岡山	okayama
情感	emotion
情感	damdamin
情感	emosyonal
情感	emosyon
情感	emotions
鴨	bibi
妖	dimonyo
妖	demonyo
桂林	guilin
臉	mukha
開啟	buksan
開啟	bukas
開啟	open
效應	effect
效應	epekto
效應	effects
效應	epekto
交叉	krus
交叉	cross
交叉	crossover
分數	fractions
分數	scores
分數	score
分數	iskor
分數	fractional
遊客	bisita
遊客	turista
遊客	turista
分行	sanga
分行	sangay
分行	sangay
強制	sapilitan
強制	sapilitan
女生	girl
女生	girls
蒸汽	singaw
蒸汽	steam
鍵	keys
鍵	susi
鍵	susi
鍵	key
鍵	bono
鍵	bond
人事	tauhan
可汗	khan
氯	chlorine
干涉	mamagitan
干涉	panghihimasok
干涉	pamamagitan
經理	namamahala
經理	manager
經理	tagapamahala
雅各	jacob
小提琴	violin
射手	shooter
假日	pista
假日	holiday
假日	pasko
假日	holidays
假日	bakasyon
假日	kapaskuhan
到期	mawawalan
到期	due
到期	dahil
到期	kapanahunan
到期	matatapos
到期	pagtatapos
敵	kaaway
物業	property
預算	badyet
預算	budget
釜山	pusan
釜山	busan
閃	flash
雕像	rebulto
雕像	statue
敘利亞	syria
敘利亞	suwesya
敘利亞	syrian
短期	maiksi
短期	maikli
短期	short
短期	pandak
短期	maikling
貨	cargo
貨	karga
首頁	tahanan
首頁	bahay
首頁	makauwi
首頁	homepage
西貢	saigon
引力	gravity
德文	aleman
霧	mist
霧	ulap
霧	foggy
霧	fog
霧	hamog
市鎮	communes
免疫	immune
免疫	tinatablan
免疫	kalayaan
編碼	code
編碼	kodigo
編碼	coding
編碼	encode
編碼	encoding
吸	lamunin
啤酒	serbesa
啤酒	beer
星期五	biyernes
上訴	apila
上訴	umapela
上訴	apela
老虎	tiger
老虎	tigre
老虎	tigers
敏感	sensitibong
敏感	sensitive
敏感	sensitibo
敏感	sensitivity
向前	sulong
向前	pasulong
向前	ipasa
時裝	moda
時裝	fashion
富有	mayaman
富有	rich
富有	mayayaman
富有	yaman
富有	mayayamang
每周	lingguhan
每周	lingguhang
任何人	sinuman
簡體	pinasimpleng
魔女	witch
擴張	palawakin
擴張	palawakin
擴張	expansion
斷	broken
斷	panganay
斷	sira
斷	nasira
甲基	methyl
腦	brain
腦	utak
腦	utak
進步	progreso
進步	progresibong
德語	aleman
強度	intensity
強度	lakas
強度	tibay
白金	platinum
走廊	corridor
資料庫	database
金額	halaga
表格	anyo
創新	makabago
創新	innovations
創新	inobasyon
創新	innovation
修正案	amendment
辦事處	tanggapan
辦事處	katungkulan
辦事處	opisina
佛山	foshan
叉	tinidor
海灣	golpo
海灣	gulf
海灣	look
海灣	bay
希爾	burol
錄音	pagtatala
錄音	recording
農民	magsasaka
農民	farmer
農民	magsasaka
赤道	ekwador
回憶	alaala
回憶	memorya
回憶	alaala
有趣	interesting
有趣	interesante
雕刻	iskultura
雕刻	inukit
除外	puwera
除外	maliban
除外	pwera
金色	golden
金色	ginintuang
金色	ginto
金色	gold
理性	dahilan
理性	talino
外表	anyo
外表	itsura
外表	hitsura
外表	panlabas
承諾	pangako
承諾	promises
承諾	nangangako
承諾	pangako
承諾	promise
承諾	pangako
吉田	yoshida
稅	buwis
稅	buwis
缸	cylinder
童年	pagkabata
催化	katalista
百科全書	encyclopedia
橘	orange
橘	kahel
橘	tachibana
建築師	arkitekto
建築師	arkitekto
總是	palagi
總是	laging
彩色	kulay
彩色	kulay
彩色	colored
彩色	kulay
工會	unyon
工會	union
工會	unyong
工會	unyon
蜘蛛	gagamba
蜘蛛	spider
離婚	diborsiyo
離婚	diborsiyado
享受	enjoy
享受	kasiyahan
鑽石	diamond
鑽石	brilyante
鑽石	oros
鑽石	diamonds
週五	biyernes
三菱	mitsubishi
肌	masel
肌	kalamnan
肌	muscle
美女	ganda
美女	maganda
美女	pampaganda
美女	beauty
美女	kagandahan
神經	nerve
神經	nerbiyos
助手	assistant
助手	katulong
溫哥華	vancouver
窩	pugad
地帶	alisan
地帶	strip
混亂	pagkalito
混亂	nagkagulo
混亂	kaguluhan
大堂	lobby
裸	hubad
裸	nakahubad
裸	hubad
校區	campus
馬丁	martin
衝擊	epekto
衝擊	shock
廠商	tagagawa
廠商	gumagawa
光學	optical
光學	optika
卵	itlog
氟	fluoride
出租	taxi
出租	taksi
欄	hanay
欄	haligi
欄	haligi
意志	wills
軍方	military
軍方	pangmilitar
軍方	militar
真理	katotohanan
過度	sobrang
街頭	kalye
伺服器	server
清晰	linaw
清晰	kaliwanagan
背面	krus
醫藥	medisina
醫藥	gamot
醫藥	gamot
推理	pangangatwiran
變更	pagbabago
變更	nagbabago
變更	nababago
變更	palitan
變更	magbabago
變更	pagbabago
變更	baguhin
變更	change
新手	rookie
燒	sunugin
燒	paso
燒	nasusunog
膠	pandikit
膠	gum
膠	gel
渡邊	watanabe
猶太人	jewish
分歧	pagkakaiba
分歧	divergence
分歧	ebolusyong
怪物	halimaw
書寫	isinulat
書寫	nakasulat
書寫	sinulat
書寫	naisulat
書寫	pagsusulat
色情	pornograpiya
色情	sekswal
色情	pornograpiya
色情	porn
股東	shareholder
曝光	nakalabas
曝光	paghalik
曝光	lantad
曝光	exposure
飛行員	pilot
飛行員	piloto
劫	pagnanakaw
鎖	lock
人群	madla
人群	madla
簡化	pagpapagaan
簡化	simplify
簡化	pinasimpleng
從未	never
土壤	lupa
再生	rebirth
水中	lunod
四方	quartet
消費	consumption
消費	paggamit
摩爾	moore
摩爾	nunal
摩爾	mole
洗	hugasan
洗	paghuhugas
磨	paggiling
隕石	meteorita
隕石	bulalakaw
隕石	meteor
井上	inoue
摧毀	sirain
摧毀	wasakin
船隻	ships
船隻	vessels
船隻	vessel
船隻	bangka
船隻	barko
船隻	bangka
否定	maiksing
否定	negatibong
否定	negatibo
否定	negative
個別	magkakahiwalay
個別	indibiduwal
橙	orange
橙	kahel
橙	oranges
嚴格	mahigpit
排序	pagkakaayos
物體	bagay
牙齒	ngipin
牙齒	ngipin
薰	kaoru
元件	sangkap
元件	components
元件	element
元件	elementong
元件	elemento
協調	coordinate
協調	mangasiwa
協調	coordinated
協調	koordinasyon
協調	coordinating
新秀	rookie
尾巴	tail
尾巴	buntot
妖怪	halimaw
度假	pista
度假	holiday
度假	bakasyon
度假	vacation
客戶	customer
客戶	kustomer
客戶	kliyente
客戶	client
客戶	kliyente
諾貝爾	nobel
治理	pamamahala
選民	botante
選民	voters
演技	acting
演技	kumikilos
勇者	brave
勇者	matapang
肌肉	muscles
肌肉	masel
肌肉	kalamnan
肌肉	muscle
火車	tren
火車	tren
磷酸	phosphate
蛙	palaka
千年	milenyo
千年	millennium
觀看	pinapanood
觀看	nanonood
觀看	pinanonood
觀看	watch
觀看	panoorin
觀看	relo
重型	mabigat
肩	balikat
肩	balikat
水手	mandaragat
答案	sagutin
答案	sagot
臂	bisig
臂	braso
領先	nangunguna
領先	lead
領先	humantong
領先	tingga
領先	pamunuan
參議院	senado
武田	takeda
鏡頭	lens
鏡頭	lente
鏡頭	kamera
鏡頭	camera
鏡頭	shots
頭銜	pamagat
前提	palagay
時尚	makabago
時尚	moda
時尚	fashion
審判	pagsubok
審判	trial
審判	trials
三角形	tatsulok
民生	kabuhayan
民生	ikabubuhay
透明	transparent
透明	transparency
督察	inspector
野生	wild
野生	ligaw
大理	dali
用品	supplies
用品	suplay
混凝土	kongkreto
碘	iodine
鈴	bell
秋季	taglagas
秋季	autumn
秋季	taglagas
秋季	mahulog
同事	kasamahan
同事	katrabaho
裁定	namumuno
封鎖	blockade
珍珠	pearl
珍珠	perlas
珍珠	pearls
群眾	madla
人民幣	renminbi
棉	bulak
棉	cotton
外交官	diplomat
終極	panghuli
終極	ultimate
終極	pangwakas
源於	pinagmulang
安置	paglalagay
安置	paglalagyan
旋律	melody
召喚	summon
奔	ben
底部	ibaba
底部	ilalim
衣服	pananamit
衣服	damit
衣服	kasuotan
衣服	damit
認可	accreditation
終結	matatapos
終結	katapusan
終結	pagtatapos
終結	tapusin
終結	dulo
風險	panganib
象棋	ahedres
象棋	chess
剪	hiwa
剪	cut
標記	pagmamarka
標記	tags
標記	mark
標記	tag
標記	marks
標記	marker
標記	pananda
指向	turo
鋼鐵	bakal
鋼鐵	steel
鋼鐵	asero
鋼鐵	bakal
鋼鐵	iron
新教	protestantismo
新教	protestant
火焰	fire
火焰	sunog
火焰	apoy
火焰	apoy
火焰	flames
雲南	yunnan
魁北克	québec
魁北克	quebec
速率	rate
年級	grade
聚會	partido
聚會	party
聚會	pagdiriwang
聚會	pagtitipon
聚會	pagtitipon
轟炸	bombings
轟炸	pambobomba
轟炸	pagbomba
捐款	ambag
捐款	donasyon
捐款	abuloy
捐款	donate
捐款	donasyon
烈士	martir
烈士	martir
寵物	pet
寵物	alaga
寵物	alaga
春季	spring
春季	tagsibol
夫婦	couples
亞美尼亞	armenia
科爾	cole
卓越	kahusayan
屍	bangkay
遷移	ilipat
螢幕	screen
真菌	fungus
真菌	fungal
真菌	fungi
號碼	bilang
鞋	sapatos
馬其頓	masedonyo
馬其頓	masedonya
俄亥俄州	ohio
羽毛	feather
羽毛	feathers
消耗	ozone
消耗	consumption
消耗	paggamit
期限	tagal
期限	taning
期限	deadline
肥	taba
肥	mataba
總計	kabuuang
總計	kabuuan
社交	pakikisalamuha
社交	panlipunan
社交	social
社交	sosyal
害怕	natatakot
概率	probabilidad
缺少	nawawala
缺少	kulang
繪畫	painting
繪畫	pinta
繪畫	pagguhit
繪畫	drawing
繪畫	kuwadro
登山	umaakyat
登山	hiking
溶液	solusyon
攻勢	nakakasakit
吸血鬼	bampira
吸血鬼	vampire
被告	inakusahan
被告	defendant
河谷	lambak
河谷	valley
暱稱	palayaw
暱稱	palayaw
美人	pampaganda
美人	beauty
美人	kagandahan
血管	ugat
潛艇	submarine
人造	artipisyal
人造	artificial
貝克	baker
中止	huminto
決戰	duel
決戰	showdown
栗	mayang
殺手	killer
頌	oda
頌	ode
偷	nakawin
偷	magnakaw
隱藏	nakatagong
隱藏	nakatago
隱藏	itinago
隱藏	itago
隱藏	tinatago
隱藏	nagtatago
隱藏	itinatago
隱藏	pagtatago
暗示	pahiwatig
星星	bituin
星星	star
星星	stars
多元	plurality
道具	prop
道具	props
合金	alloy
合金	alloys
矮	maiksi
矮	maikli
矮	short
矮	pandak
矮	maikling
矮	bulilit
矮	duwende
疊	fold
討伐	krusada
酒吧	bars
酒吧	hadlangan
酒吧	bar
酒吧	pub
撤回	pagalis
石川	ishikawa
盲	bulag
民兵	militia
制服	uniporme
制服	uniporme
制服	uniform
介面	interface
場景	pinangyarihan
場景	eksena
場景	tanawin
場景	tanawin
痛	sakit
痛	kirot
星雲	nebula
怕	natatakot
包裹	wrap
包裹	balot
包裹	pakete
包裹	package
配樂	soundtrack
山區	bundok
山區	bundok
進口	import
進口	imported
進口	importation
進口	import
中型	katamtaman
匿名	anonymous
四名	apat
陽光	sun
陽光	araw
陽光	sunshine
陽光	sunlight
宗旨	naglalayong
猜	hulaan
束	beam
現存	umiiral
行程	trip
行程	biyahe
行程	itinerary
拘捕	arrest
信義	xinyi
鄉村	kabukiran
鄉村	villages
鄉村	nayon
鄉村	nayon
偉大	sarap
偉大	magaling
房間	silid
房間	kuwarto
房間	kwarto
房間	kuwarto
房間	kwarto
溪流	streams
溪流	batis
溪流	daloy
運算	operation
運算	operasyong
運算	operasyon
運算	computing
回收	pagbawi
回收	pagbangon
回收	paggaling
回收	recovery
卸任	papalabas
有用	makatutulong
瘤	tumor
瘤	bukol
拉丁文	latin
收視率	rating
收視率	ratings
電信	telecom
電信	telekomunikasyon
壩	dam
情緒	emotion
情緒	damdamin
情緒	kalooban
情緒	mood
情緒	emosyon
情緒	emotions
被俘	nakunan
被俘	captured
夫妻	couples
灌木	palumpong
甜	sweet
甜	matamis
離子	iono
離子	ions
演講	lektura
演講	speech
演講	pananalita
演講	talumpati
演講	pagsasalita
演講	lecture
演講	panayam
榴彈	grenade
偽	pseudo
百合	lily
體制	institusyon
麥可	michael
參觀	puntahan
參觀	pagbisita
淨	net
用語	tuntunin
用語	takda
土星	saturn
吉他手	gitarista
仁川	incheon
線路	linyang
線路	linya
線路	line
挖掘	paghuhukay
挖掘	excavations
挖掘	digging
槍械	baril
喉	lalamunan
先進	pauna
先進	advanced
順序	order
順序	sequence
護照	pasaporte
護照	passport
底特律	detroit
川崎	kawasaki
傳送	transmission
傳送	paghahatid
嵐	arashi
嵐	lan
條款	clause
條款	tuntunin
條款	takda
管道	tubo
管道	pipa
管道	pipe
管道	tubo
路徑	pathway
路徑	landas
路徑	path
路徑	pathways
路徑	landas
邏輯	lohikal
邏輯	lohika
邏輯	logic
被殺	napatay
被殺	pinatay
宗教信仰	pananampalataya
宗教信仰	relihiyon
新潟	niigata
墓地	cemetery
墓地	libingan
墓地	sementeryo
看台	stands
範	van
範	phạm
範	fan
範	tagahanga
宮崎	miyazaki
終身	habambuhay
終身	lifetime
變形	deformed
變形	pagbabagong
變形	transformation
變形	transform
歡樂	joy
海報	poster
海報	poster
心臟	heart
心臟	puso
受害者	biktima
受害者	biktima
否認	tanggihan
否認	maiksing
公正	fairness
珍妮	jenny
較低	lower
鳥類	birds
鳥類	ibon
攜帶	carry
攜帶	dalang
攜帶	dala
虛擬	birtwal
虛擬	virtual
電機	motor
圖案	pattern
童軍	pakikipagsapalaran
童軍	scout
童軍	scout
昆蟲	insekto
昆蟲	barang
摔角	wrestling
部件	parts
運動場	palaruan
運動場	stadium
卡洛斯	carlos
男友	bf
男友	boyfriend
許可	pahintulutan
許可	permit
許可	lisensya
許可	licence
許可	pahintulot
許可	permiso
卡片	baraha
卡片	card
陝西	shaanxi
歐元	eur
歐元	euro
集體	collective
集體	collectivity
胎	gulong
近似	tinantiyang
熱門	popular
熱門	sikat
熱門	tuktok
熱門	nangunguna
熱門	itaas
熱門	nauuso
熱門	trending
崛起	tumaas
貨運	cargo
貨運	karga
貨運	kargamento
貨運	padala
貨運	kargada
貨運	kargamento
水泥	kongkreto
水泥	semento
平壤	pyongyang
隊友	mate
隊友	teammate
同位素	isotopes
同位素	isotopo
教皇	papa
大使館	embahada
初始	initial
初始	inisyal
財產	property
始終	palagi
始終	laging
支配	dominance
優先	priority
優先	prayoridad
米勒	miller
碎片	fragments
碎片	gumuhong
碎片	salubsob
怪獸	beast
怪獸	halimaw
怒	galit
怒	poot
怒	magalit
怒	galit
怒	nagagalit
怒	wrath
怒	rage
密集	masinsinang
密集	siksik
密集	matinding
流星	bulalakaw
流星	meteor
對稱	symmetry
電訊	telecom
電訊	telekomunikasyon
戲院	sinehan
戲院	theater
戲院	teatro
戲院	tanghalan
戲院	sinehan
戲院	cinema
加密	kriptograpiya
海盜	pirata
海盜	pirate
流程	daloy
武術	wushu
委內瑞拉	venezuela
已故	namayapa
已故	namatay
長野	nagano
星球	planeta
謎	misteryo
謎	palaisipan
謎	enigma
鎮壓	repression
鎮壓	suppression
苗族	hmong
苗族	miao
伊斯蘭教	islam
後備	backup
男爵	baron
長者	elders
長者	matatanda
保證	garantisadong
保證	garantiya
航海	paglalayag
航海	nautical
監視	pagbabantay
奈良	nara
有線	wire
有線	cable
梵	van
梵	brahma
發射器	transmitter
擴建	expansion
末端	matatapos
痛苦	paghihirap
痛苦	sakit
痛苦	kirot
助攻	tumulong
助攻	assists
助攻	tumutulong
數值	numeric
數值	halaga
月亮	buwan
月亮	moon
司機	driver
司機	drayber
叛亂	kokhba
叛亂	paghihimagsik
梅爾	mel
碰撞	collision
碰撞	banggaan
碰撞	clash
簽	senyas
簽	tanda
契約	compact
契約	deed
階級	klase
圓形	bilog
圓形	bilog
帳號	account
共計	kabuuang
共計	kabuuan
丘陵	burol
丘陵	hills
推測	haka
巴林	bahrain
個體	indibiduwal
毛利	mori
駁回	alisin
動態	feed
動態	story
動態	kuwento
動態	kwento
動態	dynamic
動態	kuwento
動態	gawain
動態	aktibidad
動態	dinamika
晉升	promotion
晉升	promotion
晉升	promosyon
大氣	kapaligiran
大氣	atmospheric
釋出	bitawan
釋出	ilabas
釋出	pakawalan
預期	inaasahan
預期	inaasahang
預期	inaasahan
預期	inasahan
預期	anticipated
流感	trangkaso
劇院	sinehan
劇院	theater
劇院	teatro
劇院	tanghalan
費城	philadelphia
鄒	chow
人格	persona
人格	personalities
人格	personalidad
人格	pagkatao
瘋狂	insane
瘋狂	nababaliw
瘋狂	ulol
瘋狂	baliw
瘋狂	loko
瘋狂	kabaliwan
綽號	palayaw
綽號	palayaw
幽默	katatawanan
幽默	pagpapatawa
實體	entidad
實體	entidad
實體	entity
異常	abnormal
每一個	kada
每一個	tuwing
每一個	bawat
口號	slogan
口號	islogan
維也納	vienna
繼任	successor
繼任	apostoliko
都城	capitol
元帥	marshal
頸	leeg
摩洛哥	morocco
頜	panga
獎章	medalya
獎章	medal
獎章	medals
楓	maple
症狀	sintomas
兵庫	aaaral
清除	burahin
清除	malinaw
天橋	flyover
天橋	overpass
蹄	paa
神聖	banal
神聖	banal
地表	ibabaw
學位	degrees
學位	degree
學位	antas
光譜	spectral
光譜	spectra
光譜	spectrum
光譜	spectroscopy
景點	attractions
景點	tanawin
景點	attraction
景點	akit
適用	naaangkop
適用	apply
適用	ilapat
業餘	amateurs
業餘	baguhan
鯊	pating
腹部	puson
肯尼迪	kennedy
寬頻	broadband
煥	hwan
致命	nakamamatay
致命	aswang
魚雷	torpedo
模糊	malabo
模糊	malabo
猿	apes
猿	ape
斯通	bato
盆	basin
極限	limitasyon
極限	limitahan
極限	limitasyon
極限	grabe
極限	grave
蜂	bubuyog
蜂	bee
續集	sequels
續集	sequel
碗	bowl
碗	mangkok
拼	spell
稍後	mamaya
級別	antas
級別	level
代表團	delegasyon
看起來	mukhang
比分	score
比分	iskor
挖	digging
集會	assemblies
集會	rally
區分	pagkita
區分	pinagkaiba
燦	chan
瑤	yao
瑤	mien
傷亡	casualties
信心	pananampalataya
信心	tiwala
信心	kagitingan
信心	kompiyansa
信心	nakatitiyak
明天	bukas
集結	rally
場合	okasyon
杖	rod
先鋒	pioneer
先鋒	vanguard
先鋒	pioneers
動詞	pandiwa
足利	ashikaga
體積	volume
體積	laki
體積	sukat
暗殺	asasinasyon
噴射	jet
復仇	vengeance
復仇	paghihiganti
燃燒	sunugin
燃燒	paso
燃燒	nasusunog
感受	feel
感受	pakiramdam
感受	feeling
感受	pakiramdam
感受	nararamdaman
感受	nadarama
感受	damdamin
感受	feelings
射程	saklaw
射程	hanay
魅力	glamour
魅力	alindog
魅力	charm
茄	solanum
茄	talong
起義	warsaw
起義	kokhba
兵團	regiment
廈門	xiamen
培訓	pagsasanay
大教堂	katedral
聯軍	samahan
聯軍	coalition
鰓	gill
鰓	hasang
暴露	nakalabas
暴露	lantad
暴露	exposure
培養	grooming
消費者	consumer
消費者	mamimili
消費者	consumers
生育	panganganak
生育	pertilidad
雲端	ulap
屍體	katawan
寸	pulgada
時刻	moments
時刻	sandali
時刻	sandali
時刻	moment
蝦	alamang
蝦	hipon
專利	patent
專利	patents
田徑	athletics
矛	spear
追蹤	track
追蹤	subaybayan
追蹤	pagsubaybay
售票	ticket
售票	tiket
區別	pinagkaiba
區別	pagkakaiba
搞笑	nakakatuwa
搞笑	funny
搞笑	nakakatawa
三部曲	trilogy
村落	nayon
發言人	spokesperson
發言人	tagapagsalita
葡萄酒	alak
音樂劇	musikal
音樂劇	musical
樸	liwasan
樸	park
半徑	radius
六個	anim
標籤	tag
標籤	tab
標籤	tags
標籤	label
放大	zoom
肝	atay
傳記	biographies
傳記	talambuhay
失望	bigo
失望	pagkabigo
瑾	jane
雅克	jacques
安迪	andy
辦公	tanggapan
辦公	katungkulan
辦公	opisina
屬性	attribute
屬性	property
屬性	katangian
屬性	attributes
種植	planting
種植	paglilinang
氫	hydrogen
豐田	toyota
名譽	advertise
名譽	honorary
名譽	reputasyon
名譽	karangalan
光子	mitsuko
光子	photon
特點	katangian
特點	tampok
特點	katangian
特點	katangian
磷	phosphorus
品種	lahi
品種	varieties
書記	clerk
瑪莉	mary
瑪莉	maria
霜	frost
霜	cream
海豚	dolphin
海豚	dolphins
紫色	purple
紫色	ube
紫色	lila
電流	current
電流	kasalukuyan
電流	kasalukuyang
特快	ipahayag
特快	express
遙	haruka
正統	ortodoksong
國外	overseas
國外	abroad
千克	kilogramo
千克	kilo
密碼	code
密碼	kodigo
密碼	password
帽子	sumbrero
帽子	sombrero
帽子	sumbrero
普查	census
中西	midwest
腺	gland
腺	glandula
海軍陸戰隊	marines
歌劇	opera
焦點	focus
焦點	tuon
冬天	taglamig
冬天	winter
紀元	epoch
幸運	swerte
幸運	suwerte
幸運	lucky
里斯本	lisboa
霍爾	hall
資本	capital
資本	kabisera
資本	kapital
拓展	expansion
拓展	palawakin
團結	unity
團結	pagkakaisa
團結	pagkakaisa
三級	antas
三級	level
魔鬼	satanas
魔鬼	devil
獎勵	bonus
獎勵	incentives
獎勵	parangal
獎勵	awards
獎勵	gantimpala
合唱團	koro
合唱團	chorus
國防	depensa
國防	defense
國防	pagtatanggol
國防	ipagtanggol
文書	pinapalo
文書	instrumento
文書	instruments
容許	pahintulutan
容許	payagan
意圖	intention
意圖	hangarin
物件	bagay
物件	object
物件	bagay
背叛	betrayal
培育	breeding
培育	aanak
培育	magpalaki
培育	pagyamanin
培育	magsaka
物流	logistics
味道	lasa
味道	amoy
空降	makalipad
潮流	tide
招募	pangangalap
招募	recruiting
招募	recruit
對決	showdown
體驗	maranasan
體驗	karanasan
禽	fowl
河內	hanoi
裝飾	hiyas
裝飾	dekorasyon
裝飾	pamasko
裝飾	dekorasyon
裝飾	deco
裝飾	dekorasyon
婚禮	kasal
婚禮	kasalan
婚禮	wedding
術語	term
術語	termino
術語	kataga
術語	tuntunin
術語	takda
術語	terminolohiya
接待	reception
接待	pagtanggap
倒塌	pagguho
倒塌	pagbagsak
明日	bukas
櫻花	sakura
王牌	aces
王牌	dalubhasa
王牌	ace
爪哇	java
縮短	shorter
縮短	pinaikli
縮短	paikliin
縮短	mantika
上限	kisame
上限	takip
上限	cap
上限	limitasyon
上限	limitahan
星期二	tuesday
星期二	martes
研究者	researcher
研究者	nananaliksik
研究者	mananaliksik
合格	kwalipikado
水果	prutas
水果	bunga
水果	fruits
水果	prutas
徹底	masusing
句子	pangungusap
句子	pangungusap
麵包	tinapay
商務	commerce
商務	biz
商務	negosyong
商務	negosyo
議長	speaker
議長	nagsasalita
議長	tagapagsalita
使徒	apostol
使徒	alagad
使徒	apostol
使徒	apostolic
聖母	madonna
巴拉圭	paraguay
過往	nakaraan
過往	nakalipas
過往	nakaraang
可愛	cute
可愛	lovely
可愛	cutey
可愛	cutie
可愛	nakakatuwa
可愛	adorable
兔子	bunny
兔子	kuneho
兔子	rabbit
超新星	supernoba
大洋洲	oceania
封建	feudal
針	karayom
針	needle
丈	joe
蝙蝠	bat
蝙蝠	paniki
褐	brown
褐	kayumanggi
綾	aya
或許	marahil
或許	siguro
或許	baka
煤炭	uling
真空	vacuum
鬥士	fighters
鬥士	palaban
鬥士	fighter
星空	stars
聶	nie
蔬菜	gulay
蔬菜	gulay
索引	index
華麗	glam
華麗	magnificent
華麗	gorgeous
木材	kahoy
木材	wood
木材	troso
唱歌	sing
唱歌	kumanta
唱歌	kumakanta
唱歌	kantahan
唱歌	pagkanta
正規	pormal
模特	models
模特	modelo
模特	modeling
放射性	radiation
放射性	radioactive
候選	kandidato
候選	candidate
埋	ilibing
埋	ibaon
埋	buried
閃電	kidlat
閃電	lightning
零件	parts
儀器	instrumentation
儀器	apparatus
儀器	pinapalo
儀器	instrumento
儀器	instruments
活塞	piston
抽象	abstract
魔術	trick
魔術	salamangka
魔術	magic
週一	lunes
週一	monday
流動	daloy
流動	mobility
中斷	break
連線	ikonekta
連線	kumonekta
電壓	boltahe
奇蹟	miracles
奇蹟	himala
奇蹟	himala
奇蹟	milagro
奇蹟	miracle
煮	lutuin
煮	kusinero
煮	nagluluto
煮	pagluluto
煮	pigsa
專屬	exclusive
專屬	eksklusibo
專屬	eksklusibong
相機	kamera
相機	camera
土著	katutubo
土著	indigenous
進化	evolve
進化	evolution
進化	ebolusyon
進化	ebolusyonaryong
進化	evolved
家鄉	hometown
聖誕	pasko
聖誕	christmas
明亮	bright
明亮	maliwanag
起草	pagbalangkas
巡航	paglalayag
巡航	cruise
巧克力	tsokolate
巧克力	chocolate
熊本	kumamoto
將來	kinabukasan
將來	hinaharap
無敵	invincible
雷諾	reno
體操	gymnastics
瞳	hitomi
欠	utang
講座	lektura
講座	lecture
講座	panayam
照明	illumination
照明	lighting
照明	ilaw
行銷	pamimili
行銷	marketing
外籍	foreign
外籍	dayuhang
海地	hayti
海地	haiti
查詢	query
查詢	katanungan
查詢	pagtatanong
查詢	katanungan
語音	boses
語音	speech
語音	pananalita
語音	talumpati
語音	pagsasalita
甲板	deck
甲板	kubyerta
甲板	deck
