yang	ян
dianggap	вважалося
menyertai	приєднався
menyertai	долучився
menyertai	приєдналися
menyertai	приєднується
menyertai	приєдналася
menyertai	приєднується
menyertai	вступає
menyertai	приєднання
sesetengah	дехто
sesetengah	деякі
sesetengah	якесь
sesetengah	якийсь
sesetengah	трохи
hutan	ліси
hutan	лісах
hutan	лісами
hutan	лісі
hutan	лісова
hutan	ліс
contoh	зразки
contoh	зразок
contoh	приклад
contoh	зразка
contoh	приклад
contoh	прикладу
contoh	приклади
bintang	зоря
bintang	зірочки
bintang	зоряні
bintang	зірка
bintang	зірки
dikeluarkan	видала
dikeluarkan	виданий
dikeluarkan	випущено
dikeluarkan	вилучено
dikeluarkan	видалили
dikeluarkan	вилучені
dikeluarkan	видалено
dikeluarkan	випустили
dikeluarkan	випущено
spesies	виді
spesies	вид
spesies	види
diadakan	тримали
diadakan	проведено
sekarang	тепер
sekarang	зараз
sudah	уже
sudah	вже
pengarah	режисер
pengarah	директор
pengarah	директорів
kita	кіта
world	світовий
world	світ
world	світе
world	world
fifa	fifa
fifa	фіфа
pantai	пляжний
pantai	біч
pantai	пляж
pantai	пляжі
pertempuran	combat
pertempuran	бійця
pertempuran	комбат
pertempuran	бойове
pertempuran	battle
pertempuran	битва
pertempuran	бій
afrika	африка
afrika	африканська
afrika	африканський
afrika	африканські
afrika	африканських
karya	шедевр
jam	годин
jam	години
jam	година
jam	години
jam	годину
jam	годинник
drama	драматичний
drama	драма
drama	драми
istilah	термінології
masing	відповідно
kedah	кедах
top	згори
top	вгорі
top	топ
top	верхній
top	найпопулярніші
top	зверху
portal	портала
portal	портал
masalah	задача
masalah	проблему
masalah	проблема
masalah	проблем
masalah	проблеми
masalah	біді
masalah	біда
john	джон
john	іоанн
john	іван
mati	загине
mati	die
mati	померти
mati	помер
mati	померла
mati	мертвий
mati	dead
mengandungi	містить
mengandungi	містяться
eest	eest
eet	eet
merujuk	посилається
ali	алі
pelajaran	уроки
pelajaran	урок
ikan	риб
ikan	риба
ikan	рибу
ikan	рибка
ikan	риби
membantu	допомогу
membantu	допомагати
membantu	допомагають
membantu	допоможе
membantu	допомогає
membantu	допомагає
membantu	корисні
membantu	корисно
membantu	корисна
membantu	корисний
membantu	допоможіть
membantu	допомогти
membantu	допомога
membantu	довідка
membantu	допомогу
haute	от
berbanding	порівняно
khas	особливі
khas	спеціальні
khas	типові
khas	типова
khas	типовий
rusia	російська
rusia	російською
rusia	російську
rusia	росії
rusia	росію
rusia	росія
rusia	руські
rusia	росіян
rusia	росіяни
keputusan	рішенням
keputusan	рішення
keputusan	рішення
keputusan	рішень
keputusan	результати
bandaraya	місто
bandaraya	міста
bandaraya	городи
bandaraya	містах
bandaraya	міст
single	розряд
single	окремі
single	single
single	самотній
imej	зображення
imej	зображень
imej	зображення
purata	середній
purata	середнє
purata	середня
purata	середнього
malam	ночі
malam	ніч
rom	роман
rom	рим
rom	rom
tambahan	додаткові
tambahan	додатковий
tambahan	зайві
tambahan	додаткова
tambahan	додаткові
tambahan	додавання
tan	тонна
tan	tan
tan	тан
tan	тань
tan	тонну
tan	тонни
empayar	empires
empayar	імперія
bebas	самостійна
bebas	незалежні
bebas	незалежна
bebas	незалежний
bebas	незалежне
hal	фішка
hal	річ
hal	затори
hal	гал
dato	дато
laluan	контур
laluan	шлях
industri	industries
industri	галузі
industri	індустрії
industri	галузь
industri	галузі
industri	індустрія
industri	промисловість
industri	промислові
industri	промислова
industri	промисловий
proses	процес
proses	обробити
proses	процесу
proses	процеси
proses	процесів
pusingan	раунди
pusingan	раундів
pusingan	кругла
pusingan	круглий
pusingan	round
pusingan	раунд
jawatan	позиції
jawatan	позицій
jawatan	пости
jawatan	дописи
jawatan	розташування
jawatan	позиція
jawatan	положення
jawatan	позиції
tak	не
tak	not
tak	tak
tenaga	енергія
tenaga	влада
tenaga	живлення
tenaga	сила
tenaga	power
teknologi	технологій
teknologi	technologies
teknologi	технології
teknologi	технологія
teknologi	технології
mencapai	сягає
mencapai	досягненні
bangsa	держава
bangsa	нації
bangsa	нація
persatuan	асоціації
persatuan	асоціації
persatuan	асоціація
model	models
model	моделі
model	моделей
model	модель
model	моделі
slovakia	словацька
slovakia	словаччині
slovakia	словаччина
diberikan	вказаний
diberikan	дано
diberikan	надано
diberikan	даного
england	англія
minit	хв
minit	хвилин
minit	хвилини
minit	хвилини
minit	хвилина
dipanggil	назвали
dipanggil	викликала
dipanggil	називається
dipanggil	викликали
tun	tun
sesuatu	щось
sesuatu	дещо
sesuatu	чимось
kanada	канаді
kanada	канади
kanada	канаду
kanada	канада
kanada	канадці
kanada	канадська
kanada	канадський
kanada	canadian
abu	попіл
abu	прах
abu	попіл
abu	ash
abu	аш
abu	еш
abu	абу
baginda	оглянули
kategori	категорія
kategori	категорії
kebolehan	здатність
kebolehan	можливість
mudah	легка
mudah	легкі
mudah	легко
mudah	легке
hubungan	взаємини
hubungan	стосунки
hubungan	взаємовідношення
hubungan	відносини
allah	божі
allah	боже
allah	бога
allah	бог
allah	богу
allah	аллах
ditubuhkan	встановлено
ditubuhkan	подальшому
