като	soos
звезда	star
училища	skole
атина	athene
атина	athene
атина	athena
лично	persoonlik
лично	persoonlike
вижда	sees
участник	deelnemer
седем	sewe
седем	sewende
общност	samelewing
общност	gemeenskap
общност	community
използване	gebruik
използване	gebruik
проблем	probleem
проблем	problem
проблем	sukkel
технически	tegniese
технически	tegnies
полковник	kolonel
лица	gesigte
характер	persoonlikheid
пропаганда	propaganda
цезар	caesar
цезар	cesar
словения	slowenië
труд	werk
труд	arbeid
труд	labour
труд	arbeid
наследство	legacy
наследство	erfenis
наследство	heritage
залив	baai
залив	bay
общ	gemeen
общ	common
общ	gemeenskaplike
общ	totale
международен	internasionaal
международен	internasionale
ангел	engel
ангел	angel
знаме	vlaggie
знаме	vlag
знаме	rapporteer
знаме	banier
митология	mitologie
федерация	commonwealth
федерация	federasie
методий	methodius
бели	white
режим	modus
режим	regime
дълги	lank
обществото	samelewing
обществото	gemeenskap
обществото	geselskap
нейните	hers
революционна	rewolusionêre
кипър	cyprus
легенда	legende
източно	oos
сити	stad
любов	liefde
спартак	spartacus
спартак	spartak
методи	metodes
галерия	galery
камък	klip
камък	rock
църкви	kerke
древен	antieke
блокиране	blokkering
блокиране	blokkeer
блокиране	blokkeer
блокиране	blok
народни	folk
мюнхен	münchen
мюнхен	munich
квартал	woonbuurt
квартал	woonbuurt
конго	kongo
открито	outdoor
открито	buite
открито	buitelug
защитата	verdediging
лекар	dokter
лекар	doctor
крепостта	fortress
емил	emile
емил	emil
женен	getroude
женен	getrou
женен	getroud
играта	speletjie
играта	spel
промяна	veranderings
промяна	verander
промяна	wysig
собственост	eiendom
собственост	eienaarskap
хенри	henry
кампания	kampanië
кампания	veldtog
жените	vroue
жените	vrouens
специални	spesiaal
наистина	inderdaad
наистина	werklik
наистина	voorwaar
независимост	onafhanklikheid
транспорт	vervoer
транспорт	vervoer
транспорт	transport
правила	reëls
линии	reëls
омъжена	getroude
омъжена	getrou
омъжена	getroud
трудно	hard
трудно	harde
трудно	moeilik
трудно	moeilik
номинация	nomination
тяхното	hul
изглежда	blyk
изглежда	lyk
шумен	loud
шумен	verdra
корпус	hull
корпус	corpus
корпус	korps
участък	division
участък	deling
конгрес	congress
конгрес	konvensie
конгрес	convention
лице	gesiggie
лице	gesig
страницата	blad
страницата	bladsy
художници	skilders
художници	kunstenaars
машини	masjinerie
машини	masjiene
оръжие	wapens
оръжие	bewapen
оръжие	wapen
оръжие	gun
оръжие	arms
нидерландия	nederlande
нидерландия	netherlands
нидерландия	nederland
съединени	aangesluit
паша	pasha
паша	perdagtige
основана	gestig
гара	stasie
наречена	geroep
наречена	gebel
наречена	naamlik
размер	groote
споменава	meldings
количество	bedrag
количество	hoeveelheid
количество	aantal
количество	kwantiteit
брега	shore
снимка	prent
снимка	photograph
снимка	foto
басейн	swembad
бас	bas
бял	white
оръдия	cannon
оръдия	kanon
етнически	etniese
етнически	etnies
виктор	viktor
виктор	victor
министерство	ministry
министерство	ministerie
министерство	hoofgebou
освобождението	bevryding
дърво	hout
дърво	boom
граждани	landsburgers
граждани	burgers
граждани	citizens
върха	bokant
върха	bo
върха	hoogs
поредица	reeks
поредица	series
членовете	lede
фаза	phase
фаза	fase
високи	hoë
високи	hoog
високи	tall
високи	lank
високи	hoog
документи	papers
храна	kos
храна	voedsel
храна	ete
вашингтон	washington
глобус	aardbol
глобус	globe
хан	hahn
хан	khan
хан	han
босна	bosnië
библиография	bibliography
бригада	brigade
важни	belangrik
