年	aasta
顯示	etendus
顯示	show
制度	režiimi
制度	režiim
報告	aruanne
報告	raport
報告	raporti
報告	ettekanne
報告	aruandlus
報告	ettekanded
報告	aruanded
報告	raportid
秒	sekundid
秒	sekundit
秒	teine
秒	teiseks
秒	sec
秒	sek
第五	viies
第五	viiendaks
雲	pilvede
雲	pilvi
雲	pilved
雲	pilve
雲	pilved
雲	cloud
雲	pilv
雲	yun
小說	romaan
小說	romaani
小說	romaane
小說	väljamõeldis
風	tuul
風	tuule
程度	kraadi
程度	kraad
導演	direktor
導演	režissöör
導演	lavastaja
父親	isa
和平	peace
和平	rahu
西北	northwesterni
西北	loode
產生	genereerimine
圈	ringid
圈	ring
圈	circle
圈	ringi
修改	muuda
修改	modifitseeritud
修改	muudetud
修改	muutmine
直	sirge
生產	valmistamine
生產	tootmine
生產	tootmine
生產	toodang
申請	rakendused
申請	taotlused
申請	taotlus
申請	rakendus
申請	kohaldamine
單	üksik
單	ühtne
單	valla
單	ühtse
單	ühekordne
單	vallaline
谷	org
谷	oru
谷	valley
魏	wei
巴黎	pariis
巴黎	pariisi
家庭	perekonnad
家庭	pered
家庭	pere
家庭	perekond
宗教	religioon
宗教	usklik
宗教	religioosne
宗教	religioonid
英格蘭	inglismaal
英格蘭	inglismaa
聯合	ühine
聯合	ühise
當地	kohalikult
當地	lokaalselt
當地	kohapeal
當地	kohalik
當地	kohalikud
不久	varsti
作用	rollis
作用	roll
作用	rolli
作用	rollid
改革	reform
改革	reformid
改革	reformitud
改革	reformimise
藝術	kunst
藝術	art
藝術	kunsti
藝術	kunst
藝術	kunstiline
球員	mängija
球員	mängijad
教區	vald
處理	käitlemine
處理	käsitlemine
處理	käitlemise
處理	käepide
處理	töötlus
處理	töötlemine
先生	söör
建議	nõuanded
建議	nõuanne
建議	nõu
建議	soovitused
建議	soovitused
建議	ettepanekud
建議	soovitus
建議	soovitus
建議	ettepanek
旅	brigaadid
旅	brigaad
全國	riiklikult
全國	üleriigilise
全國	üleriigiline
人員	personal
人員	töötajad
虎	tiger
虎	tiiger
超級	super
土地	maandub
土地	maadel
土地	maa
土地	maad
土地	land
彭	peng
四川	sichuani
曹	cao
展	näitus
特色	omadused
特色	motiiv
公園	pargi
公園	park
公園	pargid
包	kott
包	koti
包	pakend
包	pakett
包	pakk
包	bao
包	pakend
包	pakendis
包	paki
包	pakk
中部	midlandsi
西南	edela
西南	edela
韋	wei
翼	tiiva
翼	tiib
翼	tiibu
翼	tiivad
孔	kong
孔	auk
孔	auku
麥	mak
盧	lou
十一	üksteist
研究所	instituut
研究所	instituutide
協會	assotsiatsioon
文學	kirjandus
文學	kirjandus
頻道	kanalid
頻道	kanal
頻道	kanalid
少年	teismeliste
少年	teismeline
少年	juunior
少年	junior
舊	vana
舊	vanaks
舊	vanad
大家	kõik
大家	igaüks
股份	jagab
股份	aktsiad
泉	izumi
紀錄	rekord
紀錄	kirje
紀錄	records
影片	filmid
影片	filmi
影片	film
影片	video
影片	filmi
影片	kile
影片	film
身份	identiteedid
身份	identiteedi
身份	identiteet
基地	alused
基地	baasi
基地	baas
基地	alus
必須	peab
文件	failid
文件	fail
文件	faili
電視劇	draama
更多	rohkem
藍	sinised
藍	sinine
居住	elukoht
居住	elukoha
居住	elamine
居住	residentsuse
力量	jõudu
力量	tugevus
板	plaadid
板	taldrikud
板	plaat
板	taldrik
板	lauad
秦	qini
浙江	zhejiang
禁	keelatud
船	laeva
船	laev
船	paat
文章	artiklid
意見	arvamused
意見	kommentaarid
意見	märkused
意見	arvamus
公主	printsess
同意	leppis
同意	kokkulepitud
同意	nõus
果	puuviljad
果	vili
果	puuvili
果	puuvilja
最多	enamikul
最多	enamus
最多	enamik
最多	enim
最多	max
最多	maks
十	kümme
十	ten
銀行	banks
銀行	pangad
銀行	pank
銀行	bank
非洲	aafrika
非洲	aafrika
媒體	meedia
支援	toetus
支援	tugi
支援	toetamine
支援	abiväge
陵	mausoleum
第十	kümnes
拍攝	tulista
拍攝	tulistada
拍攝	filmimine
拍攝	laskmine
拍攝	tulistamine
還有	ja
還有	ning
西藏	tiibeti
俄羅斯	venemaa
節	festival
分析	analüütiline
分析	analüüsi
分析	analüüs
偉	wai
旗	lipud
旗	lipp
旗	lipu
旗	banner
行星	planet
行星	planeet
行星	planeedi
行星	planeedid
行星	planeete
作者	kirjutaja
作者	kirjanik
作者	autorid
作者	kirjanikud
作者	autor
北海道	hokkaido
皇家	kuninglik
皇家	royal
皇家	kuninglikud
電子	elektron
電子	elektroonilised
電子	elektrooniline
電子	elektroonilisel
電子	elektroonika
三十	kolmkümmend
倫敦	london
範圍	vahemikud
範圍	vahemik
範圍	vahemikus
黨	party
黨	pidu
黨	erakond
黨	peole
微	mikro
教堂	kirikud
教堂	kiriku
教堂	kirik
警察	politsei
絲	siidi
絲	siid
絲	siidist
趙	zhao
趙	cho
帝國	impeerium
帝國	impeeriumi
原本	algselt
原本	esialgu
娛樂	meelelahutus
坡	kalle
坡	poe
方案	programm
方案	programmid
方案	programmid
方案	programm
方案	programmi
屋	house
屋	majja
屋	maja
部隊	väed
詞	sõna
詞	sõnad
詞	sõnu
洞	auk
洞	auku
洞	koobas
洞	dong
宮	palee
宮	palace
影	varjud
影	varju
影	vari
速	pöörlemiskiirus
速	kiirus
黎	lai
會議	konverents
會議	koosolekud
會議	kohtumised
會議	istungid
會議	koosolek
會議	kohtumine
資訊	teave
資訊	info
資訊	informatsioon
戰鬥	lahing
戰鬥	võitlemine
戰鬥	võitlus
戰鬥	võitle
戰鬥	võitlus
項目	projekt
項目	projekti
項目	kirjed
項目	elemendid
項目	esemed
項目	projektid
項目	kirje
項目	element
玩家	mängija
玩家	mängijad
限制	piirangud
限制	piirangud
限制	piirang
限制	piiramine
限制	piirang
限制	piir
限制	piirang
限制	limiit
電腦	arvuti
電腦	arvutid
如何	kuidas
創作	loomine
創作	looming
創作	loov
創作	loominguline
引擎	mootor
引擎	mootorid
執行	hukka
執行	hukata
執行	käivita
執行	hukkamine
執行	täitmine
執行	teostus
執行	täidesaatva
英雄	kangelased
英雄	hero
英雄	kangelane
下午	pärastlõuna
下午	pärastlõunal
透過	läbi
反對	vastuväide
反對	protest
反對	vastuväited
反對	vastulause
反對	opositsiooni
反對	vastuseis
反對	opositsioon
興	xing
小時	tundides
小時	tunde
小時	tunnid
小時	tundi
小時	tund
昂	ang
昂	aung
不足	ebapiisavad
不足	ebapiisav
不足	puudulikkus
不足	ebapiisavad
不足	ebapiisav
體育	sportlik
體育	sport
體育	spordiala
體育	sport
體育	spordi
洲	chau
投入	sisendi
投入	sisend
投入	sisendid
投入	sisendite
有些	mõned
元素	elemendid
元素	koostisosad
元素	koostisained
元素	elementaarse
元素	element
宇	woo
任命	kokkusaamine
任命	nimetamine
解	lahenda
解	lahendada
跨	trans
王朝	dünastia
區域	tsoon
區域	vöönd
區域	pindala
區域	valdkond
區域	piirkond
區域	ala
區域	regioon
區域	piirkond
區域	regioonid
區域	piirkonnad
以前	enne
報	ajaleht
分子	molekulaarne
分子	molekuli
分子	molekulid
隧道	tunnel
隧道	tunnelid
孫	päikest
孫	päike
崔	choi
禮	riitus
申	shin
雜誌	ajakiri
雜誌	ajakirjad
雜誌	ajakirju
雜誌	ajakirjade
有效	kehtiv
有效	kehtib
有效	efektiivne
有效	tulemuslik
有效	tõhus
有效	tõhusad
平台	platvorm
平台	platvormide
概念	mõiste
概念	kontseptsioon
議會	parlament
議會	parlamendid
傳統	traditsioonilised
傳統	traditsiooniline
傳統	traditsioon
傳統	traditsioonid
傳統	traditsioonid
夏季	suvel
夏季	suvi
夏季	suve
照片	fotode
照片	fotod
照片	pilt
照片	pildi
照片	foto
照片	pildid
照片	pilte
照片	fotode
照片	fotod
照片	foto
核	tuuma
核	tuumaenergia
核	tuum
停止	peatus
停止	peata
停止	lõpeta
公開	avalikkus
公開	avalik
公開	avalikud
仙	haldjas
仙	xian
劍	mõõgad
劍	mõõk
機構	agentuur
機構	agentuuri
機構	amet
機構	asutused
機構	institutsioonid
機構	institutsioone
機構	institutsioon
機構	institutsiooni
機構	asutus
帶	tooma
帶	vöö
操作	toimimine
操作	toiming
操作	operatsioon
取消	loobu
取消	tühistamine
人類	inimesed
人類	inimestel
人類	inimene
人類	inimlik
市場	turud
市場	turgu
市場	turu
市場	turg
接近	läheneb
飛	fly
飛	lenda
飛	lennata
飛	lendama
飛	kärbes
飛	lendamine
飛	lendavad
軍事	sõjaväe
軍事	sõjaline
軍事	sõjalise
軍事	sõjalised
軍事	sõjavägi
協助	abistamine
協助	abi
橋	sild
橋	sillad
調查	vaatlused
調查	uuringud
調查	uurimine
調查	ülevaatus
調查	uuring
調查	uurimised
調查	uuringud
投	valatud
投	pigi
忠	chung
澳洲	austraalia
主教	oda
主教	bishop
主教	piiskop
孟	meng
紀念	memorial
紀念	suveniir
紀念	mälestus
紀念	mälestamine
地點	toimumiskoht
地點	koht
地點	asukoht
地點	kohad
地點	asukohad
颱風	taifuun
決賽	lõplik
決賽	finaal
決賽	finaali
大臣	minister
柳	ryu
沈	shen
沈	shim
人工	kunstlik
移動	liigu
陸軍	armee
陸軍	sõjavägi
法院	kohus
法院	kohtud
留	püsi
電	elektrienergia
電	elekter
電	elektriline
電	elektrilised
電	elekter
運動員	sportlane
運動員	sportlased
效力	kangus
夢	unistus
夢	dream
夢	unenägu
夢	unistused
夢	unenäod
祥	xiang
羅馬	rooma
科學	teadus
科學	teadust
科學	teaduslikud
科學	teaduslik
東北	kirde
烏克蘭	ukraina
啟用	lubamine
啟用	lubatud
啟用	aktiveerimine
啟用	aktiveerida
啟用	aktiveerib
皇后	keisrinna
皇后	kuninganna
皇后	queen
肯	ken
柱	sammas
柱	kolonn
柱	veerg
柱	veeru
柱	sammas
柱	samba
動物	loomi
動物	loomad
動物	looma
動物	loom
佛教	budism
精神	vaimne
精神	hingeline
精神	vaim
精神	vaimne
精神	vaimse
企業	ettevõtted
企業	ettevõtted
企業	äri
企業	äritegevus
企業	enterprise
企業	ettevõte
企業	ettevõtlus
核心	core
核心	tuum
核心	tuuma
核心	tuum
核心	kerneli
環境	keskkond
環境	keskkondade
冰	jää
冰	ice
冰	jääd
第七	seitsmes
飛機	lennukid
飛機	õhusõidukid
飛機	õhusõiduk
飛機	lennuk
飛機	lennuk
應該	peaksid
應該	peaks
太陽	päikest
太陽	päike
太陽	päikese
太陽	päikeseenergia
深圳	shenzhen
瑞典	rootsi
廳	saal
廳	hall
關	guan
關	off
竹	bambus
選擇	valimine
選擇	valik
選擇	valima
選擇	vali
選擇	vali
選擇	valimine
選擇	valima
選擇	valik
珠	helmed
比較	võrdlemine
比較	võrdlus
比較	võrdlemine
比較	võrdle
比較	võrdlev
比較	võrdleva
比較	võrdlusi
類似	sarnased
類似	sarnane
眼	silmad
眼	silm
眼	silma
妻子	naise
妻子	naine
秋	sügis
雨	vihm
雨	rain
編號	numeratsioon
編號	number
編號	arv
溫	wen
思想	mõtlesin
思想	arvas
思想	arvasin
思想	mõtteid
思想	mõtted
破壞	saboteerida
破壞	hävitamine
重建	ülesehitamise
重建	ülesehitus
第六	kuuendaks
第六	kuues
基督教	christian
基督教	kristlane
基督教	kristlus
南方	lõuna
南方	lõuna
南方	lõunasse
南方	lõunas
洋	hiroshi
洋	ookean
公民	civic
公民	kodanikud
公民	kodanik
燕	neelata
燕	yan
改善	parandamine
改善	parandused
改善	täiustatud
改善	paranenud
改善	parandada
改善	täiustamine
改善	paranemine
改善	parandamine
鐵道	raudtee
鐵道	raudteed
鐵道	raudteede
鐵道	raudtee
蘇聯	nsvl
製造	valmistamine
製造	tootmine
製造	valmistatud
製造	toodetud
製造	valmistamine
製造	tootmine
敏	min
網路	veebi
網路	internet
網路	võrgustike
網路	võrk
網路	võrgu
網路	võrgustik
網路	võrgustikud
網路	võrgud
炮	kahur
炮	püss
炮	relv
岩	kivid
岩	kive
岩	kalju
岩	rock
岩	kivi
排	rea
排	rida
朋友	sõbrad
朋友	sõber
朋友	sõbranna
離開	jäta
十六	xvi
十六	kuusteist
有人	keegi
生命	life
生命	elu
找到	leidis
找到	leiti
找到	leitud
找到	leida
找到	leia
找到	otsi
十五	viisteist
油	õli
油	nafta
油	õlid
狀態	staatus
狀態	seisund
狀態	oleku
狀態	olek
調	viisi
賢	hyun
更新	uuendatud
更新	ajakohastatud
更新	uuenda
更新	update
更新	uuendus
更新	ajakohastamine
更新	uuendamine
更新	ajakohastamine
更新	uuendamine
更新	uuendused
降	laskub
彈	mängi
艦	laeva
艦	laev
層	kihid
層	kiht
層	kihi
主題	teemad
主題	teema
主題	teema
主題	teemad
主題	teema
主題	subjekti
主題	subjekt
球場	staadion
返回	tagastab
返回	tagasitulek
宇宙	universum
宇宙	kosmiline
醫院	haiglas
醫院	haigla
醫院	haiglasse
醫院	haiglad
平方	ruudu
平方	ruut
平方	väljak
平方	ruudus
批准	ratifitseerimine
批准	heakskiit
批准	heakskiitmine
批准	heakskiidetud
瑞士	šveits
大道	avenue
大道	avenüü
旅客	reisija
旅客	sõitja
旅客	reisijate
旅客	reisijad
旅客	rändurid
酒店	hotell
酒店	hotel
酒店	hotellid
順	shun
西方	west
西方	lääs
西方	lääne
西方	läänemaa
西方	lääne
西方	western
現代	tänapäeva
現代	moodne
現代	kaasaegne
未來	tulevikku
未來	tulevik
營	pataljon
營	laagri
營	laager
營	laagris
芳	kihva
芳	fang
著作	kirjutised
鯉	karpkala
金融	rahaline
金融	finants
金融	rahalised
任務	loovutamine
任務	ülesanne
任務	ülesanded
任務	missioon
商業	kaubandus
商業	kaubanduslik
商業	reklaam
商業	äri
商業	äritegevus
基金	fondi
基金	fond
基金	fondid
空間	ruumid
空間	kosmos
空間	ruum
空間	ruumi
零	nulli
零	zero
零	null
詩	luuletus
詩	luule
詩	luuletusi
詩	luuletused
慶	kyung
巨	hiiglane
巨	hiiglaslik
過去	minevik
董	tung
董	dong
國民	kodanikud
提高	suurenemine
提高	suurendamine
提高	suurenda
嚴重	tõsised
嚴重	tõsine
嚴重	raskekujuline
嚴重	tõsine
論	teooria
俊	jun
母親	ema
訓練	koolitus
訓練	koolitused
訓練	väljaõpe
訓練	treeningud
熙	hee
葡萄牙	portugali
葡萄牙	portugali
葡萄牙	portugal
行為	käitumine
行為	käitumine
行為	käitumise
行為	käitumine
喬	joe
朝鮮	korea
工業	industries
工業	tööstus
工業	tööstuse
工業	tootmisharu
工業	tööstusliku
工業	tööstus
工業	tööstuslik
舒	shu
坦克	mahuti
坦克	paak
坦克	tanki
坦克	tank
坦克	tankid
坦克	paagid
劇場	teater
劇場	teater
授予	auhind
水域	veed
茂	shigeru
茂	moo
參考	viide
健	jian
韓	hani
韓	han
台北市	taipei
收入	tulud
收入	tulu
收入	sissetulek
收入	tulu
收入	tulud
珍	jane
成績	saavutused
成績	hinded
成績	saavutamine
成績	saavutus
姓	perekonnanimi
盛	sheng
菜	roog
菜	nõud
菜	nõusid
古代	iidne
古代	iidsed
古代	iidsete
灰	gray
灰	hall
灰	ash
灰	tuhk
灰	hallid
灰	hall
灰	grey
灰	tuhk
工具	tööriist
工具	tööriistad
寬	laius
寬	laia
寬	laiad
寬	lai
寬	laia
提升	uuendus
提升	uuendamine
提升	ajakohastamine
提升	täiendamine
提升	uuendamine
提升	tõsta
提升	lift
提升	tõste
楚	chu
新疆	xinjiangi
退	taganeda
十八	kaheksateist
持續	pidev
持續	pideva
品牌	kaubamärkide
品牌	kaubamärgi
品牌	brand
翻譯	tõlked
翻譯	tõlkimine
翻譯	translators
翻譯	tõlgitud
翻譯	tõlge
翻譯	tõlkimine
翻譯	tõlkida
翻譯	tõlgi
翻譯	tõlkimine
目標	eesmärk
目標	eesmärgid
目標	eesmärgid
目標	eesmärk
目標	sihtmärgid
目標	eesmärgid
目標	eesmärk
目標	siht
目標	märklaud
目標	target
目標	sihtmärk
基礎	baasi
基礎	baas
基礎	alus
基礎	alus
自動	automaatne
自動	automaat
自動	automaatsed
自動	automaatne
自動	automaatselt
自動	automatiseeritud
群島	saarestik
群島	saared
群島	saartele
理論	teooria
理論	doktriin
理論	teooriaid
理論	teooriad
軍隊	armee
軍隊	sõjavägi
宣	xuan
鏡	peegel
鏡	peegelda
注意	tähelepanu
大樓	hoone
大樓	ehitamine
大樓	ehitis
出口	välju
出口	väljumine
出口	väljapääs
出口	eksport
出口	eksport
出口	ekspordi
地震	maavärin
關於	umbes
海外	välismaal
海外	avamere
海外	offshore
高速公路	kiirtee
高速公路	maantee
高速公路	kiirtee
產品	toode
產品	toote
產品	tooted
條約	lepingud
條約	leping
條約	asutamisleping
助理	abiline
助理	assistent
助理	assistendid
畫	joonistada
畫	loosimine
畫	viik
畫	maal
畫	maali
畫	värvimine
舞	tantsu
舞	tants
舞	tantsi
舞	tantsida
舞	tantsimine
荷蘭	madalmaad
荷蘭	holland
獸	elukas
獸	koletis
汽車	auto
汽車	car
汽車	autosid
汽車	autod
避免	vältimine
避免	vältida
避免	väldi
命令	käsud
命令	käsk
命令	käsu
命令	tellimus
命令	kord
命令	järjekord
命令	korraldus
命令	ordu
命令	korraldused
命令	käsud
命令	tellimused
遠	kaugele
遠	kaugel
結構	struktuurid
結構	arhitektuur
結構	struktuur
結構	ülesehitus
結構	struktuurne
結構	struktuuriline
埃及	egiptus
字母	tähestik
字母	kirju
字母	kirjad
字母	tähed
字母	kirja
字母	kiri
大陸	mandri
大陸	mandri
大陸	mandri
大陸	mandrite
可可	coco
可可	kakao
海岸	kalda
海岸	kaldal
海岸	shore
海岸	rannik
海岸	ranniku
水平	horisontaalselt
水平	horisontaalsed
水平	horisontaalne
輝	fai
墨西哥	mehhiko
學習	õppimine
學習	uuring
學習	õppimine
學習	õppima
學習	õpime
學習	õppida
學習	õpi
賴	lai
阮	nguyen
動	liigu
樂團	bänd
樂團	ansambel
樂團	orkester
那些	need
材料	materjal
材料	materjalid
以後	hiljem
士兵	sõdur
士兵	sõdurid
容易	lihtne
容易	kerge
魔法	maagiline
魔法	võlu
魔法	magic
魔法	maagia
彼得	peter
彼得	peeter
大阪	osaka
茶	teed
茶	tee
孩子	laps
孩子	lapse
代理	agent
代理	näitlemine
組合	kombineerimine
組合	kombinatsioon
組合	mix
正常	normaalne
北京市	pekingi
王子	vürst
王子	prints
王子	prince
模型	mudelid
模型	modellid
模型	mudel
模型	modell
模型	näidis
夜	ööd
夜	õhtud
夜	õhtu
夜	öö
夜	ööd
乘客	reisija
乘客	sõitja
乘客	reisijate
乘客	reisijad
錦標賽	turniiri
錦標賽	turniir
錦標賽	turniiridel
錦標賽	meistrivõistlused
錦標賽	meistrivõistluste
禁止	ban
禁止	keeld
禁止	keelustamine
禁止	keelatud
禁止	keelatud
禁止	keeld
禁止	keelustamine
重播	kordus
宣傳	avalikustamine
宣傳	reklaam
宣傳	propaganda
巨大	tohutu
巨大	hiiglaslik
克拉	karaati
蛇	madu
蛇	snake
蛇	mao
蛇	maod
紫	lilla
紫	violet
週	nädal
完整	täis
完整	täielik
完整	täielik
完整	terviklik
完整	lõpetatud
翁	weng
上市	loetletud
德里	delhi
森林	mets
森林	metsa
森林	metsad
介紹	tutvustus
介紹	esitus
介紹	esitlus
介紹	esitluse
介紹	esitusviis
白色	valge
白色	valged
晚上	õhtust
晚上	õhtu
晚上	õhtused
晚上	õhtune
晚上	õhtu
晚上	öö
晚上	ööd
國王	king
國王	kuningas
國王	kunn
袁	yuan
欣	xin
耳	kõrv
耳	kõrva
耳	kõrvu
耳	kõrvad
改變	muutused
改變	muuda
改變	muudatus
改變	muutus
廣場	ruudu
廣場	ruut
廣場	väljak
廣場	piazza
廣場	plaza
市民	kodanikud
市民	kodanik
樹	puu
樹	puud
樹	puid
樹	puud
大西洋	atlandi
大西洋	atlantic
聯邦	föderaalne
聯邦	föderatsiooni
聯邦	föderatsioon
聯邦	konföderatsioon
聯邦	konföderatsiooni
麻	kanep
土耳其	kalkun
土耳其	türgi
酸	hapu
酸	hape
酸	happe
酸	happed
董事	direktorite
外交	diplomaatiline
外交	diplomaatia
夫人	madam
夫人	proua
公斤	kilogrammides
公斤	kilogrammi
公斤	kilogrammi
公斤	kilo
效果	efekt
效果	mõju
效果	toime
效果	mõjud
效果	mõju
效果	toime
說明	kirjeldus
資格	kvalifikatsioon
資格	kvalifikatsiooni
連續	järjestikuse
連續	pidev
連續	pideva
晚	hilja
