और	un
सब	visu
सब	visas
सब	visi
सब	visa
पूरा	pabeigti
पूरा	pabeigts
पूरा	pabeigta
पूरा	pilnu
पूरा	pilnas
पूरा	pilns
पूरा	pilnā
पूरा	pilni
पूरा	pilna
पूरा	vesels
पूरा	veseli
पूरा	veselas
पूरा	vesela
पूरा	aizpildīt
पूरा	pabeigt
पूरा	pabeigts
पूरा	pabeigta
पूरा	pilnīga
आवश्यकता	prasība
आवश्यकता	pieprasīt
आवश्यकता	prasīt
प्रकाश	gaismu
प्रकाश	gaišs
प्रकाश	gaismas
प्रकाश	gaisma
प्रकाश	gaiši
प्रकाश	gaismas
नई	jauna
नई	jaunums
नई	jauni
नई	jauns
नई	jaunais
नई	jaunas
नई	jaunāks
नई	jaunākas
चिकित्सा	medicīnas
चिकित्सा	medicīniskā
चिकित्सा	terapija
चिकित्सा	terapijā
चिकित्सा	terapiju
चिकित्सा	terapijai
दूसरी	otrais
दूसरी	otrs
दूसरी	otrie
दूसरी	otrā
कार्यक्रम	programmas
कार्यक्रम	notikumi
कार्यक्रम	notikumiem
कार्यक्रम	pasākumi
कार्यक्रम	programmā
कार्यक्रम	programma
कार्यक्रम	programmu
कार्यक्रम	notikums
कार्यक्रम	programmā
कार्यक्रम	programma
कार्यक्रम	programmu
पुराने	vecā
पुराने	veca
पुराने	veci
पुराने	vecs
पुराने	vecāki
पुराने	vecāks
पुराने	vecāka
सदी	gadsimts
भगवान	dievs
भगवान	pavēlnieks
भगवान	kungs
लिखा	rakstisks
लिखा	rakstveida
लिखा	uzrakstīts
लिखा	rakstiska
लिखा	rakstīja
लिखा	uzrakstīju
लिखा	uzrakstīja
संस्थान	institūts
संस्थान	institūtā
संस्थान	institūti
संस्थान	institūtiem
संस्कृति	kultūra
अंग्रेज़ी	angļu
पूर्ण	perfekta
पूर्ण	ideāli
पूर्ण	perfekti
पूर्ण	ideāla
पूर्ण	perfekts
पूर्ण	pilnu
पूर्ण	pilnas
पूर्ण	pilns
पूर्ण	pilnā
पूर्ण	pilni
पूर्ण	pilna
पूर्ण	aizpildīt
पूर्ण	pabeigt
पूर्ण	pabeigts
पूर्ण	pabeigta
पूर्ण	pilnīga
पूर्ण	pabeigti
पूर्ण	pabeigts
पूर्ण	pabeigta
परिवर्तन	pārveidošana
परिवर्तन	pārvēršana
परिवर्तन	konversija
परिवर्तन	konvertēšana
परिवर्तन	pārejas
परिवर्तन	pāreja
परिवर्तन	izmaiņas
परिवर्तन	pārmaiņas
परिवर्तन	transformācija
परिवर्तन	pārveidošanās
परिवर्तन	pārveidošana
परिवर्तन	transformācijas
परिवर्तन	pārveide
परिवर्तन	mainīt
परिवर्तन	maiņa
परिवर्तन	izmaiņas
परिवर्तन	pārmaiņas
टीम	komandām
टीम	komandas
टीम	komanda
टीम	team
चर्चा	pārrunas
चर्चा	apspriešana
चर्चा	diskusijas
चर्चा	diskusija
संगठन	organizācija
संगठन	organizācija
संगठन	organizācijas
अगर	agara
शैली	stils
तुलना	salīdzinājums
तुलना	salīdzināšana
स्कूल	skolas
स्कूल	skolām
स्कूल	skola
स्कूल	skolas
स्कूल	skolu
स्कूल	skolā
पुस्तक	grāmata
पुस्तक	grāmatiņa
पुस्तक	grāmatu
लेखक	rakstnieks
लेखक	autori
लेखक	autoriem
लेखक	rakstnieki
लेखक	autors
लेखक	autore
संस्करण	edition
संस्करण	izdevums
संस्करण	versijas
संस्करण	redakcijas
संस्करण	redakcija
संस्करण	versija
खिलाड़ी	spēlētāji
खिलाड़ी	atskaņotāji
खिलाड़ी	sportists
खिलाड़ी	spēlētājs
ट्रेन	vilciena
ट्रेन	vilciens
ट्रेन	vilcienu
ट्रेन	vilcieni
ट्रेन	vilcienus
आकार	formas
आकार	forma
आकार	izmēri
आकार	izmers
आकार	lielums
आकार	izmērs
उत्तरी	ziemeļu
सीमा	ierobežot
सीमा	robeža
सीमा	limits
सीमा	ierobežojums
सीमा	sima
सीमा	robežas
सीमा	robeža
सीमा	diapazons
सीमा	limiti
सीमा	robežas
सीमा	ierobežojumi
पश्चिमी	rietumu
पश्चिमी	western
व्यवस्था	izvietojums
व्यवस्था	vienošanās
व्यवस्था	izkārtojums
आर्थिक	ekonomikas
आर्थिक	ekonomiskais
आर्थिक	ekonomiskā
आर्थिक	ekonomiska
राजधानी	galvaspilsētas
राजधानी	galvaspilsētu
राजधानी	kapitāls
राजधानी	galvaspilsēta
दर्शन	filozofijas
दर्शन	filozofija
दर्शन	redzējums
दर्शन	vīzija
दर्शन	redze
वहाँ	tur
विधि	metodes
विधि	tieslietas
विधि	likums
विधि	metode
विधि	režīms
अवधि	ilgums
अवधि	laikposms
अवधि	periods
अवधि	periodi
दृष्टि	redzes
दृष्टि	vizuālā
दृष्टि	redzējums
दृष्टि	vīzija
दृष्टि	redze
सिद्धांत	teorija
सिद्धांत	principi
सिद्धांत	dogma
कलाकार	mākslinieku
कलाकार	māksliniekiem
कलाकार	izpildītāji
कलाकार	mākslinieki
कलाकार	izpildītājs
कलाकार	māksliniece
कलाकार	mākslinieks
बैंक	bankas
बैंक	bankās
बैंक	banka
ज्यादा	vairāk
ज्यादा	vairak
अंतिम	pēdējo
अंतिम	pēdējais
अंतिम	pēdējā
अंतिम	pēdējās
अंतिम	pēdējoreiz
अंतिम	galīgais
अंतिम	galīgo
अंतिम	gala
अंतिम	galīgā
विशिष्ट	specifiskas
विशिष्ट	īpašie
विशिष्ट	atšķirt
लाल	sarkanie
लाल	sarkani
लाल	sarkano
लाल	sarkana
लाल	sarkanais
लाल	sarkans
लाल	sarkanā
रहने	uzturas
पूर्वी	austrumos
पूर्वी	austrumu
पूर्वी	austrumi
पूर्वी	austrumu
समर्थन	atbalstīt
समर्थन	atbalstu
समर्थन	atbalsts
समर्थन	atbalsta
समर्थन	atzīmēm
व्यापार	trading
व्यापार	tirdzniecība
व्यापार	bizness
व्यापार	uzņēmējdarbība
व्यापार	tirdzniecība
व्यापार	tirdzniecības
प्रयास	mēģinājumi
प्रयास	pūles
प्रयास	piepūle
प्रयास	centieni
प्रयास	pūliņi
प्रयास	piepūles
महिला	sieviete
महिला	sievieti
महिला	dāma
महिला	lēdija
महिला	sieviete
महिला	sievietes
महिला	sieviešu
परियोजना	projekta
परियोजना	projekts
जीवित	dzīvs
जीवित	dzīva
जीवित	izdzīvo
जीवित	izdzīvot
नामांकन	izvirzīšanas
नामांकन	nominācijas
नामांकन	izvirzīšana
नामांकन	nomināciju
नामांकन	apzīmējums
अभिनेता	dalībnieki
अभिनेता	aktieri
अभिनेता	aktieris
क्षमता	jauda
क्षमता	ietilpība
क्षमता	spēja
क्षमता	kapacitāte
क्षमता	spēja
क्षमता	spēju
क्षमता	spējas
क्षमता	spēja
क्षमता	potenciāls
क्षमता	potenciāla
पाया	atrasta
पाया	atrastas
पाया	atrasts
स्पष्ट	acīmredzama
स्पष्ट	acīmredzams
स्पष्ट	acīmredzami
वो	viņa
वो	vina
पृथ्वी	zemi
पृथ्वी	zeme
पृथ्वी	zemes
गति	kustība
गति	priekšlikumu
गति	priekšlikums
गति	ātrums
गति	ātrums
गति	ātrumu
गति	apgriezieni
गति	piedāvāšana
गति	kustība
गति	kustību
परिणाम	rezultāts
परिणाम	rezultāti
परिणाम	rezultātus
राजस्थान	rādžastāna
लेने	ņemot
लेने	ņemšana
होगा	būs
भर	aizpildīts
भर	piepildīts
भर	piepildīta
पुत्र	dēls
सहित	tostarp
सहित	ieskaitot
शासन	noteikums
शासन	pārvaldība
शासन	režīms
नियंत्रण	kontrole
नियंत्रण	kontroles
नियंत्रण	kontrolēt
नियंत्रण	kontrole
नियंत्रण	kontroles
प्रभावित	ietekmēts
प्रभावित	skartas
प्रभावित	ietekmēta
प्रभावित	ietekmēti
प्रभावित	skarti
प्रभावित	sajūsmā
प्रभावित	pārsteigt
छत्तीसगढ़	čhatīsgarha
वर्णन	apraksts
क्रिकेट	kriketa
योजना	shēmu
योजना	shēma
योजना	plāna
योजना	plāns
योजना	plānā
आरम्भ	sākums
एशिया	āzija
सन	saule
सन	sun
सन	saulē
सन	saules
राजनीतिक	politiskā
प्राकृतिक	dabīgais
प्राकृतिक	dabas
प्राकृतिक	dabīgs
प्राकृतिक	dabiskā
प्राकृतिक	dabīgi
स्थानीय	vietējie
स्थानीय	vietējā
स्थानीय	vietējais
स्थानीय	lokāla
स्थानीय	lokālā
स्थानीय	vietējie
कहानी	stāsts
कहानी	stāstījuma
वृद्धि	eskalāciju
वृद्धि	celšanās
वृद्धि	pieaugums
वृद्धि	palielināt
वृद्धि	palielināšana
वृद्धि	palielinājums
वृद्धि	pacelt
वृद्धि	lifts
वृद्धि	pieaugums
वृद्धि	augšana
वृद्धि	izaugsme
वृद्धि	pieaugums
वृद्धि	pieauguma
वृद्धि	palielinājums
सुरक्षा	drošība
सुरक्षा	drošības
सुरक्षा	aizsardzība
सुरक्षा	drošums
सुरक्षा	drošība
सुरक्षा	drošības
लोकप्रिय	tautas
लोकप्रिय	populāra
लोकप्रिय	populārs
कवि	dzejnieks
कवि	kavi
हिस्सा	daļa
पद	amats
पद	novietojums
पद	pozīcija
पद	termins
पद	apzīmējums
हाथ	rokām
हाथ	rokas
हाथ	roku
हाथ	roka
जनता	publiski
जनता	publiskais
जनता	publiska
विस्तार	paplašināšana
विस्तार	izplešanās
विस्तार	paplašināšanās
विस्तार	paplašinājumi
विस्तार	pagarinājumu
विस्तार	pagarināšana
विस्तार	paplašināšana
विस्तार	paplašinājums
विस्तार	pagarinājums
विस्तार	izvērst
विस्तार	paplašinās
विस्तार	paplašināt
पूरे	vesels
पूरे	veseli
पूरे	veselas
पूरे	vesela
युग	juga
युग	epoch
द्वितीय	otrais
द्वितीय	otrs
द्वितीय	otrie
द्वितीय	otrā
चुनाव	vēlēšanās
चुनाव	vēlēšanas
चुनाव	izvēles
