and	और
market	बाजार
market	बाज़ार
market	मार्केट
words	शब्दों
words	लफ़्ज़ों
words	शब्द
producer	उत्पादक
producer	निर्माता
notes	नोट्स
notes	नोट
notes	टिप्पणी
notes	टीप
hockey	हॉकी
novel	उपन्यास
novel	अनोखा
code	संहिता
code	कोड
referee	रेफरी
fourth	चौथा
fourth	चौथी
sport	खेल
van	वान
van	वैन
mary	मैरी
mary	मरियम
airport	एयरपोर्ट
airport	विमानक्षेत्र
sound	ध्वनि
status	स्टेटस
status	स्थिति
status	प्रस्थिति
status	औकात
irish	आयरिश
placed	लगाई
child	संतति
child	बालक
child	बच्चा
child	बच्चे
child	चाइल्ड
perhaps	शायद
idea	आईडिया
idea	विचार
foreign	विदेश
foreign	विदेशी
municipality	नगरपालिका
register	रजिस्टर
register	पंजीकरण
eight	आठ
problems	समस्याएँ
problems	समस्याएं
native	मूल
native	नेटिव
native	देशी
coverage	कवरेज
channel	चैनल
parliament	संसद
parliament	लोकसभा
parliament	पार्लियामेंट
edition	संस्करण
minor	लघु
minor	हीन
minor	माइनर
minor	नाबालिग
whose	जिनके
whose	किसका
whose	जिनकी
foundation	फाउंडेशन
foundation	न्यास
units	इकाइयों
units	इकाईयाँ
units	यूनिट
units	इकाइयाँ
units	इकाई
movie	चलचित्र
movie	फ़िल्म
movie	मूवी
movie	फिल्म
runs	दौड़
runs	रन
runs	रनों
ice	बर्फ़
ice	आइस
ice	बर्फ
simply	बस
limited	limited
limited	सीमित
unit	यूनिट
unit	इकाई
unit	ईकाई
student	विद्यार्थी
student	student
student	छात्र
governor	गवर्नर
governor	राज्यपाल
complete	पूर्ण
complete	पूरा
test	परीक्षा
test	जांच
test	जाँच
test	परीक्षण
nominated	मनोनीत
bill	बिल
bill	विधेयक
parts	पार्ट्स
parts	भाग
theory	सिद्धांत
theory	सिद्धान्त
regional	क्षेत्रीय
account	खाता
vote	वोट
vote	vote
computer	संगणक
computer	कम्प्यूटर
computer	कंप्यूटर
carolina	कैरोलिना
tournament	टूर्नामेंट
poland	पोलैंड
poland	कैंडल
behind	पीछे
wales	वेल्स
winning	जीतना
lot	लॉट
hospital	चिकित्सालय
hospital	अस्पताल
hospital	हॉस्पिटल
mid	मिड
taking	लेने
mountain	पर्वत
mountain	पहाड़
higher	उच्चतर
cases	मामलों
cases	केस
cases	मामले
angeles	एंजिल्स
editing	सम्पादन
editing	संपादन
food	भोजन
food	खाना
multiple	मल्टीपल
multiple	बहुमुखी
multiple	बहु
multiple	अनेक
likely	संभावना
likely	संभावित
terms	शर्तों
terms	शर्तो
terms	शर्तें
sir	sir
sir	श्रीमान
sir	साहब
sir	महोदय
sir	सर
thing	बात
square	वर्ग
square	स्क्वायर
square	वर्गाकार
try	कोशिश
topic	विषय
topic	टॉपिक
woman	औरत
woman	नारी
woman	महिला
woman	स्त्री
officer	अधिकारी
categories	श्रेणियाँ
categories	श्रेणी
greek	ग्रीक
greek	यूनानी
recent	हालिया
recent	हाल
sent	भेजी
sent	प्रेषित
sent	भेजा
copyright	कॉपीराइट
copyright	स्वत्वाधिकार
copyright	कापीराइट
speed	रफ्तार
speed	गति
templates	टेम्पलेट्स
templates	टेम्पलेट
templates	टेम्प्लेट
money	मुद्रा
money	मनी
money	पैसा
money	पैसे
money	धन
saw	देखा
saw	आरी
saw	देखी
senior	वरिष्ठ
selected	चयनित
politician	राजनीतिज्ञ
politician	राजनेता
true	सच
true	सही
true	सच्चा
required	आवश्यक
required	जरूरी
regular	रेगुलर
regular	नियमित
commercial	वाणिज्यिक
cities	शहर
cities	शहरों
trade	व्यापार
degree	डिग्री
degree	उपाधि
anti	एंटी
birth	जन्म
birth	जनम
sun	सूरज
sun	रवि
sun	सन
sun	सूर्य
finished	सम्पन्न
finished	समाप्त
rugby	रग्बी
earth	पृथ्वी
earth	धरती
access	पहुँच
access	एक्सेस
access	पहुंच
access	अभिगम
seasons	मौसम
seasons	सीज़न
journal	दैनिकी
