and	ja
formed	muodostettu
formed	muodostunut
formed	muodostettiin
formed	muodostivat
census	väestönlaskenta
images	kuvien
images	kuvia
images	kuvat
results	tulos
results	tulosten
results	tuloksia
results	tulokset
return	palaa
return	paluu
return	palautus
return	palauta
return	palata
quality	laadukas
quality	laatu
quality	laatua
construction	rakentaminen
zealand	seelannin
zealand	seelanti
front	edessä
front	edestä
front	rintama
front	etu
cover	kansi
cover	kattaa
cover	kannen
cover	suojaa
model	mallia
model	malli
model	mallissa
despite	huolimatta
read	luettu
read	lukea
read	lue
material	materiaali
material	aineisto
material	materiaalia
material	materiaalin
strong	vahvat
strong	vahva
strong	vahvaa
strong	voimakas
coach	valmentaja
henry	henrik
henry	henry
mark	merkkaa
mark	merkitse
mark	merkki
mark	mark
rev	rev
organization	järjestö
organization	organisaatio
studies	opinnot
studies	selvitykset
studies	tutkimuksia
studies	tutkimukset
federal	liittovaltion
federal	liittovaltio
richard	richardin
richard	richard
richard	rikhard
html	html
virginia	virginian
virginia	virginia
virginia	virginiassa
car	auto
car	autoa
car	auton
car	autolla
attack	hyökkäys
conference	kokous
conference	konferenssi
conference	konferenssin
outside	ulkona
outside	ulkopuolella
outside	ulkopuolelle
study	tutkimus
study	tutkimuksen
study	opiskelu
study	tutkimuksessa
study	opiskella
brother	veli
names	nimet
names	nimiä
writer	kirjoittaja
writer	kirjailija
writer	käsikirjoittaja
characters	merkkejä
characters	merkkiä
characters	hahmot
characters	merkit
musical	musikaali
border	raja
border	rajaa
border	rajan
medical	lääketieteelliset
medical	lääketieteellinen
medical	lääketieteen
countries	maissa
countries	maat
countries	valtiot
countries	maiden
past	mennyttä
past	menneet
past	ohi
past	menneisyys
writing	kirjoittaminen
writing	kirjoitus
writing	kirjoittaa
writing	kirjoitusta
makes	tekee
interest	etua
interest	korko
interest	korot
interest	kiinnostus
provided	edellyttäen
killed	tapettu
killed	tappanut
killed	tappoi
medal	mitali
medal	mitalin
signed	allekirjoitus
signed	allekirjoittanut
signed	allekirjoitettu
label	etiketti
fair	reilua
fair	oikeudenmukainen
fair	reilu
fair	fair
search	haun
search	haku
search	etsi
search	etsintä
bay	bay
bay	lahti
reference	viittaus
reference	viite
especially	erityisesti
especially	varsinkin
especially	etenkin
removed	poistetut
removed	poistettiin
removed	poistettu
library	kirjastosta
library	kirjastossa
library	kirjastoon
library	kirjaston
library	kirjasto
eventually	lopulta
management	hallinnointi
management	hallinto
management	johto
management	hallinta
references	viittaukset
references	viitteet
features	piirteet
features	ominaisuuksia
features	ominaisuudet
navy	laivaston
navy	laivastoon
navy	laivasto
guitar	kitara
guitar	kitaran
guitar	kitaraa
hill	kukkulalle
hill	mäki
hill	hill
historical	historialliset
historical	historiallista
historical	historiallinen
lower	alemmas
lower	alempi
lower	alhaisempi
lower	pienempi
daughter	tytär
appointed	nimitti
appointed	nimitetty
appointed	nimetyt
reading	lukema
reading	käsittelyssä
reading	lukeminen
reading	lukemista
yet	vielä
yet	silti
systems	järjestelmät
systems	järjestelmien
debut	debyytti
movement	liikkuvuuden
movement	liikkuminen
movement	liike
movement	liikkuvuus
specific	erityiset
specific	erityinen
specific	erityisiä
specific	erityistä
always	aina
actor	näyttelijä
natural	luonnolliset
natural	luonnollinen
natural	luonnon
natural	luonnollista
clear	tyhjennä
clear	selvää
clear	kirkas
coast	rannikolla
coast	rannikko
got	sai
got	sain
chicago	chicagoon
chicago	chicagosta
chicago	chicagossa
chicago	chicagon
chicago	chicago
championships	mestaruutta
pennsylvania	pennsylvanian
ten	kymppi
ten	ten
ten	kymmenen
performed	suoritti
performed	suoritetut
individual	yksittäiset
individual	yksilö
individual	yksittäisten
individual	yksilöllinen
individual	yksittäinen
designed	suunniteltiin
designed	suunnitellut
designed	suunniteltu
rule	sääntö
rule	sääntöä
etc	jne
lists	listat
lists	listoja
lists	luettelot
paris	pariisiin
paris	pariisi
paris	pariisin
thought	luulin
thought	ajatus
thought	luuli
brown	ruskea
brown	ruskeat
brown	brownin
brown	brown
hand	käsi
hand	käden
needs	tarvitsee
needs	tarpeet
needs	kaipaa
reliable	luotettavaa
reliable	luotettava
smith	smith
smith	seppä
smith	smithin
generally	yleisesti
generally	yleensä
base	tukikohta
base	pohja
base	perusta
sometimes	joskus
sometimes	toisinaan
florida	floridassa
florida	floridaan
florida	florida
florida	floridasta
florida	floridan
capital	pääkaupunki
capital	pääoman
capital	pääoma
valley	laaksoon
valley	laakso
valley	valley
bank	pankkiin
bank	pankki
bank	pankin
gave	antanut
gave	antoi
ground	maahan
reached	saavuttanut
reached	päästy
reached	saavutettu
reached	saavutti
reached	saavutettiin
italy	italiassa
italy	italia
italy	italian
energy	energian
energy	energia
energy	energiaa
believe	uskoa
believe	uskoo
believe	usko
leader	leader
leader	johtaja
active	aktiivisia
active	aktiiviset
active	aktiivinen
active	aktiivisena
online	netissä
online	verkossa
online	online
block	estä
block	esto
block	block
block	korttelin
bridge	bridge
bridge	komentosilta
bridge	sillan
bridge	silta
families	perheitä
families	perheet
changes	muutokset
changes	muutoksia
followed	seurasi
followed	seurannut
followed	seurattu
followed	seurasin
industry	teollisuus
industry	toimiala
industry	teollisuuden
collection	kokoelma
collection	kokoelman
collection	keräys
collection	kerääminen
collection	keruu
request	pyytää
request	pyynnön
request	pyyntö
request	pyyntöä
request	pyydä
soon	kohta
soon	pian
soon	soon
leading	johtavan
leading	johtava
leading	johtavat
leading	johtaa
olympic	olympia
olympic	olympic
sold	myi
sold	myyty
sold	myydään
writers	kirjailijoita
professor	professori
studio	studio
studio	studion
mexico	meksikossa
mexico	meksiko
mexico	meksikoon
mexico	meksikon
competition	kilpailun
competition	kilpailu
campaign	kampanjan
campaign	kampanjassa
campaign	kampanja
campaign	kampanjaan
campaign	kampanjaa
org	org
theatre	teatteri
theatre	teatteria
empire	imperiumin
empire	empire
empire	valtakunta
empire	imperiumi
length	pituus
islands	saaret
singer	singer
singer	laulaja
create	luoda
create	luo
additional	lisä
soviet	neuvostoliitto
market	markkina
market	markkinoiden
market	markkinat
words	sanoja
words	sanat
producer	tuottaja
notes	toteaa
notes	muistiinpanot
notes	muistiinpanoja
notes	huomautuksia
notes	huomautukset
hockey	jääkiekko
hockey	jääkiekkoa
novel	romaani
code	koodi
referee	tuomari
fourth	neljäs
fourth	neljänneksi
sport	laji
sport	sport
sport	urheilun
sport	urheilu
van	van
van	pakettiauto
mary	maija
mary	mary
airport	lentokenttä
airport	lentokentälle
airport	lentoasema
sound	ääntä
sound	äänet
sound	äänen
sound	ääni
status	status
status	asema
status	tila
status	tilanne
irish	irlanti
irish	irish
irish	irlantilaiset
irish	irlannin
irish	irlantilainen
placed	laitettu
placed	sijoitettu
child	lasta
child	lapsen
child	lapsi
perhaps	ehkä
perhaps	ehkäpä
idea	idean
idea	ajatus
idea	idea
idea	ideaa
foreign	ulkomaan
foreign	ulkomaalainen
foreign	ulkomainen
foreign	ulkomaiset
municipality	kunta
register	rekisteriin
register	rekisteröi
register	rekisteri
register	rekisteröityä
eight	kahdeksan
problems	ongelmia
problems	ongelmat
coverage	kattavuutta
coverage	kattavuus
coverage	kattavuuden
channel	kanava
channel	kanavaa
channel	kanavalla
channel	kanavan
channel	channel
parliament	parlamentin
parliament	parlamentti
username	käyttäjätunnus
username	käyttäjänimi
edition	painos
minor	alaikäinen
minor	vähäinen
says	sanoo
whose	jonka
whose	joiden
whose	kenen
foundation	säätiö
foundation	säätiön
foundation	perusta
units	yksikköä
units	yksiköt
movie	elokuvan
movie	elokuva
movie	leffa
runs	juoksee
ice	jää
ice	jäitä
ice	jäät
ice	jäätä
simply	yksinkertaisesti
limited	limited
limited	rajattu
limited	rajoitettu
limited	rajallinen
unit	yksikön
unit	yksikköä
unit	yksikkö
student	opiskelijan
student	opiskelija
student	ylioppilas
student	oppilas
previously	aikaisemmin
previously	aiemmin
stated	totesi
governor	kuvernööri
complete	täydelliset
complete	täydellinen
complete	täytetään
test	testi
test	testaa
test	koe
test	testin
nominated	ehdolla
nominated	nimetty
nominated	nimetyt
bill	laskuttaa
bill	bill
bill	lasku
parts	osat
parts	osia
vocals	laulut
vocals	laulu
theory	teoriaa
theory	teoria
regional	alueellinen
regional	alueelliset
regional	alueellisten
account	tiliä
account	tilin
account	tili
account	huomioon
vote	äänestä
vote	äänestys
vote	äänioikeus
vote	äänestää
computer	tietokoneet
computer	tietokone
computer	tietokoneen
carolina	carolina
tournament	turnaus
tournament	turnaukseen
tournament	turnauksen
poland	puola
poland	puolaa
poland	puolan
behind	taakse
behind	takana
wales	wales
wales	walesissa
wales	walesin
winning	voittaa
winning	voitto
winning	voitolla
winning	voittaminen
hospital	sairaala
hospital	sairaalassa
mid	puolivälissä
taking	ottaa
taking	ottaminen
taking	ottaen
taking	ottamassa
mountain	vuori
mountain	vuorta
mountain	vuoristo
higher	korkeampi
higher	suurempi
cases	tapausten
cases	tapaukset
cases	tapauksissa
angeles	angeles
angeles	angelesin
editing	muokkaaminen
editing	muokkaus
replaced	tilalle
replaced	korvattu
replaced	korvattiin
food	ruokaa
food	elintarvikkeet
food	ruoka
multiple	useita
multiple	useat
likely	todennäköinen
likely	luultavasti
likely	todennäköisesti
likely	todennäköistä
terms	ehtoja
terms	termit
terms	ehdot
sir	herra
square	torille
square	square
square	aukio
square	neliö
square	torilla
try	kokeile
try	yritä
topic	aiheen
topic	aihe
topic	aiheeseen
woman	nainen
officer	upseeri
officer	virkailija
officer	konstaapeli
categories	luokat
greek	kreikka
greek	kreikkalainen
greek	kreikkaa
greek	kreikan
greek	kreikkalaiset
recent	viimeaikainen
recent	viimeaikaiset
recent	viimeisimmät
recent	äskettäin
sent	lähetetty
sent	lähetetyt
sent	lähetti
copyright	tekijänoikeuksien
copyright	tekijänoikeudet
copyright	tekijänoikeuden
speed	nopeus
speed	speed
speed	nopeutta
speed	vauhti
templates	malleja
templates	mallit
money	raha
money	rahat
money	rahaa
saw	näin
saw	näki
senior	vanhempi
selected	valittu
selected	valittuna
selected	valitut
selected	valittiin
politician	poliitikko
true	true
true	totta
required	edellytetään
required	vaadittu
required	vaaditaan
regular	säännöllisesti
regular	tavallinen
regular	säännöllinen
regular	säännölliset
commercial	kaupallista
commercial	kaupalliset
commercial	kaupallinen
cities	kaupunkeja
cities	kaupunkien
cities	kaupungit
contains	sisältää
trade	kauppa
trade	kauppaa
trade	kaupan
trade	kaupankäynti
degree	asteen
degree	tutkinto
degree	aste
anti	anti
birth	synnytys
birth	synty
birth	syntymä
sun	aurinkoa
sun	sun
sun	auringon
sun	aurinko
finished	valmis
finished	valmiit
finished	päättynyt
rugby	rugby
earth	maa
earth	maapallo
earth	maan
access	käyttöoikeus
access	pääsy
access	saatavuus
seasons	kaudet
journal	päiväkirja
journal	lehti
beginning	alkuun
beginning	alussa
beginning	alku
software	ohjelmisto
software	ohjelmiston
software	ohjelmat
software	ohjelmistojen
software	ohjelmistot
famous	kuuluisa
famous	kuuluisia
famous	kuuluisat
famous	tunnettu
religious	uskonnollinen
religious	uskonnolliset
martin	martinin
martin	martin
god	jumala
bit	puri
hours	tunteja
hours	tunnit
hours	tuntia
running	juoksu
running	juoksevat
running	juoksee
running	käynnissä
brought	tuotiin
brought	toi
missing	kadonnut
missing	kadoksissa
missing	puuttuu
missing	puuttuvat
economic	taloudelliset
economic	taloudellinen
structure	rakenne
rural	maaseudun
rural	maaseutu
remained	pysynyt
remained	säilyi
remained	pysyi
decision	päätös
certain	varmaa
certain	tietty
certain	tiettyjen
certain	tietyt
hit	osui
hit	osu
hit	lyö
hit	osuma
hit	osuu
minutes	minuuttia
minutes	pöytäkirjat
minutes	minuutteja
minutes	pöytäkirja
spain	espanjan
spain	espanja
spain	espanjassa
whole	koko
whole	kokonaisena
whole	kokonainen
whole	kokonaiset
joseph	joosef
joseph	joseph
lord	lordin
lord	herra
lord	lordi
web	web
decided	päättänyt
decided	päätettiin
decided	päätetty
decided	päätti
operations	operaatiot
operations	toimien
operations	toiminnot
function	funktio
function	toiminto
louis	louis
louis	louisin
assembly	edustajakokouksen
assembly	kokoonpano
assembly	kokoontuminen
queen	kuningatar
queen	queen
security	vartiointi
security	turvallisuus
security	turva
security	turvallisuuden
uses	käyttää
uses	käyttötarkoitukset
ohio	ohio
ohio	ohion
jan	jan
operation	toiminta
operation	toimenpide
operation	toiminto
operation	operaatio
call	kutsu
call	soita
call	puhelu
successful	menestys
successful	onnistui
successful	menestynyt
successful	onnistunut
legal	oikeudellinen
legal	oikeudelliset
legal	laillinen
russia	venäjän
russia	venäjää
russia	venäjä
prince	prinssi
prince	prince
prince	ruhtinas
jewish	juutalaista
jewish	juutalaiset
jewish	juutalainen
staff	henkilöstö
staff	henkilöstön
staff	henkilökunta
establishments	laitosten
establishments	laitokset
goal	maali
goal	tavoite
goal	päämäärä
goal	tavoitteen
towards	kohti
agree	hyväksy
agree	sovittava
bad	huono
bad	pahaa
bad	bad
bad	paha
attendance	osanotto
attendance	osallistuminen
attendance	läsnäolo
populated	asutuilla
nature	luonnosta
nature	luonne
nature	luontoa
nature	luonto
allowed	sallitaan
allowed	sallittua
allowed	sallitut
allowed	sallittu
captain	kapteeni
mount	vuori
mount	mount
calculated	laskettuna
calculated	lasketaan
calculated	laskettu
calculated	lasketut
structures	rakenteita
structures	rakenteet
structures	rakenteiden
hard	kova
hard	kovaa
hard	rankkaa
saying	sanomassa
saying	sanonta
manager	esimies
manager	managerin
manager	johtaja
manager	manageri
earlier	aikaisempi
earlier	aikaisemmin
earlier	aiempi
earlier	aiemmin
elections	vaalit
meet	tapaaminen
meet	tavata
meet	tapaa
box	laatikko
box	ruutu
box	box
lines	rivit
lines	viivat
lines	linjat
lines	riviä
democratic	demokraattiset
democratic	demokraattinen
success	menestys
success	menestystä
success	onnistuminen
associated	liitetty
associated	liittyvät
traditional	perinteisiä
traditional	perinteiset
traditional	perinteinen
rest	lepo
rest	lepää
rest	levätä
rest	lepoa
highway	valtatie
highway	maantie
highway	highway
highway	moottoritie
matter	väliä
wide	laaja
wide	leveä
month	kuukaudessa
month	kuukausi
month	kuukauden
month	kuukautta
care	välitä
admin	ylläpitäjän
admin	ylläpito
admin	ylläpitäjä
cultural	kulttuurinen
commission	komission
commission	komissio
plan	suunnitella
plan	suunnitelma
plan	suunnitelman
practice	harjoitus
practice	harjoitukset
practice	käytäntö
practice	käytännön
command	komento
command	komentoa
command	komennon
nomination	ehdokkuuden
nomination	nimittäminen
jersey	jerseyn
jersey	jerseyssä
jersey	jersey
parties	osapuolet
parties	asianosaiset
parties	puolueet
michigan	michigan
entire	kokonainen
anyone	ketään
overlaps	päällekkäisyyksiä
approximately	suunnilleen
master	mestari
master	isäntä
noted	merkille
noted	huomioitu
usa	usa
usa	yhdysvaltojen
stop	lopeta
feature	piirre
feature	ominaisuutta
feature	ominaisuus
engine	moottorin
engine	moottorit
engine	moottori
response	vastaus
response	vaste
needed	tarvita
needed	tarvittiin
needed	tarvitaan
needed	tarvittu
illinois	illinoisin
experience	kokemukset
experience	kokemus
experience	kokemuksen
experience	kokemuksia
experience	kokemusta
engineering	konehuone
engineering	tekniikka
silver	hopea
silver	hopeaa
silver	hopeinen
